source_headword	KN	example_KN
meat	ಮಾಂಸ	ನಾನು ರಾತ್ರಿ ಊಟಕ್ಕೆ ಮಾಂಸ ತಿನ್ನುತ್ತೇನೆ.
meet	ಭೇಟಿಯಾಗು	ನಾವು ತರಗತಿಯ ನಂತರ ಭೇಟಿಯಾಗುತ್ತೇವೆ.
meeting	ಸಭೆ	ಸಭೆ ಈಗ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
member	ಸದಸ್ಯ; ಸದಸ್ಯೆ	ಅವಳು ಕ್ಲಬ್ ಸದಸ್ಯೆ.
menu	ಮೆನು	ದಯವಿಟ್ಟು ಮೆನು ಓದು.
message	ಸಂದೇಶ	ನಾನು ಚಿಕ್ಕ ಸಂದೇಶ ಕಳುಹಿಸುತ್ತೇನೆ.
metre	ಮೀಟರ್	ಒಂದು ಮೀಟರ್ ಮುಂದೆ ನಡೆಯು.
midnight	ಮಧ್ಯರಾತ್ರಿ	ರೈಲು ಮಧ್ಯರಾತ್ರಿಯಲ್ಲಿ ಹೊರಡುತ್ತದೆ.
mile	ಮೈಲು	ನಾವು ಒಂದು ಮೈಲು ನಡೆಯುತ್ತೇವೆ.
milk	ಹಾಲು	ನಾನು ಉಪಹಾರದ ಜೊತೆ ಹಾಲು ಕುಡಿಯುತ್ತೇನೆ.
million	ದಶಲಕ್ಷ	ಇಲ್ಲಿ ದಶಲಕ್ಷ ಜನರು ವಾಸಿಸುತ್ತಾರೆ.
minute1	ನಿಮಿಷ	ದಯವಿಟ್ಟು ಒಂದು ನಿಮಿಷ ಕಾಯು.
miss	ತಪ್ಪಿಸಿಕೊಳ್ಳು; ನೆನಪಾಗು	ನನಗೆ ನನ್ನ ಹಳೆಯ ಶಾಲೆ ನೆನಪಾಗುತ್ತದೆ.
mistake	ತಪ್ಪು	ಈ ಉತ್ತರದಲ್ಲಿ ತಪ್ಪು ಇದೆ.
model	ಮಾದರಿ	ಇದು ಚಿಕ್ಕ ಮಾದರಿ.
modern	ಆಧುನಿಕ	ಅಡುಗೆಮನೆ ಆಧುನಿಕವಾಗಿದೆ.
moment	ಕ್ಷಣ	ದಯವಿಟ್ಟು ಒಂದು ಕ್ಷಣ ಕಾಯು.
Monday	ಸೋಮವಾರ	ನಾವು ಸೋಮವಾರ ಕೆಲಸ ಆರಂಭಿಸುತ್ತೇವೆ.
money	ಹಣ	ನನಗೆ ಸ್ವಲ್ಪ ಹಣ ಬೇಕು.
month	ತಿಂಗಳು	ಜೂನ್ ಬಿಸಿಯಾದ ತಿಂಗಳು.
more	ಇನ್ನಷ್ಟು	ನನಗೆ ಇನ್ನಷ್ಟು ಸಮಯ ಬೇಕು.
morning	ಬೆಳಿಗ್ಗೆ	ನಾನು ಬೆಳಿಗ್ಗೆ ಓದುತ್ತೇನೆ.
most	ಹೆಚ್ಚಿನ	ಹೆಚ್ಚಿನ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಂಗೀತ ಇಷ್ಟ.
mother	ತಾಯಿ	ನನ್ನ ತಾಯಿ ಇಂದು ಕೆಲಸ ಮಾಡುತ್ತಾಳೆ.
mountain	ಬೆಟ್ಟ; ಪರ್ವತ	ಬೆಟ್ಟ ಎತ್ತರವಾಗಿದೆ.
mouse	ಇಲಿ	ಇಲಿ ಕುರ್ಚಿಯ ಕೆಳಗೆ ಇದೆ.
mouth	ಬಾಯಿ	ದಯವಿಟ್ಟು ನಿನ್ನ ಬಾಯಿ ತೆರೆ.
move	ಸರಿಸು; ಚಲಿಸು	ಕುರ್ಚಿಯನ್ನು ಇಲ್ಲಿ ಸರಿಸು.
movie	ಸಿನಿಮಾ	ನಾವು ಇಂದು ರಾತ್ರಿ ಸಿನಿಮಾ ನೋಡುತ್ತೇವೆ.
much	ಎಷ್ಟು	ಇದರ ಬೆಲೆ ಎಷ್ಟು?
mum	ಅಮ್ಮ	ನನ್ನ ಅಮ್ಮ ಮನೆಯಲ್ಲಿ ಇದ್ದಾಳೆ.
museum	ಸಂಗ್ರಹಾಲಯ	ಸಂಗ್ರಹಾಲಯ ಹತ್ತು ಗಂಟೆಗೆ ತೆರೆಯುತ್ತದೆ.
music	ಸಂಗೀತ	ನಾನು ಸಂಗೀತ ಕೇಳುತ್ತೇನೆ.
must modal	ತಪ್ಪದೆ	ನೀನು ಇಲ್ಲಿ ತಪ್ಪದೆ ನಿಲ್ಲಬೇಕು.
my	ನನ್ನ	ಇದು ನನ್ನ ಪುಸ್ತಕ.
name	ಹೆಸರು	ನಿನ್ನ ಹೆಸರನ್ನು ಇಲ್ಲಿ ಬರೆಯು.
natural	ಸಹಜ	ಈ ರಸ ಸಹಜವಾಗಿದೆ.
near	ಹತ್ತಿರ	ಬ್ಯಾಂಕ್ ಇಲ್ಲಿ ಹತ್ತಿರದಲ್ಲಿದೆ.
need	ಬೇಕು	ನನಗೆ ಒಂದು ಪೆನ್ ಬೇಕು.
negative	ನಕಾರಾತ್ಮಕ	ಈ ಉತ್ತರ ನಕಾರಾತ್ಮಕವಾಗಿದೆ.
neighbour	ನೆರೆಹೊರೆಯವನು; ನೆರೆಹೊರೆಯವರು	ನನ್ನ ನೆರೆಹೊರೆಯವರು ಸ್ನೇಹಪರರು.
never	ಎಂದಿಗೂ ಇಲ್ಲ	ನಾನು ಎಂದಿಗೂ ಕಾಫಿ ಕುಡಿಯುವುದಿಲ್ಲ.
new	ಹೊಸ	ಈ ಫೋನ್ ಹೊಸದು.
news	ಸುದ್ದಿ	ಇಂದಿನ ಸುದ್ದಿ ಒಳ್ಳೆಯದು.
newspaper	ವಾರ್ತಾಪತ್ರಿಕೆ	ಅವನು ವಾರ್ತಾಪತ್ರಿಕೆ ಓದುತ್ತಾನೆ.
next	ಮುಂದಿನ	ಮುಂದಿನ ಬಸ್ ತಡವಾಗಿದೆ.
next to	ಪಕ್ಕದಲ್ಲಿ	ನನ್ನ ಪಕ್ಕದಲ್ಲಿ ಕುಳಿತುಕೋ.
nice	ಚೆನ್ನಾದ	ಕೊಠಡಿ ಚೆನ್ನಾಗಿದೆ.
night	ರಾತ್ರಿ	ನಾನು ರಾತ್ರಿ ನಿದ್ರೆ ಮಾಡುತ್ತೇನೆ.
nine	ಒಂಬತ್ತು	ಇಲ್ಲಿ ಒಂಬತ್ತು ವಿದ್ಯಾರ್ಥಿಗಳು ಇದ್ದಾರೆ.
nineteen	ಹತ್ತೊಂಬತ್ತು	ಅವಳಿಗೆ ಹತ್ತೊಂಬತ್ತು ವರ್ಷ.
ninety	ತೊಂಬತ್ತು	ನನ್ನ ತಾತನಿಗೆ ತೊಂಬತ್ತು ವರ್ಷ.
no	ಇಲ್ಲ	ಇಲ್ಲ, ಧನ್ಯವಾದಗಳು.
no one	ಯಾರೂ ಇಲ್ಲ	ಕೊಠಡಿಯಲ್ಲಿ ಯಾರೂ ಇಲ್ಲ.
nobody	ಯಾರೂ ಇಲ್ಲ	ಮನೆಯಲ್ಲಿ ಯಾರೂ ಇಲ್ಲ.
north	ಉತ್ತರ	ನಿಲ್ದಾಣ ಇಲ್ಲಿಂದ ಉತ್ತರದಲ್ಲಿದೆ.
nose	ಮೂಗು	ನನ್ನ ಮೂಗು ತಣ್ಣಗಿದೆ.
not	ಅಲ್ಲ	ನಾನು ದಣಿದಿಲ್ಲ.
note	ಟಿಪ್ಪಣಿ	ಈಗ ಒಂದು ಟಿಪ್ಪಣಿ ಬರೆಯು.
nothing	ಏನೂ ಇಲ್ಲ	ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಏನೂ ಇಲ್ಲ.
November	ನವೆಂಬರ್	ನನ್ನ ಕೋರ್ಸ್ ನವೆಂಬರ್‌ನಲ್ಲಿ ಆರಂಭವಾಗುತ್ತದೆ.
now	ಈಗ	ಈಗ ಇಲ್ಲಿಗೆ ಬಾ.
number	ಸಂಖ್ಯೆ	ಸಂಖ್ಯೆಯನ್ನು ಇಲ್ಲಿ ಬರೆಯು.
nurse	ನರ್ಸ್	ನರ್ಸ್ ದಯಾಳು.
object	ವಸ್ತು	ವಸ್ತುವನ್ನು ಮೇಜಿನ ಮೇಲೆ ಇಡು.
o’clock	ಗಂಟೆಗೆ	ತರಗತಿ ಒಂಬತ್ತು ಗಂಟೆಗೆ ಆರಂಭವಾಗುತ್ತದೆ.
October	ಅಕ್ಟೋಬರ್	ನಾವು ಅಕ್ಟೋಬರ್‌ನಲ್ಲಿ ಪ್ರಯಾಣಿಸುತ್ತೇವೆ.
of	ಯ; ಇಂದ	ಇದು ಚಹಾದ ಕಪ್.
off	ಆಫ್; ದೂರ	ದೀಪವನ್ನು ಆಫ್ ಮಾಡು.
office	ಕಚೇರಿ	ನನ್ನ ಕಚೇರಿ ಚಿಕ್ಕದು.
often	ಆಗಾಗ	ನಾನು ಆಗಾಗ ಶಾಲೆಗೆ ನಡೆದು ಹೋಗುತ್ತೇನೆ.
oh	ಓ	ಓ, ಈಗ ನನಗೆ ಅರ್ಥವಾಯಿತು.
OK	ಸರಿ	ಇದು ಸರಿಯೇ?
old	ಹಳೆಯ	ಈ ಮನೆ ಹಳೆಯದು.
on	ಮೇಲೆ	ಪುಸ್ತಕ ಮೇಜಿನ ಮೇಲೆ ಇದೆ.
once	ಒಮ್ಮೆ	ನಾನು ವಾರಕ್ಕೆ ಒಮ್ಮೆ ಕರೆ ಮಾಡುತ್ತೇನೆ.
one	ಒಂದು	ನನಗೆ ಒಂದು ಅಕ್ಕ ಇದ್ದಾಳೆ.
onion	ಈರುಳ್ಳಿ	ಒಂದು ಈರುಳ್ಳಿ ಕತ್ತರಿಸು.
online	ಆನ್‌ಲೈನ್	ನಾನು ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಓದುತ್ತೇನೆ.
only	ಮಾತ್ರ	ನನಗೆ ಒಂದು ಚೀಲ ಮಾತ್ರ ಇದೆ.
open	ತೆರೆ; ತೆರೆದ	ದಯವಿಟ್ಟು ಕಿಟಕಿ ತೆರೆ.
opinion	ಅಭಿಪ್ರಾಯ	ನಿನ್ನ ಅಭಿಪ್ರಾಯ ಏನು?
opposite	ಎದುರು	ಅಂಗಡಿ ಬ್ಯಾಂಕ್‌ಗೆ ಎದುರಾಗಿದೆ.
or	ಅಥವಾ	ಚಹಾ ಅಥವಾ ಕಾಫಿ?
orange	ಕಿತ್ತಳೆ; ಕಿತ್ತಳೆ ಬಣ್ಣ	ಈ ಕಿತ್ತಳೆ ಸಿಹಿಯಾಗಿದೆ.
order	ಆರ್ಡರ್; ಕ್ರಮ	ನಾನು ಸೂಪ್ ಆರ್ಡರ್ ಮಾಡುತ್ತೇನೆ.
other	ಇತರ	ಇತರ ಬಾಗಿಲನ್ನು ಬಳಸು.
our	ನಮ್ಮ	ಇದು ನಮ್ಮ ತರಗತಿ ಕೊಠಡಿ.
out	ಹೊರಗೆ	ಊಟದ ನಂತರ ಹೊರಗೆ ಹೋಗು.
outside	ಹೊರಗೆ	ಮಕ್ಕಳು ಹೊರಗೆ ಆಟ ಆಡುತ್ತಾರೆ.
over	ಮೇಲಾಗಿ	ವಿಮಾನ ನಗರ ಮೇಲಾಗಿ ಹಾರುತ್ತದೆ.
own	ಸ್ವಂತ	ನನಗೆ ನನ್ನ ಸ್ವಂತ ಕೊಠಡಿ ಇದೆ.
page	ಪುಟ	ಹತ್ತು ಪುಟ ತೆರೆ.
paint	ಬಣ್ಣ ಹಚ್ಚು	ಗೋಡೆಯಿಗೆ ನೀಲಿ ಬಣ್ಣ ಹಚ್ಚು.
painting	ಚಿತ್ರಕಲೆ	ಈ ಚಿತ್ರಕಲೆ ಸುಂದರವಾಗಿದೆ.
pair	ಜೋಡಿ	ನನಗೆ ಒಂದು ಜೋಡಿ ಸಾಕ್ಸ್ ಬೇಕು.
paper	ಕಾಗದ	ಈ ಕಾಗದದ ಮೇಲೆ ಬರೆಯು.
paragraph	ಪ್ಯಾರಾಗ್ರಾಫ್	ಮೊದಲ ಪ್ಯಾರಾಗ್ರಾಫ್ ಓದು.
parent	ಪೋಷಕ	ಒಬ್ಬ ಪೋಷಕ ಹೊರಗೆ ಕಾಯುತ್ತಿದ್ದಾರೆ.
park	ಉದ್ಯಾನ; ನಿಲ್ಲಿಸು	ನಾವು ನಿಲ್ದಾಣದ ಹತ್ತಿರ ಕಾರು ನಿಲ್ಲಿಸುತ್ತೇವೆ.
part	ಭಾಗ	ಈ ಭಾಗ ಸುಲಭವಾಗಿದೆ.
partner	ಭಾಗಸಹಚರ	ಭಾಗಸಹಚರನ ಜೊತೆ ಕೆಲಸ ಮಾಡು.
party	ಪಾರ್ಟಿ	ಪಾರ್ಟಿ ಏಳು ಗಂಟೆಗೆ ಆರಂಭವಾಗುತ್ತದೆ.
passport	ಪಾಸ್‌ಪೋರ್ಟ್	ದಯವಿಟ್ಟು ನಿನ್ನ ಪಾಸ್‌ಪೋರ್ಟ್ ತೋರಿಸು.
past	ಕಳೆದ; ದಾಟಿ	ಈಗ ಆರು ಗಂಟೆ ಅರ್ಧ ದಾಟಿದೆ.
pay	ಪಾವತಿಸು	ನಾನು ಕಾರ್ಡ್‌ನಿಂದ ಪಾವತಿಸುತ್ತೇನೆ.
pen	ಪೆನ್	ಈ ಪೆನ್ ನೀಲಿ.
pencil	ಪೆನ್ಸಿಲ್	ನಾನು ಪೆನ್ಸಿಲ್‌ನಿಂದ ಬರೆಯುತ್ತೇನೆ.
people	ಜನರು	ಇಲ್ಲಿ ಅನೇಕ ಜನರು ಇದ್ದಾರೆ.
pepper	ಮೆಣಸು	ಸೂಪಿಗೆ ಮೆಣಸು ಹಾಕು.
perfect	ಪರಿಪೂರ್ಣ	ನಿನ್ನ ಉತ್ತರ ಪರಿಪೂರ್ಣವಾಗಿದೆ.
period	ಅವಧಿ	ತರಗತಿ ಅವಧಿ ಚಿಕ್ಕದು.
person	ವ್ಯಕ್ತಿ	ಒಬ್ಬ ವ್ಯಕ್ತಿ ಕಾಯುತ್ತಿದ್ದಾನೆ.
personal	ವೈಯಕ್ತಿಕ	ಇದು ನನ್ನ ವೈಯಕ್ತಿಕ ಫೋನ್.
phone	ಫೋನ್	ನನ್ನ ಫೋನ್ ನನ್ನ ಚೀಲದಲ್ಲಿದೆ.
photo	ಫೋಟೋ	ಇಲ್ಲಿ ಫೋಟೋ ತೆಗೆ.
photograph	ಛಾಯಾಚಿತ್ರ	ಈ ಛಾಯಾಚಿತ್ರ ಹಳೆಯದು.
phrase	ನುಡಿಗಟ್ಟು	ದಯವಿಟ್ಟು ನುಡಿಗಟ್ಟನ್ನು ಪುನರಾವರ್ತಿಸು.
piano	ಪಿಯಾನೋ	ಅವಳು ಪಿಯಾನೋ ವಾದಿಸುತ್ತಾಳೆ.
picture	ಚಿತ್ರ	ಈ ಚಿತ್ರವನ್ನು ನೋಡು.
piece	ತುಂಡು	ಕೇಕ್‌ನ ಒಂದು ತುಂಡು ತೆಗೆದುಕೋ.
pig	ಹಂದಿ	ಹಂದಿ ತೋಟದಲ್ಲಿ ಇದೆ.
pink	ಗುಲಾಬಿ ಬಣ್ಣ	ಅವಳ ಚೀಲ ಗುಲಾಬಿ ಬಣ್ಣದಲ್ಲಿದೆ.
place	ಸ್ಥಳ	ಈ ಸ್ಥಳ ಶಾಂತವಾಗಿದೆ.
plan	ಯೋಜನೆ	ನಮಗೆ ಒಂದು ಯೋಜನೆ ಬೇಕು.
plane	ವಿಮಾನ	ವಿಮಾನ ತಡವಾಗಿದೆ.
plant	ಸಸಿ	ಇಂದು ಸಸಿಗೆ ನೀರು ಹಾಕು.
play	ಆಡು	ಮಕ್ಕಳು ಉದ್ಯಾನದಲ್ಲಿ ಆಡುತ್ತಾರೆ.
player	ಆಟಗಾರ	ಆಟಗಾರ ಬೇಗ ಓಡುತ್ತಾನೆ.
please	ದಯವಿಟ್ಟು	ದಯವಿಟ್ಟು ಇಲ್ಲಿ ಕುಳಿತುಕೋ.
point	ವಿಷಯ; ಬಿಂದು	ಈ ವಿಷಯ ಮುಖ್ಯವಾಗಿದೆ.
police	ಪೊಲೀಸರು	ಪೊಲೀಸರು ಹೊರಗೆ ಇದ್ದಾರೆ.
policeman	ಪೊಲೀಸನು	ಪೊಲೀಸನು ನಮಗೆ ಸಹಾಯ ಮಾಡುತ್ತಾನೆ.
pool	ಕೊಳ	ಕೊಳ ತಣ್ಣಗಿದೆ.
poor	ಬಡ	ಬಡ ಮಗು ಹಸಿದಿದೆ.
popular	ಜನಪ್ರಿಯ	ಈ ಹಾಡು ಜನಪ್ರಿಯವಾಗಿದೆ.
positive	ಸಕಾರಾತ್ಮಕ	ಇದು ಸಕಾರಾತ್ಮಕ ಫಲಿತಾಂಶ.
possible	ಸಾಧ್ಯ	ಇದು ಇಂದು ಸಾಧ್ಯವೇ?
post	ಪೋಸ್ಟ್; ಅಂಚೆ	ನಾನು ಅವಳ ಪೋಸ್ಟ್ ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಓದುತ್ತೇನೆ.
potato	ಆಲೂಗಡ್ಡೆ	ನಾನು ಆಲೂಗಡ್ಡೆ ತಿನ್ನುತ್ತೇನೆ.
pound	ಪೌಂಡ್	ಇದಕ್ಕೆ ಒಂದು ಪೌಂಡ್ ಖರ್ಚಾಗುತ್ತದೆ.
practice	ಅಭ್ಯಾಸ	ಅಭ್ಯಾಸ ಪ್ರತಿದಿನ ಸಹಾಯ ಮಾಡುತ್ತದೆ.
practise	ಅಭ್ಯಾಸ ಮಾಡು	ನಾನು ಪ್ರತಿದಿನ ಇಂಗ್ಲಿಷ್ ಅಭ್ಯಾಸ ಮಾಡುತ್ತೇನೆ.
prefer	ಇಷ್ಟಪಡು	ನನಗೆ ಚಹಾ ಹೆಚ್ಚು ಇಷ್ಟ.
prepare	ಸಿದ್ಧಪಡಿಸು	ಇಂದು ರಾತ್ರಿ ನಿನ್ನ ಚೀಲ ಸಿದ್ಧಪಡಿಸು.
present	ಹಾಜರಿರುವ; ಪ್ರಸ್ತುತ	ಅವಳು ಇಂದು ಹಾಜರಿದ್ದಾಳೆ.
pretty	ಸುಂದರ	ತೋಟ ಸುಂದರವಾಗಿದೆ.
price	ಬೆಲೆ	ಬೆಲೆ ಕಡಿಮೆಯಾಗಿದೆ.
probably	ಬಹುಶಃ	ಅವಳಿಗೆ ಬಹುಶಃ ಗೊತ್ತಿದೆ.
problem	ಸಮಸ್ಯೆ	ಈ ಸಮಸ್ಯೆ ಚಿಕ್ಕದು.
product	ಉತ್ಪನ್ನ	ಈ ಉತ್ಪನ್ನ ಹೊಸದು.
programme	ಕಾರ್ಯಕ್ರಮ	ಕಾರ್ಯಕ್ರಮ ಈಗ ಆರಂಭವಾಗುತ್ತದೆ.
project	ಯೋಜನಾ ಕೆಲಸ	ನಮ್ಮ ಯೋಜನಾ ಕೆಲಸ ಸಿದ್ಧವಾಗಿದೆ.
purple	ನೇರಳೆ ಬಣ್ಣ	ಶರ್ಟ್ ನೇರಳೆ ಬಣ್ಣದಲ್ಲಿದೆ.
put	ಇಡು	ಪುಸ್ತಕವನ್ನು ಇಲ್ಲಿ ಇಡು.
quarter	ಕಾಲು; ಹದಿನೈದು ನಿಮಿಷ	ಈಗ ಎರಡು ಗಂಟೆ ಹದಿನೈದು ನಿಮಿಷ.
question	ಪ್ರಶ್ನೆ	ಒಂದು ಪ್ರಶ್ನೆ ಕೇಳು.
quick	ತ್ವರಿತ	ಇದು ತ್ವರಿತ ಪರೀಕ್ಷೆ.
quickly	ಬೇಗ	ದಯವಿಟ್ಟು ಬೇಗ ನಡೆಯು.
quiet	ನಿಶ್ಶಬ್ದ	ಗ್ರಂಥಾಲಯ ನಿಶ್ಶಬ್ದವಾಗಿದೆ.
quite	ಬಹಳ	ಈ ಕೊಠಡಿ ಬಹಳ ಚಿಕ್ಕದು.
radio	ರೇಡಿಯೋ	ರೇಡಿಯೋ ಜೋರಾಗಿದೆ.
rain	ಮಳೆ	ಮಳೆ ಈಗ ಆರಂಭವಾಗುತ್ತದೆ.
read	ಓದು	ಈ ವಾಕ್ಯವನ್ನು ಓದು.
reader	ಓದುಗ	ಓದುಗ ಕಥೆಯನ್ನು ಇಷ್ಟಪಡುತ್ತಾನೆ.
reading	ಓದುವುದು	ಓದುವುದು ನನಗೆ ಕಲಿಯಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
ready	ಸಿದ್ಧ	ರಾತ್ರಿ ಊಟ ಸಿದ್ಧವಾಗಿದೆ.
real	ನಿಜವಾದ	ಇದು ನಿಜವಾದ ಸಮಸ್ಯೆ.
really	ನಿಜವಾಗಿಯೂ	ನನಗೆ ಈ ಹಾಡು ನಿಜವಾಗಿಯೂ ಇಷ್ಟ.
reason	ಕಾರಣ	ನನಗೆ ಕಾರಣ ಹೇಳು.
red	ಕೆಂಪು	ಬಾಗಿಲು ಕೆಂಪಾಗಿದೆ.
relax	ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೋ	ಕೆಲಸದ ನಂತರ ವಿಶ್ರಾಂತಿ ತೆಗೆದುಕೋ.
remember	ನೆನಪಿಡು	ನಿನ್ನ ಪಾಸ್‌ಪೋರ್ಟ್ ನೆನಪಿಡು.
repeat	ಪುನರಾವರ್ತಿಸು	ದಯವಿಟ್ಟು ವಾಕ್ಯವನ್ನು ಪುನರಾವರ್ತಿಸು.
report	ವರದಿ	ಇಂದು ರಾತ್ರಿ ವರದಿ ಓದು.
restaurant	ಉಪಹಾರಗೃಹ	ಉಪಹಾರಗೃಹ ತುಂಬಿದೆ.
result	ಫಲಿತಾಂಶ	ಫಲಿತಾಂಶ ಒಳ್ಳೆಯದು.
return	ಹಿಂತಿರುಗಿಸು; ಮರಳಿ ಬಾ	ನಾಳೆ ಪುಸ್ತಕವನ್ನು ಹಿಂತಿರುಗಿಸು.
rice	ಅನ್ನ	ನಾನು ಮಧ್ಯಾಹ್ನ ಊಟಕ್ಕೆ ಅನ್ನ ತಿನ್ನುತ್ತೇನೆ.
rich	ಶ್ರೀಮಂತ	ನಗರ ಶ್ರೀಮಂತವಾಗಿದೆ.
ride	ಸವಾರಿ ಮಾಡು	ನಾನು ನನ್ನ ಸೈಕಲ್ ಸವಾರಿ ಮಾಡುತ್ತೇನೆ.
right	ಬಲ; ಸರಿಯಾದ	ಇಲ್ಲಿ ಬಲಕ್ಕೆ ತಿರುಗು.
river	ನದಿ	ನದಿ ಅಗಲವಾಗಿದೆ.
road	ರಸ್ತೆ	ಈ ರಸ್ತೆ ಉದ್ದವಾಗಿದೆ.
room	ಕೊಠಡಿ	ನನ್ನ ಕೊಠಡಿ ಸ್ವಚ್ಛವಾಗಿದೆ.
routine	ದೈನಂದಿನ ಕ್ರಮ	ನನ್ನ ದೈನಂದಿನ ಕ್ರಮ ಬೇಗ ಆರಂಭವಾಗುತ್ತದೆ.
rule	ನಿಯಮ	ಈ ನಿಯಮ ಸರಳವಾಗಿದೆ.
run	ಓಡು	ನಾನು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ ಓಡುತ್ತೇನೆ.
sad	ದುಃಖಿತ	ಅವನು ಇಂದು ದುಃಖಿತನಾಗಿದ್ದಾನೆ.
salad	ಸಲಾಡ್	ಈ ಸಲಾಡ್ ತಾಜಾಗಿದೆ.
salt	ಉಪ್ಪು	ಸ್ವಲ್ಪ ಉಪ್ಪು ಹಾಕು.
same	ಅದೇ	ನಮಗೆ ಅದೇ ಚೀಲ ಇದೆ.
sandwich	ಸ್ಯಾಂಡ್‌ವಿಚ್	ನಾನು ಸ್ಯಾಂಡ್‌ವಿಚ್ ತಿನ್ನುತ್ತೇನೆ.
Saturday	ಶನಿವಾರ	ನಾವು ಶನಿವಾರ ಭೇಟಿಯಾಗುತ್ತೇವೆ.
say	ಹೇಳು	ದಯವಿಟ್ಟು ನಿನ್ನ ಹೆಸರು ಹೇಳು.
school	ಶಾಲೆ	ನನ್ನ ಶಾಲೆ ಇಲ್ಲಿ ಹತ್ತಿರದಲ್ಲಿದೆ.
science	ವಿಜ್ಞಾನ	ನಾನು ವಿಜ್ಞಾನ ಓದುತ್ತೇನೆ.
scientist	ವಿಜ್ಞಾನಿ	ವಿಜ್ಞಾನಿ ಪ್ರಶ್ನೆ ಕೇಳುತ್ತಾನೆ.
sea	ಸಮುದ್ರ	ಸಮುದ್ರ ನೀಲಿಯಾಗಿದೆ.
second1 (unit of time)	ಸೆಕೆಂಡ್	ಒಂದು ಸೆಕೆಂಡ್ ಕಾಯು.
section	ವಿಭಾಗ	ಈ ವಿಭಾಗ ಓದು.
see	ನೋಡು	ನಾನು ನನ್ನ ಸ್ನೇಹಿತನನ್ನು ನೋಡುತ್ತೇನೆ.
sell	ಮಾರು	ಅವರು ತಾಜಾ ಹಣ್ಣುಗಳನ್ನು ಮಾರುತ್ತಾರೆ.
send	ಕಳುಹಿಸು	ಈಗ ಸಂದೇಶ ಕಳುಹಿಸು.
sentence	ವಾಕ್ಯ	ಒಂದು ವಾಕ್ಯ ಬರೆಯು.
September	ಸೆಪ್ಟೆಂಬರ್	ಶಾಲೆ ಸೆಪ್ಟೆಂಬರ್‌ನಲ್ಲಿ ಆರಂಭವಾಗುತ್ತದೆ.
seven	ಏಳು	ಇಲ್ಲಿ ಏಳು ಜನರು ಇದ್ದಾರೆ.
seventeen	ಹದಿನೇಳು	ಅವನಿಗೆ ಹದಿನೇಳು ವರ್ಷ.
seventy	ಎಪ್ಪತ್ತು	ನನ್ನ ಅಜ್ಜಿಗೆ ಎಪ್ಪತ್ತು ವರ್ಷ.
share	ಹಂಚು	ಕೇಕ್ ಹಂಚು.
she	ಅವಳು	ಅವಳು ನನ್ನ ಅಕ್ಕ.
sheep	ಕುರಿ	ಕುರಿ ಹುಲ್ಲು ತಿನ್ನುತ್ತದೆ.
