source_headword	HY	example_HY
newspaper	թերթ	Նա թերթ է կարդում։
next	հաջորդ	Հաջորդ ավտոբուսը ուշանում է։
next to	կողքին	Նստիր իմ կողքին։
nice	հաճելի	Սենյակը հաճելի է։
night	գիշեր	Ես գիշերը քնում եմ։
nine	ինը	Այստեղ ինը ուսանող կա։
nineteen	տասնինը	Նա տասնինը տարեկան է։
ninety	իննսուն	Իմ պապիկը իննսուն տարեկան է։
no	ոչ	Ոչ, շնորհակալություն։
no one	ոչ ոք	Սենյակում ոչ ոք չկա։
nobody	ոչ ոք	Տանը ոչ ոք չկա։
north	հյուսիս	Կայարանը այստեղից հյուսիս է։
nose	քիթ	Իմ քիթը սառն է։
not	ոչ	Ես հոգնած չեմ։
note	նշում	Հիմա մի նշում գրիր։
nothing	ոչինչ	Տուփի մեջ ոչինչ չկա։
November	նոյեմբեր	Իմ դասընթացը սկսվում է նոյեմբերին։
now	հիմա	Հիմա այստեղ արի։
number	համար; թիվ	Գրիր համարը այստեղ։
nurse	բուժքույր	Բուժքույրը բարի է։
object	առարկա	Առարկան դիր սեղանին։
o’clock	ժամը	Դասը սկսվում է ժամը իննին։
October	հոկտեմբեր	Մենք հոկտեմբերին ենք ճանապարհորդում։
of	-ի	Սա թեյի բաժակ է։
off	անջատել; հեռու	Անջատիր լույսը։
office	գրասենյակ	Իմ գրասենյակը փոքր է։
often	հաճախ	Ես հաճախ դպրոց եմ քայլում։
oh	օհ	Օհ, հիմա հասկանում եմ։
OK	լավ	Սա լավ է։
old	հին; ծեր	Այս տունը հին է։
on	վրա	Գիրքը սեղանի վրա է։
once	մեկ անգամ	Ես շաբաթը մեկ անգամ եմ զանգում։
one	մեկ	Ես մեկ քույր ունեմ։
onion	սոխ	Մեկ սոխ կտրիր։
online	առցանց	Ես առցանց եմ սովորում։
only	միայն	Ես միայն մեկ պայուսակ ունեմ։
open	բաց; բացել	Բացիր պատուհանը, խնդրում եմ։
opinion	կարծիք	Ի՞նչ է քո կարծիքը։
opposite	դիմաց	Խանութը բանկի դիմաց է։
or	կամ	Թեյ, թե սուրճ։
orange	նարինջ; նարնջագույն	Այս նարինջը քաղցր է։
order	պատվիրել; պատվեր	Ես ապուր եմ պատվիրում։
other	ուրիշ	Օգտագործիր ուրիշ դուռը։
our	մեր	Սա մեր դասարանն է։
out	դուրս	Ճաշից հետո դուրս գնա։
outside	դրսում	Երեխաները դրսում են խաղում։
over	վերևով; վրայով	Ինքնաթիռը քաղաքի վրայով է թռչում։
own	սեփական	Ես իմ սեփական սենյակն ունեմ։
page	էջ	Բացիր տասներորդ էջը։
paint	ներկել; ներկ	Պատը կապույտ ներկիր։
painting	նկար	Այս նկարը գեղեցիկ է։
pair	զույգ	Ինձ մի զույգ գուլպա է պետք։
paper	թուղթ	Գրիր այս թղթի վրա։
paragraph	պարբերություն	Կարդա առաջին պարբերությունը։
parent	ծնող	Ծնողը դրսում է սպասում։
park	այգի; կայանել	Մենք կայարանի մոտ ենք կայանում։
part	մաս	Այս մասը հեշտ է։
partner	գործընկեր	Աշխատիր գործընկերոջ հետ։
party	երեկույթ	Երեկույթը սկսվում է յոթին։
passport	անձնագիր	Ցույց տուր անձնագիրդ, խնդրում եմ։
past	անցած; անց	Ժամը վեցն անց կես է։
pay	վճարել	Ես քարտով եմ վճարում։
pen	գրիչ	Այս գրիչը կապույտ է։
pencil	մատիտ	Ես մատիտով եմ գրում։
people	մարդիկ	Այստեղ շատ մարդիկ կան։
pepper	պղպեղ	Ապուրին պղպեղ ավելացրու։
perfect	կատարյալ	Քո պատասխանը կատարյալ է։
period	դասաժամ; ժամանակաշրջան	Դասաժամը կարճ է։
person	մարդ	Մեկ մարդ է սպասում։
personal	անձնական	Սա իմ անձնական հեռախոսն է։
phone	հեռախոս	Իմ հեռախոսը պայուսակում է։
photo	լուսանկար	Այստեղ լուսանկար արա։
photograph	լուսանկար	Այս լուսանկարը հին է։
phrase	արտահայտություն	Կրկնիր արտահայտությունը, խնդրում եմ։
piano	դաշնամուր	Նա դաշնամուր է նվագում։
picture	նկար	Նայիր այս նկարին։
piece	կտոր	Տորթից մեկ կտոր վերցրու։
pig	խոզ	Խոզը ֆերմայում է։
pink	վարդագույն	Նրա պայուսակը վարդագույն է։
place	տեղ	Այս տեղը հանգիստ է։
plan	ծրագիր; պլան	Մեզ ծրագիր է պետք։
plane	ինքնաթիռ	Ինքնաթիռը ուշանում է։
plant	բույս; տնկել	Այսօր բույսը ջրիր։
play	խաղալ	Երեխաները այգում են խաղում։
player	խաղացող	Խաղացողը արագ է վազում։
please	խնդրում եմ	Խնդրում եմ, այստեղ նստիր։
point	կետ	Այս կետը կարևոր է։
police	ոստիկանություն	Ոստիկանությունը դրսում է։
policeman	ոստիկան	Ոստիկանը օգնում է մեզ։
pool	լողավազան	Լողավազանը սառն է։
poor	աղքատ	Աղքատ երեխան սոված է։
popular	հայտնի	Այս երգը հայտնի է։
positive	դրական	Սա դրական արդյունք է։
possible	հնարավոր	Արդյո՞ք դա այսօր հնարավոր է։
post	գրառում	Ես նրա գրառումը առցանց եմ կարդում։
potato	կարտոֆիլ	Ես կարտոֆիլ եմ ուտում։
pound	ֆունտ	Դա մեկ ֆունտ արժե։
practice	վարժություն; փորձ	Վարժությունը ամեն օր օգնում է։
practise	վարժվել	Ես ամեն օր անգլերեն եմ վարժվում։
prefer	նախընտրել	Ես թեյ եմ նախընտրում։
prepare	պատրաստել	Այս երեկո պայուսակդ պատրաստիր։
present	ներկա; նվեր	Նա այսօր ներկա է։
pretty	գեղեցիկ	Այգին գեղեցիկ է։
price	գին	Գինը ցածր է։
probably	հավանաբար	Նա հավանաբար գիտի։
problem	խնդիր	Այս խնդիրը փոքր է։
product	ապրանք	Այս ապրանքը նոր է։
programme	ծրագիր	Ծրագիրը հիմա է սկսվում։
project	նախագիծ	Մեր նախագիծը պատրաստ է։
purple	մանուշակագույն	Շապիկը մանուշակագույն է։
put	դնել	Գիրքը այստեղ դիր։
quarter	քառորդ	Ժամը երկուսն անց քառորդ է։
question	հարց	Մեկ հարց տուր։
quick	արագ	Սա արագ ստուգում է։
quickly	արագ	Խնդրում եմ, արագ քայլիր։
quiet	հանգիստ	Գրադարանը հանգիստ է։
quite	բավականին	Այս սենյակը բավականին փոքր է։
radio	ռադիո	Ռադիոն բարձր է։
rain	անձրև	Անձրևը հիմա սկսվում է։
read	կարդալ	Կարդա այս նախադասությունը։
reader	ընթերցող	Ընթերցողը սիրում է պատմությունը։
reading	ընթերցանություն	Ընթերցանությունը օգնում է ինձ սովորել։
ready	պատրաստ	Ընթրիքը պատրաստ է։
real	իրական	Սա իրական խնդիր է։
really	իսկապես	Ես իսկապես սիրում եմ այս երգը։
reason	պատճառ	Ասա ինձ պատճառը։
red	կարմիր	Դուռը կարմիր է։
relax	հանգստանալ	Աշխատանքից հետո հանգստացիր։
remember	հիշել	Հիշիր անձնագիրդ։
repeat	կրկնել	Կրկնիր նախադասությունը, խնդրում եմ։
report	հաշվետվություն	Այս երեկո կարդա հաշվետվությունը։
restaurant	ռեստորան	Ռեստորանը զբաղված է։
result	արդյունք	Արդյունքը լավ է։
return	վերադառնալ; վերադարձնել	Վաղը վերադարձրու գիրքը։
rice	բրինձ	Ես ճաշին բրինձ եմ ուտում։
rich	հարուստ	Քաղաքը հարուստ է։
ride	հեծնել	Ես հեծանիվ եմ քշում։
right	աջ; ճիշտ	Այստեղ աջ թեքվիր։
river	գետ	Գետը լայն է։
road	ճանապարհ	Այս ճանապարհը երկար է։
room	սենյակ	Իմ սենյակը մաքուր է։
routine	առօրյա	Իմ առօրյան շուտ է սկսվում։
rule	կանոն	Այս կանոնը պարզ է։
run	վազել	Ես ամեն առավոտ վազում եմ։
sad	տխուր	Նա այսօր տխուր է զգում։
salad	աղցան	Այս աղցանը թարմ է։
salt	աղ	Մի քիչ աղ ավելացրու։
same	նույն	Մենք նույն պայուսակն ունենք։
sandwich	սենդվիչ	Ես սենդվիչ եմ ուտում։
Saturday	շաբաթ	Մենք շաբաթ օրը ենք հանդիպում։
say	ասել	Ասա քո անունը, խնդրում եմ։
school	դպրոց	Իմ դպրոցը այստեղ մոտ է։
science	գիտություն	Ես գիտություն եմ սովորում։
scientist	գիտնական	Գիտնականը հարց է տալիս։
sea	ծով	Ծովը կապույտ է։
second1 (unit of time)	վայրկյան	Մեկ վայրկյան սպասիր։
section	բաժին	Կարդա այս բաժինը։
see	տեսնել	Ես տեսնում եմ իմ ընկերոջը։
sell	վաճառել	Նրանք թարմ միրգ են վաճառում։
send	ուղարկել	Հիմա հաղորդագրությունը ուղարկիր։
sentence	նախադասություն	Մեկ նախադասություն գրիր։
September	սեպտեմբեր	Դպրոցը սկսվում է սեպտեմբերին։
seven	յոթ	Այստեղ յոթ մարդ կա։
seventeen	տասնյոթ	Նա տասնյոթ տարեկան է։
seventy	յոթանասուն	Իմ տատիկը յոթանասուն տարեկան է։
share	կիսել	Կիսիր տորթը։
she	նա	Նա իմ քույրն է։
sheep	ոչխար	Ոչխարը խոտ է ուտում։
shirt	վերնաշապիկ	Նրա վերնաշապիկը մաքուր է։
shoe	կոշիկ	Մեկ կոշիկը մահճակալի տակ է։
shop	խանութ	Խանութը շուտ է փակվում։
shopping	գնումներ	Այսօր գնումները հաճելի են։
short	կարճ	Այս պատմությունը կարճ է։
should modal	պետք է	Դու այսօր պետք է հանգստանաս։
show	ցույց տալ	Ցույց տուր ինձ քո տոմսը։
shower	ցնցուղ	Ես ցնցուղ եմ ընդունում։
sick	հիվանդ	Ես այսօր հիվանդ եմ զգում։
similar	նման	Մեր պայուսակները նման են։
sing	երգել	Ես դասարանում երգում եմ։
singer	երգիչ	Երգիչը հայտնի է։
sister	քույր	Իմ քույրը երիտասարդ է։
sit	նստել	Նստիր պատուհանի մոտ։
situation	իրավիճակ	Այս իրավիճակը նոր է։
six	վեց	Այստեղ վեց գիրք կա։
sixteen	տասնվեց	Նա տասնվեց տարեկան է։
sixty	վաթսուն	Իմ հայրը վաթսուն տարեկան է։
skill	հմտություն	Այս հմտությունը օգտակար է։
skirt	կիսաշրջազգեստ	Նրա կիսաշրջազգեստը կապույտ է։
sleep	քնել; քուն	Ես ութ ժամ եմ քնում։
slow	դանդաղ	Ավտոբուսը դանդաղ է։
small	փոքր	Սենյակը փոքր է։
snake	օձ	Օձը երկար է։
snow	ձյուն	Ձմռանը ձյուն է գալիս։
so	այնպես որ	Ես հոգնած եմ, այնպես որ հանգստանում եմ։
some	մի քիչ; մի քանի	Ինձ մի քիչ ջուր է պետք։
somebody	ինչ-որ մեկը	Ինչ-որ մեկը դռան մոտ է։
someone	ինչ-որ մեկը	Ինչ-որ մեկը հաղորդագրություն թողեց։
something	ինչ-որ բան	Ինձ խմելու ինչ-որ բան է պետք։
sometimes	երբեմն	Ես երբեմն դպրոց եմ քայլում։
son	որդի	Նրա որդին դպրոցում է։
song	երգ	Այս երգը նոր է։
soon	շուտով	Կհանդիպենք շուտով։
sorry	ներողություն	Ներողություն, ես ուշացա։
sound	ձայն	Ձայնը բարձր է։
soup	ապուր	Ապուրը տաք է։
south	հարավ	Հյուրանոցը այստեղից հարավ է։
space	տեղ; տարածք	Մեկ աթոռի համար տեղ կա։
speak	խոսել	Խնդրում եմ, դանդաղ խոսիր։
special	հատուկ	Այսօր հատուկ օր է։
spell	տառերով գրել	Տառերով գրիր քո անունը։
spelling	ուղղագրություն	Ստուգիր քո ուղղագրությունը։
spend	ծախսել	Ես փող եմ ծախսում սննդի վրա։
sport	սպորտ	Ֆուտբոլը հայտնի սպորտ է։
spring	գարուն	Գարնանը ծաղիկներ են աճում։
stand	կանգնել	Կանգնիր դռան մոտ։
star	աստղ	Ես պայծառ աստղ եմ տեսնում։
start	սկսել	Հիմա սկսիր դասը։
statement	հայտարարություն	Այս հայտարարությունը ճիշտ է։
station	կայարան	Կայարանը մոտ է։
stay	մնալ	Այսօր տանը մնա։
still	դեռ	Ես դեռ սոված եմ։
stop	կանգնել; կանգառ	Անկյունում կանգնիր։
story	պատմություն	Պատմություն պատմիր ինձ։
street	փողոց	Այս փողոցը հանգիստ է։
strong	ուժեղ	Նա ուժեղ է։
student	ուսանող	Ուսանողը գիրք է կարդում։
study	սովորել; ուսումնասիրություն	Ես անգլերեն եմ սովորում։
style	ոճ	Ինձ այս ոճը դուր է գալիս։
subject	առարկա; թեմա	Անգլերենը իմ հիմնական առարկան է։
success	հաջողություն	Հաջողությունը վարժություն է պահանջում։
sugar	շաքար	Թեյի մեջ շաքար դիր։
summer	ամառ	Ամառը այստեղ տաք է։
sun	արև	Արևը պայծառ է։
Sunday	կիրակի	Մենք կիրակի օրը հանգստանում ենք։
supermarket	սուպերմարկետ	Սուպերմարկետը բաց է։
sure	վստահ	Ես վստահ եմ։
sweater	սվիտեր	Իմ սվիտերը տաք է։
swim	լողալ	Ես ամեն շաբաթ լողում եմ։
swimming	լող	Լողը լավ վարժություն է։
table	սեղան	Բանալիները սեղանի վրա են։
