source_headword	KM	example_KM
inflation	អតិផរណា	អតិផរណាបានបង្កើនតម្លៃអាហារ។
info	ព័ត៌មាន	គេហទំព័ររាយបញ្ជីព័ត៌មានមានប្រយោជន៍។
infrastructure	ហេដ្ឋារចនាសម្ព័ន្ធ	ខ្យល់ព្យុះបានបំផ្លាញហេដ្ឋារចនាសម្ព័ន្ធក្នុងតំបន់។
inhabitant	អ្នកស្រុក	អ្នកស្រុកម្នាក់ៗទទួលបានទឹកស្អាត។
inherit	ទទួលមរតក	នាងនឹងទទួលមរតកផ្ទះគ្រួសារនេះ។
ink	ទឹកខ្មៅ	ម៉ាស៊ីនបោះពុម្ពត្រូវការទឹកខ្មៅ។
innovation	នវានុវត្តន៍	នវានុវត្តន៍ជំរុញឧស្សាហកម្មទៅមុខ។
innovative	ដែលមានគំនិតច្នៃប្រឌិត	ក្រុមហ៊ុនបានដាក់លក់ផលិតផលដែលមានគំនិតច្នៃប្រឌិត។
input	ធាតុបញ្ចូល	អ្នកគ្រប់គ្រងបានស្នើសុំធាតុបញ្ចូល។
insert	បញ្ចូល	បញ្ចូលកាតទៅក្នុងម៉ាស៊ីន។
inspector	អធិការ	អធិការបានពិនិត្យអគារ។
installation	ការដំឡើង	ការដំឡើងចំណាយពេលពីរម៉ោង។
instant	ភ្លាមៗ	កម្មវិធីនេះបានផ្ញើការឆ្លើយតបភ្លាមៗ។
instantly	ភ្លាមៗ	អេក្រង់បានបើកភ្លាមៗ។
integrate	បញ្ចូលគ្នា	កម្មវិធីអាចបញ្ចូលឧបករណ៍ថ្មីៗ។
intellectual	បញ្ញវន្ត	ការជជែកដេញដោលនេះគឺបែបបញ្ញវន្ត ប៉ុន្តែរាក់ទាក់។
interact	ទាក់ទងគ្នា	សិស្សទាក់ទងគ្នាក្នុងអំឡុងពេលធ្វើការជាក្រុម។
interaction	អន្តរកម្ម	អន្តរកម្មនេះមានភាពគួរសម។
interpretation	ការបកស្រាយ	ការបកស្រាយរបស់នាងចំពោះកំណាព្យគឺជារបស់ដើម។
interval	ចន្លោះពេល	មានចន្លោះពេលខ្លីរវាងឈុតនីមួយៗ។
invade	ឈ្លានពាន	កងទ័ពបានព្យាយាមឈ្លានពានកោះនេះ។
invasion	ការឈ្លានពាន	ការឈ្លានពានបានបំផ្លាញទីក្រុងជាច្រើន។
investor	អ្នកវិនិយោគ	អ្នកវិនិយោគបានផ្តល់មូលនិធិដល់ក្រុមហ៊ុនថ្មីមួយ។
isolate	ដាក់ឱ្យនៅដាច់ដោយឡែក	គ្រូពេទ្យដាក់អ្នកជំងឺដែលមានការឆ្លងមេរោគធ្ងន់ធ្ងរឱ្យនៅដាច់ដោយឡែក។
isolated	ដែលនៅដាច់ស្រយាល	ភូមិត្រូវបាននៅដាច់ស្រយាលដោយសារព្រិលធ្លាក់។
jail	គុក	ចោរបានចូលគុក។
jet	យន្តហោះប្រតិកម្ម	យន្តហោះប្រតិកម្មបានចុះចតនៅពេលថ្ងៃត្រង់។
joint	រួមគ្នា	ពួកគេបានប្រកាសគម្រោងរួមគ្នាមួយ។
journalism	សារព័ត៌មានវិជ្ជា	សារព័ត៌មានវិជ្ជាទាមទារការពិតជាក់លាក់។
jury	គណៈវិនិច្ឆ័យ	គណៈវិនិច្ឆ័យបានឈានដល់ការសម្រេចចិត្ត។
kit	ប្រអប់ឧបករណ៍	ប្រអប់ឧបករណ៍ជួសជុលរួមមានវីស។
ladder	ជណ្ដើរ	ជណ្ដើរផ្អែកទៅនឹងជញ្ជាំង។
landing	ការចុះចត	យន្តហោះបានចុះចតយ៉ាងរលូន។
lane	គន្លងផ្លូវ	ស្នាក់នៅក្នុងគន្លងផ្លូវខាងស្តាំ។
lately	ថ្មីៗនេះ	ថ្មីៗនេះខ្ញុំគេងមិនលក់។
leaflet	ខិត្តប័ណ្ណ	ខិត្តប័ណ្ណពន្យល់ពីសេវាកម្ម។
legend	រឿងព្រេង	រឿងព្រេងនិយាយអំពីទីក្រុងដែលលាក់កំបាំង។
lens	កែវ	សម្អាតកែវម៉ាស៊ីនថតដោយប្រុងប្រយ័ត្ន។
lifetime	មួយជីវិត	គាត់បានសន្សំប្រាក់មួយជីវិត។
lighting	ការបំភ្លឺ	ការបំភ្លឺល្អធ្វើឱ្យបន្ទប់ប្រសើរឡើង។
likewise	ដូចគ្នាដែរ	នាងបានញញឹម; គាត់ក៏ធ្វើដូចគ្នាដែរ។
limitation	ដែនកំណត់	ផែនការមានដែនកំណត់មួយ។
literally	ពិតមែន	នាងពិតមែនជារត់ទៅរកឡានក្រុង។
literary	ផ្នែកអក្សរសាស្ត្រ	ពិធីបុណ្យនេះផ្តល់កិត្តិយសដល់ស្នាដៃផ្នែកអក្សរសាស្ត្រ។
litre	លីត្រ	ទិញទឹកដោះគោមួយលីត្រ។
litter	សំរាម	កុំចោលសំរាម។
logo	និមិត្តសញ្ញា	និមិត្តសញ្ញាលេចឡើងនៅគ្រប់ទំព័រ។
lottery	ឆ្នោត	គាត់បានឈ្នះរង្វាន់ឆ្នោតតូចមួយ។
loyal	ដែលស្មោះត្រង់	ឆ្កែស្មោះត្រង់នឹងម្ចាស់របស់វា។
lyric	ទំនុកច្រៀង	ទំនុកច្រៀងធ្វើឡើងវិញនូវគំនិតចម្បង។
magnificent	ដ៏អស្ចារ្យ	ព្រះបរមរាជវាំងមើលទៅដ៏អស្ចារ្យ។
make-up	ការតុបតែងមុខ	នាងប្រើការតុបតែងមុខសាមញ្ញ។
making	ការបង្កើត	ការបង្កើតភាពយន្តនេះមានការលំបាក។
manufacture	ផលិត	រោងចក្រនឹងផលិតទូរស័ព្ទ។
manufacturing	ផលិតកម្ម	ការងារផលិតកម្មបានកើនឡើងនៅក្នុងតំបន់។
marathon	ការរត់ម៉ារ៉ាតុង	នាងបានបញ្ចប់ការរត់ម៉ារ៉ាតុង។
margin	រឹម	សរសេរកំណត់ត្រានៅក្នុងរឹម។
marker	ប៊ិចហ្វឺត	ប្រើប៊ិចហ្វឺតសម្រាប់ស្លាក។
martial	ផ្នែកក្បាច់គុន	គាត់សិក្សាក្បាច់គុន។
mate	មិត្តភក្តិ	មិត្តភក្តិសាលាចាស់របស់ខ្ញុំបានទូរស័ព្ទកាលពីម្សិលមិញ។
mayor	អភិបាលក្រុង	អភិបាលក្រុងបានបើកបណ្ណាល័យ។
mechanic	ជាងជួសជុលម៉ាស៊ីន	ជាងជួសជុលម៉ាស៊ីនបានជួសជុលឡានក្រុង។
mechanical	ផ្នែកមេកានិច	នាឡិកាមានបញ្ហាផ្នែកមេកានិច។
mechanism	យន្តការ	យន្តការចាក់សោគឺសាមញ្ញ។
medal	មេដាយ	នាងឈ្នះមេដាយមាស។
medication	ថ្នាំពេទ្យ	លេបថ្នាំជាមួយទឹក។
membership	សមាជិកភាព	សមាជិកភាពកន្លែងហាត់ប្រាណចំណាយតិចជាងនៅលើអ៊ីនធឺណិត។
memorable	គួរឱ្យចងចាំ	ការធ្វើដំណើរនេះគឺគួរឱ្យចងចាំណាស់។
metaphor	ពាក្យប្រៀបធៀប	កំណាព្យនេះប្រើពាក្យប្រៀបធៀបយ៉ាងខ្លាំង។
miner	អ្នកជីករ៉ែ	អ្នកជីករ៉ែធ្វើការនៅក្រោមដី។
miserable	វេទនា	ភ្លៀងធ្វើឱ្យការញ៉ាំអាហារក្រៅផ្ទះមានភាពវេទនា។
mode	របៀប	ប្តូរកាមេរ៉ាទៅជារបៀបយប់។
modest	សមរម្យ	ពួកគេរស់នៅក្នុងផ្ទះដ៏សមរម្យមួយ។
monster	បិសាច	រឿងនេះមានបិសាចដ៏គួរឱ្យខ្លាចមួយ។
monthly	ប្រចាំខែ	យើងបង់ថ្លៃឈ្នួលផ្ទះជារៀងរាល់ខែ។
monument	វិមាន	វិមាននេះឈរនៅក្បែរទន្លេ។
moreover	លើសពីនេះទៅទៀត	លើសពីនេះទៅទៀតផែនការនេះជួយសន្សំប្រាក់។
mortgage	កម្ចីទិញផ្ទះ	ពួកគេបានដាក់ពាក្យសុំកម្ចីទិញផ្ទះ។
mosque	វិហារអ៊ីស្លាម	វិហារអ៊ីស្លាមនៅជិតផ្សារ។
motion	ចលនា	ឧបករណ៍ចាប់សញ្ញាអាចចាប់ចលនាបាន។
motivate	ជំរុញទឹកចិត្ត	ការសរសើរអាចជំរុញទឹកចិត្តសិស្សបាន។
motivation	ការលើកទឹកចិត្ត	ការលើកទឹកចិត្តរបស់នាងនៅតែរឹងមាំ។
moving	ដែលធ្វើឱ្យរំជួលចិត្ត	សុន្ទរកថានេះធ្វើឱ្យរំជួលចិត្តណាស់។
myth	ទេវកថា	ទេវកថាពន្យល់ពីឈ្មោះរបស់ភ្នំនេះ។
naked	អាក្រាត	ទារកនេះអាក្រាតបន្ទាប់ពីងូតទឹក។
nasty	ធ្ងន់ធ្ងរ	មុខរបួសនេះមើលទៅធ្ងន់ធ្ងរណាស់។
navigation	ការរុករក	កម្មវិធីនេះធ្វើឱ្យការរុករកកាន់តែប្រសើរឡើង។
nearby	នៅក្បែរ	ហាងកាហ្វេនៅក្បែរនោះបើកលឿន។
necessity	ភាពចាំបាច់	ទឹកស្អាតគឺជាភាពចាំបាច់មួយ។
negotiate	ចរចា	ពួកគេនឹងចរចាកិច្ចសន្យានៅថ្ងៃស្អែក។
negotiation	ការចរចា	ការចរចាមានរយៈពេលពេញមួយព្រឹក។
neutral	អព្យាក្រឹត	ចៅក្រមនៅតែរក្សាភាពអព្យាក្រឹត។
newly	ថ្មីៗ	ទ្វារដែលទើបលាបពណ៌ថ្មីៗមើលទៅភ្លឺ។
norm	បទដ្ឋាន	ការធ្វើការពីចម្ងាយបានក្លាយជាបទដ្ឋាន។
notebook	សៀវភៅសរសេរ	សរសេរកំណត់ចំណាំនៅក្នុងសៀវភៅសរសេររបស់អ្នក។
novelist	អ្នកនិពន្ធប្រលោមលោក	អ្នកនិពន្ធប្រលោមលោកបានចុះហត្ថលេខាលើសៀវភៅរបស់នាង។
nowadays	សព្វថ្ងៃនេះ	សព្វថ្ងៃនេះមនុស្សជាច្រើនធ្វើការតាមអ៊ីនធឺណិត។
nursing	ការថែទាំអ្នកជំងឺ	នាងកំពុងសិក្សាផ្នែកថែទាំអ្នកជំងឺ។
nutrition	អាហារូបត្ថម្ភ	អាហារូបត្ថម្ភល្អគាំទ្រដល់សុខភាព។
obesity	ភាពធាត់	ភាពធាត់បង្កើនហានិភ័យដល់សុខភាព។
observer	អ្នកសង្កេតការណ៍	អ្នកសង្កេតការណ៍បានកត់ត្រាលទ្ធផល។
obstacle	ឧបសគ្គ	ដើមឈើដែលរលំគឺជាឧបសគ្គមួយ។
occupation	មុខរបរ	សូមសរសេរមុខរបររបស់អ្នកនៅទីនេះ។
occupy	កាន់កាប់	គ្រួសារនេះនឹងកាន់កាប់ផ្ទះល្វែង។
offender	ជនល្មើស	ជនល្មើសបានសុំទោសនៅក្នុងតុលាការ។
ongoing	ដែលកំពុងបន្ត	ការស៊ើបអង្កេតកំពុងបន្ត។
openly	ដោយបើកចំហ	នាងបាននិយាយដោយបើកចំហអំពីភាពភ័យខ្លាចរបស់នាង។
opera	ល្ខោនអូប៉េរ៉ា	យើងបានមើលល្ខោនអូប៉េរ៉ានៅទីក្រុងមីឡាន។
operator	ប្រតិបត្តិករ	ប្រតិបត្តិករបានភ្ជាប់ការហៅទូរស័ព្ទនេះ។
optimistic	ដែលមានសុទិដ្ឋិនិយម	នាងមានសុទិដ្ឋិនិយមចំពោះអនាគត។
orchestra	វង់ភ្លេង	វង់ភ្លេងបានលេងយ៉ាងស្រទន់។
organic	សរីរាង្គ	ពួកគេបានទិញបន្លែសរីរាង្គ។
outfit	សម្លៀកបំពាក់	សម្លៀកបំពាក់របស់នាងស័ក្តិសមនឹងកម្មវិធី។
output	ទិន្នផល	ទិន្នផលរបស់ម៉ាស៊ីនបានកើនឡើង។
outstanding	លេចធ្លោ	ការសម្តែងរបស់គាត់គឺលេចធ្លោណាស់។
overcome	ជំនះ	ពួកគេជំនះបញ្ហាជាមួយគ្នា។
overnight	មួយយប់	កញ្ចប់អីវ៉ាន់បានមកដល់ក្នុងរយៈពេលមួយយប់។
overseas	ក្រៅប្រទេស	គាត់រកបានការងារនៅក្រៅប្រទេស។
ownership	ភាពជាម្ចាស់	ភាពជាម្ចាស់ដីបានផ្លាស់ប្តូរ។
oxygen	អុកស៊ីហ្សែន	រុក្ខជាតិផលិតអុកស៊ីហ្សែន។
packet	កញ្ចប់	បើកកញ្ចប់ដោយប្រុងប្រយ័ត្ន។
palm	បាតដៃ	កាន់កាក់នៅក្នុងបាតដៃរបស់អ្នក។
panic	ភាពស្លន់ស្លោ	ភាពស្លន់ស្លោបានរីករាលដាលពេញហ្វូងមនុស្ស។
parade	ក្បួនដង្ហែ	ក្បួនដង្ហែបានចាប់ផ្តើមនៅពេលថ្ងៃត្រង់។
parallel	ស្របគ្នា	ផ្លូវទាំងនេះរត់ស្របគ្នា។
participation	ការចូលរួម	ការចូលរួមក្នុងថ្នាក់រៀនមានភាពប្រសើរឡើង។
partnership	ភាពជាដៃគូ	ភាពជាដៃគូបានជួយដល់ក្រុមហ៊ុនទាំងពីរ។
part-time	ក្រៅម៉ោង	នាងរកបានការងារក្រៅម៉ោងមួយ។
passionate	ដែលមានចំណង់ចំណូលចិត្ត	គាត់មានចំណង់ចំណូលចិត្តលើតន្ត្រី។
password	ពាក្យសម្ងាត់	ជ្រើសរើសពាក្យសម្ងាត់ដែលរឹងមាំ។
patience	ការអត់ធ្មត់	ការបង្រៀនក្មេងតូចៗទាមទារឱ្យមានការអត់ធ្មត់។
pause	ផ្អាក	ផ្អាកវីដេអូឥឡូវនេះ។
peer	មិត្តភក្ដិ	សម្ពាធពីមិត្តភក្ដិបានជះឥទ្ធិពលដល់ជម្រើសរបស់គាត់។
penalty	ពិន័យ	កីឡាករទទួលបានការពិន័យ។
perceive	យល់ឃើញ	មនុស្សយល់ឃើញពីហានិភ័យខុសៗគ្នា។
perception	ការយល់ឃើញ	ការយល់ឃើញរបស់គាត់ចំពោះគ្រោះថ្នាក់បានផ្លាស់ប្តូរ។
permanently	ជាអចិន្ត្រៃយ៍	ហាងនេះបានបិទជាអចិន្ត្រៃយ៍។
pill	ថ្នាំគ្រាប់	លេបថ្នាំមួយគ្រាប់បន្ទាប់ពីអាហារពេលព្រឹក។
pity	ការអាណិត	វាជារឿងគួរឱ្យអាណិតណាស់។
placement	ការដាក់	ការដាក់សាឡុងគឺជារឿងសំខាន់។
portion	ចំណែក	ដួសបាយមួយចំណែកតូច។
potentially	ដែលអាចកើតមាន	ការផ្លាស់ប្តូរនេះអាចមានប្រយោជន៍។
precede	កើតឡើងមុន	ពពកខ្មៅច្រើនតែកើតឡើងមុនភ្លៀង។
precious	ដ៏មានតម្លៃ	ចិញ្ចៀននេះគឺដ៏មានតម្លៃណាស់។
precise	ច្បាស់លាស់	សេចក្តីណែនាំគឺច្បាស់លាស់ណាស់។
precisely	យ៉ាងច្បាស់លាស់	វាស់ចម្ងាយយ៉ាងច្បាស់លាស់។
predictable	ដែលអាចទាយទុកជាមុនបាន	ទីបញ្ចប់គឺអាចទាយទុកជាមុនបាន។
preference	ការចូលចិត្ត	នាងបានបង្ហាញពីការចូលចិត្តតែ។
pride	មោទនភាព	គាត់មានអារម្មណ៍មោទនភាពបន្ទាប់ពីបញ្ចប់ការងារ។
primarily	ជាចម្បង	វគ្គសិក្សានេះគឺធ្វើឡើងតាមអ៊ីនធឺណិតជាចម្បង។
principal	នាយកសាលា	នាយកសាលាបានស្វាគមន៍សិស្សថ្មី។
prior	មុន	យើងត្រូវការការយល់ព្រមជាមុន។
probability	ប្រូបាប៊ីលីតេ	ប្រូបាប៊ីលីតេនៃភ្លៀងធ្លាក់គឺខ្ពស់ណាស់។
probable	ដែលអាចកើតមាន	ភ្លៀងអាចនឹងធ្លាក់នៅយប់នេះ។
proceed	បន្ត	សូមបន្តទៅបន្ទប់បន្ទាប់។
programming	ការសរសេរកម្មវិធី	ការសរសេរកម្មវិធីទាមទារការអនុវត្ត។
progressive	រីកចម្រើន	គោលនយោបាយនេះមានការរីកចម្រើនសម្រាប់សម័យកាលរបស់វា។
prohibit	ហាមឃាត់	ច្បាប់ហាមឃាត់ការជក់បារី។
promising	ដែលមានសង្ឃឹម	លទ្ធផលមើលទៅមានសង្ឃឹម។
promotion	ការឡើងតំណែង	នាងទទួលបានការឡើងតំណែងនៅកន្លែងធ្វើការ។
prompt	ភ្លាមៗ	ការឆ្លើយតបភ្លាមៗបានចំណេញពេលវេលា។
proportion	សមាមាត្រ	សមាមាត្រដ៏ធំមួយបានបោះឆ្នោតយល់ព្រម។
protein	ប្រូតេអ៊ីន	សណ្តែកមានផ្ទុកប្រូតេអ៊ីន។
protester	អ្នកតវ៉ា	អ្នកតវ៉ាបានកាន់ស្លាកសញ្ញាមួយ។
psychological	ផ្លូវចិត្ត	គ្រោះថ្នាក់នេះបណ្តាលឱ្យមានភាពតានតឹងផ្លូវចិត្ត។
publicity	ការផ្សព្វផ្សាយ	ព្រឹត្តិការណ៍នេះទទួលបានការផ្សព្វផ្សាយ។
publishing	ការបោះពុម្ពផ្សាយ	នាងធ្វើការផ្នែកបោះពុម្ពផ្សាយ។
punk	ផាំង	តន្ត្រីផាំងបានក្លាយជាពេញនិយមនៅទីនោះ។
purely	សុទ្ធសាធ	ជម្រើសនេះគឺអនុវត្តបានសុទ្ធសាធ។
pursuit	ការស្វែងរក	គាត់បានបន្តការស្វែងរកយុត្តិធម៌របស់គាត់។
puzzle	ល្បែងផ្គុំរូប	ល្បែងផ្គុំរូបចំណាយពេលមួយម៉ោង។
questionnaire	កម្រងសំណួរ	សូមបំពេញកម្រងសំណួរ។
racial	ពូជសាសន៍	របាយការណ៍បានពិភាក្សាអំពីវិសមភាពពូជសាសន៍។
racism	ការរើសអើងពូជសាសន៍	ការរើសអើងពូជសាសន៍ធ្វើឱ្យប៉ះពាល់ដល់សហគមន៍។
racist	ដែលរើសអើងពូជសាសន៍	មតិយោបល់នោះគឺរើសអើងពូជសាសន៍។
radiation	វិទ្យុសកម្ម	វិទ្យុសកម្មអាចបំផ្លាញកោសិកា។
rail	បង្កាន់ដៃ	តោងបង្កាន់ដៃនៅលើជណ្តើរ។
random	ចៃដន្យ	កុំព្យូទ័របានជ្រើសរើសលេខចៃដន្យ។
rat	សត្វកណ្ដុរ	កណ្តុរមួយក្បាលបានរត់ពីក្រោយធុងសំរាម។
rating	ការវាយតម្លៃ	សណ្ឋាគារនេះមានការវាយតម្លៃខ្ពស់។
reasonably	សមរម្យ	បន្ទប់នេះស្អាតសមរម្យ។
rebuild	សាងសង់ឡើងវិញ	ពួកគេនឹងសាងសង់ស្ពាននេះឡើងវិញ។
receiver	អ្នកទទួល	អ្នកទទួលបានចាប់បាល់។
recession	ឱនភាពសេដ្ឋកិច្ច	ឱនភាពសេដ្ឋកិច្ចបានកាត់បន្ថយការចំណាយ។
reckon	គិត	ខ្ញុំគិតថារថភ្លើងមកយឺត។
recognition	ការទទួលស្គាល់	នាងទទួលបានការទទួលស្គាល់ចំពោះការងាររបស់នាង។
recovery	ការជាសះស្បើយ	ការជាសះស្បើយចំណាយពេលជាច្រើនសប្តាហ៍។
recruit	ជ្រើសរើសបុគ្គលិក	ក្រុមហ៊ុននឹងជ្រើសរើសវិស្វករ។
recruitment	ការជ្រើសរើសបុគ្គលិក	ការជ្រើសរើសបុគ្គលិកចាប់ផ្តើមនៅថ្ងៃចន្ទសប្តាហ៍ក្រោយ។
referee	អាជ្ញាកណ្តាល	អាជ្ញាកណ្តាលបានបញ្ឈប់ការប្រកួត។
refugee	ជនភៀសខ្លួន	ជនភៀសខ្លួនរកឃើញផ្ទះដែលមានសុវត្ថិភាព។
registration	ការចុះឈ្មោះ	ការចុះឈ្មោះបិទនៅថ្ងៃសុក្រ។
regulate	គ្រប់គ្រង	ច្បាប់នេះនឹងគ្រប់គ្រងការបញ្ចេញឧស្ម័ន។
reinforce	ពង្រឹង	ធ្នឹមបន្ថែមជួយពង្រឹងដំបូល។
relieve	បំបាត់	ថ្នាំអាចបំបាត់ការឈឺចាប់។
relieved	ធូរស្រាល	នាងមានអារម្មណ៍ធូរស្រាលបន្ទាប់ពីការហៅទូរស័ព្ទ។
remarkable	អស្ចារ្យ	ការជាសះស្បើយគឺពិតជាអស្ចារ្យណាស់។
remarkably	យ៉ាងគួរឱ្យកត់សម្គាល់	គាត់បានជាសះស្បើយយ៉ាងលឿនគួរឱ្យកត់សម្គាល់។
reporting	ការរាយការណ៍	ការរាយការណ៍ត្រឹមត្រូវមានសារៈសំខាន់។
resign	លាលែងពីតំណែង	អ្នកចាត់ការនឹងលាលែងពីតំណែងនៅថ្ងៃស្អែក។
resolution	កម្រិតភាពច្បាស់	អេក្រង់មានកម្រិតភាពច្បាស់ខ្ពស់។
restore	ស្តារឡើងវិញ	កម្មករស្តារផ្ទាំងគំនូរចាស់ឡើងវិញ។
restrict	រឹតត្បិត	ច្បាប់រឹតត្បិតការចតរថយន្ត។
restriction	ការរឹតត្បិត	ការរឹតត្បិតបញ្ចប់នៅថ្ងៃស្អែក។
retail	លក់រាយ	ការលក់រាយបានកើនឡើង។
retirement	ការចូលនិវត្តន៍	នាងបានរៀបចំផែនការចូលនិវត្តន៍របស់នាងយ៉ាងប្រុងប្រយ័ត្ន។
revenue	ប្រាក់ចំណូល	ប្រាក់ចំណូលពីសំបុត្របានចំណាយសម្រាប់ការជួសជុល។
revision	ការរំលឹក	ការរំលឹកមេរៀនបានជួយមុនពេលប្រឡង។
ridiculous	គួរឱ្យអស់សំណើច	តម្លៃនេះគឺគួរឱ្យអស់សំណើចណាស់។
risky	ដែលប្រថុយប្រថាន	ផែនការនេះហាក់ដូចជាប្រថុយប្រថាន។
rival	គូប្រជែង	គូប្រជែងរបស់យើងបានបើកហាងថ្មីមួយ។
rob	ប្លន់	បុរសទាំងនោះបានព្យាយាមប្លន់ធនាគារ។
robbery	ការប្លន់	ការប្លន់បានកើតឡើងនៅពេលយប់។
rocket	រ៉ុក្កែត	រ៉ុក្កែតត្រូវបានបាញ់បង្ហោះដោយជោគជ័យ។
romance	មនោសញ្ចេតនា	ប្រលោមលោកនេះមានបញ្ចូលមនោសញ្ចេតនា។
rose	ផ្កាកុលាប	ផ្កាកុលាបក្រហមមួយដើមដុះនៅក្បែររបង។
roughly	ប្រហែល	មានមនុស្សប្រហែលម្ភៃនាក់ចូលរួម។
ruin	បំផ្លាញ	ភ្លៀងអាចបំផ្លាញការញ៉ាំអាហារជួបជុំគ្នា។
satisfaction	ការពេញចិត្ត	ការពេញចិត្តរបស់អតិថិជនមានភាពប្រសើរឡើង។
scandal	រឿងអាស្រូវ	រឿងអាស្រូវបានបំផ្លាញអាជីពរបស់គាត់។
scare	ការភ័យខ្លាច	សំឡេងខ្លាំងៗបានធ្វើឱ្យខ្ញុំភ័យខ្លាច។
scenario	សេណារីយ៉ូ	សេណារីយ៉ូអាក្រក់បំផុតទំនងជាមិនកើតឡើងទេ។
scholar	អ្នកប្រាជ្ញ	អ្នកប្រាជ្ញបានសិក្សាអត្ថបទបុរាណ។
scholarship	អាហារូបករណ៍	នាងទទួលបានអាហារូបករណ៍។
scratch	ស្នាមឆ្កូត	ឆ្មាបានបន្សល់ទុកស្នាមឆ្កូត។
screening	ការពិនិត្យ	មន្ទីរពេទ្យផ្តល់ជូនការពិនិត្យជំងឺមហារីក។
seeker	អ្នកស្វែងរក	អ្នកស្វែងរកការងារបានផ្ញើពាក្យសុំ។
seminar	សិក្ខាសាលា	សិក្ខាសាលាចាប់ផ្តើមនៅម៉ោងប្រាំបួន។
settler	អ្នកតាំងលំនៅ	អ្នកតាំងលំនៅបានសាងសង់កសិដ្ឋានតូចមួយ។
