source_headword	TH	example_TH
reliability	ความน่าเชื่อถือ	ความน่าเชื่อถือมีความสำคัญในระบบฉุกเฉิน.
reluctant	ลังเล	เขาลังเลที่จะพูด.
remainder	ส่วนที่เหลือ	ส่วนที่เหลือถูกส่งไปยังองค์กรการกุศล.
remains	ซาก	ซากถูกตรวจสอบอย่างรอบคอบ.
remedy	วิธีแก้ไข	กฎหมายได้จัดเตรียมวิธีแก้ไขไว้ให้.
reminder	เครื่องเตือนใจ	อีเมลนี้เป็นเครื่องเตือนใจที่มีประโยชน์.
removal	การรื้อถอน	การรื้อถอนสิ่งกีดขวางช่วยการค้าได้.
render	ทำให้	ข้อผิดพลาดทำให้สัญญาเป็นโมฆะ.
renew	ต่ออายุ	ต่ออายุหนังสือเดินทางของคุณในเร็วๆนี้.
renowned	ที่มีชื่อเสียง	เธอมีชื่อเสียงในงานวิจัยของเธอ.
rental	การเช่า	การเช่ารวมถึงประกันด้วย.
replacement	การเปลี่ยนแทน	ชิ้นส่วนที่เปลี่ยนแทนมาถึงวันนี้แล้ว.
reportedly	ตามรายงาน	ตามรายงานรัฐมนตรีได้ลาออกเมื่อวานนี้.
representation	การเป็นตัวแทน	การเป็นตัวแทนที่ยุติธรรมยังคงมีความสำคัญ.
reproduce	สืบพันธุ์	พืชเหล่านี้สืบพันธุ์ได้อย่างรวดเร็ว.
reproduction	การทำซ้ำ	การทำซ้ำแบบดิจิทัลช่วยให้เข้าถึงได้ดีขึ้น.
republic	สาธารณรัฐ	สาธารณรัฐจัดการเลือกตั้ง.
resemble	คล้ายคลึง	ทั้งสองการออกแบบคล้ายคลึงกันอย่างใกล้ชิด.
reside	อาศัยอยู่	พวกเขาอาศัยอยู่ใกล้ชายแดน.
residence	ที่อยู่อาศัย	ที่อยู่อาศัยอย่างเป็นทางการของเขาได้รับการคุ้มกัน.
residential	สำหรับอยู่อาศัย	พื้นที่นี้ส่วนใหญ่สำหรับอยู่อาศัย.
residue	สารตกค้าง	น้ำยาทำความสะอาดทิ้งสารตกค้างที่เหนียวไว้.
resignation	การลาออก	การลาออกของเธอทำให้คณะกรรมการตกใจ.
resistance	การต่อต้าน	การต่อต้านการเปลี่ยนแปลงมีความรุนแรง.
respective	ของแต่ละคน	พวกเขากลับไปที่สำนักงานของแต่ละคน.
respectively	ตามลำดับ	คะแนนคือแปดสิบและเก้าสิบตามลำดับ.
restoration	การบูรณะ	การบูรณะอาคารใช้เวลานานหลายปี.
restraint	การยับยั้งชั่งใจ	ตำรวจแสดงการยับยั้งชั่งใจ.
resume	กลับมาทำต่อ	ชั้นเรียนกลับมาเปิดอีกครั้งในสัปดาห์หน้า.
retreat	ถอยทัพ	กองทัพเริ่มถอยทัพ.
retrieve	กู้คืน	เธอกู้คืนไฟล์.
revelation	การเปิดเผย	การเปิดเผยนั้นทำลายชื่อเสียงของเขา.
revenge	การแก้แค้น	เขาต้องการแก้แค้นสำหรับการดูถูก.
reverse	พลิกกลับ	ศาลพลิกคำตัดสิน.
revival	การฟื้นตัว	เมืองนี้เห็นการฟื้นตัวทางเศรษฐกิจ.
revive	ฟื้นฟู	เทศกาลนี้ช่วยฟื้นฟูประเพณีท้องถิ่น.
revolutionary	ซึ่งเป็นการปฏิวัติ	สิ่งประดิษฐ์นี้เป็นการปฏิวัติ.
rhetoric	วาทศิลป์	วาทศิลป์ของเขาฟังดูก้าวร้าว.
rifle	ปืนไรเฟิล	ปืนไรเฟิลถูกเก็บไว้อย่างปลอดภัย.
riot	การจลาจล	การจลาจลกินเวลาหลายชั่วโมง.
rip	ฉีก	ฉีกกระดาษอย่างระมัดระวัง.
ritual	พิธีกรรม	พิธีกรรมนี้ถือเป็นการเริ่มต้นฤดูเก็บเกี่ยว.
robust	แข็งแกร่ง	ระบบนี้แข็งแกร่ง.
rock	เขย่า	แรงระเบิดเขย่าหมู่บ้าน.
rod	ราว	ผ้าม่านแขวนอยู่บนราว.
rotate	หมุน	หมุนที่จับอย่างช้าๆ.
rotation	การหมุนเวียน	การปลูกพืชหมุนเวียนช่วยปกป้องดิน.
ruling	คำตัดสิน	ศาลได้ออกคำตัดสิน.
rumour	ข่าวลือ	ข่าวลือแพร่กระจายไปอย่างรวดเร็ว.
sack	ไล่ออก	คณะกรรมการอาจไล่โค้ชออก.
sacred	ศักดิ์สิทธิ์	วัดนี้มีความศักดิ์สิทธิ์.
sacrifice	ความเสียสละ	พ่อแม่มักจะเสียสละ.
saint	นักบุญ	คริสตจักรยกย่องนักบุญในท้องถิ่น.
sake	ผลประโยชน์	เขาอยู่เพื่อผลประโยชน์ของเธอ.
sanction	การคว่ำบาตร	การคว่ำบาตรส่งผลกระทบต่อการค้าระหว่างประเทศ.
say	สิทธิ์ในการแสดงความเห็น	พนักงานมีสิทธิ์ในการแสดงความเห็นเกี่ยวกับการจัดตารางเวลา.
scattered	กระจัดกระจาย	กระดาษที่กระจัดกระจายอยู่เต็มโต๊ะ.
sceptical	ไม่เชื่อ	เธอยังคงไม่เชื่อข้อเรียกร้องนี้.
scope	ขอบเขต	ขอบเขตของโครงการขยายตัว.
screw	สกรู	ขันสกรูให้แน่นอย่างระมัดระวัง.
scrutiny	การตรวจสอบอย่างละเอียด	ข้อตกลงนี้เผชิญกับการตรวจสอบอย่างละเอียดจากสาธารณชน.
seal	ปิดผนึก	ปิดผนึกซองจดหมายก่อนส่ง.
secular	ทางโลก	โรงเรียนปฏิบัติตามหลักสูตรทางโลก.
seemingly	ดูเหมือนว่า	งานนี้ดูเหมือนจะง่าย.
segment	ส่วน	ส่วนสุดท้ายนั้นสั้นกว่า.
seize	ยึด	ตำรวจยึดเอกสารเหล่านี้.
seldom	แทบจะไม่	เธอแทบจะไม่พลาดชั้นเรียน.
selective	ช่างเลือก	โปรแกรมนี้มีการคัดเลือกอย่างสูง.
senator	วุฒิสมาชิก	วุฒิสมาชิกสนับสนุนร่างกฎหมายนี้.
sensation	ความรู้สึก	การค้นพบนี้ทำให้เกิดความรู้สึกที่ฮือฮา.
sensitivity	ความละเอียดอ่อน	ปัญหานี้ต้องอาศัยความละเอียดอ่อน.
sentiment	ความรู้สึก	ความรู้สึกของประชาชนเปลี่ยนไปอย่างรวดเร็ว.
separation	การแยกทาง	การแยกทางนั้นยากลำบาก.
serial	หมายเลขซีเรียล	หมายเลขซีเรียลหายไป.
settlement	การยุติข้อพิพาท	การยุติคดียุติข้อพิพาท.
set-up	การตั้งค่า	การตั้งค่าใช้เวลาตลอดทั้งเช้า.
sexuality	เพศวิถี	หลักสูตรนี้กล่าวถึงอัตลักษณ์และเพศวิถี.
shareholder	ผู้ถือหุ้น	ผู้ถือหุ้นซักถามคณะกรรมการ.
shatter	ทำลาย	ข่าวนี้ทำลายความมั่นใจของเขา.
shed	ปลด	บริษัทจะปลดพนักงาน.
sheer	ล้วนๆ	ขนาดที่ใหญ่โตทำเอาทุกคนประหลาดใจ.
shipping	การขนส่ง	ค่าขนส่งเพิ่มขึ้น.
shoot	การถ่ายทำ	การถ่ายภาพจบลงก่อนกำหนด.
shrink	หด	เสื้อตัวนี้อาจจะหด.
shrug	ยักไหล่	เธอเพียงแค่ยักไหล่เล็กน้อย.
sigh	ถอนหายใจ	เขาถอนหายใจด้วยความโล่งอก.
simulate	จำลอง	ซอฟต์แวร์นี้สามารถจำลองสภาพการจราจรได้.
simulation	การจำลอง	การจำลองคาดการณ์ว่าจะเกิดน้ำท่วม.
simultaneously	อย่างพร้อมกัน	สัญญาณเตือนภัยสองเครื่องดังขึ้นพร้อมกัน.
sin	บาป	ความเย่อหยิ่งถือเป็นบาป.
situated	ตั้งอยู่	โรงแรมนี้ตั้งอยู่ในใจกลางเมือง.
sketch	ภาพร่าง	เธอวาดภาพร่างอย่างรวดเร็ว.
skip	ข้าม	อย่าข้ามอาหารเช้า.
slam	ปิดดังปัง	เขาสามารถปิดประตูเสียงดังได้.
slap	ตบ	อย่าตบโต๊ะ.
slavery	ความเป็นทาส	ความเป็นทาสได้ก่อร่างสร้างประวัติศาสตร์ของภูมิภาคนี้.
slot	ช่วงเวลา	จองช่วงเวลาทางออนไลน์.
smash	แตกละเอียด	แก้วแตกละเอียดบนพื้น.
snap	หัก	กิ่งไม้หักเพราะแรงลม.
soak	แช่	แช่ถั่วทิ้งไว้ข้ามคืน.
soar	พุ่งสูงขึ้น	ราคาน้ำมันอาจพุ่งสูงขึ้น.
socialist	สังคมนิยม	พรรคนี้สนับสนุนนโยบายสังคมนิยม.
sole	เพียงผู้เดียว	เขาเป็นผู้รอดชีวิตเพียงคนเดียว.
solely	เพียงผู้เดียว	การตัดสินใจนี้เป็นของเขาแต่เพียงผู้เดียว.
solicitor	ทนายความ	ทนายความเป็นผู้เตรียมสัญญา.
solidarity	ความเป็นน้ำหนึ่งใจเดียวกัน	คนงานแสดงความเป็นน้ำหนึ่งใจเดียวกัน.
solo	เดี่ยว	เธอออกอัลบั้มเดี่ยว.
sound	มีเหตุผล	แผนนี้มีเหตุผลและนำไปปฏิบัติได้จริง.
sovereignty	อำนาจอธิปไตย	สนธิสัญญานี้คุ้มครองอำนาจอธิปไตยของชาติ.
spam	สแปม	สแปมเต็มกล่องข้อความ.
span	ทอดข้าม	สะพานนี้ทอดข้ามแม่น้ำ.
spark	จุดประกาย	คำพูดเล็กน้อยจุดประกายให้เกิดการถกเถียง.
specialized	เฉพาะทาง	คลินิกนี้ให้การดูแลเฉพาะทาง.
specification	ข้อกำหนดเฉพาะ	การออกแบบนี้ตรงตามข้อกำหนดเฉพาะทุกประการ.
specimen	ตัวอย่าง	ตัวอย่างถูกเก็บรักษาไว้อย่างปลอดภัย.
spectacle	ภาพที่น่าตื่นตาตื่นใจ	ขบวนพาเหรดเป็นภาพที่น่าตื่นตาตื่นใจ.
spectrum	ความหลากหลาย	ความคิดเห็นมีความหลากหลายมาก.
spell	ช่วงเวลา	ช่วงเวลาแห้งแล้งกินเวลาหลายสัปดาห์.
sphere	วงการ	การเมืองได้เข้ามาสู่วงการวัฒนธรรม.
spin	หมุน	ล้อเริ่มหมุน.
spine	กระดูกสันหลัง	อาการบาดเจ็บส่งผลต่อกระดูกสันหลังของเขา.
spotlight	จุดสนใจ	เรื่องอื้อฉาวทำให้เขากลายเป็นจุดสนใจ.
spouse	คู่สมรส	คู่สมรสของเธอเข้าร่วมพิธีด้วย.
spy	สายลับ	สายลับส่งข้อความที่เข้ารหัสไว้.
squad	หน่วย	หน่วยกู้ภัยมาถึงอย่างรวดเร็ว.
squeeze	บีบ	บีบที่จับเบาๆ.
stab	แทง	รายงานระบุถึงบาดแผลถูกแทง.
stability	ความมั่นคง	นโยบายนี้สร้างความมั่นคง.
stabilize	ทำให้คงที่	ยาช่วยทำให้เขาอาการคงที่.
stake	ส่วนได้ส่วนเสีย	นักลงทุนมีส่วนได้ส่วนเสียที่นี่.
standing	สถานภาพ	สถานภาพของเธอในพรรคสูงขึ้น.
stark	ชัดเจน	ผลลัพธ์แสดงให้เห็นถึงความแตกต่างอย่างชัดเจน.
statistical	ทางสถิติ	การศึกษานี้ใช้วิธีการทางสถิติ.
steer	นำทาง	เขาพยายามนำทางการถกเถียง.
stem	ก้าน	ก้านหักในช่วงที่เกิดพายุ.
stereotype	ทัศนคติเหมารวม	ภาพยนตร์เรื่องนี้ท้าทายทัศนคติเหมารวม.
stimulus	การกระตุ้น	มาตรการนี้ช่วยกระตุ้นเศรษฐกิจ.
stir	คน	คนซอสช้าๆ.
storage	ที่เก็บของ	สถานที่นี้มีที่เก็บของที่ปลอดภัย.
straightforward	ตรงไปตรงมา	คำแนะนำนั้นตรงไปตรงมา.
strain	ความตึงเครียด	ความล่าช้าที่ยาวนานทำให้เกิดความตึงเครียด.
strand	เส้น	เส้นผมร่วงลงมา.
strategic	เชิงกลยุทธ์	บริษัทได้ลงทุนในเชิงกลยุทธ์.
strip (long narrow piece)	แถบ	ตัดกระดาษเป็นแถบแคบๆ.
strip (remove clothes/a layer)	ลอก	ลอกสีเก่าออกอย่างระมัดระวัง.
strive	มุ่งมั่น	พวกเขามุ่งมั่นสู่ความเป็นเลิศ.
structural	เชิงโครงสร้าง	สะพานมีความเสียหายเชิงโครงสร้าง.
stumble	สะดุด	เขาสะดุดบันได.
stun	ทำให้ตกตะลึง	ข่าวนี้ทำให้ผู้คนตกตะลึงได้.
submission	การส่ง	เส้นตายสำหรับการส่งผ่านไปแล้ว.
subscriber	ผู้สมัครสมาชิก	ผู้สมัครสมาชิกแต่ละคนจะได้รับการอัปเดต.
subscription	การสมัครสมาชิก	การสมัครสมาชิกจะต่ออายุโดยอัตโนมัติ.
subsidy	เงินอุดหนุน	เงินอุดหนุนช่วยลดต้นทุนน้ำมันเชื้อเพลิง.
substantial	มากมาย	โครงการนี้ต้องการเงินทุนจำนวนมาก.
substantially	อย่างมาก	ราคาเพิ่มขึ้นอย่างมาก.
substitute	สิ่งทดแทน	ใช้นมเป็นสิ่งทดแทน.
substitution	การแทนที่	การแทนที่ทำให้สูตรเปลี่ยนไป.
subtle	แยบยล	ภาพวาดมีรายละเอียดที่แยบยล.
suburban	แถบชานเมือง	พวกเขาย้ายไปอยู่แถบชานเมือง.
succession	ความต่อเนื่อง	วิกฤตินี้ตามมาด้วยความล้มเหลวอย่างต่อเนื่อง.
successive	ติดต่อกัน	รัฐบาลหลายชุดติดต่อกันเพิกเฉยต่อปัญหานี้.
successor	ผู้สืบทอด	ผู้สืบทอดจะเริ่มงานในวันจันทร์.
suck	ดูด	เครื่องนี้สามารถดูดฝุ่นได้.
sue	ฟ้องร้อง	เธอตัดสินใจฟ้องร้องบริษัท.
suicide	การฆ่าตัวตาย	การป้องกันการฆ่าตัวตายต้องการเงินทุนที่ยั่งยืน.
suite	ห้องชุด	ห้องชุดของโรงแรมมองเห็นแม่น้ำ.
summit	การประชุมสุดยอด	ผู้นำพบกันในการประชุมสุดยอด.
superb	ยอดเยี่ยม	การแสดงนั้นยอดเยี่ยมมาก.
superior	เหนือกว่า	รุ่นใหม่นี้ดีกว่า.
supervise	ดูแล	เธอจะดูแลผู้รับการฝึกอบรม.
supervision	การดูแล	เด็กๆต้องการการดูแลจากผู้ใหญ่.
supervisor	หัวหน้างาน	ถามหัวหน้างานของคุณก่อน.
supplement	ส่วนเสริม	รายงานมีภาคผนวก.
supportive	สนับสนุน	ครอบครัวของเธอให้การสนับสนุน.
supposedly	ตามที่คาดกัน	ไฟล์น่าจะถูกลบไปแล้ว.
suppress	ปราบปราม	รัฐบาลพยายามปราบปรามการประท้วง.
supreme	สูงสุด	ศาลฎีกาพิจารณาคดีนี้.
surge	ไฟกระชาก	ไฟกระชากกะทันหันทำให้อุปกรณ์เสียหาย.
surgical	ทางศัลยกรรม	ผู้ป่วยต้องการการรักษาทางศัลยกรรม.
surplus	ส่วนเกิน	โกดังมีสินค้าส่วนเกิน.
surrender	ยอมจำนน	ทหารตกลงที่จะยอมจำนน.
surveillance	การเฝ้าระวัง	กล้องวงจรปิดบันทึกภาพทางเข้า.
suspension	การระงับ	การระงับมีระยะเวลาสองสัปดาห์.
suspicion	ความสงสัย	พฤติกรรมของเขาทำให้เกิดความสงสัย.
suspicious	น่าสงสัย	พัสดุนั้นดูน่าสงสัย.
sustain	รักษาไว้	โครงการนี้สามารถรักษาการจ้างงานในท้องถิ่นได้.
swing	แกว่ง	ประตูเริ่มแกว่ง.
sword	ดาบ	ดาบแขวนอยู่บนผนัง.
symbolic	เป็นสัญลักษณ์	ท่าทางนั้นเป็นสัญลักษณ์.
syndrome	กลุ่มอาการ	กลุ่มอาการนี้ส่งผลต่อความจำ.
synthesis	การสังเคราะห์	บทนี้มีการสังเคราะห์ข้อมูล.
systematic	เป็นระบบ	การทบทวนนี้เป็นไปอย่างเป็นระบบ.
tactic	กลวิธี	กลวิธีนี้ล้มเหลวอย่างรวดเร็ว.
tactical	ทางยุทธวิธี	ทีมได้ทำการเปลี่ยนแปลงทางยุทธวิธี.
taxpayer	ผู้เสียภาษี	เงินของผู้เสียภาษีสนับสนุนการสร้างสะพาน.
tempt	ล่อใจ	ข้อเสนอนี้อาจล่อใจนักลงทุน.
tenant	ผู้เช่า	ผู้เช่าจ่ายค่าเช่าก่อนกำหนด.
tender	อ่อนโยน	เธอยิ้มอย่างอ่อนโยน.
tenure	ระยะเวลาการดำรงตำแหน่ง	ระยะเวลาการดำรงตำแหน่งของเขาคือหกปี.
terminal	ระยะสุดท้าย	ผู้ป่วยเป็นโรคร้ายแรงระยะสุดท้าย.
terminate	ยุติ	บริษัทอาจยุติสัญญา.
terrain	ภูมิประเทศ	ภูมิประเทศนั้นยากลำบาก.
terrific	ยอดเยี่ยม	วิวนั้นยอดเยี่ยมมาก.
testify	ให้การเป็นพยาน	เธอตกลงที่จะให้การเป็นพยาน.
testimony	คำให้การ	คำให้การของเขามีรายละเอียดมาก.
texture	พื้นผิว	ผ้านี้มีพื้นผิวหยาบ.
thankfully	โชคดีที่	โชคดีที่ไม่มีใครได้รับบาดเจ็บ.
theatrical	เกี่ยวกับการแสดงละคร	คำพูดของเขาดูเหมือนการแสดงละคร.
theology	เทววิทยา	เขาเรียนเทววิทยาที่มหาวิทยาลัย.
theoretical	ทางทฤษฎี	รูปแบบนี้เป็นเพียงทฤษฎีเท่านั้น.
thereafter	หลังจากนั้น	หลังจากนั้นกฎระเบียบก็เปลี่ยนไป.
thereby	ด้วยเหตุนั้น	การเปลี่ยนแปลงนี้ช่วยลดต้นทุนด้วยเหตุนั้นจึงรักษางานไว้ได้.
thoughtful	รอบคอบ	คำตอบของเธอรอบคอบมาก.
thought-provoking	ชวนให้คิด	บทความนี้ชวนให้คิด.
thread	ด้าย	ด้ายขาดง่าย.
threshold	เกณฑ์	คะแนนเสียงเกินเกณฑ์ที่กำหนด.
thrilled	ตื่นเต้น	เธอรู้สึกตื่นเต้นกับข่าวนี้.
thrive	เจริญรุ่งเรือง	ธุรกิจขนาดเล็กสามารถเจริญรุ่งเรืองที่นี่ได้.
tide	กระแสน้ำ	กระแสน้ำขึ้นอย่างรวดเร็ว.
tighten	ทำให้แน่น	ขันฝาให้แน่น.
timber	ไม้ซุง	บ้านนี้ใช้ไม้ในท้องถิ่น.
timely	ทันท่วงที	คำเตือนนี้มาทันเวลา.
tobacco	ยาสูบ	ยอดขายยาสูบลดลง.
tolerance	ความอดทน	นโยบายนี้ส่งเสริมการยอมรับ.
tolerate	อดทน	เราไม่สามารถทนต่อการล่วงละเมิดได้.
toll	ความสูญเสีย	พายุทำให้เกิดความสูญเสียอย่างหนัก.
top	แซงหน้า	ยอดขายอาจแซงหน้าสถิติของปีที่แล้ว.
torture	การทรมาน	สนธิสัญญานี้ห้ามการทรมานโดยเด็ดขาด.
