source_headword	KM	example_KM
belong	ជាកម្មសិទ្ធិ	ស្បែកជើងទាំងនេះជារបស់ខ្ញុំ។
belt	ខ្សែក្រវាត់	ខ្សែក្រវាត់របស់គាត់ពណ៌ខ្មៅ។
benefit	អត្ថប្រយោជន៍	លំហាត់ប្រាណមានអត្ថប្រយោជន៍ពិត។
billion	ពាន់លាន	ពាន់លានជាចំនួនធំណាស់។
bin	ធុងសំរាម	ដាក់ក្រដាសក្នុងធុងសំរាម។
biology	ជីវវិទ្យា	ជីវវិទ្យាជាថ្នាក់ល្អបំផុតរបស់ខ្ញុំ។
birth	កំណើត	កំណើតរបស់នាងនៅខែឧសភា។
biscuit	នំប៊ីស្គី	នាងញ៉ាំនំប៊ីស្គីមួយ។
bit	បន្តិច	ខ្ញុំត្រូវការពេលបន្តិចទៀត។
blank	ចន្លោះទទេ	សរសេរឈ្មោះអ្នកក្នុងចន្លោះទទេ។
blood	ឈាម	ឈាមមានពណ៌ក្រហម។
blow	បក់	ខ្យល់អាចបក់ខ្លាំង។
board	ក្តារ	សរសេរវានៅលើក្តារ។
boil	ដាំឱ្យពុះ	ដាំទឹកឱ្យពុះជាមុន។
bone	ឆ្អឹង	ឆ្កែមានឆ្អឹងមួយ។
borrow	ខ្ចី	ខ្ញុំអាចខ្ចីប៊ិចអ្នកបានទេ?
boss	មេ	មេខ្ញុំរួសរាយ។
bottom	បាត	ចុះហត្ថលេខានៅបាត។
bowl	ចាន	ចានពេញ។
brain	ខួរក្បាល	ខួរក្បាលអ្នកត្រូវការសម្រាក។
bridge	ស្ពាន	ស្ពានចាស់។
bright	ភ្លឺ	បន្ទប់ភ្លឺ។
brilliant	អស្ចារ្យ	គំនិតនោះអស្ចារ្យ។
broken	ខូច	កៅអីខូច។
brush	ដុស;ជក់	ដុសធ្មេញអ្នកឥឡូវ។
burn	ឆេះ;ដុត	កុំដុតនំប៉័ង។
businessman	អ្នកជំនួញ	អ្នកជំនួញមកដល់មុន។
button	ប៊ូតុង	ចុចប៊ូតុងក្រហម។
camp	ជំរំ;បោះជំរំ	យើងបោះជំរំនៅជិតបឹង។
camping	ការបោះជំរំ	ការបោះជំរំសប្បាយនៅរដូវក្តៅ។
can2	កំប៉ុង	បើកកំប៉ុងដោយប្រុងប្រយ័ត្ន។
care	ការថែទាំ	ថែទាំសុខភាពអ្នក។
careful	ប្រុងប្រយ័ត្ន	ប្រុងប្រយ័ត្ននៅលើជណ្តើរ។
carefully	ដោយប្រុងប្រយ័ត្ន	អានសំណួរដោយប្រុងប្រយ័ត្ន។
carpet	កម្រាលព្រំ	កម្រាលព្រំទន់។
cartoon	គំនូរជីវចល	គំនូរជីវចលនេះកំប្លែង។
case	ស្រោម;ករណី	ដាក់វាក្នុងស្រោម។
cash	សាច់ប្រាក់	ខ្ញុំបង់ជាសាច់ប្រាក់។
castle	ប្រាសាទ	ប្រាសាទចាស់ណាស់។
catch	ចាប់	ចាប់បាល់ឥឡូវ។
cause	មូលហេតុ;បណ្តាលឱ្យ	ភ្លៀងអាចបណ្តាលឱ្យមានបញ្ហា។
celebrate	ប្រារព្ធ	យើងប្រារព្ធខួបកំណើតខ្ញុំ។
celebrity	តារាល្បី	តារាល្បីនោះចិត្តល្អណាស់។
certain	ប្រាកដ	ខ្ញុំប្រាកដអំពីរឿងនេះ។
certainly	ប្រាកដណាស់	ខ្ញុំនឹងជួយប្រាកដណាស់។
chance	ឱកាស	អ្នកមានឱកាស។
character	តួអង្គ;ចរិត	តួអង្គនេះក្លាហាន។
charity	អង្គការសប្បុរសធម៌	អង្គការសប្បុរសធម៌ជួយកុមារ។
chat	ជជែក	យើងជជែកបន្ទាប់ពីថ្នាក់។
chef	ចុងភៅ	ចុងភៅបានធ្វើស៊ុប។
chemistry	គីមីវិទ្យា	គីមីវិទ្យាពិបាកសម្រាប់ខ្ញុំ។
chip	បន្ទះឈីប;ចំណិត	បន្ទះឈីបនេះប្រៃ។
choice	ជម្រើស	ជម្រើសនេះសំខាន់។
church	ព្រះវិហារ	ព្រះវិហារនៅជិតទីនេះ។
cigarette	បារី	បារីអាក្រក់សម្រាប់សុខភាព។
circle	រង្វង់	គូររង្វង់នៅទីនេះ។
classical	បុរាណ	ខ្ញុំចូលចិត្តតន្ត្រីបុរាណ។
clear	ច្បាស់	ចម្លើយច្បាស់។
clearly	យ៉ាងច្បាស់	សូមនិយាយយ៉ាងច្បាស់។
clever	ឆ្លាត	នាងជាក្មេងឆ្លាត។
climate	អាកាសធាតុ	អាកាសធាតុកំពុងផ្លាស់ប្តូរ។
close2	ជិត	សាលាខ្ញុំជិតផ្ទះ។
closed	បិទ	ហាងបិទ។
clothing	សម្លៀកបំពាក់	សម្លៀកបំពាក់កក់ក្តៅមានប្រយោជន៍។
cloud	ពពក	ពពកបាំងព្រះអាទិត្យ។
coach	គ្រូបង្វឹក	គ្រូបង្វឹកជួយក្រុម។
coast	ឆ្នេរសមុទ្រ	យើងបើកឡានតាមឆ្នេរសមុទ្រ។
code	កូដ	បញ្ចូលកូដនៅទីនេះ។
colleague	មិត្តរួមការងារ	មិត្តរួមការងារហៅខ្ញុំ។
collect	ប្រមូល	ខ្ញុំប្រមូលកាតចាស់ៗ។
column	ជួរឈរ	អានជួរឈរដំបូង។
comedy	កំប្លែង	កំប្លែងនេះសប្បាយ។
comfortable	ស្រួល	កៅអីនេះស្រួល។
comment	មតិយោបល់	ទុកមតិយោបល់ខាងក្រោម។
communicate	ទំនាក់ទំនង	យើងទំនាក់ទំនងតាមអ៊ីមែល។
community	សហគមន៍	សហគមន៍យើងរួសរាយ។
compete	ប្រកួតប្រជែង	ពួកគេប្រកួតប្រជែងរាល់ឆ្នាំ។
competition	ការប្រកួត	ការប្រកួតចាប់ផ្តើមថ្ងៃស្អែក។
complain	ត្អូញត្អែរ	កុំត្អូញត្អែរម្តងទៀត។
completely	ទាំងស្រុង	ខ្ញុំយល់ស្របទាំងស្រុងជាមួយអ្នក។
condition	ស្ថានភាព	ឡានស្ថិតក្នុងស្ថានភាពល្អ។
conference	សន្និសីទ	សន្និសីទចាប់ផ្តើមម៉ោងប្រាំបួន។
connect	ភ្ជាប់	ភ្ជាប់ទូរស័ព្ទទៅកុំព្យូទ័រ។
connected	បានភ្ជាប់	គំនិតពីរនេះបានភ្ជាប់គ្នា។
consider	ពិចារណា	សូមពិចារណាគំនិតខ្ញុំ។
contain	មានផ្ទុក	ប្រអប់នេះមានផ្ទុកសៀវភៅ។
context	បរិបទ	បរិបទជួយឱ្យអ្នកយល់។
continent	ទ្វីប	ទ្វីបមួយធំណាស់។
continue	បន្ត	សូមបន្តអាន។
control	ការគ្រប់គ្រង;គ្រប់គ្រង	គ្រប់គ្រងល្បឿនដោយប្រុងប្រយ័ត្ន។
cooker	ចង្ក្រាន	ចង្ក្រានស្អាត។
copy	ច្បាប់ចម្លង;ចម្លង	ធ្វើច្បាប់ចម្លងមួយឱ្យខ្ញុំ។
corner	ជ្រុង	អង្គុយនៅជ្រុង។
correctly	យ៉ាងត្រឹមត្រូវ	សរសេរចម្លើយយ៉ាងត្រឹមត្រូវ។
count	រាប់	រាប់សៀវភៅ។
couple	គូស្នេហ៍	គូស្នេហ៍មកដល់មុន។
cover	គ្រប	គ្របចាន។
crazy	ឆ្កួត	គំនិតនេះស្តាប់ទៅឆ្កួត។
creative	ច្នៃប្រឌិត	នាងមានគំនិតច្នៃប្រឌិត។
credit	ឥណទាន	ខ្ញុំបង់ដោយកាតឥណទាន។
crime	បទល្មើស	បទល្មើសជាបញ្ហាធ្ងន់ធ្ងរ។
criminal	ឧក្រិដ្ឋជន	ឧក្រិដ្ឋជនចាកចេញយ៉ាងលឿន។
cross	ឆ្លង	ឆ្លងផ្លូវដោយប្រុងប្រយ័ត្ន។
crowd	ហ្វូងមនុស្ស	ហ្វូងមនុស្សរង់ចាំខាងក្រៅ។
crowded	មានមនុស្សច្រើន	រថភ្លើងមានមនុស្សច្រើន។
cry	យំ	កុំយំឥឡូវ។
cupboard	ទូ	ពែងនៅក្នុងទូ។
curly	រួញ	នាងមានសក់រួញ។
cycle	ជិះកង់;វដ្ត	ខ្ញុំជិះកង់ទៅសាលា។
daily	ប្រចាំថ្ងៃ	ខ្ញុំអានព័ត៌មានប្រចាំថ្ងៃ។
danger	គ្រោះថ្នាក់	ផ្លាកបង្ហាញគ្រោះថ្នាក់។
data	ទិន្នន័យ	ទិន្នន័យមានប្រយោជន៍។
dead	ស្លាប់	រុក្ខជាតិស្លាប់ហើយ។
deal	កិច្ចព្រមព្រៀង;ដោះស្រាយ	នេះជាកិច្ចព្រមព្រៀងល្អ។
death	សេចក្តីស្លាប់	សេចក្តីស្លាប់ជាប្រធានបទពិបាក។
decision	សេចក្តីសម្រេច	ធ្វើសេចក្តីសម្រេចថ្ងៃនេះ។
deep	ជ្រៅ	ទឹកជ្រៅ។
definitely	ប្រាកដជា	ខ្ញុំប្រាកដជាចង់បានតែ។
degree	សញ្ញាបត្រ;ដឺក្រេ	សញ្ញាបត្រខ្ញុំគឺផ្នែកប្រវត្តិសាស្ត្រ។
dentist	ពេទ្យធ្មេញ	ពេទ្យធ្មេញពិនិត្យធ្មេញខ្ញុំ។
department	ផ្នែក	ផ្នែកស្បែកជើងនៅជាន់លើ។
depend	អាស្រ័យ	វាអាស្រ័យលើអាកាសធាតុ។
desert	វាលខ្សាច់	វាលខ្សាច់ស្ងួតណាស់។
designer	អ្នករចនា	អ្នករចនាបានធ្វើរ៉ូបនេះ។
destroy	បំផ្លាញ	កុំបំផ្លាញឯកសារ។
detective	អ្នកស៊ើបអង្កេត	អ្នកស៊ើបអង្កេតរកឃើញកូនសោ។
develop	អភិវឌ្ឍ	ពួកគេអភិវឌ្ឍកម្មវិធីថ្មី។
device	ឧបករណ៍	ឧបករណ៍នេះមានប្រយោជន៍។
diary	កំណត់ហេតុប្រចាំថ្ងៃ	នាងសរសេរនៅក្នុងកំណត់ហេតុប្រចាំថ្ងៃ។
differently	ខុសគ្នា	យើងធ្វើវាខុសគ្នា។
digital	ឌីជីថល	នេះជាកាមេរ៉ាឌីជីថល។
direct	ផ្ទាល់	ជិះរថភ្លើងផ្ទាល់។
direction	ទិសដៅ	ដើរទៅទិសដៅនេះ។
director	អ្នកដឹកនាំ	អ្នកដឹកនាំចូលចិត្តភាពយន្ត។
disagree	មិនយល់ស្រប	ខ្ញុំមិនយល់ស្របនឹងគំនិតនោះ។
disappear	បាត់ទៅ	ព្រះអាទិត្យនឹងបាត់ទៅឆាប់ៗ។
disaster	គ្រោះមហន្តរាយ	ព្យុះជាគ្រោះមហន្តរាយ។
discover	រកឃើញ	ពួកគេរកឃើញកោះថ្មី។
discovery	ការរកឃើញ	ការរកឃើញបានផ្លាស់ប្តូរវិទ្យាសាស្ត្រ។
discussion	ការពិភាក្សា	ការពិភាក្សាបានបញ្ចប់មុន។
disease	ជំងឺ	ជំងឺនេះធ្ងន់ធ្ងរ។
distance	ចម្ងាយ	ចម្ងាយខ្លី។
divorced	បានលែងលះ	ឪពុកម្តាយនាងបានលែងលះ។
document	ឯកសារ	រក្សាទុកឯកសារនេះឥឡូវ។
double	ទ្វេ	ខ្ញុំត្រូវការបន្ទប់ទ្វេ។
download	ទាញយក	ទាញយកកម្មវិធីថ្ងៃនេះ។
drama	ល្ខោន	ល្ខោនចាប់ផ្តើមយប់នេះ។
drawing	គំនូរ	គំនូររបស់នាងស្អាត។
dream	សុបិន	ខ្ញុំមានសុបិនចម្លែកមួយ។
driving	ការបើកបរ	ការបើកបរពេលយប់ពិបាក។
drop	ទម្លាក់	កុំទម្លាក់កែវ។
drug	ថ្នាំ;គ្រឿងញៀន	ថ្នាំបានជួយគាត់។
dry	ស្ងួត	កន្សែងស្ងួត។
earn	រកប្រាក់	ខ្ញុំរកប្រាក់នៅកន្លែងធ្វើការ។
earth	ផែនដី	ផែនដីមូល។
easily	យ៉ាងងាយស្រួល	នាងរៀនយ៉ាងងាយស្រួល។
education	ការអប់រំ	ការអប់រំសំខាន់។
effect	ឥទ្ធិពល	ឥទ្ធិពលច្បាស់។
either	មួយណាក៏បាន	ចម្លើយមួយណាក៏បានល្អ។
electric	អគ្គិសនី	រថយន្តនេះជារថយន្តអគ្គិសនី។
electrical	ទាក់ទងនឹងអគ្គិសនី	ប្រព័ន្ធអគ្គិសនីមានសុវត្ថិភាព។
electricity	អគ្គិសនី	អគ្គិសនីនៅទីនេះថ្លៃ។
electronic	អេឡិចត្រូនិក	សំបុត្រអេឡិចត្រូនិកនេះដំណើរការ។
employ	ជួល	ពួកគេជួលមនុស្សប្រាំនាក់។
employee	បុគ្គលិក	បុគ្គលិកធ្វើការខ្លាំង។
employer	និយោជក	និយោជកខ្ញុំយុត្តិធម៌។
empty	ទទេ	បន្ទប់ទទេ។
ending	ចុងបញ្ចប់	ចុងបញ្ចប់គួរឱ្យភ្ញាក់ផ្អើល។
energy	ថាមពល	ថ្ងៃនេះខ្ញុំគ្មានថាមពល។
engine	ម៉ាស៊ីន	ម៉ាស៊ីនលឺខ្លាំង។
engineer	វិស្វករ	វិស្វករជួសជុលស្ពាន។
enormous	ធំសម្បើម	អគារធំសម្បើម។
enter	ចូល	ចូលបន្ទប់ដោយស្ងាត់។
environment	បរិស្ថាន	ការពារបរិស្ថាន។
equipment	ឧបករណ៍	ឧបករណ៍នេះថ្លៃ។
error	កំហុស	ខ្ញុំរកឃើញកំហុសមួយ។
especially	ជាពិសេស	ខ្ញុំចូលចិត្តបទនេះជាពិសេស។
essay	អត្ថបទ	សរសេរអត្ថបទយប់នេះ។
everyday	ប្រចាំថ្ងៃ	នេះជាភាសាអង់គ្លេសប្រចាំថ្ងៃ។
everywhere	គ្រប់ទីកន្លែង	ផ្កាដុះគ្រប់ទីកន្លែង។
evidence	ភស្តុតាង	ភស្តុតាងច្បាស់។
exact	ពិតប្រាកដ	ផ្តល់លេខពិតប្រាកដ។
exactly	យ៉ាងពិតប្រាកដ	នោះត្រឹមត្រូវយ៉ាងពិតប្រាកដ។
excellent	ល្អឥតខ្ចោះ	ការងារអ្នកល្អឥតខ្ចោះ។
except	លើកលែងតែ	គ្រប់គ្នាមកលើកលែងតែខ្ញុំ។
exist	មានស្រាប់	អាសយដ្ឋាននេះមានស្រាប់ទេ?
expect	រំពឹង	ខ្ញុំរំពឹងថាមានភ្លៀងថ្ងៃស្អែក។
experience	បទពិសោធន៍	ខ្ញុំមានបទពិសោធន៍ជាមួយកុមារ។
experiment	ការពិសោធន៍	ការពិសោធន៍ដំណើរការល្អ។
expert	អ្នកជំនាញ	សួរអ្នកជំនាញសម្រាប់ជំនួយ។
explanation	ការពន្យល់	ការពន្យល់របស់នាងច្បាស់។
express	បង្ហាញ	សូមបង្ហាញមតិយោបល់របស់អ្នក។
expression	ឃ្លា;ការបង្ហាញ	ឃ្លានេះប្រើជាទូទៅ។
extreme	ខ្លាំងបំផុត	កំដៅខ្លាំងបំផុត។
extremely	ខ្លាំងណាស់	វាត្រជាក់ខ្លាំងណាស់។
factor	កត្តា	ថ្លៃចំណាយជាកត្តាមួយ។
factory	រោងចក្រ	រោងចក្របិទម៉ោងប្រាំ។
fail	បរាជ័យ	ខ្ញុំមិនបានបរាជ័យទេ។
fair	យុត្តិធម៌	តម្លៃយុត្តិធម៌។
fan	កង្ហារ;អ្នកគាំទ្រ	បើកកង្ហារ។
farming	ការធ្វើកសិកម្ម	ការធ្វើកសិកម្មជាការងារលំបាក។
fashion	ម៉ូត	ម៉ូតផ្លាស់ប្តូររាល់ឆ្នាំ។
fear	ការភ័យខ្លាច	ការភ័យខ្លាចអាចបញ្ឈប់មនុស្ស។
feature	លក្ខណៈពិសេស	ទូរស័ព្ទនេះមានលក្ខណៈពិសេសមានប្រយោជន៍។
feed	ផ្តល់អាហារ	ផ្តល់អាហារឱ្យឆ្មាឥឡូវ។
female	ស្រី	កីឡាការិនីបានឈ្នះ។
fiction	រឿងប្រឌិត	នាងអានរឿងប្រឌិតពេលយប់។
field	វាល;វិស័យ	វាលមានពណ៌បៃតង។
fight	ប្រយុទ្ធ;ជម្លោះ	ពួកគេឈ្លោះគ្នាច្រើនពេក។
figure	រូបភាព;តួលេខ	មើលរូបភាព។
finally	ចុងក្រោយ	ចុងក្រោយយើងបានមកដល់ផ្ទះ។
finger	ម្រាមដៃ	ម្រាមដៃខ្ញុំឈឺ។
firstly	ទីមួយ	ទីមួយអានសំណួរ។
fishing	ការនេសាទ	ការនេសាទពេញនិយមនៅទីនេះ។
fit	សម	ស្បែកជើងទាំងនេះសមល្អ។
fix	ជួសជុល	ជួសជុលកៅអីខូច។
flu	ផ្តាសាយ	ខ្ញុំមានផ្តាសាយ។
flying	ការហោះហើរ	ការហោះហើរលឿន។
focus	ផ្តោត	ផ្តោតលើភារកិច្ចនេះ។
following	ខាងក្រោម	អានប្រយោគខាងក្រោម។
foreign	បរទេស	នាងនិយាយភាសាបរទេស។
forest	ព្រៃ	ព្រៃស្ងាត់។
fork	សម	ប្រើសម។
formal	ផ្លូវការ	លិខិតនេះផ្លូវការ។
fortunately	ជាសំណាងល្អ	ជាសំណាងល្អគ្មាននរណារងរបួសទេ។
forward	ទៅមុខ	ផ្លាស់ទីទៅមុខយឺតៗ។
fresh	ស្រស់	នំប៉័ងស្រស់។
