source_headword	ML	example_ML
indicate	സൂചിപ്പിക്കുക	അടയാളം പുറത്തേക്കുള്ള വഴി സൂചിപ്പിക്കും.
indirect	പരോക്ഷമായ	അവൾ പരോക്ഷമായ മറുപടി നൽകി.
indoor	അകത്തുള്ള	ഹോട്ടലിന് അകത്തുള്ള നീന്തൽകുളം ഉണ്ട്.
indoors	അകത്ത്	കൊടുങ്കാറ്റിനിടെ ഞങ്ങൾ അകത്ത് തന്നെ നിന്നു.
influence	സ്വാധീനം	അവന്റെ അധ്യാപകനു ശക്തമായ സ്വാധീനം ഉണ്ടായിരുന്നു.
ingredient	ചേരുവ	മാവ് പ്രധാന ചേരുവയാണ്.
injure	പരിക്കേൽപ്പിക്കുക	നിന്റെ പുറത്തിന് പരിക്കേൽപ്പിക്കരുത്.
injured	പരിക്കേറ്റ	പരിക്കേറ്റ കളിക്കാരൻ മൈതാനം വിട്ടു.
innocent	നിരപരാധിയായ	കുട്ടി മുഴുവനായി നിരപരാധിയെന്നു തോന്നി.
intelligence	ബുദ്ധിശക്തി	അവൾ ക്ലാസിൽ വലിയ ബുദ്ധിശക്തി കാണിച്ചു.
intend	ഉദ്ദേശിക്കുക	ഞാൻ വിദേശത്ത് പഠിക്കാൻ ഉദ്ദേശിക്കുന്നു.
intention	ഉദ്ദേശ്യം	അവന്റെ ഉദ്ദേശ്യം സഹായിക്കുകയായിരുന്നു.
invest	നിക്ഷേപിക്കുക	അവർ വിദ്യാഭ്യാസത്തിൽ പണം നിക്ഷേപിക്കുന്നു.
investigate	അന്വേഷിക്കുക	പോലീസ് അപകടം അന്വേഷിക്കും.
involved	ഉൾപ്പെട്ട	ഒട്ടേറെ വിദ്യാർത്ഥികൾ ഉൾപ്പെട്ടിരുന്നു.
iron	ഇരുമ്പ്	വാതിൽ ഇരുമ്പിൽ നിന്നാണ് നിർമ്മിച്ചത്.
issue	പ്രശ്നം	ഇത് ഗുരുതര പ്രശ്നമാണ്.
IT	വിവരസാങ്കേതികവിദ്യ	അവൾ വിവരസാങ്കേതികവിദ്യയിൽ ജോലി ചെയ്യുന്നു.
journal	ദിനപ്പതി	അവൻ ദിനപ്പതിയിൽ എഴുതുന്നു.
judge	ന്യായാധിപൻ	ന്യായാധിപൻ ശ്രദ്ധയോടെ കേട്ടു.
keen	ആവേശമുള്ള	അവൾ പഠിക്കാൻ ആവേശമുള്ളവളാണ്.
keyboard	കീബോർഡ്	എന്റെ കീബോർഡ് പ്രവർത്തനം നിർത്തി.
kick	കാൽ കൊണ്ട് അടിക്കുക	പന്ത് സാവധാനം കാൽ കൊണ്ട് അടിക്കുക.
killing	കൊലപാതകം	കൊലപാതകം ഗ്രാമത്തെ ഞെട്ടിച്ചു.
kind (caring)	ദയയുള്ള	അത് ചെയ്യാൻ ദയയുള്ള കാര്യമായിരുന്നു.
kiss	ചുംബനം	അവൾ കുഞ്ഞിന് ഒരു ചുംബനം നൽകി.
label	ലേബൽ	ഉപയോഗിക്കുന്നതിന് മുമ്പ് ലേബൽ വായിക്കുക.
laboratory	പ്രയോഗശാല	പ്രയോഗശാല ഇന്ന് അടഞ്ഞിരിക്കുന്നു.
lack	കുറവ്	ഉറക്കക്കുറവ് ഓർമ്മയെ ബാധിക്കുന്നു.
latest	ഏറ്റവും പുതിയ	നീ ഏറ്റവും പുതിയ റിപ്പോർട്ട് വായിച്ചോ.
lay	വെയ്ക്കുക	പുസ്തകം മേശപ്പുറത്ത് വെയ്ക്കുക.
layer	പാളി	മറ്റൊരു നിറപ്പാളി ചേർക്കുക.
leading	പ്രമുഖ	അവൾ പ്രമുഖ ശാസ്ത്രജ്ഞയാണ്.
leaf	ഇല	ഒരു ഇല എന്റെ കോട്ടിൽ വീണു.
leather	തോൽ	അവന്റെ ബാഗ് തോലിൽ നിന്നാണ് നിർമ്മിച്ചത്.
legal	നിയമപരമായ	നമുക്ക് നിയമപരമായ ഉപദേശം വേണം.
leisure	ഒഴിവുസമയം	വായന എന്റെ ഇഷ്ടമുള്ള ഒഴിവുസമയ പ്രവർത്തനമാണ്.
length	നീളം	മുറിയുടെ നീളം അളക്കുക.
lie2 (tell a lie)	കള്ളം പറയുക	നിന്റെ മാതാപിതാക്കളോട് കള്ളം പറയരുത്.
limit	പരിധി	വേഗപരിധി അമ്പതാണ്.
lip	ചുണ്ട്	അവൾ തന്റെ ചുണ്ട് കടിച്ചു.
liquid	ദ്രാവകം	വെള്ളം സുതാര്യമായ ദ്രാവകമാണ്.
literature	സാഹിത്യം	അവൾ ഫ്രഞ്ച് സാഹിത്യം പഠിക്കുന്നു.
live2	തത്സമയം	ബാൻഡ് ഇന്നലെ രാത്രി തത്സമയം സംഗീതം അവതരിപ്പിച്ചു.
living	ജീവിച്ചിരിക്കുന്ന	ജീവിച്ചിരിക്കുന്ന സസ്യങ്ങൾക്ക് വെളിച്ചം വേണം.
locate	കണ്ടെത്തുക	നിനക്ക് ഫയൽ കണ്ടെത്താനാകുമോ.
located	സ്ഥിതിചെയ്യുന്ന	ഓഫീസ് നഗരമധ്യത്തിൽ സ്ഥിതിചെയ്യുന്നു.
location	സ്ഥലം	ഇത് നല്ല സ്ഥലമാണ്.
lonely	ഒറ്റപ്പെട്ട	മാറിയ ശേഷം അവന് ഒറ്റപ്പെട്ടതായി തോന്നി.
loss	നഷ്ടം	നഷ്ടം എല്ലാവർക്കും കഠിനമായിരുന്നു.
luxury	ആഡംബരം	ഹോട്ടൽ യഥാർത്ഥ ആഡംബരം നൽകുന്നു.
mad	കോപിച്ച	വൈകിയതിൽ അവൾ കോപിച്ചു.
magic	മാന്ത്രികത	പ്രദർശനം മാന്ത്രികത നിറഞ്ഞതായിരുന്നു.
mainly	പ്രധാനമായും	സംഘം പ്രധാനമായും വിദ്യാർത്ഥികളാണ്.
mall	മാൾ	ഞങ്ങൾ മാളിൽ കണ്ടുമുട്ടി.
management	നിയന്ത്രണം	നല്ല നിയന്ത്രണം സമയം ലാഭിക്കുന്നു.
marketing	വിപണനം	വിപണനം ഉൽപ്പന്നം വിൽക്കാൻ സഹായിക്കുന്നു.
marriage	വിവാഹം	അവരുടെ വിവാഹം മുപ്പത് വർഷം നീണ്ടു.
meanwhile	അതേസമയം	അതേസമയം ഞാൻ രാത്രി ഭക്ഷണം പാകം ചെയ്തു.
measure	അളക്കുക	മേശ ശ്രദ്ധയോടെ അളക്കുക.
medium	ഇടത്തരം	ഞാൻ ഇടത്തരം പിസ്സ ഓർഡർ ചെയ്തു.
mental	മാനസിക	മർദ്ദം മാനസിക ആരോഗ്യത്തെ ബാധിക്കുന്നു.
mess	അഴുക്ക്	ഈ അഴുക്ക് വൃത്തിയാക്കുക.
mild	മൃദുവായ	സൂപ്പിന് മൃദുവായ രുചിയുണ്ട്.
mine (hole in the ground)	ഖനി	ഖനി കഴിഞ്ഞ വർഷം അടച്ചു.
mix	കലർക്കുക	മുട്ടകൾ പാലുമായി കലർക്കുക.
mixture	മിശ്രിതം	മിശ്രിതം കട്ടിയായി.
mood	മനോഭാവം	സംഗീതം അവളുടെ മനോഭാവം മാറ്റി.
mud	ചളി	അവന്റെ ചെരുപ്പുകൾ ചളിയിൽ മൂടപ്പെട്ടു.
murder	കൊലപാതകം	കൊലപാതകം രാത്രിയിൽ സംഭവിച്ചു.
muscle	പേശി	വ്യായാമം പേശി വളർത്തുന്നു.
mystery	രഹസ്യം	പഴയ വീട് ഒരു രഹസ്യമാണ്.
nail	നഖം	എന്റെ ഒരു നഖം പൊട്ടി.
narrative	ആഖ്യാനം	നോവലിന് വ്യക്തമായ ആഖ്യാനമുണ്ട്.
nation	രാജ്യം	മുഴുവൻ രാജ്യം ആഘോഷിച്ചു.
native	മാതൃഭാഷയായ	സ്പാനിഷ് അവളുടെ മാതൃഭാഷയാണ്.
naturally	സ്വാഭാവികമായി	കുട്ടികൾ കളിയിലൂടെ സ്വാഭാവികമായി പഠിക്കുന്നു.
necessarily	അനിവാര്യമായി	വിലകൂടിയ ഭക്ഷണം അനിവാര്യമായി മെച്ചമായിരിക്കണമെന്നില്ല.
needle	സൂചി	സൂചി വളരെ മൂർച്ചയുള്ളതാണ്.
neighbourhood	അയൽവാസി പ്രദേശം	അവർ ശാന്തമായ അയൽവാസി പ്രദേശത്തിൽ താമസിക്കുന്നു.
net	വല	മത്സ്യത്തൊഴിലാളി തന്റെ വല നന്നാക്കി.
nor	അതുമല്ല	അവൻ ചിരിച്ചില്ല, സംസാരിച്ചുമില്ല.
northern	വടക്കൻ	അവർ വടക്കൻ തീരം സന്ദർശിച്ചു.
nuclear	ആണവ	ചർച്ച ആണവശക്തിയെക്കുറിച്ചായിരുന്നു.
obvious	വ്യക്തമായ	മറുപടി വ്യക്തമായിരുന്നു.
obviously	വ്യക്തമായും	വ്യക്തമായും നമുക്ക് കൂടുതൽ സമയം വേണം.
occasion	അവസരം	ഇത് പ്രത്യേക അവസരമാണ്.
occur	സംഭവിക്കുക	അപകടങ്ങൾ എവിടെയും സംഭവിക്കാം.
odd	വിചിത്രമായ	അത് വിചിത്രമായ ചോദ്യമായിരുന്നു.
official	ഔദ്യോഗിക	ഔദ്യോഗിക ഫലം ഇന്ന് എത്തി.
old-fashioned	പഴയശൈലിയിലുള്ള	അവളുടെ ഫോൺ പഴയശൈലിയിലുള്ളതായി തോന്നുന്നു.
operation	ശസ്ത്രക്രിയ	ശസ്ത്രക്രിയ രണ്ട് മണിക്കൂർ നീണ്ടു.
organized	ക്രമീകരിച്ച	അവളുടെ മേശ വളരെ ക്രമീകരിച്ചിരിക്കുന്നു.
organizer	സംഘാടകൻ	സംഘാടകൻ അതിഥികളെ സ്വാഗതം ചെയ്തു.
originally	ആദ്യത്തിൽ	അവൾ ആദ്യത്തിൽ കാനഡയിൽ നിന്നാണ് വന്നത്.
ought modal	ചെയ്യേണ്ടത്	നീ വിശ്രമിക്കേണ്ടതാണ്.
ours	ഞങ്ങളുടേത്	ഈ മേശ ഞങ്ങളുടേതാണ്.
outdoor	പുറത്തുള്ള	ഞങ്ങൾ പുറത്തുള്ള ഫർണിച്ചർ വാങ്ങി.
outdoors	പുറത്ത്	കുട്ടികൾ പുറത്തു കളിക്കണം.
package	പാക്കേജ്	പാക്കേജ് ഇന്ന് രാവിലെ എത്തി.
painful	വേദനാജനകമായ	മുറിവ് വേദനാജനകമായിരുന്നു.
pale	വിളറിയ	അവന്റെ മുഖം വിളറിയതായി തോന്നി.
pan	ചട്ടി	ആദ്യം ചട്ടി ചൂടാക്കുക.
participate	പങ്കെടുക്കുക	എല്ലാവർക്കും പങ്കെടുക്കാം.
particularly	പ്രത്യേകിച്ച്	എനിക്ക് ഈ പാട്ട് പ്രത്യേകിച്ച് ഇഷ്ടമാണ്.
passion	തീവ്രാഭിലാഷം	സംഗീതം അവളുടെ തീവ്രാഭിലാഷമാണ്.
path	പാത	പാർക്കിലൂടെ പാത പിന്തുടരുക.
payment	പണമടയ്ക്കൽ	പണമടയ്ക്കൽ നാളെയാണ്.
peaceful	ശാന്തമായ	തോട്ടം ശാന്തമാണ്.
percentage	ശതമാനം	ചെറിയ ശതമാനം സമ്മതിച്ചു.
perfectly	പൂർണ്ണമായി	പദ്ധതി പൂർണ്ണമായി പ്രവർത്തിച്ചു.
performance	പ്രകടനം	അവളുടെ പ്രകടനം ഉത്തമമായിരുന്നു.
personally	വ്യക്തിപരമായി	വ്യക്തിപരമായി എനിക്ക് ചായയാണ് ഇഷ്ടം.
persuade	സമ്മതിപ്പിക്കുക	അവനെ ചേരാൻ സമ്മതിപ്പിക്കാമോ.
photographer	ഫോട്ടോഗ്രാഫർ	ഫോട്ടോഗ്രാഫർ പല ചിത്രങ്ങൾ എടുത്തു.
photography	ഫോട്ടോഗ്രാഫി	ഫോട്ടോഗ്രാഫി അവന്റെ ഇഷ്ട ഹോബിയാണ്.
pin	പിൻ	മാപ്പിൽ ഒരു പിൻ വെക്കുക.
pipe	കുഴൽ	കുഴൽ വെള്ളം കൊണ്ടുപോകുന്നു.
planning	ആസൂത്രണം	ആസൂത്രണം സമയം എടുക്കുന്നു.
pleasant	സുഖകരമായ	ഞങ്ങൾക്ക് സുഖകരമായ സന്ധ്യയായിരുന്നു.
pleasure	സന്തോഷം	നിങ്ങളെ കണ്ടത് സന്തോഷമായിരുന്നു.
plenty	ധാരാളം	നമുക്ക് ധാരാളം സമയം ഉണ്ട്.
plot	കഥാസൂത്രം	കഥാസൂത്രം പിന്തുടരാൻ എളുപ്പമായിരുന്നു.
plus1	കൂടി	രണ്ടും മൂന്നും കൂടി അഞ്ചാണ്.
poem	കവിത	അവൾ ചെറിയ കവിത എഴുതി.
poet	കവി	കവി ഉറക്കെ വായിച്ചു.
poetry	കവിതാസാഹിത്യം	അവൻ ആധുനിക കവിതാസാഹിത്യം ആസ്വദിക്കുന്നു.
poison	വിഷം	വിഷം കുട്ടികളിൽ നിന്ന് അകലെ വെയ്ക്കുക.
poisonous	വിഷമുള്ള	ചില കൂണുകൾ വിഷമുള്ളതാണ്.
policy	നയം	കമ്പനി തന്റെ നയം മാറ്റി.
political	രാഷ്ട്രീയ	പ്രസംഗം രാഷ്ട്രീയമായിരുന്നു.
politician	രാഷ്ട്രീയക്കാരൻ	രാഷ്ട്രീയക്കാരൻ ചോദ്യങ്ങൾക്ക് മറുപടി നൽകി.
politics	രാഷ്ട്രീയം	രാഷ്ട്രീയം സങ്കീർണ്ണമായിരിക്കാം.
port	തുറമുഖം	കപ്പൽ തുറമുഖത്ത് പ്രവേശിച്ചു.
portrait	ഛായാചിത്രം	ഛായാചിത്രം ഹാളിൽ തൂങ്ങുന്നു.
possibly	സാധ്യതയോടെ	അവൾ സാധ്യതയോടെ വൈകി എത്തും.
pot	കലം	ചെടിക്ക് വലിയ കലം വേണം.
pour	ഒഴിക്കുക	പാൽ സാവധാനം ഒഴിക്കുക.
poverty	ദാരിദ്ര്യം	പല കുടുംബങ്ങളും ദാരിദ്ര്യത്തിൽ ജീവിക്കുന്നു.
powder	പൊടി	പൊടി വെള്ളത്തിൽ ചേർക്കുക.
powerful	ശക്തമായ	എഞ്ചിൻ ശക്തമാണ്.
practical	പ്രായോഗികമായ	ഇത് പ്രായോഗികമായ പരിഹാരമാണ്.
pray	പ്രാർത്ഥിക്കുക	അവർ എല്ലാ രാവിലെയും പ്രാർത്ഥിക്കുന്നു.
prayer	പ്രാർത്ഥന	അവൾ ശാന്തമായ പ്രാർത്ഥന പറഞ്ഞു.
prediction	പ്രവചനം	അവന്റെ പ്രവചനം ശരിയായിരുന്നു.
prepared	തയ്യാറായ	ഞാൻ പരീക്ഷയ്ക്ക് തയ്യാറാണ്.
presentation	അവതരണം	അവളുടെ അവതരണം വ്യക്തമായിരുന്നു.
press	അമർത്തുക	ബട്ടൺ ഒരിക്കൽ അമർത്തുക.
pressure	മർദ്ദം	മർദ്ദം നിങ്ങളുടെ ആരോഗ്യത്തെ ബാധിക്കാം.
pretend	നടിക്കുക	ഉറങ്ങുന്നതായി നടിക്കരുത്.
previous	മുമ്പത്തെ	മുമ്പത്തെ പാഠം എളുപ്പമായിരുന്നു.
previously	മുമ്പ്	ഞങ്ങൾ മുമ്പ് റോമിൽ താമസിച്ചിരുന്നു.
priest	പുരോഹിതൻ	പുരോഹിതൻ മൃദുവായി സംസാരിച്ചു.
primary	പ്രാഥമിക	ആരോഗ്യം നമ്മുടെ പ്രാഥമിക പരിഗണനയാണ്.
prince	രാജകുമാരൻ	രാജകുമാരൻ സ്കൂൾ സന്ദർശിച്ചു.
princess	രാജകുമാരി	രാജകുമാരി നീല വസ്ത്രം ധരിച്ചു.
printing	അച്ചടി	റിപ്പോർട്ട് അച്ചടിക്കാൻ കുറച്ച് മിനിറ്റ് എടുത്തു.
prisoner	തടവുകാരൻ	തടവുകാരൻ രാത്രിയിൽ രക്ഷപ്പെട്ടു.
private	സ്വകാര്യ	ഇത് സ്വകാര്യ സംഭാഷണമാണ്.
producer	നിർമ്മാതാവ്	നിർമ്മാതാവിന് സിനിമ ഇഷ്ടപ്പെട്ടു.
production	നിർമ്മാണം	നിർമ്മാണം അടുത്ത ആഴ്ച തുടങ്ങും.
profession	തൊഴിൽ	അധ്യാപനം ബഹുമാനിക്കപ്പെടുന്ന തൊഴിലാണ്.
profit	ലാഭം	കട ലാഭം നേടി.
promote	പ്രോത്സാഹിപ്പിക്കുക	അവർ ആരോഗ്യകരമായ ഭക്ഷണം പ്രോത്സാഹിപ്പിക്കുന്നു.
proper	ശരിയായ	മലകയറാൻ ശരിയായ ചെരുപ്പ് ധരിക്കുക.
properly	ശരിയായി	വാതിൽ ശരിയായി അടയ്ക്കുക.
property	സ്വത്ത്	അവർ നദിക്കരയ്ക്ക് സമീപം സ്വത്ത് വാങ്ങി.
protest	പ്രതിഷേധം	പ്രതിഷേധം സമാധാനത്തോടെ അവസാനിച്ചു.
proud	അഭിമാനമുള്ള	അവൾ മകനെക്കുറിച്ച് അഭിമാനപ്പെട്ടു.
prove	തെളിയിക്കുക	നിന്റെ മറുപടി തെളിയിക്കാമോ.
punish	ശിക്ഷിക്കുക	അധ്യാപകൻ അവനെ ശിക്ഷിച്ചില്ല.
punishment	ശിക്ഷ	ശിക്ഷ നീതിയുള്ളതായി തോന്നി.
qualification	യോഗ്യത	ഈ ജോലിക്ക് നിനക്ക് യോഗ്യത വേണം.
qualified	യോഗ്യതയുള്ള	അവൾ യോഗ്യതയുള്ള നഴ്സാണ്.
qualify	യോഗ്യത നേടുക	നമ്മുടെ സംഘം യോഗ്യത നേടാം.
queue	നിര	ഞങ്ങൾ നീണ്ട നിരയിൽ കാത്തുനിന്നു.
quit	നിർത്തുക	അവൻ പുകവലി നിർത്താൻ തീരുമാനിച്ചു.
quotation	ഉദ്ധരണി	ലേഖനം ഒരു ഉദ്ധരണിയോടെ തുടങ്ങുന്നു.
quote	ഉദ്ധരിക്കുക	ഞാൻ നിങ്ങളുടെ വാക്കുകൾ ഉദ്ധരിക്കാമോ.
race (people)	വംശം	ഫോം വംശത്തെക്കുറിച്ച് ചോദിക്കുന്നു.
racing	ഓട്ടമത്സരം	കുതിര ഓട്ടമത്സരം അവിടെ ജനപ്രിയമാണ്.
range	പരിധി	കട വിശാലമായ പരിധിയിലുള്ള സാധനങ്ങൾ വിൽക്കുന്നു.
rare	അപൂർവമായ	ഈ പക്ഷി അപൂർവമാണ്.
rarely	അപൂർവമായി	ഞങ്ങൾ അപൂർവമായി പുറത്തു ഭക്ഷണം കഴിക്കുന്നു.
reaction	പ്രതികരണം	അവളുടെ പ്രതികരണം എന്നെ അതിശയിപ്പിച്ചു.
reality	യാഥാർത്ഥ്യം	യാഥാർത്ഥ്യം അവന്റെ സ്വപ്നത്തിൽ നിന്ന് വ്യത്യസ്തമായിരുന്നു.
receipt	രസീത്	രസീത് സൂക്ഷിക്കുക.
recommendation	ശുപാർശ	ശുപാർശയ്ക്ക് നന്ദി.
reference	സൂചന	അവസാനത്തിൽ ഒരു സൂചന ചേർക്കുക.
reflect	പ്രതിഫലിപ്പിക്കുക	കണ്ണാടി വെളിച്ചം പ്രതിഫലിപ്പിക്കും.
regularly	ക്രമമായി	അവൾ ക്രമമായി വ്യായാമം ചെയ്യുന്നു.
reject	നിരസിക്കുക	അവർ ഓഫർ നിരസിക്കാം.
relate	ബന്ധപ്പെടുത്തുക	ആ കഥയുമായി എനിക്ക് ബന്ധപ്പെടുത്താം.
related	ബന്ധപ്പെട്ട	രണ്ട് പ്രശ്നങ്ങളും ബന്ധപ്പെട്ടതാണ്.
relation	ബന്ധം	അവരിൽ തമ്മിൽ ഒരു ബന്ധമുണ്ട്.
relative	ആപേക്ഷികം	വേഗം ആപേക്ഷികമാണ്.
relaxed	വിശ്രമമുള്ള	രാത്രിഭക്ഷണത്തിന് ശേഷം അവൻ വിശ്രമമുള്ളതായി തോന്നി.
relaxing	വിശ്രമകരമായ	സംഗീതം വിശ്രമകരമായിരുന്നു.
release	വിടുക	അവർ സിനിമ ഉടൻ പുറത്തിറക്കും.
reliable	വിശ്വസനീയമായ	ഈ ബസ് സാധാരണയായി വിശ്വസനീയമാണ്.
religion	മതം	മതം അവൾക്കു പ്രധാനമാണ്.
religious	മതപരമായ	അവർ മതപരമായ കെട്ടിടം സന്ദർശിച്ചു.
remain	തുടരുക	ദയവായി ശാന്തമായി തുടരുക.
remind	ഓർമ്മിപ്പിക്കുക	നാളെ എന്നെ ഓർമ്മിപ്പിക്കുക.
remote	ദൂരെയുള്ള	അവർ ദൂരെയുള്ള ഗ്രാമത്തിൽ താമസിക്കുന്നു.
rent	വാടക	വാടക ഇന്ന് അടയ്ക്കണം.
repeated	ആവർത്തിച്ച	ആവർത്തിച്ച തെറ്റുകൾ ജോലി മന്ദമാക്കി.
represent	പ്രതിനിധീകരിക്കുക	നക്ഷത്രം പ്രതീക്ഷയെ പ്രതിനിധീകരിക്കുന്നു.
require	ആവശ്യമാകുക	ഈ ജോലിക്ക് പരിശീലനം ആവശ്യമാകും.
reservation	റിസർവേഷൻ	ഞാൻ ഒരു റിസർവേഷൻ ചെയ്തു.
resource	വിഭവം	ഗ്രന്ഥശാല ഉപകാരപ്രദമായ വിഭവമാണ്.
respect	ബഹുമാനം	നിന്റെ സഹപാഠികളെ ബഹുമാനിക്കുക.
responsibility	ഉത്തരവാദിത്വം	കുട്ടിപരിചരണം വലിയ ഉത്തരവാദിത്വമാണ്.
responsible	ഉത്തരവാദിയായ	ടിക്കറ്റുകൾക്ക് അവൾ ഉത്തരവാദിയാണ്.
retire	വിരമിക്കുക	എന്റെ അച്ഛൻ ഉടൻ വിരമിക്കും.
retired	വിരമിച്ച	അവൻ വിരമിച്ച അധ്യാപകനാണ്.
revise	തിരുത്തുക	ഇന്ന് രാത്രി നിന്റെ ലേഖനം തിരുത്തുക.
risk	അപകടസാധ്യത	മഴയുടെ അപകടസാധ്യത ഉണ്ട്.
robot	റോബോട്ട്	റോബോട്ട് നിലം വൃത്തിയാക്കി.
roll	ഉരുട്ടുക	പന്ത് എനിക്കു നേരെ ഉരുട്ടുക.
romantic	പ്രണയപരമായ	അവർ പ്രണയപരമായ രാത്രി ഭക്ഷണം കഴിച്ചു.
rope	കയർ	കയർ മുറുകെ കെട്ടുക.
rough	കരടായ	വഴി കരടായിരുന്നു.
row1	നിര	മുന്നിലെ നിരയിൽ ഇരിക്കുക.
royal	രാജകീയ	രാജകീയ കുടുംബം എത്തി.
rugby	റഗ്ബി	ഞങ്ങൾ ടെലിവിഷനിൽ റഗ്ബി കണ്ടു.
safety	സുരക്ഷ	ജോലിസ്ഥലത്ത് സുരക്ഷ പ്രധാനമാണ്.
sailor	നാവികൻ	നാവികൻ വള്ളം നന്നാക്കി.
sample	സാമ്പിൾ	നഴ്സ് രക്തസാമ്പിൾ എടുത്തു.
sand	മണൽ	മണൽ എന്റെ ചെരുപ്പുകൾ മൂടി.
scan	സ്കാൻ ചെയ്യുക	ആദ്യം രേഖ സ്കാൻ ചെയ്യുക.
scientific	ശാസ്ത്രീയ	ഇത് ശാസ്ത്രീയ രീതിയാണ്.
script	ലിപി	നടൻ ലിപി വായിച്ചു.
sculpture	ശിൽപം	ശിൽപം പുറത്തു നിൽക്കുന്നു.
secondary	ദ്വിതീയ	ഇത് ദ്വിതീയ പ്രശ്നമാണ്.
security	സുരക്ഷാ സംഘം	സുരക്ഷാ സംഘം ഞങ്ങളുടെ ബാഗുകൾ പരിശോധിച്ചു.
seed	വിത്ത്	വിത്ത് മണ്ണിൽ നടുക.
sensible	യുക്തിസഹമായ	അത് യുക്തിസഹമായ ആശയമാണ്.
seriously	ഗൗരവമായി	ഈ പ്രശ്നം ഗൗരവമായി എടുക്കുക.
servant	ദാസൻ	ദാസൻ വാതിൽ തുറന്നു.
set (put)	വെയ്ക്കുക	ഗ്ലാസ് മേശപ്പുറത്ത് വെയ്ക്കുക.
set (group)	സെറ്റ്	ഈ സെറ്റിൽ ആറു കപ്പുകൾ ഉൾപ്പെടുന്നു.
setting	പശ്ചാത്തലം	കഥയ്ക്ക് നഗര പശ്ചാത്തലമുണ്ട്.
sex	ലിംഗം	ഫോം പ്രായവും ലിംഗവും ചോദിക്കുന്നു.
sexual	ലൈംഗിക	ക്ലാസ് ലൈംഗിക ആരോഗ്യത്തെക്കുറിച്ച് ചർച്ച ചെയ്തു.
sharp	മൂർച്ചയുള്ള	ഈ കത്തി മൂർച്ചയുള്ളതാണ്.
shelf	ഷെൽഫ്	പുസ്തകം ഷെൽഫിൽ വെക്കുക.
shell	തോട്	തോട് ശൂന്യമായിരുന്നു.
shift	ഷിഫ്റ്റ്	എന്റെ ഷിഫ്റ്റ് എട്ടിന് തുടങ്ങും.
shine	പ്രകാശിക്കുക	നക്ഷത്രങ്ങൾ രാത്രിയിൽ പ്രകാശിക്കുന്നു.
shiny	തിളങ്ങുന്ന	അവളുടെ ചെരുപ്പുകൾ തിളങ്ങുന്നതാണ്.
shoot	ചിത്രീകരിക്കുക	ഫോട്ടോഗ്രാഫർ രംഗം ചിത്രീകരിക്കും.
shy	ലജ്ജാശീലമുള്ള	അവൻ അന്യരോട് ലജ്ജാശീലമുള്ളവനാണ്.
sight	കാഴ്ച	മല മനോഹരമായ കാഴ്ചയായിരുന്നു.
signal	സിഗ്നൽ	സിഗ്നൽ ദുർബലമായിരുന്നു.
silent	നിശ്ശബ്ദമായ	മുറി നിശ്ശബ്ദമായി.
silly	മണ്ടത്തരം	അത് മണ്ടത്തരം നിറഞ്ഞ തെറ്റായിരുന്നു.
similarity	സാമ്യം	വ്യക്തമായ സാമ്യം ഉണ്ട്.
