source_headword	TE	example_TE
customer	వినియోగదారు	వినియోగదారు ఒక ప్రశ్న అడుగుతాడు.
cut	కత్తిరించు	ఆపిల్‌ను సగానికి కత్తిరించు.
dad	నాన్న	నా నాన్న పనిలో ఉన్నాడు.
dance	నృత్యం; నర్తించు	మేము రాత్రి భోజనం తర్వాత నర్తిస్తాము.
dancer	నర్తకుడు; నర్తకి	నర్తకి వేగంగా కదులుతుంది.
dancing	నృత్యం చేయడం	నృత్యం చేయడం సరదాగా ఉంటుంది.
dangerous	ప్రమాదకరమైన	ఈ రహదారి ప్రమాదకరమైనది.
dark	చీకటి; ముదురు	గది చీకటిగా ఉంది.
date	తేదీ	ఈ రోజు తేదీ ఏమిటి?
daughter	కూతురు	ఆమె కూతురికి ఆరు సంవత్సరాలు.
day	రోజు	నీకు మంచి రోజు కావాలి.
dear	ప్రియమైన	ప్రియమైన మిత్రమా, ధన్యవాదాలు.
December	డిసెంబర్	నా పుట్టినరోజు డిసెంబరులో ఉంది.
decide	నిర్ణయించు	దయచేసి ఇప్పుడే నిర్ణయించు.
delicious	రుచికరమైన	ఈ సూప్ రుచికరంగా ఉంది.
describe	వివరించు	నీ గదిని వివరించు.
description	వివరణ	చిన్న వివరణను చదువు.
design	రూపకల్పన; రూపకల్పన చేయు	నేను సరళమైన కార్డును రూపకల్పన చేస్తాను.
desk	డెస్క్; బల్ల	పుస్తకం నా డెస్క్‌పై ఉంది.
detail	వివరం	ఒక వివరము లేదు.
dialogue	సంభాషణ	ఇప్పుడు సంభాషణ చదువు.
dictionary	నిఘంటువు	తరగతిలో నిఘంటువు ఉపయోగించు.
die	చనిపో	నీరు లేకుండా పువ్వులు చనిపోతాయి.
diet	ఆహార విధానం	నా ఆహారంలో పండ్లు ఉంటాయి.
difference	తేడా	ఒక తేడా ఉంది.
different	భిన్నమైన	మాకు భిన్నమైన పేర్లు ఉన్నాయి.
difficult	కష్టమైన	ఈ ప్రశ్న కష్టమైనది.
dinner	రాత్రి భోజనం	రాత్రి భోజనం సిద్ధంగా ఉంది.
dirty	మురికి	నా చెప్పులు మురికిగా ఉన్నాయి.
discuss	చర్చించు	మేము ప్రణాళికను చర్చిస్తాము.
dish	వంటకం; పాత్ర	ఈ వంటకం వేడిగా ఉంది.
do1	చేయు; సహాయక క్రియా	నువ్వు ఏమి చేస్తావు?
doctor	వైద్యుడు	వైద్యుడు బిజీగా ఉన్నాడు.
dog	కుక్క	కుక్క బయట పరుగెడుతుంది.
dollar	డాలర్	దీనికి ఒక డాలర్ ఖర్చు అవుతుంది.
door	తలుపు	దయచేసి తలుపు మూయి.
down	కింద	ఇక్కడ కింద కూర్చో.
downstairs	కింద అంతస్తులో	వంటగది కింద అంతస్తులో ఉంది.
draw	గీయు	చిన్న ఇల్లు గీయు.
dress	దుస్తులు; డ్రెస్	ఆమె ఎరుపు దుస్తులు ధరిస్తుంది.
drink	తాగు; పానీయం	నేను నీరు తాగుతాను.
drive	నడుపు	నేను పనికి కారు నడుపుతాను.
driver	డ్రైవర్	డ్రైవర్ ఇక్కడ ఆగుతాడు.
during	సమయంలో	నేను విమాన ప్రయాణ సమయంలో నిద్రపోతాను.
DVD	డీవీడీ	ఈ డీవీడీ పాతది.
each	ప్రతి	ప్రతి పిల్లవాడికి ఒక పుస్తకం ఉంది.
ear	చెవి	నా చెవి నొప్పిగా ఉంది.
early	ముందుగా	నేను ముందుగా లేస్తాను.
east	తూర్పు	సూర్యుడు తూర్పున ఉదయిస్తాడు.
easy	సులభమైన	ఈ పరీక్ష సులభం.
eat	తిను	మేము కలిసి మధ్యాహ్న భోజనం తింటాము.
egg	గుడ్డు	నేను ఒక గుడ్డు తింటాను.
eight	ఎనిమిది	నా దగ్గర ఎనిమిది కార్డులు ఉన్నాయి.
eighteen	పద్దెనిమిది	ఆమెకు పద్దెనిమిది సంవత్సరాలు.
eighty	ఎనభై	నా తాతకు ఎనభై సంవత్సరాలు.
elephant	ఏనుగు	ఏనుగు పెద్దది.
eleven	పదకొండు	తరగతి పదకొండు గంటలకు ప్రారంభమవుతుంది.
else	మరేదైనా	నీకు మరేదైనా కావాలా?
email	ఇమెయిల్	నాకు ఇమెయిల్ పంపు.
end	ముగింపు; ముగించు	ఇది ముగింపు.
enjoy	ఆనందించు	నేను ఈ పాటను ఆనందిస్తాను.
enough	చాలు; సరిపడా	మనకు సరిపడా సమయం ఉంది.
euro	యూరో	దీనికి ఒక యూరో ఖర్చు అవుతుంది.
even	కూడా	నా తమ్ముడికి కూడా తెలుసు.
evening	సాయంత్రం	మేము ఈ సాయంత్రం కలుస్తాము.
event	కార్యక్రమం; సంఘటన	కార్యక్రమం ఈ రోజు ప్రారంభమవుతుంది.
ever	ఎప్పుడైనా	నువ్వు ఎప్పుడైనా వంట చేస్తావా?
every	ప్రతి	నేను ప్రతి రోజు చదువుతాను.
everybody	అందరూ	అందరూ ఇక్కడ ఉన్నారు.
everyone	ప్రతి ఒక్కరూ	ప్రతి ఒక్కరికీ సంగీతం ఇష్టం.
everything	అన్నీ	అన్నీ సిద్ధంగా ఉన్నాయి.
exam	పరీక్ష	పరీక్ష త్వరలో ప్రారంభమవుతుంది.
example	ఉదాహరణ	ఇది మంచి ఉదాహరణ.
excited	ఉత్సాహంగా	నేను ఈ రోజు ఉత్సాహంగా ఉన్నాను.
exciting	ఉత్సాహకరమైన	ఆట ఉత్సాహకరంగా ఉంది.
exercise	వ్యాయామం; అభ్యాసం	నేను అల్పాహారం ముందు వ్యాయామం చేస్తాను.
expensive	ఖరీదైన	ఈ కోటు ఖరీదైనది.
explain	వివరించు	దయచేసి ఈ పదాన్ని వివరించు.
extra	అదనపు	నాకు అదనపు సమయం కావాలి.
eye	కన్ను	నా కన్ను ఎర్రగా ఉంది.
face	ముఖం	నీ ముఖం కడుగు.
fact	నిజం; వాస్తవం	ఈ వాస్తవం ముఖ్యమైనది.
fall	పడు	శరదృతువులో ఆకులు పడతాయి.
false	తప్పుడు	ఆ సమాధానం తప్పుడు.
family	కుటుంబం	నా కుటుంబం చిన్నది.
famous	ప్రసిద్ధ	ఆమె ప్రసిద్ధ గాయని.
fantastic	అద్భుతమైన	సంగీత కచేరీ అద్భుతంగా ఉంది.
far	దూరం	పాఠశాల దూరంగా ఉంది.
farm	పొలం; ఫారం	వారు పొలంలో నివసిస్తారు.
farmer	రైతు	రైతు ఆహారం పెంచుతాడు.
fast	వేగమైన	ఈ రైలు వేగంగా ఉంది.
fat	లావైన	పిల్లి లావుగా ఉంది.
father	తండ్రి	నా తండ్రి పొడవుగా ఉన్నాడు.
favourite	ఇష్టమైన	ఇది నాకు ఇష్టమైన పాట.
February	ఫిబ్రవరి	ఇక్కడ ఫిబ్రవరి చల్లగా ఉంటుంది.
feel	అనిపించు; అనుభవించు	నాకు సంతోషంగా అనిపిస్తుంది.
feeling	భావన	ఆ భావన నాకు తెలుసు.
festival	పండుగ	పండుగ రేపు ప్రారంభమవుతుంది.
few	కొన్ని; కొద్దిగా	కొన్ని విద్యార్థులు ఇక్కడ ఉన్నారు.
fifteen	పదిహేను	నాకు పదిహేను సంవత్సరాలు.
fifth	ఐదవ	ఇది ఐదవ పాఠం.
fifty	యాభై	నా అమ్మకు యాభై సంవత్సరాలు.
fill	నింపు	కప్పులో నీరు నింపు.
film	సినిమా	మేము సినిమా చూస్తాము.
final	చివరి	ఇది చివరి ప్రశ్న.
find	కనుగొను	నేను నా తాళాలు కనుగొంటాను.
fine	బాగుంది	నేను ఇప్పుడు బాగున్నాను.
finish	ముగించు	నీ హోంవర్క్ ముగించు.
fire	మంట	మంట వేడిగా ఉంది.
first	మొదటి	ఆమె వరుసలో మొదటిది.
fish	చేప	నేను రాత్రి భోజనానికి చేప తింటాను.
five	ఐదు	నా దగ్గర ఐదు పుస్తకాలు ఉన్నాయి.
flat	అపార్ట్‌మెంట్	నా అపార్ట్‌మెంట్ చిన్నది.
flight	విమాన ప్రయాణం	విమాన ప్రయాణం ఆలస్యంగా ఉంది.
floor	నేల; అంతస్తు	బ్యాగ్ నేలపై ఉంది.
flower	పువ్వు	ఈ పువ్వు పసుపు రంగులో ఉంది.
fly	ఎగురు	పక్షులు ఆకాశంలో ఎగురుతాయి.
follow	అనుసరించు	దయచేసి నన్ను అనుసరించు.
food	ఆహారం	ఆహారం సిద్ధంగా ఉంది.
foot	పాదం	నా పాదం నొప్పిగా ఉంది.
football	ఫుట్‌బాల్	మేము ఈ రోజు ఫుట్‌బాల్ ఆడుతాము.
for	కోసం	ఈ బహుమతి నీ కోసం.
forget	మర్చిపో	నీ తాళాలు మర్చిపోవద్దు.
form	ఫారం; రూపం	ఫారం పూరించు.
forty	నలభై	నా తండ్రికి నలభై సంవత్సరాలు.
four	నాలుగు	నేను నాలుగు పక్షులను చూస్తాను.
fourteen	పద్నాలుగు	ఆమెకు పద్నాలుగు సంవత్సరాలు.
fourth	నాలుగవ	ఇది నాలుగవ అంతస్తు.
free	ఉచిత; స్వేచ్ఛగా	టికెట్ ఉచితం.
Friday	శుక్రవారం	మేము శుక్రవారం కలుస్తాము.
friend	స్నేహితుడు	నా స్నేహితుడు ఇక్కడ ఉన్నాడు.
friendly	స్నేహపూర్వక	ఉపాధ్యాయుడు స్నేహపూర్వకంగా ఉన్నాడు.
from	నుండి	నేను ఇక్కడి నుండి వచ్చాను.
front	ముందు	ముందు నిలబడు.
fruit	పండు	నేను ప్రతి రోజు పండు తింటాను.
full	నిండిన	సీసా నిండుగా ఉంది.
fun	సరదా	ఈ ఆట సరదాగా ఉంది.
funny	హాస్యమైన	సినిమా హాస్యంగా ఉంది.
future	భవిష్యత్తు	నీ భవిష్యత్తు గురించి ఆలోచించు.
game	ఆట	ఆట ఇప్పుడు ప్రారంభమవుతుంది.
garden	తోట	తోట అందంగా ఉంది.
geography	భూగోళ శాస్త్రం	నేను పాఠశాలలో భూగోళ శాస్త్రం చదువుతాను.
get	పొందు; చేరుకో	నేను ఆరు గంటలకు ఇంటికి చేరుకుంటాను.
girl	అమ్మాయి	అమ్మాయి చిరునవ్వుతుంది.
girlfriend	ప్రేయసి	అతని ప్రేయసి దయగలది.
give	ఇవ్వు	నాకు పుస్తకం ఇవ్వు.
glass	గ్లాస్	నేను గ్లాస్ నుండి తాగుతాను.
go	వెళ్లు	మేము ఇప్పుడు ఇంటికి వెళ్తాము.
good	మంచి	ఈ కాఫీ మంచిది.
goodbye	వీడ్కోలు	వీడ్కోలు, రేపు కలుద్దాం.
grandfather	తాత	నా తాత వృద్ధుడు.
grandmother	అమ్మమ్మ	నా అమ్మమ్మ సూప్ చేస్తుంది.
grandparent	తాత లేదా అమ్మమ్మ	ఒక తాత లేదా అమ్మమ్మ మాతో నివసిస్తారు.
great	గొప్ప; అద్భుతమైన	ఇది గొప్ప ఆలోచన.
green	ఆకుపచ్చ	తలుపు ఆకుపచ్చగా ఉంది.
grey	బూడిద రంగు	ఆకాశం బూడిద రంగులో ఉంది.
group	గుంపు	చిన్న గుంపులో పని చేయు.
grow	పెరుగుట; పెంచు	మొక్కలు తోటలో పెరుగుతాయి.
guess	ఊహించు	సమాధానం ఊహించు.
guitar	గిటార్	అతను గిటార్ వాయిస్తాడు.
gym	వ్యాయామశాల	నేను వ్యాయామశాలకు వెళ్తాను.
hair	జుట్టు	ఆమె జుట్టు పొడవుగా ఉంది.
half	సగం	కేక్‌ను సగానికి కోయి.
hand	చేతి	నీ చెయ్యి పైకి ఎత్తు.
happen	జరుగు	తర్వాత ఏమి జరుగుతుంది?
happy	సంతోషంగా	నేను ఈ రోజు సంతోషంగా ఉన్నాను.
hard	గట్టి; కష్టం	ఈ కుర్చీ గట్టిగా ఉంది.
hat	టోపీ	నా టోపీ నల్లగా ఉంది.
hate	ద్వేషించు	నాకు చల్లని టీ ఇష్టం లేదు.
have	ఉండు; కలిగి ఉండు	నా దగ్గర కారు ఉంది.
have to modal	తప్పనిసరి; చేయాలి	నేను చదవాలి.
he	అతను	అతను నా అన్నయ్య.
head	తల	నా తల నొప్పిగా ఉంది.
health	ఆరోగ్యం	మంచి ఆహారం ఆరోగ్యానికి సహాయం చేస్తుంది.
healthy	ఆరోగ్యకరమైన	ఈ భోజనం ఆరోగ్యకరమైనది.
hear	విను	నేను సంగీతం వింటాను.
hello	నమస్కారం	నమస్కారం, నిన్ను కలవడం ఆనందంగా ఉంది.
help	సహాయం; సహాయం చేయు	దయచేసి నాకు సహాయం చేయు.
her	ఆమెను; ఆమెది	ఇది ఆమె బ్యాగ్.
here	ఇక్కడ	ఇప్పుడు ఇక్కడికి రా.
hey	హే	హే, నన్ను వేచి ఉండు.
hi	హాయ్	హాయ్, నువ్వు ఎలా ఉన్నావు?
high	ఎత్తైన; ఎక్కువ	గోడ ఎత్తుగా ఉంది.
him	అతన్ని	నేను అతన్ని తెలుసు.
his	అతని	అతని కోటు నీలంగా ఉంది.
history	చరిత్ర	నేను చరిత్ర చదువుతాను.
hobby	అభిరుచి	చదవడం నా అభిరుచి.
holiday	సెలవు	మేము జూలైలో సెలవు తీసుకుంటాము.
home	ఇల్లు	నేను ఇంట్లో ఉన్నాను.
homework	హోంవర్క్	ఈ రాత్రి నీ హోంవర్క్ చేయు.
hope	ఆశించు	నువ్వు వస్తావని నేను ఆశిస్తున్నాను.
horse	గుర్రం	గుర్రం వేగంగా పరుగెడుతుంది.
hospital	ఆసుపత్రి	ఆసుపత్రి ఇక్కడ దగ్గరగా ఉంది.
hot	వేడి	సూప్ వేడిగా ఉంది.
hotel	హోటల్	హోటల్ శుభ్రంగా ఉంది.
hour	గంట	ఒక గంట వేచి ఉండు.
house	ఇల్లు	ఈ ఇల్లు పాతది.
how	ఎలా	నువ్వు ఎలా ఉన్నావు?
however	అయితే	అయితే, నేను ఇక్కడ ఉండగలను.
hundred	వంద	వంద మంది వచ్చారు.
hungry	ఆకలితో	నాకు ఆకలిగా ఉంది.
husband	భర్త	ఆమె భర్త వైద్యుడు.
I	నేను	నాకు టీ ఇష్టం.
ice	మంచు	మంచు చల్లగా ఉంది.
ice cream	ఐస్‌క్రీమ్	నాకు ఐస్‌క్రీమ్ కావాలి.
idea	ఆలోచన	అది మంచి ఆలోచన.
if	ఒకవేళ	నీకు సహాయం కావాలంటే నాకు కాల్ చేయు.
imagine	ఊహించు	ఒక చిన్న ఇల్లు ఊహించు.
important	ముఖ్యమైన	ఈ పాఠం ముఖ్యమైనది.
improve	మెరుగుపరచు	నేను మెరుగుపడాలని కోరుకుంటాను.
in	లో; లోపల	తాళాలు నా బ్యాగులో ఉన్నాయి.
include	చేర్చు	దయచేసి నీ పేరును చేర్చు.
information	సమాచారం	నాకు మరింత సమాచారం కావాలి.
interest	ఆసక్తి	ఆమెకు కళలో ఆసక్తి ఉంది.
interested	ఆసక్తి కలిగిన	నాకు సంగీతంలో ఆసక్తి ఉంది.
interesting	ఆసక్తికరమైన	ఈ పుస్తకం ఆసక్తికరంగా ఉంది.
internet	ఇంటర్నెట్	ఇంటర్నెట్ నెమ్మదిగా ఉంది.
interview	ఇంటర్వ్యూ	నాకు ఈ రోజు ఇంటర్వ్యూ ఉంది.
into	లోపలికి	పుస్తకాలను బ్యాగులోపల పెట్టు.
introduce	పరిచయం చేయు	దయచేసి నీ స్నేహితుడిని పరిచయం చేయు.
island	దీవి	ఈ దీవి చిన్నది.
it	అది	అది చల్లగా ఉంది.
its	దాని	కుక్కకు దాని మంచం ఇష్టం.
jacket	జాకెట్	నా జాకెట్ కొత్తది.
January	జనవరి	జనవరి మొదటి నెల.
jeans	జీన్స్	నా జీన్స్ నీలంగా ఉన్నాయి.
job	ఉద్యోగం	నాకు కొత్త ఉద్యోగం కావాలి.
join	చేరు	ఈ రోజు మా తరగతిలో చేరు.
journey	ప్రయాణం	ప్రయాణం పొడవుగా ఉంది.
juice	రసం	నేను నారింజ రసం తాగుతాను.
July	జూలై	మేము జూలైలో ప్రయాణిస్తాము.
June	జూన్	పాఠశాల జూన్‌లో ముగుస్తుంది.
just	కేవలం; ఇప్పుడే	నాకు కేవలం నీరు కావాలి.
keep	ఉంచు	ఈ తాళం ఉంచు.
key	తాళం చెవి	నా తాళం చెవి పోయింది.
kilometre	కిలోమీటర్	ఒక కిలోమీటర్ నడువు.
kind (type)	రకం	నీకు ఏ రకం సంగీతం ఇష్టం?
kitchen	వంటగది	వంటగది శుభ్రంగా ఉంది.
know	తెలుసు	నాకు సమాధానం తెలుసు.
land	భూమి	విమానం భూమిపై ఉంది.
language	భాష	ఆంగ్లం ఒక భాష.
large	పెద్ద	ఈ గది పెద్దది.
last1 (final)	చివరి	ఇది చివరి పేజీ.
late	ఆలస్యమైన	బస్ ఆలస్యంగా ఉంది.
later	తర్వాత	తర్వాత కలుద్దాం.
laugh	నవ్వు	మేము కలిసి నవ్వుతాము.
learn	నేర్చుకో	నేను ఆంగ్లం నేర్చుకుంటాను.
leave	విడిచిపెట్టు; వెళ్లు	తలుపు తెరిచి ఉంచు.
left	ఎడమ	ఇక్కడ ఎడమవైపు తిరుగు.
leg	కాలు	నా కాలు నొప్పిగా ఉంది.
lesson	పాఠం	పాఠం ఇప్పుడు ప్రారంభమవుతుంది.
let	అనుమతించు	నాకు నీకు సహాయం చేయడానికి అనుమతించు.
letter	లేఖ; అక్షరం	నేను లేఖ రాస్తాను.
library	గ్రంథాలయం	గ్రంథాలయం తొమ్మిదికి తెరుస్తుంది.
lie1	పడుకో	దయచేసి మంచంపై పడుకో.
life	జీవితం	నగర జీవితం బిజీగా ఉంటుంది.
like (similar)	లాగా	అది ఒక ఆటలాగా ఉంది.
like (find sb/sth pleasant)	ఇష్టం	నాకు ఈ పాట ఇష్టం.
line	వరుస; గీత	వరుసలో నిలబడు.
lion	సింహం	సింహం నిద్రపోతుంది.
list	జాబితా	కొనుగోలు జాబితా తయారు చేయు.
listen	విను	ఉపాధ్యాయుడిని విను.
little	చిన్న; కొద్దిగా	నా దగ్గర కొద్దిగా డబ్బు ఉంది.
live1	నివసించు	నేను పాఠశాల దగ్గర నివసిస్తాను.
local	స్థానిక	ఇది స్థానిక దుకాణం.
long1	పొడవైన	రహదారి పొడవుగా ఉంది.
look	చూడు	చిత్రాన్ని చూడు.
lose	కోల్పో	నీ టికెట్ కోల్పోవద్దు.
lot	చాలా	నాకు చాలా హోంవర్క్ ఉంది.
love	ప్రేమ; ప్రేమించు	నేను నా కుటుంబాన్ని ప్రేమిస్తాను.
lunch	మధ్యాహ్న భోజనం	మధ్యాహ్న భోజనం సిద్ధంగా ఉంది.
