source_headword	TE	example_TE
audience	ప్రేక్షకులు	ప్రేక్షకులు నిశ్శబ్దంగా ఉన్నారు.
author	రచయిత	రచయిత ఈ పుస్తకం రాశాడు.
available	అందుబాటులో ఉన్న	ఆహారం ఇప్పుడు అందుబాటులో ఉంది.
average	సగటు	సగటు మార్కు బాగుంది.
avoid	తప్పించు	రద్దీ రహదారిని తప్పించు.
award	పురస్కారం	ఆమె ఒక పురస్కారం గెలుచుకుంది.
awful	చాలా చెడ్డ	వాతావరణం చాలా చెడ్డగా ఉంది.
background	నేపథ్యం	చిత్రానికి చీకటి నేపథ్యం ఉంది.
badly	చెడుగా	అతను ఈ రోజు చెడుగా ఆడాడు.
bar	బార్	మేము హోటల్ బార్‌లో కలిశాము.
baseball	బేస్‌బాల్	బేస్‌బాల్ ఇక్కడ ప్రసిద్ధి చెందింది.
based	ఆధారిత	సినిమా ఒక పుస్తకంపై ఆధారపడి ఉంది.
basketball	బాస్కెట్‌బాల్	మేము పాఠశాల తర్వాత బాస్కెట్‌బాల్ ఆడుతాము.
bean	బీన్	ఈ బీన్ పచ్చగా ఉంది.
bear (animal)	ఎలుగుబంటి	ఒక ఎలుగుబంటి అడవిలో జీవిస్తుంది.
beat	ఓడించు; కొట్టు	మా జట్టు వారిని ఓడించగలదు.
beef	గొడ్డు మాంసం	నేను రాత్రి భోజనానికి గొడ్డు మాంసం తిన్నాను.
behave	ప్రవర్తించు	దయచేసి తరగతిలో బాగా ప్రవర్తించు.
behaviour	ప్రవర్తన	అతని ప్రవర్తన మర్యాదగా ఉంది.
belong	చెందు	ఈ చెప్పులు నాకే చెందుతాయి.
belt	బెల్ట్	అతని బెల్ట్ నల్లగా ఉంది.
benefit	లాభం	వ్యాయామానికి నిజమైన లాభం ఉంది.
billion	బిలియన్	బిలియన్ చాలా పెద్ద సంఖ్య.
bin	చెత్త బుట్ట	కాగితాన్ని చెత్త బుట్టలో వేయు.
biology	జీవశాస్త్రం	జీవశాస్త్రం నా ఉత్తమ తరగతి.
birth	పుట్టుక	ఆమె పుట్టుక మే నెలలో జరిగింది.
biscuit	బిస్కెట్	ఆమె ఒక బిస్కెట్ తింటుంది.
bit	కొంచెం	నాకు ఇంకొంచెం సమయం కావాలి.
blank	ఖాళీ	ఖాళీలో నీ పేరు రాయు.
blood	రక్తం	రక్తం ఎరుపుగా ఉంటుంది.
blow	వీచు	గాలి బలంగా వీచవచ్చు.
board	బోర్డు	దాన్ని బోర్డుపై రాయు.
boil	మరిగించు	ముందుగా నీటిని మరిగించు.
bone	ఎముక	కుక్క దగ్గర ఒక ఎముక ఉంది.
borrow	అప్పుగా తీసుకో	నేను నీ పెన్ను అప్పుగా తీసుకోవచ్చా?
boss	మేనేజర్	నా మేనేజర్ స్నేహపూర్వకంగా ఉంటాడు.
bottom	కింద భాగం	కింద భాగంలో సంతకం చేయు.
bowl	గిన్నె	గిన్నె నిండిపోయింది.
brain	మెదడు	నీ మెదడుకు విశ్రాంతి అవసరం.
bridge	వంతెన	వంతెన పాతది.
bright	ప్రకాశవంతమైన	గది ప్రకాశవంతంగా ఉంది.
brilliant	అద్భుతమైన	ఆ ఆలోచన అద్భుతంగా ఉంది.
broken	విరిగిన	కుర్చీ విరిగిపోయింది.
brush	బ్రష్ చేయు	ఇప్పుడు నీ పళ్లను బ్రష్ చేయు.
burn	కాల్చు	రొట్టెను కాల్చవద్దు.
businessman	వ్యాపారవేత్త	వ్యాపారవేత్త త్వరగా వచ్చాడు.
button	బటన్	ఎరుపు బటన్ నొక్కు.
camp	శిబిరం	మేము సరస్సు దగ్గర శిబిరం వేస్తాము.
camping	శిబిరం వేయడం	వేసవిలో శిబిరం వేయడం సరదాగా ఉంటుంది.
can2	డబ్బా	డబ్బాను జాగ్రత్తగా తెరువు.
care	జాగ్రత్త	నీ ఆరోగ్యాన్ని జాగ్రత్తగా చూసుకో.
careful	జాగ్రత్తగల	మెట్లపై జాగ్రత్తగా ఉండు.
carefully	జాగ్రత్తగా	ప్రశ్నను జాగ్రత్తగా చదువు.
carpet	కార్పెట్	కార్పెట్ మృదువుగా ఉంది.
cartoon	కార్టూన్	ఈ కార్టూన్ నవ్విస్తుంది.
case	కేసు; పెట్టె	దాన్ని పెట్టెలో పెట్టు.
cash	నగదు	నేను నగదుగా చెల్లించాను.
castle	కోట	కోట చాలా పాతది.
catch	పట్టుకో	ఇప్పుడు బంతిని పట్టుకో.
cause	కారణం; కలిగించు	వర్షం సమస్యలను కలిగించవచ్చు.
celebrate	జరుపుకో	మేము నా పుట్టినరోజును జరుపుకుంటాము.
celebrity	ప్రసిద్ధ వ్యక్తి	ప్రసిద్ధ వ్యక్తి చాలా దయగా ఉన్నాడు.
certain	నిశ్చయమైన	దీనిపై నాకు నిశ్చయం ఉంది.
certainly	నిశ్చయంగా	నేను నిశ్చయంగా సహాయం చేస్తాను.
chance	అవకాశం	నీకు ఒక అవకాశం ఉంది.
character	పాత్ర	ఈ పాత్ర ధైర్యంగా ఉంది.
charity	దాతృత్వ సంస్థ	దాతృత్వ సంస్థ పిల్లలకు సహాయం చేస్తుంది.
chat	మాట్లాడు	మేము తరగతి తర్వాత మాట్లాడుతాము.
chef	వంటవాడు	వంటవాడు సూప్ చేశాడు.
chemistry	రసాయన శాస్త్రం	రసాయన శాస్త్రం నాకు కష్టంగా ఉంది.
chip	చిప్	ఈ చిప్ ఉప్పుగా ఉంది.
choice	ఎంపిక	ఈ ఎంపిక ముఖ్యమైనది.
church	చర్చి	చర్చి ఇక్కడ దగ్గరలో ఉంది.
cigarette	సిగరెట్	సిగరెట్ ఆరోగ్యానికి చెడు.
circle	వృత్తం	ఇక్కడ ఒక వృత్తం గీయు.
classical	శాస్త్రీయ	నాకు శాస్త్రీయ సంగీతం ఇష్టం.
clear	స్పష్టమైన	సమాధానం స్పష్టంగా ఉంది.
clearly	స్పష్టంగా	దయచేసి స్పష్టంగా మాట్లాడు.
clever	తెలివైన	ఆమె తెలివైన పిల్ల.
climate	వాతావరణం	వాతావరణం మారుతోంది.
close2	దగ్గరగా	నా పాఠశాల ఇంటికి దగ్గరగా ఉంది.
closed	మూసిన	దుకాణం మూసి ఉంది.
clothing	దుస్తులు	వెచ్చని దుస్తులు ఉపయోగపడతాయి.
cloud	మేఘం	ఒక మేఘం సూర్యుడిని కప్పుతోంది.
coach	శిక్షకుడు	శిక్షకుడు జట్టుకు సహాయం చేశాడు.
coast	తీరం	మేము తీరం వెంట వెళ్లాము.
code	కోడ్	కోడ్‌ను ఇక్కడ నమోదు చేయు.
colleague	సహోద్యోగి	నా సహోద్యోగి నాకు ఫోన్ చేశాడు.
collect	సేకరించు	నేను పాత కార్డులను సేకరిస్తాను.
column	నిలువు వరుస	మొదటి నిలువు వరుసను చదువు.
comedy	హాస్యం	ఈ హాస్యం సరదాగా ఉంది.
comfortable	సౌకర్యమైన	ఈ కుర్చీ సౌకర్యంగా ఉంది.
comment	వ్యాఖ్య	కింద ఒక వ్యాఖ్య పెట్టు.
communicate	సంప్రదించు	మేము ఇమెయిల్ ద్వారా సంప్రదిస్తాము.
community	సమాజం	మా సమాజం స్నేహపూర్వకంగా ఉంది.
compete	పోటీ పడు	వారు ప్రతి సంవత్సరం పోటీ పడతారు.
competition	పోటీ	పోటీ రేపు ప్రారంభమవుతుంది.
complain	ఫిర్యాదు చేయు	మళ్లీ ఫిర్యాదు చేయవద్దు.
completely	పూర్తిగా	నేను నీతో పూర్తిగా అంగీకరిస్తాను.
condition	స్థితి	కారు మంచి స్థితిలో ఉంది.
conference	సదస్సు	సదస్సు తొమ్మిది గంటలకు ప్రారంభమవుతుంది.
connect	కలుపు	ఫోన్‌ను కంప్యూటర్‌కు కలుపు.
connected	కలిసిన	రెండు ఆలోచనలు కలిసున్నాయి.
consider	పరిగణించు	దయచేసి నా ఆలోచనను పరిగణించు.
contain	కలిగి ఉండు	ఈ పెట్టెలో పుస్తకాలు ఉన్నాయి.
context	సందర్భం	సందర్భం నీకు అర్థం చేసుకోవడానికి సహాయపడుతుంది.
continent	ఖండం	ఒక ఖండం చాలా పెద్దది.
continue	కొనసాగించు	దయచేసి చదవడం కొనసాగించు.
control	నియంత్రణ	వేగాన్ని జాగ్రత్తగా నియంత్రించు.
cooker	స్టవ్	స్టవ్ శుభ్రంగా ఉంది.
copy	నకలు	నాకు ఒక నకలు చేయు.
corner	మూల	మూలలో కూర్చో.
correctly	సరిగ్గా	సమాధానాన్ని సరిగ్గా రాయు.
count	లెక్కించు	పుస్తకాలను లెక్కించు.
couple	జంట	జంట త్వరగా వచ్చింది.
cover	కప్పు	గిన్నెను కప్పు.
crazy	పిచ్చి	ఈ ఆలోచన పిచ్చిగా అనిపిస్తోంది.
creative	సృజనాత్మక	ఆమెకు సృజనాత్మక ఆలోచన ఉంది.
credit	క్రెడిట్	నేను క్రెడిట్ కార్డుతో చెల్లించాను.
crime	నేరం	నేరం ఒక తీవ్రమైన సమస్య.
criminal	నేరస్థుడు	నేరస్థుడు త్వరగా వెళ్లిపోయాడు.
cross	దాటు	రోడ్డును జాగ్రత్తగా దాటు.
crowd	గుంపు	ఒక గుంపు బయట వేచి ఉంది.
crowded	రద్దీగా ఉన్న	రైలు రద్దీగా ఉంది.
cry	ఏడు	ఇప్పుడు ఏడవవద్దు.
cupboard	అల్మరా	కప్పులు అల్మరాలో ఉన్నాయి.
curly	గిరజాల	ఆమెకు గిరజాల జుట్టు ఉంది.
cycle	సైకిల్ తొక్కు	నేను పాఠశాలకు సైకిల్ తొక్కుతాను.
daily	రోజువారీ	నేను వార్తలను రోజువారీ చదువుతాను.
danger	ప్రమాదం	గుర్తు ప్రమాదాన్ని చూపుతోంది.
data	డేటా	డేటా ఉపయోగకరంగా ఉంది.
dead	చనిపోయిన	మొక్క చనిపోయింది.
deal	ఒప్పందం; మంచి ధర	ఇది మంచి ధర.
death	మరణం	మరణం కష్టమైన విషయం.
decision	నిర్ణయం	ఈ రోజే నిర్ణయం తీసుకో.
deep	లోతైన	నీరు లోతుగా ఉంది.
definitely	ఖచ్చితంగా	నాకు ఖచ్చితంగా టీ కావాలి.
degree	డిగ్రీ	నా డిగ్రీ చరిత్రలో ఉంది.
dentist	దంత వైద్యుడు	దంత వైద్యుడు నా పళ్లను చూశాడు.
department	విభాగం	చెప్పుల విభాగం పై అంతస్తులో ఉంది.
depend	ఆధారపడు	అది వాతావరణంపై ఆధారపడుతుంది.
desert	ఎడారి	ఎడారి చాలా పొడిగా ఉంది.
designer	రూపకర్త	రూపకర్త ఈ దుస్తును చేశాడు.
destroy	నాశనం చేయు	ఫైల్‌ను నాశనం చేయవద్దు.
detective	గూఢచారి	గూఢచారి తాళం చెవిని కనుగొన్నాడు.
develop	అభివృద్ధి చేయు	వారు కొత్త యాప్‌ను అభివృద్ధి చేస్తున్నారు.
device	పరికరం	ఈ పరికరం ఉపయోగకరంగా ఉంది.
diary	డైరీ	ఆమె తన డైరీలో రాస్తుంది.
differently	వేరుగా	మేము దాన్ని వేరుగా చేస్తాము.
digital	డిజిటల్	ఇది డిజిటల్ కెమెరా.
direct	నేరుగా	నేరుగా వెళ్లే రైలు తీసుకో.
direction	దిశ	ఈ దిశలో నడువు.
director	దర్శకుడు	దర్శకుడు సినిమాను ఇష్టపడ్డాడు.
disagree	అంగీకరించకపోవు	ఆ ఆలోచనతో నేను అంగీకరించను.
disappear	మాయమవు	సూర్యుడు త్వరలో మాయమవుతాడు.
disaster	విపత్తు	తుఫాను ఒక విపత్తు.
discover	కనుగొను	వారు కొత్త దీవిని కనుగొంటారు.
discovery	కనుగొనిక	ఆ కనుగొనిక విజ్ఞానాన్ని మార్చింది.
discussion	చర్చ	చర్చ త్వరగా ముగిసింది.
disease	వ్యాధి	ఈ వ్యాధి తీవ్రమైనది.
distance	దూరం	దూరం తక్కువగా ఉంది.
divorced	విడాకులు పొందిన	ఆమె తల్లిదండ్రులు విడాకులు పొందారు.
document	పత్రం	ఈ పత్రాన్ని ఇప్పుడు సేవ్ చేయు.
double	రెట్టు	నాకు రెట్టు గది కావాలి.
download	డౌన్‌లోడ్ చేయు	ఈ రోజే యాప్‌ను డౌన్‌లోడ్ చేయు.
drama	నాటకం	నాటకం ఈ రాత్రి ప్రారంభమవుతుంది.
drawing	చిత్రం వేయడం	ఆమె చిత్రం వేయడం అందంగా ఉంది.
dream	కల	నాకు ఒక విచిత్రమైన కల వచ్చింది.
driving	వాహనం నడపడం	రాత్రి వాహనం నడపడం కష్టం.
drop	కింద పడవేయు	గాజును కింద పడవేయవద్దు.
drug	మందు	మందు అతనికి సహాయం చేసింది.
dry	పొడి	తువాలు పొడిగా ఉంది.
earn	సంపాదించు	నేను పనిలో డబ్బు సంపాదిస్తాను.
earth	భూమి	భూమి గుండ్రంగా ఉంది.
easily	సులభంగా	ఆమె సులభంగా నేర్చుకుంటుంది.
education	విద్య	విద్య ముఖ్యమైనది.
effect	ప్రభావం	ప్రభావం స్పష్టంగా ఉంది.
either	ఏదైనా	ఏ సమాధానమైనా సరే.
electric	విద్యుత్	ఈ కారు విద్యుత్‌తో నడుస్తుంది.
electrical	విద్యుత్ సంబంధిత	విద్యుత్ వ్యవస్థ సురక్షితంగా ఉంది.
electricity	విద్యుత్తు	ఇక్కడ విద్యుత్తు ఖరీదైనది.
electronic	ఎలక్ట్రానిక్	ఈ ఎలక్ట్రానిక్ టికెట్ పనిచేస్తుంది.
employ	ఉద్యోగంలో పెట్టు	వారు ఐదుగురిని ఉద్యోగంలో పెడతారు.
employee	ఉద్యోగి	ఉద్యోగి కష్టపడి పనిచేస్తాడు.
employer	యజమాని	నా యజమాని న్యాయంగా ఉంటాడు.
empty	ఖాళీ	గది ఖాళీగా ఉంది.
ending	ముగింపు	ముగింపు ఆశ్చర్యంగా ఉంది.
energy	శక్తి	ఈ రోజు నాకు శక్తి లేదు.
engine	ఇంజిన్	ఇంజిన్ శబ్దంగా ఉంది.
engineer	ఇంజినీర్	ఇంజినీర్ వంతెనను బాగు చేశాడు.
enormous	భారీ	భవనం భారీగా ఉంది.
enter	ప్రవేశించు	గదిలోకి నిశ్శబ్దంగా ప్రవేశించు.
environment	పర్యావరణం	పర్యావరణాన్ని రక్షించు.
equipment	పరికరాలు	ఈ పరికరాలు ఖరీదైనవి.
error	పొరపాటు	నేను ఒక పొరపాటు కనుగొన్నాను.
especially	ప్రత్యేకంగా	నాకు ఈ పాట ప్రత్యేకంగా ఇష్టం.
essay	వ్యాసం	ఈ రాత్రి ఒక వ్యాసం రాయు.
everyday	దైనందిన	ఇది దైనందిన ఆంగ్లం.
everywhere	ప్రతి చోట	పూలు ప్రతి చోట పెరుగుతాయి.
evidence	సాక్ష్యం	సాక్ష్యం స్పష్టంగా ఉంది.
exact	ఖచ్చితమైన	ఖచ్చితమైన సంఖ్యను ఇవ్వు.
exactly	ఖచ్చితంగా	అది ఖచ్చితంగా సరైనది.
excellent	అద్భుతమైన	నీ పని అద్భుతంగా ఉంది.
except	తప్ప	నన్ను తప్ప అందరూ వచ్చారు.
exist	ఉండు	ఈ చిరునామా ఉందా?
expect	ఆశించు	నేను రేపు వర్షం ఆశిస్తున్నాను.
experience	అనుభవం	నాకు పిల్లలతో అనుభవం ఉంది.
experiment	ప్రయోగం	ప్రయోగం బాగా పనిచేసింది.
expert	నిపుణుడు	సహాయం కోసం నిపుణుడిని అడుగు.
explanation	వివరణ	ఆమె వివరణ స్పష్టంగా ఉంది.
express	వ్యక్తం చేయు	దయచేసి నీ అభిప్రాయాన్ని వ్యక్తం చేయు.
expression	వ్యక్తీకరణ	ఈ వ్యక్తీకరణ సాధారణమైనది.
extreme	తీవ్రమైన	వేడి తీవ్రముగా ఉంది.
extremely	చాలా	ఇది చాలా చల్లగా ఉంది.
factor	కారణం	ఖర్చు ఒక కారణం.
factory	కర్మాగారం	కర్మాగారం ఐదు గంటలకు మూసివేస్తుంది.
fail	విఫలమవు	నేను విఫలమవలేదు.
fair	న్యాయమైన	ధర న్యాయంగా ఉంది.
fan	విసనకర్ర; ఫ్యాన్	ఫ్యాన్ ఆన్ చేయు.
farming	వ్యవసాయం	వ్యవసాయం కష్టమైన పని.
fashion	ఫ్యాషన్	ఫ్యాషన్ ప్రతి సంవత్సరం మారుతుంది.
fear	భయం	భయం ప్రజలను ఆపవచ్చు.
feature	లక్షణం	ఈ ఫోన్‌లో ఉపయోగకరమైన లక్షణం ఉంది.
feed	ఆహారం పెట్టు	ఇప్పుడు పిల్లికి ఆహారం పెట్టు.
female	ఆడ	ఆడ క్రీడాకారిణి గెలిచింది.
fiction	కల్పిత సాహిత్యం	ఆమె రాత్రి కల్పిత సాహిత్యం చదువుతుంది.
field	పొలం	పొలం పచ్చగా ఉంది.
fight	పోరాడు	వారు చాలా ఎక్కువగా పోరాడతారు.
figure	బొమ్మ; ఆకారం	బొమ్మను చూడు.
finally	చివరకు	మేము చివరకు ఇంటికి చేరుకున్నాము.
finger	వేలు	నా వేలు నొప్పిగా ఉంది.
firstly	మొదట	మొదట, ప్రశ్నను చదువు.
fishing	చేపల వేట	చేపల వేట ఇక్కడ ప్రసిద్ధి చెందింది.
fit	సరిపోవు	ఈ చెప్పులు బాగా సరిపోతాయి.
fix	బాగు చేయు	విరిగిన కుర్చీని బాగు చేయు.
flu	ఫ్లూ	నాకు ఫ్లూ ఉంది.
flying	ఎగరడం	ఎగరడం వేగంగా ఉంటుంది.
focus	దృష్టి పెట్టు	ఈ పనిపై దృష్టి పెట్టు.
following	క్రింది	క్రింది వాక్యాన్ని చదువు.
foreign	విదేశీ	ఆమె విదేశీ భాష మాట్లాడుతుంది.
forest	అడవి	అడవి నిశ్శబ్దంగా ఉంది.
fork	ఫోర్క్	ఫోర్క్ ఉపయోగించు.
formal	అధికారిక	ఈ లేఖ అధికారికంగా ఉంది.
fortunately	అదృష్టవశాత్తూ	అదృష్టవశాత్తూ, ఎవరూ గాయపడలేదు.
forward	ముందుకు	నెమ్మదిగా ముందుకు కదులు.
fresh	తాజా	రొట్టె తాజాగా ఉంది.
