source_headword	LO	example_LO
resolve	ແກ້ໄຂ	ພວກເຂົາເຈົ້າໄດ້ແກ້ໄຂຂໍ້ຂັດແຍ່ງຢ່າງສັນຕິ.
resort	ຣີສອດ	ຣີສອດເທິງເກາະໄດ້ເປີດໃນເດືອນພຶດສະພາ.
retain	ຮັກສາ	ບໍລິສັດຕ້ອງການຮັກສາພະນັກງານໄວ້.
reveal	ເປີດເຜີຍ	ບົດລາຍງານຈະເປີດເຜີຍຄວາມຈິງ.
revolution	ການປະຕິວັດ	ການປະຕິວັດໄດ້ປ່ຽນແປງປະເທດ.
reward	ລາງວັນ	ການເຮັດວຽກໜັກສົມຄວນໄດ້ຮັບລາງວັນ.
rhythm	ຈັງຫວະ	ເພງມີຈັງຫວະທີ່ໝັ້ນຄົງ.
rid	ກຳຈັດ	ກຳຈັດໄຟລ໌ເກົ່າເຫຼົ່ານັ້ນຖິ້ມ.
root	ຮາກຖານ	ຮາກຖານຂອງບັນຫາແມ່ນເງິນ.
rub	ຖູ	ຖູພື້ນຜິວດ້ວຍຜ້າ.
rubber	ຢາງ	ປະທັບຕາຢາງປ້ອງກັນການຮົ່ວໄຫຼ.
rural	ຊົນນະບົດ	ໂຮງຮຽນຊົນນະບົດຫຼາຍແຫ່ງຕ້ອງການຄວາມສະໜັບສະໜູນ.
rush	ຟ້າວ	ຢ່າຟ້າວຕັດສິນໃຈເລື່ອງນີ້.
satellite	ດາວທຽມ	ດາວທຽມໄດ້ສົ່ງຮູບພາບໃໝ່.
satisfied	ພໍໃຈ	ລູກຄ້າເບິ່ງຄືວ່າພໍໃຈ.
satisfy	ເຮັດໃຫ້ພໍໃຈ	ຄໍາຕອບນັ້ນບໍ່ໄດ້ເຮັດໃຫ້ລາວພໍໃຈ.
saving	ການປະຢັດ	ການປະຢັດພະລັງງານຊ່ວຍຫຼຸດຜ່ອນຄ່າໃຊ້ຈ່າຍປະຈໍາເດືອນ.
scale	ຂະໜາດ	ຂະໜາດຂອງຄວາມເສຍຫາຍແມ່ນໃຫຍ່ຫຼວງ.
scheme	ໂຄງການ	ໂຄງການດັ່ງກ່າວຊ່ວຍເຫຼືອຄົນງານໜຸ່ມ.
scream	ສຽງຮ້ອງ	ພວກເຂົາເຈົ້າໄດ້ຍິນສຽງຮ້ອງຢູ່ຂ້າງນອກ.
sector	ຂະແໜງການ	ຂະແໜງເຕັກໂນໂລຊີກໍາລັງເຕີບໂຕ.
secure	ຮັບປະກັນ	ລັອກປະຕູເພື່ອໃຫ້ມັນແໜ້ນໜາ.
seek	ຊອກຫາ	ພວກເຂົາເຈົ້າຊອກຫາຄໍາແນະນໍາຈາກຜູ້ຊ່ຽວຊານ.
select	ເລືອກ	ເລືອກທາງເລືອກທີ່ດີທີ່ສຸດ.
selection	ການເລືອກ	ຮ້ານມີທາງເລືອກຫຼາຍຢ່າງ.
self	ຕົວຕົນ	ນາງໄດ້ສະແດງຕົວຕົນທີ່ແທ້ຈິງຂອງນາງ.
senior	ອາວຸໂສ	ທ່ານໝໍອາວຸໂສໄດ້ກວດຄົນເຈັບ.
sensitive	ອ່ອນໄຫວ	ຫົວຂໍ້ນີ້ແມ່ນມີຄວາມອ່ອນໄຫວຫຼາຍ.
sequence	ລຳດັບ	ປະຕິບັດຕາມລໍາດັບຂອງຂັ້ນຕອນ.
session	ວາລະ	ວາລະການຝຶກອົບຮົມເລີ່ມຕົ້ນໃນຕອນທ່ຽງ.
settle	ຕົກລົງ	ພວກເຂົາເຈົ້າແກ້ໄຂການໂຕ້ຖຽງຢ່າງໄວວາ.
severe	ຮ້າຍແຮງ	ພະຍຸເຮັດໃຫ້ນໍ້າຖ້ວມຮ້າຍແຮງ.
shade	ຮົ່ມ	ນັ່ງຢູ່ໃນຮົ່ມ.
shadow	ເງົາ	ມີເງົາຜ່ານປ່ອງຢ້ຽມ.
shallow	ຕື້ນ	ທະເລສາບຢູ່ບ່ອນນີ້ຕື້ນ.
shame	ຄວາມອັບອາຍ	ລາວຮູ້ສຶກອັບອາຍຫຼັງຈາກທີ່ຕົວະ.
shelter	ທີ່ພັກອາໄສ	ໂຮງຮຽນໄດ້ສະໜອງທີ່ພັກອາໄສສຸກເສີນ.
shock	ຄວາມຕົກໃຈ	ການຕັດສິນໃຈເປັນເລື່ອງທີ່ໜ້າຕົກໃຈ.
shocked	ຕົກໃຈ	ນາງເບິ່ງຄືວ່າຕົກໃຈກັບຂ່າວ.
shooting	ການຍິງກັນ	ການຍິງກັນເກີດຂຶ້ນໃກ້ກັບສະຖານີ.
shot	ການຍິງ	ການຍິງທີ່ຊະນະໄດ້ເຮັດໃຫ້ທຸກຄົນແປກໃຈ.
significant	ສຳຄັນ	ການຄົ້ນພົບແມ່ນມີຄວາມສໍາຄັນຫຼາຍ.
significantly	ຢ່າງຫຼວງຫຼາຍ	ຄ່າໃຊ້ຈ່າຍເພີ່ມຂຶ້ນຢ່າງຫຼວງຫຼາຍໃນປີກາຍນີ້.
silence	ຄວາມງຽບ	ຫ້ອງຕົກຢູ່ໃນຄວາມງຽບ.
silk	ຜ້າໄໝ	ຊຸດແມ່ນເຮັດດ້ວຍຜ້າໄໝ.
sincere	ຈິງໃຈ	ກະລຸນາຮັບການຂອບໃຈຢ່າງຈິງໃຈຂອງຂ້ອຍ.
slave	ຂ້າທາດ	ກົດໝາຍໄດ້ປົດປ່ອຍຂ້າທາດທຸກຄົນ.
slide	ບ່ອນຮູດ	ເດັກນ້ອຍໄດ້ລົງໄປຕາມບ່ອນຮູດ.
slight	ເລັກນ້ອຍ	ມີການຊັກຊ້າເລັກນ້ອຍ.
slip	ມື່ນ	ຢ່າມື່ນເທິງພື້ນທີ່ປຽກ.
slope	ບ່ອນຄ້ອຍຊັນ	ເສັ້ນທາງໄປຕາມບ່ອນຄ້ອຍຊັນຫຼາຍ.
solar	ແສງຕາເວັນ	ເຮືອນໃຊ້ພະລັງງານແສງຕາເວັນ.
somewhat	ຂ້ອນຂ້າງ	ຄຳແນະນຳແມ່ນຂ້ອນຂ້າງສັບສົນ.
soul	ຈິດວິນຍານ	ດົນຕີໄດ້ຍົກລະດັບຈິດວິນຍານຂອງນາງ.
specialist	ຜູ້ຊ່ຽວຊານ	ຜູ້ຊ່ຽວຊານໄດ້ກວດເບິ່ງຄົນເຈັບ.
species	ຊະນິດ	ສັດຊະນິດນີ້ອາໄສຢູ່ໃກ້ກັບແມ່ນ້ຳ.
spiritual	ທາງວິນຍານ	ນາງໄດ້ອະທິບາຍເຖິງປະສົບການທາງວິນຍານ.
split	ແບ່ງປັນ	ພວກເຂົາແບ່ງຈ່າຍຄ່າບິນເທົ່າກັນ.
sponsor	ສະໜັບສະໜູນ	ບໍລິສັດຈະສະໜັບສະໜູນງານນີ້.
stable	ຄົງທີ່	ຄົນເຈັບມີອາການຄົງທີ່.
stare	ຈ້ອງເບິ່ງ	ຢ່າຈ້ອງເບິ່ງຄົນແປກໜ້າ.
status	ສະຖານະພາບ	ສະຖານະພາບຂອງລາວປ່ຽນໄປພຽງຂ້າມຄືນ.
steady	ສະໝ່ຳສະເໝີ	ຮັກສາຄວາມໄວໃຫ້ສະໝ່ຳສະເໝີ.
steel	ເຫຼັກ	ຂົວແມ່ນເຮັດດ້ວຍເຫຼັກ.
steep	ຊັນ	ພູຊັນຫຼາຍ.
sticky	ໜຽວ	ພື້ນຮູ້ສຶກໜຽວ.
stiff	ແຂງ	ບ່າໄຫລ່ຂອງລາວຮູ້ສຶກແຂງ.
stock	ສິນຄ້າໃນສາງ	ຮ້ານບໍ່ມີສິນຄ້າໃນສາງເຫຼືອເລີຍ.
stream	ສາຍນ້ຳ	ສາຍນ້ຳນ້ອຍໆໄຫຼຜ່ານທົ່ງນາ.
