source_headword	TE	example_TE
ironically	వ్యంగ్యంగా	వ్యంగ్యంగా, ఈ మార్గానికి ఎక్కువ సమయం పట్టింది.
irony	వ్యంగ్యం	వ్యంగ్యం అందరికీ స్పష్టంగా తెలిసింది.
irrelevant	అసంబద్ధమైన	ఆ వివరాలు ఇక్కడ అసంబద్ధమైనవి.
isolation	ఒంటరితనం	ఒంటరితనం మానసిక ఆరోగ్యానికి హాని చేస్తుంది.
judicial	న్యాయపరమైన	న్యాయపరమైన సమీక్ష సోమవారం ప్రారంభమవుతుంది.
junction	కూడలి	కూడలి వద్ద ఎడమవైపు తిరగండి.
jurisdiction	అధికార పరిధి	కోర్టుకు పరిమిత అధికార పరిధి ఉంది.
just	న్యాయబద్ధమైన	న్యాయమూర్తి న్యాయబద్ధమైన నిర్ణయం తీసుకున్నారు.
justification	సమర్థన	ఖర్చు కోసం మాకు స్పష్టమైన సమర్థన కావాలి.
kidnap	అపహరించు	నేరస్థులు దౌత్యవేత్తను అపహరించడానికి ప్రయత్నించారు.
kidney	మూత్రపిండం	ఆమె మూత్రపిండాల పనితీరు మెరుగుపడింది.
kingdom	రాజ్యం	అతని పాలనలో రాజ్యం విస్తరించింది.
lad	కుర్రాడు	యువ కుర్రాడు బ్యాగులు మోశాడు.
landlord	ఇంటి యజమాని	ఇంటి యజమాని హీటింగ్‌ను మరమ్మతు చేశాడు.
landmark	మైలురాయి	టవర్ నగర మైలురాయిగా మారింది.
lap	ఒడి	బిడ్డ ఆమె ఒడిలో కూర్చున్నాడు.
large-scale	భారీ స్థాయి	నగరం భారీ స్థాయి మరమ్మతుల కోసం ప్రణాళిక వేసింది.
laser	లేజర్	లేజర్ దూరాన్ని కొలిచింది.
latter	రెండవది	రెండవ ఎంపిక సురక్షితంగా అనిపిస్తోంది.
lawn	పచ్చిక బయలు	పిల్లలు పచ్చిక బయలుపై ఆడుకున్నారు.
lawsuit	దావా	కంపెనీ దావాను పరిష్కరించుకుంది.
layout	లేఅవుట్	పేజీ లేఅవుట్ స్పష్టంగా కనిపిస్తోంది.
leak	కారడం	పైపు లీక్ వల్ల వంటగది జలమయమైంది.
leap	పెరగడం	అమ్మకాలు అకస్మాత్తుగా పెరిగాయి.
legacy	వారసత్వం	ఆమె వారసత్వం విశ్వవిద్యాలయాన్ని తీర్చిదిద్దింది.
legendary	ప్రసిద్ధ	ఆ ప్రసిద్ధ గాయకుడు తిరిగి వేదికపైకి వచ్చాడు.
legislation	చట్టం	కొత్త చట్టం అద్దెదారులను రక్షిస్తుంది.
legislative	శాసన	శాసన కమిటీ ఈరోజు సమావేశమైంది.
legislature	శాసనసభ	శాసనసభ బడ్జెట్‌ను ఆమోదించింది.
legitimate	న్యాయమైన	వారు న్యాయమైన ఆందోళనలను వ్యక్తం చేశారు.
lengthy	సుదీర్ఘమైన	సుదీర్ఘమైన చర్చ ఓటింగ్‌ను ఆలస్యం చేసింది.
lesbian	లెస్బియన్	లెస్బియన్ కార్యకర్త ఫోరమ్‌లో మాట్లాడారు.
lesser	తక్కువ	తక్కువ ప్రమాదం ఉన్నదాన్ని ఎంచుకోండి.
lethal	ప్రాణాంతకమైన	రసాయనం ప్రాణాంతకం కావచ్చు.
liable	బాధ్యులు	నష్టాలకు డ్రైవర్లే బాధ్యులు.
liberal	ఉదారవాద	అతను ఉదారవాద సామాజిక విధానాలకు మద్దతు ఇస్తాడు.
liberation	విముక్తి	విముక్తి దేశ భవిష్యత్తును మార్చింది.
liberty	స్వేచ్ఛ	చట్టం వ్యక్తిగత స్వేచ్ఛను రక్షిస్తుంది.
license	లైసెన్స్ ఇచ్చు	రాష్ట్రం కొత్త క్లినిక్‌లకు లైసెన్స్ ఇవ్వవచ్చు.
lifelong	జీవితకాల	ఆమె అక్కడ జీవితకాల స్నేహితులను సంపాదించుకుంది.
likelihood	అవకాశం	వర్షం పడే అవకాశం పెరిగింది.
limb	అవయవం	గాయపడిన అవయవం నెమ్మదిగా నయమైంది.
linear	సరళ	చార్ట్ సరళ ధోరణిని చూపుతుంది.
line-up	లైనప్	ఫెస్టివల్ లైనప్‌లో స్థానిక బ్యాండ్‌లు ఉన్నాయి.
linger	ఉండు / నిలిచి ఉండు	వాసన గంటలపాటు నిలిచి ఉండవచ్చు.
listing	జాబితా	అపార్ట్మెంట్ జాబితా ఖచ్చితమైనదిగా అనిపించింది.
literacy	అక్షరాస్యత	వయోజన అక్షరాస్యత కార్యక్రమాలు విస్తరించాయి.
liver	కాలేయం	కాలేయం హానికరమైన పదార్థాలను వడపోస్తుంది.
lobby	లాబీ	మధ్యాహ్నం తర్వాత లాబీ రద్దీగా ఉంది.
log	లాగ్ / దినచర్య	సిస్టమ్ రోజువారీ లాగ్‌ను ఉంచుతుంది.
logic	తర్కం	అతని వాదనలోని తర్కం విఫలమైంది.
long-standing	దీర్ఘకాలిక	వారు దీర్ఘకాలిక వివాదాన్ని పరిష్కరించుకున్నారు.
long-time	చాలాకాలంగా	ఆమె చాలాకాలంగా వాలంటీర్‌గా ఉంది.
loom	అలుముకోవడం / కనిపించడం	లోయపై నల్లని మేఘాలు కమ్ముకున్నాయి.
loop	వలయం / లూప్	కాలిబాట ఒక వలయాన్ని ఏర్పరుస్తుంది.
loyalty	విధేయత	అతని విధేయత బృందాన్ని ఆకట్టుకుంది.
machinery	యంత్రాలు	ఫ్యాక్టరీ కొత్త యంత్రాలను ఏర్పాటు చేసింది.
magical	అద్భుతమైన	తోట రాత్రిపూట అద్భుతంగా అనిపించింది.
magistrate	న్యాయాధికారి / మెజిస్ట్రేట్	మెజిస్ట్రేట్ ఈ కేసును విచారించారు.
magnetic	అయస్కాంత	అయస్కాంత క్షేత్రం దిక్సూచిని ప్రభావితం చేసింది.
magnitude	తీవ్రత / పరిమాణం	నష్టం యొక్క తీవ్రత స్పష్టంగా ఉంది.
mainland	ప్రధాన భూభాగం	ఫెర్రీ ద్వీపాలను ప్రధాన భూభాగానికి కలుపుతుంది.
mainstream	ప్రధాన స్రవంతి	ఈ ఆలోచన ప్రధాన స్రవంతి రాజకీయాల్లోకి ప్రవేశించింది.
maintenance	నిర్వహణ	సాధారణ నిర్వహణ బ్రేక్‌డౌన్‌లను నివారిస్తుంది.
mandate	తీర్పు / ఆదేశం	అధ్యక్షుడు బలమైన ప్రజా తీర్పును పొందారు.
mandatory	తప్పనిసరి	శిక్షణార్థులకు హాజరు తప్పనిసరి.
manifest	వ్యక్తమవడం / బయటపడటం	లక్షణాలు వారాల తర్వాత బయటపడవచ్చు.
manipulate	తారుమారు చేయడం	సర్వే ఫలితాలను తారుమారు చేయవద్దు.
manipulation	తారుమారు	డేటా తారుమారు చేసినట్లు కనుగొనబడింది.
manuscript	రాతప్రతి	ప్రచురణకర్త ఆమె రాతప్రతిని అంగీకరించాడు.
march	కవాతు	నిరసనకారులు డౌన్‌టౌన్‌లో కవాతు చేస్తారు.
marginal	స్వల్ప	ఈ మార్పు వల్ల స్వల్ప ప్రయోజనాలు కలిగాయి.
marine	సముద్ర	సముద్ర జీవులకు స్వచ్ఛమైన నీరు అవసరం.
marketplace	మార్కెట్	ఆన్‌లైన్ మార్కెట్ వేగంగా విస్తరించింది.
mask	ముసుగు / మాస్క్	కార్మికులు తప్పనిసరిగా మాస్క్ ధరించాలి.
massacre	ఊచకోత	ఈ ఊచకోత మొత్తం ప్రాంతాన్ని దిగ్భ్రాంతికి గురిచేసింది.
mathematical	గణిత	గణిత నమూనా డిమాండ్‌ను అంచనా వేసింది.
mature	పరిపక్వ	పరిపక్వ వృక్షాలు నీడను ఇస్తాయి.
maximize	గరిష్టం చేయడం	ఈ అప్‌డేట్ బ్యాటరీ జీవితకాలాన్ని గరిష్టం చేస్తుంది.
meaningful	అర్థవంతమైన	వారు అర్థవంతమైన సంభాషణను కలిగి ఉన్నారు.
meantime	ఈలోగా	ఈలోగా బయట వేచి ఉండండి.
medieval	మధ్యయుగ	ఈ కోటకు మధ్యయుగపు గోడలు ఉన్నాయి.
meditation	ధ్యానం	రోజువారీ ధ్యానం ఆమె మనస్సును ప్రశాంతపరుస్తుంది.
melody	శ్రావ్యత / రాగం	ఆ రాగం నా మదిలో ఉండిపోయింది.
memo	మెమో	ఆ మెమో విధానాన్ని వివరించింది.
memoir	జ్ఞాపకాలు	ఆమె జ్ఞాపకాలు బాల్యపు ప్రవాసాన్ని వివరిస్తాయి.
memorial	స్మారక చిహ్నం	స్మారక చిహ్నం స్థానిక సైనికులను గౌరవిస్తుంది.
mentor	మార్గదర్శకుడు	ఆమె మార్గదర్శకుడు ప్రతిపాదనను పరిశీలించారు.
merchant	వ్యాపారి	ఆ వ్యాపారి పట్టు, సుగంధ ద్రవ్యాలను విక్రయించాడు.
mercy	దయ	న్యాయమూర్తి దయ చూపారు.
mere	కేవలం	కేవలం ఒక చూపు మాత్రమే లోపాన్ని వెల్లడించింది.
merely	కేవలం	ఆమె కేవలం సూచనలను పునరావృతం చేసింది.
merge	విలీనం చేయడం	రెండు కంపెనీలు విలీనం అవుతాయి.
merger	విలీనం	ఈ విలీనం ఒక పెద్ద బ్యాంకును సృష్టించింది.
merit	యోగ్యత	ఈ ప్రతిపాదనకు స్పష్టమైన యోగ్యత ఉంది.
methodology	పద్దతి / మెథడాలజీ	అధ్యయనం దాని పద్దతిని వివరిస్తుంది.
midst	మధ్యలో	వారు గందరగోళం మధ్య పనిచేశారు.
migration	వలస	కాలానుగుణ వలసలు స్థానిక ఉద్యోగాలను ప్రభావితం చేస్తాయి.
militant	మిలిటెంట్ / తీవ్రవాద	మిలిటెంట్ గ్రూపు చర్చలను తిరస్కరించింది.
militia	మిలీషియా / సాయుధ దళం	మిలీషియా రహదారిని నియంత్రించింది.
mill	మిల్లు	పాత మిల్లు మ్యూజియంగా మారింది.
minimal	కనీస	ఈ ప్రణాళికకు కనీస కృషి అవసరం.
minimize	తగ్గించడం	మనం అనవసరమైన ప్రమాదాన్ని తగ్గించాలి.
mining	మైనింగ్ / గనుల తవ్వకం	మైనింగ్ నదీ లోయను దెబ్బతీసింది.
ministry	మంత్రిత్వ శాఖ	మంత్రిత్వ శాఖ కొత్త నిబంధనలను ప్రకటించింది.
minute2	సూక్ష్మమైన	గాజులో సూక్ష్మమైన పగులు కనిపించింది.
miracle	అద్భుతం	అతను కోలుకోవడం ఒక అద్భుతం లాగా అనిపించింది.
misery	కష్టాలు / బాధ	శరణార్థులు సంవత్సరాల తరబడి కష్టాలను అనుభవించారు.
misleading	తప్పుదారి పట్టించే	తప్పుదారి పట్టించే చార్ట్ పాఠకులను గందరగోళానికి గురిచేసింది.
missile	క్షిపణి	క్షిపణి పరీక్ష ఉద్రిక్తతలను పెంచింది.
mob	గుంపు / అల్లరిమూక	కోపంతో ఉన్న అల్లరిమూక ట్రాఫిక్‌ను అడ్డుకుంది.
mobility	కదలిక / మొబిలిటీ	మెరుగైన బస్సులు పట్టణ కదలికను మెరుగుపరుస్తాయి.
mobilize	సమీకరించడం	నాయకులు వాలంటీర్లను త్వరగా సమీకరిస్తారు.
moderate	మితమైన	అభ్యర్థి మితమైన అభిప్రాయాలను కలిగి ఉన్నాడు.
modification	మార్పు	డిజైన్‌కు ఒక మార్పు అవసరం.
momentum	వేగం	ప్రచారం త్వరగా ఊపందుకుంది.
monk	సన్యాసి	సన్యాసి మౌనంగా జీవించాడు.
monopoly	గుత్తాధిపత్యం	ఆ సంస్థ గుత్తాధిపత్యాన్ని కలిగి ఉంది.
morality	నైతికత	ఈ కోర్సు పబ్లిక్ నైతికతను పరిశీలిస్తుంది.
motive	ఉద్దేశ్యం	పోలీసులు అతని ఉద్దేశ్యాన్ని ప్రశ్నించారు.
motorist	వాహనదారుడు	వాహనదారుడు రెడ్ లైట్ల వద్ద ఆగాడు.
municipal	మునిసిపల్ / పురపాలక	ఈ సంవత్సరం మునిసిపల్ సేవలు మెరుగుపడ్డాయి.
mutual	పరస్పర	వారు పరస్పర ఒప్పందానికి వచ్చారు.
namely	అంటే / ముఖ్యంగా	ఒక సమస్య మిగిలి ఉంది, అదే నిధులు.
nationwide	దేశవ్యాప్త	సమ్మె వల్ల దేశవ్యాప్తంగా జాప్యం జరిగింది.
naval	నౌకాదళ	నావికా స్థావరం గత సంవత్సరం మూసివేయబడింది.
neglect	నిర్లక్ష్యం చేయడం	కనీస భద్రతను నిర్లక్ష్యం చేయవద్దు.
neighbouring	పొరుగు	పొరుగు పట్టణాలు ఆసుపత్రిని పంచుకున్నాయి.
nest	గూడు	పక్షి గూడు కట్టుకుంది.
net	నికర	నికర లాభం బాగా పెరిగింది.
newsletter	వార్తాలేఖ	వార్తాలేఖ ప్రతి శుక్రవారం వస్తుంది.
niche	సముచిత స్థానం / ప్రత్యేక రంగం	కంపెనీ లాభదాయకమైన సముచిత స్థానాన్ని కనుగొంది.
noble	గొప్ప / ఉదాత్తమైన	ఆమె చేసిన గొప్ప పని అందరినీ ఆకట్టుకుంది.
nod	తల ఊపడం	మీకు అర్థమైతే దయచేసి తల ఊపండి.
nominate	నామినేట్ చేయడం / ఎంపిక చేయడం	వారు కొత్త చైర్‌ను ఎంపిక చేస్తారు.
nomination	నామినేషన్ / ఎంపిక	ఆమె ఎంపిక కమిటీని ఆశ్చర్యపరిచింది.
nominee	నామినీ / అభ్యర్థి	అభ్యర్థి కష్టమైన ప్రశ్నలకు సమాధానమిచ్చాడు.
nonetheless	అయినప్పటికీ	అయినప్పటికీ, ప్రణాళిక ముందుకు సాగింది.
non-profit	లాభాపేక్ష లేని	ఆమె లాభాపేక్ష లేని క్లినిక్‌లో పనిచేస్తుంది.
nonsense	నాన్సెన్స్ / అర్థంలేనిది	ఆ వదంతి పూర్తిగా అర్థంలేనిది.
noon	మధ్యాహ్నం	సమావేశం మధ్యాహ్నం ప్రారంభమవుతుంది.
notable	చెప్పుకోదగ్గ	నివేదిక చెప్పుకోదగ్గ పురోగతి సాధించింది.
notably	ముఖ్యంగా	ముఖ్యంగా, మే నెలలో ఖర్చులు తగ్గాయి.
notify	తెలియజేయడం	బయలుదేరే ముందు దయచేసి సిబ్బందికి తెలియజేయండి.
notorious	పేరుమోసిన	ఆ రహదారి ప్రమాదాలకు పేరుమోసింది.
novel	వినూత్నమైన	వారు ఒక వినూత్నమైన పరిష్కారాన్ని ప్రతిపాదించారు.
nursery	నర్సరీ	ఈ నర్సరీ పసిపిల్లల సంరక్షణ చూసుకుంటుంది.
objection	అభ్యంతరం	లాయర్ ఒక అభ్యంతరాన్ని లేవనెత్తారు.
oblige	బాధ్యత వహించేలా చేయు	నియమాలు డ్రైవర్లను ఆగేలా చేస్తాయి.
obsess	అతిగా ఆలోచించు	చిన్న తప్పుల గురించి అతిగా ఆలోచించకండి.
obsession	వ్యామోహం	అతని వ్యామోహం అతని పనిని దెబ్బతీసింది.
occasional	అప్పుడప్పుడు	అప్పుడప్పుడు ఆలస్యం ఆశించబడుతుంది.
occurrence	సంఘటన	అలాంటి సంఘటన అరుదు.
odds	అవకాశాలు	విజయం సాధించే అవకాశాలు మెరుగయ్యాయి.
offering	సమర్పణ	విశ్వవిద్యాలయం తన కోర్సుల సమర్పణను విస్తరించింది.
offspring	సంతానం	నక్క తన సంతానాన్ని రక్షించుకుంది.
operational	పనిచేస్తున్న	కొత్త వ్యవస్థ పనిచేస్తోంది.
opt	ఎంచుకొను	చాలా మంది విద్యార్థులు ఆన్‌లైన్ తరగతులను ఎంచుకుంటారు.
optical	దృష్టి సంబంధిత	ఆప్టికల్ లెన్స్‌ను శుభ్రం చేయాలి.
optimism	ఆశావాదం	ప్రకటన తర్వాత ఆశావాదం తిరిగి వచ్చింది.
oral	మౌఖిక	మౌఖిక పరీక్ష రేపు ప్రారంభమవుతుంది.
organizational	సంస్థాగత	సంస్థాగత మార్పులు వెంటనే ప్రారంభమయ్యాయి.
orientation	అవగాహన కార్యక్రమం	వర్క్‌షాప్‌లో ఉద్యోగుల అవగాహన కార్యక్రమం జరిగింది.
originate	ఆవిర్భవించు	చాలా సంప్రదాయాలు పల్లెల్లోనే పుట్టుకొస్తాయి.
outbreak	వ్యాప్తి	నగరం అంతటా వ్యాధి వ్యాప్తి చెందింది.
outing	విహారయాత్ర	తరగతి ఒక మ్యూజియం విహారయాత్రను ఆస్వాదించింది.
outlet	విక్రయ కేంద్రం	ఆ విక్రయ కేంద్రం డిస్కౌంట్ దుస్తులను విక్రయిస్తుంది.
outlook	దృక్పథం	ఆర్థిక అంచనా అనిశ్చితంగానే ఉంది.
outrage	ఆగ్రహం	ఈ నిర్ణయం ప్రజా ఆగ్రహానికి కారణమైంది.
outsider	బయటి వ్యక్తి	బయటి వ్యక్తిగా, ఆమె సమస్యలను గమనించింది.
overlook	విస్మరించు	చిన్న వివరాలను విస్మరించకండి.
overly	అతిగా	సూచనలు అతిగా క్లిష్టంగా ఉన్నాయి.
oversee	పర్యవేక్షించు	ఆమె ప్రాజెక్టును పర్యవేక్షిస్తుంది.
overturn	కొట్టివేయు	కోర్టు తీర్పును కొట్టివేయవచ్చు.
overwhelm	ఉక్కిరిబిక్కిరి చేయు	మరీ ఎక్కువ సమాచారం అభ్యాసకులను ఉక్కిరిబిక్కిరి చేస్తుంది.
overwhelming	అపారమైన	సాక్ష్యం అపారంగా ఉంది.
pad	ప్యాడ్	మోకాళ్ళను రక్షించుకోవడానికి ప్యాడ్ వాడండి.
parameter	పరామితి	ఒకేసారి ఒక పరామితిని మార్చండి.
parental	తల్లిదండ్రుల	తల్లిదండ్రుల మద్దతు హాజరును పెంచింది.
parish	పారిష్	పారిష్ ఒక ధార్మిక విందును నిర్వహించింది.
parliamentary	పార్లమెంటరీ	పార్లమెంటరీ చర్చ గంటల తరబడి సాగింది.
partial	పాక్షిక	నివేదిక పాక్షిక సమాధానాన్ని ఇచ్చింది.
partially	పాక్షికంగా	కిటికీ పాక్షికంగా తెరిచి ఉంది.
passing	మరణం	ఆమె మరణం ఆకస్మికంగా జరిగింది.
passive	నిష్క్రియ	నిష్క్రియ పెట్టుబడిదారులు స్థిరమైన రాబడిని అంగీకరించారు.
pastor	పాస్టర్	పాస్టర్ ఆ కుటుంబాన్ని సందర్శించారు.
patch	ప్యాచ్	జాకెట్‌కు చిన్న అతుకు అవసరం.
patent	పేటెంట్	కంపెనీ ఒక పేటెంట్‌ను దాఖలు చేసింది.
pathway	దారి	ఈ దారి సర్టిఫికేషన్‌కు దారి తీస్తుంది.
patrol	గస్తీ	రాత్రి పూట పోలీసులు ఆ ప్రాంతంలో గస్తీ తిరుగుతారు.
patron	పోషకుడు	మ్యూజియం తన పోషకుడికి కృతజ్ఞతలు తెలిపింది.
peak	గరిష్టం	డిమాండ్ చలికాలపు గరిష్ట స్థాయికి చేరుకుంది.
peasant	రైతు	ఆ రైతుకు తక్కువ భూమి ఉంది.
peculiar	వింతైన	గదిలో ఒక వింతైన వాసన ఉంది.
persist	కొనసాగు	లక్షణాలు రోజుల తరబడి కొనసాగవచ్చు.
persistent	నిరంతర	నిరంతర దగ్గుకు శ్రద్ధ అవసరం.
personnel	సిబ్బంది	సిబ్బంది రికార్డులు గోప్యమైనవి.
petition	పిటిషన్	ఈ పిటిషన్ వేలాది సంతకాలను సేకరించింది.
philosopher	తత్వవేత్త	తత్వవేత్త సాధారణ ఊహలను ప్రశ్నించాడు.
philosophical	తాత్విక	చర్చ తాత్వికంగా మారింది.
physician	వైద్యుడు	వైద్యుడు రక్త పరీక్షలు చేయమని ఆదేశించారు.
pioneer	మార్గదర్శి	ఆమె వైద్యశాస్త్రంలో మార్గదర్శిగా మారింది.
pipeline	పైప్‌లైన్	పైప్‌లైన్ భూగర్భంలో గ్యాస్‌ను తీసుకువెళుతుంది.
pirate	సముద్రపు దొంగ	సముద్రపు దొంగల నౌక తీరానికి దగ్గరలో కనిపించింది.
pit	గుంట	కార్మికులు లోతైన గుంటను తవ్వారు.
plea	విజ్ఞప్తి	అతని సహాయ విజ్ఞప్తి విస్మరించబడింది.
plead	నేరాన్ని అంగీకరించు	నిందితుడు నేరాన్ని అంగీకరిస్తాడు.
pledge	ప్రతిజ్ఞ చేయు	వారు సంస్కరణలకు మద్దతు ఇస్తామని ప్రతిజ్ఞ చేశారు.
plug	ప్లగ్ పెట్టు	సాకెట్‌లో కేబుల్‌ను ప్లగ్ చేయండి.
plunge	పడిపోవు	స్కాండల్ తర్వాత ధరలు పడిపోవచ్చు.
pole	స్తంభం	జండా ఒక స్తంభానికి వేలాడుతోంది.
poll	పోల్	సర్వే మారుతున్న అభిప్రాయాలను చూపించింది.
pond	చెరువు	బాతులు గడ్డకట్టిన చెరువును దాటాయి.
pop	పేలు	పదునైన వస్తువుల దగ్గర బెలూన్లు పేలుతాయి.
portfolio	పోర్ట్‌ఫోలియో	ఆమె పోర్ట్‌ఫోలియోలో అనేక స్టార్టప్‌లు ఉన్నాయి.
portray	చిత్రించు	ఈ సినిమా పల్లెటూరి జీవితాన్ని చిత్రీకరిస్తుంది.
postpone	వాయిదా వేయు	వారు విచారణను వాయిదా వేయాలని నిర్ణయించుకున్నారు.
post-war	యుద్ధానంతర	యుద్ధానంతర గృహాలు అత్యవసరంగా అవసరమయ్యాయి.
practitioner	సాధకుడు	ప్రాక్టీషనర్ చికిత్సను వివరించారు.
preach	బోధించు	ఆదివారం పాస్టర్ బోధిస్తారు.
precedent	పూర్వదర్శనం	ఈ తీర్పు ఒక ముఖ్యమైన పూర్వదర్శనాన్ని ఏర్పాటు చేసింది.
precision	ఖచ్చితత్వం	యంత్రం ఖచ్చితత్వంతో కత్తిరిస్తుంది.
predator	వేటాడే జంతువు	వేటాడే జంతువు నది దగ్గర వేచి ఉంది.
predecessor	ముందున్న వ్యక్తి	ఆమె ముందున్న వ్యక్తి వివరణాత్మక గమనికలను వదిలి వెళ్లారు.
predominantly	ప్రధానంగా	ఈ ప్రాంతం ప్రధానంగా నివాస ప్రాంతం.
pregnancy	గర్భం	గర్భధారణ సమయంలో క్రమం తప్పని వైద్య సంరక్షణ అవసరం.
prejudice	పక్షపాతం	ఈ ప్రచారం జాతి వివక్షను సవాలు చేసింది.
preliminary	ప్రాథమిక	ప్రాథమిక ఫలితాలు ఆశాజనకంగా కనిపిస్తున్నాయి.
premier	ప్రధానమంత్రి	ప్రధాని ఈరోజు పార్లమెంటును ఉద్దేశించి ప్రసంగించారు.
premise	ఆవరణ	వాదన తప్పుడు ప్రాతిపదిక మీద ఆధారపడి ఉంది.
