source_headword	ML	example_ML
architect	വാസ്തുശില്പി	വാസ്തുശില്പി പുതിയ വീട് വരച്ചു.
architecture	വാസ്തുവിദ്യ	നഗരത്തിന്റെ വാസ്തുവിദ്യ മനോഹരമാണ്.
argue	വാദിക്കുക	അവർ പണത്തെക്കുറിച്ച് വാദിച്ചു.
argument	വാദം	ആ വാദം ശക്തമാണ്.
army	സൈന്യം	സൈന്യം ഗ്രാമത്തെ സംരക്ഷിച്ചു.
arrange	ക്രമീകരിക്കുക	കസേരകൾ ക്രമീകരിക്കൂ.
arrangement	ക്രമീകരണം	ഈ ക്രമീകരണം നല്ലതാണ്.
asleep	ഉറങ്ങുന്ന	കുഞ്ഞ് ഉറങ്ങുകയാണ്.
assistant	സഹായി	സഹായി ഫയൽ കൊണ്ടുവന്നു.
athlete	കായികതാരം	ആ കായികതാരം വേഗത്തിൽ ഓടുന്നു.
attack	ആക്രമണം; ആക്രമിക്കുക	ആക്രമണം രാത്രി തുടങ്ങി.
attend	പങ്കെടുക്കുക	അവൾ യോഗത്തിൽ പങ്കെടുക്കും.
attention	ശ്രദ്ധ	ദയവായി ശ്രദ്ധ തരൂ.
attractive	ആകർഷകമായ	ചിത്രം വളരെ ആകർഷകമാണ്.
audience	പ്രേക്ഷകർ	പ്രേക്ഷകർ കൈയടി ചെയ്തു.
author	എഴുത്തുകാരൻ	എഴുത്തുകാരൻ പുസ്തകം ഒപ്പിട്ടു.
available	ലഭ്യമായ	മുറി ഇപ്പോൾ ലഭ്യമാണ്.
average	ശരാശരി	ശരാശരി വില കുറവാണ്.
avoid	ഒഴിവാക്കുക	തിരക്ക് ഒഴിവാക്കുക.
award	പുരസ്കാരം	അവൾ പുരസ്കാരം നേടി.
awful	ഭയങ്കരമായ	ഭക്ഷണം ഭയങ്കരമായിരുന്നു.
background	പശ്ചാത്തലം	ചിത്രത്തിന്റെ പശ്ചാത്തലം നീലയാണ്.
badly	മോശമായി	അവൻ പരീക്ഷയിൽ മോശമായി ചെയ്തു.
bar	ബാർ; തടയണ	അവർ ബാറിൽ കണ്ടുമുട്ടി.
baseball	ബേസ്ബോൾ	ബേസ്ബോൾ അമേരിക്കയിൽ പ്രശസ്തമാണ്.
based	അടിസ്ഥാനമാക്കിയ	കഥ സത്യത്തിൽ അടിസ്ഥാനമാക്കിയതാണ്.
basketball	ബാസ്കറ്റ്ബോൾ	അവർ ബാസ്കറ്റ്ബോൾ കളിക്കുന്നു.
bean	പയർ	ഈ പയർ പച്ചയാണ്.
bear (animal)	കരടി	കരടി കാട്ടിൽ ജീവിക്കുന്നു.
beat	അടിക്കുക; തോൽപ്പിക്കുക	അവർ എതിര്‍ ടീമിനെ തോൽപ്പിച്ചു.
beef	ബീഫ്	അവൻ ബീഫ് കഴിക്കില്ല.
behave	പെരുമാറുക	കുട്ടികൾ നന്നായി പെരുമാറുന്നു.
behaviour	പെരുമാറ്റം	അവളുടെ പെരുമാറ്റം സൗഹൃദപരമാണ്.
belong	പെട്ടിരിക്കുക	ഈ പുസ്തകം എനിക്ക് പെട്ടതാണ്.
belt	ബെൽറ്റ്	അവൻ കറുത്ത ബെൽറ്റ് ധരിച്ചു.
benefit	ഗുണം	വ്യായാമത്തിന് വലിയ ഗുണമുണ്ട്.
billion	ബില്യൺ	കമ്പനിക്ക് ബില്യൺ രൂപ മൂല്യമുണ്ട്.
bin	കുപ്പിത്തൊട്ടി	കടലാസ് കുപ്പിത്തൊട്ടിയിൽ ഇടൂ.
biology	ജീവശാസ്ത്രം	അവൾ ജീവശാസ്ത്രം പഠിക്കുന്നു.
birth	ജനനം	കുഞ്ഞിന്റെ ജനനം സന്തോഷമായിരുന്നു.
biscuit	ബിസ്കറ്റ്	കുട്ടി ബിസ്കറ്റ് തിന്നു.
bit	കുറച്ച്	എനിക്ക് കുറച്ച് സമയം വേണം.
blank	ശൂന്യമായ	പേജ് ശൂന്യമാണ്.
blood	രക്തം	രക്തം ചുവപ്പാണ്.
blow	വീശുക	കാറ്റ് ശക്തമായി വീശുന്നു.
board	ബോർഡ്	അധ്യാപകൻ ബോർഡിൽ എഴുതി.
boil	തിളക്കുക	വെള്ളം തിളക്കുന്നു.
bone	അസ്ഥി	നായ അസ്ഥി കണ്ടു.
borrow	കടം വാങ്ങുക	ഞാൻ പുസ്തകം കടം വാങ്ങും.
boss	മേധാവി	എന്റെ മേധാവി ഇവിടെ ഉണ്ട്.
bottom	അടിഭാഗം	പെട്ടിയുടെ അടിഭാഗം നനഞ്ഞു.
bowl	പാത്രം	പാത്രത്തിൽ സൂപ്പ് ഉണ്ട്.
brain	തലച്ചോർ	തലച്ചോർ വേഗത്തിൽ പ്രവർത്തിക്കുന്നു.
bridge	പാലം	പഴയ പാലം നീളമുള്ളതാണ്.
bright	പ്രകാശമുള്ള	മുറി പ്രകാശമുള്ളതാണ്.
brilliant	അത്യുത്തമമായ	അത്യുത്തമമായ ആശയമാണ്.
broken	തകർന്ന	ജനൽ തകർന്നിരിക്കുന്നു.
brush	ബ്രഷ്	ബ്രഷ് മേശപ്പുറത്താണ്.
burn	കത്തുക; പൊള്ളുക	തീ കൈ പൊള്ളിച്ചു.
businessman	വ്യാപാരി	വ്യാപാരി ഫോണിൽ സംസാരിക്കുന്നു.
button	ബട്ടൺ	ചുവപ്പ് ബട്ടൺ അമർത്തൂ.
camp	ക്യാമ്പ്	കുട്ടികൾ ക്യാമ്പിൽ താമസിക്കുന്നു.
camping	ക്യാമ്പിംഗ്	ഞങ്ങൾ മലയിൽ ക്യാമ്പിംഗ് ചെയ്തു.
can2	കാൻ	മേശപ്പുറത്ത് ഒരു കാൻ ഉണ്ട്.
care	പരിചരണം; ശ്രദ്ധ	കുട്ടിക്ക് നല്ല പരിചരണം വേണം.
careful	ശ്രദ്ധാലുവായ	ശ്രദ്ധാലുവായ ഡ്രൈവർ പതുക്കെ പോകുന്നു.
carefully	ശ്രദ്ധയോടെ	അവൾ ശ്രദ്ധയോടെ വാതിൽ തുറന്നു.
carpet	പരവതാനി	പരവതാനി നിലത്ത് വിരിച്ചിട്ടുണ്ട്.
cartoon	കാർട്ടൂൺ	കുട്ടികൾ കാർട്ടൂൺ കാണുന്നു.
case	കേസ്; സംഭവം	ഈ കേസ് ബുദ്ധിമുട്ടാണ്.
cash	പണം	ഞാൻ പണം നൽകി.
castle	കോട്ട	പഴയ കോട്ട മലമുകളിൽ ആണ്.
catch	പിടിക്കുക	പന്ത് പിടിക്കൂ.
cause	കാരണം; കാരണമാകുക	മഴ വൈകാൻ കാരണമായി.
celebrate	ആഘോഷിക്കുക	അവർ ജന്മദിനം ആഘോഷിച്ചു.
celebrity	പ്രശസ്ത വ്യക്തി	ആ പ്രശസ്ത വ്യക്തി എത്തി.
certain	ഉറപ്പുള്ള	അവൾ ഉത്തരത്തിൽ ഉറപ്പുള്ളവളാണ്.
certainly	തീർച്ചയായും	തീർച്ചയായും ഞാൻ സഹായിക്കും.
chance	അവസരം	ഇത് നല്ല അവസരമാണ്.
character	കഥാപാത്രം	ആ കഥാപാത്രം രസകരമാണ്.
charity	ധർമ്മസ്ഥാപനം	അവൾ ധർമ്മസ്ഥാപനത്തിന് പണം നൽകി.
chat	ചാറ്റ്; സംസാരിക്കൽ	നമുക്ക് ചെറിയ ചാറ്റ് നടത്താം.
chef	പാചകക്കാരൻ	പാചകക്കാരൻ സൂപ്പ് തയ്യാറാക്കി.
chemistry	രസതന്ത്രം	രസതന്ത്രം എനിക്ക് ഇഷ്ടമാണ്.
chip	ചിപ്പ്	ഈ ചിപ്പ് ചെറിയതാണ്.
choice	തിരഞ്ഞെടുപ്പ്	നിന്റെ തിരഞ്ഞെടുപ്പ് ശരിയാണ്.
church	പള്ളി	പഴയ പള്ളി തുറന്നിരിക്കുന്നു.
cigarette	സിഗരറ്റ്	ഇവിടെ സിഗരറ്റ് വലിക്കരുത്.
circle	വൃത്തം	കുട്ടികൾ വൃത്തത്തിൽ ഇരുന്നു.
classical	ശാസ്ത്രീയമായ	അവൾ ശാസ്ത്രീയ സംഗീതം കേൾക്കുന്നു.
clear	വ്യക്തമായ	വെള്ളം വ്യക്തമാണ്.
clearly	വ്യക്തമായി	ദയവായി വ്യക്തമായി സംസാരിക്കൂ.
clever	ബുദ്ധിമാൻ	ആ കുട്ടി ബുദ്ധിമാനാണ്.
climate	കാലാവസ്ഥ	ഇവിടെ കാലാവസ്ഥ ചൂടാണ്.
close2	അടുത്ത	കട വീട്ടിന് അടുത്താണ്.
closed	അടച്ച	വാതിൽ അടച്ചിരിക്കുന്നു.
clothing	വസ്ത്രം	ചൂടുള്ള വസ്ത്രം വേണം.
cloud	മേഘം	ആകാശത്ത് കറുത്ത മേഘം ഉണ്ട്.
coach	പരിശീലകൻ	പരിശീലകൻ ടീമിനെ പഠിപ്പിക്കുന്നു.
coast	തീരം	അവർ തീരത്ത് നടന്നു.
code	കോഡ്	ഈ കോഡ് എഴുതൂ.
colleague	സഹപ്രവർത്തകൻ	എന്റെ സഹപ്രവർത്തകൻ സഹായിച്ചു.
collect	ശേഖരിക്കുക	അവൾ സ്റ്റാമ്പുകൾ ശേഖരിക്കുന്നു.
column	നിര	ഈ നിര നീളമുള്ളതാണ്.
comedy	ഹാസ്യചിത്രം	ഞങ്ങൾ ഹാസ്യചിത്രം കണ്ടു.
comfortable	സുഖകരമായ	കസേര സുഖകരമാണ്.
comment	അഭിപ്രായം	അവൻ ചെറിയ അഭിപ്രായം എഴുതി.
communicate	ആശയവിനിമയം നടത്തുക	നാം വ്യക്തമായി ആശയവിനിമയം നടത്തണം.
community	സമൂഹം	ഈ സമൂഹം സൗഹൃദപരമാണ്.
compete	മത്സരിക്കുക	അവർ ഓട്ടത്തിൽ മത്സരിക്കുന്നു.
competition	മത്സരം	മത്സരം നാളെ തുടങ്ങും.
complain	പരാതി പറയുക	അവൾ ശബ്ദത്തെക്കുറിച്ച് പരാതി പറഞ്ഞു.
completely	പൂർണ്ണമായി	മുറി പൂർണ്ണമായി ശൂന്യമാണ്.
condition	അവസ്ഥ	കാറിന്റെ അവസ്ഥ നല്ലതാണ്.
conference	സമ്മേളനം	സമ്മേളനം ഇന്ന് ആരംഭിക്കുന്നു.
connect	ബന്ധിപ്പിക്കുക	കേബിൾ കമ്പ്യൂട്ടറോട് ബന്ധിപ്പിക്കൂ.
connected	ബന്ധിപ്പിച്ച	ഫോൺ ഇന്റർനെറ്റോട് ബന്ധിപ്പിച്ചിരിക്കുന്നു.
consider	പരിഗണിക്കുക	ഈ ആശയം പരിഗണിക്കൂ.
contain	ഉൾക്കൊള്ളുക	പെട്ടിയിൽ പുസ്തകങ്ങൾ ഉൾക്കൊള്ളുന്നു.
context	സന്ദർഭം	സന്ദർഭം മനസ്സിലാക്കുക.
continent	ഭൂഖണ്ഡം	ഏഷ്യ വലിയ ഭൂഖണ്ഡമാണ്.
continue	തുടരുക	ദയവായി ജോലി തുടരൂ.
control	നിയന്ത്രണം; നിയന്ത്രിക്കുക	ഡ്രൈവർ നിയന്ത്രണം കൈവരിച്ചു.
cooker	അടുപ്പ്	അടുപ്പ് അടുക്കളയിലാണ്.
copy	പകർപ്പ്	ദയവായി ഒരു പകർപ്പ് എടുക്കൂ.
corner	കോണം	കട കോണിലാണ്.
correctly	ശരിയായി	പേര് ശരിയായി എഴുതൂ.
count	എണ്ണുക	കുട്ടികൾ സംഖ്യകൾ എണ്ണുന്നു.
couple	ദമ്പതികൾ; രണ്ട്	ദമ്പതികൾ പാർക്കിൽ നടന്നു.
cover	മൂടുക	പുസ്തകം മൂടൂ.
crazy	ഭ്രാന്തമായ	ഈ ആശയം ഭ്രാന്തമായി തോന്നുന്നു.
creative	സൃഷ്ടിപരമായ	അവൾ സൃഷ്ടിപരമായ എഴുത്തുകാരിയാണ്.
credit	ക്രെഡിറ്റ്	കടയ്ക്ക് ക്രെഡിറ്റ് നൽകുന്നു.
crime	കുറ്റകൃത്യം	പോലീസ് കുറ്റകൃത്യം അന്വേഷിക്കുന്നു.
criminal	കുറ്റവാളി	കുറ്റവാളി ഓടി.
cross	കടക്കുക	പാത ശ്രദ്ധയോടെ കടക്കൂ.
crowd	ജനക്കൂട്ടം	ജനക്കൂട്ടം വലുതായിരുന്നു.
crowded	തിരക്കേറിയ	ബസ് തിരക്കേറിയതാണ്.
cry	കരയുക	കുഞ്ഞ് കരയുന്നു.
cupboard	അലമാര	കപ്പ് അലമാരയിൽ ഉണ്ട്.
curly	ചുരുണ്ട	അവളുടെ മുടി ചുരുണ്ടതാണ്.
cycle	സൈക്കിൾ; ചക്രം	അവൻ സൈക്കിൾ ഓടിക്കുന്നു.
daily	ദൈനംദിന	അവൻ ദൈനംദിന വ്യായാമം ചെയ്യുന്നു.
danger	അപകടം	ഇവിടെ അപകടം ഉണ്ട്.
data	ഡാറ്റ	ഡാറ്റ സുരക്ഷിതമാണ്.
dead	മരിച്ച	മീൻ മരിച്ചിരിക്കുന്നു.
deal	ഇടപാട്	അവർ നല്ല ഇടപാട് നേടി.
death	മരണം	അദ്ദേഹത്തിന്റെ മരണം അപ്രതീക്ഷിതമായിരുന്നു.
decision	തീരുമാനം	തീരുമാനം ഇന്ന് വരും.
deep	ആഴമുള്ള	കുളം ആഴമുള്ളതാണ്.
definitely	തീർച്ചയായും	ഞാൻ തീർച്ചയായും വരും.
degree	ബിരുദം; ഡിഗ്രി	അവൾ ശാസ്ത്രത്തിൽ ബിരുദം നേടി.
dentist	ദന്തഡോക്ടർ	ദന്തഡോക്ടർ പല്ല് പരിശോധിച്ചു.
department	വകുപ്പ്	ഈ വകുപ്പ് വലുതാണ്.
depend	ആശ്രയിക്കുക	ഫലം കാലാവസ്ഥയെ ആശ്രയിക്കുന്നു.
desert	മരുഭൂമി	മരുഭൂമി വളരെ വരണ്ടതാണ്.
designer	രൂപകൽപ്പനക്കാരൻ	രൂപകൽപ്പനക്കാരൻ പുതിയ വസ്ത്രം വരച്ചു.
destroy	നശിപ്പിക്കുക	തീ വീട് നശിപ്പിച്ചു.
detective	അന്വേഷണക്കാരൻ	അന്വേഷണക്കാരൻ തെളിവ് കണ്ടെത്തി.
develop	വികസിപ്പിക്കുക	നഗരം വേഗത്തിൽ വികസിക്കുന്നു.
device	ഉപകരണം	ഈ ഉപകരണം ചെറുതാണ്.
diary	ദിനപ്പതി	അവൾ ദിനപ്പതിയിൽ എഴുതി.
differently	വ്യത്യസ്തമായി	അവൻ വ്യത്യസ്തമായി ചിന്തിക്കുന്നു.
digital	ഡിജിറ്റൽ	ഡിജിറ്റൽ ചിത്രം വ്യക്തമാണ്.
direct	നേരിട്ടുള്ള	നേരിട്ടുള്ള ബസ് ഉണ്ട്.
direction	ദിശ	ഈ ദിശ പിന്തുടരൂ.
director	സംവിധായകൻ	സംവിധായകൻ സിനിമ തുടങ്ങി.
disagree	യോജിക്കാതിരിക്കുക	ഞാൻ ഈ അഭിപ്രായത്തോട് യോജിക്കുന്നില്ല.
disappear	അപ്രത്യക്ഷമാകുക	പൂച്ച പെട്ടെന്ന് അപ്രത്യക്ഷമായി.
disaster	ദുരന്തം	വെള്ളപ്പൊക്കം വലിയ ദുരന്തമായിരുന്നു.
discover	കണ്ടെത്തുക	അവർ പുതിയ വഴി കണ്ടെത്തി.
discovery	കണ്ടെത്തൽ	ആ കണ്ടെത്തൽ പ്രധാനമാണ്.
discussion	ചർച്ച	ചർച്ച നീണ്ടുനിന്നു.
disease	രോഗം	ഈ രോഗം ഗുരുതരമാണ്.
distance	ദൂരം	സ്കൂൾ ദൂരെയല്ല.
divorced	വിവാഹമോചിത	അവൾ വിവാഹമോചിതയാണ്.
document	രേഖ	രേഖയിൽ ഒപ്പിടൂ.
double	ഇരട്ട	എനിക്ക് ഇരട്ട മുറി വേണം.
download	ഡൗൺലോഡ് ചെയ്യുക	ഫയൽ ഡൗൺലോഡ് ചെയ്യൂ.
drama	നാടകം	നാടകം വൈകിട്ട് തുടങ്ങും.
drawing	ചിത്രം	കുട്ടിയുടെ ചിത്രം മനോഹരമാണ്.
dream	സ്വപ്നം	അവന്റെ സ്വപ്നം വലുതാണ്.
driving	വാഹനമോടിക്കൽ	വാഹനമോടിക്കൽ ശ്രദ്ധയോടെ ചെയ്യൂ.
drop	വീഴ്ത്തുക; തുള്ളി	ഗ്ലാസ് വീഴ്ത്തരുത്.
drug	മരുന്ന്	ഈ മരുന്ന് ഭക്ഷണത്തിന് ശേഷം കഴിക്കൂ.
dry	ഉണങ്ങിയ	തൂവാൽ ഉണങ്ങിയതാണ്.
earn	സമ്പാദിക്കുക	അവൻ പണം സമ്പാദിക്കുന്നു.
earth	ഭൂമി	ഭൂമി സൂര്യനെ ചുറ്റുന്നു.
easily	എളുപ്പത്തിൽ	അവൾ ഇത് എളുപ്പത്തിൽ ചെയ്തു.
education	വിദ്യാഭ്യാസം	വിദ്യാഭ്യാസം പ്രധാനമാണ്.
effect	ഫലം	ഈ മരുന്നിന് വേഗം ഫലം ഉണ്ട്.
either	ഏതെങ്കിലും; രണ്ടിലൊന്ന്	നീ ഏതെങ്കിലും വഴി തിരഞ്ഞെടുക്കാം.
electric	വൈദ്യുത	വൈദ്യുത കാർ ശാന്തമാണ്.
electrical	വൈദ്യുതി സംബന്ധമായ	വൈദ്യുതി സംബന്ധമായ പ്രശ്നം ഉണ്ട്.
electricity	വൈദ്യുതി	വൈദ്യുതി പോയി.
electronic	ഇലക്ട്രോണിക്	ഇത് ഇലക്ട്രോണിക് ഉപകരണമാണ്.
employ	ജോലി നൽകുക	കമ്പനി പുതിയ ആളെ ജോലി നൽകുന്നു.
employee	ജീവനക്കാരൻ	ജീവനക്കാരൻ സമയത്ത് എത്തി.
employer	തൊഴിലുടമ	തൊഴിലുടമ നീതിയുള്ളവനാണ്.
empty	ശൂന്യമായ	ഗ്ലാസ് ശൂന്യമാണ്.
ending	അവസാനം	കഥയുടെ അവസാനം സന്തോഷകരമാണ്.
energy	ഊർജം	കുട്ടികൾക്ക് ധാരാളം ഊർജമുണ്ട്.
engine	എൻജിൻ	എൻജിൻ ശബ്ദിക്കുന്നു.
engineer	എഞ്ചിനീയർ	എഞ്ചിനീയർ പാലം രൂപകൽപ്പന ചെയ്തു.
enormous	വളരെ വലിയ	ആ കെട്ടിടം വളരെ വലുതാണ്.
enter	പ്രവേശിക്കുക	ദയവായി അകത്ത് പ്രവേശിക്കൂ.
environment	പരിസ്ഥിതി	പരിസ്ഥിതി സംരക്ഷിക്കണം.
equipment	ഉപകരണങ്ങൾ	ഉപകരണങ്ങൾ മുറിയിലുണ്ട്.
error	പിശക്	ഈ പിശക് ശരിയാക്കൂ.
especially	പ്രത്യേകിച്ച്	എനിക്ക് പ്രത്യേകിച്ച് ചായ ഇഷ്ടമാണ്.
essay	ലേഖനം	അവൾ ചെറിയ ലേഖനം എഴുതി.
everyday	ദൈനംദിന	ഇത് ദൈനംദിന പ്രശ്നമാണ്.
everywhere	എല്ലായിടത്തും	പൂക്കൾ എല്ലായിടത്തും ഉണ്ട്.
evidence	തെളിവ്	പോലീസ് തെളിവ് കണ്ടെത്തി.
exact	കൃത്യമായ	കൃത്യമായ വില പറയൂ.
exactly	കൃത്യമായി	അവൻ കൃത്യമായി സമയത്ത് എത്തി.
excellent	മികച്ച	ഭക്ഷണം മികച്ചതാണ്.
except	ഒഴികെ	എല്ലാവരും രവി ഒഴികെ വന്നു.
exist	നിലനിൽക്കുക	ഈ നിയമം ഇപ്പോഴും നിലനിൽക്കുന്നു.
expect	പ്രതീക്ഷിക്കുക	ഞാൻ നല്ല വാർത്ത പ്രതീക്ഷിക്കുന്നു.
experience	അനുഭവം	ഈ ജോലി നല്ല അനുഭവമാണ്.
experiment	പരീക്ഷണം	വിദ്യാർത്ഥികൾ പരീക്ഷണം ചെയ്തു.
expert	വിദഗ്ധൻ	വിദഗ്ധൻ ഉപദേശം നൽകി.
explanation	വിശദീകരണം	അവളുടെ വിശദീകരണം വ്യക്തമാണ്.
express	പ്രകടിപ്പിക്കുക	അവൻ തന്റെ സന്തോഷം പ്രകടിപ്പിച്ചു.
expression	ഭാവം	അവളുടെ മുഖഭാവം മാറി.
extreme	അത്യന്തമായ	ഇവിടെ അത്യന്തമായ തണുപ്പാണ്.
extremely	അത്യന്തമായി	അവൻ അത്യന്തമായി ക്ഷീണിച്ചു.
factor	ഘടകം	വില പ്രധാന ഘടകമാണ്.
factory	ഫാക്ടറി	ഫാക്ടറി നദിക്കരയിലാണ്.
fail	പരാജയപ്പെടുക	അവൻ പരീക്ഷയിൽ പരാജയപ്പെട്ടു.
fair	നീതിയുള്ള; മേള	തീരുമാനം നീതിയുള്ളതാണ്.
fan	ഫാൻ; ആരാധകൻ	ഫാൻ തിരിയുന്നു.
farming	കൃഷി	കൃഷി ഇവിടെ സാധാരണമാണ്.
fashion	ഫാഷൻ	പുതിയ ഫാഷൻ ജനപ്രിയമാണ്.
fear	ഭയം	അവന് ഇരുട്ടിനോട് ഭയം ഉണ്ട്.
feature	സവിശേഷത	ഈ സവിശേഷത ഉപകാരപ്രദമാണ്.
feed	ഭക്ഷണം കൊടുക്കുക	ദയവായി നായയ്ക്ക് ഭക്ഷണം കൊടുക്കൂ.
female	സ്ത്രീ; പെൺ	പെൺ പക്ഷി കൂടിലുണ്ട്.
fiction	കൽപ്പിതസാഹിത്യം	അവൾ കൽപ്പിതസാഹിത്യം വായിക്കുന്നു.
field	വയൽ; മേഖല	കുട്ടികൾ വയലിൽ കളിക്കുന്നു.
fight	പോരാട്ടം; പോരാടുക	രണ്ട് കുട്ടികൾ പോരാടുന്നു.
figure	സംഖ്യ; രൂപം	ഈ സംഖ്യ പ്രധാനമാണ്.
finally	ഒടുവിൽ	ഒടുവിൽ മഴ നിർത്തി.
finger	വിരൽ	അവളുടെ വിരൽ വേദനിക്കുന്നു.
firstly	ആദ്യം	ആദ്യം കൈകൾ കഴുകൂ.
fishing	മീൻപിടിത്തം	മീൻപിടിത്തം രാവിലെ തുടങ്ങി.
fit	ചേരുക; ആരോഗ്യവാൻ	ഈ ഷർട്ട് നിനക്ക് ചേരുന്നു.
fix	ശരിയാക്കുക	അവൻ കസേര ശരിയാക്കി.
flu	പനി	അവൾക്ക് പനി ഉണ്ട്.
flying	പറക്കൽ	പറക്കൽ അവന് ഇഷ്ടമാണ്.
focus	ശ്രദ്ധ കേന്ദ്രീകരിക്കുക	പാഠത്തിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കൂ.
following	താഴെ പറയുന്ന	താഴെ പറയുന്ന നിയമങ്ങൾ വായിക്കൂ.
foreign	വിദേശ	വിദേശ ഭാഷ പഠിക്കൂ.
forest	കാട്	കാട് പച്ചയാണ്.
fork	ഫോർക്ക്	ഫോർക്ക് മേശപ്പുറത്താണ്.
formal	ഔപചാരിക	ഔപചാരിക വസ്ത്രം ധരിക്കൂ.
fortunately	ഭാഗ്യവശാൽ	ഭാഗ്യവശാൽ ആരും പരിക്കേറ്റില്ല.
forward	മുന്നോട്ട്	ദയവായി മുന്നോട്ട് നടക്കൂ.
fresh	പുതിയ	പുതിയ റൊട്ടി ചൂടാണ്.
