source_headword	LO	example_LO
announce	ປະກາດ	ພວກເຂົາຈະປະກາດຜູ້ຊະນະມື້ອື່ນ.
announcement	ການປະກາດ	ການປະກາດເຮັດໃຫ້ທຸກຄົນປະຫຼາດໃຈ.
annoy	ລົບກວນ	ເພງດັງອາດລົບກວນເພື່ອນບ້ານ.
annoyed	ລຳຄານ	ລາວເບິ່ງລຳຄານຫຼັງການຊັກຊ້າ.
annoying	ໜ້າລຳຄານ	ສຽງນັ້ນໜ້າລຳຄານຫຼາຍ.
apart	ແຍກຈາກກັນ	ບ້ານເຫຼົ່ານັ້ນຢູ່ແຍກກັນສອງແມັດ.
apologize	ຂໍໂທດ	ຂ້ອຍຂໍໂທດທີ່ມາຊ້າ.
application	ໃບສະໝັກ	ກະລຸນາຕື່ມໃບສະໝັກອອນລາຍ.
appointment	ການນັດໝາຍ	ຂ້ອຍມີນັດໝໍແຂ້ວມື້ອື່ນ.
appreciate	ຂອບໃຈຢ່າງສູງ	ຂ້ອຍຂອບໃຈຢ່າງສູງສຳລັບຄວາມຊ່ວຍ.
approximately	ປະມານ	ການຍ່າງໃຊ້ເວລາປະມານຊາວນາທີ.
arrest	ຈັບກຸມ	ຕຳຫຼວດຈັບກຸມຄົນຂັບລົດ.
arrival	ການມາຮອດ	ການມາຮອດຂອງພວກເຮົາຊ້າກວ່າທີ່ຄາດ.
assignment	ວຽກມອບໝາຍ	ວຽກມອບໝາຍຕ້ອງສົ່ງວັນສຸກ.
assist	ຊ່ວຍເຫຼືອ	ພະຍາບານຊ່ວຍເຫຼືອທ່ານໝໍ.
atmosphere	ບັນຍາກາດ	ຮ້ານກາເຟມີບັນຍາກາດຜ່ອນຄາຍ.
attach	ແນບ	ແນບໄຟລ໌ໃສ່ອີເມວຂອງເຈົ້າ.
attitude	ທັດສະນະຄະຕິ	ທັດສະນະຂອງນາງປ່ຽນຫຼັງການປະຊຸມ.
attract	ດຶງດູດ	ດອກໄມ້ສີສົດດຶງດູດເຜິ້ງ.
attraction	ສະຖານທີ່ດຶງດູດ	ປາສາດນີ້ເປັນສະຖານທີ່ດຶງດູດຍອດນິຍົມ.
authority	ອຳນາດທ້ອງຖິ່ນ	ອຳນາດທ້ອງຖິ່ນສ້ອມແປງຖະໜົນ.
aware	ຮູ້ຕົວ	ນາງຮູ້ຕົວເຖິງຄວາມສ່ຽງ.
backwards	ຖອຍຫຼັງ	ລາວຍ່າງຖອຍຫຼັງຢ່າງລະວັງ.
bake	ອົບ	ຂ້ອຍອົບເຂົ້າຈີ່ທຸກວັນອາທິດ.
balance	ຄວາມສົມດຸນ	ເກີບດີຊ່ວຍຄວາມສົມດຸນຂອງເຈົ້າ.
ban	ຫ້າມ	ເມືອງຈະຫ້າມລົດ.
bank (river)	ຝັ່ງນ້ຳ	ພວກເຮົານັ່ງຢູ່ຝັ່ງນ້ຳ.
base	ຖານ	ທີມກັບໄປທີ່ຖານ.
basic	ພື້ນຖານ	ທຸກຄົນຕ້ອງການທັກສະຄອມພິວເຕີພື້ນຖານ.
basis	ພື້ນຖານ	ຄວາມໄວ້ໃຈເປັນພື້ນຖານຂອງມິດຕະພາບ.
battery	ແບັດເຕີຣີ	ແບັດໂທລະສັບຂອງຂ້ອຍເຫຼືອນ້ອຍ.
battle	ການສູ້ຮົບ	ການສູ້ຮົບກິນເວລາທັງຄືນ.
beauty	ຄວາມງາມ	ພວກເຮົາຊົມຄວາມງາມຂອງພູເຂົາ.
bee	ເຜິ້ງ	ເຜິ້ງເກາະຢູ່ເທິງດອກໄມ້.
belief	ຄວາມເຊື່ອ	ຄວາມເຊື່ອຂອງລາວໃຫ້ຄວາມກ້າຫານ.
bell	ກະດິ່ງ	ກະດິ່ງໂຮງຮຽນດັງຫຼາຍ.
bend	ງໍ	ງໍຫົວເຂົ່າເມື່ອເຈົ້າຍົກຂອງ.
bite	ກັດ	ໝາອາດກັດຄົນແປກໜ້າ.
block	ກີດຂວາງ	ຕົ້ນໄມ້ລົ້ມກີດຂວາງຖະໜົນ.
bomb	ລະເບີດ	ລະເບີດທຳລາຍອາຄານຫຼາຍຫຼັງ.
border	ຊາຍແດນ	ພວກເຂົາຂ້າມຊາຍແດນຕອນກາງຄືນ.
bother	ລົບກວນ	ກະລຸນາຢ່າລົບກວນນ້ອງສາວຂອງເຈົ້າ.
branch	ກິ່ງໄມ້	ກິ່ງໄມ້ຫັກໃນພາຍຸ.
brand	ຍີ່ຫໍ້	ຍີ່ຫໍ້ນີ້ນິຍົມໃນໝູ່ນັກຮຽນ.
brave	ກ້າຫານ	ຜູ້ຊາຍກ້າຫານຊ່ວຍເດັກ.
breath	ລົມຫາຍໃຈ	ສູດລົມຫາຍໃຈເລິກໆ.
breathe	ຫາຍໃຈ	ຂ້ອຍຫາຍໃຈບໍ່ໄດ້ໃນຄວັນນີ້.
breathing	ການຫາຍໃຈ	ການຫາຍໃຈຂອງນາງຊ້າ.
bride	ເຈົ້າສາວ	ເຈົ້າສາວນຸ່ງຊຸດສີຂາວ.
bubble	ຟອງ	ຟອງໜຶ່ງລອຍເທິງແກ້ວ.
bury	ຝັງ	ພວກເຂົາຝັງກ່ອງໃນຊາຍ.
calm	ສະຫງົບ	ຈົ່ງສະຫງົບໃນລະຫວ່າງສອບເສັງ.
campaign	ແຄມເປນ	ແຄມເປນລະດົມເງິນໃຫ້ໂຮງຮຽນ.
campus	ວິທະຍາເຂດ	ນັກສຶກສາອາໄສໃກ້ວິທະຍາເຂດ.
candidate	ຜູ້ສະໝັກ	ຜູ້ສະໝັກແຕ່ລະຄົນຕອບສາມຄຳຖາມ.
cap	ໝວກແກັບ	ລາວໃສ່ໝວກແກັບເບສບອນ.
captain	ຫົວໜ້າທີມ	ຫົວໜ້າທີມເວົ້າກັບທີມ.
careless	ບໍ່ລະມັດລະວັງ	ຄວາມຜິດພາດບໍ່ລະວັງເຮັດໃຫ້ເສຍເວລາ.
category	ປະເພດ	ເລືອກປະເພດທີ່ຖືກຕ້ອງ.
ceiling	ເພດານ	ເພດານຖືກທາສີຂາວ.
celebration	ການສະຫຼອງ	ການສະຫຼອງກິນເວລາຕະຫຼອດຄ່ຳ.
central	ໃຈກາງ	ໂຮງແຮມມີທີ່ຕັ້ງໃຈກາງ.
ceremony	ພິທີ	ພິທີເລີ່ມເວລາທ່ຽງ.
chain	ສາຍໂສ້	ນາງໃສ່ສາຍໂສ້ເງິນ.
challenge	ຄວາມທ້າທາຍ	ໂຄງການນີ້ເປັນຄວາມທ້າທາຍແທ້.
champion	ແຊ້ມ	ແຊ້ມຂອບໃຈຄູຝຶກຂອງນາງ.
channel	ຊ່ອງ	ກະລຸນາປ່ຽນຊ່ອງ.
chapter	ບົດ	ອ່ານບົດຕໍ່ໄປຄືນນີ້.
charge	ຄ່າບໍລິການ	ບໍ່ມີຄ່າບໍລິການສຳລັບເດັກ.
cheat	ໂກງ	ຢ່າໂກງໃນການສອບ.
cheerful	ຮ່າເລີງ	ນາງຟັງເບິ່ງຮ່າເລີງເຊົ້ານີ້.
chemical	ສານເຄມີ	ກິ່ນສານເຄມີແຮງ.
chest	ໜ້າເອິກ	ໜ້າເອິກຂອງລາວເຈັບຫຼັງວິ່ງ.
childhood	ໄວເດັກ	ຂ້ອຍຈື່ເຮືອນໄວເດັກຂອງຂ້ອຍ.
claim	ອ້າງ	ພວກເຂົາອ້າງວ່າສິນຄ້າປອດໄພ.
clause	ປະໂຫຍກຍ່ອຍ	ປະໂຫຍກຍ່ອຍນີ້ປ່ຽນຄວາມໝາຍ.
click	ຄລິກ	ຄລິກປຸ່ມສີຟ້າ.
client	ລູກຄ້າ	ລູກຄ້າຂໍລາຍລະອຽດເພີ່ມ.
cloth	ຜ້າ	ເຊັດໂຕະດ້ວຍຜ້ານີ້.
clue	ຄຳໃບ້	ຄຳໃບ້ຊ່ວຍໃຫ້ພວກເຮົາແກ້ໄດ້.
coal	ຖ່ານຫີນ	ລົດໄຟເກົ່າໃຊ້ຖ່ານຫີນ.
coin	ເຫຼຽນ	ລາວພົບເຫຼຽນຢູ່ພື້ນ.
collection	ການສະສົມ	ການສະສົມສະແຕມຂອງນາງໃຫຍ່.
coloured	ມີສີ	ນາງໃສ່ຜ້າພັນຄໍມີສີ.
combine	ປະສົມ	ປະສົມແປ້ງກັບນ້ຳ.
commercial	ທາງການຄ້າ	ຊ່ວງໂຄສະນາກິນເວລາຫ້ານາທີ.
commit	ມຸ່ງໝັ້ນ	ພວກເຮົາຕ້ອງມຸ່ງໝັ້ນຕໍ່ແຜນ.
communication	ການສື່ສານ	ການສື່ສານດີປ້ອງກັນຄວາມຜິດພາດ.
comparison	ການປຽບທຽບ	ການປຽບທຽບນີ້ມີປະໂຫຍດ.
competitive	ມີການແຂ່ງຂັນ	ຕະຫຼາດມີການແຂ່ງຂັນຫຼາຍ.
competitor	ຄູ່ແຂ່ງ	ຄູ່ແຂ່ງຫຼັກຂອງພວກເຮົາຫຼຸດລາຄາ.
complaint	ຄຳຮ້ອງຮຽນ	ນາງຍື່ນຄຳຮ້ອງຮຽນເລື່ອງສຽງດັງ.
complex	ຊັບຊ້ອນ	ຄຳແນະນຳຊັບຊ້ອນເກີນໄປ.
concentrate	ຕັ້ງໃຈ	ຂ້ອຍຕັ້ງໃຈບໍ່ໄດ້ເມື່ອມີເພງ.
conclude	ສະຫຼຸບ	ພວກເຮົາສະຫຼຸບການປະຊຸມຕອນນີ້.
conclusion	ຂໍ້ສະຫຼຸບ	ຂໍ້ສະຫຼຸບຂອງລາວເບິ່ງສົມເຫດຜົນ.
confident	ໝັ້ນໃຈ	ນາງຮູ້ສຶກໝັ້ນໃຈກ່ອນສຳພາດ.
confirm	ຢືນຢັນ	ກະລຸນາຢືນຢັນທີ່ຢູ່ອີເມວ.
confuse	ເຮັດໃຫ້ສັບສົນ	ຊື່ສອງອັນນີ້ເຮັດໃຫ້ຂ້ອຍສັບສົນ.
confused	ສັບສົນ	ຂ້ອຍຮູ້ສຶກສັບສົນກັບແຜນທີ່.
connection	ການເຊື່ອມຕໍ່	ການເຊື່ອມຕໍ່ອິນເຕີເນັດຊ້າ.
consequence	ຜົນຕາມມາ	ການນອນບໍ່ພໍມີຜົນຕາມມາ.
consist	ປະກອບດ້ວຍ	ອາຫານຊຸດນີ້ປະກອບດ້ວຍສາມຄອສ.
consume	ບໍລິໂພກ	ລົດໃຫຍ່ບໍລິໂພກນ້ຳມັນຫຼາຍ.
consumer	ຜູ້ບໍລິໂພກ	ຜູ້ບໍລິໂພກຕ້ອງການຂໍ້ມູນຊັດ.
contact	ຕິດຕໍ່	ຕິດຕໍ່ຂ້ອຍຫຼັງອາຫານທ່ຽງ.
container	ພາຊະນະ	ໃສ່ແກງໃນພາຊະນະ.
content1	ເນື້ອຫາ	ເນື້ອຫາຂອງຫຼັກສູດມີປະໂຫຍດ.
continuous	ຕໍ່ເນື່ອງ	ເຄື່ອງຈັກສົ່ງສຽງຕໍ່ເນື່ອງ.
contrast	ຄວາມແຕກຕ່າງ	ຄວາມແຕກຕ່າງລະຫວ່າງພວກເຂົາຊັດເຈນ.
convenient	ສະດວກ	ສະຖານີນີ້ສະດວກຫຼາຍ.
convince	ໂນ້ມນ້າວ	ນາງໂນ້ມນ້າວໃຫ້ລາວລອງອີກ.
costume	ເຄື່ອງແຕ່ງກາຍ	ລາວໃສ່ເຄື່ອງແຕ່ງກາຍໂຈນສະລັດ.
cottage	ບ້ານພັກນ້ອຍ	ພວກເຂົາເຊົ່າບ້ານພັກນ້ອຍ.
cotton	ຝ້າຍ	ເສື້ອໂຕນີ້ເຮັດຈາກຝ້າຍ.
countryside	ຊົນນະບົດ	ພວກເຮົາຍ່າງຜ່ານຊົນນະບົດ.
court	ສານ	ຄະດີໄປຮອດສານ.
covered	ປົກຄຸມ	ໂຕະຖືກປົກຄຸມດ້ວຍເອກະສານ.
cruel	ໂຫດຮ້າຍ	ການຫົວເລາະເປັນສິ່ງໂຫດຮ້າຍ.
cultural	ທາງວັດທະນະທຳ	ພິພິທະພັນມີກິດຈະກຳວັດທະນະທຳ.
currency	ສະກຸນເງິນ	ສະກຸນເງິນທ້ອງຖິ່ນແມ່ນເອີໂຣ.
current	ປັດຈຸບັນ	ສະຖານະການປັດຈຸບັນຍາກ.
currently	ໃນປັດຈຸບັນ	ນາງກຳລັງຮຽນຕ່າງປະເທດໃນປັດຈຸບັນ.
curtain	ຜ້າມ່ານ	ປິດຜ້າມ່ານຕອນກາງຄືນ.
custom	ປະເພນີ	ປະເພນີນີ້ເກົ່າຫຼາຍ.
damage	ຄວາມເສຍຫາຍ	ພາຍຸກໍ່ໃຫ້ເກີດຄວາມເສຍຫາຍຮ້າຍແຮງ.
decade	ທົດສະວັດ	ພວກເຂົາອາໄສຢູ່ນັ້ນໜຶ່ງທົດສະວັດ.
decorate	ຕົກແຕ່ງ	ພວກເຮົາຕົກແຕ່ງຫ້ອງດ້ວຍກັນ.
define	ນິຍາມ	ເຈົ້າສາມາດນິຍາມຄຳນີ້ບໍ?
definite	ຊັດເຈນ	ພວກເຮົາຕ້ອງການຄຳຕອບຊັດເຈນ.
definition	ຄຳນິຍາມ	ຂຽນຄຳນິຍາມໃນປື້ມບັນທຶກ.
deliver	ຈັດສົ່ງ	ພວກເຂົາຈັດສົ່ງອາຫານມາບ້ານພວກເຮົາ.
departure	ການອອກເດີນທາງ	ເວລາອອກເດີນທາງປ່ຽນ.
despite	ເຖິງແມ່ນວ່າ	ເຖິງແມ່ນຝົນຕົກພວກເຮົາກໍຍ່າງ.
destination	ຈຸດໝາຍ	ປາຣີເປັນຈຸດໝາຍສຸດທ້າຍຂອງພວກເຂົາ.
determine	ກຳນົດ	ການທົດສອບກຳນົດລະດັບຂອງເຈົ້າ.
determined	ມຸ່ງມັ່ນ	ນາງມຸ່ງມັ່ນຈະປະສົບຄວາມສຳເລັດ.
development	ການພັດທະນາ	ການພັດທະນາຂອງເມືອງເກີດຂຶ້ນຢ່າງໄວ.
diagram	ແຜນວາດ	ແຕ້ມແຜນວາດງ່າຍໆ.
diamond	ເພັດ	ແຫວນມີເພັດນ້ອຍໜຶ່ງເມັດ.
difficulty	ຄວາມຍາກ	ລາວມີຄວາມຍາກໃນການເປີດປະຕູ.
directly	ໂດຍກົງ	ກະລຸນາເວົ້າກັບຂ້ອຍໂດຍກົງ.
dirt	ຂີ້ດິນ	ເກີບຂອງລາວເຕັມໄປດ້ວຍຂີ້ດິນ.
disadvantage	ຂໍ້ເສຍ	ການເດີນທາງຍາວເປັນຂໍ້ເສຍ.
disappointed	ຜິດຫວັງ	ນາງຮູ້ສຶກຜິດຫວັງກັບຜົນ.
disappointing	ໜ້າຜິດຫວັງ	ຕອນຈົບໜ້າຜິດຫວັງ.
discount	ສ່ວນຫຼຸດ	ນັກຮຽນໄດ້ສ່ວນຫຼຸດທີ່ນີ້.
dislike	ບໍ່ມັກ	ຂ້ອຍບໍ່ມັກເພງດັງຫຼາຍ.
divide	ແບ່ງ	ແບ່ງເຄັກເປັນຊິ້ນ.
documentary	ສາລະຄະດີ	ພວກເຮົາເບິ່ງສາລະຄະດີເລື່ອງອະວະກາດ.
donate	ບໍລິຈາກ	ຫຼາຍຄົນບໍລິຈາກເສື້ອຜ້າເກົ່າ.
doubt	ຄວາມສົງໄສ	ຂ້ອຍບໍ່ມີຄວາມສົງໄສເລີຍ.
dressed	ແຕ່ງຕົວ	ລາວແຕ່ງຕົວສີດຳ.
drum	ກອງ	ສຽງກອງດັງຂ້າມຫ້ອງ.
drunk	ເມົາ	ຄົນຂັບລົດເມົາ.
due	ກຳນົດສົ່ງ	ລາຍງານກຳນົດສົ່ງມື້ອື່ນ.
dust	ຝຸ່ນ	ຝຸ່ນປົກຄຸມປື້ມເກົ່າ.
duty	ໜ້າທີ່	ມັນເປັນໜ້າທີ່ຂອງຂ້ອຍທີ່ຈະຊ່ວຍ.
earthquake	ແຜ່ນດິນໄຫວ	ແຜ່ນດິນໄຫວທຳລາຍຂົວ.
eastern	ທາງຕາເວັນອອກ	ຊາຍຝັ່ງຕາເວັນອອກມີລົມແຮງ.
economic	ທາງເສດຖະກິດ	ປະເທດປະເຊີນບັນຫາເສດຖະກິດ.
economy	ເສດຖະກິດ	ເສດຖະກິດເຕີບໂຕປີນີ້.
edge	ຂອບ	ຢືນຫ່າງຈາກຂອບ.
editor	ບັນນາທິການ	ບັນນາທິການກວດບົດຄວາມ.
educate	ສຶກສາ	ໂຮງຮຽນສຶກສາເຍົາວະຊົນ.
educated	ມີການສຶກສາ	ນາງມີການສຶກສາສູງ.
educational	ເພື່ອການສຶກສາ	ເກມນີ້ເພື່ອການສຶກສາ.
effective	ໄດ້ຜົນ	ຢານີ້ໄດ້ຜົນ.
effectively	ຢ່າງໄດ້ຜົນ	ນາງອະທິບາຍກົດຢ່າງໄດ້ຜົນ.
effort	ຄວາມພະຍາຍາມ	ຄວາມພະຍາຍາມຂອງເຈົ້າສ້າງຄວາມແຕກຕ່າງ.
election	ການເລືອກຕັ້ງ	ຜົນການເລືອກຕັ້ງໃກ້ຄຽງ.
element	ອົງປະກອບ	ຄວາມໄວ້ໃຈເປັນອົງປະກອບສຳຄັນ.
embarrassed	ອາຍ	ລາວຮູ້ສຶກອາຍຫຼັງລົ້ມ.
embarrassing	ໜ້າອາຍ	ນັ້ນເປັນຄວາມຜິດພາດໜ້າອາຍ.
emergency	ສຸກເສີນ	ໂທຫາເບີນີ້ໃນຍາມສຸກເສີນ.
emotion	ອາລົມ	ຄວາມຢ້ານເປັນອາລົມແຮງ.
employment	ການຈ້າງງານ	ການຈ້າງງານເພີ່ມຂຶ້ນເດືອນນີ້.
encourage	ໃຫ້ກຳລັງໃຈ	ຄູໃຫ້ກຳລັງໃຈນັກຮຽນໃຫ້ອ່ານ.
enemy	ສັດຕູ	ສອງປະເທດເຄີຍເປັນສັດຕູ.
engaged	ຫມັ້ນໝາຍ	ພວກເຂົາຫມັ້ນໝາຍກັນລະດູບານໃໝ່ທີ່ແລ້ວ.
engineering	ວິສະວະກຳ	ນາງຮຽນວິສະວະກຳຢູ່ມະຫາວິທະຍາໄລ.
entertain	ບັນເທີງ	ນັກຮ້ອງຈະບັນເທີງແຂກ.
entertainment	ຄວາມບັນເທີງ	ເມືອງມີຄວາມບັນເທີງຕອນແລງ.
entrance	ທາງເຂົ້າ	ພົບຂ້ອຍທີ່ທາງເຂົ້າ.
entry	ການເຂົ້າ	ການເຂົ້າຟຣີສຳລັບເດັກ.
environmental	ດ້ານສິ່ງແວດລ້ອມ	ພວກເຮົາຫາລືບັນຫາສິ່ງແວດລ້ອມ.
episode	ຕອນ	ຕອນສຸດທ້າຍນ່າຕື່ນເຕັ້ນ.
equal	ເທົ່າກັນ	ພວກເຂົາໄດ້ຄ່າຈ້າງເທົ່າກັນ.
equally	ຢ່າງເທົ່າກັນ	ວຽກຖືກແບ່ງຢ່າງເທົ່າກັນ.
escape	ຫຼົບໜີ	ນັກໂທດພະຍາຍາມຫຼົບໜີ.
essential	ຈຳເປັນ	ນ້ຳຈຳເປັນຕໍ່ຊີວິດ.
eventually	ໃນທີ່ສຸດ	ໃນທີ່ສຸດພວກເຮົາພົບໂຮງແຮມ.
examine	ກວດ	ທ່ານໝໍກວດແຂນຂອງຂ້ອຍ.
exchange	ການແລກປ່ຽນ	ພວກເຮົາແລກປ່ຽນທີ່ຮ້ານ.
excitement	ຄວາມຕື່ນເຕັ້ນ	ເກມເຕັມໄປດ້ວຍຄວາມຕື່ນເຕັ້ນ.
exhibition	ນິທັດສະການ	ນິທັດສະການສິລະປະເປີດມື້ອື່ນ.
expand	ຂະຫຍາຍ	ບໍລິສັດວາງແຜນຂະຫຍາຍ.
expected	ທີ່ຄາດໄວ້	ຄ່າໃຊ້ຈ່າຍທີ່ຄາດໄວ້ສູງ.
expedition	ການສຳຫຼວດ	ການສຳຫຼວດຂ້າມທະເລຊາຍ.
experienced	ມີປະສົບການ	ນາງເປັນພະຍາບານມີປະສົບການ.
explode	ລະເບີດອອກ	ຂວດອາດລະເບີດອອກເມື່ອຮ້ອນ.
explore	ສຳຫຼວດ	ພວກເຮົາສຳຫຼວດເມືອງເກົ່າ.
explosion	ການລະເບີດ	ການລະເບີດເຮັດໃຫ້ໜ້າຕ່າງຫຼາຍບານແຕກ.
export	ສິນຄ້າສົ່ງອອກ	ກາເຟເປັນສິນຄ້າສົ່ງອອກສຳຄັນ.
fairly	ຄ່ອນຂ້າງ	ການທົດສອບຄ່ອນຂ້າງງ່າຍ.
familiar	ຄຸ້ນເຄີຍ	ໃບໜ້າຂອງນາງເບິ່ງຄຸ້ນເຄີຍ.
fancy	ຢາກ	ເຈົ້າຢາກດື່ມກາເຟບໍ?
fascinating	ນ່າຫຼົງໄຫຼ	ເລື່ອງນັ້ນນ່າຫຼົງໄຫຼ.
fashionable	ທັນສະໄໝ	ເກີບນັ້ນທັນສະໄໝ.
fasten	ຮັດ	ຮັດເຂັມຂັດນິລະໄພ.
favour	ຄວາມຊ່ວຍເຫຼືອ	ເຈົ້າຊ່ວຍຂ້ອຍໜ່ອຍໄດ້ບໍ?
fence	ຮົ້ວ	ຮົ້ວລ້ອມສວນ.
fighting	ການສູ້ຮົບ	ການສູ້ຮົບຢຸດຕອນຮຸ່ງເຊົ້າ.
file	ໄຟລ໌	ບັນທຶກໄຟລ໌ກ່ອນປິດ.
financial	ທາງການເງິນ	ນາງຕ້ອງການຄຳແນະນຳທາງການເງິນ.
fitness	ຄວາມແຂງແຮງ	ການວິ່ງປັບປຸງຄວາມແຂງແຮງ.
fixed	ຄົງທີ່	ລາຄາຄົງທີ່.
flag	ທຸງ	ທຸງປິວຢູ່ເທິງໂຮງຮຽນ.
flood	ນ້ຳຖ້ວມ	ນ້ຳຖ້ວມທຳລາຍບ້ານຫຼາຍຫຼັງ.
flour	ແປ້ງ	ເພີ່ມແປ້ງໃສ່ຖ້ວຍ.
flow	ໄຫຼ	ແມ່ນ້ຳໄຫຼຜ່ານເມືອງ.
fold	ພັບ	ພັບເຈ້ຍເປັນສອງສ່ວນ.
folk	ພື້ນເມືອງ	ດົນຕີພື້ນເມືອງເຕັມຫ້ອງໂຖງ.
force	ກຳລັງ	ລົມມີກຳລັງແຮງ.
forever	ຕະຫຼອດໄປ	ຂ້ອຍຈະຈື່ສິ່ງນີ້ຕະຫຼອດໄປ.
frame	ກອບ	ຮູບຖ່າຍຕ້ອງການກອບ.
freeze	ແຂງຕົວ	ນ້ຳຈະແຂງຕົວຂ້າມຄືນ.
frequently	ເລື້ອຍໆ	ລາວໄປຢາມພໍ່ແມ່ເລື້ອຍໆ.
friendship	ມິດຕະພາບ	ມິດຕະພາບຂອງພວກເຂົາຢູ່ມາຫຼາຍປີ.
frighten	ເຮັດໃຫ້ຢ້ານ	ສຽງດັງເຮັດໃຫ້ເດັກນ້ອຍຢ້ານ.
frightened	ຢ້ານ	ເດັກນ້ອຍເບິ່ງຢ້ານ.
frightening	ໜ້າຢ້ານ	ພາຍຸນັ້ນໜ້າຢ້ານ.
frozen	ແຂງ	ທະເລສາບແຂງແລ້ວ.
fry	ຈືນ	ຈືນຫົວຜັກບົ່ວຫ້ານາທີ.
fuel	ນ້ຳມັນເຊື້ອໄຟ	ລົດຕ້ອງການນ້ຳມັນເພີ່ມ.
function	ໜ້າທີ່	ປຸ່ມນີ້ມີໜ້າທີ່ດຽວ.
fur	ຂົນສັດ	ແມວມີຂົນສັດນຸ່ມ.
garage	ໂຮງລົດ	ລົດຢູ່ໃນໂຮງລົດ.
gather	ລວບລວມ	ພວກເຮົາລວບລວມຮອບໂຕະ.
generally	ໂດຍທົ່ວໄປ	ນາງມາຮອດໄວໂດຍທົ່ວໄປ.
generation	ລຸ້ນ	ແຕ່ລະລຸ້ນປະເຊີນບັນຫາໃໝ່.
generous	ໃຈກວ້າງ	ລາວໃຈກວ້າງກັບເວລາຂອງລາວ.
gentle	ອ່ອນໂຍນ	ໃຊ້ສຽງອ່ອນໂຍນ.
gentleman	ສຸພາບບຸລຸດ	ສຸພາບບຸລຸດເປີດປະຕູ.
ghost	ຜີ	ເລື່ອງນີ້ກ່າວເຖິງຜີ.
giant	ຍັກໃຫຍ່	ຈໍຍັກໃຫຍ່ເຕັມເວທີ.
glad	ດີໃຈ	ຂ້ອຍດີໃຈທີ່ເຈົ້າມາ.
global	ທົ່ວໂລກ	ການປ່ຽນອາກາດເປັນບັນຫາທົ່ວໂລກ.
glove	ຖົງມື	ຂ້ອຍເຮັດຖົງມືຂ້າງໜຶ່ງຫາຍ.
goods	ສິນຄ້າ	ສິນຄ້າມາຮອດຊ້າ.
grade	ຄະແນນ	ນາງໄດ້ຄະແນນສູງ.
