source_headword	ML	example_ML
agriculture	കൃഷി	കൃഷി നിരവധി ഗ്രാമീണ കുടുംബങ്ങളെ സഹായിക്കുന്നു.
AIDS	എയ്ഡ്സ്	ആധുനിക വൈദ്യശാസ്ത്രം ഉപയോഗിച്ച് ഡോക്ടർമാർ എയ്ഡ്സ് ചികിത്സിക്കുന്നു.
alien	അന്യഗ്രഹജീവി	സിനിമ ഒരു അന്യഗ്രഹത്തെ കാണിക്കുന്നു.
alongside	കൂടെ	സൈക്കിൾ പാത നദിയോട് ചേർന്ന് പോകുന്നു.
altogether	പൂർണ്ണമായും	മൊത്തത്തിൽ, പ്രോജക്റ്റിന് ആറ് ആഴ്ചയെടുത്തു.
ambulance	ആംബുലൻസ്	ആംബുലൻസ് മിനിറ്റുകൾക്കകം എത്തി.
amusing	രസകരമായ	കഥ രസകരവും ലളിതവുമായിരുന്നു.
analyst	അനലിസ്റ്റ്	അനലിസ്റ്റ് വിൽപ്പന ഡാറ്റ പരിശോധിച്ചു.
ancestor	പൂർവ്വികൻ	എൻ്റെ പൂർവ്വികൻ ഈ ഗ്രാമത്തിനടുത്താണ് ജീവിച്ചിരുന്നത്.
animation	ആനിമേഷൻ	ആനിമേഷൻ പാഠം കൂടുതൽ വ്യക്തമാക്കി.
annually	വാർഷികമായി	ഈ ഉത്സവം എല്ലാ വർഷവും നടക്കുന്നു.
anticipate	മുൻകൂട്ടി കാണുക	നാളെ വലിയ ട്രാഫിക് ഉണ്ടാകുമെന്ന് ഞങ്ങൾ പ്രതീക്ഷിക്കുന്നു.
anxiety	ഉത്കണ്ഠ	ഉത്കണ്ഠ ഉറക്കത്തെ ബുദ്ധിമുട്ടാക്കും.
apology	ക്ഷമാപണം	അവൾ ആത്മാർത്ഥമായ ക്ഷമാപണം നടത്തി.
applicant	അപേക്ഷകൻ	അപേക്ഷകൻ ഒരു പുതിയ റെസ്യൂമെ അയച്ചു.
appropriately	ഉചിതമായ രീതിയിൽ	ഇൻ്റർവ്യൂവിന് അനുയോജ്യമായ വസ്ത്രം ധരിക്കുക.
arrow	അമ്പടയാളം	അമ്പ് പുറത്തേക്കുള്ള വഴി കാണിക്കുന്നു.
artwork	കലാസൃഷ്ടി	മ്യൂസിയം പ്രാദേശിക കലാസൃഷ്ടികൾ പ്രദർശിപ്പിച്ചു.
aside	മാറ്റിവെക്കുക	അവനെ കടന്നുപോകാൻ അനുവദിക്കുന്നതിനായി അവൾ മാറിനിന്നു.
asset	അസറ്റ്	അനുഭവപരിചയം വിലപ്പെട്ട ഒരു മുതൽക്കൂട്ടാണ്.
assign	ഏൽപ്പിക്കുക	അധ്യാപകൻ ഇന്ന് ഗൃഹപാഠം നൽകി.
assistance	സഹായം	സഹായത്തിനായി ജീവനക്കാരോട് ചോദിക്കുക.
assumption	അനുമാനം	ആ അനുമാനം തെറ്റായിരിക്കാം.
assure	ഉറപ്പുനൽകുക	വാതിൽ പൂട്ടിയിട്ടുണ്ടെന്ന് ഞാൻ നിങ്ങൾക്ക് ഉറപ്പുനൽകുന്നു.
astonishing	അതിശയിപ്പിക്കുന്ന	പാറക്കെട്ടിൽ നിന്നുള്ള കാഴ്ച വിസ്മയകരമായിരുന്നു.
attachment	അറ്റാച്ചുമെന്റ്	ഇമെയിലിൽ ഒരു അറ്റാച്ച്മെൻ്റ് ഉൾപ്പെടുന്നു.
auction	ലേലം	പെയിൻ്റിംഗ് ലേലത്തിൽ വിറ്റു.
audio	ഓഡിയോ	ഓഡിയോ റെക്കോർഡിംഗ് വ്യക്തമായി കേൾക്കുന്നു.
automatic	സ്വയമേവയുള്ള	വാതിലിന് ഓട്ടോമാറ്റിക് ലോക്ക് ഉണ്ട്.
automatically	സ്വയമേവ	ലൈറ്റുകൾ സ്വയമേവ ഓണാകും.
awareness	അവബോധം	ക്യാമ്പയിൻ പൊതുജനങ്ങളിൽ അവബോധം സൃഷ്ടിച്ചു.
awkward	ബുദ്ധിമുട്ടുള്ള	നിശബ്ദത അസ്വാഭാവികമായി തോന്നി.
badge	ബാഡ്ജ്	സന്ദർശകർ നിർബന്ധമായും ബാഡ്ജ് ധരിക്കണം.
balanced	സന്തുലിതമായ	ഒരു സന്തുലിതമായ ഭക്ഷണക്രമത്തിൽ പച്ചക്കറികൾ ഉൾപ്പെടുന്നു.
ballet	ബാലെ	സ്കൂൾ കഴിഞ്ഞ ശേഷം അവൾ ബാലെ പഠിക്കുന്നു.
balloon	ബലൂൺ	ബലൂൺ മേശയ്ക്ക് മുകളിൽ പൊങ്ങിനിൽക്കുകയായിരുന്നു.
barely	കഷ്ടിച്ച്	അദ്ദേഹം ആ അറിയിപ്പ് കഷ്ടിച്ച് മാത്രമാണ് കേട്ടത്.
bargain	വിലപേശൽ	ആ ജാക്കറ്റ് ഒരു യഥാർത്ഥ ലാഭക്കച്ചവടമായിരുന്നു.
basement	നിലവറ	പെട്ടികൾ നിലവറയിലാണ്.
basket	കുട്ട	അവൾ കുട്ടയിൽ ആപ്പിൾ വച്ചു.
bat	ബാറ്റ്	വവ്വാൽ ഗുഹയിൽ നിന്നും പുറത്തേക്ക് പറന്നു.
beneficial	പ്രയോജനകരമായ	പതിവായുള്ള വ്യായാമം ആരോഗ്യത്തിന് ഗുണകരമാണ്.
beside	സമീപം	വിളക്ക് സോഫയുടെ അരികിലാണ് ഇരിക്കുന്നത്.
besides	കൂടാതെ	കണക്കിന് പുറമെ അദ്ദേഹം രസതന്ത്രവും പഠിക്കുന്നു.
bias	പക്ഷപാതം	ലേഖനം വ്യക്തമായ പക്ഷപാതം കാണിച്ചു.
bid	ലേലം വിളി	കമ്പനി ഉയർന്ന ലേലത്തുക വാഗ്ദാനം ചെയ്തു.
biological	ജൈവപരമായ	ജൈവിക പരിശോധന ഫലം സ്ഥിരീകരിച്ചു.
blanket	പുതപ്പ്	കുട്ടി ഒരു പുതപ്പിനടിയിൽ ഉറങ്ങി.
blow	പ്രഹരം	ശക്തമായ പ്രഹരം ജനൽ തകർത്തു.
bold	ധീരമായ	തലക്കെട്ടിൽ കട്ടിയുള്ള അക്ഷരങ്ങളാണ് ഉപയോഗിച്ചത്.
bombing	ബോംബാക്രമണം	ബോംബാക്രമണത്തിൽ നിരവധി കെട്ടിടങ്ങൾക്ക് കേടുപാടുകൾ സംഭവിച്ചു.
booking	ബുക്കിംഗ്	ഞാൻ ഹോട്ടൽ ബുക്കിംഗ് സ്ഥിരീകരിച്ചു.
boost	ഉത്തേജനം	ഈ വിജയം ടീമിന്റെ ആത്മവിശ്വാസം വർദ്ധിപ്പിച്ചു.
bound	ബാധ്യസ്ഥമായ	പാഴ്സൽ ഒരു ചരട് കൊണ്ട് കെട്ടിയിരുന്നു.
brick	ഇഷ്ടിക	മതിൽ ഇഷ്ടിക കൊണ്ടാണ് നിർമ്മിച്ചിരിക്കുന്നത്.
briefly	ചുരുക്കത്തിൽ	ഉച്ചഭക്ഷണത്തിന് ശേഷം അവൾ ചുരുക്കത്തിൽ സംസാരിച്ചു.
broadcaster	ബ്രോഡ്കാസ്റ്റർ	ബ്രോഡ്കാസ്റ്റർ മേയറുമായി അഭിമുഖം നടത്തി.
broadly	വിശാലമായി	ഈ രണ്ട് പദ്ധതികളും പൊതുവേ സമാനമാണ്.
bug	ബഗ്	ഒരു തകരാറ് കാരണം ആപ്പ് തകർന്നു.
cabin	കാബിൻ	ഞങ്ങൾ ഒരു ചെറിയ ക്യാബിനിൽ താമസിച്ചു.
canal	കനാൽ	കനാലിലൂടെ ബോട്ടുകൾ പതുക്കെ നീങ്ങി.
candle	മെഴുകുതിരി	മേശപ്പുറത്ത് മെഴുകുതിരി കത്തുന്നുണ്ടായിരുന്നു.
carbon	കാർബൺ	മരങ്ങൾ വായുവിൽ നിന്നും കാർബൺ വലിച്ചെടുക്കുന്നു.
casual	അനൗപചാരികമായ	അവൻ ജോലിക്ക് സാധാരണ വസ്ത്രങ്ങൾ ധരിച്ചു.
cave	ഗുഹ	കാൽനടയാത്രക്കാർ ഗുഹയിൽ പ്രവേശിച്ചു.
certainty	ഉറപ്പ്	നമുക്ക് ഉറപ്പോടെ അറിയാൻ കഴിയില്ല.
certificate	സർട്ടിഫിക്കറ്റ്	അവൾക്ക് ഒരു പരിശീലന സർട്ടിഫിക്കറ്റ് ലഭിച്ചു.
challenging	വെല്ലുവിളിയായ	കോഴ്സ് വെല്ലുവിളി നിറഞ്ഞതാണെങ്കിലും ഉപയോഗപ്രദമായിരുന്നു.
championship	ചാമ്പ്യൻഷിപ്പ്	ഞങ്ങളുടെ ടീം ചാമ്പ്യൻഷിപ്പ് ഫൈനലിൽ എത്തി.
charming	ആകർഷകമായ	ആ പഴയ തെരുവ് ആകർഷകമായി തോന്നി.
chase	പിന്തുടരൽ	പട്ടി പന്തിനെ പിന്തുടർന്നു.
cheek	കവിൾ	അവളുടെ കവിളിലൂടെ ഒരു കണ്ണുനീർത്തുള്ളി ഒഴുകിയിറങ്ങി.
cheer	പ്രോത്സാഹം	ജനക്കൂട്ടം ഉച്ചത്തിൽ ആർപ്പുവിളിക്കാൻ തുടങ്ങി.
choir	ഗായകസംഘം	ഗായകസംഘം മനോഹരമായി പാടി.
chop	വെട്ടുക	ഉള്ളി ചെറിയ കഷണങ്ങളായി അരിയുക.
circuit	സർക്യൂട്ട്	ഓട്ടക്കാരൻ ഒരു ചുറ്റ് പൂർത്തിയാക്കി.
civilization	നാഗരികത	പ്രാചീന നാഗരികത ഈ പ്രദേശത്തെ രൂപപ്പെടുത്തി.
clarify	വ്യക്തമാക്കുക	അവസാനത്തെ കാര്യം ദയവായി വ്യക്തമാക്കുക.
classify	തരംതിരിക്കുക	ശാസ്ത്രജ്ഞർ മൃഗങ്ങളെ അവയുടെ ഇനമനുസരിച്ച് തരംതിരിക്കുന്നു.
clerk	ക്ലാർക്ക്	ക്ലാർക്ക് രസീത് പ്രിന്റ് ചെയ്തു.
cliff	ചെങ്കുത്തായ പാറ	വഴി ഒരു ചെങ്കുത്തായ പാറയ്ക്കടുത്ത് അവസാനിക്കുന്നു.
clinic	ക്ലിനിക്	ക്ലിനിക്ക് എട്ട് മണിക്ക് തുറക്കും.
clip	ക്ലിപ്പ്	അവൾ പേപ്പറിൽ ക്ലിപ്പ് ഘടിപ്പിച്ചു.
coincidence	സമാനസംഭവം	അവനെ അവിടെ വെച്ച് കണ്ടത് ഒരു യാദൃശ്ചികതയായിരുന്നു.
collector	ശേഖരിക്കുന്നയാൾ	ശേഖരിക്കുന്നയാൾ അപൂർവ നാണയങ്ങൾ വാങ്ങി.
colony	കോളനി	ഉറുമ്പുകൾ വലിയൊരു കോളനി ഉണ്ടാക്കി.
colourful	വർണ്ണാഭമായ	ചന്ത തിളക്കമുള്ളതും വർണ്ണാഭമായതുമായിരുന്നു.
comic	ഹാസ്യമായ	ഹാസ്യപരമായ രംഗം ഞങ്ങളെ ചിരിപ്പിച്ചു.
commander	കമാൻഡർ	കമാൻഡർ വ്യക്തമായ നിർദ്ദേശങ്ങൾ നൽകി.
comparative	താരതമ്യേനയുള്ള	ഉപന്യാസം താരതമ്യ ഡാറ്റ ഉപയോഗിക്കുന്നു.
completion	പൂർത്തീകരണം	പാലം പൂർത്തീകരണത്തോട് അടുക്കുന്നു.
compose	രചിക്കുക	അവൻ സിനിമയ്ക്ക് സംഗീതം ചിട്ടപ്പെടുത്തും.
composer	സംഗീതസംവിധായകൻ	സംഗീതസംവിധായകൻ ഒരു പുതിയ ഗാനം എഴുതി.
compound	സംയുക്തം	സംയുക്തത്തിൽ രണ്ട് രാസവസ്തുക്കൾ അടങ്ങിയിരിക്കുന്നു.
comprehensive	സമഗ്രമായ	ഗൈഡ് സമഗ്രമായ നിർദ്ദേശങ്ങൾ നൽകുന്നു.
comprise	ഉൾക്കൊള്ളുക	ടീമിൽ അഞ്ച് അംഗങ്ങൾ അടങ്ങിയിരിക്കുന്നു.
compulsory	നിർബന്ധിതമായ	ഈ ക്ലാസ്സിന് ഹാജർ നിർബന്ധമാണ്.
concrete	കോൺക്രീറ്റ്	തറ കോൺക്രീറ്റ് കൊണ്ടാണ് നിർമ്മിച്ചിരിക്കുന്നത്.
confess	കുറ്റസമ്മതം നടത്തുക	അവൻ അധ്യാപകനോട് തെറ്റ് ഏറ്റുപറഞ്ഞു.
confusion	ആശയക്കുഴപ്പം	കാലതാമസം ആശയക്കുഴപ്പത്തിന് കാരണമായി.
consequently	തന്മൂലം	മഴ പെയ്തു; തൽഫലമായി, മത്സരം നിർത്തി.
conservation	സംരക്ഷണം	സംരക്ഷണം അപൂർവ മൃഗങ്ങളെ കാക്കുന്നു.
considerable	ഗണ്യമായ	അറ്റകുറ്റപ്പണിക്ക് ഗണ്യമായ സമയമെടുത്തു.
considerably	ഗണ്യമായി	ഈ വർഷം വില ഗണ്യമായി വർദ്ധിച്ചു.
consistently	സ്ഥിരമായി	അവൾ സ്ഥിരമായി നന്നായി പ്രവർത്തിക്കുന്നു.
conspiracy	ഗൂഢാലോചന	പോലീസ് ഗൂഢാലോചനയെക്കുറിച്ച് അന്വേഷിച്ചു.
consult	കൂടിയാലോചിക്കുക	മരുന്ന് കഴിക്കുന്നതിന് മുമ്പ് ഡോക്ടറോട് കൂടിയാലോചിക്കുക.
consultant	കൺസൾട്ടൻ്റ്	കൺസൾട്ടന്റ് ഒരു പുതിയ തന്ത്രം നിർദ്ദേശിച്ചു.
consumption	ഉപഭോഗം	കഴിഞ്ഞ മാസം ഊർജ്ജ ഉപഭോഗം കുറഞ്ഞു.
controversial	വിവാദപരമായ	നയം വിവാദപരമായി തുടരുന്നു.
controversy	വിവാദം	തീരുമാനം വിവാദത്തിന് കാരണമായി.
convenience	സൗകര്യം	സ്റ്റോർ വലിയ സൗകര്യം നൽകുന്നു.
convention	കൺവെൻഷൻ	വാർഷിക സമ്മേളനം തിങ്കളാഴ്ച ആരംഭിക്കുന്നു.
conventional	പരമ്പരാഗതമായ	അവൻ ഒരു പരമ്പരാഗത ഡിസൈൻ തിരഞ്ഞെടുത്തു.
convey	അറിയിക്കുക	സന്ദേശം സഹതാപം അറിയിച്ചു.
convincing	ബോധ്യപ്പെടുത്തുന്ന	അവളുടെ വിശദീകരണം ബോധ്യപ്പെടുത്തുന്നതായിരുന്നു.
cope	നേരിടുക	സമ്മർദ്ദത്തെ നേരിടാൻ അവൾ പഠിച്ചു.
corporation	കോർപ്പറേഷൻ	കോർപ്പറേഷൻ ഒരു പുതിയ ഓഫീസ് തുറന്നു.
corridor	ഇടനാഴി	ഇടനാഴി ഇടുങ്ങിയതും ശാന്തവുമായിരുന്നു.
counter (long flat surface)	കൗണ്ടർ	താക്കോലുകൾ അടുക്കള കൗണ്ടറിലുണ്ട്.
coverage	കവറേജ്	വാർത്താവിവരണം വൈകുന്നേരം മുഴുവൻ നീണ്ടുനിന്നു.
crack	വിള്ളൽ	ഭിത്തിയിൽ ഒരു വിള്ളൽ പ്രത്യക്ഷപ്പെട്ടു.
craft	കരകൗശലം	അവൾ കൈകൊണ്ട് നിർമ്മിച്ച കരകൗശലവസ്തുക്കൾ ഓൺലൈനിൽ വിൽക്കുന്നു.
creativity	സർഗ്ഗാത്മകത	പ്രശ്നങ്ങൾ പരിഹരിക്കാൻ സർഗ്ഗാത്മകത സഹായിക്കുന്നു.
critically	വിമർശനാത്മകമായി	ലേഖനം നിർണായകമായി പ്രധാനപ്പെട്ടതായിരുന്നു.
cruise	ക്രൂയിസ്	അവർ ഗ്രീസിലേക്ക് ഒരു കപ്പൽ വിനോദയാത്ര ബുക്ക് ചെയ്തു.
cue	സൂചന	നടന് തന്റെ സൂചന നഷ്ടമായി.
curious	ജിജ്ഞാസയുള്ള	കുട്ടിക്ക് ബഹിരാകാശത്തെക്കുറിച്ച് ജിജ്ഞാസയുണ്ടായിരുന്നു.
curriculum	പാഠ്യപദ്ധതി	സ്കൂൾ അതിന്റെ പാഠ്യപദ്ധതി പരിഷ്കരിച്ചു.
cute	മനോഹരമായ	നായ്ക്കുട്ടിയെ കാണാൻ ഓമനത്വമുണ്ടായിരുന്നു.
dairy	ഡയറി	ഫാം ഡയറി ഉൽപ്പന്നങ്ങൾ നിർമ്മിക്കുന്നു.
dare	ധൈര്യപ്പെടുക	അത് പരീക്ഷിക്കാൻ ഞാൻ നിങ്ങളെ വെല്ലുവിളിക്കുന്നു.
darkness	ഇരുട്ട്	മുറി ഇരുട്ട് നിറഞ്ഞു.
database	ഡാറ്റാബേസ്	ഡാറ്റാബേസ് ഉപഭോക്തൃ വിവരങ്ങൾ സൂക്ഷിക്കുന്നു.
deadline	സമയപരിധി	അവസാന തീയതി വെള്ളിയാഴ്ചയാണ്.
deadly	മാരകമായ	പാമ്പിന് മാരകമായ വിഷമുണ്ട്.
dealer	വ്യാപാരി	കാർ ഡീലർ ഒരു കിഴിവ് വാഗ്ദാനം ചെയ്തു.
deck	ഡെക്ക്	കസേരകൾ ഡെക്കിലാണ്.
defender	പ്രതിരോധക്കാരൻ	പ്രതിരോധക്കാരൻ ഷോട്ട് തടഞ്ഞു.
delete	നീക്കംചെയ്യുക	പഴയ സന്ദേശം മായ്ക്കുക.
democracy	ജനാധിപത്യം	ജനാധിപത്യം സ്വതന്ത്ര തിരഞ്ഞെടുപ്പുകളെ ആശ്രയിച്ചിരിക്കുന്നു.
democratic	ജനാധിപത്യപരമായ	വോട്ടെടുപ്പ് ജനാധിപത്യപരമായ നിയമങ്ങൾ പാലിച്ചു.
demonstration	പ്രകടനം	വിദ്യാർത്ഥികൾ ഒരു പ്രകടനത്തിൽ പങ്കെടുത്തു.
depart	പുറപ്പെടുക	ട്രെയിൻ ഉച്ചയ്ക്ക് പുറപ്പെടും.
dependent	ആശ്രയിക്കുന്ന	കുട്ടി മുതിർന്നവരെ ആശ്രയിക്കുന്നവനാണ്.
deposit	നിക്ഷേപം	അവൾ അപ്പാർട്ട്മെന്റിനായി ഒരു നിക്ഷേപം നൽകി.
depression	വിഷാദം	വിഷാദരോഗത്തിന് പ്രൊഫഷണൽ പിന്തുണ ആവശ്യമാണ്.
derive	വേർതിരിച്ചെടുക്കുക	പല വാക്കുകളും ലാറ്റിനിൽ നിന്നാണ് ഉരുത്തിരിഞ്ഞത്.
desperately	നിരാശയോടെ	അവന് തീവ്രമായി വെള്ളം ആവശ്യമായിരുന്നു.
destruction	നാശം	കൊടുങ്കാറ്റ് വ്യാപകമായ നാശമുണ്ടാക്കി.
determination	നിശ്ചയദാർഢ്യം	അവളുടെ നിശ്ചയദാർഢ്യം പരിശീലകനെ ആകർഷിച്ചു.
devote	സമർപ്പിക്കുക	അവൾ വാരാന്ത്യങ്ങൾ പഠനത്തിനായി സമർപ്പിക്കുന്നു.
differ	വ്യത്യാസപ്പെടുക	അവരുടെ അഭിപ്രായങ്ങൾ വളരെ വ്യത്യാസപ്പെട്ടിരിക്കുന്നു.
disability	വൈകല്യം	കെട്ടിടത്തിൽ വൈകല്യമുള്ളവർക്കുള്ള സൗകര്യമുണ്ട്.
disabled	പ്രവർത്തനരഹിതമായ	ഭിന്നശേഷിയുള്ള കായികതാരം മെഡൽ നേടി.
disagreement	വിയോജിപ്പ്	മീറ്റിംഗ് വിയോജിപ്പോടെ അവസാനിച്ചു.
disappoint	നിരാശപ്പെടുത്തുക	ഫലം ആരാധകരെ നിരാശപ്പെടുത്തിയേക്കാം.
disappointment	നിരാശ	അവന് കടുത്ത നിരാശ തോന്നി.
discourage	നിരുത്സാഹപ്പെടുത്തുക	യുവ പഠിതാക്കളെ പിന്തിരിപ്പിക്കരുത്.
disorder	ക്രമക്കേട്	ഡോക്ടർ ഒരു ഉറക്ക തകരാറ് കണ്ടെത്തി.
distant	അകലെയുള്ള	പർവതങ്ങൾ അകലെയുള്ളതായി തോന്നി.
distinct	വ്യതിരിക്തമായ	രണ്ട് ശബ്ദങ്ങളും വ്യത്യസ്തമാണ്.
distinguish	തിരിച്ചറിയുക	നിങ്ങൾക്ക് ഈ നിറങ്ങളെ തിരിച്ചറിയാൻ കഴിയുമോ?
distract	ശ്രദ്ധ തിരിക്കുക	ശബ്ദം വിദ്യാർത്ഥികളുടെ ശ്രദ്ധ തിരിക്കും.
disturb	ശല്യപ്പെടുത്തുക	ദയവായി രോഗിയെ ശല്യപ്പെടുത്തരുത്.
dive	മുങ്ങുക	അവർ പവിഴപ്പുറ്റിനടുത്ത് മുങ്ങും.
diverse	വൈവിധ്യമാർന്ന	നഗരത്തിന് വൈവിധ്യമാർന്ന സംസ്കാരങ്ങളുണ്ട്.
diversity	വൈവിധ്യം	ഞങ്ങൾ സാംസ്കാരിക വൈവിധ്യം ആഘോഷിക്കുന്നു.
divorce	വിവാഹമോചനം	വിവാഹമോചനം എല്ലാവർക്കും ബുദ്ധിമുട്ടായിരുന്നു.
dominant	പ്രബലമായ	പ്രബലമായ ടീം കളി നിയന്ത്രിച്ചു.
donation	സംഭാവന	ചാരിറ്റിക്ക് ഒരു സംഭാവന ലഭിച്ചു.
dot	കുത്ത്	അക്കത്തിന് ശേഷം ഒരു കുത്ത് ഇടുക.
downtown	നഗരമദ്ധ്യം	ജോലിക്ക് ശേഷം ഞങ്ങൾ നഗരമധ്യത്തിൽ കണ്ടുമുട്ടി.
dramatically	നാടകീയമായി	വില ഗണ്യമായി കുറഞ്ഞു.
drought	വരൾച്ച	വരൾച്ച വിളകളെ നശിപ്പിച്ചു.
dull	മങ്ങിയ	പ്രഭാഷണം വിരസമായിരുന്നു.
dump	ഉപേക്ഷിക്കുക	ഇവിടെ മാലിന്യം തള്ളരുത്.
duration	കാലാവധി	ഫ്ലൈറ്റ് ദൈർഘ്യം മൂന്ന് മണിക്കൂറാണ്.
dynamic	ചലനാത്മകമായ	ക്ലാസ്സ്റൂം ചലനാത്മകമാണെന്ന് തോന്നി.
economics	സാമ്പത്തികശാസ്ത്രം	അവൾ സർവ്വകലാശാലയിൽ സാമ്പത്തികശാസ്ത്രം പഠിക്കുന്നു.
economist	സാമ്പത്തിക വിദഗ്ദ്ധൻ	സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ വേഗത കുറഞ്ഞ വളർച്ച പ്രവചിച്ചു.
editorial	എഡിറ്റോറിയൽ	മുഖപ്രസംഗം നിയമത്തെ വിമർശിച്ചു.
efficiently	കാര്യക്ഷമമായി	ടീം കാര്യക്ഷമമായി പ്രവർത്തിച്ചു.
elbow	കൈമുട്ട്	അവന് കൈമുട്ടിന് പരിക്കേറ്റു.
electronics	ഇലക്ട്രോണിക്സ്	കടയിൽ ഇലക്ട്രോണിക്സ് വിൽക്കുന്നു.
elegant	മനോഹരമായ	വസ്ത്രം മനോഹരമായി തോന്നി.
elementary	അടിസ്ഥാനപരമായ	പുസ്തകം പ്രാഥമിക വ്യാകരണം വിശദീകരിക്കുന്നു.
eliminate	ഒഴിവാക്കുക	ടീം നിരവധി തെറ്റുകൾ ഒഴിവാക്കി.
embrace	സ്വീകരിക്കുക	അവൾ പുതിയ ആശയം സ്വീകരിച്ചു.
emission	പുറന്തള്ളൽ	കാർ പുറന്തള്ളൽ നില കുറഞ്ഞു.
emotionally	വൈകാരികമായി	അവൻ തന്റെ കുടുംബത്തെക്കുറിച്ച് വൈകാരികമായി സംസാരിച്ചു.
empire	സാമ്രാജ്യം	സാമ്രാജ്യം നൂറ്റാണ്ടുകളോളം നീണ്ടുനിന്നു.
enjoyable	ആസ്വാദ്യകരമായ	യാത്ര ആസ്വാദ്യകരമായിരുന്നു.
entertaining	വിനോദകരമായ	ഷോ രസകരമായിരുന്നു.
entrepreneur	സംരംഭകൻ	സംരംഭകൻ ഒരു കഫേ തുറന്നു.
envelope	കവർ	കത്ത് ഒരു കവറിൽ ഇടുക.
equip	സജ്ജമാക്കുക	സ്കൂൾ ലാബ് സജ്ജമാക്കും.
equivalent	തുല്യമായത്	ഒരു ഡോളർ ഇവിടെ തുല്യമല്ല.
era	കാലഘട്ടം	കണ്ടുപിടുത്തം ഒരു പുതിയ കാലഘട്ടം ആരംഭിച്ചു.
erupt	പൊട്ടിത്തെറിക്കുക	അഗ്നിപർവ്വതം ഉടൻ പൊട്ടിത്തെറിച്ചേക്കാം.
essentially	അടിസ്ഥാനപരമായി	രണ്ട് രീതികളും അടിസ്ഥാനപരമായി സമാനമാണ്.
ethic	ധാർമ്മികത	അവന്റെ തൊഴിൽ ധാർമ്മികത ശക്തമാണ്.
ethnic	വംശീയമായ	ഉത്സവം വംശീയ പാരമ്പര്യങ്ങൾ ആഘോഷിക്കുന്നു.
evaluation	വിലയിരുത്തൽ	കോഴ്സിൽ അവസാന വിലയിരുത്തൽ ഉൾപ്പെടുന്നു.
evident	വ്യക്തമായ	അവന്റെ പരിഭ്രമം വ്യക്തമായിരുന്നു.
evolution	പരിണാമം	പരിണാമം പല ജീവശാസ്ത്രപരമായ മാറ്റങ്ങളെയും വിശദീകരിക്കുന്നു.
evolve	വികസിക്കുക	ഭാഷകൾ കാലക്രമേണ പരിണമിക്കുന്നു.
exceed	കവിയുക	ആവശ്യം വിതരണത്തെ കവിഞ്ഞേക്കാം.
exception	ഒഴിവാക്കൽ	ഒരു ഒഴിവാക്കലുണ്ട്.
excessive	അമിതമായ	അമിതമായ ശബ്ദം അയൽക്കാരെ ശല്യപ്പെടുത്തുന്നു.
exclude	ഒഴിവാക്കുക	പട്ടികയിൽ താത്കാലിക തൊഴിലാളികളെ ഒഴിവാക്കിയിട്ടുണ്ട്.
exhibit	പ്രദർശനം	മ്യൂസിയം അപൂർവ്വ ഫോട്ടോഗ്രാഫുകൾ പ്രദർശിപ്പിക്കും.
