source_headword	NE	example_NE
rehabilitation	पुनर्स्थापना	पुनर्स्थापनाले उसलाई फेरि हिँड्न मद्दत गर्‍यो।
reign	शासनकाल	राजाको शासनकाल दशकौंसम्म चल्यो।
rejection	अस्वीकृति	अस्वीकृतिले उनको आत्मविश्वासमा चोट पुर्यायो।
relevance	सान्दर्भिकता	तथ्याङ्कको सीमित सान्दर्भिकता छ।
reliability	विश्वसनीयता	आपतकालीन प्रणालीहरूमा विश्वसनीयता महत्त्वपूर्ण हुन्छ।
reluctant	अनिच्छुक	उनी बोल्न अनिच्छुक थिए।
remainder	बाँकी	बाँकी रकम परोपकारमा गयो।
remains	अवशेषहरू	अवशेषहरूको सावधानीपूर्वक जाँच गरियो।
remedy	उपाय	कानुनले उपाय प्रदान गर्दछ।
reminder	रिमाइन्डर	इमेल एक उपयोगी रिमाइन्डर थियो।
removal	हटाउने कार्य	बाधाहरू हटाउनाले व्यापारलाई मद्दत पुग्यो।
render	बनाउनु	गल्तीले सम्झौतालाई अमान्य बनायो।
renew	नवीकरण गर्नु	आफ्नो राहदानी चाँडै नवीकरण गर्नुहोस्।
renowned	प्रख्यात	उनी आफ्नो अनुसन्धानको लागि प्रख्यात छिन्।
rental	भाडा	भाडामा बीमा समावेश छ।
replacement	प्रतिस्थापन	प्रतिस्थापन भाग आज आइपुग्यो।
reportedly	रिपोर्ट अनुसार	रिपोर्ट अनुसार मन्त्रीले हिजो राजीनामा दिए।
representation	प्रतिनिधित्व	उचित प्रतिनिधित्व महत्त्वपूर्ण छ।
reproduce	प्रजनन गर्नु	यी बिरुवाहरू चाँडै प्रजनन गर्छन्।
reproduction	प्रतिलिपि	डिजिटल प्रतिलिपिले पहुँच सुधार गर्‍यो।
republic	गणतन्त्र	गणतन्त्रले चुनाव गरायो।
resemble	मिल्दोजुल्दो हुनु	दुई डिजाइनहरू एकअर्कासँग मिल्दोजुल्दो छन्।
reside	बसोबास गर्नु	उनीहरू सिमाना नजिकै बसोबास गर्छन्।
residence	निवास	उनको आधिकारिक निवासको सुरक्षा गरिएको छ।
residential	आवासीय	यो क्षेत्र धेरैजसो आवासीय हो।
residue	अवशेष	क्लीनरले टाँसिने अवशेष छोड्यो।
resignation	राजीनामा	उनको राजीनामाले बोर्डलाई चकित पार्यो।
resistance	प्रतिरोध	परिवर्तनको प्रतिरोध कडा थियो।
respective	सम्बन्धित	उनीहरू आफ्नो सम्बन्धित कार्यालयहरूमा फर्के।
respectively	क्रमशः	अङ्कहरू क्रमशः ८० र ९० थिए।
restoration	पुनर्स्थापना	भवनको पुनर्स्थापना गर्न वर्षौं लाग्यो।
restraint	संयम	प्रहरीले संयम देखायो।
resume	पुन: सुरु हुनु	कक्षाहरू अर्को हप्ता पुन: सुरु हुन्छन्।
retreat	पछि हट्नु	सेना पछि हट्न थाल्यो।
retrieve	प्राप्त गर्नु	उनले फाइल प्राप्त गरिन्।
revelation	प्रकटीकरण	प्रकटीकरणले उसको प्रतिष्ठामा क्षति पुर्यायो।
revenge	बदला	उसले अपमानको बदला चाहन्थ्यो।
reverse	उल्ट्याउनु	अदालतले निर्णय उल्ट्यायो।
revival	पुनरुत्थान	सहरले आर्थिक पुनरुत्थान देख्यो।
revive	पुनर्जीवित गर्नु	महोत्सवले स्थानीय परम्पराहरूलाई पुनर्जीवित गर्न मद्दत गर्‍यो।
revolutionary	क्रान्तिकारी	आविष्कार क्रान्तिकारी थियो।
rhetoric	बयानबाजी	उसको बयानबाजी आक्रामक सुनिन्थ्यो।
rifle	राइफल	राइफल सुरक्षित रूपमा भण्डारण गरिएको थियो।
riot	दंगा	दंगा धेरै घण्टासम्म चल्यो।
rip	च्यात्नु	कागजलाई ध्यानपूर्वक च्यात्नुहोस्।
ritual	अनुष्ठान	अनुष्ठानले फसल काट्ने समयलाई जनाउँछ।
robust	बलियो	प्रणाली बलियो छ।
rock	हल्लाउनु	विस्फोटले गाउँलाई हल्लायो।
rod	डन्डी	पर्दा डन्डीमा झुन्डिन्छ।
rotate	घुमाउनु	ह्यान्डललाई बिस्तारै घुमाउनुहोस्।
rotation	परिक्रमण	बाली परिक्रमणले माटोको सुरक्षा गर्दछ।
ruling	फैसला	अदालतले फैसला जारी गर्‍यो।
rumour	हल्ला	हल्ला चाँडै फैलियो।
sack	बर्खास्त गर्नु	बोर्डले प्रशिक्षकलाई बर्खास्त गर्न सक्छ।
sacred	पवित्र	मन्दिर पवित्र छ।
sacrifice	त्याग	अभिभावकहरू अक्सर त्याग गर्छन्।
saint	सन्त	चर्चले स्थानीय सन्तलाई सम्मान गर्छ।
sake	खातिर	उनी उनको खातिर बसे।
sanction	प्रतिबन्ध	प्रतिबन्धले अन्तर्राष्ट्रिय व्यापारलाई असर गर्‍यो।
say	बोल्ने अधिकार	कर्मचारीहरूलाई समय तालिकामा बोल्ने अधिकार थियो।
scattered	छरिएका	छरिएका कागजहरूले डेस्क छोपेको थियो।
sceptical	शंकालु	उनी दाबीमा शंकालु रहिन्।
scope	दायरा	परियोजनाको दायरा विस्तार भयो।
screw	पेच	पेचलाई ध्यानपूर्वक कडा गर्नुहोस्।
scrutiny	छानबिन	सम्झौताले सार्वजनिक छानबिनको सामना गर्‍यो।
seal	बन्द गर्नु	हुलाकमा पठाउनुअघि खाम बन्द गर्नुहोस्।
secular	धर्मनिरपेक्ष	विद्यालयले धर्मनिरपेक्ष पाठ्यक्रम पछ्याउँछ।
seemingly	हेर्दाखेरि	काम हेर्दाखेरि सरल थियो।
segment	खण्ड	अन्तिम खण्ड छोटो थियो।
seize	जफत गर्नु	प्रहरीले कागजातहरू जफत गर्‍यो।
seldom	विरलै	उनी विरलै कक्षा छुटाउँछिन्।
selective	चयनात्मक	कार्यक्रम अत्यधिक चयनात्मक छ।
senator	सिनेटर	सिनेटरले विधेयकलाई समर्थन गरे।
sensation	सनसनी	खोजले सनसनी मच्चायो।
sensitivity	संवेदनशीलता	यस मुद्दामा संवेदनशीलता आवश्यक छ।
sentiment	भावना	सार्वजनिक भावना चाँडै बदलियो।
separation	विछोड	विछोड गाह्रो थियो।
serial	सिरियल	सिरियल नम्बर हराइरहेको छ।
settlement	सम्झौता	सम्झौताले विवादको अन्त्य गर्‍यो।
set-up	सेटअप	सेटअप गर्न पूरै बिहान लाग्यो।
sexuality	कामुकता	पाठ्यक्रमले पहिचान र कामुकताको बारेमा छलफल गर्दछ।
shareholder	सेयरधनी	एक सेयरधनीले बोर्डलाई प्रश्न गरे।
shatter	चक्नाचुर पार्नु	समाचारले उसको आत्मविश्वास चक्नाचुर पार्‍यो।
shed	कटौती गर्नु	कम्पनीले रोजगारी कटौती गर्नेछ।
sheer	पूर्ण	पूर्ण आकारले सबैलाई चकित पार्‍यो।
shipping	ढुवानी	ढुवानी लागत बढ्यो।
shoot	सुटिङ	फोटो सुटिङ चाँडै सकियो।
shrink	खुम्चिनु	कमिज खुम्चिन सक्छ।
shrug	काँध उचाल्नु	उनले सानो काँध उचालिन्।
sigh	लामो सास फेर्नु	उसले राहतको लामो सास फेर्‍यो।
simulate	नक्कल गर्नु	सफ्टवेयरले ट्राफिकको नक्कल गर्न सक्छ।
simulation	सिमुलेसन	सिमुलेसनले बाढीको भविष्यवाणी गर्‍यो।
simultaneously	एकैसाथ	दुईवटा अलार्म एकैसाथ बजे।
sin	पाप	घमण्डलाई पाप मानिन्छ।
situated	अवस्थित	होटल सहरको केन्द्रमा अवस्थित छ।
sketch	रेखाचित्र	उनले एउटा द्रुत रेखाचित्र बनाइन्।
skip	छोड्नु	बिहानको खाजा नछोड्नुहोस्।
slam	जोडले बन्द गर्नु	उसले ढोका जोडले बन्द गर्न सक्छ।
slap	थप्पड मार्नु	टेबुलमा थप्पड नमार्नुहोस्।
slavery	दासप्रथा	दासप्रथाले क्षेत्रको इतिहासलाई आकार दियो।
slot	समय स्लट	अनलाइन समय स्लट बुक गर्नुहोस्।
smash	चकनाचुर पार्नु	भुइँमा सिसा चकनाचुर भयो।
snap	भाँचिनु	हाँगा हावाले भाँचियो।
soak	भिजाउनु	गेडागुडी रातभर भिजाउनुहोस्।
soar	ह्वात्तै बढ्नु	इन्धनको मूल्य ह्वात्तै बढ्न सक्छ।
socialist	समाजवादी	पार्टीले समाजवादी नीतिहरूलाई समर्थन गर्दछ।
sole	एक मात्र	उहाँ एक मात्र जीवित व्यक्ति हुनुहुन्थ्यो।
solely	केवल	निर्णय केवल उनको थियो।
solicitor	वकिल	वकिलले सम्झौता तयार गरे।
solidarity	ऐक्यबद्धता	कामदारहरूले ऐक्यबद्धता व्यक्त गरे।
solo	एकल	उनले एकल एल्बम निकालिन्।
sound	भरपर्दो	योजना भरपर्दो र व्यावहारिक छ।
sovereignty	सार्वभौमसत्ता	सन्धिले राष्ट्रिय सार्वभौमसत्ताको रक्षा गर्‍यो।
spam	स्प्याम	स्प्यामले इनबक्स भरियो।
span	पार गर्नु	पुलले नदी पार गर्छ।
spark	सुरु गर्नु	एउटा सानो भनाइले बहस सुरु गर्‍यो।
specialized	विशेषज्ञ	क्लिनिकले विशेषज्ञ हेरचाह प्रदान गर्दछ।
specification	विशिष्टता	डिजाइनले प्रत्येक विशिष्टता पूरा गर्छ।
specimen	नमुना	नमुनालाई सुरक्षित रूपमा भण्डारण गरिएको थियो।
spectacle	दृश्य	परेड एउटा जीवन्त दृश्य थियो।
spectrum	दायरा	विचारहरूले फराकिलो दायरा ओगटेका छन्।
spell	समयावधि	सुख्खा समयावधि हप्तौंसम्म चल्यो।
sphere	क्षेत्र	राजनीति सांस्कृतिक क्षेत्रमा प्रवेश गर्‍यो।
spin	घुम्नु	पाङ्ग्राहरू घुम्न थाले।
spine	मेरुदण्ड	चोटले उसको मेरुदण्डमा असर गर्‍यो।
spotlight	चर्चा	काण्डले उसलाई चर्चामा ल्यायो।
spouse	जीवनसाथी	उनको जीवनसाथी समारोहमा उपस्थित थिए।
spy	जासूस	जासूसले कोड गरिएका सन्देशहरू पठायो।
squad	टोली	उद्धार टोली छिटै आइपुग्यो।
squeeze	निचोर्नु	ह्यान्डललाई बिस्तारै निचोर्नुहोस्।
stab	छुरा प्रहार	रिपोर्टले छुरा प्रहारको घाउको वर्णन गरेको छ।
stability	स्थिरता	नीतिले स्थिरता ल्यायो।
stabilize	स्थिर गर्नु	औषधिले उसलाई स्थिर गर्न मद्दत गर्‍यो।
stake	हिस्सेदारी	यहाँ लगानीकर्ताहरूको हिस्सेदारी छ।
standing	प्रतिष्ठा	पार्टीमा उनको प्रतिष्ठा बढ्यो।
stark	स्पष्ट	परिणामहरूले स्पष्ट भिन्नता देखायो।
statistical	सांख्यिकीय	अध्ययनले सांख्यिकीय विधिहरू प्रयोग गर्‍यो।
steer	डोर्याउनु	उसले बहसलाई डोर्याउने प्रयास गर्‍यो।
stem	काण्ड	आँधीमा काण्ड भाँचियो।
stereotype	रूढिवादी धारणा	चलचित्रले एउटा रूढिवादी धारणालाई चुनौती दियो।
stimulus	प्रोत्साहन	प्याकेजले आर्थिक प्रोत्साहन प्रदान गर्‍यो।
stir	चलाउनु	सस बिस्तारै चलाउनुहोस्।
storage	भण्डारण	सुविधाले सुरक्षित भण्डारण प्रदान गर्दछ।
straightforward	सीधा	निर्देशनहरू सीधा थिए।
strain	तनाव	लामो ढिलाइले तनाव निम्त्यायो।
strand	त्यान्द्रो	कपालको एउटा त्यान्द्रो खस्यो।
strategic	रणनीतिक	कम्पनीले रणनीतिक लगानी गर्‍यो।
strip (long narrow piece)	टुक्रा	कागजको साँघुरो टुक्रा काट्नुहोस्।
strip (remove clothes/a layer)	निकाल्नु	पुरानो रङ सावधानीपूर्वक निकाल्नुहोस्।
strive	प्रयास गर्नु	तिनीहरू उत्कृष्टताको लागि प्रयास गर्छन्।
structural	संरचनात्मक	पुलमा संरचनात्मक क्षति छ।
stumble	ठेस लाग्नु	उसलाई भर्‍याङमा ठेस लाग्यो।
stun	छक्क पार्नु	समाचारले मानिसहरूलाई छक्क पार्न सक्छ।
submission	बुझाउने काम	बुझाउने अन्तिम मिति बितिसक्यो।
subscriber	ग्राहक	प्रत्येक ग्राहकले अपडेटहरू प्राप्त गर्दछ।
subscription	सदस्यता	सदस्यता स्वतः नवीकरण हुन्छ।
subsidy	अनुदान	अनुदानले इन्धनको लागत घटायो।
substantial	पर्याप्त	परियोजनालाई पर्याप्त रकम चाहिन्छ।
substantially	उल्लेखनीय रूपमा	मूल्य उल्लेखनीय रूपमा बढ्यो।
substitute	विकल्प	विकल्पको रूपमा दूध प्रयोग गर्नुहोस्।
substitution	प्रतिस्थापन	प्रतिस्थापनले रेसिपी परिवर्तन गर्‍यो।
subtle	सूक्ष्म	पेन्टिङमा सूक्ष्म विवरणहरू छन्।
suburban	उपनगरीय	तिनीहरू उपनगरीय क्षेत्रमा सरे।
succession	क्रम	संकट असफलताहरूको क्रम पछि आयो।
successive	क्रमिक	क्रमिक सरकारहरूले यस मुद्दालाई बेवास्ता गरे।
successor	उत्तराधिकारी	उत्तराधिकारीले सोमबार सुरु गर्नेछ।
suck	तान्नु	मेसिनले धुलो तान्न सक्छ।
sue	मुद्दा हाल्नु	उनले कम्पनीलाई मुद्दा हाल्ने निर्णय गरिन्।
suicide	आत्महत्या	आत्महत्या रोकथामलाई निरन्तर कोष चाहिन्छ।
suite	सुइट	होटल सुइटबाट नदी देखिन्थ्यो।
summit	शिखर सम्मेलन	नेताहरू शिखर सम्मेलनमा भेटे।
superb	उत्कृष्ट	प्रदर्शन उत्कृष्ट थियो।
superior	उत्कृष्ट	नयाँ मोडेल उत्कृष्ट छ।
supervise	निरीक्षण गर्नु	उनले प्रशिक्षार्थीहरूको निरीक्षण गर्नेछिन्।
supervision	सुपरिवेक्षण	बच्चाहरूलाई वयस्क सुपरिवेक्षण चाहिन्छ।
supervisor	पर्यवेक्षक	पहिले आफ्नो पर्यवेक्षकलाई सोध्नुहोस्।
supplement	पूरक	रिपोर्टमा एउटा पूरक समावेश छ।
supportive	सहयोगी	उनको परिवार सहयोगी थियो।
supposedly	कथित रूपमा	फाइल कथित रूपमा मेटाइएको थियो।
suppress	दबाउनु	शासनले विरोधलाई दबाउने प्रयास गर्‍यो।
supreme	सर्वोच्च	सर्वोच्च अदालतले मुद्दा सुन्यो।
surge	वृद्धि	अचानक भएको वृद्धिले उपकरणलाई क्षति पुर्‍यायो।
surgical	शल्यक्रिया	बिरामीलाई शल्यक्रिया उपचार चाहिन्छ।
surplus	बचत	गोदाममा बचत छ।
surrender	आत्मसमर्पण गर्नु	सिपाहीहरू आत्मसमर्पण गर्न सहमत भए।
surveillance	निगरानी	निगरानी क्यामेराले प्रवेशद्वार रेकर्ड गर्‍यो।
suspension	निलम्बन	निलम्बन दुई हप्तासम्म चल्यो।
suspicion	शंका	उसको व्यवहारले शंका उब्जायो।
suspicious	शंकास्पद	प्याकेज शंकास्पद देखिन्थ्यो।
sustain	कायम राख्नु	परियोजनाले स्थानीय रोजगारी कायम राख्न सक्छ।
swing	ढल्किनु	ढोका ढल्किन थाल्यो।
sword	तरवार	तरवार भित्तामा झुन्ड्याइएको थियो।
symbolic	प्रतीकात्मक	इशारा प्रतीकात्मक थियो।
syndrome	सिन्ड्रोम	सिन्ड्रोमले स्मरणशक्तिलाई असर गर्छ।
synthesis	संश्लेषण	अध्यायले एउटा संश्लेषण प्रदान गर्दछ।
systematic	व्यवस्थित	समीक्षा व्यवस्थित थियो।
tactic	कार्यनीति	कार्यनीति चाँडै असफल भयो।
tactical	रणनीतिक	टोलीले रणनीतिक परिवर्तन गर्‍यो।
taxpayer	करदाता	करदाताको पैसाले पुल निर्माण गर्‍यो।
tempt	प्रलोभनमा पार्नु	प्रस्तावले लगानीकर्ताहरूलाई प्रलोभनमा पार्न सक्छ।
tenant	भाडावाल	भाडावालले समय अगावै भाडा तिर्‍यो।
tender	कोमल	उनले एउटा कोमल मुस्कान दिइन्।
tenure	कार्यकाल	उनको कार्यकाल छ वर्ष चल्यो।
terminal	अन्तिम	बिरामीलाई अन्तिम अवस्थाको रोग थियो।
terminate	समाप्त गर्नु	कम्पनीले सम्झौता समाप्त गर्न सक्छ।
terrain	भूभाग	भूभाग कठिन थियो।
terrific	उत्कृष्ट	दृश्य उत्कृष्ट थियो।
testify	गवाही दिनु	उनी गवाही दिन सहमत भइन्।
testimony	गवाही	उनको गवाही विस्तृत थियो।
texture	बनावट	कपडाको बनावट खस्रो छ।
thankfully	भाग्यवश	भाग्यवश, कोही पनि घाइते भएनन्।
theatrical	नाटकीय	भाषण नाटकीय सुनिन्थ्यो।
theology	धर्मशास्त्र	उसले विश्वविद्यालयमा धर्मशास्त्र पढ्यो।
theoretical	सैद्धान्तिक	मोडेल विशुद्ध रूपमा सैद्धान्तिक छ।
thereafter	त्यसपछि	त्यसपछि, नियमहरू परिवर्तन भए।
thereby	जसबाट	परिवर्तनले लागत घटायो, जसबाट रोजगारी बच्यो।
thoughtful	विचारशील	उनको जवाफ विचारशील थियो।
thought-provoking	विचारोत्तेजक	लेख विचारोत्तेजक थियो।
thread	धागो	धागो सजिलै टुट्यो।
threshold	सीमा	भोटले सीमा पार गर्‍यो।
thrilled	रोमाञ्चित	उनी समाचार सुनेर रोमाञ्चित थिइन्।
thrive	फस्टाउनु	साना व्यवसायहरू यहाँ फस्टाउन सक्छन्।
tide	ज्वार	ज्वार छिटै बढ्यो।
tighten	कसिलो पार्नु	बिर्कोलाई कसिलो पार्नुहोस्।
timber	काठ	घरले स्थानीय काठ प्रयोग गर्दछ।
timely	समयमै	चेतावनी समयमै थियो।
tobacco	सुर्ती	सुर्तीको बिक्री घट्यो।
tolerance	सहिष्णुता	नीतिले सहिष्णुतालाई प्रोत्साहित गर्दछ।
tolerate	सहनु	हामी दुर्व्यवहार सहन सक्दैनौं।
toll	क्षति	आँधीले भारी क्षति पुर्‍यायो।
top	उछिन्नु	बिक्रीले पोहोर सालको कीर्तिमानलाई उछिन्न सक्छ।
torture	यातना	सन्धिले यातनालाई पूर्ण रूपमा प्रतिबन्ध लगाउँछ।
