source_headword	TE	example_TE
praise	ప్రశంస	ఉపాధ్యాయుడు నిజాయితీగా ప్రశంసించాడు.
pregnant	గర్భవతి	ఆమె ఆరు నెలల గర్భవతి.
preparation	సన్నాహాలు	మంచి సన్నాహాలు ఒత్తిడిని తగ్గిస్తాయి.
presence	ఉనికి	అతని ఉనికి వాతావరణాన్ని మార్చింది.
preserve	సంరక్షించు	మనం ఈ చారిత్రక భవనాన్ని సంరక్షించాలి.
prime	ప్రధాన	ప్రధాన కారణం పేలవమైన ప్రణాళిక.
principle	సూత్రం	నిర్ణయం స్పష్టమైన సూత్రాన్ని అనుసరించింది.
priority	ప్రాధాన్యత	భద్రత మా మొదటి ప్రాధాన్యత.
privacy	గోప్యత	వినియోగదారులు ఆన్‌లైన్‌లో గోప్యతను ఆశిస్తారు.
procedure	విధానం	ఈ విధానానికి ముప్పై నిమిషాలు పడుతుంది.
proof	సాక్ష్యం	వ్యవహరించే ముందు మాకు సాక్ష్యం కావాలి.
proposal	ప్రతిపాదన	ప్రతిపాదనకు మరిన్ని వివరాలు అవసరం.
propose	ప్రతిపాదించు	నేను వేరే పరిష్కారాన్ని ప్రతిపాదిస్తున్నాను.
prospect	అవకాశం	వైఫల్యం యొక్క అవకాశం వారిని ఆందోళన చెందేలా చేసింది.
protection	రక్షణ	హెల్మెట్ ప్రాథమిక రక్షణను ఇస్తుంది.
psychologist	మనస్తత్వవేత్త	మనస్తత్వవేత్త పరీక్ష ఫలితాలను వివరించాడు.
psychology	మనస్తత్వశాస్త్రం	ఆమె విశ్వవిద్యాలయంలో మనస్తత్వశాస్త్రం అభ్యసిస్తుంది.
publication	ప్రచురణ	ఆ ప్రచురణ ప్రజల దృష్టిని ఆకర్షించింది.
pupil	విద్యార్థి	ప్రతి విద్యార్థికి కొత్త పాఠ్యపుస్తకం వచ్చింది.
purchase	కొనుగోలు చేయు	వారు ప్రతి నెలా సామాగ్రిని కొనుగోలు చేస్తారు.
pure	స్వచ్ఛమైన	నీరు స్వచ్ఛంగా మరియు చల్లగా ఉంది.
pursue	కొనసాగించు	అతను వైద్య వృత్తిని కొనసాగిస్తాడు.
rank	హోదా	ఆమె సీనియర్ హోదాను కలిగి ఉంది.
rapid	వేగవంతమైన	దేశం వేగవంతమైన వృద్ధిని చూసింది.
rapidly	వేగంగా	ఈ సంవత్సరం ధరలు వేగంగా పెరిగాయి.
raw	పచ్చి	చెఫ్ పచ్చి కూరగాయలను సిద్ధం చేశాడు.
realistic	వాస్తవిక	వాస్తవిక గడువును సెట్ చేయండి.
reasonable	సహేతుకమైన	అది సహేతుకమైన అభ్యర్థనగా కనిపిస్తుంది.
recall	గుర్తుచేసుకో	నేను అతని ఖచ్చితమైన మాటలను గుర్తుచేసుకున్నాను.
recover	కోలుకో	ఆమె చికిత్స తర్వాత కోలుకుంటుంది.
reduction	తగ్గింపు	తగ్గింపు డబ్బును ఆదా చేసింది.
regard	భావించు	చాలా మంది ఆమెను నిజాయితీపరురాలిగా భావిస్తారు.
regional	ప్రాంతీయ	ప్రాంతీయ కార్యాలయం ఈరోజు మూసివేయబడింది.
register	నమోదు చేయి	దయచేసి సమావేశానికి ముందు నమోదు చేసుకోండి.
regret	పశ్చాత్తాపపడు	నా మునుపటి నిర్ణయం పట్ల నేను పశ్చాత్తాపపడుతున్నాను.
regulation	నిబంధన	కొత్త నిబంధన డ్రైవర్లందరినీ ప్రభావితం చేస్తుంది.
relatively	సాపేక్షంగా	పరీక్ష సాపేక్షంగా సులభంగా ఉంది.
relevant	సంబంధిత	సంబంధిత వివరాలను మాత్రమే ఎంచుకోండి.
relief	ఉపశమనం	ఈ వార్త గొప్ప ఉపశమనాన్ని తెచ్చింది.
rely	ఆధారపడు	పిల్లలు పెద్దల మద్దతుపై ఆధారపడతారు.
remark	వ్యాఖ్య	అతని వ్యాఖ్యతో చర్చ ముగిసింది.
representative	ప్రతినిధి	ప్రతినిధి స్థానిక కార్మికులను కలిశారు.
reputation	కీర్తి	హోటల్‌కు మంచి కీర్తి ఉంది.
requirement	అవసరం	అనుభవం అనేది కనీస అవసరం.
rescue	రక్షించడం	వారు వరదల నుండి ప్రజలను రక్షిస్తారు.
reserve	రిజర్వ్ చేయడం	మేము అతిథుల కోసం సీట్లను రిజర్వ్ చేస్తాము.
resident	నివాసి	ప్రతి నివాసికి ఒక నోటీసు అందింది.
resist	ఎదిరించడం	ఒత్తిడిని ఎదిరించడానికి ప్రయత్నించండి.
resolve	పరిష్కరించడం	వారు వివాదాన్ని శాంతియుతంగా పరిష్కరించారు.
resort	రిసార్ట్	ద్వీపంలోని రిసార్ట్ మేలో ప్రారంభించబడింది.
retain	ఉంచుకోవడం	కంపెనీ సిబ్బందిని ఉంచుకోవాలనుకుంటోంది.
reveal	వెల్లడించడం	నివేదిక నిజాలను వెల్లడిస్తుంది.
revolution	విప్లవం	విప్లవం దేశాన్ని మార్చివేసింది.
reward	బహుమతి	కష్టానికి తగ్గ బహుమతి దక్కాలి.
rhythm	లయ	పాటకు స్థిరమైన లయ ఉంది.
rid	వదిలించుకోవడం	ఆ పాత ఫైళ్లను వదిలించుకోండి.
root	మూలం	సమస్యకు మూలం డబ్బు.
rub	రుద్దడం	వస్త్రంతో ఉపరితలాన్ని రుద్దండి.
rubber	రబ్బరు	రబ్బరు సీల్ లీకేజీలను నివారిస్తుంది.
rural	గ్రామీణ	అనేక గ్రామీణ పాఠశాలలకు మద్దతు అవసరం.
rush	తొందరపడటం	ఈ నిర్ణయంలో తొందరపడకండి.
satellite	ఉపగ్రహం	ఉపగ్రహం కొత్త చిత్రాలను పంపింది.
satisfied	సంతృప్తి	కస్టమర్ సంతృప్తి చెందినట్లు కనిపించాడు.
satisfy	సంతృప్తిపరచడం	ఆ సమాధానం అతన్ని సంతృప్తిపరచలేదు.
saving	ఆదా చేయడం	శక్తిని ఆదా చేయడం నెలవారీ ఖర్చులను తగ్గిస్తుంది.
scale	స్థాయి	నష్టం యొక్క స్థాయి భారీగా ఉంది.
scheme	పథకం	ఈ పథకం యువ కార్మికులకు సహాయపడుతుంది.
scream	అరుపు	బయట వారికి ఒక అరుపు వినిపించింది.
sector	రంగం	సాంకేతిక రంగం వృద్ధి చెందుతోంది.
secure	సురక్షితం చేయడం	దాన్ని సురక్షితంగా ఉంచడానికి తలుపుకు తాళం వేయండి.
seek	వెతకడం	వారు నిపుణుల సలహాను వెతుకుతారు.
select	ఎంచుకోవడం	ఉత్తమ ఎంపికను ఎంచుకోండి.
selection	ఎంపిక	ఈ దుకాణం ఎన్నో ఎంపికలను అందిస్తుంది.
self	స్వీయ	ఆమె తన అసలు నైజాన్ని చూపించింది.
senior	సీనియర్	ఒక సీనియర్ డాక్టర్ రోగిని పరీక్షించారు.
sensitive	సున్నితమైన	ఈ అంశం చాలా సున్నితమైనది.
sequence	క్రమం	దశల క్రమాన్ని అనుసరించండి.
session	సెషన్	శిక్షణా సెషన్ మధ్యాహ్నం ప్రారంభమవుతుంది.
settle	పరిష్కరించుకోవడం	వారు వాదనను త్వరగా పరిష్కరించుకుంటారు.
severe	తీవ్రమైన	తుఫాను తీవ్రమైన వరదలకు కారణమైంది.
shade	నీడ	నీడలో కూర్చోండి.
shadow	నీడ	కిటికీ గుండా ఒక నీడ కదిలింది.
shallow	లోతు లేని	ఇక్కడ సరస్సు లోతుగా లేదు.
shame	అవమానం	అబద్ధం చెప్పిన తర్వాత అతను అవమానంగా భావించాడు.
shelter	ఆశ్రయం	పాఠశాల అత్యవసర ఆశ్రయం కల్పించింది.
shock	దిగ్భ్రాంతి	ఆ నిర్ణయం ఒక దిగ్భ్రాంతికి గురిచేసింది.
shocked	ఆశ్చర్యపోయిన	ఆ వార్తతో ఆమె ఆశ్చర్యపోయినట్లు కనిపించింది.
shooting	కాల్పులు	స్టేషన్ సమీపంలో కాల్పులు జరిగాయి.
shot	షాట్	గెలిచిన షాట్ అందరినీ ఆశ్చర్యపరిచింది.
significant	ముఖ్యమైన	ఈ ఆవిష్కరణ చాలా ముఖ్యమైనది.
significantly	గణనీయంగా	గత ఏడాది ఖర్చులు గణనీయంగా పెరిగాయి.
silence	నిశ్శబ్దం	గదిలో నిశ్శబ్దం అలుముకుంది.
silk	పట్టు	ఆ దుస్తులు పట్టుతో తయారు చేయబడ్డాయి.
sincere	నిజాయితీ గల	దయచేసి నా నిజాయితీ గల కృతజ్ఞతలను స్వీకరించండి.
slave	బానిస	చట్టం ప్రతి బానిసనూ విడిపించింది.
slide	జారుడుబల్ల	పిల్లవాడు జారుడుబల్ల మీద నుండి కిందికి వెళ్లాడు.
slight	స్వల్ప	స్వల్ప ఆలస్యం జరిగింది.
slip	జారిపోవు	తడి నేల మీద జారిపోకండి.
slope	వాలు	ఆ దారి నిటారుగా ఉన్న వాలు గుండా వెళుతుంది.
solar	సౌర	ఆ ఇల్లు సౌర శక్తిని ఉపయోగిస్తుంది.
somewhat	కొంతవరకు	సూచనలు కొంతవరకు గందరగోళంగా ఉన్నాయి.
soul	ఆత్మ	సంగీతం ఆమె ఆత్మను ఉత్తేజపరిచింది.
specialist	నిపుణుడు	నిపుణుడు రోగిని పరీక్షించాడు.
species	జాతి	ఈ జాతి నదుల దగ్గర నివసిస్తుంది.
spiritual	ఆధ్యాత్మిక	ఆమె ఒక ఆధ్యాత్మిక అనుభవాన్ని వివరించింది.
split	పంచుకొను	వారు బిల్లును సమానంగా పంచుకున్నారు.
sponsor	స్పాన్సర్ చేయు	ఆ సంస్థ ఈ కార్యక్రమానికి స్పాన్సర్ చేస్తుంది.
stable	స్థిరమైన	రోగి పరిస్థితి స్థిరంగా ఉంది.
stare	తదేకంగా చూడు	అపరిచితుల వైపు తదేకంగా చూడకండి.
status	హోదా	అతని హోదా రాత్రికి రాత్రే మారిపోయింది.
steady	నిలకడైన	నిలకడైన వేగాన్ని కొనసాగించండి.
steel	ఉక్కు	ఆ వంతెన ఉక్కుతో తయారు చేయబడింది.
steep	నిటారుగా ఉన్న	కొండ నిటారుగా ఉంది.
sticky	జిగటగా ఉండే	నేల జిగటగా అనిపిస్తోంది.
stiff	బిగుతుగా	అతని భుజం బిగుతుగా అనిపించింది.
stock	సరుకు	దుకాణంలో ఎటువంటి సరుకు మిగిలి లేదు.
stream	ప్రవాహం	ఒక చిన్న నీటి ప్రవాహం పొలం గుండా వెళుతుంది.
stretch	చాచు	విమాన ప్రయాణం తర్వాత మీ కాళ్ళను చాచండి.
strict	కఠినమైన	పాఠశాలలో కఠినమైన నియమాలు ఉన్నాయి.
strike	సమ్మె	కార్మికులు రేపు సమ్మె చేయవచ్చు.
struggle	పోరాడు	చాలా కుటుంబాలు అద్దె కోసం పోరాడుతున్నాయి.
submit	సమర్పించు	శుక్రవారం లోపు ఫారమ్‌ను సమర్పించండి.
sum	మొత్తం	ఆ మొత్తం ఊహించిన దానికంటే ఎక్కువగా ఉంది.
surgery	శస్త్రచికిత్స	శస్త్రచికిత్స రెండు గంటల పాటు కొనసాగింది.
surround	చుట్టుముట్టు	ఎత్తైన చెట్లు ఇంటిని చుట్టుముట్టాయి.
surrounding	చుట్టుపక్కల	చుట్టుపక్కల ప్రాంతం ప్రశాంతంగా ఉంది.
suspect	అనుమానించు	పోలీసులు ఒక స్థానిక వ్యక్తిని అనుమానిస్తున్నారు.
swear	బూతులు మాట్లాడు	తరగతిలో బూతులు మాట్లాడకండి.
sweep	ఊడ్చు	అతిథులు రాకముందే నేల ఊడ్చండి.
sympathy	సానుభూతి	ఆమె బాధితుల పట్ల సానుభూతి వ్యక్తం చేసింది.
tale	కథ	నానమ్మ ఒక వింత కథ చెప్పింది.
tank	ట్యాంక్	ట్యాంక్‌లో స్వచ్ఛమైన నీరు ఉంది.
tear1	చించు	పత్రాన్ని చించకండి.
tear2	కన్నీరు	ఆమె చెంప మీద నుండి ఒక కన్నీటి చుక్క రాలింది.
temporary	తాత్కాలిక	ఆ కార్యాలయం ఒక తాత్కాలిక ఆశ్రయం.
therapy	థెరపీ	ఫిజికల్ థెరపీ అతని కోలుకోవడానికి సహాయపడింది.
threat	ముప్పు	ఆ సందేశంలో ఒక బెదిరింపు ఉంది.
threaten	ముప్పు కలిగించు	తుఫాను పంటలకు ముప్పు కలిగించవచ్చు.
thus	అందువలన	రోడ్డు మూసివేయబడింది; అందువలన, మేము వేచి ఉన్నాము.
tone	స్వరం	అతని స్వరం ప్రశాంతంగా వినిపించింది.
tough	కఠినమైన	ఇంటర్వ్యూ కఠినంగా ఉంది.
transfer	బదిలీ చేయు	వారు ప్రతి రాత్రి డేటాను బదిలీ చేస్తారు.
transform	రూపాంతరం చెందించు	కొత్త విధానం సేవలను రూపాంతరం చెందిస్తుంది.
transition	పరివర్తన	ఈ పరివర్తనకు చాలా నెలలు పట్టింది.
trial	విచారణ	విచారణ వచ్చే వారం ప్రారంభమవుతుంది.
tropical	ఉష్ణమండల	ఇక్కడ ఉష్ణమండల తుఫానులు సాధారణం.
truly	నిజంగా	మీ సహాయాన్ని నేను నిజంగా అభినందిస్తున్నాను.
trust	నమ్మకం	నమ్మకాన్ని పెంచుకోవడానికి సమయం పడుతుంది.
tune	ట్యూన్	బ్యాండ్ సంతోషకరమైన ట్యూన్‌ను ప్లే చేసింది.
tunnel	సొరంగం	నది కింద సొరంగం నడుస్తుంది.
ultimately	అంతిమంగా	అంతిమంగా, ప్రణాళిక విజయవంతమైంది.
unconscious	స్పృహలేని	రోగి స్పృహ కోల్పోయి ఉన్నాడు.
unexpected	ఊహించని	ఈ ఆలస్యం ఊహించనిది.
unique	ప్రత్యేకమైన	ప్రతి డిజైన్ ప్రత్యేకమైనది.
universe	విశ్వం	విశ్వం విస్తరిస్తోంది.
unknown	తెలియని	పేరు ఇంకా తెలియలేదు.
upper	పై	పై అర ఖాళీగా ఉంది.
upwards	పైకి	పొగ పైకి కదిలింది.
urban	పట్టణ	పట్టణ ప్రాంతాలకు మెరుగైన రవాణా అవసరం.
urge	ప్రోత్సహించు	ప్రజలను వ్యాయామం చేయాలని వైద్యులు ప్రోత్సహిస్తున్నారు.
vary	మారుతూ ఉంటాయి	ప్రాంతాన్ని బట్టి ధరలు మారుతూ ఉంటాయి.
vast	విశాలమైన	ఎడారి విశాలమైన ప్రాంతాన్ని ఆక్రమించి ఉంది.
venue	వేదిక	ఈ వేదికలో ఐదు వందల మంది పట్టవచ్చు.
via	ద్వారా	ఇమెయిల్ ద్వారా పత్రాన్ని పంపండి.
victory	విజయం	జట్టు తమ విజయాన్ని జరుపుకుంది.
violence	హింస	నగరం రాజకీయ హింసను ఎదుర్కొంది.
virtual	వర్చువల్	ఈ సమావేశం వర్చువల్.
vision	దార్శనికత	ఆమె దార్శనికత సంస్థను తీర్చిదిద్దింది.
visual	దృశ్య	నివేదికలో దృశ్య ఉదాహరణలు ఉన్నాయి.
vital	కీలకమైన	ప్రాణానికి నీరు కీలకమైనది.
vitamin	విటమిన్	నారింజలో విటమిన్ సి ఉంటుంది.
volume	వాల్యూమ్	వాల్యూమ్ తగ్గించండి.
wage	వేతనం	కార్మికులు ఎక్కువ వేతనం డిమాండ్ చేశారు.
weakness	బలహీనత	ఈ ప్రణాళికలో ఒక బలహీనత ఉంది.
wealth	సంపద	అతని సంపద వ్యాపారం నుండి వచ్చింది.
wealthy	సంపన్నమైన	సంపన్న కుటుంబం మ్యూజియంకు నిధులు సమకూర్చింది.
whereas	అయితే	ఆమెకు టీ ఇష్టం, అయితే నాకు కాఫీ ఇష్టం.
wherever	ఎక్కడైనా	మీకు సౌకర్యంగా ఉన్న చోట ఎక్కడైనా కూర్చోండి.
whisper	గుసగుసలాడు	వేడుక సమయంలో దయచేసి గుసగుసలాడండి.
whom	ఎవరిని	మీరు ఎవరిని ఆహ్వానించారు?
widely	విస్తృతంగా	ఈ పుస్తకం విస్తృతంగా చదవబడింది.
wildlife	వన్యప్రాణులు	ఈ పార్కు స్థానిక వన్యప్రాణులను రక్షిస్తుంది.
willing	ఇష్టపడే	ఆమె సహాయం చేయడానికి ఇష్టంగా ఉంది.
wind2	చుట్టు	రీల్ చుట్టూ కేబుల్‌ను చుట్టండి.
wire	తీగ	తీగ రెండు పరికరాలను కలుపుతుంది.
wise	తెలివైన	అది ఒక తెలివైన ఎంపిక.
witness	సాక్షి	ఒక సాక్షి ప్రమాదాన్ని వివరించాడు.
wound	గాయం	గాయాన్ని జాగ్రత్తగా శుభ్రం చేయండి.
wrap	చుట్టు	కానుకను కాగితంలో చుట్టండి.
zone	జోన్	ఈ జోన్ ట్రాఫిక్ కోసం మూసివేయబడింది.
