source_headword	LO	example_LO
any more	ອີກຕໍ່ໄປ	ຂ້ອຍບໍ່ຕ້ອງການອີກຕໍ່ໄປ.
anyway	ຢ່າງໃດກໍຕາມ	ຢ່າງໃດກໍຕາມພວກເຮົາເລີ່ມໄດ້ຕອນນີ້.
anywhere	ທີ່ໃດກໍໄດ້	ນັ່ງທີ່ໃດກໍໄດ້ທີ່ເຈົ້າມັກ.
app	ແອັບ	ແອັບນີ້ມີປະໂຫຍດ.
appear	ປາກົດ	ຊື່ຂອງນາງຈະປາກົດທີ່ນີ້.
appearance	ຮູບລັກສະນະ	ຮູບລັກສະນະຂອງລາວແຕກຕ່າງ.
apply	ສະໝັກ;ນຳໃຊ້	ສະໝັກວຽກມື້ນີ້.
architect	ສະຖາປະນິກ	ສະຖາປະນິກມີແຜນການ.
architecture	ສະຖາປັດຕະຍະກຳ	ຂ້ອຍມັກສະຖາປັດຕະຍະກຳທັນສະໄໝ.
argue	ຖຽງ	ຢ່າຖຽງກັບເອື້ອຍຂອງເຈົ້າ.
argument	ການຖຽງກັນ	ການຖຽງກັນນັ້ນສັ້ນ.
army	ກອງທັບ	ກອງທັບນັ້ນໃຫຍ່.
arrange	ຈັດ	ກະລຸນາຈັດການປະຊຸມ.
arrangement	ການຈັດການ	ການຈັດການນັ້ນໃຊ້ໄດ້ດີ.
asleep	ຫຼັບ	ເດັກນ້ອຍຫຼັບຢູ່.
assistant	ຜູ້ຊ່ວຍ	ຜູ້ຊ່ວຍໄດ້ຊ່ວຍຂ້ອຍ.
athlete	ນັກກິລາ	ນັກກິລາແລ່ນໄວ.
attack	ໂຈມຕີ	ໝາອາດຈະໂຈມຕີ.
attend	ເຂົ້າຮ່ວມ	ຂ້ອຍເຂົ້າຮ່ວມຫ້ອງຮຽນມື້ນີ້.
attention	ຄວາມສົນໃຈ	ກະລຸນາຕັ້ງໃຈຟັງຕອນນີ້.
attractive	ດຶງດູດໃຈ	ສວນນັ້ນດຶງດູດໃຈ.
audience	ຜູ້ຊົມ	ຜູ້ຊົມງຽບ.
author	ນັກຂຽນ	ນັກຂຽນຂຽນປຶ້ມນີ້.
available	ມີພ້ອມ	ອາຫານມີພ້ອມຕອນນີ້.
average	ສະເລ່ຍ	ຄະແນນສະເລ່ຍດີ.
avoid	ຫຼີກລ້ຽງ	ຫຼີກລ້ຽງຖະໜົນທີ່ຫຍຸ້ງ.
award	ລາງວັນ	ນາງໄດ້ຮັບລາງວັນ.
awful	ແຍ່	ອາກາດແຍ່ຫຼາຍ.
background	ພື້ນຫຼັງ	ຮູບນີ້ມີພື້ນຫຼັງມືດ.
badly	ຢ່າງບໍ່ດີ	ລາວຫຼິ້ນບໍ່ດີມື້ນີ້.
bar	ບາ	ພວກເຮົາພົບກັນທີ່ບາໂຮງແຮມ.
baseball	ເບສບອນ	ເບສບອນນິຍົມຢູ່ທີ່ນີ້.
based	ອີງໃສ່	ຮູບເງົານີ້ອີງໃສ່ປຶ້ມ.
basketball	ບານບ້ວງ	ພວກເຮົາຫຼິ້ນບານບ້ວງຫຼັງໂຮງຮຽນ.
bean	ຖົ່ວ	ຖົ່ວນີ້ສີຂຽວ.
bear (animal)	ໝີ	ໝີອາໄສຢູ່ໃນປ່າ.
beat	ຊະນະ	ທີມຂອງພວກເຮົາສາມາດຊະນະພວກເຂົາ.
beef	ຊີ້ນງົວ	ຂ້ອຍກິນຊີ້ນງົວຕອນແລງ.
behave	ປະພຶດຕົວ	ກະລຸນາປະພຶດຕົວດີໃນຫ້ອງຮຽນ.
behaviour	ພຶດຕິກຳ	ພຶດຕິກຳຂອງລາວສຸພາບ.
belong	ເປັນຂອງ	ເກີບນີ້ເປັນຂອງຂ້ອຍ.
belt	ເຂັມຂັດ	ເຂັມຂັດຂອງລາວສີດຳ.
benefit	ປະໂຫຍດ	ການອອກກຳລັງກາຍມີປະໂຫຍດແທ້.
billion	ພັນລ້ານ	ພັນລ້ານເປັນຈຳນວນໃຫຍ່ຫຼາຍ.
bin	ຖັງຂີ້ເຫຍື້ອ	ໃສ່ເຈ້ຍໃນຖັງຂີ້ເຫຍື້ອ.
biology	ຊີວະວິທະຍາ	ຊີວະວິທະຍາເປັນວິຊາທີ່ດີທີ່ສຸດຂອງຂ້ອຍ.
birth	ການເກີດ	ການເກີດຂອງນາງຢູ່ເດືອນພຶດສະພາ.
biscuit	ຂະໜົມບິສກິດ	ນາງກິນຂະໜົມບິສກິດ.
bit	ເລັກນ້ອຍ	ຂ້ອຍຕ້ອງການເວລາເພີ່ມເລັກນ້ອຍ.
blank	ຊ່ອງວ່າງ	ຂຽນຊື່ຂອງເຈົ້າໃນຊ່ອງວ່າງ.
blood	ເລືອດ	ເລືອດເປັນສີແດງ.
blow	ພັດ	ລົມສາມາດພັດແຮງ.
board	ກະດານ	ຂຽນມັນໃສ່ກະດານ.
boil	ຕົ້ມ	ຕົ້ມນ້ຳກ່ອນ.
bone	ກະດູກ	ໝາມີກະດູກ.
borrow	ຢືມ	ຂ້ອຍຂໍຢືມປາກກາຂອງເຈົ້າໄດ້ບໍ.
boss	ຫົວໜ້າ	ຫົວໜ້າຂອງຂ້ອຍເປັນມິດ.
bottom	ດ້ານລຸ່ມ	ເຊັນຊື່ທີ່ດ້ານລຸ່ມ.
bowl	ຖ້ວຍ	ຖ້ວຍເຕັມແລ້ວ.
brain	ສະໝອງ	ສະໝອງຂອງເຈົ້າຕ້ອງການການພັກ.
bridge	ຂົວ	ຂົວນັ້ນເກົ່າ.
bright	ສະຫວ່າງ	ຫ້ອງນັ້ນສະຫວ່າງ.
brilliant	ຍອດຢ້ຽມ	ຄວາມຄິດນັ້ນຍອດຢ້ຽມ.
broken	ແຕກ;ເສຍ	ຕັ່ງນັ້ນເສຍແລ້ວ.
brush	ຖູ	ຖູແຂ້ວຂອງເຈົ້າຕອນນີ້.
burn	ໄໝ້;ເຜົາ	ຢ່າເຮັດໃຫ້ເຂົ້າຈີ່ໄໝ້.
businessman	ນັກທຸລະກິດຊາຍ	ນັກທຸລະກິດຊາຍມາຮອດໄວ.
button	ປຸ່ມ	ກົດປຸ່ມສີແດງ.
camp	ຕັ້ງຄ່າຍ	ພວກເຮົາຕັ້ງຄ່າຍໃກ້ທະເລສາບ.
camping	ການຕັ້ງຄ່າຍ	ການຕັ້ງຄ່າຍມ່ວນໃນລະດູຮ້ອນ.
can2	ກະປ໋ອງ	ເປີດກະປ໋ອງຢ່າງລະວັງ.
care	ດູແລ;ຄວາມໃສ່ໃຈ	ດູແລສຸຂະພາບຂອງເຈົ້າ.
careful	ລະມັດລະວັງ	ລະມັດລະວັງຢູ່ຂັ້ນໄດ.
carefully	ຢ່າງລະມັດລະວັງ	ອ່ານຄຳຖາມຢ່າງລະມັດລະວັງ.
carpet	ພົມ	ພົມນັ້ນນຸ່ມ.
cartoon	ກາຕູນ	ກາຕູນນີ້ຕະຫຼົກ.
case	ກໍລະນີ;ກ່ອງ	ໃສ່ມັນໄວ້ໃນກ່ອງ.
cash	ເງິນສົດ	ຂ້ອຍຈ່າຍເປັນເງິນສົດ.
castle	ປາສາດ	ປາສາດນັ້ນເກົ່າຫຼາຍ.
catch	ຈັບ	ຈັບບານຕອນນີ້.
cause	ເຮັດໃຫ້ເກີດ;ສາເຫດ	ຝົນສາມາດເຮັດໃຫ້ເກີດບັນຫາ.
celebrate	ສະຫຼອງ	ພວກເຮົາສະຫຼອງວັນເກີດຂອງຂ້ອຍ.
celebrity	ຄົນມີຊື່ສຽງ	ຄົນມີຊື່ສຽງນັ້ນໃຈດີຫຼາຍ.
certain	ແນ່ນອນ	ຂ້ອຍແນ່ນອນກ່ຽວກັບອັນນີ້.
certainly	ຢ່າງແນ່ນອນ	ຂ້ອຍຈະຊ່ວຍຢ່າງແນ່ນອນ.
chance	ໂອກາດ	ເຈົ້າມີໂອກາດ.
character	ຕົວລະຄອນ;ນິໄສ	ຕົວລະຄອນນີ້ກ້າຫານ.
charity	ການກຸສົນ	ການກຸສົນນີ້ຊ່ວຍເດັກນ້ອຍ.
chat	ສົນທະນາ	ພວກເຮົາສົນທະນາຫຼັງຫ້ອງຮຽນ.
chef	ພໍ່ຄົວ	ພໍ່ຄົວເຮັດຊຸບ.
chemistry	ເຄມີສາດ	ເຄມີສາດຍາກສຳລັບຂ້ອຍ.
chip	ມັນຝຣັ່ງທອດ	ມັນຝຣັ່ງທອດນີ້ເຄັມ.
choice	ທາງເລືອກ	ທາງເລືອກນີ້ສຳຄັນ.
church	ໂບດ	ໂບດຢູ່ໃກ້ນີ້.
cigarette	ຢາສູບ	ຢາສູບບໍ່ດີຕໍ່ສຸຂະພາບ.
circle	ວົງມົນ	ແຕ້ມວົງມົນທີ່ນີ້.
classical	ຄລາສສິກ	ຂ້ອຍມັກດົນຕີຄລາສສິກ.
clear	ຊັດເຈນ	ຄຳຕອບນັ້ນຊັດເຈນ.
clearly	ຢ່າງຊັດເຈນ	ກະລຸນາເວົ້າຢ່າງຊັດເຈນ.
clever	ສະຫຼາດ	ນາງເປັນເດັກສະຫຼາດ.
climate	ພູມອາກາດ	ພູມອາກາດກຳລັງປ່ຽນ.
close2	ໃກ້	ໂຮງຮຽນຂອງຂ້ອຍໃກ້ເຮືອນ.
closed	ປິດ	ຮ້ານປິດແລ້ວ.
clothing	ເສື້ອຜ້າ	ເສື້ອຜ້າອຸ່ນມີປະໂຫຍດ.
cloud	ເມກ	ເມກບັງດວງອາທິດ.
coach	ຄູຝຶກ	ຄູຝຶກຊ່ວຍທີມ.
coast	ຊາຍຝັ່ງ	ພວກເຮົາຂັບລົດຕາມຊາຍຝັ່ງ.
code	ລະຫັດ	ໃສ່ລະຫັດທີ່ນີ້.
colleague	ເພື່ອນຮ່ວມງານ	ເພື່ອນຮ່ວມງານຂອງຂ້ອຍໂທຫາຂ້ອຍ.
collect	ເກັບສະສົມ	ຂ້ອຍເກັບສະສົມບັດເກົ່າ.
column	ຖັນ	ອ່ານຖັນທຳອິດ.
comedy	ຕະຫຼົກ	ຕະຫຼົກນີ້ມ່ວນ.
comfortable	ສະບາຍ	ຕັ່ງນີ້ສະບາຍ.
comment	ຄຳເຫັນ	ຝາກຄຳເຫັນໄວ້ຂ້າງລຸ່ມ.
communicate	ສື່ສານ	ພວກເຮົາສື່ສານດ້ວຍອີເມວ.
community	ຊຸມຊົນ	ຊຸມຊົນຂອງພວກເຮົາເປັນມິດ.
compete	ແຂ່ງຂັນ	ພວກເຂົາແຂ່ງຂັນທຸກປີ.
competition	ການແຂ່ງຂັນ	ການແຂ່ງຂັນເລີ່ມມື້ອື່ນ.
complain	ຮ້ອງທຸກ	ຢ່າຮ້ອງທຸກອີກ.
completely	ຢ່າງສົມບູນ	ຂ້ອຍເຫັນດີກັບເຈົ້າຢ່າງສົມບູນ.
condition	ສະພາບ	ລົດຢູ່ໃນສະພາບດີ.
conference	ການປະຊຸມໃຫຍ່	ການປະຊຸມໃຫຍ່ເລີ່ມເກົ້າໂມງ.
connect	ເຊື່ອມຕໍ່	ເຊື່ອມຕໍ່ໂທລະສັບກັບຄອມພິວເຕີ.
connected	ເຊື່ອມຕໍ່ກັນ	ຄວາມຄິດສອງຢ່າງນີ້ເຊື່ອມຕໍ່ກັນ.
consider	ພິຈາລະນາ	ກະລຸນາພິຈາລະນາຄວາມຄິດຂອງຂ້ອຍ.
contain	ບັນຈຸ	ກ່ອງນີ້ບັນຈຸປຶ້ມ.
context	ບໍລິບົດ	ບໍລິບົດຊ່ວຍໃຫ້ເຈົ້າເຂົ້າໃຈ.
continent	ທະວີບ	ທະວີບໃຫຍ່ຫຼາຍ.
continue	ສືບຕໍ່	ກະລຸນາສືບຕໍ່ອ່ານ.
control	ຄວບຄຸມ	ຄວບຄຸມຄວາມໄວຢ່າງລະວັງ.
cooker	ເຕົາຫຸງຕົ້ມ	ເຕົາຫຸງຕົ້ມສະອາດ.
copy	ສຳເນົາ	ເຮັດສຳເນົາໃຫ້ຂ້ອຍ.
corner	ມຸມ	ນັ່ງຢູ່ມຸມ.
correctly	ຢ່າງຖືກຕ້ອງ	ຂຽນຄຳຕອບຢ່າງຖືກຕ້ອງ.
count	ນັບ	ນັບປຶ້ມ.
couple	ຄູ່	ຄູ່ນັ້ນມາຮອດໄວ.
cover	ປົກຄຸມ;ປິດ	ປິດຖ້ວຍ.
crazy	ບ້າ;ແປກຫຼາຍ	ຄວາມຄິດນີ້ຟັງແລ້ວແປກຫຼາຍ.
creative	ສ້າງສັນ	ນາງມີຄວາມຄິດສ້າງສັນ.
credit	ເຄຣດິດ	ຂ້ອຍຈ່າຍດ້ວຍບັດເຄຣດິດ.
crime	ອາຊະຍາກຳ	ອາຊະຍາກຳເປັນບັນຫາຮ້າຍແຮງ.
criminal	ອາຊະຍາກອນ	ອາຊະຍາກອນອອກໄປຢ່າງໄວ.
cross	ຂ້າມ	ຂ້າມຖະໜົນຢ່າງລະວັງ.
crowd	ຝູງຊົນ	ຝູງຊົນລໍຖ້າຢູ່ຂ້າງນອກ.
crowded	ແອອັດ	ລົດໄຟແອອັດ.
cry	ຮ້ອງໄຫ້	ຢ່າຮ້ອງໄຫ້ຕອນນີ້.
cupboard	ຕູ້	ຈອກຢູ່ໃນຕູ້.
curly	ຫຍິກ	ນາງມີຜົມຫຍິກ.
cycle	ຂີ່ລົດຖີບ	ຂ້ອຍຂີ່ລົດຖີບໄປໂຮງຮຽນ.
daily	ປະຈຳວັນ	ຂ້ອຍອ່ານຂ່າວປະຈຳວັນ.
danger	ອັນຕະລາຍ	ປ້າຍນັ້ນສະແດງອັນຕະລາຍ.
data	ຂໍ້ມູນ	ຂໍ້ມູນນີ້ມີປະໂຫຍດ.
dead	ຕາຍ	ຕົ້ນໄມ້ນັ້ນຕາຍແລ້ວ.
deal	ຂໍ້ຕົກລົງ;ລາຄາດີ	ນີ້ເປັນລາຄາດີ.
death	ຄວາມຕາຍ	ຄວາມຕາຍເປັນຫົວຂໍ້ຍາກ.
decision	ການຕັດສິນໃຈ	ຕັດສິນໃຈມື້ນີ້.
deep	ເລິກ	ນ້ຳເລິກ.
definitely	ຢ່າງແນ່ນອນ	ຂ້ອຍຢາກໄດ້ຊາຢ່າງແນ່ນອນ.
degree	ປະລິນຍາ;ອົງສາ	ປະລິນຍາຂອງຂ້ອຍແມ່ນປະຫວັດສາດ.
dentist	ທັນຕະແພດ	ທັນຕະແພດກວດແຂ້ວຂອງຂ້ອຍ.
department	ພະແນກ	ພະແນກເກີບຢູ່ຊັ້ນເທິງ.
depend	ຂຶ້ນກັບ	ມັນຂຶ້ນກັບອາກາດ.
desert	ທະເລຊາຍ	ທະເລຊາຍແຫ້ງຫຼາຍ.
designer	ນັກອອກແບບ	ນັກອອກແບບເຮັດຊຸດນີ້.
destroy	ທຳລາຍ	ຢ່າທຳລາຍໄຟລ໌.
detective	ນັກສືບ	ນັກສືບພົບກະແຈ.
develop	ພັດທະນາ	ພວກເຂົາພັດທະນາແອັບໃໝ່.
device	ອຸປະກອນ	ອຸປະກອນນີ້ມີປະໂຫຍດ.
diary	ບັນທຶກປະຈຳວັນ	ນາງຂຽນໃນບັນທຶກປະຈຳວັນ.
differently	ຢ່າງແຕກຕ່າງ	ພວກເຮົາເຮັດມັນຢ່າງແຕກຕ່າງ.
digital	ດິຈິຕອນ	ນີ້ແມ່ນກ້ອງດິຈິຕອນ.
direct	ໂດຍກົງ	ຂຶ້ນລົດໄຟໂດຍກົງ.
direction	ທິດທາງ	ຍ່າງໄປໃນທິດທາງນີ້.
director	ຜູ້ກຳກັບ	ຜູ້ກຳກັບມັກຮູບເງົານັ້ນ.
disagree	ບໍ່ເຫັນດີ	ຂ້ອຍບໍ່ເຫັນດີກັບຄວາມຄິດນັ້ນ.
disappear	ຫາຍໄປ	ດວງອາທິດຈະຫາຍໄປໃນໄວໆນີ້.
disaster	ໄພພິບັດ	ພາຍຸນັ້ນເປັນໄພພິບັດ.
discover	ຄົ້ນພົບ	ພວກເຂົາຄົ້ນພົບເກາະໃໝ່.
discovery	ການຄົ້ນພົບ	ການຄົ້ນພົບນັ້ນປ່ຽນວິທະຍາສາດ.
discussion	ການສົນທະນາ	ການສົນທະນາຈົບໄວ.
disease	ພະຍາດ	ພະຍາດນີ້ຮ້າຍແຮງ.
distance	ໄລຍະທາງ	ໄລຍະທາງນັ້ນສັ້ນ.
divorced	ຢ່າຮ້າງ	ພໍ່ແມ່ຂອງນາງຢ່າຮ້າງແລ້ວ.
document	ເອກະສານ	ບັນທຶກເອກະສານນີ້ຕອນນີ້.
double	ສອງເທົ່າ;ຄູ່	ຂ້ອຍຕ້ອງການຫ້ອງຄູ່.
download	ດາວໂຫຼດ	ດາວໂຫຼດແອັບມື້ນີ້.
drama	ລະຄອນ	ລະຄອນເລີ່ມຄືນນີ້.
drawing	ຮູບແຕ້ມ	ຮູບແຕ້ມຂອງນາງງາມ.
dream	ຄວາມຝັນ	ຂ້ອຍມີຄວາມຝັນແປກ.
driving	ການຂັບລົດ	ການຂັບລົດກາງຄືນຍາກ.
drop	ປ່ອຍຕົກ	ຢ່າປ່ອຍແກ້ວຕົກ.
drug	ຢາ	ຢານັ້ນຊ່ວຍລາວ.
dry	ແຫ້ງ	ຜ້າເຊັດໂຕແຫ້ງ.
earn	ຫາເງິນ	ຂ້ອຍຫາເງິນຢູ່ບ່ອນເຮັດວຽກ.
earth	ໂລກ	ໂລກກົມ.
easily	ຢ່າງງ່າຍດາຍ	ນາງຮຽນຮູ້ຢ່າງງ່າຍດາຍ.
education	ການສຶກສາ	ການສຶກສາສຳຄັນ.
effect	ຜົນກະທົບ	ຜົນກະທົບນັ້ນຊັດເຈນ.
either	ອັນໃດກໍໄດ້	ຄຳຕອບອັນໃດກໍໄດ້.
electric	ໄຟຟ້າ	ລົດນີ້ໃຊ້ໄຟຟ້າ.
electrical	ກ່ຽວກັບໄຟຟ້າ	ລະບົບໄຟຟ້າປອດໄພ.
electricity	ໄຟຟ້າ	ໄຟຟ້າແພງຢູ່ທີ່ນີ້.
electronic	ອິເລັກໂທຣນິກ	ປີ້ອິເລັກໂທຣນິກນີ້ໃຊ້ໄດ້.
employ	ຈ້າງ	ພວກເຂົາຈ້າງຄົນຫ້າຄົນ.
employee	ພະນັກງານ	ພະນັກງານເຮັດວຽກໜັກ.
employer	ນາຍຈ້າງ	ນາຍຈ້າງຂອງຂ້ອຍຍຸດຕິທຳ.
empty	ວ່າງເປົ່າ	ຫ້ອງນັ້ນວ່າງເປົ່າ.
ending	ຕອນຈົບ	ຕອນຈົບນັ້ນນ່າແປກໃຈ.
energy	ພະລັງງານ	ມື້ນີ້ຂ້ອຍບໍ່ມີພະລັງງານ.
engine	ເຄື່ອງຈັກ	ເຄື່ອງຈັກສຽງດັງ.
engineer	ວິສະວະກອນ	ວິສະວະກອນສ້ອມຂົວ.
enormous	ໃຫຍ່ມາກ	ອາຄານນັ້ນໃຫຍ່ມາກ.
enter	ເຂົ້າ	ເຂົ້າຫ້ອງຢ່າງງຽບໆ.
environment	ສິ່ງແວດລ້ອມ	ປົກປ້ອງສິ່ງແວດລ້ອມ.
equipment	ອຸປະກອນ	ອຸປະກອນນີ້ແພງ.
error	ຂໍ້ຜິດພາດ	ຂ້ອຍພົບຂໍ້ຜິດພາດ.
especially	ໂດຍສະເພາະ	ຂ້ອຍມັກເພງນີ້ໂດຍສະເພາະ.
essay	ບົດຄວາມ	ຂຽນບົດຄວາມຄືນນີ້.
everyday	ປະຈຳວັນ	ນີ້ແມ່ນພາສາອັງກິດປະຈຳວັນ.
everywhere	ທຸກບ່ອນ	ດອກໄມ້ເຕີບໃຫຍ່ທຸກບ່ອນ.
evidence	ຫຼັກຖານ	ຫຼັກຖານນັ້ນຊັດເຈນ.
exact	ແນ່ນອນ;ຖືກຕ້ອງ	ໃຫ້ຈຳນວນທີ່ແນ່ນອນ.
exactly	ຢ່າງແນ່ນອນ	ນັ້ນຖືກຕ້ອງຢ່າງແນ່ນອນ.
excellent	ດີເລີດ	ວຽກຂອງເຈົ້າດີເລີດ.
except	ຍົກເວັ້ນ	ທຸກຄົນມາຍົກເວັ້ນຂ້ອຍ.
exist	ມີຢູ່	ທີ່ຢູ່ນີ້ມີຢູ່ບໍ.
expect	ຄາດຫວັງ;ຄາດວ່າ	ຂ້ອຍຄາດວ່າຝົນຈະຕົກມື້ອື່ນ.
experience	ປະສົບການ	ຂ້ອຍມີປະສົບການກັບເດັກນ້ອຍ.
experiment	ການທົດລອງ	ການທົດລອງນັ້ນໄດ້ຜົນດີ.
expert	ຜູ້ຊ່ຽວຊານ	ຖາມຜູ້ຊ່ຽວຊານເພື່ອຂໍຄວາມຊ່ວຍ.
explanation	ຄຳອະທິບາຍ	ຄຳອະທິບາຍຂອງນາງຊັດເຈນ.
express	ສະແດງອອກ	ກະລຸນາສະແດງຄວາມເຫັນຂອງເຈົ້າ.
expression	ສຳນວນ;ການສະແດງອອກ	ສຳນວນນີ້ທົ່ວໄປ.
extreme	ຮຸນແຮງ	ຄວາມຮ້ອນນັ້ນຮຸນແຮງ.
extremely	ຢ່າງຫຼາຍ	ມັນໜາວຢ່າງຫຼາຍ.
factor	ປັດໄຈ	ຄ່າໃຊ້ຈ່າຍເປັນປັດໄຈໜຶ່ງ.
factory	ໂຮງງານ	ໂຮງງານປິດຕອນຫ້າໂມງ.
fail	ລົ້ມເຫຼວ	ຂ້ອຍບໍ່ໄດ້ລົ້ມເຫຼວ.
fair	ຍຸດຕິທຳ;ສົມຄວນ	ລາຄານັ້ນສົມຄວນ.
fan	ພັດລົມ	ເປີດພັດລົມ.
farming	ການເຮັດນາ	ການເຮັດນາເປັນວຽກໜັກ.
fashion	ແຟຊັນ	ແຟຊັນປ່ຽນທຸກປີ.
fear	ຄວາມຢ້ານ	ຄວາມຢ້ານສາມາດຢຸດຄົນໄດ້.
feature	ຄຸນລັກສະນະ	ໂທລະສັບນີ້ມີຄຸນລັກສະນະທີ່ມີປະໂຫຍດ.
feed	ໃຫ້ອາຫານ	ໃຫ້ອາຫານແມວຕອນນີ້.
female	ເພດຍິງ	ນັກກິລາເພດຍິງຊະນະ.
fiction	ນິຍາຍ	ນາງອ່ານນິຍາຍຕອນກາງຄືນ.
field	ທົ່ງນາ;ສະໜາມ	ທົ່ງນານັ້ນສີຂຽວ.
fight	ຕໍ່ສູ້;ທະເລາະ	ພວກເຂົາທະເລາະກັນຫຼາຍເກີນໄປ.
figure	ຮູບ;ຕົວເລກ	ເບິ່ງຮູບນັ້ນ.
finally	ໃນທີ່ສຸດ	ໃນທີ່ສຸດພວກເຮົາມາຮອດເຮືອນ.
finger	ນິ້ວມື	ນິ້ວມືຂອງຂ້ອຍເຈັບ.
firstly	ກ່ອນອື່ນ	ກ່ອນອື່ນອ່ານຄຳຖາມ.
fishing	ການຫາປາ	ການຫາປານິຍົມຢູ່ທີ່ນີ້.
fit	ພໍດີ	ເກີບນີ້ພໍດີ.
fix	ສ້ອມ	ສ້ອມຕັ່ງທີ່ເສຍ.
flu	ໄຂ້ຫວັດໃຫຍ່	ຂ້ອຍເປັນໄຂ້ຫວັດໃຫຍ່.
flying	ການບິນ	ການບິນໄວ.
focus	ຈົດຈໍ່	ຈົດຈໍ່ໃສ່ວຽກນີ້.
following	ຕໍ່ໄປນີ້	ອ່ານປະໂຫຍກຕໍ່ໄປນີ້.
foreign	ຕ່າງປະເທດ	ນາງເວົ້າພາສາຕ່າງປະເທດ.
forest	ປ່າ	ປ່ານັ້ນງຽບ.
fork	ສ້ອມ	ໃຊ້ສ້ອມ.
formal	ເປັນທາງການ	ຈົດໝາຍນີ້ເປັນທາງການ.
fortunately	ໂຊກດີທີ່	ໂຊກດີທີ່ບໍ່ມີໃຜເຈັບ.
forward	ໄປຂ້າງໜ້າ	ເຄື່ອນໄປຂ້າງໜ້າຢ່າງຊ້າໆ.
fresh	ສົດ	ເຂົ້າຈີ່ສົດ.
