source_headword	MY	example_MY
cow	နွား	နွားက မြက်စားတယ်။
cream	ခရင်မ်	ကော်ဖီထဲ ခရင်မ် ထည့်တယ်။
create	ဖန်တီးသည်; ပြုလုပ်သည်	သူတို့က ဂိမ်းအသစ် ဖန်တီးတယ်။
culture	ယဉ်ကျေးမှု	ဒေသခံ ယဉ်ကျေးမှုကို သင်ယူတယ်။
cup	ခွက်	ဒီခွက်က လွတ်နေတယ်။
customer	ဖောက်သည်	ဖောက်သည်က မေးခွန်းတစ်ခု မေးတယ်။
cut	ဖြတ်သည်	ပန်းသီးကို တစ်ဝက် ဖြတ်ပါ။
dad	အဖေ	အဖေက အလုပ်မှာ ရှိတယ်။
dance	အက; ကသည်	ညစာပြီးတော့ ကျွန်တော်တို့ ကတယ်။
dancer	အကသမား	အကသမားက မြန်မြန် လှုပ်ရှားတယ်။
dancing	ကခြင်း	ကရတာ ပျော်စရာကောင်းတယ်။
dangerous	အန္တရာယ်ရှိသော	ဒီလမ်းက အန္တရာယ်ရှိတယ်။
dark	မှောင်သော	အခန်းက မှောင်တယ်။
date	ရက်စွဲ	ဒီနေ့ ရက်စွဲ ဘာလဲ။
daughter	သမီး	သူ့သမီးက ခြောက်နှစ်ရှိတယ်။
day	နေ့	မင်းရဲ့နေ့ ကောင်းပါစေ။
dear	ချစ်သော; စျေးကြီးသော	ချစ်သော သူငယ်ချင်း၊ ကျေးဇူးတင်ပါတယ်။
December	ဒီဇင်ဘာ	ကျွန်တော့် မွေးနေ့က ဒီဇင်ဘာမှာပါ။
decide	ဆုံးဖြတ်သည်	အခု ဆုံးဖြတ်ပါ။
delicious	အရသာရှိသော	ဒီဟင်းချိုက အရသာရှိတယ်။
describe	ဖော်ပြသည်	မင်းအခန်းကို ဖော်ပြပါ။
description	ဖော်ပြချက်	ဖော်ပြချက်တိုကို ဖတ်ပါ။
design	ဒီဇိုင်း; ဒီဇိုင်းဆွဲသည်	ရိုးရှင်းတဲ့ ကတ်ကို ဒီဇိုင်းဆွဲတယ်။
desk	စားပွဲ	စာအုပ်က ကျွန်တော့်စားပွဲပေါ်မှာ ရှိတယ်။
detail	အသေးစိတ်	အသေးစိတ်တစ်ခု ပျောက်နေတယ်။
dialogue	ဆွေးနွေးစကား	အခု ဆွေးနွေးစကားကို ဖတ်ပါ။
dictionary	အဘိဓာန်	အတန်းမှာ အဘိဓာန် သုံးပါ။
die	သေသည်	ရေမရှိရင် ပန်းက သေတယ်။
diet	အစားအသောက်ပုံစံ; ဒိုင်ယက်	ကျွန်တော့် အစားအသောက်မှာ သစ်သီး ပါတယ်။
difference	ကွာခြားချက်	ကွာခြားချက်တစ်ခု ရှိတယ်။
different	ကွဲပြားသော	ကျွန်တော်တို့ နာမည်တွေ ကွဲပြားတယ်။
difficult	ခက်ခဲသော	ဒီမေးခွန်းက ခက်ခဲတယ်။
dinner	ညစာ	ညစာ အဆင်သင့်ဖြစ်ပြီ။
dirty	ညစ်ပတ်သော	ကျွန်တော့် ဖိနပ်တွေ ညစ်ပတ်နေတယ်။
discuss	ဆွေးနွေးသည်	အစီအစဉ်ကို ဆွေးနွေးတယ်။
dish	ပန်းကန်; ဟင်း	ဒီပန်းကန်က ပူတယ်။
do1	လုပ်သည်	မင်း ဘာလုပ်နေလဲ။
doctor	ဆရာဝန်	ဆရာဝန်က အလုပ်များတယ်။
dog	ခွေး	ခွေးက အပြင်မှာ ပြေးတယ်။
dollar	ဒေါ်လာ	ဒါက တစ်ဒေါ်လာ ကျတယ်။
door	တံခါး	တံခါးကို ပိတ်ပါ။
down	အောက်သို့; အောက်မှာ	ဒီအောက်မှာ ထိုင်ပါ။
downstairs	အောက်ထပ်မှာ	မီးဖိုချောင်က အောက်ထပ်မှာ ရှိတယ်။
draw	ဆွဲသည်	အိမ်လေးတစ်လုံး ဆွဲပါ။
dress	ဝတ်စုံ; ဝတ်သည်	သူက အနီရောင် ဝတ်စုံ ဝတ်ထားတယ်။
drink	သောက်စရာ; သောက်သည်	ရေ သောက်တယ်။
drive	ကားမောင်းသည်	အလုပ်ကို ကားမောင်းသွားတယ်။
driver	ကားမောင်းသူ	ကားမောင်းသူက ဒီမှာ ရပ်တယ်။
during	အတွင်း; စဉ်အတွင်း	လေယာဉ်ခရီးစဉ်အတွင်း အိပ်တယ်။
DVD	ဒီဗီဒီ	ဒီဒီဗီဒီက ဟောင်းနေတယ်။
each	တစ်ခုစီ; တစ်ယောက်စီ	ကလေးတိုင်းမှာ စာအုပ်တစ်အုပ် ရှိတယ်။
ear	နား	ကျွန်တော့် နားက အေးတယ်။
early	စောသော	မနက်မှာ စောစော ထတယ်။
east	အရှေ့	နေက အရှေ့က ထွက်တယ်။
easy	လွယ်ကူသော	ဒီအလုပ်က လွယ်တယ်။
eat	စားသည်	နေ့လယ်မှာ ထမင်း စားတယ်။
egg	ကြက်ဥ	မနက်စာမှာ ကြက်ဥ စားတယ်။
eight	ရှစ်	ကျွန်တော့်မှာ ဘောပင်ရှစ်ချောင်း ရှိတယ်။
eighteen	ဆယ့်ရှစ်	သူ့အသက်က ဆယ့်ရှစ်နှစ်။
eighty	ရှစ်ဆယ်	အဘိုးက အသက်ရှစ်ဆယ် ရှိတယ်။
elephant	ဆင်	ဆင်က ကြီးတယ်။
eleven	ဆယ့်တစ်	အတန်းက ဆယ့်တစ်နာရီမှာ စတယ်။
else	အခြား; နောက်ထပ်	မင်း နောက်ထပ် ဘာလိုချင်လဲ။
email	အီးမေးလ်	အီးမေးလ် တစ်စောင် ပို့တယ်။
end	အဆုံး; ပြီးဆုံးသည်	ပုံပြင်ရဲ့ အဆုံးက ကောင်းတယ်။
enjoy	ပျော်ရွှင်စွာ ခံစားသည်	ဂီတကို ပျော်ရွှင်စွာ ခံစားတယ်။
enough	လုံလောက်သော	ကျွန်တော့်မှာ အချိန် လုံလောက်တယ်။
euro	ယူရို	ဒါက ဆယ်ယူရို ကျတယ်။
even	တောင်; ပင်	ကလေးတောင် သိတယ်။
evening	ညနေ	ညနေမှာ လမ်းလျှောက်တယ်။
event	အဖြစ်အပျက်; ပွဲ	ဒီနေ့ ပွဲရှိတယ်။
ever	တစ်ခါမှ; အမြဲ	ပဲရစ်ကို တစ်ခါမှ သွားဖူးလား။
every	တိုင်း; အားလုံးသော	နေ့တိုင်း စာဖတ်တယ်။
everybody	လူတိုင်း	လူတိုင်း အဆင်သင့်ဖြစ်ပြီ။
everyone	လူတိုင်း	လူတိုင်းက ကျွန်တော့်ကို နားထောင်နေတယ်။
everything	အရာအားလုံး	အရာအားလုံးက စားပွဲပေါ်မှာ ရှိတယ်။
exam	စာမေးပွဲ	စာမေးပွဲက မနက်ဖြန်ပါ။
example	ဥပမာ	ဥပမာတစ်ခု ပေးပါ။
excited	စိတ်လှုပ်ရှားသော	ကလေးတွေ ခရီးအတွက် စိတ်လှုပ်ရှားနေတယ်။
exciting	စိတ်လှုပ်ရှားစရာကောင်းသော	ဂိမ်းက စိတ်လှုပ်ရှားစရာကောင်းတယ်။
exercise	လေ့ကျင့်ခန်း; လေ့ကျင့်သည်	မနက်မှာ လေ့ကျင့်ခန်း လုပ်တယ်။
expensive	စျေးကြီးသော	ဒီနာရီက စျေးကြီးတယ်။
explain	ရှင်းပြသည်	ဆရာက အဖြေကို ရှင်းပြတယ်။
extra	အပို	ကျွန်တော့်မှာ အပိုသော့တစ်ချောင်း ရှိတယ်။
eye	မျက်လုံး	သူ့မျက်လုံးတွေက အပြာရောင်။
face	မျက်နှာ	မင်းမျက်နှာကို ဆေးပါ။
fact	အချက်အလက်; အမှန်တရား	ဒါက အရေးကြီးတဲ့ အချက်အလက်ပါ။
fall	ကျသည်	ရွက်တွေက ဆောင်းဦးမှာ ကျတယ်။
false	မှားသော; မဟုတ်သော	အဖြေက မှားတယ်။
family	မိသားစု	ကျွန်တော့် မိသားစုက ကြီးတယ်။
famous	နာမည်ကြီးသော	သူက နာမည်ကြီး အဆိုတော်တစ်ယောက်ပါ။
fantastic	အံ့သြဖွယ်ကောင်းသော	ပုံက အံ့သြဖွယ်ကောင်းတယ်။
far	ဝေးသော	ဘူတာက မဝေးဘူး။
farm	လယ်ယာ	သူတို့က လယ်ယာမှာ နေတယ်။
farmer	လယ်သမား	လယ်သမားက လယ်ထဲမှာ အလုပ်လုပ်တယ်။
fast	မြန်သော	ရထားက မြန်မြန် သွားတယ်။
fat	ဝသော	ကြောင်က နည်းနည်း ဝတယ်။
father	ဖခင်; အဖေ	အဖေက ဆရာပါ။
favourite	အကြိုက်ဆုံး	ငါးက ကျွန်တော့် အကြိုက်ဆုံး အစားအစာ။
February	ဖေဖော်ဝါရီ	ဖေဖော်ဝါရီက လတိုတစ်လပါ။
feel	ခံစားသည်	ဒီနေ့ ကောင်းကောင်း ခံစားရတယ်။
feeling	ခံစားချက်	ကျွန်တော့်မှာ ကောင်းတဲ့ ခံစားချက် ရှိတယ်။
festival	ပွဲတော်	ပွဲတော်မှာ သီချင်းဆိုတယ်။
few	အနည်းငယ်	ကျွန်တော့်မှာ ငွေနည်းနည်း ရှိတယ်။
fifteen	ဆယ့်ငါး	အတန်းမှာ ကျောင်းသားဆယ့်ငါးယောက် ရှိတယ်။
fifth	ပဉ္စမ	သူက ပဉ္စမထပ်မှာ နေတယ်။
fifty	ငါးဆယ်	လက်မှတ်က ငါးဆယ်ကျပ် ကျတယ်။
fill	ဖြည့်သည်	ဖန်ခွက်ကို ရေနဲ့ ဖြည့်ပါ။
film	ရုပ်ရှင်	ရုပ်ရှင်တစ်ကား ကြည့်တယ်။
final	နောက်ဆုံး; အပြီးသတ်	ဒါက နောက်ဆုံး အဖြေပါ။
find	ရှာတွေ့သည်	ကျွန်တော့် သော့ကို ရှာတွေ့တယ်။
fine	ကောင်းသော; အဆင်ပြေသော	ကျွန်တော် အဆင်ပြေတယ်။
finish	ပြီးသည်; ပြီးဆုံးသည်	အလုပ်ကို ပြီးအောင် လုပ်တယ်။
fire	မီး	မီးက ပူတယ်။
first	ပထမ	သူက ပထမ မေးခွန်းကို ဖြေတယ်။
fish	ငါး	ငါး စားတယ်။
five	ငါး	ကျွန်တော့်မှာ စာအုပ်ငါးအုပ် ရှိတယ်။
flat	တိုက်ခန်း	ကျွန်တော့် တိုက်ခန်းက သေးတယ်။
flight	လေယာဉ်ခရီးစဉ်	ကျွန်တော်တို့ လေယာဉ်က မနက်ရှစ်နာရီမှာပါ။
floor	ကြမ်းပြင်; ထပ်	အိတ်က ကြမ်းပြင်ပေါ်မှာ ရှိတယ်။
flower	ပန်း	ဒီပန်းက လှတယ်။
fly	ပျံသည်	ငှက်က ကောင်းကင်မှာ ပျံတယ်။
follow	လိုက်သည်	ကျွန်တော့်နောက် လိုက်ပါ။
food	အစားအစာ	အစားအစာ အဆင်သင့်ဖြစ်ပြီ။
foot	ခြေထောက်	သူ့ခြေထောက် နာတယ်။
football	ဘောလုံး	ဒီနေ့ ဘောလုံး ကစားတယ်။
for	အတွက်	ဒီလက်ဆောင်က မင်းအတွက်ပါ။
forget	မေ့သည်	မင်းစာအုပ်ကို မမေ့နဲ့။
form	ဖောင်; ပုံစံ	ဒီဖောင်ကို ဖြည့်ပါ။
forty	လေးဆယ်	စာအုပ်က လေးဆယ်ကျပ် ကျတယ်။
four	လေး	စားပွဲပေါ်မှာ ခွက်လေးခွက် ရှိတယ်။
fourteen	ဆယ့်လေး	ညီမက အသက်ဆယ့်လေးနှစ်။
fourth	စတုတ္ထ	သူက စတုတ္ထတန်းမှာ ထိုင်တယ်။
free	အခမဲ့; လွတ်လပ်သော	ဒီလက်မှတ်က အခမဲ့ပါ။
Friday	သောကြာနေ့	သောကြာနေ့မှာ စာမေးပွဲ ရှိတယ်။
friend	သူငယ်ချင်း	ကျွန်တော့် သူငယ်ချင်းက ဒီမှာ နေတယ်။
friendly	ဖော်ရွေသော	ဆရာအသစ်က ဖော်ရွေတယ်။
from	မှ	ကျွန်တော် ရန်ကုန်မှ လာတယ်။
front	ရှေ့	ဆိုင်က ကျောင်းရဲ့ ရှေ့မှာ ရှိတယ်။
fruit	သစ်သီး	နေ့တိုင်း သစ်သီး စားတယ်။
full	ပြည့်သော	ဘတ်စ်ကားက ပြည့်နေတယ်။
fun	ပျော်စရာ	ဂိမ်းက ပျော်စရာကောင်းတယ်။
funny	ရယ်စရာကောင်းသော	သူ့ပုံပြင်က ရယ်စရာကောင်းတယ်။
future	အနာဂတ်	အနာဂတ်မှာ ဆရာဝန် ဖြစ်ချင်တယ်။
game	ဂိမ်း; ကစားပွဲ	ဒီဂိမ်းက လွယ်တယ်။
garden	ဥယျာဉ်	ဥယျာဉ်ထဲမှာ ပန်းတွေ ရှိတယ်။
geography	ပထဝီဝင်	ပထဝီဝင် သင်တယ်။
get	ရသည်; ယူသည်	စာအုပ်အသစ် တစ်အုပ် ရတယ်။
girl	မိန်းကလေး	မိန်းကလေးက သီချင်းဆိုတယ်။
girlfriend	ချစ်သူမိန်းကလေး	သူ့ချစ်သူမိန်းကလေးက မြို့မှာ နေတယ်။
give	ပေးသည်	မင်းဖုန်းနံပါတ် ပေးပါ။
glass	ဖန်ခွက်; မှန်	ဖန်ခွက်ထဲမှာ ရေရှိတယ်။
go	သွားသည်	အခု အိမ်ကို သွားမယ်။
good	ကောင်းသော	ဒီနေ့ ရာသီဥတု ကောင်းတယ်။
goodbye	နှုတ်ဆက်ပါတယ်	နှုတ်ဆက်ပါတယ်၊ မနက်ဖြန် တွေ့မယ်။
grandfather	အဘိုး	အဘိုးက လမ်းလျှောက်နေတယ်။
grandmother	အဘွား	အဘွားက ချက်ပြုတ်နေတယ်။
grandparent	အဘိုးအဘွား	အဘိုးအဘွားက အနီးမှာ နေတယ်။
great	အလွန်ကောင်းသော; ကြီးမြတ်သော	မင်းအကြံက အလွန်ကောင်းတယ်။
green	အစိမ်းရောင်	မြက်က အစိမ်းရောင်။
grey	မီးခိုးရောင်	ကောင်းကင်က မီးခိုးရောင်။
group	အဖွဲ့	ကျွန်တော်တို့ အဖွဲ့က သေးတယ်။
grow	ကြီးထွားသည်	သစ်ပင်က မြန်မြန် ကြီးထွားတယ်။
guess	ခန့်မှန်းသည်	အဖြေကို ခန့်မှန်းပါ။
guitar	ဂစ်တာ	သူက ဂစ်တာ တီးတယ်။
gym	အားကစားခန်းမ	အားကစားခန်းမကို သွားတယ်။
hair	ဆံပင်	သူ့ဆံပင်က ရှည်တယ်။
half	တစ်ဝက်	ပေါင်မုန့် တစ်ဝက် စားတယ်။
hand	လက်	မင်းလက်ကို ဆေးပါ။
happen	ဖြစ်ပွားသည်	ဒီမှာ ဘာဖြစ်နေလဲ။
happy	ပျော်သော	ဒီနေ့ ကျွန်တော် ပျော်တယ်။
hard	ခက်ခဲသော; မာသော	ဒီအလုပ်က ခက်တယ်။
hat	ဦးထုပ်	သူက အပြာရောင် ဦးထုပ် ဆောင်းတယ်။
hate	မုန်းသည်	မုသားကို မုန်းတယ်။
have	ရှိသည်	ကျွန်တော့်မှာ ကားတစ်စီး ရှိတယ်။
have to modal	လိုသည်; ရမည်	အခု သွားရမယ်။
he	သူ	သူက ကျွန်တော့် အစ်ကိုပါ။
head	ခေါင်း	ကျွန်တော့် ခေါင်း နာတယ်။
health	ကျန်းမာရေး	ကျန်းမာရေးက အရေးကြီးတယ်။
healthy	ကျန်းမာသော; အာဟာရရှိသော	ဒီအစားအစာက ကျန်းမာရေးကောင်းစေတယ်။
hear	ကြားသည်	မင်းအသံကို ကြားတယ်။
hello	မင်္ဂလာပါ	မင်္ဂလာပါ၊ နေကောင်းလား။
help	အကူအညီ; ကူညီသည်	ကျေးဇူးပြု၍ ကူညီပါ။
her	သူမ၏; သူမကို	သူမကို တွေ့တယ်။
here	ဒီမှာ	စာအုပ်က ဒီမှာ ရှိတယ်။
hey	ဟေး	ဟေး၊ ဒီမှာ လာပါ။
hi	မင်္ဂလာပါ	မင်္ဂလာပါ၊ ကျွန်တော့် နာမည် ရာဟူးလ်ပါ။
high	မြင့်သော	တောင်က မြင့်တယ်။
him	သူ့ကို	သူ့ကို သိတယ်။
his	သူ၏	ဒါက သူ့စာအုပ်ပါ။
history	သမိုင်း	သမိုင်း သင်တယ်။
hobby	ဝါသနာ	ဂီတ နားထောင်တာက ကျွန်တော့် ဝါသနာ။
holiday	အားလပ်ရက်	မနက်ဖြန် အားလပ်ရက် ရှိတယ်။
home	အိမ်	အိမ်မှာ ရှိတယ်။
homework	အိမ်စာ	အိမ်စာ ပြီးအောင် လုပ်တယ်။
hope	မျှော်လင့်ချက်; မျှော်လင့်သည်	မင်း လာမယ်လို့ မျှော်လင့်တယ်။
horse	မြင်း	မြင်းက မြန်မြန် ပြေးတယ်။
hospital	ဆေးရုံ	ဆေးရုံက အနီးမှာ ရှိတယ်။
hot	ပူသော	လက်ဖက်ရည်က ပူတယ်။
hotel	ဟိုတယ်	ဟိုတယ်မှာ နေတယ်။
hour	နာရီ	အတန်းက တစ်နာရီ ကြာတယ်။
house	အိမ်	သူတို့အိမ်က ကြီးတယ်။
how	ဘယ်လို	ကျောင်းကို ဘယ်လို သွားလဲ။
however	သို့သော်	ပင်ပန်းတယ်၊ သို့သော် သွားမယ်။
hundred	တစ်ရာ	ဒီမှာ လူတစ်ရာ ရှိတယ်။
hungry	ဆာသော	အခု ဗိုက်ဆာတယ်။
husband	ခင်ပွန်း	သူမခင်ပွန်းက ဆရာဝန်ပါ။
I	ကျွန်တော်	ကျွန်တော် အင်္ဂလိပ်စာ သင်တယ်။
ice	ရေခဲ	ရေခဲက အေးတယ်။
ice cream	ရေခဲမုန့်	ကလေးတွေ ရေခဲမုန့် စားတယ်။
idea	အကြံ	မင်းအကြံက ကောင်းတယ်။
if	လျှင်	မိုးရွာလျှင် အိမ်မှာ နေမယ်။
imagine	စိတ်ကူးသည်	အိမ်ကြီးတစ်လုံးကို စိတ်ကူးပါ။
important	အရေးကြီးသော	ဒီစည်းမျဉ်းက အရေးကြီးတယ်။
improve	တိုးတက်စေသည်	အင်္ဂလိပ်စာကို တိုးတက်အောင် လုပ်တယ်။
in	ထဲမှာ; တွင်	စာအုပ်က အိတ်ထဲမှာ ရှိတယ်။
include	ပါဝင်သည်	စျေးထဲမှာ အစားအစာ ပါတယ်။
information	သတင်းအချက်အလက်	နောက်ထပ် သတင်းအချက်အလက် လိုတယ်။
interest	စိတ်ဝင်စားမှု; အတိုး	သူက ဂီတကို စိတ်ဝင်စားတယ်။
interested	စိတ်ဝင်စားသော	သမိုင်းကို စိတ်ဝင်စားတယ်။
interesting	စိတ်ဝင်စားစရာကောင်းသော	စာအုပ်က စိတ်ဝင်စားစရာကောင်းတယ်။
internet	အင်တာနက်	ဒီနေ့ အင်တာနက် နှေးတယ်။
interview	အင်တာဗျူး	တနင်္လာနေ့မှာ အင်တာဗျူး ရှိတယ်။
into	အထဲသို့	သူက အခန်းထဲ ဝင်တယ်။
introduce	မိတ်ဆက်သည်	မင်းကို ကျွန်တော့် သူငယ်ချင်းနဲ့ မိတ်ဆက်ပေးမယ်။
island	ကျွန်း	ကျွန်းက သေးတယ်။
it	ဒါ; ၎င်း	ဒါက ကျွန်တော့် ဖုန်းပါ။
its	၎င်း၏	ကြောင်က ၎င်း၏အစာကို စားတယ်။
jacket	ဂျာကင်	သူက အနက်ရောင် ဂျာကင် ဝတ်ထားတယ်။
January	ဇန်နဝါရီ	ဇန်နဝါရီမှာ ရာသီဥတု အေးတယ်။
jeans	ဂျင်းဘောင်းဘီ	အပြာရောင် ဂျင်းဘောင်းဘီ ဝတ်တယ်။
job	အလုပ်	သူ့မှာ အလုပ်အသစ် ရှိတယ်။
join	ပါဝင်သည်	ကျွန်တော်တို့ အဖွဲ့မှာ ပါဝင်ပါ။
journey	ခရီး	ခရီးက ရှည်တယ်။
juice	ဖျော်ရည်	လိမ္မော်ဖျော်ရည် သောက်တယ်။
July	ဇူလိုင်	ဇူလိုင်မှာ ပူတယ်။
June	ဇွန်	ဇွန်လမှာ ခရီးသွားတယ်။
just	သာ; အခုတင်	ရေတစ်ခွက်သာ လိုချင်တယ်။
keep	ထားသည်; ထိန်းသိမ်းသည်	သော့ကို ဒီမှာ ထားပါ။
key	သော့; အဓိက	ကျွန်တော့် သော့ ဘယ်မှာလဲ။
kilometre	ကီလိုမီတာ	ဘူတာက နှစ်ကီလိုမီတာ ဝေးတယ်။
kind (type)	အမျိုးအစား	မင်း ဘယ်အမျိုးအစား ဂီတ ကြိုက်လဲ။
kitchen	မီးဖိုချောင်	အမေက မီးဖိုချောင်မှာ ရှိတယ်။
know	သိသည်	အဖြေကို သိတယ်။
land	မြေ; ဆင်းသက်သည်	လေယာဉ်က မြေပေါ် ဆင်းသက်တယ်။
language	ဘာသာစကား	မြန်မာစာက ဘာသာစကားတစ်ခုပါ။
large	ကြီးသော	ကျွန်တော့်မှာ အိတ်ကြီးတစ်လုံး ရှိတယ်။
last1 (final)	နောက်ဆုံး	ဒါက နောက်ဆုံး ဘတ်စ်ကားပါ။
late	နောက်ကျသော	ဒီနေ့ နောက်ကျတယ်။
later	နောက်မှ	နောက်မှ ဖုန်းဆက်မယ်။
laugh	ရယ်သည်	ကလေးတွေ အသံကျယ်ကျယ် ရယ်တယ်။
learn	သင်ယူသည်	စကားလုံးအသစ် သင်ယူတယ်။
leave	ထွက်ခွာသည်; ထားခဲ့သည်	အခု အိမ်ကနေ ထွက်မယ်။
left	ဘယ်ဘက်; ကျန်သော	ဘယ်ဘက်ကို ကွေ့ပါ။
leg	ခြေထောက်	သူ့ခြေထောက်က ရှည်တယ်။
lesson	သင်ခန်းစာ	ဒီနေ့ သင်ခန်းစာက လွယ်တယ်။
let	ခွင့်ပြုသည်	ကျွန်တော့်ကို စမ်းကြည့်ခွင့်ပြုပါ။
letter	စာ; အက္ခရာ	စာတစ်စောင် ရေးတယ်။
library	စာကြည့်တိုက်	စာကြည့်တိုက်မှာ စာအုပ်တွေ အများကြီး ရှိတယ်။
lie1	လဲလျောင်းသည်	ကုတင်ပေါ်မှာ လဲလျောင်းပါ။
life	ဘဝ	ဘဝက လှတယ်။
like (similar)	ကဲ့သို့	ဒီအိတ်က ကျွန်တော့်အိတ်လိုပဲ။
like (find sb/sth pleasant)	ကြိုက်သည်	ဒီသီချင်းကို ကြိုက်တယ်။
line	လိုင်း; မျဉ်း	လိုင်းမှာ ရပ်ပါ။
lion	ခြင်္သေ့	ခြင်္သေ့က ကြီးတယ်။
list	စာရင်း	ဝယ်စရာစာရင်း ရှိတယ်။
listen	နားထောင်သည်	ကျေးဇူးပြု၍ သေချာ နားထောင်ပါ။
little	သေးသော; နည်းသော	အချိန်နည်းနည်း ရှိတယ်။
live1	နေထိုင်သည်	မြို့မှာ နေတယ်။
local	ဒေသခံ	ဒေသခံစျေးကို သွားတယ်။
long1	ရှည်သော	လမ်းက ရှည်တယ်။
look	ကြည့်သည်	ပုံကို ကြည့်ပါ။
lose	ပျောက်သည်; ရှုံးသည်	ကျွန်တော့် ဘောပင် ပျောက်တယ်။
lot	အများကြီး	အလုပ် အများကြီး ရှိတယ်။
love	ချစ်သည်; အချစ်	မိသားစုကို ချစ်တယ်။
lunch	နေ့လယ်စာ	နေ့လယ်စာ အဆင်သင့်ဖြစ်ပြီ။
