source_headword	LO	example_LO
throughout	ຕະຫຼອດ	ຜູ້ຄົນເຕັ້ນລຳຕະຫຼອດທັງຕອນແລງ.
tight	ຄັບ	ເກີບເຫຼົ່ານີ້ຮູ້ສຶກຄັບເກີນໄປ.
till	ຈົນກວ່າ	ລໍຖ້າຢູ່ນີ້ຈົນກວ່າຂ້ອຍຈະກັບມາ.
tin	ກະປ໋ອງ	ເປີດກະປ໋ອງໝາກຖົ່ວ.
tiny	ນ້ອຍໆ	ນົກນ້ອຍໆບິນມາຈັບຢູ່ໃກ້ໆ.
toe	ນິ້ວຕີນ	ຂ້ອຍເຈັບນິ້ວຕີນມື້ວານນີ້.
tongue	ລີ້ນ	ລາວລວກລີ້ນຍ້ອນນ້ຳຊາ.
total	ທັງໝົດ	ຄ່າໃຊ້ຈ່າຍທັງໝົດແມ່ນຕໍ່າ.
totally	ຢ່າງສິ້ນເຊີງ	ຂ້ອຍເຂົ້າໃຈຄວາມເປັນຫ່ວງຂອງເຈົ້າຢ່າງສິ້ນເຊີງ.
trade	ການຄ້າ	ການຄ້າລະຫວ່າງປະເທດສ້າງວຽກເຮັດງານທຳ.
translate	ແປພາສາ	ກະລຸນາແປປະໂຫຍກນີ້.
translation	ການແປພາສາ	ການແປພາສາຟັງເບິ່ງເປັນທຳມະຊາດ.
treat	ປະຕິບັດຕໍ່	ປະຕິບັດຕໍ່ທຸກຄົນດ້ວຍຄວາມເຄົາລົບ.
treatment	ການປິ່ນປົວ	ຄົນເຈັບຕ້ອງການການປິ່ນປົວໃນມື້ນີ້.
trend	ທ່າອ່ຽງ	ທ່າອ່ຽງນີ້ກຳລັງເຕີບໂຕໄປທົ່ວໂລກ.
trick	ກົນ	ກົນໄພ້ນັ້ນເຮັດໃຫ້ຂ້ອຍແປກໃຈ.
truth	ຄວາມຈິງ	ກະລຸນາບອກຄວາມຈິງ.
tube	ຫຼອດ	ບີບຫຼອດຄ່ອຍໆ.
typically	ໂດຍທົ່ວໄປ	ໂດຍທົ່ວໄປນັກຮຽນຈະມາຮອດກ່ອນເກົ້າໂມງ.
tyre	ຢາງລົດ	ລົດຕ້ອງການຢາງໃໝ່.
ugly	ຂີ້ຮ້າຍ	ສີຝານັ້ນເບິ່ງຄືວ່າຂີ້ຮ້າຍ.
unable	ບໍ່ສາມາດ	ລາວບໍ່ສາມາດຕອບໄດ້.
uncomfortable	ບໍ່ສະບາຍ	ຕັ່ງອີ້ໜ່ວຍນີ້ບໍ່ສະບາຍ.
underwear	ຊຸດຊັ້ນໃນ	ມ້ຽນຊຸດຊັ້ນໃນທີ່ສະອາດສຳລັບການເດີນທາງ.
unemployed	ວ່າງງານ	ລາວວ່າງງານເປັນເວລາສອງເດືອນ.
unemployment	ການວ່າງງານ	ການວ່າງງານເພີ່ມຂຶ້ນໃນລະຫວ່າງລະດູໜາວ.
unfair	ບໍ່ຍຸຕິທຳ	ການຕັດສິນໃຈເບິ່ງຄືວ່າບໍ່ຍຸຕິທຳ.
union	ກຳມະບານ	ກຳມະບານໄດ້ຮ້ອງຂໍໃຫ້ມີການເຮັດວຽກທີ່ປອດໄພກວ່າ.
unless	ນອກຈາກວ່າ	ຢ່າອອກໄປນອກຈາກວ່າຂ້ອຍຈະໂທຫາ.
unlike	ບໍ່ຄືກັບ	ບໍ່ຄືກັບ ທອມ, ອານາ ມັກລະດູໜາວ.
unlikely	ບໍ່ໜ້າຈະເປັນໄປໄດ້	ຫິມະບໍ່ໜ້າຈະຕົກໃນອາທິດນີ້.
unnecessary	ບໍ່ຈຳເປັນ	ຖົງເພີ່ມເຕີມແມ່ນບໍ່ຈຳເປັນ.
unpleasant	ບໍ່ໜ້າພໍໃຈ	ຫ້ອງມີກິ່ນທີ່ບໍ່ໜ້າພໍໃຈ.
update	ອັບເດດ	ຂ້ອຍຕ້ອງອັບເດດໂທລະສັບຂອງຂ້ອຍ.
upon	ເມື່ອ	ກາລະຄັ້ງໜຶ່ງນານມາແລ້ວ, ມີພະລາຊາອົງໜຶ່ງ.
upset	ເສຍໃຈ	ລາວຮູ້ສຶກເສຍໃຈຫຼັງຈາກໂທລະສັບ.
used1	ຖືກໃຊ້	ຫ້ອງນີ້ຖືກໃຊ້ສຳລັບການປະຊຸມ.
used2	ຊິນເຄີຍ	ຂ້ອຍຊິນເຄີຍກັບການຕື່ນແຕ່ເຊົ້າ.
valuable	ມີຄ່າ	ໂມງໜ່ວຍນີ້ມີຄ່າ.
value	ມູນຄ່າ	ເຮືອນຫຼຸດມູນຄ່າລົງໃນປີກາຍນີ້.
various	ຫຼາຍຢ່າງ	ພວກເຮົາໄດ້ລອງອາຫານທ້ອງຖິ່ນຫຼາຍຢ່າງ.
version	ເວີຊັນ	ເວີຊັນນີ້ເຮັດວຽກໄດ້ດີກວ່າ.
victim	ຜູ້ເຄາະຮ້າຍ	ຜູ້ເຄາະຮ້າຍໄດ້ໂທຫາຕຳຫຼວດ.
viewer	ຜູ້ຊົມ	ຜູ້ຊົມຄົນໜຶ່ງໄດ້ຖາມຄຳຖາມ.
violent	ຮຸນແຮງ	ຮູບເງົານັ້ນຮຸນແຮງເກີນໄປ.
volunteer	ອາສາສະໝັກ	ຂ້ອຍເປັນອາສາສະໝັກຢູ່ຫໍສະໝຸດ.
vote	ລົງຄະແນນສຽງ	ຢ່າລືມໄປລົງຄະແນນສຽງໃນມື້ອື່ນ.
warn	ເຕືອນ	ຂ້ອຍພະຍາຍາມເຕືອນລາວແລ້ວ.
warning	ຄຳເຕືອນ	ຄຳເຕືອນປາກົດຢູ່ເທິງໜ້າຈໍ.
waste	ເສຍ	ຢ່າເສຍນ້ຳສະອາດ.
weapon	ອາວຸດ	ມີດກາຍເປັນອາວຸດ.
weigh	ຊັ່ງນ້ຳໜັກ	ຊັ່ງນ້ຳໜັກແປ້ງຢ່າງລະມັດລະວັງ.
western	ຕາເວັນຕົກ	ພວກເຂົາເບິ່ງຮູບເງົາຕາເວັນຕົກ.
whatever	ອັນໃດກໍຕາມ	ເລືອກອັນໃດກໍຕາມທີ່ເຈົ້າມັກ.
whenever	ເມື່ອໃດກໍຕາມ	ໂທຫາເມື່ອໃດກໍຕາມທີ່ເຈົ້າຕ້ອງການຄວາມຊ່ວຍເຫຼືອ.
whether	ວ່າ	ຂ້ອຍບໍ່ຮູ້ວ່າລາວເຫັນດີຫຼືບໍ່.
wing	ປີກ	ນົກເຈັບປີກເບື້ອງໜຶ່ງ.
within	ພາຍໃນ	ກະລຸນາຕອບກັບພາຍໃນສອງມື້.
wonder	ສົງໄສ	ຂ້ອຍສົງໄສວ່າມີຫຍັງເກີດຂຶ້ນ.
wool	ຂົນແກະ	ເສື້ອກັນໜາວໂຕນີ້ເຮັດຈາກຂົນແກະ.
worldwide	ທົ່ວໂລກ	ເພງນັ້ນກາຍເປັນທີ່ນິຍົມໄປທົ່ວໂລກ.
worth	ຄຸ້ມຄ່າ	ປຶ້ມຫົວນີ້ຄຸ້ມຄ່າທີ່ຈະອ່ານ.
written	ເປັນລາຍລັກອັກສອນ	ກະລຸນາສົ່ງຄຳແນະນຳທີ່ເປັນລາຍລັກອັກສອນ.
yard	ເດີ່ນ	ເດັກນ້ອຍຫຼິ້ນກັນຢູ່ໃນເດີ່ນ.
youth	ຊາວໜຸ່ມ	ສະໂມສອນຊາວໜຸ່ມສະໜັບສະໜູນໄວລຸ້ນໃນທ້ອງຖິ່ນ.
