source_headword	KN	example_KN
surgeon	ಶಸ್ತ್ರಚಿಕಿತ್ಸಕ	ಶಸ್ತ್ರಚಿಕಿತ್ಸಕ ಹಾನಿಗೊಳಗಾದ ಮೊಣಕಾಲನ್ನು ಸರಿಪಡಿಸಿದನು.
survival	ಬದುಕುಳಿಯುವಿಕೆ	ಬದುಕುಳಿಯಲು ಶುದ್ಧ ನೀರು ಅತ್ಯಗತ್ಯ.
survivor	ಬದುಕುಳಿದವನು	ಬದುಕುಳಿದವನು ಪ್ರವಾಹವನ್ನು ವಿವರಿಸಿದನು.
suspend	ತಾತ್ಕಾಲಿಕವಾಗಿ ರದ್ದುಗೊಳಿಸು	ಶಾಲೆಯು ಪ್ರವಾಸವನ್ನು ತಾತ್ಕಾಲಿಕವಾಗಿ ರದ್ದುಗೊಳಿಸಬಹುದು.
sustainable	ಸುಸ್ಥಿರ	ಜಮೀನು ಸುಸ್ಥಿರ ವಿಧಾನಗಳನ್ನು ಬಳಸುತ್ತದೆ.
swallow	ನುಂಗು	ಮಾತ್ರೆ ಅನ್ನು ನೀರಿನೊಂದಿಗೆ ನುಂಗಿ.
sympathetic	ಸಹಾನುಭೂತಿಯುಳ್ಳ	ಮ್ಯಾನೇಜರ್ ಅವಳ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಸಹಾನುಭೂತಿಯುಳ್ಳವರಾಗಿದ್ದರು.
tackle	ನಿಭಾಯಿಸು	ನಾವು ವಸತಿ ಸಮಸ್ಯೆಯನ್ನು ನಿಭಾಯಿಸಬೇಕಾಗಿದೆ.
tag	ಟ್ಯಾಗ್	ಚೀಲವು ಬೆಲೆ ಟ್ಯಾಗ್ ಹೊಂದಿತ್ತು.
tap	ನಲ್ಲಿ	ಅವಳು ನಲ್ಲಿಯನ್ನು ಆಫ್ ಮಾಡಿದಳು.
technological	ತಾಂತ್ರಿಕ	ತಾಂತ್ರಿಕ ಬದಲಾವಣೆಯು ಪ್ರತಿಯೊಂದು ಕೆಲಸದ ಸ್ಥಳದ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.
teens	ಹದಿಹರೆಯದವರು	ಅನೇಕ ಹದಿಹರೆಯದವರು ಪ್ರತಿದಿನ ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮವನ್ನು ಬಳಸುತ್ತಾರೆ.
temple	ದೇವಾಲಯ	ಆ ದೇವಾಲಯವು ನದಿಯ ಬಳಿ ಇತ್ತು.
temporarily	ತಾತ್ಕಾಲಿಕವಾಗಿ	ಕಚೇರಿಯನ್ನು ತಾತ್ಕಾಲಿಕವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ.
tendency	ಪ್ರವೃತ್ತಿ	ಅವನು ತಡವಾಗಿ ಬರುವ ಪ್ರವೃತ್ತಿಯನ್ನು ಹೊಂದಿದ್ದಾನೆ.
tension	ಉದ್ವಿಗ್ನತೆ	ಚರ್ಚೆಯ ಸಮಯದಲ್ಲಿ ಉದ್ವಿಗ್ನತೆ ಹೆಚ್ಚಾಯಿತು.
terms	ಷರತ್ತುಗಳು	ಒಪ್ಪಂದದ ಷರತ್ತುಗಳು ಸ್ಪಷ್ಟವಾಗಿದ್ದವು.
terribly	ತುಂಬಾ	ಮಗುವು ತುಂಬಾ ಅಸಮಾಧಾನಗೊಂಡಿತ್ತು.
terrify	ಹೆದರಿಸು	ದೊಡ್ಡ ಶಬ್ದಗಳು ನಾಯಿಯನ್ನು ಹೆದರಿಸುತ್ತವೆ.
territory	ಭೂಪ್ರದೇಶ	ನಕ್ಷೆಯು ಹೊಸ ಭೂಪ್ರದೇಶವನ್ನು ತೋರಿಸುತ್ತದೆ.
terror	ಭಯ	ದಾಳಿಯ ನಂತರ ಭಯ ಹರಡಿತು.
terrorism	ಭಯೋತ್ಪಾದನೆ	ಭಯೋತ್ಪಾದನೆಯು ಸಾರ್ವಜನಿಕ ಸುರಕ್ಷತೆಗೆ ಬೆದರಿಕೆ ಹಾಕುತ್ತದೆ.
terrorist	ಭಯೋತ್ಪಾದಕ	ಪೊಲೀಸರು ನಿನ್ನೆ ಭಯೋತ್ಪಾದಕನನ್ನು ಬಂಧಿಸಿದ್ದಾರೆ.
testing	ಪರೀಕ್ಷೆ	ಉತ್ಪನ್ನ ಪರೀಕ್ಷೆಯು ಸೋಮವಾರ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
textbook	ಪಠ್ಯಪುಸ್ತಕ	ಅವಳು ತನ್ನ ಜೀವಶಾಸ್ತ್ರದ ಪಠ್ಯಪುಸ್ತಕವನ್ನು ಮರೆತಿದ್ದಾಳೆ.
theft	ಕಳ್ಳತನ	ಆ ಪ್ರದೇಶದಲ್ಲಿ ಕಳ್ಳತನ ಹೆಚ್ಚಾಗಿದೆ.
therapist	ಚಿಕಿತ್ಸಕ	ಚಿಕಿತ್ಸಕನು ಆತಂಕವನ್ನು ನಿಭಾಯಿಸಲು ಅವನಿಗೆ ಸಹಾಯ ಮಾಡಿದನು.
thesis	ಪ್ರಬಂಧ	ಅವಳ ಪ್ರಬಂಧವು ಆನ್‌ಲೈನ್ ಕಲಿಕೆಯನ್ನು ಪರಿಶೀಲಿಸುತ್ತದೆ.
thorough	ಸಂಪೂರ್ಣ	ಸಂಪೂರ್ಣ ಪರಿಶೀಲನೆಯು ಯಾವುದೇ ದೋಷಗಳನ್ನು ಕಂಡುಹಿಡಿಯಲಿಲ್ಲ.
thoroughly	ಸಂಪೂರ್ಣವಾಗಿ	ಗಾಯವನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ಸ್ವಚ್ಛಗೊಳಿಸಿ.
thumb	ಹೆಬ್ಬೆರಳು	ಅವನು ಅನುಮೋದನೆಯನ್ನು ಸೂಚಿಸಲು ತನ್ನ ಹೆಬ್ಬೆರಳನ್ನು ಎತ್ತಿದನು.
timing	ಸಮಯ	ಕರೆಯ ಸಮಯ ಪರಿಪೂರ್ಣವಾಗಿತ್ತು.
tissue	ಟಿಶ್ಯೂ	ಅವಳು ಟಿಶ್ಯೂವಿನಿಂದ ಗಾಜನ್ನು ಒರೆಸಿದಳು.
ton	ಟನ್	ಟ್ರಕ್ ಒಂದು ಟನ್ ಮರಳನ್ನು ಹೊತ್ತೊಯ್ದಿತು.
tonne	ಟನ್	ಸಾಗಣೆಯ ತೂಕ ಒಂದು ಟನ್ ಆಗಿತ್ತು.
tournament	ಪಂದ್ಯಾವಳಿ	ಟೆನಿಸ್ ಪಂದ್ಯಾವಳಿಯು ನಾಳೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
trace	ಪತ್ತೆಹಚ್ಚು	ವಿಜ್ಞಾನಿಗಳು ವೈರಸ್‌ನ ಮೂಲವನ್ನು ಪತ್ತೆಹಚ್ಚಬಹುದು.
trading	ವಹಿವಾಟು	ಷೇರು ವಹಿವಾಟು ಮಧ್ಯಾಹ್ನ ನಿಂತುಹೋಯಿತು.
tragedy	ದುರಂತ	ಆ ಅಪಘಾತವು ಒಂದು ಘೋರ ದುರಂತವಾಗಿತ್ತು.
tragic	ದುರಂತದ	ಅಪಘಾತವು ದುರಂತದ ಪರಿಣಾಮಗಳನ್ನು ಹೊಂದಿತ್ತು.
trait	ಗುಣಲಕ್ಷಣ	ತಾಳ್ಮೆಯು ಉಪಯುಕ್ತ ಗುಣಲಕ್ಷಣವಾಗಿದೆ.
transmit	ಹರಡು	ಸೊಳ್ಳೆಗಳು ರೋಗವನ್ನು ಹರಡಬಹುದು.
transportation	ಸಾರಿಗೆ	ಇಂದು ಸಾರ್ವಜನಿಕ ಸಾರಿಗೆಯು ಜನದಟ್ಟಣೆಯಿಂದ ಕೂಡಿದೆ.
trap	ಸಿಲುಕಿಸು	ಪೆಟ್ಟಿಗೆಯು ಕೀಟಗಳನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ಸಿಲುಕಿಸಬಹುದು.
treasure	ನಿಧಿ	ಹಳೆಯ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ನಿಧಿ ಇತ್ತು.
tribe	ಬುಡಕಟ್ಟು	ಬುಡಕಟ್ಟು ಜನಾಂಗವು ತನ್ನ ಸಂಪ್ರದಾಯಗಳನ್ನು ರಕ್ಷಿಸಿಕೊಂಡಿತು.
trigger	ಪ್ರಚೋದಿಸು	ಹೊಗೆಯು ಅಲಾರಂ ಅನ್ನು ಪ್ರಚೋದಿಸಬಹುದು.
trillion	ಟ್ರಿಲಿಯನ್	ಸಾಲವು ಒಂದು ಟ್ರಿಲಿಯನ್ ಡಾಲರ್‌ಗಳನ್ನು ತಲುಪಿತು.
troop	ಪಡೆ	ಪಡೆಯು ಗಡಿಯತ್ತ ಸಾಗಿತು.
tsunami	ಸುನಾಮಿ	ಸುನಾಮಿಯು ಕರಾವಳಿಯ ಮನೆಗಳನ್ನು ನಾಶಪಡಿಸಿತು.
ultimate	ಅಂತಿಮ	ಅಂತಿಮ ಗುರಿಯು ಶಾಂತಿಯಾಗಿದೆ.
unacceptable	ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲದ	ವಿಳಂಬವು ಪ್ರಯಾಣಿಕರಿಗೆ ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲದಂತಿತ್ತು.
uncertainty	ಅನಿಶ್ಚಿತತೆ	ಅನಿಶ್ಚಿತತೆಯು ಹೂಡಿಕೆದಾರರನ್ನು ಆತಂಕಕ್ಕೀಡುಮಾಡಿತು.
undergo	ಒಳಗಾಗು	ರೋಗಿಯು ನಾಳೆ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಗೆ ಒಳಗಾಗಲಿದ್ದಾನೆ.
undertake	ಕೈಗೊಳ್ಳು	ತಂಡವು ಸಮೀಕ್ಷೆಯನ್ನು ಕೈಗೊಳ್ಳಲಿದೆ.
unfold	ತೆರೆದುಕೊಳ್ಳು	ನಾಟಕವು ನಿಧಾನವಾಗಿ ತೆರೆದುಕೊಳ್ಳಲು ಪ್ರಾರಂಭಿಸಿತು.
unfortunate	ದುರದೃಷ್ಟಕರ	ದೋಷವು ದುರದೃಷ್ಟಕರ ಆದರೆ ಸರಿಪಡಿಸಬಹುದಾದದ್ದಾಗಿತ್ತು.
unite	ಒಗ್ಗೂಡಿಸು	ನಾಯಕರು ಪಕ್ಷವನ್ನು ಒಗ್ಗೂಡಿಸಲು ಪ್ರಯತ್ನಿಸಿದರು.
unity	ಏಕತೆ	ಭಾಷಣವು ರಾಷ್ಟ್ರೀಯ ಏಕತೆಗೆ ಕರೆ ನೀಡಿತು.
universal	ಸಾರ್ವತ್ರಿಕ	ಅಪ್ಲಿಕೇಶನ್ ಸಾರ್ವತ್ರಿಕ ವಿನ್ಯಾಸವನ್ನು ಬಳಸುತ್ತದೆ.
urgent	ತುರ್ತು	ಆಸ್ಪತ್ರೆಗೆ ತುರ್ತು ಕರೆ ಬಂದಿತು.
usage	ಬಳಕೆ	ಮಾರ್ಗದರ್ಶಿಯು ಸರಿಯಾದ ಬಳಕೆಯನ್ನು ವಿವರಿಸುತ್ತದೆ.
useless	ನಿಷ್ಪ್ರಯೋಜಕ	ಮುರಿದ ಚಾರ್ಜರ್ ನಿಷ್ಪ್ರಯೋಜಕವಾಗಿದೆ.
valid	ಮಾನ್ಯ	ನಿಮ್ಮ ಪಾಸ್‌ಪೋರ್ಟ್ ಇನ್ನೂ ಮಾನ್ಯವಾಗಿದೆ.
variation	ವ್ಯತ್ಯಾಸ	ಬೆಲೆಗಳಲ್ಲಿ ವ್ಯಾಪಕ ವ್ಯತ್ಯಾಸವಿದೆ.
vertical	ಲಂಬವಾದ	ಚಾರ್ಟ್ ಲಂಬ ಅಕ್ಷವನ್ನು ಹೊಂದಿದೆ.
viewpoint	ದೃಷ್ಟಿಕೋನ	ಚರ್ಚೆಯ ನಂತರ ಅವಳ ದೃಷ್ಟಿಕೋನ ಬದಲಾಯಿತು.
visa	ವೀಸಾ	ಅವನು ವಿದ್ಯಾರ್ಥಿ ವೀಸಾಕ್ಕಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದನು.
visible	ಗೋಚರಿಸುವ	ಬೋರ್ಡ್ ಇಲ್ಲಿಂದ ಗೋಚರಿಸುತ್ತದೆ.
voluntary	ಸ್ವಯಂಪ್ರೇರಿತ	ಕೋರ್ಸ್ ಸ್ವಯಂಪ್ರೇರಿತ ಕಾರ್ಯಾಗಾರಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
voting	ಮತದಾನ	ಮುಂಚಿನ ಮತದಾನವು ಮುಂದಿನ ವಾರ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
wander	ಅಲೆದಾಡು	ಪ್ರವಾಸಿಗರು ಹಳೆಯ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಅಲೆದಾಡುತ್ತಾರೆ.
warming	ತಾಪಮಾನ ಏರಿಕೆ	ಜಾಗತಿಕ ತಾಪಮಾನ ಏರಿಕೆಯು ಸಮುದ್ರ ಮಟ್ಟಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.
weekly	ಸಾಪ್ತಾಹಿಕ	ತಂಡವು ಸಾಪ್ತಾಹಿಕ ಸಭೆಯನ್ನು ನಡೆಸುತ್ತದೆ.
weird	ವಿಚಿತ್ರ	ಆ ಶಬ್ದ ವಿಚಿತ್ರವಾಗಿ ಕೇಳಿಸಿತು.
welfare	ಕಲ್ಯಾಣ	ಕಾರ್ಯಕ್ರಮವು ಮಕ್ಕಳ ಕಲ್ಯಾಣವನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ.
wheat	ಗೋಧಿ	ರೈತ ಗೋಧಿ ಬೆಳೆಯುತ್ತಾನೆ.
whoever	ಯಾರು	ಮೊದಲು ಬರುವವರು ಹೊರಗೆ ಕಾಯಬೇಕು.
widespread	ವ್ಯಾಪಕ	ಬಿರುಗಾಳಿಯು ವ್ಯಾಪಕ ಹಾನಿಯನ್ನುಂಟುಮಾಡಿತು.
wisdom	ಬುದ್ಧಿವಂತಿಕೆ	ಅವಳ ಅಜ್ಜಿಯು ಪ್ರಾಯೋಗಿಕ ಬುದ್ಧಿವಂತಿಕೆಯನ್ನು ಹಂಚಿಕೊಂಡರು.
withdraw	ಹಿಂತೆಗೆದುಕೊ	ಅವನು ತನ್ನ ಅರ್ಜಿಯನ್ನು ಹಿಂತೆಗೆದುಕೊಳ್ಳಲು ನಿರ್ಧರಿಸಿದನು.
workforce	ಉದ್ಯೋಗಿಗಳು	ಉದ್ಯೋಗಿಗಳಿಗೆ ಹೊಸ ಕೌಶಲ್ಯಗಳ ಅಗತ್ಯವಿದೆ.
workplace	ಕೆಲಸದ ಸ್ಥಳ	ಕೆಲಸದ ಸ್ಥಳವು ಸ್ಪಷ್ಟವಾದ ಸುರಕ್ಷತಾ ನಿಯಮಗಳನ್ನು ಹೊಂದಿದೆ.
workshop	ಕಾರ್ಯಾಗಾರ	ಕಾರ್ಯಾಗಾರವು ಹತ್ತು ಗಂಟೆಗೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
worm	ಹುಳು	ಮಣ್ಣಿನ ಉದ್ದಕ್ಕೂ ಒಂದು ಹುಳು ಚಲಿಸಿತು.
wrist	ಮಣಿಕಟ್ಟು	ಅವಳು ತನ್ನ ಮಣಿಕಟ್ಟಿಗೆ ಪೆಟ್ಟು ಮಾಡಿಕೊಂಡಳು.
