hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
760:留学生	留学生	留学生	international student	他是来自日本的留学生。	Tā shì lái zì Rì běn de liú xué shēng.	He is an international student from Japan.
761:楼梯	楼梯	楼梯	stairs	请走楼梯上去。	Qǐng zǒu lóu tī shàng qù.	Please take the stairs up.
762:路边	路边	路边	roadside	他把车停在路边。	Tā bǎ chē tíng zài lù biān.	He parked the car by the roadside.
763:路口	路口	路口	intersection	我在路口等你。	Wǒ zài lù kǒu děng nǐ.	I am waiting for you at the intersection.
765:马路	马路	马路	road; street	过马路要小心。	Guò mǎ lù yào xiǎo xīn.	Be careful when crossing the road.
770:面前	面前	面前	in front of	老师站在学生面前。	Lǎo shī zhàn zài xué sheng miàn qián.	The teacher stands in front of the students.
772:名单	名单	名单	name list	请把名字写在名单上。	Qǐng bǎ míng zi xiě zài míng dān shang.	Please write your name on the list.
773:名人	名人	名人	famous person	这个城市有很多名人。	Zhè ge chéng shì yǒu hěn duō míng rén.	This city has many famous people.
776:南方	南方	南方	south; southern region	南方的冬天不太冷。	Nán fāng de dōng tiān bú tài lěng.	Winters in the south are not very cold.
778:难看	难看	难看	ugly; unpleasant to look at	这件衣服有点儿难看。	Zhè jiàn yī fu yǒu diǎnr nán kàn.	This piece of clothing is a little ugly.
780:男生	男生	男生	male student; boy	那个男生正在打篮球。	Nà ge nán shēng zhèng zài dǎ lán qiú.	That boy is playing basketball.
781:难题	难题	难题	difficult problem	这道难题我不会做。	Zhè dào nán tí wǒ bú huì zuò.	I cannot solve this difficult problem.
782:难听	难听	难听	unpleasant to hear	这个声音很难听。	Zhè ge shēng yīn hěn nán tīng.	This sound is unpleasant to hear.
785:牛	牛	牛	cow; ox	这头牛很大。	Zhè tóu niú hěn dà.	This cow is very big.
788:女生	女生	女生	female student; girl	这个女生唱歌很好听。	Zhè ge nǚ shēng chàng gē hěn hǎo tīng.	This girl sings very well.
789:爬	爬	爬	to climb	孩子在爬楼梯。	Hái zi zài pá lóu tī.	The child is climbing the stairs.
790:怕	怕	怕	to be afraid	我怕黑。	Wǒ pà hēi.	I am afraid of the dark.
791:拍照	拍照	拍照	to take photos	他们在公园拍照。	Tā men zài gōng yuán pāi zhào.	They are taking photos in the park.
801:起	起	起	to get up; to rise	请你早一点儿起床。	Qǐng nǐ zǎo yì diǎnr qǐ chuáng.	Please get up a little earlier.
803:汽车	汽车	汽车	car; automobile	这辆汽车很新。	Zhè liàng qì chē hěn xīn.	This car is very new.
804:铅笔	铅笔	铅笔	pencil	我用铅笔写字。	Wǒ yòng qiān bǐ xiě zì.	I write with a pencil.
805:前年	前年	前年	the year before last	前年我去过广州。	Qián nián wǒ qù guò Guǎng zhōu.	I went to Guangzhou the year before last.
806:前天	前天	前天	the day before yesterday	前天我见到了他。	Qián tiān wǒ jiàn dào le tā.	I saw him the day before yesterday.
809:请客	请客	请客	to treat someone; to host	今天我请客。	Jīn tiān wǒ qǐng kè.	It is my treat today.
810:秋天	秋天	秋天	autumn; fall	秋天的天气很舒服。	Qiū tiān de tiān qì hěn shū fu.	The weather in autumn is comfortable.
811:球场	球场	球场	sports field; ball court	球场上有很多学生。	Qiú chǎng shang yǒu hěn duō xué sheng.	There are many students on the sports field.
815:认得	认得	认得	to recognize	我认得这位老师。	Wǒ rèn de zhè wèi lǎo shī.	I recognize this teacher.
821:扫	扫	扫	to sweep	请把地扫干净。	Qǐng bǎ dì sǎo gān jìng.	Please sweep the floor clean.
823:山	山	山	mountain	这座山很高。	Zhè zuò shān hěn gāo.	This mountain is very high.
824:上衣	上衣	上衣	top; upper garment	这件上衣是新的。	Zhè jiàn shàng yī shì xīn de.	This top is new.
826:身边	身边	身边	by one's side	我身边有很多朋友。	Wǒ shēn biān yǒu hěn duō péng you.	I have many friends around me.
827:身高	身高	身高	height	他的身高是一米八。	Tā de shēn gāo shì yì mǐ bā.	His height is 1.8 meters.
828:声	声	声	sound; measure word for sounds	我听见一声电话铃。	Wǒ tīng jiàn yì shēng diàn huà líng.	I heard the phone ring once.
832:市	市	市	city; municipality	他住在北京市。	Tā zhù zài Běi jīng shì.	He lives in Beijing Municipality.
834:室	室	室	room	老师在办公室里。	Lǎo shī zài bàn gōng shì lǐ.	The teacher is in the office.
837:收到	收到	收到	to receive	我收到了你的邮件。	Wǒ shōu dào le nǐ de yóu jiàn.	I received your email.
838:受	受	受	to suffer; to receive	他受了点儿伤。	Tā shòu le diǎnr shāng.	He was slightly injured.
844:刷	刷	刷	to brush	他早上刷牙。	Tā zǎo shang shuā yá.	He brushes his teeth in the morning.
848:四季	四季	四季	four seasons	这里四季都很美。	Zhè lǐ sì jì dōu hěn měi.	The four seasons are all beautiful here.
854:体育馆	体育馆	体育馆	gymnasium; sports hall	比赛在体育馆举行。	Bǐ sài zài tǐ yù guǎn jǔ xíng.	The game is held in the gymnasium.
856:跳	跳	跳	to jump	他跳得很高。	Tā tiào de hěn gāo.	He jumps very high.
857:听说	听说	听说	to hear; to be told	我听说他明天回来。	Wǒ tīng shuō tā míng tiān huí lái.	I heard that he is coming back tomorrow.
865:外地	外地	外地	another place; out of town	他从外地来北京工作。	Tā cóng wài dì lái Běi jīng gōng zuò.	He came from out of town to work in Beijing.
866:外卖	外卖	外卖	takeout; food delivery	今天中午我点外卖。	Jīn tiān zhōng wǔ wǒ diǎn wài mài.	I ordered takeout at noon today.
867:外语	外语	外语	foreign language	她会说两门外语。	Tā huì shuō liǎng mén wài yǔ.	She can speak two foreign languages.
870:晚点	晚点	晚点	to be late; delayed	火车晚点了十分钟。	Huǒ chē wǎn diǎn le shí fēn zhōng.	The train was delayed by ten minutes.
871:晚会	晚会	晚会	evening party	学校晚上有晚会。	Xué xiào wǎn shang yǒu wǎn huì.	There is an evening party at school tonight.
881:西北	西北	西北	northwest	我家在城市的西北。	Wǒ jiā zài chéng shì de xī běi.	My home is in the northwest of the city.
882:西方	西方	西方	west; the West	太阳从西方落下。	Tài yáng cóng xī fāng luò xià.	The sun sets in the west.
884:西南	西南	西南	southwest	公园在学校的西南。	Gōng yuán zài xué xiào de xī nán.	The park is southwest of the school.
886:喜爱	喜爱	喜爱	to like; to love	爷爷很喜爱京剧。	Yé ye hěn xǐ ài Jīng jù.	Grandpa really loves Peking opera.
887:洗衣机	洗衣机	洗衣机	washing machine	洗衣机坏了。	Xǐ yī jī huài le.	The washing machine is broken.
889:夏天	夏天	夏天	summer	夏天我喜欢游泳。	Xià tiān wǒ xǐ huan yóu yǒng.	I like swimming in summer.
893:箱子	箱子	箱子	box; suitcase	箱子里有很多书。	Xiāng zi lǐ yǒu hěn duō shū.	There are many books in the box.
896:相机	相机	相机	camera	这台相机很轻。	Zhè tái xiàng jī hěn qīng.	This camera is very light.
897:小区	小区	小区	residential compound	我住在这个小区。	Wǒ zhù zài zhè ge xiǎo qū.	I live in this residential compound.
899:校园	校园	校园	campus	校园里有很多树。	Xiào yuán lǐ yǒu hěn duō shù.	There are many trees on campus.
901:鞋	鞋	鞋	shoe	这双鞋很舒服。	Zhè shuāng xié hěn shū fu.	This pair of shoes is comfortable.
902:心里	心里	心里	in one's heart; in one's mind	我心里很高兴。	Wǒ xīn lǐ hěn gāo xìng.	I feel very happy inside.
903:新年	新年	新年	New Year	新年快乐！	Xīn nián kuài lè!	Happy New Year!
906:信	信	信	letter	我给朋友写了一封信。	Wǒ gěi péng you xiě le yì fēng xìn.	I wrote a letter to a friend.
909:行李	行李	行李	luggage	我的行李很重。	Wǒ de xíng li hěn zhòng.	My luggage is heavy.
910:兴趣	兴趣	兴趣	interest	他对音乐有兴趣。	Tā duì yīn yuè yǒu xìng qù.	He is interested in music.
911:休假	休假	休假	to take a vacation	她下个月休假。	Tā xià ge yuè xiū jià.	She is taking a vacation next month.
913:选	选	选	to choose	请选一个答案。	Qǐng xuǎn yí ge dá àn.	Please choose an answer.
916:牙	牙	牙	tooth	我的牙有点儿疼。	Wǒ de yá yǒu diǎnr téng.	My tooth hurts a little.
917:牙刷	牙刷	牙刷	toothbrush	我买了一把新牙刷。	Wǒ mǎi le yì bǎ xīn yá shuā.	I bought a new toothbrush.
918:羊	羊	羊	sheep; goat	山上有几只羊。	Shān shang yǒu jǐ zhī yáng.	There are a few sheep on the mountain.
919:养	养	养	to raise; to keep	他家养了一只猫。	Tā jiā yǎng le yì zhī māo.	His family keeps a cat.
924:一块儿	一块儿	一块儿	together	我们一块儿去吃饭吧。	Wǒ men yí kuàir qù chī fàn ba.	Let's go eat together.
926:以后	以后	以后	after; later	下课以后我回家。	Xià kè yǐ hòu wǒ huí jiā.	I go home after class.
928:以上	以上	以上	above; more than	十八岁以上可以买票。	Shí bā suì yǐ shàng kě yǐ mǎi piào.	People over eighteen can buy tickets.
929:以外	以外	以外	outside; except	教室以外很安静。	Jiào shì yǐ wài hěn ān jìng.	It is very quiet outside the classroom.
931:以下	以下	以下	below; the following	以下内容请认真看。	Yǐ xià nèi róng qǐng rèn zhēn kàn.	Please read the following content carefully.
937:银行卡	银行卡	银行卡	bank card	我的银行卡找不到了。	Wǒ de yín háng kǎ zhǎo bú dào le.	I cannot find my bank card.
942:邮件	邮件	邮件	email; mail	我发了一封邮件。	Wǒ fā le yì fēng yóu jiàn.	I sent an email.
943:游客	游客	游客	tourist; visitor	这里每天都有很多游客。	Zhè lǐ měi tiān dōu yǒu hěn duō yóu kè.	There are many tourists here every day.
945:邮箱	邮箱	邮箱	email inbox; mailbox	请把文件发到我的邮箱。	Qǐng bǎ wén jiàn fā dào wǒ de yóu xiāng.	Please send the file to my email inbox.
946:有关	有关	有关	related to; concerning	这本书和中国文化有关。	Zhè běn shū hé Zhōng guó wén huà yǒu guān.	This book is related to Chinese culture.
948:有用	有用	有用	useful	这个办法很有用。	Zhè ge bàn fǎ hěn yǒu yòng.	This method is very useful.
952:雨衣	雨衣	雨衣	raincoat	下雨时请穿雨衣。	Xià yǔ shí qǐng chuān yǔ yī.	Please wear a raincoat when it rains.
954:遇见	遇见	遇见	to meet; to run into	我在路上遇见了老师。	Wǒ zài lù shang yù jiàn le lǎo shī.	I ran into my teacher on the road.
955:园	园	园	garden; park	这个园里有很多花。	Zhè ge yuán lǐ yǒu hěn duō huā.	There are many flowers in this garden.
956:员	员	员	suffix for a person in a role	我哥哥是服务员。	Wǒ gē ge shì fú wù yuán.	My older brother is a waiter.
960:运动会	运动会	运动会	sports meet	学校下周开运动会。	Xué xiào xià zhōu kāi yùn dòng huì.	The school will hold a sports meet next week.
961:运动员	运动员	运动员	athlete	这个运动员跑得很快。	Zhè ge yùn dòng yuán pǎo de hěn kuài.	This athlete runs very fast.
964:怎么办	怎么办	怎么办	what to do; how to handle it	我不知道怎么办。	Wǒ bù zhī dào zěn me bàn.	I do not know what to do.
965:怎样	怎样	怎样	how; what kind	你觉得这个办法怎样？	Nǐ jué de zhè ge bàn fǎ zěn yàng?	What do you think of this method?
973:照相	照相	照相	to take a photo	我们在门口照相。	Wǒ men zài mén kǒu zhào xiàng.	We are taking a photo at the entrance.
974:直到	直到	直到	until	我直到晚上才回家。	Wǒ zhí dào wǎn shang cái huí jiā.	I did not go home until evening.
976:纸	纸	纸	paper	桌上有一张纸。	Zhuō shang yǒu yì zhāng zhǐ.	There is a piece of paper on the table.
977:只能	只能	只能	can only	今天下雨，我们只能在家。	Jīn tiān xià yǔ, wǒ men zhǐ néng zài jiā.	It is raining today, so we can only stay at home.
978:只是	只是	只是	only; just	我只是想帮你。	Wǒ zhǐ shì xiǎng bāng nǐ.	I just want to help you.
980:只有	只有	只有	only; there is only	这里只有一个房间。	Zhè lǐ zhǐ yǒu yí ge fáng jiān.	There is only one room here.
981:中	中	中	in; among	照片中有三个人。	Zhào piàn zhōng yǒu sān ge rén.	There are three people in the photo.
989:住院	住院	住院	to be hospitalized	爷爷住院了。	Yé ye zhù yuàn le.	Grandpa is in the hospital.
990:字典	字典	字典	dictionary	我用字典查生词。	Wǒ yòng zì diǎn chá shēng cí.	I use a dictionary to look up new words.
992:子	子	子	suffix used in nouns	桌子上有一本书。	Zhuō zi shang yǒu yì běn shū.	There is a book on the table.
993:总	总	总	always; generally	他总是很早到学校。	Tā zǒng shì hěn zǎo dào xué xiào.	He always gets to school very early.
999:做客	做客	做客	to be a guest	周末我去朋友家做客。	Zhōu mò wǒ qù péng you jiā zuò kè.	I am going to a friend's home as a guest this weekend.
