oblige	Rules oblige drivers to stop.
obsess	Do not obsess over small errors.
obsession	His obsession damaged his work.
occasional	Occasional delays are expected.
occurrence	Such an occurrence is rare.
odds	The odds of success improved.
offering	The university expanded its offering.
offspring	The fox protected its offspring.
operational	The new system is operational.
opt	Many students opt for online classes.
optical	The optical lens needs cleaning.
optimism	Optimism returned after the announcement.
oral	The oral exam starts tomorrow.
organizational	Organizational changes began immediately.
orientation	The workshop covered employee orientation.
originate	Many traditions originate in rural villages.
outbreak	The outbreak spread across the city.
outing	The class enjoyed a museum outing.
outlet	The outlet sells discounted clothing.
outlook	The economic outlook remains uncertain.
outrage	The decision caused public outrage.
outsider	As an outsider, she noticed problems.
overlook	Do not overlook minor details.
overly	The instructions were overly complex.
oversee	She will oversee the project.
overturn	The court may overturn the ruling.
overwhelm	Too much information can overwhelm learners.
overwhelming	The evidence was overwhelming.
pad	Use the pad to protect knees.
parameter	Adjust one parameter at a time.
parental	Parental support improved attendance.
parish	The parish organized a charity dinner.
parliamentary	The parliamentary debate lasted hours.
partial	The report gave a partial answer.
partially	The window was partially open.
passing	Her passing was sudden.
passive	Passive investors accepted steady returns.
pastor	The pastor visited the family.
patch	The jacket needs a small patch.
patent	The company filed a patent.
pathway	The pathway leads to certification.
patrol	Police patrol the area at night.
patron	The museum thanked its patron.
peak	Demand reached a winter peak.
peasant	The peasant owned little land.
peculiar	The room had a peculiar smell.
persist	Symptoms may persist for days.
persistent	A persistent cough needs attention.
personnel	Personnel records are confidential.
petition	The petition gathered thousands of signatures.
philosopher	The philosopher questioned common assumptions.
philosophical	The discussion became philosophical.
physician	The physician ordered blood tests.
pioneer	She became a pioneer in medicine.
pipeline	The pipeline carries gas underground.
pirate	The pirate ship appeared offshore.
pit	The workers dug a deep pit.
plea	His plea for help was ignored.
plead	The suspect will plead guilty.
pledge	They pledge support for reforms.
plug	Plug the cable into the socket.
plunge	Prices may plunge after the scandal.
pole	The flag hung from a pole.
poll	The poll showed changing opinions.
pond	Ducks crossed the frozen pond.
pop	Balloons pop near sharp objects.
portfolio	Her portfolio includes several startups.
portray	The film will portray rural life.
postpone	They decided to postpone the hearing.
post-war	Post-war housing was urgently needed.
practitioner	The practitioner explained the treatment.
preach	The minister will preach on Sunday.
precedent	The ruling set an important precedent.
precision	The machine cuts with precision.
predator	The predator waited near the river.
predecessor	Her predecessor left detailed notes.
predominantly	The area is predominantly residential.
pregnancy	Pregnancy requires regular medical care.
prejudice	The campaign challenged racial prejudice.
preliminary	Preliminary results look promising.
premier	The premier addressed parliament today.
premise	The argument rests on a false premise.
premium	Customers paid a premium for speed.
prescribe	Doctors prescribe antibiotics carefully.
prescription	The prescription expires next month.
presently	She is presently unavailable.
preservation	Preservation protects historic buildings.
preside	The judge will preside over the trial.
presidency	His presidency lasted eight years.
presidential	The presidential election drew attention.
prestigious	She won a prestigious scholarship.
presumably	The office is presumably closed today.
presume	We presume the documents are genuine.
prevail	Common sense should prevail.
prevalence	The prevalence of asthma increased.
prevention	Prevention is cheaper than repair.
