source_headword	KN	example_KN
app	ಅಪ್ಲಿಕೇಶನ್	ಈ ಅಪ್ಲಿಕೇಶನ್ ಉಪಯುಕ್ತವಾಗಿದೆ.
appear	ಕಾಣಿಸು	ಅವಳ ಹೆಸರು ಇಲ್ಲಿ ಕಾಣಿಸುತ್ತದೆ.
appearance	ರೂಪ	ಅವನ ರೂಪ ವಿಭಿನ್ನವಾಗಿದೆ.
apply	ಅರ್ಜಿ ಹಾಕು	ಇಂದು ಕೆಲಸಕ್ಕೆ ಅರ್ಜಿ ಹಾಕು.
architect	ವಾಸ್ತುಶಿಲ್ಪಿ	ವಾಸ್ತುಶಿಲ್ಪಿಗೆ ಒಂದು ಯೋಜನೆ ಇದೆ.
architecture	ವಾಸ್ತುಶಿಲ್ಪ	ನನಗೆ ಆಧುನಿಕ ವಾಸ್ತುಶಿಲ್ಪ ಇಷ್ಟ.
argue	ವಾದಿಸು	ನಿನ್ನ ತಂಗಿಯೊಂದಿಗೆ ವಾದಿಸಬೇಡ.
argument	ವಾದ	ವಾದ ಚಿಕ್ಕದಾಗಿತ್ತು.
army	ಸೇನೆ	ಸೇನೆ ದೊಡ್ಡದು.
arrange	ಏರ್ಪಡಿಸು	ದಯವಿಟ್ಟು ಸಭೆಯನ್ನು ಏರ್ಪಡಿಸು.
arrangement	ಏರ್ಪಾಡು	ಈ ಏರ್ಪಾಡು ಚೆನ್ನಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತದೆ.
asleep	ನಿದ್ರೆಯಲ್ಲಿ	ಮಗು ನಿದ್ರೆಯಲ್ಲಿದೆ.
assistant	ಸಹಾಯಕ	ಸಹಾಯಕನು ನನಗೆ ಸಹಾಯ ಮಾಡಿದನು.
athlete	ಕ್ರೀಡಾಪಟು	ಕ್ರೀಡಾಪಟು ವೇಗವಾಗಿ ಓಡುತ್ತಾನೆ.
attack	ದಾಳಿ; ದಾಳಿ ಮಾಡು	ನಾಯಿ ದಾಳಿ ಮಾಡಬಹುದು.
attend	ಹಾಜರಾಗು	ನಾನು ಇಂದು ತರಗತಿಗೆ ಹಾಜರಾಗುತ್ತೇನೆ.
attention	ಗಮನ	ದಯವಿಟ್ಟು ಈಗ ಗಮನ ಕೊಡು.
attractive	ಆಕರ್ಷಕ	ತೋಟ ಆಕರ್ಷಕವಾಗಿದೆ.
audience	ಪ್ರೇಕ್ಷಕರು	ಪ್ರೇಕ್ಷಕರು ಮೌನವಾಗಿದ್ದರು.
author	ಲೇಖಕ	ಲೇಖಕನು ಈ ಪುಸ್ತಕ ಬರೆದನು.
available	ಲಭ್ಯವಿರುವ	ಆಹಾರ ಈಗ ಲಭ್ಯವಿದೆ.
average	ಸರಾಸರಿ	ಸರಾಸರಿ ಅಂಕ ಚೆನ್ನಾಗಿತ್ತು.
avoid	ತಪ್ಪಿಸು	ಜನಸಂದಣಿ ಇರುವ ರಸ್ತೆಯನ್ನು ತಪ್ಪಿಸು.
award	ಪ್ರಶಸ್ತಿ	ಅವಳು ಒಂದು ಪ್ರಶಸ್ತಿ ಗೆದ್ದಳು.
awful	ತುಂಬಾ ಕೆಟ್ಟ	ಹವಾಮಾನ ತುಂಬಾ ಕೆಟ್ಟಿತ್ತು.
background	ಹಿನ್ನೆಲೆ	ಚಿತ್ರಕ್ಕೆ ಕತ್ತಲಾದ ಹಿನ್ನೆಲೆ ಇದೆ.
badly	ಕೆಟ್ಟಾಗಿ	ಅವನು ಇಂದು ಕೆಟ್ಟಾಗಿ ಆಡಿದನು.
bar	ಬಾರ್	ನಾವು ಹೋಟೆಲ್ ಬಾರ್‌ನಲ್ಲಿ ಭೇಟಿಯಾದೆವು.
baseball	ಬೇಸ್‌ಬಾಲ್	ಬೇಸ್‌ಬಾಲ್ ಇಲ್ಲಿ ಜನಪ್ರಿಯವಾಗಿದೆ.
based	ಆಧಾರಿತ	ಚಿತ್ರವು ಒಂದು ಪುಸ್ತಕದ ಮೇಲೆ ಆಧಾರಿತವಾಗಿದೆ.
basketball	ಬಾಸ್ಕೆಟ್‌ಬಾಲ್	ನಾವು ಶಾಲೆಯ ನಂತರ ಬಾಸ್ಕೆಟ್‌ಬಾಲ್ ಆಡುತ್ತೇವೆ.
bean	ಕಾಳು	ಈ ಕಾಳು ಹಸಿರಾಗಿದೆ.
bear (animal)	ಕರಡಿ	ಒಂದು ಕರಡಿ ಕಾಡಿನಲ್ಲಿ ವಾಸಿಸುತ್ತದೆ.
beat	ಸೋಲಿಸು; ಹೊಡೆ	ನಮ್ಮ ತಂಡ ಅವರನ್ನು ಸೋಲಿಸಬಹುದು.
beef	ಗೋಮಾಂಸ	ನಾನು ರಾತ್ರಿ ಊಟಕ್ಕೆ ಗೋಮಾಂಸ ತಿಂದೆ.
behave	ವರ್ತಿಸು	ದಯವಿಟ್ಟು ತರಗತಿಯಲ್ಲಿ ಚೆನ್ನಾಗಿ ವರ್ತಿಸು.
behaviour	ವರ್ತನೆ	ಅವನ ವರ್ತನೆ ವಿನಯವಾಗಿತ್ತು.
belong	ಸೇರು	ಈ ಬೂಟುಗಳು ನನಗೆ ಸೇರಿವೆ.
belt	ಬೆಲ್ಟ್	ಅವನ ಬೆಲ್ಟ್ ಕಪ್ಪಾಗಿದೆ.
benefit	ಲಾಭ	ವ್ಯಾಯಾಮಕ್ಕೆ ನಿಜವಾದ ಲಾಭ ಇದೆ.
billion	ಬಿಲಿಯನ್	ಬಿಲಿಯನ್ ಬಹಳ ದೊಡ್ಡ ಸಂಖ್ಯೆ.
bin	ಕಸದ ಬುಟ್ಟಿ	ಕಾಗದವನ್ನು ಕಸದ ಬುಟ್ಟಿಗೆ ಹಾಕು.
biology	ಜೀವಶಾಸ್ತ್ರ	ಜೀವಶಾಸ್ತ್ರ ನನ್ನ ಅತ್ಯುತ್ತಮ ತರಗತಿ.
birth	ಜನನ	ಅವಳ ಜನನ ಮೇ ತಿಂಗಳಲ್ಲಿ ಆಯಿತು.
biscuit	ಬಿಸ್ಕಟ್	ಅವಳು ಒಂದು ಬಿಸ್ಕಟ್ ತಿನ್ನುತ್ತಾಳೆ.
bit	ಸ್ವಲ್ಪ	ನನಗೆ ಇನ್ನೂ ಸ್ವಲ್ಪ ಸಮಯ ಬೇಕು.
blank	ಖಾಲಿ	ಖಾಲಿ ಜಾಗದಲ್ಲಿ ನಿನ್ನ ಹೆಸರನ್ನು ಬರೆಯು.
blood	ರಕ್ತ	ರಕ್ತ ಕೆಂಪಾಗಿರುತ್ತದೆ.
blow	ಬೀಸು	ಗಾಳಿ ಬಲವಾಗಿ ಬೀಸಬಹುದು.
board	ಫಲಕ	ಅದನ್ನು ಫಲಕದ ಮೇಲೆ ಬರೆಯು.
boil	ಕುದಿಸು	ಮೊದಲು ನೀರನ್ನು ಕುದಿಸು.
bone	ಎಲುಬು	ನಾಯಿಗೆ ಒಂದು ಎಲುಬು ಇದೆ.
borrow	ಸಾಲವಾಗಿ ತೆಗೆದುಕೋ	ನಾನು ನಿನ್ನ ಪೆನ್ನನ್ನು ಸಾಲವಾಗಿ ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?
boss	ಮೇಲಧಿಕಾರಿ	ನನ್ನ ಮೇಲಧಿಕಾರಿ ಸ್ನೇಹಪರರಾಗಿದ್ದಾರೆ.
bottom	ಕೆಳಭಾಗ	ಕೆಳಭಾಗದಲ್ಲಿ ಸಹಿ ಮಾಡು.
bowl	ಬಟ್ಟಲು	ಬಟ್ಟಲು ತುಂಬಿದೆ.
brain	ಮೆದುಳು	ನಿನ್ನ ಮೆದುಳಿಗೆ ವಿಶ್ರಾಂತಿ ಬೇಕು.
bridge	ಸೇತುವೆ	ಸೇತುವೆ ಹಳೆಯದು.
bright	ಪ್ರಕಾಶಮಾನ	ಕೊಠಡಿ ಪ್ರಕಾಶಮಾನವಾಗಿದೆ.
brilliant	ಅದ್ಭುತ	ಆ ಯೋಚನೆ ಅದ್ಭುತವಾಗಿದೆ.
broken	ಮುರಿದ	ಕುರ್ಚಿ ಮುರಿದಿದೆ.
brush	ಬ್ರಷ್ ಮಾಡು	ಈಗ ನಿನ್ನ ಹಲ್ಲುಗಳನ್ನು ಬ್ರಷ್ ಮಾಡು.
burn	ಸುಡು	ರೊಟ್ಟಿಯನ್ನು ಸುಡಬೇಡ.
businessman	ವ್ಯಾಪಾರಿ	ವ್ಯಾಪಾರಿ ಬೇಗ ಬಂದನು.
button	ಗುಂಡಿ	ಕೆಂಪು ಗುಂಡಿಯನ್ನು ಒತ್ತು.
camp	ಶಿಬಿರ	ನಾವು ಸರೋವರದ ಹತ್ತಿರ ಶಿಬಿರ ಹಾಕುತ್ತೇವೆ.
camping	ಶಿಬಿರ ಹಾಕುವುದು	ಬೇಸಿಗೆಯಲ್ಲಿ ಶಿಬಿರ ಹಾಕುವುದು ಮೋಜಾಗಿದೆ.
can2	ಡಬ್ಬಿ	ಡಬ್ಬಿಯನ್ನು ಜಾಗ್ರತೆಯಿಂದ ತೆರೆ.
care	ಜಾಗ್ರತೆ	ನಿನ್ನ ಆರೋಗ್ಯದ ಜಾಗ್ರತೆ ತೆಗೆದುಕೋ.
careful	ಜಾಗರೂಕ	ಮೆಟ್ಟಿಲುಗಳ ಮೇಲೆ ಜಾಗರೂಕರಾಗಿರು.
carefully	ಜಾಗ್ರತೆಯಿಂದ	ಪ್ರಶ್ನೆಯನ್ನು ಜಾಗ್ರತೆಯಿಂದ ಓದು.
carpet	ಹಾಸು	ಹಾಸು ಮೃದುವಾಗಿದೆ.
cartoon	ಕಾರ್ಟೂನ್	ಈ ಕಾರ್ಟೂನ್ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದೆ.
case	ಪೆಟ್ಟಿಗೆ; ಸ್ಥಿತಿ	ಅದನ್ನು ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಇಡು.
cash	ನಗದು	ನಾನು ನಗದಿನಲ್ಲಿ ಪಾವತಿಸಿದೆ.
castle	ಕೋಟೆ	ಕೋಟೆ ತುಂಬಾ ಹಳೆಯದು.
catch	ಹಿಡಿ	ಈಗ ಚೆಂಡನ್ನು ಹಿಡಿ.
cause	ಕಾರಣ; ಉಂಟುಮಾಡು	ಮಳೆ ಸಮಸ್ಯೆಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದು.
celebrate	ಆಚರಿಸು	ನಾವು ನನ್ನ ಹುಟ್ಟುಹಬ್ಬವನ್ನು ಆಚರಿಸುತ್ತೇವೆ.
celebrity	ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ	ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ ತುಂಬಾ ದಯಾಳುವಾಗಿದ್ದರು.
certain	ಖಚಿತ	ಇದರ ಬಗ್ಗೆ ನನಗೆ ಖಚಿತವಾಗಿದೆ.
certainly	ಖಂಡಿತವಾಗಿ	ನಾನು ಖಂಡಿತವಾಗಿ ಸಹಾಯ ಮಾಡುತ್ತೇನೆ.
chance	ಅವಕಾಶ	ನಿನಗೆ ಒಂದು ಅವಕಾಶ ಇದೆ.
character	ಪಾತ್ರ	ಈ ಪಾತ್ರ ಧೈರ್ಯಶಾಲಿಯಾಗಿದೆ.
charity	ದಾನ ಸಂಸ್ಥೆ	ದಾನ ಸಂಸ್ಥೆ ಮಕ್ಕಳಿಗೆ ಸಹಾಯ ಮಾಡುತ್ತದೆ.
chat	ಮಾತನಾಡು	ನಾವು ತರಗತಿಯ ನಂತರ ಮಾತನಾಡುತ್ತೇವೆ.
chef	ಅಡುಗೆಗಾರ	ಅಡುಗೆಗಾರ ಸೂಪ್ ಮಾಡಿದನು.
chemistry	ರಸಾಯನಶಾಸ್ತ್ರ	ರಸಾಯನಶಾಸ್ತ್ರ ನನಗೆ ಕಷ್ಟವಾಗಿದೆ.
chip	ಚಿಪ್ಸ್ ತುಂಡು	ಈ ಚಿಪ್ಸ್ ತುಂಡು ಉಪ್ಪಾಗಿದೆ.
choice	ಆಯ್ಕೆ	ಈ ಆಯ್ಕೆ ಮುಖ್ಯವಾಗಿದೆ.
church	ಚರ್ಚ್	ಚರ್ಚ್ ಇಲ್ಲಿ ಹತ್ತಿರದಲ್ಲಿದೆ.
cigarette	ಸಿಗರೇಟ್	ಸಿಗರೇಟ್ ಆರೋಗ್ಯಕ್ಕೆ ಕೆಟ್ಟದು.
circle	ವೃತ್ತ	ಇಲ್ಲಿ ಒಂದು ವೃತ್ತ ಬಿಡಿ.
classical	ಶಾಸ್ತ್ರೀಯ	ನನಗೆ ಶಾಸ್ತ್ರೀಯ ಸಂಗೀತ ಇಷ್ಟ.
clear	ಸ್ಪಷ್ಟ	ಉತ್ತರ ಸ್ಪಷ್ಟವಾಗಿದೆ.
clearly	ಸ್ಪಷ್ಟವಾಗಿ	ದಯವಿಟ್ಟು ಸ್ಪಷ್ಟವಾಗಿ ಮಾತನಾಡು.
clever	ಬುದ್ಧಿವಂತ	ಅವಳು ಬುದ್ಧಿವಂತ ಮಗು.
climate	ಹವಾಮಾನ	ಹವಾಮಾನ ಬದಲಾಗುತ್ತಿದೆ.
close2	ಹತ್ತಿರ	ನನ್ನ ಶಾಲೆ ಮನೆಗೆ ಹತ್ತಿರದಲ್ಲಿದೆ.
closed	ಮುಚ್ಚಿದ	ಅಂಗಡಿ ಮುಚ್ಚಿದೆ.
clothing	ಬಟ್ಟೆ	ಬೆಚ್ಚಗಿನ ಬಟ್ಟೆ ಉಪಯುಕ್ತವಾಗಿದೆ.
cloud	ಮೋಡ	ಒಂದು ಮೋಡ ಸೂರ್ಯನನ್ನು ಮುಚ್ಚುತ್ತದೆ.
coach	ತರಬೇತುದಾರ	ತರಬೇತುದಾರ ತಂಡಕ್ಕೆ ಸಹಾಯ ಮಾಡಿದನು.
coast	ಕರಾವಳಿ	ನಾವು ಕರಾವಳಿಯ ಉದ್ದಕ್ಕೂ ಓಡಿದೆವು.
code	ಕೋಡ್	ಕೋಡ್ ಅನ್ನು ಇಲ್ಲಿ ನಮೂದಿಸು.
colleague	ಸಹೋದ್ಯೋಗಿ	ನನ್ನ ಸಹೋದ್ಯೋಗಿ ನನಗೆ ಕರೆ ಮಾಡಿದನು.
collect	ಸಂಗ್ರಹಿಸು	ನಾನು ಹಳೆಯ ಕಾರ್ಡ್‌ಗಳನ್ನು ಸಂಗ್ರಹಿಸುತ್ತೇನೆ.
column	ಕಾಲಮ್	ಮೊದಲ ಕಾಲಮ್ ಓದು.
comedy	ಹಾಸ್ಯ	ಈ ಹಾಸ್ಯ ಮೋಜಾಗಿದೆ.
comfortable	ಆರಾಮದಾಯಕ	ಈ ಕುರ್ಚಿ ಆರಾಮದಾಯಕವಾಗಿದೆ.
comment	ಕಾಮೆಂಟ್	ಕೆಳಗೆ ಒಂದು ಕಾಮೆಂಟ್ ಹಾಕು.
communicate	ಸಂಪರ್ಕಿಸು	ನಾವು ಇಮೇಲ್ ಮೂಲಕ ಸಂಪರ್ಕಿಸುತ್ತೇವೆ.
community	ಸಮುದಾಯ	ನಮ್ಮ ಸಮುದಾಯ ಸ್ನೇಹಪರವಾಗಿದೆ.
compete	ಸ್ಪರ್ಧಿಸು	ಅವರು ಪ್ರತಿವರ್ಷ ಸ್ಪರ್ಧಿಸುತ್ತಾರೆ.
competition	ಸ್ಪರ್ಧೆ	ಸ್ಪರ್ಧೆ ನಾಳೆ ಆರಂಭವಾಗುತ್ತದೆ.
complain	ದೂರು ನೀಡು	ಮತ್ತೆ ದೂರು ನೀಡಬೇಡ.
completely	ಸಂಪೂರ್ಣವಾಗಿ	ನಾನು ನಿನ್ನೊಂದಿಗೆ ಸಂಪೂರ್ಣವಾಗಿ ಒಪ್ಪುತ್ತೇನೆ.
condition	ಸ್ಥಿತಿ	ಕಾರು ಒಳ್ಳೆಯ ಸ್ಥಿತಿಯಲ್ಲಿದೆ.
conference	ಸಮ್ಮೇಳನ	ಸಮ್ಮೇಳನ ಒಂಬತ್ತು ಗಂಟೆಗೆ ಆರಂಭವಾಗುತ್ತದೆ.
connect	ಸಂಪರ್ಕಿಸು	ಫೋನ್ ಅನ್ನು ಕಂಪ್ಯೂಟರ್‌ಗೆ ಸಂಪರ್ಕಿಸು.
connected	ಸಂಪರ್ಕಿತ	ಎರಡು ಯೋಚನೆಗಳು ಸಂಪರ್ಕಿತವಾಗಿವೆ.
consider	ಪರಿಗಣಿಸು	ದಯವಿಟ್ಟು ನನ್ನ ಯೋಚನೆಯನ್ನು ಪರಿಗಣಿಸು.
contain	ಒಳಗೊಂಡಿರು	ಈ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಪುಸ್ತಕಗಳಿವೆ.
context	ಸಂದರ್ಭ	ಸಂದರ್ಭ ನಿನಗೆ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
continent	ಖಂಡ	ಒಂದು ಖಂಡ ತುಂಬಾ ದೊಡ್ಡದು.
continue	ಮುಂದುವರಿಸು	ದಯವಿಟ್ಟು ಓದುವುದನ್ನು ಮುಂದುವರಿಸು.
control	ನಿಯಂತ್ರಣ	ವೇಗವನ್ನು ಜಾಗ್ರತೆಯಿಂದ ನಿಯಂತ್ರಿಸು.
cooker	ಸ್ಟವ್	ಸ್ಟವ್ ಸ್ವಚ್ಛವಾಗಿದೆ.
copy	ನಕಲು	ನನಗಾಗಿ ಒಂದು ನಕಲು ಮಾಡು.
corner	ಮೂಲೆ	ಮೂಲೆಯಲ್ಲಿ ಕುಳಿತುಕೋ.
correctly	ಸರಿಯಾಗಿ	ಉತ್ತರವನ್ನು ಸರಿಯಾಗಿ ಬರೆಯು.
count	ಎಣಿಸು	ಪುಸ್ತಕಗಳನ್ನು ಎಣಿಸು.
couple	ಜೋಡಿ	ಜೋಡಿ ಬೇಗ ಬಂದರು.
cover	ಮುಚ್ಚು	ಬಟ್ಟಲನ್ನು ಮುಚ್ಚು.
crazy	ಹುಚ್ಚು	ಈ ಯೋಚನೆ ಹುಚ್ಚಾಗಿ ಕೇಳಿಸುತ್ತದೆ.
creative	ಸೃಜನಾತ್ಮಕ	ಅವಳಿಗೆ ಸೃಜನಾತ್ಮಕ ಯೋಚನೆ ಇದೆ.
credit	ಕ್ರೆಡಿಟ್	ನಾನು ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಮೂಲಕ ಪಾವತಿಸಿದೆ.
crime	ಅಪರಾಧ	ಅಪರಾಧ ಗಂಭೀರ ಸಮಸ್ಯೆ.
criminal	ಅಪರಾಧಿ	ಅಪರಾಧಿ ಬೇಗ ಹೊರಟನು.
cross	ದಾಟು	ರಸ್ತೆಯನ್ನು ಜಾಗ್ರತೆಯಿಂದ ದಾಟು.
crowd	ಗುಂಪು	ಒಂದು ಗುಂಪು ಹೊರಗೆ ಕಾಯುತ್ತಿತ್ತು.
crowded	ಜನಸಂದಣಿಯ	ರೈಲು ಜನಸಂದಣಿಯಿಂದ ತುಂಬಿತ್ತು.
cry	ಅಳು	ಈಗ ಅಳಬೇಡ.
cupboard	ಅಲಮಾರಿ	ಕಪ್‌ಗಳು ಅಲಮಾರಿಯಲ್ಲಿವೆ.
curly	ಕುಂತಲಾದ	ಅವಳಿಗೆ ಕುಂತಲಾದ ಕೂದಲು ಇದೆ.
cycle	ಸೈಕಲ್ ಓಡು	ನಾನು ಶಾಲೆಗೆ ಸೈಕಲ್ ಓಡಿಸುತ್ತೇನೆ.
daily	ದೈನಂದಿನ	ನಾನು ಸುದ್ದಿಯನ್ನು ದೈನಂದಿನ ಓದುತ್ತೇನೆ.
danger	ಅಪಾಯ	ಗುರುತು ಅಪಾಯವನ್ನು ತೋರಿಸುತ್ತದೆ.
data	ದತ್ತಾಂಶ	ದತ್ತಾಂಶ ಉಪಯುಕ್ತವಾಗಿದೆ.
dead	ಸತ್ತ	ಸಸಿ ಸತ್ತಿದೆ.
deal	ಒಪ್ಪಂದ; ಒಳ್ಳೆಯ ಬೆಲೆ	ಇದು ಒಳ್ಳೆಯ ಬೆಲೆ.
death	ಸಾವು	ಸಾವು ಕಷ್ಟವಾದ ವಿಷಯ.
decision	ನಿರ್ಧಾರ	ಇಂದು ನಿರ್ಧಾರ ಮಾಡು.
deep	ಆಳವಾದ	ನೀರು ಆಳವಾಗಿದೆ.
definitely	ಖಂಡಿತವಾಗಿ	ನನಗೆ ಖಂಡಿತವಾಗಿ ಚಹಾ ಬೇಕು.
degree	ಪದವಿ	ನನ್ನ ಪದವಿ ಇತಿಹಾಸದಲ್ಲಿ ಇದೆ.
dentist	ದಂತ ವೈದ್ಯ	ದಂತ ವೈದ್ಯರು ನನ್ನ ಹಲ್ಲುಗಳನ್ನು ಪರಿಶೀಲಿಸಿದರು.
department	ವಿಭಾಗ	ಚಪ್ಪಲಿ ವಿಭಾಗ ಮೇಲ್ಮಹಡಿಯಲ್ಲಿ ಇದೆ.
depend	ಅವಲಂಬಿಸು	ಅದು ಹವಾಮಾನವನ್ನು ಅವಲಂಬಿಸುತ್ತದೆ.
desert	ಮರಳುಗಾಡು	ಮರಳುಗಾಡು ತುಂಬಾ ಒಣಗಿದೆ.
designer	ವಿನ್ಯಾಸಗಾರ	ವಿನ್ಯಾಸಗಾರ ಈ ಉಡುಪನ್ನು ಮಾಡಿದನು.
destroy	ನಾಶಮಾಡು	ಫೈಲ್ ಅನ್ನು ನಾಶಮಾಡಬೇಡ.
detective	ಗೌಪ್ಯಚಾರಿ	ಗೌಪ್ಯಚಾರಿ ಕೀಲಿಯನ್ನು ಕಂಡುಹಿಡಿದನು.
develop	ಅಭಿವೃದ್ಧಿಪಡಿಸು	ಅವರು ಹೊಸ ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿಪಡಿಸುತ್ತಾರೆ.
device	ಸಾಧನ	ಈ ಸಾಧನ ಉಪಯುಕ್ತವಾಗಿದೆ.
diary	ಡೈರಿ	ಅವಳು ತನ್ನ ಡೈರಿಯಲ್ಲಿ ಬರೆಯುತ್ತಾಳೆ.
differently	ಬೇರೆ ರೀತಿಯಲ್ಲಿ	ನಾವು ಅದನ್ನು ಬೇರೆ ರೀತಿಯಲ್ಲಿ ಮಾಡುತ್ತೇವೆ.
digital	ಡಿಜಿಟಲ್	ಇದು ಡಿಜಿಟಲ್ ಕ್ಯಾಮೆರಾ.
direct	ನೇರ	ನೇರ ರೈಲು ತೆಗೆದುಕೋ.
direction	ದಿಕ್ಕು	ಈ ದಿಕ್ಕಿನಲ್ಲಿ ನಡೆ.
director	ನಿರ್ದೇಶಕ	ನಿರ್ದೇಶಕನಿಗೆ ಚಿತ್ರ ಇಷ್ಟವಾಯಿತು.
