source_headword	AZ	example_AZ
representation	təmsilçilik	Ədalətli təmsilçilik vacib olaraq qalır.
reproduce	çoxalmaq	Bu bitkilər tez çoxalır.
reproduction	reproduksiya	Rəqəmsal reproduksiya çıxışı yaxşılaşdırdı.
republic	respublika	Respublikada seçkilər keçirildi.
resemble	bənzəmək	İki dizayn bir-birinə çox bənzəyir.
reside	yaşamaq	Onlar sərhəd yaxınlığında yaşayırlar.
residence	iqamətgah	Onun rəsmi iqamətgahı mühafizə olunur.
residential	yaşayış	Bu ərazi əsasən yaşayış sahəsidir.
residue	qalıq	Təmizləyici yapışqan qalıq qoydu.
resignation	istefa	Onun istefası idarə heyətini şoka saldı.
resistance	müqavimət	Dəyişikliklərə müqavimət güclü idi.
respective	müvafiq	Onlar öz müvafiq ofislərinə qayıtdılar.
respectively	müvafiq olaraq	Xallar müvafiq olaraq 80 və 90 idi.
restoration	bərpa	Binanın bərpası illər çəkdi.
restraint	təmkin	Polis təmkin göstərdi.
resume	yenidən başlamaq	Dərslər gələn həftə yenidən başlayır.
retreat	geri çəkilmə	Ordu geri çəkilməyə başladı.
retrieve	geri qaytarmaq	O, faylı geri qaytardı.
revelation	ifşa	İfşa onun nüfuzuna zərər vurdu.
revenge	intiqam	O, təhqirə görə intiqam istəyirdi.
reverse	ləğv etmək	Məhkəmə qərarı ləğv etdi.
revival	dirçəliş	Şəhərdə iqtisadi dirçəliş baş verdi.
revive	canlandırmaq	Festival yerli adətləri canlandırmağa kömək etdi.
revolutionary	inqilabi	İxtira inqilabi idi.
rhetoric	ritorika	Onun ritorikası aqressiv səslənirdi.
rifle	tüfəng	Tüfəng təhlükəsiz yerdə saxlanılırdı.
riot	iğtişaş	İğtişaş bir neçə saat davam etdi.
rip	cırmaq	Kağızı ehtiyatla cırın.
ritual	mərasim	Mərasim məhsul yığımını bildirir.
robust	möhkəm	Sistem möhkəmdir.
rock	sarsıtmaq	Partlayış kəndi sarsıtdı.
rod	çubuq	Pərdə çubuqdan asılır.
rotate	fırlatmaq	Dəstəyi yavaş-yavaş fırladın.
rotation	növbələşmə	Əkin növbələşməsi torpağı qoruyur.
ruling	qərar	Məhkəmə qərar çıxardı.
rumour	şayiə	Şayiə tez yayıldı.
sack	işdən çıxarmaq	İdarə heyəti məşqçini işdən çıxara bilər.
sacred	müqəddəs	Məbəd müqəddəsdir.
sacrifice	fədakarlıq	Valideynlər tez-tez fədakarlıq edirlər.
saint	müqəddəs	Kilsə yerli müqəddəsi ehtiramla yad edir.
sake	xatirinə	O, onun xatirinə qaldı.
sanction	sanksiya	Sanksiya beynəlxalq ticarətə təsir etdi.
say	söz haqqı	İşçilərin cədvəlin qurulmasında söz haqqı var idi.
scattered	dağınıq	Dağınıq kağızlar masanı örtmüşdü.
sceptical	şübhəli	O, iddiaya şübhə ilə yanaşdı.
scope	əhatə dairəsi	Layihənin əhatə dairəsi genişləndi.
screw	vint	Vinti diqqətlə sıxın.
scrutiny	diqqətli baxış	Müqavilə ictimaiyyətin diqqətli baxışı ilə üzləşdi.
seal	bağlamaq	Poçta verməzdən əvvəl zərfi bağlayın.
secular	dünyəvi	Məktəb dünyəvi tədris proqramına əməl edir.
seemingly	görünüşə görə	Tapşırıq görünüşə görə sadə idi.
segment	hissə	Son hissə daha qısa idi.
seize	müsadirə etmək	Polis sənədləri müsadirə etdi.
seldom	nadir hallarda	O, dərsləri nadir hallarda buraxır.
selective	seçici	Proqram çox seçicidir.
senator	senator	Senator qanun layihəsini dəstəklədi.
sensation	sensasiya	Kəşf sensasiya yaratdı.
sensitivity	həssaslıq	Bu məsələ həssaslıq tələb edir.
sentiment	əhval-ruhiyyə	İctimai əhval-ruhiyyə tez dəyişdi.
separation	ayrılıq	Ayrılıq çətin idi.
serial	seriya	Seriya nömrəsi yoxdur.
settlement	razılaşma	Razılaşma mübahisəyə son qoydu.
set-up	hazırlıq	Hazırlıq bütün səhəri aldı.
sexuality	seksuallıq	Kursda kimlik və seksuallıq müzakirə olunur.
shareholder	səhmdar	Bir səhmdar idarə heyətinə sual verdi.
shatter	çilikləmək	Xəbər onun inamını sarsıtdı.
shed	ixtisar etmək	Şirkət iş yerlərini ixtisar edəcək.
sheer	böyük	Böyük ölçü hər kəsi təəccübləndirdi.
shipping	çatdırılma	Çatdırılma xərcləri artdı.
shoot	çəkiliş	Fotoçəkiliş tez bitdi.
shrink	yığılmaq	Köynək yığıla bilər.
shrug	çiyinlərini çəkmək	O, yüngülcə çiyinlərini çəkdi.
sigh	köks ötürmək	O, rahatlıqla köks ötürdü.
simulate	simulyasiya etmək	Proqram təminatı hərəkəti simulyasiya edə bilər.
simulation	simulyasiya	Simulyasiya daşqını proqnozlaşdırdı.
simultaneously	eyni vaxtda	İki siqnalizasiya eyni vaxtda çaldı.
sin	günah	Qürur günah sayılır.
situated	yerləşən	Otel şəhər mərkəzində yerləşir.
sketch	eskiz	O, tez bir eskiz çəkdi.
skip	buraxmaq	Səhər yeməyini buraxmayın.
slam	çırpmaq	O, qapını çırpa bilər.
slap	çırpmaq	Stola çırpmayın.
slavery	köləlik	Köləlik regionun tarixini formalaşdırdı.
slot	vaxt aralığı	Onlayn vaxt aralığı bron edin.
smash	sındırmaq	Stəkan yerə düşüb sındı.
snap	sınmaq	Budaq küləkdən qırıldı.
soak	islatmaq	Lobyaları gecədən isladın.
soar	kəskin artmaq	Yanacaq qiymətləri kəskin arta bilər.
socialist	sosialist	Partiya sosialist siyasətini dəstəkləyir.
sole	yeganə	O, sağ qalan yeganə şəxs idi.
solely	yalnız	Qərar yalnız onun idi.
solicitor	vəkil	Vəkil müqaviləni hazırladı.
solidarity	həmrəylik	İşçilər həmrəylik ifadə etdilər.
solo	solo	O, solo albom buraxdı.
sound	etibarlı	Plan etibarlı və praktikdir.
sovereignty	suverenlik	Müqavilə milli suverenliyi qorudu.
spam	spam	Spam gələnlər qutusunu doldurdu.
span	uzanmaq	Körpü çay üzərindən uzanır.
spark	yaratmaq	Kiçik bir qeyd debat yaratdı.
specialized	ixtisaslaşmış	Klinika ixtisaslaşmış qayğı göstərir.
specification	tələb	Dizayn hər bir tələbə cavab verir.
specimen	nümunə	Nümunə təhlükəsiz şəkildə saxlanıldı.
spectacle	mənzərə	Parad canlı bir mənzərə idi.
spectrum	spektr	Fikirlər geniş bir spektri əhatə edir.
spell	dövr	Quraqlıq dövrü həftələrlə davam etdi.
sphere	sahə	Siyasət mədəni sahəyə daxil oldu.
spin	fırlanmaq	Təkərlər fırlanmağa başladı.
spine	onurğa	Zədə onun onurğasına təsir etdi.
spotlight	diqqət mərkəzi	Qalmaqal onu diqqət mərkəzinə saldı.
spouse	həyat yoldaşı	Onun həyat yoldaşı mərasimdə iştirak etdi.
spy	casus	Casus kodlaşdırılmış mesajlar göndərdi.
squad	dəstə	Xilasetmə dəstəsi tez çatdı.
squeeze	sıxmaq	Dəstəyi yavaşca sıxın.
stab	bıçaqlamaq	Hesabatda bıçaq yarası təsvir edilirdi.
stability	sabitlik	Siyasət sabitlik gətirdi.
stabilize	sabitləşdirmək	Dərman onu sabitləşdirməyə kömək etdi.
stake	pay	İnvestorların burada payı var.
standing	mövqe	Onun partiyadakı mövqeyi yüksəldi.
stark	kəskin	Nəticələr kəskin kontrast göstərdi.
statistical	statistik	Tədqiqat statistik metodlardan istifadə etdi.
steer	istiqamətləndirmək	O, debatı istiqamətləndirməyə çalışdı.
stem	saplaq	Saplaq fırtınada qırıldı.
stereotype	stereotip	Film stereotipə meydan oxudu.
stimulus	stimul	Paket iqtisadi stimul təmin etdi.
stir	qarışdırmaq	Sousu yavaşca qarışdırın.
storage	saxlama	Obyekt təhlükəsiz saxlama təklif edir.
straightforward	aydın	Təlimatlar aydın idi.
strain	gərginlik	Uzun gecikmə gərginliyə səbəb oldu.
strand	tel	Bir tel saç düşdü.
strategic	strateji	Şirkət strateji investisiya etdi.
strip (long narrow piece)	zolaq	Dar bir kağız zolağı kəsin.
strip (remove clothes/a layer)	təmizləmək	Köhnə boyanı diqqətlə təmizləyin.
strive	can atmaq	Onlar mükəmməlliyə can atırlar.
structural	struktur	Körpünün struktur zədəsi var.
stumble	büdrəmək	O, pilləkənlərdə büdrədi.
stun	şoka salmaq	Xəbər insanları şoka sala bilər.
submission	təqdimat	Təhvil vermə tarixi keçdi.
subscriber	abunəçi	Hər bir abunəçi yeniləmələr alır.
subscription	abunə	Abunə avtomatik olaraq yenilənir.
subsidy	subsidiya	Subsidiya yanacaq xərclərini azaltdı.
substantial	əhəmiyyətli	Layihənin əhəmiyyətli maliyyələşdirməyə ehtiyacı var.
substantially	əhəmiyyətli dərəcədə	Qiymət əhəmiyyətli dərəcədə artdı.
substitute	əvəzedici	Südü əvəzedici kimi istifadə edin.
substitution	əvəzləmə	Əvəzləmə resepti dəyişdirdi.
subtle	incə	Rəsmin incə detalları var.
suburban	şəhərkənarı	Onlar şəhərkənarı əraziyə köçdülər.
succession	silsilə	Böhran uğursuzluqlar silsiləsini izlədi.
successive	ardıcıl	Ardıcıl hökumətlər problemi görməzdən gəldi.
successor	xələf	Xələf bazar ertəsi başlayacaq.
suck	sormaq	Maşın tozu sora bilər.
sue	məhkəməyə vermək	O, şirkəti məhkəməyə vermək qərarına gəldi.
suicide	intihar	İntiharın qarşısının alınması davamlı maliyyələşdirmə tələb edir.
suite	lüks nömrə	Otelin lüks nömrəsi çaya baxırdı.
summit	sammit	Liderlər sammitdə görüşdülər.
superb	möhtəşəm	Performans möhtəşəm idi.
superior	üstün	Yeni model üstündür.
supervise	nəzarət etmək	O, təcrübəçilərə nəzarət edəcək.
supervision	nəzarət	Uşaqların böyüklərin nəzarətinə ehtiyacı var.
supervisor	rəhbər	Əvvəlcə rəhbərinizdən soruşun.
supplement	əlavə	Hesabata əlavə daxildir.
supportive	dəstəkçi	Onun ailəsi dəstəkçi idi.
supposedly	güya	Fayl güya silinmişdi.
suppress	yatırmaq	Rejim etirazları yatırmağa çalışdı.
supreme	ali	Ali məhkəmə işə baxdı.
surge	ani artım	Gözlənilməz sıçrayış avadanlığa zərər vurdu.
surgical	cərrahi	Xəstənin cərrahi müalicəyə ehtiyacı var.
surplus	artıqlıq	Anbarda artıqlıq var.
surrender	təslim olmaq	Əsgərlər təslim olmağa razılaşdılar.
surveillance	müşahidə	Müşahidə kameraları girişi qeyd etdi.
suspension	kənarlaşdırma	Kənarlaşdırma iki həftə davam etdi.
suspicion	şübhə	Onun davranışı şübhə yaratdı.
suspicious	şübhəli	Bağlama şübhəli görünürdü.
sustain	qorumaq	Layihə yerli iş yerlərini qoruya bilər.
swing	yellənmək	Qapı yellənməyə başladı.
sword	qılınc	Qılınc divardan asılmışdı.
symbolic	simvolik	Jest simvolik idi.
syndrome	sindrom	Sindrom yaddaşa təsir edir.
synthesis	sintez	Fəsil sintez təklif edir.
systematic	sistematik	Baxış sistematik idi.
tactic	taktika	Taktika tez uğursuz oldu.
tactical	taktik	Komanda taktik dəyişiklik etdi.
taxpayer	vergiödəyici	Körpü vergiödəyicilərinin pulu ilə maliyyələşdirildi.
tempt	şirnikləndirmək	Təklif investorları şirnikləndirə bilər.
tenant	kirayəçi	Kirayəçi kirayə haqqını tez ödədi.
tender	incə	O, incə bir təbəssüm etdi.
tenure	vəzifə müddəti	Onun vəzifə müddəti altı il davam etdi.
terminal	ölümcül	Xəstənin ölümcül xəstəliyi var idi.
terminate	xitam vermək	Şirkət müqaviləyə xitam verə bilər.
terrain	ərazi	Ərazi çətin idi.
terrific	möhtəşəm	Mənzərə möhtəşəm idi.
testify	ifadə vermək	O, ifadə verməyə razılaşdı.
testimony	ifadə	Onun ifadəsi ətraflı idi.
texture	tekstura	Parçanın kobud teksturası var.
thankfully	xoşbəxtlikdən	Xoşbəxtlikdən, heç kim xəsarət almadı.
theatrical	süni	Çıxış süni səslənirdi.
theology	teologiya	O, universitetdə teologiya oxuyub.
theoretical	nəzəri	Model tamamilə nəzəridir.
thereafter	ondan sonra	Ondan sonra qaydalar dəyişdi.
thereby	bununla da	Dəyişiklik xərcləri azaltdı, bununla da iş yerlərini xilas etdi.
thoughtful	düşüncəli	Onun cavabı düşüncəli idi.
thought-provoking	düşündürücü	Məqalə düşündürücü idi.
thread	sap	Sap asanlıqla qırıldı.
threshold	hədd	Səsvermə həddi keçdi.
thrilled	sevincli	O, xəbərdən çox sevindi.
thrive	inkişaf etmək	Kiçik bizneslər burada inkişaf edə bilər.
tide	qabarma	Qabarma tez yüksəldi.
tighten	sıxmaq	Qapağı möhkəm sıxın.
timber	taxta	Evdə yerli taxta istifadə olunur.
timely	vaxtında	Xəbərdarlıq vaxtında idi.
tobacco	tütün	Tütün satışları azaldı.
tolerance	tolerantlıq	Siyasət tolerantlığı təşviq edir.
tolerate	dözmək	Biz istismara dözə bilmərik.
toll	zərər	Fırtına ağır zərər vurdu.
top	üstələmək	Satışlar keçən ilki rekordu üstələyə bilər.
torture	işgəncə	Müqavilə işgəncəni qətiyyətlə qadağan edir.
