source_headword	ID	example_ID
regulatory	regulasi	Persetujuan regulasi memakan waktu berbulan-bulan.
rehabilitation	rehabilitasi	Rehabilitasi membantunya berjalan lagi.
reign	masa pemerintahan	Masa pemerintahan raja itu berlangsung selama beberapa dekade.
rejection	penolakan	Penolakan itu melukai kepercayaan dirinya.
relevance	relevansi	Data itu memiliki relevansi yang terbatas.
reliability	keandalan	Keandalan penting dalam sistem darurat.
reluctant	enggan	Dia enggan untuk berbicara.
remainder	sisa	Sisanya disumbangkan untuk amal.
remains	sisa-sisa	Sisa-sisa itu diperiksa dengan cermat.
remedy	ganti rugi	Hukum memberikan ganti rugi.
reminder	pengingat	Email itu adalah pengingat yang berguna.
removal	penghapusan	Penghapusan hambatan membantu perdagangan.
render	membuat	Kesalahan itu membuat kontrak menjadi tidak sah.
renew	memperbarui	Segera perbarui paspor Anda.
renowned	terkenal	Dia terkenal karena penelitiannya.
rental	sewa	Harga sewa itu sudah termasuk asuransi.
replacement	pengganti	Suku cadang pengganti tiba hari ini.
reportedly	dilaporkan	Menteri tersebut dilaporkan mengundurkan diri kemarin.
representation	keterwakilan	Keterwakilan yang adil tetaplah penting.
reproduce	berkembang biak	Tanaman ini berkembang biak dengan cepat.
reproduction	reproduksi	Reproduksi digital meningkatkan akses.
republic	republik	Republik itu mengadakan pemilihan umum.
resemble	menyerupai	Kedua desain itu sangat menyerupai satu sama lain.
reside	tinggal	Mereka tinggal di dekat perbatasan.
residence	kediaman	Kediaman resminya dijaga.
residential	perumahan	Daerah itu sebagian besar adalah daerah perumahan.
residue	sisa	Pembersih itu meninggalkan sisa yang lengket.
resignation	pengunduran diri	Pengunduran dirinya mengejutkan dewan.
resistance	penolakan	Penolakan terhadap perubahan sangat kuat.
respective	masing-masing	Mereka kembali ke kantor masing-masing.
respectively	masing-masing	Skornya masing-masing adalah 80 dan 90.
restoration	pemugaran	Pemugaran bangunan itu memakan waktu bertahun-tahun.
restraint	penahanan diri	Polisi menunjukkan penahanan diri.
resume	dimulai kembali	Kelas dimulai kembali minggu depan.
retreat	mundur	Tentara mulai mundur.
retrieve	mengambil	Dia mengambil berkas itu.
revelation	pengungkapan	Pengungkapan itu merusak reputasinya.
revenge	balas dendam	Dia menginginkan balas dendam atas penghinaan itu.
reverse	membatalkan	Pengadilan membatalkan keputusan tersebut.
revival	kebangkitan	Kota ini melihat kebangkitan ekonomi.
revive	menghidupkan kembali	Festival itu membantu menghidupkan kembali tradisi lokal.
revolutionary	revolusioner	Penemuan itu revolusioner.
rhetoric	retorika	Retorikanya terdengar agresif.
rifle	senapan	Senapan itu disimpan dengan aman.
riot	kerusuhan	Kerusuhan itu berlangsung selama beberapa jam.
rip	merobek	Robek kertas itu dengan hati-hati.
ritual	ritual	Ritual itu menandai panen.
robust	kuat	Sistem itu kuat.
rock	mengguncang	Ledakan itu mengguncang desa.
rod	batang	Tirai itu tergantung di sebuah batang.
rotate	memutar	Putar pegangannya secara perlahan.
rotation	pergiliran	Pergiliran tanaman melindungi tanah.
ruling	putusan	Pengadilan mengeluarkan putusan.
rumour	rumor	Rumor itu menyebar dengan cepat.
sack	memecat	Dewan dapat memecat pelatih itu.
sacred	suci	Kuil itu suci.
sacrifice	pengorbanan	Orang tua sering berkorban.
saint	orang suci	Gereja itu menghormati orang suci setempat.
sake	demi	Dia tinggal demi wanita itu.
sanction	sanksi	Sanksi itu memengaruhi perdagangan internasional.
say	hak bersuara	Karyawan memiliki hak bersuara dalam penjadwalan.
scattered	tersebar	Kertas yang tersebar menutupi meja.
sceptical	skeptis	Dia tetap skeptis terhadap klaim tersebut.
scope	ruang lingkup	Ruang lingkup proyek itu meluas.
screw	sekrup	Kencangkan sekrup itu dengan hati-hati.
scrutiny	pengawasan	Kesepakatan itu menghadapi pengawasan publik.
seal	menyegel	Segel amplop itu sebelum mengirimnya.
secular	sekuler	Sekolah itu mengikuti kurikulum sekuler.
seemingly	tampaknya	Tugas itu tampaknya sederhana.
segment	segmen	Bagian terakhir lebih pendek.
seize	menyita	Polisi menyita dokumen tersebut.
seldom	jarang	Dia jarang bolos kelas.
selective	selektif	Program tersebut sangat selektif.
senator	senator	Senator itu mendukung RUU tersebut.
sensation	sensasi	Penemuan itu menimbulkan sensasi.
sensitivity	kepekaan	Masalah ini membutuhkan kepekaan.
sentiment	sentimen	Sentimen publik bergeser dengan cepat.
separation	perpisahan	Perpisahan itu sulit.
serial	seri	Nomor serinya hilang.
settlement	penyelesaian	Penyelesaian itu mengakhiri perselisihan.
set-up	penyiapan	Penyiapan memakan waktu sepanjang pagi.
sexuality	seksualitas	Kursus itu membahas identitas dan seksualitas.
shareholder	pemegang saham	Seorang pemegang saham mempertanyakan dewan tersebut.
shatter	menghancurkan	Berita itu menghancurkan kepercayaan dirinya.
shed	mengurangi	Perusahaan itu akan mengurangi lapangan kerja.
sheer	sangat / benar-benar	Ukurannya yang sangat besar mengejutkan semua orang.
shipping	pengiriman	Biaya pengiriman meningkat.
shoot	pemotretan	Pemotretan berakhir lebih awal.
shrink	menyusut	Kemeja itu mungkin menyusut.
shrug	mengangkat bahu	Dia sedikit mengangkat bahu.
sigh	menghela napas	Dia menghela napas lega.
simulate	menyimulasikan	Perangkat lunak itu dapat menyimulasikan lalu lintas.
simulation	simulasi	Simulasi itu memprediksi banjir.
simultaneously	secara bersamaan	Dua alarm berbunyi secara bersamaan.
sin	dosa	Kesombongan dianggap sebagai dosa.
situated	terletak	Hotel itu terletak di pusat kota.
sketch	sketsa	Dia membuat sketsa cepat.
skip	melewatkan	Jangan melewatkan sarapan.
slam	membanting	Dia bisa membanting pintu.
slap	menampar	Jangan memukul meja.
slavery	perbudakan	Perbudakan membentuk sejarah wilayah tersebut.
slot	slot waktu	Pesan slot waktu secara online.
smash	pecah	Gelas itu pecah di lantai.
snap	patah	Dahan itu patah tertiup angin.
soak	merendam	Rendam kacang semalaman.
soar	melonjak	Harga bahan bakar mungkin melonjak.
socialist	sosialis	Partai tersebut mendukung kebijakan sosialis.
sole	satu-satunya	Dia adalah satu-satunya yang selamat.
solely	semata-mata	Keputusan itu semata-mata miliknya.
solicitor	pengacara	Pengacara itu menyiapkan kontrak.
solidarity	solidaritas	Para pekerja menyatakan solidaritas.
solo	solo	Dia merilis album solo.
sound	masuk akal	Rencananya masuk akal dan praktis.
sovereignty	kedaulatan	Perjanjian tersebut melindungi kedaulatan nasional.
spam	spam	Spam memenuhi kotak masuk.
span	membentang	Jembatan itu membentang di atas sungai.
spark	memicu	Sebuah komentar kecil memicu perdebatan.
specialized	khusus	Klinik tersebut menyediakan perawatan khusus.
specification	spesifikasi	Desainnya memenuhi setiap spesifikasi.
specimen	spesimen	Spesimen itu disimpan dengan aman.
spectacle	tontonan	Parade itu adalah tontonan yang hidup.
spectrum	spektrum	Pendapat mencakup spektrum yang luas.
spell	masa	Masa kemarau berlangsung berminggu-minggu.
sphere	bidang	Politik memasuki bidang budaya.
spin	berputar	Roda mulai berputar.
spine	tulang belakang	Cedera itu memengaruhi tulang belakangnya.
spotlight	sorotan	Skandal itu menempatkannya di bawah sorotan.
spouse	pasangan	Pasangannya menghadiri upacara tersebut.
spy	mata-mata	Mata-mata itu mengirim pesan rahasia.
squad	regu	Regu penyelamat tiba dengan cepat.
squeeze	menekan	Tekan gagangnya dengan lembut.
stab	tusukan	Laporan itu menggambarkan luka tusuk.
stability	stabilitas	Kebijakan tersebut membawa stabilitas.
stabilize	menstabilkan	Obat itu membantunya stabil.
stake	saham	Investor memiliki saham di sini.
standing	kedudukan	Kedudukannya di partai meningkat.
stark	mencolok	Hasilnya menunjukkan kontras yang mencolok.
statistical	statistik	Penelitian itu menggunakan metode statistik.
steer	mengarahkan	Dia mencoba mengarahkan perdebatan.
stem	batang	Batangnya patah saat badai.
stereotype	stereotip	Film tersebut menantang stereotip.
stimulus	stimulus	Paket tersebut memberikan stimulus ekonomi.
stir	mengaduk	Aduk sausnya perlahan.
storage	penyimpanan	Fasilitas ini menawarkan penyimpanan yang aman.
straightforward	lugas	Instruksinya sangat lugas.
strain	ketegangan	Penundaan yang lama menyebabkan ketegangan.
strand	helai	Sehelai rambut jatuh.
strategic	strategis	Perusahaan melakukan investasi strategis.
strip (long narrow piece)	lajur	Potong kertas menjadi lajur sempit.
strip (remove clothes/a layer)	mengelupas	Kelupas cat lamanya dengan hati-hati.
strive	berjuang	Mereka berjuang untuk kesempurnaan.
structural	struktural	Jembatan tersebut mengalami kerusakan struktural.
stumble	tersandung	Dia tersandung di tangga.
stun	mengejutkan	Berita itu bisa mengejutkan orang.
submission	penyerahan	Batas waktu penyerahan telah berlalu.
subscriber	pelanggan	Setiap pelanggan menerima pembaruan.
subscription	langganan	Langganan tersebut diperbarui secara otomatis.
subsidy	subsidi	Subsidi itu menurunkan biaya bahan bakar.
substantial	substansial	Proyek tersebut membutuhkan pendanaan yang besar.
substantially	secara substansial	Harganya meningkat tajam.
substitute	pengganti	Gunakan susu sebagai pengganti.
substitution	penggantian	Penggantian itu mengubah resepnya.
subtle	halus	Lukisan itu memiliki detail yang halus.
suburban	pinggiran kota	Mereka pindah ke daerah pinggiran kota.
succession	rentetan	Krisis itu mengikuti rentetan kegagalan.
successive	berturut-turut	Pemerintahan berturut-turut mengabaikan masalah ini.
successor	penerus	Penerusnya akan mulai bekerja hari Senin.
suck	menyedot	Mesin tersebut dapat menyedot debu.
sue	menuntut	Dia memutuskan untuk menuntut perusahaan tersebut.
suicide	bunuh diri	Pencegahan bunuh diri membutuhkan pendanaan yang berkelanjutan.
suite	kamar suite	Kamar suite hotel itu menghadap ke sungai.
summit	pertemuan puncak	Para pemimpin bertemu di pertemuan puncak.
superb	luar biasa	Pertunjukannya sangat luar biasa.
superior	lebih unggul	Model barunya lebih unggul.
supervise	mengawasi	Dia akan mengawasi para peserta pelatihan.
supervision	pengawasan	Anak-anak membutuhkan pengawasan orang dewasa.
supervisor	pengawas	Tanyakan kepada pengawas Anda terlebih dahulu.
supplement	tambahan	Laporan tersebut menyertakan sebuah tambahan.
supportive	suportif	Keluarganya sangat suportif.
supposedly	kabarnya	File tersebut kabarnya sudah dihapus.
suppress	menekan	Rezim tersebut berusaha menekan protes.
supreme	tertinggi	Mahkamah agung menyidangkan kasus tersebut.
surge	lonjakan	Lonjakan tiba-tiba merusak peralatan.
surgical	bedah	Pasien tersebut membutuhkan perawatan bedah.
surplus	surplus	Gudang tersebut memiliki kelebihan stok.
surrender	menyerah	Para tentara setuju untuk menyerah.
surveillance	pengawasan	Kamera pengawas merekam pintu masuk.
suspension	penangguhan	Penangguhan itu berlangsung dua minggu.
suspicion	kecurigaan	Perilakunya menimbulkan kecurigaan.
suspicious	mencurigakan	Paket itu terlihat mencurigakan.
sustain	mempertahankan	Proyek tersebut dapat mempertahankan lapangan kerja lokal.
swing	berayun	Pintunya mulai berayun.
sword	pedang	Pedang itu tergantung di dinding.
symbolic	simbolis	Gestur itu bersifat simbolis.
syndrome	sindrom	Sindrom itu memengaruhi daya ingat.
synthesis	sintesis	Bab ini menawarkan sebuah sintesis.
systematic	sistematis	Tinjauan itu dilakukan secara sistematis.
tactic	taktik	Taktik itu gagal dengan cepat.
tactical	taktis	Tim melakukan perubahan taktis.
taxpayer	pembayar pajak	Uang pembayar pajak mendanai jembatan itu.
tempt	menggoda	Tawaran itu mungkin menggoda para investor.
tenant	penyewa	Penyewa itu membayar sewa lebih awal.
tender	lembut	Dia memberikan senyuman lembut.
tenure	masa jabatan	Masa jabatannya berlangsung selama enam tahun.
terminal	stadium akhir	Pasien itu menderita penyakit stadium akhir.
terminate	mengakhiri	Perusahaan itu mungkin mengakhiri kontrak.
terrain	medan	Medannya sulit.
terrific	hebat	Pemandangannya sangat hebat.
testify	bersaksi	Dia setuju untuk bersaksi.
testimony	kesaksian	Kesaksiannya sangat mendetail.
texture	tekstur	Kain tersebut memiliki tekstur yang kasar.
thankfully	syukurlah	Syukurlah, tidak ada yang terluka.
theatrical	teatrikal	Pidato itu terdengar teatrikal.
theology	teologi	Dia belajar teologi di universitas.
theoretical	teoretis	Model tersebut murni teoretis.
thereafter	setelah itu	Setelah itu, peraturannya berubah.
thereby	dengan demikian	Perubahan tersebut menekan biaya, dengan demikian menyelamatkan pekerjaan.
thoughtful	penuh pertimbangan	Tanggapannya penuh pertimbangan.
thought-provoking	menggugah pikiran	Artikel itu sangat menggugah pikiran.
thread	benang	Benangnya mudah putus.
threshold	ambang batas	Suara itu melewati ambang batas.
thrilled	sangat senang	Dia sangat senang dengan berita itu.
thrive	berkembang pesat	Bisnis kecil dapat berkembang pesat di sini.
tide	pasang	Air pasang naik dengan cepat.
tighten	mengencangkan	Kencangkan tutupnya dengan kuat.
timber	kayu	Rumah itu menggunakan kayu lokal.
timely	tepat waktu	Peringatan itu tepat waktu.
tobacco	tembakau	Penjualan tembakau menurun.
tolerance	toleransi	Kebijakan tersebut mendorong toleransi.
tolerate	menoleransi	Kita tidak bisa menoleransi kekerasan.
toll	korban	Badai itu memakan banyak korban.
top	melampaui	Penjualan mungkin melampaui rekor tahun lalu.
torture	penyiksaan	Perjanjian tersebut melarang penyiksaan secara mutlak.
