part_of_speech	source_lemma	display_ES	display_ES_419	article_ES	article_ES_419	gender	number_policy	verb_infinitive	verb_group	meaning_note	semantic_scene	topic_domain	example_ES	example_ES_419
noun	letra	letra	letra	la	la	feminine	singular_default	not_applicable	not_applicable	An alphabet character used in spelling	learning_help_word	ordinary_reuse_part006_learning_help_words	La letra está en la tarjeta.	La letra está en la tarjeta.
noun	lista	lista	lista	la	la	feminine	singular_default	not_applicable	not_applicable	A written list of learning items	learning_help_word	ordinary_reuse_part006_learning_help_words	La lista tiene cinco palabras.	La lista tiene cinco palabras.
noun	línea	línea	línea	la	la	feminine	singular_default	not_applicable	not_applicable	A long narrow mark or stroke	visual_mark_noun	ordinary_reuse_part006_colors_shapes	La línea es recta.	La línea es recta.
noun	nivel	nivel	nivel	el	el	masculine	singular_default	not_applicable	not_applicable	A learner difficulty or progress level	learning_help_word	ordinary_reuse_part006_learning_help_words	El nivel es fácil.	El nivel es fácil.
noun	pista	pista	pista	la	la	feminine	singular_default	not_applicable	not_applicable	A small clue for an exercise answer	learning_help_word	ordinary_reuse_part006_learning_help_words	La pista está bajo la pregunta.	La pista está bajo la pregunta.
noun	punto	punto	punto	el	el	masculine	singular_default	not_applicable	not_applicable	A small round mark	visual_mark_noun	ordinary_reuse_part006_colors_shapes	El punto está en el papel.	El punto está en el papel.
noun	rombo	rombo	rombo	el	el	masculine	singular_default	not_applicable	not_applicable	A diamond shape, not the gemstone	shape_noun	ordinary_reuse_part006_colors_shapes	El rombo es azul.	El rombo es azul.
noun	texto	texto	texto	el	el	masculine	singular_default	not_applicable	not_applicable	Written text shown in a learning exercise	learning_help_word	ordinary_reuse_part006_learning_help_words	El texto está bajo la imagen.	El texto está bajo la imagen.
noun	total	total	total	el	el	masculine	singular_default	not_applicable	not_applicable	Noun for the whole amount after counting	counting_word	ordinary_reuse_part006_numbers_counting	El total es seis.	El total es seis.
noun	óvalo	óvalo	óvalo	el	el	masculine	singular_default	not_applicable	not_applicable	A rounded egg-like two-dimensional shape	shape_noun	ordinary_reuse_part006_colors_shapes	El óvalo está en la etiqueta.	El óvalo está en la etiqueta.
noun	batido	batido	licuado	el	el	masculine	singular_default	not_applicable	not_applicable	A thick fruit drink	beverage_thick_drink_noun	ordinary_reuse_part006_beverages	El batido está en el vaso.	El licuado está en el vaso.
noun	beicon	beicon	tocino	el	el	masculine	singular_default	not_applicable	not_applicable	Thin salted pork slices	protein_food	ordinary_reuse_part006_protein_dairy	El beicon está junto a los huevos.	El tocino está junto a los huevos.
noun	espuma	espuma	espuma	la	la	feminine	singular_default	not_applicable	not_applicable	Bubbles or froth on top of a drink	cafe_drink_topping	ordinary_reuse_part006_restaurant	La espuma está sobre la bebida.	La espuma está en la bebida.
noun	fideos	fideos	fideos	los	los	masculine	plural_default	not_applicable	not_applicable	Long thin strips of dough eaten as food	staple_food	ordinary_reuse_part006_core_food	Los fideos llenan el cuenco.	Los fideos llenan el tazón.
noun	frappé	frappé	frappé	el	el	masculine	singular_default	not_applicable	not_applicable	A cold foamy coffee drink	beverage	ordinary_reuse_part006_beverages	El frappé está en la taza.	El frappé está en la taza.
noun	mañana	mañana	mañana	la	la	feminine	singular_default	not_applicable	not_applicable	The early part of the day	time_calendar_word	ordinary_reuse_part006_time_days	La mañana es tranquila.	La mañana está tranquila.
noun	nachos	nachos	nachos	los	los	masculine	plural_default	not_applicable	not_applicable	Tortilla chips served with toppings	fast_food_snack	ordinary_reuse_part006_fast_food	Los nachos están en la cesta.	Los nachos están en la canasta.
noun	opción	opción	opción	la	la	feminine	singular_default	not_applicable	not_applicable	One answer option in an exercise	learning_help_word	ordinary_reuse_part006_learning_help_words	La opción está bajo la imagen.	La opción está bajo la imagen.
noun	patrón	patrón	patrón	el	el	masculine	singular_default	not_applicable	not_applicable	A repeated visual design	visual_pattern_noun	ordinary_reuse_part006_colors_shapes	El patrón es simple.	El patrón es simple.
noun	repaso	repaso	repaso	el	el	masculine	singular_default	not_applicable	not_applicable	A study review of learned material	learning_help_word	ordinary_reuse_part006_learning_help_words	El repaso tiene diez palabras.	El repaso tiene diez palabras.
noun	sirope	sirope	jarabe	el	el	masculine	singular_default	not_applicable	not_applicable	A sweet flavored liquid added to drinks	cafe_drink_add_in	ordinary_reuse_part006_restaurant	El sirope está al lado de la taza.	El jarabe está al lado de la taza.
noun	tiempo	tiempo	tiempo	el	el	masculine	singular_default	not_applicable	not_applicable	General concept of time in a simple everyday context	time_calendar_word	ordinary_reuse_part006_time_days	El tiempo aparece en la pantalla.	El tiempo aparece en la pantalla.
noun	burrito	burrito	burrito	el	el	masculine	singular_default	not_applicable	not_applicable	A rolled tortilla with filling	fast_food_main_item	ordinary_reuse_part006_fast_food	El burrito está en el envoltorio.	El burrito está en el envoltorio.
noun	cortado	cortado	cortado	el	el	masculine	singular_default	not_applicable	not_applicable	Espresso with a little warm milk	beverage	ordinary_reuse_part006_beverages	El cortado está en el vaso.	El cortado está en el vaso.
noun	círculo	círculo	círculo	el	el	masculine	singular_default	not_applicable	not_applicable	A round two-dimensional shape	shape_noun	ordinary_reuse_part006_colors_shapes	El círculo está en la tarjeta.	El círculo está en la tarjeta.
noun	granada	granada	granada	la	la	feminine	singular_default	not_applicable	not_applicable	A round fruit with many red seeds	fruit_food	ordinary_reuse_part006_produce	La granada está en la mesa.	La granada está en la mesa.
noun	oración	oración	oración	la	la	feminine	singular_default	not_applicable	not_applicable	A complete sentence used as a learning example	learning_help_word	ordinary_reuse_part006_learning_help_words	La oración está en la página.	La oración está en la página.
noun	porción	porción	porción	la	la	feminine	singular_default	not_applicable	not_applicable	An amount of food for one serving	food_portion_noun	ordinary_reuse_part006_meals_taste	La porción está en el plato.	La porción está en el plato.
noun	quiosco	quiosco	quiosco	el	el	masculine	singular_default	not_applicable	not_applicable	A screen or small station used for ordering	order_flow	ordinary_reuse_part006_fast_food	El quiosco está cerca de la puerta.	El quiosco está cerca de la puerta.
noun	relleno	relleno	relleno	el	el	masculine	singular_default	not_applicable	not_applicable	More of a drink after the first serving	service_option	ordinary_reuse_part006_fast_food	El relleno está en la taza.	El relleno está en la taza.
noun	segundo	segundo	segundo	el	el	masculine	singular_default	not_applicable	not_applicable	A time unit, not the ordinal number	time_calendar_word	ordinary_reuse_part006_time_days	Espera un segundo aquí.	Espera un segundo aquí.
noun	arándano	arándano	arándano	el	el	masculine	singular_default	not_applicable	not_applicable	A small blue fruit	fruit_food	ordinary_reuse_part006_produce	El arándano está en el bol.	El arándano está en el tazón.
noun	cuadrado	cuadrado	cuadrado	el	el	masculine	singular_default	not_applicable	not_applicable	A four-sided shape with equal sides	shape_noun	ordinary_reuse_part006_colors_shapes	El cuadrado está en el tablero.	El cuadrado está en la pizarra.
noun	jalapeño	jalapeño	jalapeño	el	el	masculine	singular_default	not_applicable	not_applicable	A spicy green chili pepper used as a topping	food_topping	ordinary_reuse_part006_fast_food	El jalapeño está sobre los nachos.	El jalapeño está sobre los nachos.
noun	personas	personas	personas	las	las	feminine	plural_default	not_applicable	not_applicable	More than one person; plural people as human beings	people_noun	ordinary_reuse_part006_pronouns_people	Las personas esperan cerca del autobús.	Las personas esperan cerca del autobús.
noun	práctica	práctica	práctica	la	la	feminine	singular_default	not_applicable	not_applicable	Study repetition or training work	learning_help_word	ordinary_reuse_part006_learning_help_words	La práctica empieza después de la lección.	La práctica empieza después de la lección.
noun	recogida	recogida	recogida	la	la	feminine	singular_default	not_applicable	not_applicable	Collecting an order from a restaurant	service_option	ordinary_reuse_part006_fast_food	La recogida es en el mostrador.	La recogida es en el mostrador.
noun	aceitunas	aceitunas	aceitunas	las	las	feminine	plural_default	not_applicable	not_applicable	Small fruits used as a topping	food_topping	ordinary_reuse_part006_fast_food	Las aceitunas están sobre la porción de pizza.	Las aceitunas están sobre la rebanada de pizza.
noun	alimentos	alimentos	alimentos	los	los	masculine	plural_default	not_applicable	not_applicable	Things that people eat	food_general	ordinary_reuse_part006_core_food	Los alimentos están listos en la bandeja.	Los alimentos están listos en la bandeja.
noun	capuchino	capuchino	capuchino	el	el	masculine	singular_default	not_applicable	not_applicable	Coffee with milk foam	beverage	ordinary_reuse_part006_beverages	El capuchino tiene espuma.	El capuchino tiene espuma.
noun	cobertura	cobertura	cobertura	la	la	feminine	singular_default	not_applicable	not_applicable	An extra food added on top	food_topping	ordinary_reuse_part006_fast_food	La cobertura está sobre la hamburguesa.	La cobertura está sobre la hamburguesa.
noun	costillas	costillas	costillas	las	las	feminine	plural_default	not_applicable	not_applicable	Meat on rib bones	protein_food	ordinary_reuse_part006_protein_dairy	Las costillas están en el plato.	Las costillas están en el plato.
noun	gramática	gramática	gramática	la	la	feminine	singular_default	not_applicable	not_applicable	Basic language structure for learners	learning_help_word	ordinary_reuse_part006_learning_help_words	La nota de gramática es corta.	La nota de gramática es corta.
noun	granizado	granizado	granizado	el	el	masculine	singular_default	not_applicable	not_applicable	A sweet icy drink often sold with fast food	fast_food_drink	ordinary_reuse_part006_fast_food	El granizado está en la taza.	El granizado está en la taza.
noun	guacamole	guacamole	guacamole	el	el	masculine	singular_default	not_applicable	not_applicable	A dip made from avocado	dressing_dip	ordinary_reuse_part006_fast_food	El guacamole está en el cuenco.	El guacamole está en el tazón.
noun	macchiato	macchiato	macchiato	el	el	masculine	singular_default	not_applicable	not_applicable	Espresso with a little milk foam	beverage	ordinary_reuse_part006_beverages	El macchiato está en la bandeja.	El macchiato está en la bandeja.
noun	mandarina	mandarina	mandarina	la	la	feminine	singular_default	not_applicable	not_applicable	A small orange citrus fruit	fruit_food	ordinary_reuse_part006_produce	La mandarina está en el plato.	La mandarina está en el plato.
noun	mostrador	mostrador	mostrador	el	el	masculine	singular_default	not_applicable	not_applicable	A service counter in a fast-food or takeaway place	service_place	ordinary_reuse_part006_fast_food	El pedido está en el mostrador.	El pedido está en el mostrador.
noun	nectarina	nectarina	nectarina	la	la	feminine	singular_default	not_applicable	not_applicable	A smooth-skinned fruit like a peach	fruit_food	ordinary_reuse_part006_produce	La nectarina está en el plato.	La nectarina está en el plato.
noun	pepinillo	pepinillo	pepinillo	el	el	masculine	singular_default	not_applicable	not_applicable	A pickled cucumber slice or piece used as a topping	food_topping	ordinary_reuse_part006_fast_food	El pepinillo está sobre la hamburguesa.	El pepinillo está sobre la hamburguesa.
noun	ristretto	ristretto	ristretto	el	el	masculine	singular_default	not_applicable	not_applicable	A very short strong espresso	beverage	ordinary_reuse_part006_beverages	El ristretto está en la taza pequeña.	El ristretto está en la taza pequeña.
noun	tentempié	tentempié	refrigerio	el	el	masculine	singular_default	not_applicable	not_applicable	A small amount of food eaten between meals	food_general	ordinary_reuse_part006_core_food	El tentempié está en la bolsa.	El refrigerio está en la bolsa.
noun	triángulo	triángulo	triángulo	el	el	masculine	singular_default	not_applicable	not_applicable	A three-sided shape	shape_noun	ordinary_reuse_part006_colors_shapes	El triángulo está en la página.	El triángulo está en la página.
noun	condimento	condimento	condimento	el	el	masculine	singular_default	not_applicable	not_applicable	A sauce or seasoning added to food	sauce_condiment	ordinary_reuse_part006_fast_food	El condimento está en la bandeja.	El condimento está en la charola.
noun	envoltorio	envoltorio	envoltorio	el	el	masculine	singular_default	not_applicable	not_applicable	Paper or plastic around takeaway food	takeaway_packaging	ordinary_reuse_part006_fast_food	El envoltorio está alrededor del sándwich.	El envoltorio está alrededor del sándwich.
noun	guarnición	guarnición	guarnición	la	la	feminine	singular_default	not_applicable	not_applicable	A smaller food served with the main course	meal_course_noun	ordinary_reuse_part006_meals_taste	La guarnición está en el bol.	La guarnición está en el tazón.
noun	ortografía	ortografía	ortografía	la	la	feminine	singular_default	not_applicable	not_applicable	The letters used to write a word correctly	learning_help_word	ordinary_reuse_part006_learning_help_words	La ortografía es correcta.	La ortografía es correcta.
noun	portavasos	portavasos	portavasos	el	el	masculine	singular_default	not_applicable	not_applicable	A holder for one or more takeaway cups	cafe_takeaway_accessory	ordinary_reuse_part006_restaurant	El portavasos está en el mostrador.	El portavasos está en el mostrador.
noun	rectángulo	rectángulo	rectángulo	el	el	masculine	singular_default	not_applicable	not_applicable	A four-sided shape with longer and shorter sides	shape_noun	ordinary_reuse_part006_colors_shapes	El rectángulo está en el letrero.	El rectángulo está en el letrero.
noun	traducción	traducción	traducción	la	la	feminine	singular_default	not_applicable	not_applicable	A translated version of a word or example	learning_help_word	ordinary_reuse_part006_learning_help_words	La traducción está bajo la palabra.	La traducción está bajo la palabra.
noun	albaricoque	albaricoque	albaricoque	el	el	masculine	singular_default	not_applicable	not_applicable	A small orange fruit with a stone	fruit_food	ordinary_reuse_part006_produce	El albaricoque está en el plato.	El albaricoque está en el plato.
noun	edulcorante	edulcorante	edulcorante	el	el	masculine	singular_default	not_applicable	not_applicable	A sugar substitute or sweet add-in	cafe_drink_add_in	ordinary_reuse_part006_restaurant	El edulcorante está al lado de la taza.	El edulcorante está al lado de la taza.
noun	significado	significado	significado	el	el	masculine	singular_default	not_applicable	not_applicable	The definition or sense of a word	learning_help_word	ordinary_reuse_part006_learning_help_words	El significado está bajo la palabra.	El significado está bajo la palabra.
noun	autoservicio	autoservicio	autoservicio	el	el	masculine	singular_default	not_applicable	not_applicable	A service style where customers serve themselves	service_option	ordinary_reuse_part006_fast_food	La zona de autoservicio está abierta.	El área de autoservicio está abierta.
noun	cuestionario	cuestionario	cuestionario	el	el	masculine	singular_default	not_applicable	not_applicable	A short learning check with questions	learning_help_word	ordinary_reuse_part006_learning_help_words	El cuestionario empieza ahora.	El cuestionario empieza ahora.
noun	pronunciación	pronunciación	pronunciación	la	la	feminine	singular_default	not_applicable	not_applicable	How a word is said aloud	learning_help_word	ordinary_reuse_part006_learning_help_words	La pronunciación es clara.	La pronunciación es clara.
noun	acompañamiento	acompañamiento	acompañamiento	el	el	masculine	singular_default	not_applicable	not_applicable	A small food item ordered with a main fast-food item	fast_food_side	ordinary_reuse_part006_fast_food	El acompañamiento está en la bolsa.	El acompañamiento está en la bolsa.
verb	dar	dar	dar	not_applicable	not_applicable	not_applicable	not_applicable	dar	-ar	Verb meaning hand or transfer something to another person	basic_verb	ordinary_reuse_part006_basic_verbs	Ella me da un bolígrafo.	Ella me da un bolígrafo.
verb	obtener	obtener	obtener	not_applicable	not_applicable	not_applicable	not_applicable	obtener	-er	Everyday verb meaning receive or obtain a concrete item; not become or understand	basic_verb	ordinary_reuse_part006_basic_verbs	Ella toma una taza.	Ella toma una taza.
verb	contestar	contestar	contestar	not_applicable	not_applicable	not_applicable	not_applicable	contestar	-ar	Verb meaning respond to a call or question	basic_verb	ordinary_reuse_part006_basic_verbs	Ella contesta el teléfono.	Ella contesta el teléfono.
adjective	rosa	rosa	rosado	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	The basic color pink	color_adjective	ordinary_reuse_part006_colors_shapes	La caja es rosa.	La caja es rosada.
adjective	soso	soso	desabrido	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Having little or weak taste	taste_adjective	ordinary_reuse_part006_meals_taste	La sopa sabe sosa.	La sopa sabe desabrida.
adjective	curvo	curvo	curvo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Bent or rounded rather than straight	shape_adjective	ordinary_reuse_part006_colors_shapes	La carretera es curva.	La carretera es curva.
adjective	plano	plano	plano	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Having a level even surface, not an apartment or tire condition	shape_adjective	ordinary_reuse_part006_colors_shapes	La tapa es plana.	La tapa es plana.
adjective	recto	recto	recto	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Not curved; forming a direct line	shape_adjective	ordinary_reuse_part006_colors_shapes	La línea es recta.	La línea es recta.
adjective	dorado	dorado	dorado	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Gold as a color word, not the metal as a material	color_adjective	ordinary_reuse_part006_colors_shapes	La estrella es dorada.	La estrella es dorada.
adjective	jugoso	jugoso	jugoso	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Full of juice as food	food_texture_adjective	ordinary_reuse_part006_meals_taste	El mango está jugoso.	El mango está jugoso.
adjective	marrón	marrón	café	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	The basic color brown	color_adjective	ordinary_reuse_part006_colors_shapes	La silla es marrón.	La silla es café.
adjective	morado	morado	morado	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	The basic color purple	color_adjective	ordinary_reuse_part006_colors_shapes	La flor es morada.	La flor es morada.
adjective	cremoso	cremoso	cremoso	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Smooth and like cream in texture	food_texture_adjective	ordinary_reuse_part006_meals_taste	La sopa está cremosa.	La sopa está cremosa.
adjective	naranja	naranja	naranja	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	The basic color orange, not the fruit	color_adjective	ordinary_reuse_part006_colors_shapes	La pelota es naranja.	La pelota es naranja.
adjective	primero	primero	primero	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Ordinal word for item number one in order	cardinal_number	ordinary_reuse_part006_numbers_counting	La primera caja está abierta.	La primera caja está abierta.
adjective	segundo	segundo	segundo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Ordinal word for item number two in order	cardinal_number	ordinary_reuse_part006_numbers_counting	La segunda puerta es azul.	La segunda puerta es azul.
adjective	colorido	colorido	colorido	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Having several bright colors	color_adjective	ordinary_reuse_part006_colors_shapes	La bufanda es colorida.	La bufanda es colorida.
adjective	crocante	crocante	crocante	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Pleasantly dry and crisp as food	food_texture_adjective	ordinary_reuse_part006_meals_taste	La tostada está crocante.	La tostada está crocante.
adjective	plateado	plateado	plateado	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	Silver as a color word, not the metal as a material	color_adjective	ordinary_reuse_part006_colors_shapes	La llave es plateada.	La llave es plateada.
