source_headword	KN	example_KN
budget	ಬಜೆಟ್	ಬಜೆಟ್ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.
bullet	ಗುಂಡು	ಗುಂಡು ಗೋಡೆಗೆ ಬಡಿಯಿತು.
bunch	ಗೊಂಚಲು	ಅವಳು ಕೀಗಳ ಗೊಂಚಲನ್ನು ಒಯ್ದಳು.
bush	ಪೊದೆ	ಒಂದು ಹಕ್ಕಿ ಪೊದೆಯಲ್ಲಿ ಅಡಗಿಕೊಂಡಿತು.
cable	ಕೇಬಲ್	ಕೇಬಲ್ ತುಂಡಾಗಿದೆ.
calculate	ಲೆಕ್ಕಹಾಕು	ಒಟ್ಟು ವೆಚ್ಚವನ್ನು ಲೆಕ್ಕಹಾಕಿ.
cancel	ರದ್ದುಮಾಡು	ಅವರು ಸಭೆಯನ್ನು ರದ್ದುಮಾಡಿದರು.
cancer	ಕ್ಯಾನ್ಸರ್	ಕ್ಯಾನ್ಸರ್ ಚಿಕಿತ್ಸೆಯು ಕಷ್ಟಕರವಾಗಿರಬಹುದು.
capable	ಸಮರ್ಥ	ಅವಳು ಇನ್ನೂ ಹೆಚ್ಚಿನದನ್ನು ಮಾಡಲು ಸಮರ್ಥಳಾಗಿದ್ದಾಳೆ.
capacity	ಸಾಮರ್ಥ್ಯ	ಸಭಾಂಗಣವು ತನ್ನ ಸಾಮರ್ಥ್ಯವನ್ನು ತಲುಪಿತು.
capture	ಸೆರೆಹಿಡಿ	ಈ ಫೋಟೋವು ಮನಸ್ಥಿತಿಯನ್ನು ಸೆರೆಹಿಡಿಯುತ್ತದೆ.
cast	ಪಾತ್ರವರ್ಗ	ಪಾತ್ರವರ್ಗ ಸಿದ್ಧವಾಗಿದೆ.
cell	ಜೀವಕೋಶ	ಪ್ರತಿಯೊಂದು ಜೀವಕೋಶವು ಡೇಟಾವನ್ನು ಹೊಂದಿರುತ್ತದೆ.
chairman	ಅಧ್ಯಕ್ಷ	ಅಧ್ಯಕ್ಷರು ಸಭೆಯನ್ನು ಪ್ರಾರಂಭಿಸಿದರು.
characteristic	ಲಕ್ಷಣ	ತಾಳ್ಮೆ ಅವಳ ಮುಖ್ಯ ಲಕ್ಷಣ.
chief	ಮುಖ್ಯ	ಮುಖ್ಯ ಎಂಜಿನಿಯರ್ ತಡವಾಗಿ ಬಂದರು.
circumstance	ಸನ್ನಿವೇಶ	ಪ್ರತಿಯೊಂದು ಸನ್ನಿವೇಶವನ್ನೂ ಎಚ್ಚರಿಕೆಯಿಂದ ಪರಿಗಣಿಸಿ.
cite	ಉಲ್ಲೇಖಿಸು	ದಯವಿಟ್ಟು ನಿಮ್ಮ ಮೂಲವನ್ನು ಉಲ್ಲೇಖಿಸಿ.
citizen	ನಾಗರಿಕ	ಪ್ರತಿಯೊಬ್ಬ ನಾಗರಿಕನೂ ಮತ ಚಲಾಯಿಸಬಹುದು.
civil	ಶಾಂತಿಯುತ	ಪ್ರತಿಭಟನೆಯು ಶಾಂತಿಯುತವಾಗಿತ್ತು.
classic	ಕ್ಲಾಸಿಕ್	ಈ ಚಲನಚಿತ್ರವು ಒಂದು ಕ್ಲಾಸಿಕ್ ಆಗಿದೆ.
closely	ಸೂಕ್ಷ್ಮವಾಗಿ	ಪ್ರಕ್ರಿಯೆಯನ್ನು ಸೂಕ್ಷ್ಮವಾಗಿ ಗಮನಿಸಿ.
collapse	ಕುಸಿದುಬೀಳು	ಹಳೆಯ ಸೇತುವೆ ಕುಸಿದುಬೀಳಬಹುದು.
combination	ಸಂಯೋಜನೆ	ಈ ಸಂಯೋಜನೆಯು ಚೆನ್ನಾಗಿ ಕೆಲಸ ಮಾಡಿತು.
comfort	ಸಾಂತ್ವನ	ಅವಳ ಮಾತುಗಳು ಸಾಂತ್ವನ ನೀಡಿದವು.
command	ಆಜ್ಞೆ	ಅಧಿಕಾರಿ ಆಜ್ಞೆ ನೀಡಿದರು.
commission	ಆಯೋಗ	ಆಯೋಗವು ಪ್ರಕರಣವನ್ನು ಪರಿಶೀಲಿಸಿತು.
commitment	ಬದ್ಧತೆ	ಕೆಲಸಕ್ಕೆ ಬದ್ಧತೆ ಬೇಕು.
committee	ಸಮಿತಿ	ಸಮಿತಿಯು ಪ್ರತಿ ವಾರ ಸಭೆ ಸೇರುತ್ತದೆ.
commonly	ಸಾಮಾನ್ಯವಾಗಿ	ಈ ಸಸ್ಯವನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಬೆಳೆಸಲಾಗುತ್ತದೆ.
complicated	ಸಂಕೀರ್ಣ	ಸೂಚನೆಗಳು ಸಂಕೀರ್ಣವಾಗಿವೆ.
component	ಘಟಕ	ಒಂದು ಘಟಕ ವಿಫಲವಾಗಿದೆ.
concentration	ಏಕಾಗ್ರತೆ	ಶಬ್ದವು ನನ್ನ ಏಕಾಗ್ರತೆಯನ್ನು ಕದಡುತ್ತದೆ.
concept	ಪರಿಕಲ್ಪನೆ	ಪರಿಕಲ್ಪನೆಯು ಸರಳವಾಗಿದೆ.
concern	ಕಾಳಜಿ	ಸುರಕ್ಷತೆಯು ನಮ್ಮ ಮುಖ್ಯ ಕಾಳಜಿಯಾಗಿದೆ.
concerned	ಕಳವಳಗೊಂಡ	ಪೋಷಕರು ತೀವ್ರವಾಗಿ ಕಳವಳಗೊಂಡಿದ್ದರು.
conduct	ನಡೆಸು	ಅವರು ಸ್ಥಳೀಯವಾಗಿ ಸಂಶೋಧನೆಯನ್ನು ನಡೆಸುತ್ತಾರೆ.
confidence	ಆತ್ಮವಿಶ್ವಾಸ	ಅಭ್ಯಾಸವು ಆತ್ಮವಿಶ್ವಾಸವನ್ನು ಬೆಳೆಸುತ್ತದೆ.
conflict	ಸಂಘರ್ಷ	ಸಂಘರ್ಷವು ವರ್ಷಗಳ ಕಾಲ ನಡೆಯಿತು.
confusing	ಗೊಂದಲಮಯ	ನಕ್ಷೆಯು ಗೊಂದಲಮಯವಾಗಿತ್ತು.
conscious	ಪ್ರಜ್ಞೆ	ಅವಳು ಪ್ರಜ್ಞೆಯಲ್ಲಿದ್ದಳು.
conservative	ಸಂಪ್ರದಾಯವಾದಿ	ಅವನ ವಿಚಾರಗಳು ಸಂಪ್ರದಾಯವಾದಿಯಾಗಿವೆ.
consideration	ಪರಿಗಣನೆ	ವೆಚ್ಚವು ಒಂದು ಪ್ರಮುಖ ಪರಿಗಣನೆಯಾಗಿದೆ.
consistent	ಸ್ಥಿರವಾದ	ಅವಳ ಫಲಿತಾಂಶಗಳು ಸ್ಥಿರವಾಗಿವೆ.
constant	ನಿರಂತರ	ನಿರಂತರ ಶಬ್ದವು ನಮ್ಮನ್ನು ಆಯಾಸಗೊಳಿಸಿತು.
constantly	ನಿರಂತರವಾಗಿ	ಅವನು ನಿರಂತರವಾಗಿ ತನ್ನ ಫೋನ್ ಪರಿಶೀಲಿಸುತ್ತಾನೆ.
construct	ನಿರ್ಮಿಸು	ಕಾರ್ಮಿಕರು ಹೊಸ ಸೇತುವೆಯನ್ನು ನಿರ್ಮಿಸಿದರು.
construction	ನಿರ್ಮಾಣ	ನಿರ್ಮಾಣವು ಮುಂದಿನ ತಿಂಗಳು ಪ್ರಾರಂಭವಾಗುತ್ತದೆ.
contemporary	ಸಮಕಾಲೀನ	ಗ್ಯಾಲರಿಯು ಸಮಕಾಲೀನ ಕಲೆಯನ್ನು ಪ್ರದರ್ಶಿಸುತ್ತದೆ.
contest	ಸ್ಪರ್ಧೆ	ಅವಳು ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದಳು.
contract	ಒಪ್ಪಂದ	ಒಪ್ಪಂದವನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಓದಿ.
contribute	ಕೊಡುಗೆ ನೀಡು	ಪ್ರತಿಯೊಬ್ಬರೂ ಕಲ್ಪನೆಗಳನ್ನು ನೀಡಬಹುದು.
contribution	ಕೊಡುಗೆ	ಅವಳ ಕೊಡುಗೆ ಮೌಲ್ಯಯುತವಾಗಿತ್ತು.
convert	ಪರಿವರ್ತಿಸು	ಅವರು ಗ್ಯಾರೇಜ್ ಅನ್ನು ಪರಿವರ್ತಿಸಿದರು.
convinced	ಮನವರಿಕೆಯಾಗಿದೆ	ಅವನು ಸುಳ್ಳು ಹೇಳಿದ್ದಾನೆ ಎಂದು ನನಗೆ ಮನವರಿಕೆಯಾಗಿದೆ.
core	ಪ್ರಮುಖ	ನಂಬಿಕೆಯೇ ಪ್ರಮುಖ ಸಮಸ್ಯೆಯಾಗಿದೆ.
corporate	ಕಾರ್ಪೊರೇಟ್	ಕಾರ್ಪೊರೇಟ್ ನಿಯಮಗಳು ಮತ್ತೆ ಬದಲಾಗಿವೆ.
council	ಮಂಡಳಿ	ಮಂಡಳಿಯು ಯೋಜನೆಯನ್ನು ಅನುಮೋದಿಸಿತು.
county	ಕೌಂಟಿ	ಕೌಂಟಿ ರಸ್ತೆಯನ್ನು ದುರಸ್ತಿ ಮಾಡಿದೆ.
courage	ಧೈರ್ಯ	ಅವಳು ನಿಜವಾದ ಧೈರ್ಯವನ್ನು ತೋರಿಸಿದಳು.
crash	ಅಪಘಾತ	ಅಪಘಾತವು ಸಂಚಾರವನ್ನು ತಡೆಯಿತು.
creation	ಸೃಷ್ಟಿ	ಸೃಷ್ಟಿಗೆ ಆರು ತಿಂಗಳು ಬೇಕಾಯಿತು.
creature	ಜೀವಿ	ಜೀವಿಯು ಮೌನವಾಗಿ ಚಲಿಸಿತು.
crew	ಸಿಬ್ಬಂದಿ	ಸಿಬ್ಬಂದಿ ಹಡಗನ್ನು ಸಿದ್ಧಪಡಿಸಿದರು.
crisis	ಬಿಕ್ಕಟ್ಟು	ಬಿಕ್ಕಟ್ಟು ಎಲ್ಲವನ್ನೂ ಬದಲಾಯಿಸಿತು.
criterion	ಮಾನದಂಡ	ಬೆಲೆ ಒಂದು ಮಾನದಂಡವಾಗಿದೆ.
critic	ವಿಮರ್ಶಕ	ವಿಮರ್ಶಕರು ನಾಟಕವನ್ನು ಹೊಗಳಿದರು.
critical	ಗಂಭೀರ	ಅವನ ಸ್ಥಿತಿ ಗಂಭೀರವಾಗಿದೆ.
criticism	ವಿಮರ್ಶೆ	ಅವಳು ವಿಮರ್ಶೆಯನ್ನು ಶಾಂತವಾಗಿ ಸ್ವೀಕರಿಸಿದಳು.
criticize	ಟೀಕಿಸು	ಪ್ರತಿ ತಪ್ಪನ್ನೂ ಟೀಕಿಸಬೇಡಿ.
crop	ಬೆಳೆ	ಈ ವರ್ಷ ಬೆಳೆ ವಿಫಲವಾಗಿದೆ.
crucial	ನಿರ್ಣಾಯಕ	ಇಲ್ಲಿ ಸಮಯವು ನಿರ್ಣಾಯಕವಾಗಿದೆ.
cure	ಪರಿಹಾರ	ವೈದ್ಯರು ಪರಿಹಾರವನ್ನು ಕಂಡುಕೊಂಡರು.
curve	ತಿರುವು	ರಸ್ತೆಯು ತಿರುವನ್ನು ಅನುಸರಿಸುತ್ತದೆ.
curved	ಬಾಗಿದ	ಗೋಡೆಯು ಸ್ವಲ್ಪ ಬಾಗಿದೆ.
debate	ಚರ್ಚೆ	ಚರ್ಚೆಯು ಗಂಟೆಗಳ ಕಾಲ ಮುಂದುವರೆಯಿತು.
debt	ಸಾಲ	ಅವನು ಸಾಲವನ್ನು ತೀರಿಸಿದನು.
decent	ಯೋಗ್ಯ	ಅವರು ಒಂದು ಯೋಗ್ಯವಾದ ಅಪಾರ್ಟ್ಮೆಂಟ್ ಅನ್ನು ಕಂಡುಕೊಂಡರು.
declare	ಘೋಷಿಸು	ಅವರು ಫಲಿತಾಂಶವನ್ನು ಘೋಷಿಸಿದರು.
decline	ಕುಸಿತ	ಮಾರಾಟವು ನಿರಂತರವಾಗಿ ಕುಸಿಯಿತು.
decoration	ಅಲಂಕಾರ	ಅಲಂಕಾರವು ದುಬಾರಿಯಾಗಿ ಕಾಣುತ್ತಿತ್ತು.
decrease	ಕಡಿಮೆ	ಬೆಲೆಗಳು ಶೀಘ್ರದಲ್ಲೇ ಕಡಿಮೆಯಾಗಬಹುದು.
deeply	ಆಳವಾಗಿ	ಅವಳು ನ್ಯಾಯದ ಬಗ್ಗೆ ಆಳವಾಗಿ ಕಾಳಜಿ ವಹಿಸುತ್ತಿದ್ದಳು.
defeat	ಸೋಲು	ಸೋಲು ತಂಡವನ್ನು ಆಘಾತಗೊಳಿಸಿತು.
defence	ರಕ್ಷಣೆ	ರಕ್ಷಣಾ ಪಡೆ ಪುರಾವೆಗಳನ್ನು ಪ್ರಶ್ನಿಸಿತು.
defend	ರಕ್ಷಿಸು	ಅವನು ತನ್ನನ್ನು ತಾನು ರಕ್ಷಿಸಿಕೊಳ್ಳಲು ಪ್ರಯತ್ನಿಸಿದನು.
delay	ವಿಳಂಬ ಮಾಡು	ಹವಾಮಾನ ವೈಪರೀತ್ಯದಿಂದಾಗಿ ವಿಳಂಬವಾಯಿತು.
deliberate	ಉದ್ದೇಶಪೂರ್ವಕ	ಅದು ಉದ್ದೇಶಪೂರ್ವಕ ಆಯ್ಕೆಯಾಗಿತ್ತು.
deliberately	ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ	ಅವಳು ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ ಎಚ್ಚರಿಕೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿದಳು.
delight	ಸಂತೋಷಪಡಿಸು	ಆ ಸುದ್ದಿಯು ಎಲ್ಲರನ್ನೂ ಸಂತೋಷಪಡಿಸಿತು.
delighted	ಸಂತೋಷಪಟ್ಟ	ಉಡುಗೊರೆಯನ್ನು ನೋಡಿ ನಾವು ಸಂತೋಷಪಟ್ಟೆವು.
delivery	ವಿತರಣೆ	ವಿತರಣೆ ಬೇಗನೆ ಬಂದಿತು.
demand	ಬೇಡಿಕೆ ಇಡು	ಕಾರ್ಮಿಕರು ಉತ್ತಮ ವೇತನಕ್ಕೆ ಬೇಡಿಕೆ ಇಡುತ್ತಾರೆ.
demonstrate	ಪ್ರದರ್ಶಿಸು	ಅವನು ಹೊಸ ಸಾಫ್ಟ್‌ವೇರ್ ಅನ್ನು ಪ್ರದರ್ಶಿಸಿದನು.
deny	ನಿರಾಕರಿಸು	ಅವಳು ಆರೋಪವನ್ನು ನಿರಾಕರಿಸಿದಳು.
depressed	ಖಿನ್ನತೆಗೊಳಗಾದ	ಸೋತ ನಂತರ ಅವನು ಖಿನ್ನತೆಗೆ ಒಳಗಾದನು.
depressing	ಖಿನ್ನತೆ ಉಂಟುಮಾಡುವ	ಚಲನಚಿತ್ರವು ಖಿನ್ನತೆ ಉಂಟುಮಾಡುವಂತಿತ್ತು.
depth	ಆಳ	ಕೊಳವು ಬಹಳ ಆಳವಾಗಿದೆ.
deserve	ಅರ್ಹನಾಗಿರು	ನೀವು ವಿರಾಮಕ್ಕೆ ಅರ್ಹರಾಗಿದ್ದೀರಿ.
desire	ಆಸೆ	ಅವಳು ಪ್ರಯಾಣ ಮಾಡುವ ಆಸೆಯನ್ನು ವ್ಯಕ್ತಪಡಿಸಿದಳು.
desperate	ಹತಾಶ	ಅವರು ಹತಾಶ ಕರೆ ಮಾಡಿದರು.
detailed	ವಿವರವಾದ	ಮಾರ್ಗದರ್ಶಿಯು ಬಹಳ ವಿವರವಾಗಿದೆ.
detect	ಪತ್ತೆಹಚ್ಚು	ನಾಯಿಗಳು ಹೊಗೆಯನ್ನು ಪತ್ತೆ ಹಚ್ಚಬಲ್ಲವು.
dig	ಅಗೆಯು	ಅವರು ಬೇಸಿಗೆಯಲ್ಲಿ ಬಾವಿಗಳನ್ನು ಅಗೆಯುತ್ತಾರೆ.
disc	ಡಿಸ್ಕ್	ಡಿಸ್ಕ್ ಗೀಚಲ್ಪಟ್ಟಿತ್ತು.
discipline	ಶಿಸ್ತು	ಶಿಸ್ತು ಕ್ರೀಡಾಪಟುಗಳು ಸುಧಾರಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.
dishonest	ಅಪ್ರಾಮಾಣಿಕ	ಅವನ ಉತ್ತರ ಅಪ್ರಾಮಾಣಿಕವಾಗಿ ತೋರಿತು.
dismiss	ವಜಾಗೊಳಿಸು	ವ್ಯವಸ್ಥಾಪಕರು ದೂರನ್ನು ವಜಾಗೊಳಿಸಿದರು.
display	ಪ್ರದರ್ಶಿಸು	ಪರದೆಯು ಅಂಕಗಳನ್ನು ಪ್ರದರ್ಶಿಸುತ್ತದೆ.
distribute	ವಿತರಿಸು	ಸ್ವಯಂಸೇವಕರು ಶುದ್ಧ ನೀರನ್ನು ವಿತರಿಸಿದರು.
distribution	ವಿತರಣೆ	ಸೂರ್ಯೋದಯದ ನಂತರ ವಿತರಣೆ ಪ್ರಾರಂಭವಾಯಿತು.
district	ಜಿಲ್ಲೆ	ಜಿಲ್ಲೆಯು ಮೇಯರ್ ಅನ್ನು ಆಯ್ಕೆ ಮಾಡಿತು.
division	ವಿಭಾಗ	ವಿಭಾಗವು ಕಾನೂನು ಪ್ರಕರಣಗಳನ್ನು ನಿಭಾಯಿಸುತ್ತದೆ.
domestic	ದೇಶೀಯ	ದೇಶೀಯ ವಿಮಾನಗಳು ಅಗ್ಗವಾಗಿವೆ.
dominate	ಪ್ರಾಬಲ್ಯ ಸಾಧಿಸು	ಒಂದು ಕಂಪನಿಯು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಪ್ರಾಬಲ್ಯ ಸಾಧಿಸಬಹುದು.
downwards	ಕೆಳಮುಖವಾಗಿ	ಮಾರ್ಗವು ಕೆಳಮುಖವಾಗಿ ಇಳಿಜಾರಾಗಿದೆ.
dozen	ಡಜನ್	ಅವಳು ಒಂದು ಡಜನ್ ಮೊಟ್ಟೆಗಳನ್ನು ಖರೀದಿಸಿದಳು.
