hsk_key	source_word	simplified	PT-BR	example_PT-BR	ES-419	example_ES-419
601:冬天	冬天	冬天	o inverno	Aqui faz muito frio no inverno.	el invierno	Aquí hace mucho frío en invierno.
602:懂得	懂得	懂得	saber; compreender	Ele sabe cuidar dos outros.	saber; entender	Él sabe cuidar a los demás.
604:动物园	动物园	动物园	o jardim zoológico	Vamos ao jardim zoológico este fim de semana.	el zoológico	Este fin de semana vamos al zoológico.
606:短裤	短裤	短裤	os calções	No verão uso muitas vezes calções.	los pantalones cortos	A menudo llevo pantalones cortos en verano.
611:而且	而且	而且	e além disso	Esta loja é barata e o serviço é bom.	además; y además	Esta tienda es barata y además tiene buen servicio.
613:耳机	耳机	耳机	os auscultadores; os auriculares	Os meus auscultadores estão em cima da mesa.	los auriculares	Mis auriculares están sobre la mesa.
620:方便面	方便面	方便面	as massas instantâneas	Às vezes como massas instantâneas.	los fideos instantáneos	A veces como fideos instantáneos.
623:房子	房子	房子	a casa; o apartamento	Este apartamento está muito limpo.	la casa; el apartamento	Este apartamento está muy limpio.
625:放假	放假	放假	ter férias; ter folga	Na próxima semana temos três dias de folga.	tener vacaciones; tener días libres	La semana que viene tenemos tres días libres.
627:放学	放学	放学	acabar as aulas; depois da escola	Depois das aulas vou à biblioteca.	terminar las clases	Después de clase voy a la biblioteca.
628:分开	分开	分开	separar	Por favor, separa estes livros.	separar	Por favor, separa estos libros.
629:风	风	风	o vento	Hoje está muito vento.	el viento	Hoy hace mucho viento.
630:封	封	封	classificador para cartas	Recebi uma carta.	clasificador para cartas	Recibí una carta.
631:夫妻	夫妻	夫妻	o casal	Este casal é muito simpático.	el matrimonio; la pareja	Esta pareja es muy amable.
632:服务	服务	服务	servir; o serviço	Este restaurante tem um serviço muito bom.	servir; el servicio	Este restaurante tiene muy buen servicio.
635:该1	该1	该	dever; ser altura de	Devemos ir agora.	deber; tocar	Ya debemos irnos.
638:感到	感到	感到	sentir	Sinto-me um pouco cansado.	sentir	Me siento un poco cansado.
643:刚刚	刚刚	刚刚	acabar de; agora mesmo	Ele acabou de sair da sala de aula.	acabar de; justo ahora	Él acaba de salir del aula.
644:高铁	高铁	高铁	o comboio de alta velocidade	Amanhã vou de comboio de alta velocidade para Pequim.	el tren de alta velocidad	Mañana tomo el tren de alta velocidad a Pekín.
649:工作日	工作日	工作日	o dia útil	Nos dias úteis levanto-me às sete da manhã.	el día laborable	Los días laborables me levanto a las siete de la mañana.
651:刮	刮	刮	soprar; raspar	Lá fora sopra um vento forte.	soplar; raspar	Fuera sopla un viento fuerte.
653:关机	关机	关机	desligar	Por favor, desliga o telemóvel durante a aula.	apagar; apagar el dispositivo	Por favor, apaga el teléfono durante la clase.
657:关注	关注	关注	prestar atenção a; seguir	Presto muita atenção aos estudos do meu filho.	prestar atención a; seguir	Presto mucha atención a los estudios de mi hijo.
659:过节	过节	过节	celebrar uma festa	Quando celebramos uma festa, a casa fica muito animada.	celebrar una fiesta	Durante las fiestas, la casa está muy animada.
661:海	海	海	o mar	Quero viajar para a beira-mar.	el mar	Quiero viajar a la costa.
663:好多	好多	好多	muitos; imensos	Na loja há muitos livros novos.	muchos; un montón	Hay muchos libros nuevos en la tienda.
664:好久	好久	好久	muito tempo	Há muito tempo que não nos vemos.	mucho tiempo	Hace mucho que no nos vemos.
667:河	河	河	o rio	Este rio é largo.	el río	Este río es ancho.
670:红绿灯	红绿灯	红绿灯	o semáforo	Olha para o semáforo ao atravessar a rua.	el semáforo	Mira el semáforo al cruzar la calle.
672:后年	后年	后年	o ano depois do próximo	Quero ir estudar para a China no ano depois do próximo.	el año después del próximo	Quiero ir a China a estudiar el año después del próximo.
673:后天	后天	后天	depois de amanhã	Depois de amanhã temos um exame.	pasado mañana	Pasado mañana tenemos un examen.
675:花园	花园	花园	o jardim	Há muitas flores no jardim.	el jardín	Hay muchas flores en el jardín.
676:画家	画家	画家	o pintor; o artista	Este pintor é muito famoso.	el pintor; el artista	Este pintor es muy famoso.
681:黄色	黄色	黄色	a cor amarela	Comprei uma peça de cima amarela.	el color amarillo	Compré una prenda superior amarilla.
685:或	或	或	ou	Podes ir de carro ou a pé.	o	Puedes ir en coche o a pie.
687:鸡	鸡	鸡	a galinha; o frango	A família da minha avó cria algumas galinhas.	el pollo; la gallina	La familia de mi abuela cría unas cuantas gallinas.
691:急	急	急	ansioso; urgente	Não fiques ansioso. O carro ainda não chegou.	ansioso; urgente	No te pongas ansioso. El coche aún no ha llegado.
692:记	记	记	lembrar; anotar	Por favor, anota o meu número de telefone.	recordar; anotar	Por favor, anota mi número de teléfono.
693:季	季	季	a estação	Há quatro estações num ano.	la estación	Hay cuatro estaciones en un año.
695:加	加	加	acrescentar	Por favor, acrescenta um pouco de água para mim.	añadir	Por favor, añádeme un poco de agua.
696:假期	假期	假期	as férias	Quero descansar durante as férias.	las vacaciones; el periodo de descanso	Quiero descansar durante las vacaciones.
700:检票	检票	检票	verificar bilhetes	Antes de entrar na estação é preciso verificar os bilhetes.	revisar billetes; controlar entradas	Hay que revisar los billetes antes de entrar en la estación.
707:街	街	街	a rua	Esta rua é muito movimentada.	la calle	Esta calle es muy animada.
714:姐妹	姐妹	姐妹	as irmãs	Elas são irmãs.	hermanas	Ellas son hermanas.
716:斤	斤	斤	jin; unidade de meio quilo	Comprei cerca de um quilo de maçãs.	jin; unidad de medio kilo	Compré aproximadamente un kilo de manzanas.
720:酒	酒	酒	o álcool; a bebida alcoólica	O pai não bebe álcool à noite.	el alcohol; el licor	Papá no bebe alcohol por la noche.
722:句	句	句	a frase; classificador de frases	Por favor, diz mais uma frase.	oración; clasificador de frases	Por favor, di una frase más.
725:卡	卡	卡	o cartão	O meu cartão está na mala.	la tarjeta	Mi tarjeta está en mi bolso.
726:开花	开花	开花	florescer	Na primavera todas as árvores florescem.	florecer	En primavera todos los árboles florecen.
727:开会	开会	开会	ter uma reunião	Tenho uma reunião às três da tarde.	tener una reunión	Tengo una reunión a las tres de la tarde.
728:开机	开机	开机	ligar; arrancar	O computador arranca muito devagar.	encender; arrancar	El ordenador arranca muy despacio.
730:看来	看来	看来	parece que; aparentemente	Parece que hoje vai chover.	parece que; al parecer	Parece que hoy va a llover.
731:可	可	可	mesmo; muito	Ele está mesmo contente.	muy; realmente	Él está realmente contento.
736:课本	课本	课本	o manual; o livro didático	Por favor, abre o manual.	el libro de texto	Por favor, abre el libro de texto.
738:课文	课文	课文	o texto da lição	Este texto não é difícil.	el texto de la lección	Este texto no es difícil.
746:老人	老人	老人	a pessoa idosa	Esta pessoa idosa precisa de ajuda.	la persona mayor	Esta persona mayor necesita ayuda.
751:练	练	练	praticar	Todos os dias pratico chinês.	practicar	Practico chino todos los días.
755:聊	聊	聊	conversar	Quero conversar contigo.	charlar	Quiero charlar contigo.
756:聊天儿	聊天儿	聊天儿	conversar; bater papo	À noite conversamos juntos.	charlar	Charlamos juntos por la noche.
760:留学生	留学生	留学生	o estudante internacional	Ele é um estudante internacional do Japão.	el estudiante internacional	Él es un estudiante internacional de Japón.
761:楼梯	楼梯	楼梯	as escadas	Por favor, sobe pelas escadas.	las escaleras	Por favor, sube por las escaleras.
762:路边	路边	路边	a berma; a beira da estrada	Ele estacionou o carro à beira da estrada.	el borde de la carretera	Él aparcó el coche al borde de la carretera.
763:路口	路口	路口	o cruzamento	Estou à tua espera no cruzamento.	el cruce	Te espero en el cruce.
765:马路	马路	马路	a estrada; a rua	Toma cuidado ao atravessar a estrada.	la carretera; la calle	Ten cuidado al cruzar la carretera.
770:面前	面前	面前	à frente de	O professor está em pé à frente dos alunos.	delante de	El profesor está de pie delante de los estudiantes.
772:名单	名单	名单	a lista de nomes	Por favor, escreve o teu nome na lista.	la lista de nombres	Por favor, escribe tu nombre en la lista.
773:名人	名人	名人	a pessoa famosa; a celebridade	Esta cidade tem muitas pessoas famosas.	la persona famosa; la celebridad	Esta ciudad tiene muchas personas famosas.
776:南方	南方	南方	o sul; a região sul	Os invernos no sul não são muito frios.	el sur; la región del sur	Los inviernos en el sur no son muy fríos.
778:难看	难看	难看	feio; desagradável de ver	Esta peça de roupa é um pouco feia.	feo; desagradable a la vista	Esta prenda es un poco fea.
780:男生	男生	男生	o aluno; o rapaz	Aquele rapaz está a jogar basquetebol.	el alumno; el chico	Ese chico está jugando al baloncesto.
781:难题	难题	难题	o problema difícil	Não consigo resolver este problema difícil.	el problema difícil	No puedo resolver este problema difícil.
782:难听	难听	难听	desagradável de ouvir	Este som é desagradável de ouvir.	desagradable de oír	Este sonido es desagradable de oír.
785:牛	牛	牛	a vaca; o boi	Esta vaca é muito grande.	la vaca; el buey	Esta vaca es muy grande.
788:女生	女生	女生	a aluna; a rapariga	Esta rapariga canta muito bem.	la alumna; la chica	Esta chica canta muy bien.
789:爬	爬	爬	subir; trepar	A criança está a subir as escadas.	subir; trepar	El niño está subiendo las escaleras.
790:怕	怕	怕	ter medo	Tenho medo do escuro.	tener miedo	Tengo miedo de la oscuridad.
791:拍照	拍照	拍照	tirar fotografias	Eles estão a tirar fotografias no parque.	tomar fotos; fotografiar	Ellos están tomando fotos en el parque.
801:起	起	起	levantar-se; erguer-se	Por favor, levanta-te um pouco mais cedo.	levantarse; elevarse	Por favor, levántate un poco más temprano.
803:汽车	汽车	汽车	o carro; o automóvel	Este carro é muito novo.	el coche; el automóvil	Este coche es muy nuevo.
804:铅笔	铅笔	铅笔	o lápis	Escrevo com um lápis.	el lápiz	Escribo con un lápiz.
805:前年	前年	前年	o ano anterior ao passado	Fui a Guangzhou no ano anterior ao passado.	el año anterior al pasado	Fui a Guangzhou el año anterior al pasado.
806:前天	前天	前天	anteontem	Vi-o anteontem.	anteayer	Lo vi anteayer.
809:请客	请客	请客	convidar; pagar	Hoje pago eu.	invitar; pagar la cuenta	Hoy invito yo.
810:秋天	秋天	秋天	o outono	O tempo no outono é agradável.	el otoño	El tiempo en otoño es agradable.
811:球场	球场	球场	o campo desportivo	Há muitos alunos no campo desportivo.	el campo deportivo; la cancha	Hay muchos estudiantes en el campo deportivo.
815:认得	认得	认得	reconhecer	Reconheço este professor.	reconocer	Reconozco a este profesor.
821:扫	扫	扫	varrer	Por favor, varre o chão até ficar limpo.	barrer	Por favor, barre el suelo hasta dejarlo limpio.
823:山	山	山	a montanha	Esta montanha é muito alta.	la montaña	Esta montaña es muy alta.
824:上衣	上衣	上衣	a peça de cima; o casaco	Esta peça de cima é nova.	la prenda superior; la chaqueta	Esta prenda superior es nueva.
826:身边	身边	身边	ao lado; à volta	Tenho muitos amigos à minha volta.	al lado; alrededor	Tengo muchos amigos a mi alrededor.
827:身高	身高	身高	a altura	A altura dele é um metro e oitenta.	la altura	Su altura es de un metro ochenta.
828:声	声	声	o som; classificador de sons	Ouvi o telefone tocar uma vez.	el sonido; clasificador para sonidos	Oí sonar el teléfono una vez.
832:市	市	市	a cidade; o município	Ele vive no município de Pequim.	la ciudad; el municipio	Él vive en el municipio de Pekín.
834:室	室	室	a sala; o quarto	O professor está no escritório.	la habitación; la sala	El profesor está en la oficina.
837:收到	收到	收到	receber	Recebi o teu e-mail.	recibir	Recibí tu correo electrónico.
838:受	受	受	sofrer; receber	Ele sofreu uma pequena lesão.	sufrir; recibir	Él sufrió una pequeña lesión.
844:刷	刷	刷	escovar	Ele escova os dentes de manhã.	cepillar	Él se cepilla los dientes por la mañana.
848:四季	四季	四季	as quatro estações	As quatro estações são todas bonitas aqui.	las cuatro estaciones	Las cuatro estaciones son hermosas aquí.
854:体育馆	体育馆	体育馆	o pavilhão desportivo; o ginásio	O jogo realiza-se no pavilhão desportivo.	el gimnasio; el pabellón deportivo	El partido se celebra en el gimnasio.
856:跳	跳	跳	saltar	Ele salta muito alto.	saltar	Él salta muy alto.
857:听说	听说	听说	ouvir dizer; saber	Ouvi dizer que ele volta amanhã.	oír decir; enterarse	Oí que él vuelve mañana.
865:外地	外地	外地	outro lugar; fora da cidade	Ele veio de fora para trabalhar em Pequim.	otro lugar; fuera de la ciudad	Él vino de fuera de la ciudad a trabajar en Pekín.
866:外卖	外卖	外卖	a comida para entrega; o take-away	Hoje ao meio-dia pedi comida para entrega.	comida a domicilio; comida para llevar	Hoy al mediodía pedí comida a domicilio.
867:外语	外语	外语	a língua estrangeira	Ela sabe falar duas línguas estrangeiras.	el idioma extranjero	Ella sabe hablar dos idiomas extranjeros.
870:晚点	晚点	晚点	atrasar-se	O comboio atrasou-se dez minutos.	retrasarse	El tren se retrasó diez minutos.
871:晚会	晚会	晚会	a festa da noite; a gala	Hoje à noite há uma festa na escola.	la fiesta de noche; la velada	Esta noche hay una fiesta en la escuela.
881:西北	西北	西北	o noroeste	A minha casa fica no noroeste da cidade.	el noroeste	Mi casa está en el noroeste de la ciudad.
882:西方	西方	西方	o oeste; o Ocidente	O sol põe-se a oeste.	el oeste; Occidente	El sol se pone por el oeste.
884:西南	西南	西南	o sudoeste	O parque fica a sudoeste da escola.	el suroeste	El parque está al suroeste de la escuela.
886:喜爱	喜爱	喜爱	gostar muito; amar	O avô gosta muito de ópera de Pequim.	gustar mucho; amar	Al abuelo le encanta la ópera de Pekín.
887:洗衣机	洗衣机	洗衣机	a máquina de lavar roupa	A máquina de lavar roupa avariou.	la lavadora	La lavadora está rota.
889:夏天	夏天	夏天	o verão	Gosto de nadar no verão.	el verano	Me gusta nadar en verano.
893:箱子	箱子	箱子	a caixa; a mala	Há muitos livros na caixa.	la caja; la maleta	Hay muchos libros en la caja.
896:相机	相机	相机	a câmara fotográfica	Esta câmara fotográfica é muito leve.	la cámara	Esta cámara es muy ligera.
897:小区	小区	小区	o condomínio; o bairro residencial	Vivo neste condomínio.	el conjunto residencial; el barrio	Vivo en este conjunto residencial.
899:校园	校园	校园	o campus	Há muitas árvores no campus.	el campus	Hay muchos árboles en el campus.
901:鞋	鞋	鞋	o sapato	Este par de sapatos é confortável.	el zapato	Este par de zapatos es cómodo.
902:心里	心里	心里	no coração; por dentro	Sinto-me muito feliz por dentro.	en el corazón; en la mente	Me siento muy feliz por dentro.
903:新年	新年	新年	o Ano Novo	Feliz Ano Novo!	el Año Nuevo	¡Feliz Año Nuevo!
906:信	信	信	a carta	Escrevi uma carta a um amigo.	la carta	Escribí una carta a un amigo.
909:行李	行李	行李	a bagagem	A minha bagagem é pesada.	el equipaje	Mi equipaje pesa mucho.
910:兴趣	兴趣	兴趣	o interesse	Ele tem interesse por música.	el interés	Él tiene interés por la música.
911:休假	休假	休假	tirar férias	Ela vai tirar férias no próximo mês.	tomar vacaciones	Ella toma vacaciones el próximo mes.
913:选	选	选	escolher	Por favor, escolhe uma resposta.	elegir	Por favor, elige una respuesta.
916:牙	牙	牙	o dente	O meu dente dói um pouco.	el diente	Me duele un poco el diente.
917:牙刷	牙刷	牙刷	a escova de dentes	Comprei uma escova de dentes nova.	el cepillo de dientes	Compré un cepillo de dientes nuevo.
918:羊	羊	羊	a ovelha; a cabra	Há algumas ovelhas na montanha.	la oveja; la cabra	Hay unas cuantas ovejas en la montaña.
919:养	养	养	criar; ter	A família dele tem um gato.	criar; mantener	Su familia tiene un gato.
924:一块儿	一块儿	一块儿	juntos	Vamos comer juntos.	juntos	Vamos a comer juntos.
926:以后	以后	以后	depois; mais tarde	Depois da aula vou para casa.	después; más tarde	Voy a casa después de clase.
928:以上	以上	以上	acima de; mais de	Pessoas com mais de dezoito anos podem comprar bilhetes.	por encima de; más de	Las personas mayores de dieciocho años pueden comprar entradas.
929:以外	以外	以外	fora de; exceto	Fora da sala de aula está muito sossegado.	fuera de; excepto	Fuera del aula está muy tranquilo.
931:以下	以下	以下	abaixo; o seguinte	Por favor, lê com atenção o conteúdo seguinte.	debajo de; lo siguiente	Por favor, lee con atención el siguiente contenido.
937:银行卡	银行卡	银行卡	o cartão bancário	Não encontro o meu cartão bancário.	la tarjeta bancaria	No encuentro mi tarjeta bancaria.
942:邮件	邮件	邮件	o e-mail; o correio	Enviei um e-mail.	el correo electrónico; el correo	Envié un correo electrónico.
943:游客	游客	游客	o turista; o visitante	Aqui há muitos turistas todos os dias.	el turista; el visitante	Aquí hay muchos turistas todos los días.
945:邮箱	邮箱	邮箱	a caixa de e-mail; a caixa de correio	Por favor, envia o ficheiro para a minha caixa de e-mail.	el buzón de correo electrónico; el buzón	Por favor, envía el archivo a mi buzón de correo electrónico.
946:有关	有关	有关	relacionado com; sobre	Este livro está relacionado com a cultura chinesa.	relacionado con; sobre	Este libro está relacionado con la cultura china.
948:有用	有用	有用	útil	Esta ferramenta é muito útil.	útil	Esta herramienta es muy útil.
952:雨衣	雨衣	雨衣	a capa de chuva	Veste uma capa de chuva quando chover.	el impermeable	Ponte un impermeable cuando llueva.
954:遇见	遇见	遇见	encontrar; deparar-se com	Encontrei o meu professor no caminho.	encontrarse con; toparse con	Me encontré con mi profesor en el camino.
955:园	园	园	o jardim; o parque	Há muitas flores neste jardim.	el jardín; el parque	Hay muchas flores en este jardín.
956:员	员	员	sufixo para uma pessoa numa função	O meu irmão mais velho é empregado de mesa.	sufijo para una persona con una función	Mi hermano mayor es camarero.
960:运动会	运动会	运动会	o encontro desportivo; os jogos escolares	A escola vai realizar um encontro desportivo na próxima semana.	la competición deportiva; el encuentro deportivo	La escuela celebrará una competición deportiva la semana que viene.
961:运动员	运动员	运动员	o atleta; o desportista	Este atleta corre muito depressa.	el atleta; el deportista	Este atleta corre muy rápido.
964:怎么办	怎么办	怎么办	o que fazer; como resolver	Não sei o que fazer.	qué hacer; cómo solucionarlo	No sé qué hacer.
965:怎样	怎样	怎样	como; que tal	O que achas deste plano?	cómo; qué tal	¿Qué te parece este plan?
973:照相	照相	照相	tirar uma fotografia	Estamos a tirar uma fotografia à entrada.	tomar una foto; fotografiar	Estamos tomando una foto en la entrada.
974:直到	直到	直到	até	Só fui para casa à noite.	hasta	No volví a casa hasta la noche.
976:纸	纸	纸	o papel	Há uma folha de papel em cima da mesa.	el papel	Hay una hoja de papel sobre la mesa.
977:只能	只能	只能	só poder	Hoje está a chover, por isso só podemos ficar em casa.	solo poder; no tener más opción que	Hoy llueve, así que solo podemos quedarnos en casa.
978:只是	只是	只是	apenas; simplesmente	Só quero ajudar-te.	solo; simplemente	Solo quiero ayudarte.
980:只有	只有	只有	só há; apenas	Aqui só há um quarto.	solo hay; solamente	Aquí solo hay una habitación.
981:中	中	中	em; entre	Na fotografia há três pessoas.	en; entre	Hay tres personas en la foto.
989:住院	住院	住院	estar internado	O avô está no hospital.	estar hospitalizado	El abuelo está en el hospital.
990:字典	字典	字典	o dicionário	Uso um dicionário para procurar palavras novas.	el diccionario	Uso un diccionario para buscar palabras nuevas.
992:子	子	子	sufixo usado em substantivos	Há um livro em cima da mesa.	sufijo usado en sustantivos	Hay un libro sobre la mesa.
993:总	总	总	sempre; em geral	Ele chega sempre muito cedo à escola.	siempre; en general	Él siempre llega muy temprano a la escuela.
999:做客	做客	做客	ser convidado; ir de visita	No fim de semana vou visitar a casa de um amigo.	ir de visita; ser invitado	Este fin de semana voy de visita a casa de un amigo.
