source_headword	LO	example_LO
limit	ຂີດຈຳກັດ	ຂີດຈຳກັດຄວາມໄວແມ່ນຫ້າສິບ.
lip	ຮິມສົບ	ນາງກັດຮິມສົບຂອງນາງ.
liquid	ຂອງແຫຼວ	ນ້ຳແມ່ນຂອງແຫຼວໃສ.
literature	ວັນນະຄະດີ	ນາງຮຽນວັນນະຄະດີຝຣັ່ງ.
live2	ສົດ	ວົງດົນຕີຫຼິ້ນສົດເມື່ອຄືນ.
living	ມີຊີວິດ	ພືດມີຊີວິດຕ້ອງການແສງ.
locate	ຫາທີ່ຕັ້ງ	ເຈົ້າຫາທີ່ຕັ້ງໄຟລ໌ໄດ້ບໍ.
located	ຕັ້ງຢູ່	ຫ້ອງການຕັ້ງຢູ່ກາງເມືອງ.
location	ທີ່ຕັ້ງ	ນີ້ເປັນທີ່ຕັ້ງດີ.
lonely	ໂດດດ່ຽວ	ລາວຮູ້ສຶກໂດດດ່ຽວຫຼັງຍ້າຍ.
loss	ການສູນເສຍ	ການສູນເສຍນັ້ນຍາກສຳລັບທຸກຄົນ.
luxury	ຄວາມຫຼູຫຼາ	ໂຮງແຮມມອບຄວາມຫຼູຫຼາແທ້ຈິງ.
mad	ໃຈຮ້າຍ	ນາງໃຈຮ້າຍກັບຄວາມລ່າຊ້າ.
magic	ເວດມົນ	ການສະແດງເຕັມໄປດ້ວຍເວດມົນ.
mainly	ສ່ວນໃຫຍ່	ກຸ່ມນີ້ສ່ວນໃຫຍ່ເປັນນັກຮຽນ.
mall	ສູນການຄ້າ	ພວກເຮົາພົບກັນທີ່ສູນການຄ້າ.
management	ການຈັດການ	ການຈັດການດີຊ່ວຍປະຢັດເວລາ.
marketing	ການຕະຫຼາດ	ການຕະຫຼາດຊ່ວຍຂາຍສິນຄ້າ.
marriage	ການແຕ່ງງານ	ການແຕ່ງງານຂອງພວກເຂົາຢູ່ສາມສິບປີ.
meanwhile	ໃນຂະນະນັ້ນ	ຂ້ອຍແຕ່ງອາຫານຄ່ຳໃນຂະນະນັ້ນ.
measure	ວັດ	ວັດໂຕະຢ່າງລະມັດລະວັງ.
medium	ຂະໜາດກາງ	ຂ້ອຍສັ່ງພິຊຊາຂະໜາດກາງ.
mental	ທາງຈິດໃຈ	ຄວາມກົດດັນກະທົບສຸຂະພາບທາງຈິດໃຈ.
mess	ຄວາມລົກ	ທຳຄວາມສະອາດຄວາມລົກນີ້.
mild	ອ່ອນ	ແກງນີ້ມີລົດຊາດອ່ອນ.
mine (hole in the ground)	ບໍ່ແຮ່	ບໍ່ແຮ່ປິດໃນປີກາຍ.
mix	ປະສົມ	ປະສົມໄຂ່ກັບນົມ.
mixture	ສ່ວນປະສົມ	ສ່ວນປະສົມກາຍເປັນໜາ.
mood	ອາລົມ	ດົນຕີປ່ຽນອາລົມຂອງນາງ.
mud	ຂີ້ຕົມ	ເກີບຂອງລາວຖືກຂີ້ຕົມປົກ.
murder	ການຄາດຕະກຳ	ການຄາດຕະກຳເກີດຂຶ້ນຕອນກາງຄືນ.
muscle	ກ້າມເນື້ອ	ການອອກກຳລັງສ້າງກ້າມເນື້ອ.
mystery	ຄວາມລຶກລັບ	ເຮືອນເກົ່າແມ່ນຄວາມລຶກລັບ.
nail	ເລັບ	ຂ້ອຍເລັບຫັກອັນໜຶ່ງ.
narrative	ເນື້ອເລື່ອງ	ນິຍາຍມີເນື້ອເລື່ອງຊັດເຈນ.
nation	ຊາດ	ຊາດທັງໝົດສະຫຼອງ.
native	ພາສາແມ່	ພາສາສະເປນແມ່ນພາສາແມ່ຂອງນາງ.
naturally	ຕາມທຳມະຊາດ	ເດັກນ້ອຍຮຽນຕາມທຳມະຊາດຜ່ານການຫຼິ້ນ.
necessarily	ຈຳເປັນ	ອາຫານແພງບໍ່ຈຳເປັນດີກວ່າ.
needle	ເຂັມ	ເຂັມແຫຼມຫຼາຍ.
neighbourhood	ຄຸ້ມບ້ານ	ພວກເຂົາຢູ່ໃນຄຸ້ມບ້ານສະຫງົບ.
net	ອວນ	ຊາວປະມົງສ້ອມອວນຂອງລາວ.
nor	ກໍບໍ່	ລາວບໍ່ຍິ້ມແລະກໍບໍ່ເວົ້າ.
northern	ພາກເໜືອ	ພວກເຂົາໄປຢ້ຽມຊົມຝັ່ງພາກເໜືອ.
nuclear	ນິວເຄລຍ	ການຖົກຖຽງແມ່ນເລື່ອງພະລັງງານນິວເຄລຍ.
obvious	ຊັດເຈນ	ຄຳຕອບຊັດເຈນ.
obviously	ຢ່າງຊັດເຈນ	ຢ່າງຊັດເຈນພວກເຮົາຕ້ອງການເວລາເພີ່ມ.
occasion	ໂອກາດ	ນີ້ເປັນໂອກາດພິເສດ.
occur	ເກີດຂຶ້ນ	ອຸບັດເຫດອາດເກີດຂຶ້ນທຸກບ່ອນ.
odd	ແປກ	ນັ້ນເປັນຄຳຖາມແປກ.
official	ທາງການ	ຜົນທາງການມາຮອດມື້ນີ້.
old-fashioned	ລ້າສະໄໝ	ໂທລະສັບຂອງນາງເບິ່ງລ້າສະໄໝ.
operation	ການຜ່າຕັດ	ການຜ່າຕັດໃຊ້ເວລາສອງຊົ່ວໂມງ.
organized	ເປັນລະບຽບ	ໂຕະຂອງນາງເປັນລະບຽບຫຼາຍ.
organizer	ຜູ້ຈັດງານ	ຜູ້ຈັດງານຕ້ອນຮັບແຂກ.
originally	ເດີມທີ	ນາງເດີມທີມາຈາກການາດາ.
ought modal	ຄວນ	ເຈົ້າຄວນພັກຜ່ອນ.
ours	ຂອງພວກເຮົາ	ໂຕະນີ້ແມ່ນຂອງພວກເຮົາ.
outdoor	ກາງແຈ້ງ	ພວກເຮົາຊື້ເຟີນິເຈີກາງແຈ້ງ.
outdoors	ຂ້າງນອກ	ເດັກນ້ອຍຄວນຫຼິ້ນຂ້າງນອກ.
package	ຫໍ່ພັດສະດຸ	ຫໍ່ພັດສະດຸມາຮອດເຊົ້ານີ້.
painful	ເຈັບປວດ	ບາດແຜນັ້ນເຈັບປວດ.
pale	ຈືດຊີດ	ໜ້າຂອງລາວເບິ່ງຈືດຊີດ.
pan	ກະທະ	ອຸ່ນກະທະກ່ອນ.
participate	ເຂົ້າຮ່ວມ	ທຸກຄົນສາມາດເຂົ້າຮ່ວມ.
particularly	ໂດຍສະເພາະ	ຂ້ອຍມັກເພງນີ້ໂດຍສະເພາະ.
passion	ຄວາມຫຼົງໄຫຼ	ດົນຕີແມ່ນຄວາມຫຼົງໄຫຼຂອງນາງ.
path	ເສັ້ນທາງ	ຕາມເສັ້ນທາງຜ່ານສວນ.
payment	ການຈ່າຍເງິນ	ການຈ່າຍເງິນຄົບກຳນົດມື້ອື່ນ.
peaceful	ສະຫງົບ	ສວນນັ້ນສະຫງົບ.
percentage	ເປີເຊັນ	ເປີເຊັນນ້ອຍໜຶ່ງເຫັນດີ.
perfectly	ຢ່າງສົມບູນ	ແຜນດຳເນີນໄປຢ່າງສົມບູນ.
performance	ການສະແດງ	ການສະແດງຂອງນາງດີເລີດ.
personally	ສ່ວນຕົວ	ສ່ວນຕົວຂ້ອຍມັກຊາຫຼາຍກວ່າ.
persuade	ຊັກຊວນ	ເຈົ້າຊັກຊວນລາວໃຫ້ເຂົ້າຮ່ວມໄດ້ບໍ.
photographer	ຊ່າງຖ່າຍຮູບ	ຊ່າງຖ່າຍຮູບຖ່າຍຮູບຫຼາຍ.
photography	ການຖ່າຍຮູບ	ການຖ່າຍຮູບແມ່ນງານອະດິເລກທີ່ລາວມັກ.
pin	ເຂັມປັກ	ປັກເຂັມໃສ່ແຜນທີ່.
pipe	ທໍ່	ທໍ່ນຳນ້ຳ.
planning	ການວາງແຜນ	ການວາງແຜນໃຊ້ເວລາ.
pleasant	ນ່າພໍໃຈ	ພວກເຮົາມີຕອນແລງນ່າພໍໃຈ.
pleasure	ຄວາມຍິນດີ	ມັນເປັນຄວາມຍິນດີທີ່ໄດ້ພົບເຈົ້າ.
plenty	ຫຼາຍພໍ	ພວກເຮົາມີເວລາຫຼາຍພໍ.
plot	ໂຄງເລື່ອງ	ໂຄງເລື່ອງຕິດຕາມງ່າຍ.
plus1	ບວກ	ສອງບວກສາມເປັນຫ້າ.
poem	ບົດກະວີ	ນາງຂຽນບົດກະວີສັ້ນ.
poet	ນັກກະວີ	ນັກກະວີອ່ານອອກສຽງ.
poetry	ກະວີ	ລາວມັກກະວີສະໄໝໃໝ່.
poison	ຢາພິດ	ເກັບຢາພິດໃຫ້ໄກຈາກເດັກນ້ອຍ.
poisonous	ມີພິດ	ເຫັດບາງຢ່າງມີພິດ.
policy	ນະໂຍບາຍ	ບໍລິສັດປ່ຽນນະໂຍບາຍ.
political	ທາງການເມືອງ	ຄຳປາໄສນັ້ນເປັນທາງການເມືອງ.
politician	ນັກການເມືອງ	ນັກການເມືອງຕອບຄຳຖາມ.
politics	ການເມືອງ	ການເມືອງອາດຊັບຊ້ອນ.
port	ທ່າເຮືອ	ເຮືອເຂົ້າທ່າເຮືອ.
portrait	ຮູບພາບບຸກຄົນ	ຮູບພາບບຸກຄົນແຂວນຢູ່ໃນຫ້ອງໂຖງ.
possibly	ອາດຈະ	ນາງອາດຈະມາຮອດຊ້າ.
pot	ກະຖາງ	ຕົ້ນໄມ້ຕ້ອງການກະຖາງໃຫຍ່ກວ່າ.
pour	ຖອກ	ຖອກນົມຊ້າໆ.
poverty	ຄວາມທຸກຍາກ	ຫຼາຍຄອບຄົວຢູ່ໃນຄວາມທຸກຍາກ.
powder	ຜົງ	ເພີ່ມຜົງໃສ່ນ້ຳ.
powerful	ມີພະລັງ	ເຄື່ອງຈັກມີພະລັງ.
practical	ໃຊ້ໄດ້ຈິງ	ນີ້ເປັນວິທີແກ້ໃຊ້ໄດ້ຈິງ.
pray	ອະທິຖານ	ພວກເຂົາອະທິຖານທຸກເຊົ້າ.
prayer	ຄຳອະທິຖານ	ນາງກ່າວຄຳອະທິຖານເບົາໆ.
prediction	ການຄາດຄະເນ	ການຄາດຄະເນຂອງລາວຖືກຕ້ອງ.
prepared	ກຽມພ້ອມ	ຂ້ອຍກຽມພ້ອມສຳລັບການສອບເສັງ.
presentation	ການນຳສະເໜີ	ການນຳສະເໜີຂອງນາງຊັດເຈນ.
press	ກົດ	ກົດປຸ່ມໜຶ່ງຄັ້ງ.
pressure	ຄວາມກົດດັນ	ຄວາມກົດດັນອາດກະທົບສຸຂະພາບ.
pretend	ແກ້ງເຮັດ	ຢ່າແກ້ງເຮັດວ່າຫຼັບ.
previous	ກ່ອນໜ້າ	ບົດຮຽນກ່ອນໜ້າງ່າຍກວ່າ.
previously	ກ່ອນນີ້	ພວກເຮົາກ່ອນນີ້ຢູ່ໂຣມ.
priest	ພະສົງ	ພະສົງເວົ້າຢ່າງອ່ອນໂຍນ.
primary	ຫຼັກ	ສຸຂະພາບເປັນຄວາມກັງວົນຫຼັກ.
prince	ເຈົ້າຊາຍ	ເຈົ້າຊາຍໄປຢ້ຽມໂຮງຮຽນ.
princess	ເຈົ້າຍິງ	ເຈົ້າຍິງນຸ່ງຊຸດສີຟ້າ.
printing	ການພິມ	ການພິມລາຍງານໃຊ້ເວລາຫຼາຍນາທີ.
prisoner	ນັກໂທດ	ນັກໂທດໜີໃນຕອນກາງຄືນ.
private	ສ່ວນຕົວ	ນີ້ເປັນການສົນທະນາສ່ວນຕົວ.
producer	ຜູ້ຜະລິດ	ຜູ້ຜະລິດມັກຮູບເງົານັ້ນ.
production	ການຜະລິດ	ການຜະລິດເລີ່ມອາທິດໜ້າ.
profession	ອາຊີບ	ການສອນເປັນອາຊີບທີ່ນັບຖື.
profit	ກຳໄລ	ຮ້ານໄດ້ກຳໄລ.
promote	ສົ່ງເສີມ	ພວກເຂົາສົ່ງເສີມການກິນອາຫານສຸຂະພາບ.
proper	ຖືກຕ້ອງ	ໃສ່ເກີບຖືກຕ້ອງສຳລັບການປີນພູ.
properly	ຢ່າງຖືກຕ້ອງ	ປິດປະຕູຢ່າງຖືກຕ້ອງ.
property	ຊັບສິນ	ພວກເຂົາຊື້ຊັບສິນໃກ້ແມ່ນ້ຳ.
protest	ການປະທ້ວງ	ການປະທ້ວງຈົບຢ່າງສະຫງົບ.
proud	ພູມໃຈ	ນາງພູມໃຈໃນລູກຊາຍ.
prove	ພິສູດ	ເຈົ້າພິສູດຄຳຕອບໄດ້ບໍ.
punish	ລົງໂທດ	ຄູບໍ່ໄດ້ລົງໂທດລາວ.
punishment	ການລົງໂທດ	ການລົງໂທດເບິ່ງຍຸດຕິທຳ.
qualification	ຄຸນວຸດທິ	ເຈົ້າຕ້ອງມີຄຸນວຸດທິສຳລັບວຽກນີ້.
qualified	ມີຄຸນວຸດທິ	ນາງເປັນພະຍາບານມີຄຸນວຸດທິ.
qualify	ມີສິດ	ທີມຂອງເຮົາອາດມີສິດ.
queue	ແຖວ	ພວກເຮົາລໍຖ້າໃນແຖວຍາວ.
quit	ເລີກ	ລາວຕັດສິນໃຈເລີກສູບຢາ.
quotation	ຄຳອ້າງອີງ	ບົດຄວາມເລີ່ມດ້ວຍຄຳອ້າງອີງ.
quote	ອ້າງອີງ	ຂ້ອຍອ້າງອີງຄຳເວົ້າຂອງເຈົ້າໄດ້ບໍ.
race (people)	ເຊື້ອຊາດ	ແບບຟອມຖາມເຖິງເຊື້ອຊາດ.
racing	ການແຂ່ງ	ການແຂ່ງມ້າເປັນທີ່ນິຍົມທີ່ນັ້ນ.
range	ຊ່ວງ	ຮ້ານຂາຍສິນຄ້າຊ່ວງກວ້າງ.
rare	ຫາຍາກ	ນົກນີ້ຫາຍາກ.
rarely	ນານໆຄັ້ງ	ພວກເຮົານານໆຄັ້ງກິນຂ້າງນອກ.
reaction	ປະຕິກິລິຍາ	ປະຕິກິລິຍາຂອງນາງເຮັດໃຫ້ຂ້ອຍປະຫຼາດໃຈ.
reality	ຄວາມຈິງ	ຄວາມຈິງແຕກຕ່າງຈາກຄວາມຝັນຂອງລາວ.
receipt	ໃບຮັບເງິນ	ເກັບໃບຮັບເງິນໄວ້.
recommendation	ຄຳແນະນຳ	ຂອບໃຈສຳລັບຄຳແນະນຳ.
reference	ການອ້າງອີງ	ເພີ່ມການອ້າງອີງທ້າຍສຸດ.
reflect	ສະທ້ອນ	ກະຈົກສາມາດສະທ້ອນແສງ.
regularly	ເປັນປະຈຳ	ນາງອອກກຳລັງເປັນປະຈຳ.
reject	ປະຕິເສດ	ພວກເຂົາອາດປະຕິເສດຂໍ້ສະເໜີ.
relate	ເຊື່ອມໂຍງ	ຂ້ອຍເຊື່ອມໂຍງກັບເລື່ອງນັ້ນໄດ້.
related	ກ່ຽວຂ້ອງ	ບັນຫາສອງຢ່າງນັ້ນກ່ຽວຂ້ອງກັນ.
relation	ຄວາມສຳພັນ	ມີຄວາມສຳພັນລະຫວ່າງພວກເຂົາ.
relative	ສຳພັນ	ຄວາມໄວເປັນສິ່ງສຳພັນ.
relaxed	ຜ່ອນຄາຍ	ລາວຮູ້ສຶກຜ່ອນຄາຍຫຼັງອາຫານຄ່ຳ.
relaxing	ຜ່ອນຄາຍ	ດົນຕີນີ້ຜ່ອນຄາຍ.
release	ປ່ອຍອອກ	ພວກເຂົາຈະປ່ອຍຮູບເງົາໃນໄວໆນີ້.
reliable	ເຊື່ອຖືໄດ້	ລົດເມນີ້ມັກເຊື່ອຖືໄດ້.
religion	ສາສະໜາ	ສາສະໜາສຳຄັນຕໍ່ນາງ.
religious	ທາງສາສະໜາ	ພວກເຂົາໄປຢ້ຽມອາຄານທາງສາສະໜາ.
remain	ຍັງຄົງ	ກະລຸນາຍັງຄົງສະຫງົບ.
remind	ເຕືອນ	ເຕືອນຂ້ອຍມື້ອື່ນ.
remote	ຫ່າງໄກ	ພວກເຂົາຢູ່ໃນບ້ານຫ່າງໄກ.
rent	ຄ່າເຊົ່າ	ຄ່າເຊົ່າຄົບກຳນົດມື້ນີ້.
repeated	ຊ້ຳໆ	ຄວາມຜິດພາດຊ້ຳໆເຮັດໃຫ້ວຽກຊ້າ.
represent	ເປັນຕົວແທນ	ດາວເປັນຕົວແທນຄວາມຫວັງ.
require	ຕ້ອງການ	ວຽກນີ້ຈະຕ້ອງການການຝຶກອົບຮົມ.
reservation	ການຈອງ	ຂ້ອຍໄດ້ເຮັດການຈອງ.
resource	ຊັບພະຍາກອນ	ຫ້ອງສະໝຸດເປັນຊັບພະຍາກອນມີປະໂຫຍດ.
respect	ເຄົາລົບ	ເຄົາລົບເພື່ອນຮ່ວມຫ້ອງ.
responsibility	ຄວາມຮັບຜິດຊອບ	ການດູແລເດັກແມ່ນຄວາມຮັບຜິດຊອບໃຫຍ່.
responsible	ຮັບຜິດຊອບ	ນາງຮັບຜິດຊອບເລື່ອງປີ້.
retire	ກະສຽນ	ພໍ່ຂອງຂ້ອຍຈະກະສຽນໃນໄວໆນີ້.
retired	ກະສຽນແລ້ວ	ລາວເປັນຄູກະສຽນແລ້ວ.
revise	ແກ້ໄຂ	ແກ້ໄຂບົດຄວາມຂອງເຈົ້າຄືນນີ້.
risk	ຄວາມສ່ຽງ	ມີຄວາມສ່ຽງຝົນຕົກ.
robot	ຫຸ່ນຍົນ	ຫຸ່ນຍົນທຳຄວາມສະອາດພື້ນ.
roll	ກິ້ງ	ກິ້ງບານມາຫາຂ້ອຍ.
romantic	ໂຣແມນຕິກ	ພວກເຂົາມີອາຫານຄ່ຳໂຣແມນຕິກ.
rope	ເຊືອກ	ຜູກເຊືອກໃຫ້ແນ່ນ.
rough	ຂຸຂະ	ຖະໜົນຂຸຂະ.
row1	ແຖວ	ນັ່ງໃນແຖວໜ້າ.
royal	ລາຊະວົງ	ຄອບຄົວລາຊະວົງມາຮອດ.
rugby	ຣັກບີ	ພວກເຮົາເບິ່ງຣັກບີທາງໂທລະທັດ.
safety	ຄວາມປອດໄພ	ຄວາມປອດໄພສຳຄັນໃນທີ່ເຮັດວຽກ.
sailor	ກະລາສີ	ກະລາສີສ້ອມແປງເຮືອ.
sample	ຕົວຢ່າງ	ພະຍາບານເອົາຕົວຢ່າງເລືອດ.
sand	ຊາຍ	ຊາຍປົກເກີບຂອງຂ້ອຍ.
scan	ສະແກນ	ສະແກນເອກະສານກ່ອນ.
scientific	ທາງວິທະຍາສາດ	ນີ້ເປັນວິທີທາງວິທະຍາສາດ.
script	ບົດລະຄອນ	ນັກສະແດງອ່ານບົດລະຄອນ.
sculpture	ຮູບປັ້ນ	ຮູບປັ້ນຕັ້ງຢູ່ຂ້າງນອກ.
secondary	ຮອງ	ນີ້ເປັນບັນຫາຮອງ.
security	ຄວາມປອດໄພ	ຄວາມປອດໄພກວດກະເປົາຂອງເຮົາ.
seed	ເມັດພືດ	ປູກເມັດພືດໃນດິນ.
sensible	ມີເຫດຜົນ	ນັ້ນເປັນຄວາມຄິດມີເຫດຜົນ.
seriously	ຢ່າງຈິງຈັງ	ເອົາບັນຫານີ້ຢ່າງຈິງຈັງ.
servant	ຄົນຮັບໃຊ້	ຄົນຮັບໃຊ້ເປີດປະຕູ.
set (put)	ວາງ	ວາງແກ້ວໄວ້ເທິງໂຕະ.
set (group)	ຊຸດ	ຊຸດນີ້ມີຈອກຫົກໃບ.
setting	ສະຖານທີ່ເລື່ອງ	ເລື່ອງນີ້ມີສະຖານທີ່ເມືອງ.
sex	ເພດ	ແບບຟອມຖາມອາຍຸແລະເພດ.
sexual	ທາງເພດ	ຫ້ອງຮຽນພູດເຖິງສຸຂະພາບທາງເພດ.
sharp	ຄົມ	ມີດນີ້ຄົມ.
shelf	ຊັ້ນວາງ	ວາງປຶ້ມໃສ່ຊັ້ນວາງ.
shell	ເປືອກ	ເປືອກນັ້ນຫວ່າງ.
shift	ກະວຽກ	ກະວຽກຂອງຂ້ອຍເລີ່ມແປດໂມງ.
shine	ສ່ອງແສງ	ດາວສ່ອງແສງຕອນກາງຄືນ.
shiny	ເຫຼື້ອມ	ເກີບຂອງນາງເຫຼື້ອມ.
shoot	ຖ່າຍ	ຊ່າງຖ່າຍຮູບຈະຖ່າຍສາກນັ້ນ.
shy	ຂີ້ອາຍ	ລາວຂີ້ອາຍກັບຄົນແປກໜ້າ.
sight	ທິວທັດ	ພູເຂົາເປັນທິວທັດງາມ.
signal	ສັນຍານ	ສັນຍານອ່ອນ.
silent	ງຽບ	ຫ້ອງກາຍເປັນງຽບ.
silly	ໂງ່ໆ	ນັ້ນເປັນຄວາມຜິດໂງ່ໆ.
similarity	ຄວາມຄ້າຍຄື	ມີຄວາມຄ້າຍຄືຊັດເຈນ.
similarly	ເຊັ່ນດຽວກັນ	ແຜນທີສອງເຮັດວຽກເຊັ່ນດຽວກັນ.
simply	ພຽງແຕ່	ພຽງແຕ່ກົດປຸ່ມນີ້.
sink	ຈົມ	ຫີນໜັກຈົມໄວ.
slice	ຊິ້ນ	ຂ້ອຍກິນເຄັກໜຶ່ງຊິ້ນ.
slightly	ເລັກນ້ອຍ	ຫ້ອງອຸ່ນຂຶ້ນເລັກນ້ອຍ.
smart	ສະຫຼາດດູດີ	ນາງໃສ່ແຈັກເກັດດູດີ.
smooth	ລຽບ	ຖະໜົນລຽບ.
software	ຊອບແວ	ຊອບແວຕ້ອງການອັບເດດ.
soil	ດິນ	ດິນແຫ້ງ.
solid	ແຂງແຮງ	ກຳແພງແຂງແຮງ.
southern	ພາກໃຕ້	ພວກເຂົາຢູ່ແຄມຝັ່ງພາກໃຕ້.
specifically	ໂດຍສະເພາະ	ຂ້ອຍຂໍຊາໂດຍສະເພາະ.
spending	ການໃຊ້ຈ່າຍ	ການໃຊ້ຈ່າຍລັດຖະບານເພີ່ມຂຶ້ນ.
spicy	ເຜັດ	ແກງກະຫຼີນີ້ເຜັດ.
spirit	ຈິດໃຈ	ທີມສະແດງຈິດໃຈທີ່ດີ.
spoken	ພູດ	ພາສາອັງກິດພູດດີຂຶ້ນດ້ວຍການຝຶກ.
spot	ຈຸດ	ຈຸດນີ້ສົມບູນແບບ.
spread	ທາ	ທາເນີຍໃສ່ເຂົ້າຈີ່.
