source_headword	TH	example_TH
villager	ชาวบ้าน	ชาวบ้านคนหนึ่งนำทางเราไปที่แม่น้ำ.
violate	ละเมิด	บริษัทอาจละเมิดกฎความปลอดภัย.
violation	การละเมิด	ผู้ตรวจการรายงานการละเมิดที่ร้ายแรง.
virtue	คุณธรรม	ความอดทนเป็นคุณธรรมที่สำคัญ.
vocal	ชอบแสดงความคิดเห็น	เธอแสดงความคิดเห็นอย่างตรงไปตรงมาเกี่ยวกับการตัดสินใจนี้.
vow	สาบาน	เขาสาบานว่าจะทำงานให้เสร็จ.
vulnerability	ช่องโหว่	การตรวจสอบพบช่องโหว่ด้านความปลอดภัย.
vulnerable	เปราะบาง	เด็กมีความเปราะบางในช่วงที่มีอากาศร้อนจัด.
ward	แผนกผู้ป่วย	ผู้ป่วยย้ายไปที่แผนกผู้ป่วยอื่น.
warehouse	โกดัง	โกดังเก็บชิ้นส่วนอะไหล่.
warfare	การสงคราม	การสงครามสมัยใหม่ต้องพึ่งพาเทคโนโลยี.
warrant	หมายศาล	ตำรวจแสดงหมายค้น.
warrior	นักรบ	นักรบได้ปกป้องหมู่บ้าน.
weaken	ทำให้อ่อนแอลง	อาการบาดเจ็บทำให้การจับของเขาอ่อนแอลง.
weave	สาน	เธอเรียนรู้วิธีสานตะกร้า.
weed	วัชพืช	วัชพืชเติบโตขึ้นระหว่างก้อนหิน.
well	บ่อน้ำ	บ่อน้ำของหมู่บ้านแห้งขอด.
well-being	ความเป็นอยู่ที่ดี	การนอนหลับมีความสำคัญต่อความเป็นอยู่ที่ดี.
whatsoever	ใดๆทั้งสิ้น	เขาไม่แสดงความสนใจใดๆทั้งสิ้น.
whereby	โดยที่	กฎหมายได้สร้างระบบโดยที่ครอบครัวสามารถอุทธรณ์ได้.
whilst	ในขณะที่	เธอทำงานในขณะที่เขาพักผ่อน.
whip	พัดกระหน่ำ	ลมสามารถพัดกระหน่ำธงได้.
wholly	อย่างสิ้นเชิง	การตัดสินใจเป็นสิ่งที่ไม่คาดคิดอย่างสิ้นเชิง.
widen	ทำให้กว้างขึ้น	เมืองมีแผนที่จะขยายถนนให้กว้างขึ้น.
widow	แม่ม่าย	แม่ม่ายอาศัยอยู่ใกล้โรงเรียน.
width	ความกว้าง	วัดความกว้างของประตู.
willingness	ความเต็มใจ	ความเต็มใจที่จะช่วยเหลือของเธอทำให้ทุกคนประทับใจ.
wipe	เช็ด	เช็ดหน้าจอด้วยผ้า.
wit	ปฏิภาณไหวพริบ	ปฏิภาณไหวพริบของเขาทำให้สุนทรพจน์มีชีวิตชีวา.
withdrawal	การถอน	การถอนเงินทุนทำให้โครงการล่าช้า.
workout	การออกกำลังกาย	การออกกำลังกายใช้เวลาสี่สิบนาที.
worship	การนมัสการ	ผู้คนมารวมตัวกันเพื่อการนมัสการในตอนรุ่งสาง.
worthwhile	คุ้มค่า	การเดินทางครั้งนี้คุ้มค่า.
worthy	สมควร	องค์กรการกุศลนี้สมควรได้รับการสนับสนุน.
yell	ตะโกน	อย่าตะโกนใส่พนักงาน.
yield	ผลผลิต	ผลผลิตของฟาร์มดีขึ้นในฤดูกาลนี้.
youngster	เด็ก	เด็กคนนั้นถามคำถามมากมาย.
