source_headword	KM	example_KM
curve	ខ្សែកោង	ផ្លូវមានខ្សែកោងធំមួយ.
curved	កោង	កញ្ចក់មានរាងកោង.
debate	ការជជែកដេញដោល	ការជជែកដេញដោលបានបន្តមួយម៉ោង.
debt	បំណុល	គាត់កំពុងសងបំណុល.
decent	សមរម្យ	ពួកគេរកបានប្រាក់ខែសមរម្យ.
declare	ប្រកាស	ទីក្រុងបានប្រកាសអាសន្ន.
decline	ធ្លាក់ចុះ	ការលក់បានធ្លាក់ចុះនៅខែមុន.
decoration	ការតុបតែង	ការតុបតែងបន្ទប់មើលទៅស្រស់ស្អាត.
decrease	បន្ថយ	តម្លៃបានបន្ថយបន្តិច.
deeply	យ៉ាងជ្រាលជ្រៅ	នាងព្រួយបារម្ភយ៉ាងជ្រាលជ្រៅ.
defeat	បរាជ័យ	ក្រុមបានទទួលបរាជ័យក្នុងការប្រកួតចុងក្រោយ.
defence	ការពារ	ការពាររបស់ក្រុមនៅរឹងមាំ.
defend	ការពារ	មេធាវីបានការពារកូនក្តី.
delay	ពន្យារពេល	ភ្លៀងបានពន្យារពេលការធ្វើដំណើរ.
deliberate	ចេតនា	នេះមិនមែនជាកំហុសចេតនាទេ.
deliberately	ដោយចេតនា	គាត់បាននិយាយយឺតៗដោយចេតនា.
delight	ភាពរីករាយ	អំណោយនោះនាំមកភាពរីករាយ.
delighted	រីករាយ	នាងរីករាយនឹងព័ត៌មានល្អ.
delivery	ការដឹកជញ្ជូន	ការដឹកជញ្ជូនមកដល់ព្រឹកនេះ.
demand	តម្រូវការ	តម្រូវការសម្រាប់ថ្នាក់នេះខ្ពស់.
demonstrate	បង្ហាញ	គ្រូបានបង្ហាញវិធីថ្មី.
deny	បដិសេធ	គាត់បានបដិសេធការចោទប្រកាន់.
depressed	ធ្លាក់ទឹកចិត្ត	នាងមានអារម្មណ៍ធ្លាក់ទឹកចិត្តបន្ទាប់ពីបរាជ័យ.
depressing	ធ្វើឱ្យធ្លាក់ទឹកចិត្ត	ព័ត៌មាននោះធ្វើឱ្យធ្លាក់ទឹកចិត្ត.
depth	ជម្រៅ	ពួកគេវាស់ជម្រៅទឹក.
deserve	សមនឹងទទួល	នាងសមនឹងទទួលការសរសើរ.
desire	បំណងប្រាថ្នា	គាត់មានបំណងប្រាថ្នាធ្វើដំណើរ.
desperate	អស់សង្ឃឹម	ពួកគេអស់សង្ឃឹមក្នុងការស្វែងរកជំនួយ.
detailed	លម្អិត	របាយការណ៍លម្អិតត្រូវបានផ្ញើ.
detect	រកឃើញ	ឧបករណ៍អាចរកឃើញផ្សែង.
dig	ជីក	ពួកគេជីករន្ធនៅសួន.
disc	ថាស	ដាក់ថាសនៅក្នុងម៉ាស៊ីន.
discipline	វិន័យ	កីឡានេះត្រូវការវិន័យខ្លាំង.
dishonest	មិនស្មោះត្រង់	អាកប្បកិរិយាមិនស្មោះត្រង់បំផ្លាញទំនុកចិត្ត.
dismiss	ច្រានចោល	អ្នកគ្រប់គ្រងបានច្រានចោលសំណើនេះ.
display	បង្ហាញ	ហាងបានបង្ហាញផលិតផលថ្មី.
distribute	ចែកចាយ	ពួកគេចែកចាយអាហារដល់គ្រួសារ.
distribution	ការចែកចាយ	ការចែកចាយទំនិញត្រូវបានពន្យារពេល.
district	ស្រុក	ស្រុកនេះមានសាលារៀនថ្មី.
division	ការបែងចែក	ការបែងចែកការងារច្បាស់លាស់.
domestic	ក្នុងស្រុក	ទីផ្សារក្នុងស្រុកកំពុងរីកចម្រើន.
dominate	គ្របដណ្តប់	ក្រុមមួយបានគ្របដណ្តប់ការប្រកួត.
downwards	ចុះក្រោម	តម្លៃបានធ្លាក់ចុះក្រោមយ៉ាងលឿន.
dozen	ដប់ពីរ	នាងបានទិញស៊ុតដប់ពីរ.
draft	សេចក្តីព្រាង	គាត់បានផ្ញើសេចក្តីព្រាងដំបូង.
drag	អូស	គាត់បានអូសកៅអីទៅជិតតុ.
dramatic	គួរឱ្យភ្ញាក់ផ្អើល	ការផ្លាស់ប្តូរនេះគួរឱ្យភ្ញាក់ផ្អើល.
edit	កែសម្រួល	នាងកែសម្រួលអត្ថបទមុនបោះពុម្ព.
edition	បោះពុម្ពផ្សាយ	បោះពុម្ពផ្សាយថ្មីមានរូបភាពបន្ថែម.
efficient	មានប្រសិទ្ធភាព	វិធីនេះមានប្រសិទ្ធភាពជាងមុន.
elderly	ចាស់ជរា	អ្នកស្ម័គ្រចិត្តជួយមនុស្សចាស់ជរា.
elect	បោះឆ្នោតជ្រើសរើស	ពួកគេនឹងបោះឆ្នោតជ្រើសរើសប្រធានថ្មី.
elsewhere	នៅកន្លែងផ្សេង	គាត់រកការងារនៅកន្លែងផ្សេង.
emerge	លេចឡើង	ការពិតថ្មីបានលេចឡើង.
emotional	អារម្មណ៍ខ្លាំង	វាជាពេលអារម្មណ៍ខ្លាំងសម្រាប់គ្រួសារ.
emphasis	ការសង្កត់ធ្ងន់	គ្រូដាក់ការសង្កត់ធ្ងន់លើការអនុវត្ត.
emphasize	សង្កត់ធ្ងន់	នាងបានសង្កត់ធ្ងន់លើសុវត្ថិភាព.
enable	អនុញ្ញាតឱ្យ	កម្មវិធីនេះអនុញ្ញាតឱ្យអ្នករក្សាទុកឯកសារ.
encounter	ជួបប្រទះ	យើងបានជួបប្រទះបញ្ហាតូចមួយ.
engage	ចូលរួម	សិស្សបានចូលរួមយ៉ាងសកម្ម.
enhance	ធ្វើឱ្យប្រសើរ	ការបណ្តុះបណ្តាលអាចធ្វើឱ្យជំនាញប្រសើរ.
enquiry	ការសាកសួរ	ការិយាល័យបានឆ្លើយការសាកសួរ.
ensure	ធានា	សូមធានាថាទ្វារបិទហើយ.
enthusiasm	ភាពក្លៀវក្លា	ភាពក្លៀវក្លារបស់នាងជំរុញក្រុម.
enthusiastic	ក្លៀវក្លា	សិស្សក្លៀវក្លាអំពីគម្រោង.
entire	ទាំងមូល	ក្រុមទាំងមូលបានចូលរួម.
entirely	ទាំងស្រុង	ខ្ញុំមិនយល់ព្រមទាំងស្រុងទេ.
establish	បង្កើត	ពួកគេចង់បង្កើតក្រុមហ៊ុនថ្មី.
estate	អចលនទ្រព្យ	គ្រួសារបានលក់អចលនទ្រព្យ.
estimate	ប៉ាន់ស្មាន	យើងប៉ាន់ស្មានចំណាយប្រហែលមួយពាន់ដុល្លារ.
ethical	សីលធម៌	សេចក្តីសម្រេចនេះមានបញ្ហាសីលធម៌.
evaluate	វាយតម្លៃ	អ្នកជំនាញនឹងវាយតម្លៃលទ្ធផល.
evil	អាក្រក់	តួអាក្រក់នៅក្នុងរឿងនេះគ្រោះថ្នាក់.
examination	ការប្រឡង	ការប្រឡងចាប់ផ្តើមម៉ោងប្រាំបួន.
excuse	លេស	គាត់បានផ្តល់លេសសម្រាប់ការយឺត.
executive	នាយកប្រតិបត្តិ	នាយកប្រតិបត្តិបាននិយាយជាមួយបុគ្គលិក.
existence	អត្ថិភាព	ភស្តុតាងបញ្ជាក់អត្ថិភាពរបស់បញ្ហា.
expectation	ការរំពឹងទុក	លទ្ធផលលើសការរំពឹងទុក.
expense	ចំណាយ	ការធ្វើដំណើរនេះមានចំណាយខ្ពស់.
exploration	ការរុករក	ការរុករកតំបន់នេះចាប់ផ្តើមថ្ងៃស្អែក.
expose	បង្ហាញឱ្យឃើញ	របាយការណ៍បានបង្ហាញឱ្យឃើញកំហុស.
extend	ពង្រីក	ពួកគេនឹងពង្រីកផ្លូវ.
extent	កម្រិត	យើងមិនដឹងកម្រិតនៃការខូចខាតទេ.
external	ខាងក្រៅ	ក្រុមខាងក្រៅនឹងពិនិត្យប្រព័ន្ធ.
extraordinary	អស្ចារ្យ	នាងមានសមត្ថភាពអស្ចារ្យ.
facility	មជ្ឈមណ្ឌល	មជ្ឈមណ្ឌលនេះមានឧបករណ៍ទំនើប.
failure	បរាជ័យ	បរាជ័យនេះផ្តល់មេរៀនសំខាន់.
faith	ជំនឿ	គាត់មានជំនឿលើក្រុម.
fault	កំហុស	វាមិនមែនជាកំហុសរបស់អ្នកទេ.
feather	ស្លាប	ស្លាបសត្វមួយធ្លាក់លើដី.
fee	ថ្លៃសេវា	ថ្លៃសេវាត្រូវបង់មុន.
feedback	មតិកែលម្អ	គ្រូបានផ្តល់មតិកែលម្អលម្អិត.
fellow	មិត្តរួម	គាត់បានជួយមិត្តរួមក្រុម.
finance	ហិរញ្ញវត្ថុ	ផ្នែកហិរញ្ញវត្ថុបានពិនិត្យថវិកា.
finding	ការរកឃើញ	ការរកឃើញថ្មីបានផ្លាស់ប្តូរទស្សនៈ.
firm	ក្រុមហ៊ុន	ក្រុមហ៊ុនបានជួលបុគ្គលិកថ្មី.
flame	អណ្តាតភ្លើង	អណ្តាតភ្លើងតូចបានឆេះលើចង្ក្រាន.
flash	ភ្លែត	ពន្លឺភ្លែតបានបំភ្លឺបន្ទប់.
flexible	បត់បែនបាន	កាលវិភាគនេះបត់បែនបាន.
float	អណ្តែត	ស្លឹកឈើអណ្តែតលើទឹក.
folding	បត់បាន	កៅអីបត់បានងាយស្រួលយកតាម.
forgive	អភ័យទោស	នាងបានអភ័យទោសឱ្យគាត់.
former	អតីត	អតីតប្រធានបានចូលរួមពិធី.
fortune	សំណាង	សំណាងបានជួយពួកគេថ្ងៃនោះ.
found	បង្កើត	ពួកគេបានបង្កើតសាលាថ្មី.
freedom	សេរីភាព	សេរីភាពនៃការនិយាយសំខាន់ណាស់.
frequency	ភាពញឹកញាប់	ភាពញឹកញាប់នៃការហាត់ប្រាណបានកើនឡើង.
fully	ពេញលេញ	គាត់បានយល់ស្ថានភាពពេញលេញ.
fund	មូលនិធិ	មូលនិធិនេះជួយសិស្សក្រីក្រ.
fundamental	មូលដ្ឋានគ្រឹះ	ការអានជាជំនាញមូលដ្ឋានគ្រឹះ.
funding	ការផ្តល់មូលនិធិ	គម្រោងត្រូវការការផ្តល់មូលនិធិបន្ថែម.
furthermore	លើសពីនេះ	លើសពីនេះតម្លៃក៏ទាបជាងមុន.
gain	ទទួលបាន	គាត់ទទួលបានបទពិសោធន៍យ៉ាងលឿន.
gang	ក្រុមជនពាល	ប៉ូលិសបានចាប់ក្រុមជនពាល.
generate	បង្កើត	ម៉ាស៊ីនអាចបង្កើតថាមពល.
genre	ប្រភេទ	ប្រភេទតន្ត្រីនេះពេញនិយម.
govern	គ្រប់គ្រង	ច្បាប់ទាំងនេះគ្រប់គ្រងទីផ្សារ.
grab	ចាប់យក	នាងបានចាប់យកកាបូបភ្លាមៗ.
gradually	បន្តិចម្តងៗ	អាកាសធាតុក្តៅឡើងបន្តិចម្តងៗ.
grand	ធំអស្ចារ្យ	សណ្ឋាគារមានច្រកចូលធំអស្ចារ្យ.
grant	ផ្តល់	រដ្ឋាភិបាលបានផ្តល់ជំនួយ.
guarantee	ធានា	ហាងធានាគុណភាពផលិតផល.
handle	ដោះស្រាយ	នាងអាចដោះស្រាយស្ថានភាពលំបាក.
harm	គ្រោះថ្នាក់	ការជក់បារីអាចបង្កគ្រោះថ្នាក់.
harmful	មានគ្រោះថ្នាក់	ផ្សែងនេះមានគ្រោះថ្នាក់ដល់កុមារ.
hearing	ការស្តាប់	ការស្តាប់របស់គាត់កាន់តែខ្សោយ.
heaven	ឋានសួគ៌	ពួកគេនិយាយថាសួននេះដូចឋានសួគ៌.
heel	កែងជើង	កែងជើងរបស់នាងឈឺបន្ទាប់ពីដើរយូរ.
hell	នរក	កន្លែងនោះក្តៅដូចនរក.
hesitate	ស្ទាក់ស្ទើរ	កុំស្ទាក់ស្ទើរក្នុងការសួរ.
hollow	ប្រហោង	ដើមឈើចាស់មានខាងក្នុងប្រហោង.
holy	បរិសុទ្ធ	ពួកគេចូលទៅកន្លែងបរិសុទ្ធ.
honour	កិត្តិយស	វាជាកិត្តិយសសម្រាប់គាត់.
household	គ្រួសារ	គ្រួសារនីមួយៗទទួលបានសំបុត្រ.
housing	លំនៅឋាន	ទីក្រុងត្រូវការលំនៅឋានបន្ថែម.
humorous	កំប្លែង	រឿងនោះមានសំនៀងកំប្លែង.
humour	អារម្មណ៍កំប្លែង	អារម្មណ៍កំប្លែងរបស់គាត់ធ្វើឱ្យគេទាំងអស់សើច.
hunting	ការបរបាញ់	ការបរបាញ់ត្រូវបានហាមឃាត់នៅតំបន់នេះ.
illustrate	បង្ហាញដោយឧទាហរណ៍	គ្រូបានបង្ហាញដោយឧទាហរណ៍សាមញ្ញ.
illustration	រូបភាព	រូបភាពនេះជួយពន្យល់អត្ថបទ.
imagination	ការស្រមើលស្រមៃ	កុមារមានការស្រមើលស្រមៃខ្លាំង.
impatient	អត់ធ្មត់មិនបាន	គាត់អត់ធ្មត់មិនបានពេលរង់ចាំ.
imply	បញ្ជាក់ដោយប្រយោល	សំដីរបស់នាងបញ្ជាក់ដោយប្រយោលថាមានបញ្ហា.
impose	ដាក់បង្ខំ	ច្បាប់ថ្មីដាក់បង្ខំលើអាជីវកម្ម.
impress	ធ្វើឱ្យចាប់អារម្មណ៍	ការងាររបស់នាងធ្វើឱ្យអ្នកគ្រប់គ្នាចាប់អារម្មណ៍.
impressed	ចាប់អារម្មណ៍	គណៈកម្មការចាប់អារម្មណ៍នឹងបទបង្ហាញ.
inch	អ៊ីញ	តុវែងជាងមុនពីរអ៊ីញ.
incident	ហេតុការណ៍	ហេតុការណ៍តូចមួយកើតឡើងនៅសាលា.
income	ប្រាក់ចំណូល	ប្រាក់ចំណូលគ្រួសារបានកើនឡើង.
increasingly	កាន់តែច្រើនឡើង	ការងារកាន់តែច្រើនឡើងត្រូវការជំនាញឌីជីថល.
industrial	ឧស្សាហកម្ម	តំបន់ឧស្សាហកម្មមានរោងចក្រច្រើន.
infection	ការឆ្លងរោគ	ការលាងដៃអាចកាត់បន្ថយការឆ្លងរោគ.
inform	ជូនដំណឹង	សូមជូនដំណឹងយើងអំពីការផ្លាស់ប្តូរ.
initial	ដំបូង	ប្រតិកម្មដំបូងរបស់នាងវិជ្ជមាន.
initially	ដំបូងឡើយ	ដំបូងឡើយគម្រោងនេះតូចណាស់.
initiative	គំនិតផ្តួចផ្តើម	គំនិតផ្តួចផ្តើមថ្មីជួយសហគមន៍.
inner	ខាងក្នុង	បន្ទប់ខាងក្នុងស្ងប់ស្ងាត់.
insight	ការយល់ដឹង	របាយការណ៍ផ្តល់ការយល់ដឹងថ្មី.
insist	ទទូច	គាត់ទទូចថាការសម្រេចចិត្តត្រឹមត្រូវ.
inspire	បំផុសគំនិត	គ្រូបានបំផុសគំនិតសិស្ស.
install	ដំឡើង	អ្នកជាងបានដំឡើងកម្មវិធីថ្មី.
instance	ឧទាហរណ៍	នេះគឺជាឧទាហរណ៍ច្បាស់មួយ.
