hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
3642:备用	备用	备用	სათადარიგო	გთხოვთ, სათადარიგო გასაღები მოამზადოთ.	պահեստային	Խնդրում եմ պահեստային բանալի պատրաստեք։
3643:倍增	倍增	倍增	რამდენჯერმე გაზრდა; მკვეთრად ზრდა	წელს შეკვეთების რაოდენობა მკვეთრად გაიზარდა.	բազմապատկվել; կտրուկ աճել	Այս տարի պատվերների քանակը կտրուկ աճեց։
3644:奔跑	奔跑	奔跑	სირბილი	ბავშვი მოედანზე დარბის.	վազել	Երեխան խաղահրապարակում վազում է։
3647:本土	本土	本土	ადგილობრივი; მშობლიური მიწა	ეს კომპანია ადგილობრივ კულტურას აფასებს.	տեղական; հայրենի	Այս ընկերությունը գնահատում է տեղական մշակույթը։
3648:逼	逼	逼	იძულება; დაძალება	ნუ აიძულებთ ბავშვებს ისეთი რამის გაკეთებას, რაც არ მოსწონთ.	ստիպել; ճնշել	Մի ստիպեք երեխաներին անել բաներ, որոնք չեն սիրում։
3651:闭	闭	闭	დახურვა	გთხოვთ, კარი დახურეთ.	փակել	Խնդրում եմ դուռը փակեք։
3652:避	避	避	თავიდან არიდება	მანქანის მართვისას პიკის საათებს თავი აარიდეთ.	խուսափել	Մեքենա վարելիս խուսափեք պիկ ժամերից։
3653:必修	必修	必修	სავალდებულო	ეს კურსი უნივერსიტეტის პირველი კურსის სტუდენტებისთვის სავალდებულოა.	պարտադիր	Այս առարկան համալսարանի առաջին կուրսի ուսանողների համար պարտադիր է։
3654:编	编	编	შედგენა; რედაქტირება	ის ჩინური ენის სახელმძღვანელოს ადგენს.	կազմել; խմբագրել	Նա չինարենի դասագիրք է կազմում։
3656:编写	编写	编写	შედგენა და დაწერა	მასწავლებელმა სავარჯიშოების ნაკრები შეადგინა.	կազմել և գրել	Ուսուցիչը վարժությունների հավաքածու կազմեց։
3657:遍地	遍地	遍地	ყველგან; მთელ ტერიტორიაზე	გაზაფხულზე პარკში ყველგან ყვავილებია.	ամենուր; ամբողջ տարածքում	Գարնանը այգում ամենուր ծաղիկներ են։
3658:便捷	便捷	便捷	მოსახერხებელი	გადახდის ეს გზა ძალიან მოსახერხებელია.	հարմար; դյուրին	Վճարման այս եղանակը շատ հարմար է։
3660:兵	兵	兵	ჯარისკაცი	ეს ჯარისკაცი საზღვარზე მსახურობს.	զինվոր	Այս զինվորը սահմանին է ծառայում։
3662:播	播	播	გადაცემა; გაშვება	ტელევიზია ამ დოკუმენტურ ფილმს დღეს საღამოს გაუშვებს.	հեռարձակել; միացնել	Հեռուստակայանն այս վավերագրական ֆիլմը այսօր երեկոյան կհեռարձակի։
3670:不适	不适	不适	შეუძლოდ ყოფნა; დისკომფორტი	წამლის მიღების შემდეგ მან თავი შეუძლოდ იგრძნო.	անհարմարություն; վատ զգալ	Դեղը խմելուց հետո նա իրեն վատ զգաց։
3671:不至于	不至于	不至于	იმდენად არ არის, რომ	ასეთი პატარა შეცდომა შედეგზე გავლენას ვერ მოახდენს.	այնքան էլ չէ, որ	Այս փոքր սխալը այնքան լուրջ չէ, որ արդյունքի վրա ազդի։
3672:补	补	补	შევსება; შეკეთება	ამ ანგარიშს კიდევ რამდენიმე მონაცემი უნდა დაემატოს.	լրացնել; նորոգել	Այս զեկույցին դեռ որոշ տվյալներ պետք է ավելացնել։
3673:捕	捕	捕	დაჭერა; დაკავება	პოლიციამ ეჭვმიტანილი მალე დააკავა.	բռնել; ձերբակալել	Ոստիկանությունը կասկածյալին շուտով բռնեց։
3675:补课	补课	补课	გამოტოვებული გაკვეთილების ანაზღაურება	ავადმყოფობის შემდეგ მას გამოტოვებული გაკვეთილების ანაზღაურება სჭირდება.	բաց թողած դասերը լրացնել	Հիվանդությունից հետո նա պետք է լրացնի բաց թողած դասերը։
3677:补习	补习	补习	დამატებითი მეცადინეობა	ის შაბათ-კვირას მათემატიკაში დამატებით მეცადინეობაზე დადის.	լրացուցիչ պարապել	Նա հանգստյան օրերին մաթեմատիկայի լրացուցիչ պարապմունքների է գնում։
3680:不曾	不曾	不曾	არასოდეს; არასდროს	ამ საქმის შესახებ არასოდეს მსმენია.	երբեք; ոչ մի անգամ	Ես այս մասին երբեք չեմ լսել։
3681:不成	不成	不成	არ გამოდის; ვერ ხერხდება	ასე გაკეთება, მგონი, არ გამოვა.	չի ստացվում; անհնար է	Վախենում եմ՝ այսպես անել չի ստացվի։
3682:不得	不得	不得	არ შეიძლება; აკრძალულია	საზოგადოებრივ ადგილებში მოწევა აკრძალულია.	չի կարելի; արգելվում է	Հասարակական վայրերում ծխելը արգելվում է։
3683:部队	部队	部队	სამხედრო ნაწილი; ჯარი	ეს სამხედრო ნაწილი მთებში ვარჯიშობს.	զորամաս; զորքեր	Այս զորամասը լեռներում վարժվում է։
3687:不许	不许	不许	არ არის ნებადართული; აკრძალულია	აქ გაჩერება აკრძალულია.	չի թույլատրվում; արգելվում է	Այստեղ կայանել չի թույլատրվում։
3688:不宜	不宜	不宜	არ არის სასურველი; შეუფერებელია	ჭამის შემდეგ დაუყოვნებლივ ვარჯიში არ არის სასურველი.	խորհուրդ չի տրվում; հարմար չէ	Ճաշից անմիջապես հետո մարզվել խորհուրդ չի տրվում։
3689:不已	不已	不已	დაუსრულებლად; ძალიან	კარგი ამბის გაგების შემდეგ ყველა ძალიან აღელდა.	անդադար; չափազանց	Լավ լուրը լսելուց հետո բոլորը չափազանց հուզվեցին։
3693:猜测	猜测	猜测	ვარაუდი; გამოცნობა	ის მხოლოდ ვარაუდობს და ჯერ მტკიცებულება არ აქვს.	ենթադրել; գուշակել	Նա միայն ենթադրում է և դեռ ապացույց չունի։
3696:才华	才华	才华	ნიჭი	მას მუსიკაში დიდი ნიჭი აქვს.	տաղանդ	Նա երաժշտության մեջ մեծ տաղանդ ունի։
3697:才能	才能	才能	უნარი; ნიჭი	ამ პროექტს მართვის უნარი სჭირდება.	կարողություն; տաղանդ	Այս նախագծին կառավարման կարողություն է պետք։
3699:财物	财物	财物	ქონება; ნივთები	გთხოვთ, პირად ნივთებს კარგად გაუფრთხილდეთ.	գույք; անձնական իրեր	Խնդրում եմ լավ պահեք ձեր անձնական իրերը։
3700:材质	材质	材质	მასალა; ფაქტურა	ამ ტანსაცმლის მასალა ძალიან კომფორტულია.	նյութ; հյուսվածք	Այս հագուստի նյութը շատ հարմարավետ է։
3707:参展	参展	参展	გამოფენაში მონაწილეობა	კომპანია წელს პირველად მონაწილეობს გამოფენაში.	ցուցահանդեսին մասնակցել	Ընկերությունն այս տարի առաջին անգամ մասնակցում է ցուցահանդեսին։
3710:草原	草原	草原	ველი; სტეპი	ზაფხულის სტეპი ძალიან ლამაზია.	խոտածածկ դաշտ; տափաստան	Ամառային տափաստանը շատ գեղեցիկ է։
3711:侧	侧	侧	მხარე	ის გზის მარცხენა მხარეს იდგა.	կողմ	Նա կանգնած էր ճանապարհի ձախ կողմում։
3716:层面	层面	层面	დონე; ასპექტი	ეს საკითხი სამართლებრივი ასპექტით უნდა გაანალიზდეს.	մակարդակ; տեսանկյուն	Այս հարցը պետք է վերլուծել իրավական տեսանկյունից։
3717:叉	叉	叉	ჩანგალი	ოფიციანტმა ჩანგალი მომცა.	պատառաքաղ	Մատուցողը ինձ պատառաքաղ տվեց։
3718:差异	差异	差异	განსხვავება	ჩრდილოეთისა და სამხრეთის კლიმატებს შორის დიდი განსხვავებაა.	տարբերություն	Հյուսիսի և հարավի կլիմաների միջև մեծ տարբերություն կա։
3720:查询	查询	查询	მოძიება; გამოკითხვა	ფრენის ინფორმაცია ინტერნეტში შეგიძლია მოიძიო.	որոնել; հարցում անել	Դուք կարող եք թռիչքի տեղեկությունները առցանց որոնել։
3721:拆除	拆除	拆除	დემონტაჟი; დანგრევა	ეს ძველი ხიდი მომავალ თვეში დაინგრევა.	քանդել; ապամոնտաժել	Այս հին կամուրջը հաջորդ ամիս կքանդվի։
3722:产出	产出	产出	წარმოება; გამოშვება	ეს მიწა ყოველ წელს ბევრ მარცვლეულს იძლევა.	արտադրել; տալ	Այս հողը ամեն տարի շատ հացահատիկ է տալիս։
3723:产地	产地	产地	წარმოშობის ადგილი; წარმოების ადგილი	ამ ჩაის წარმოშობის ადგილი იუნანშია.	արտադրության վայր; ծագման վայր	Այս թեյի ծագման վայրը Յունանն է։
3724:肠	肠	肠	ნაწლავი	ექიმმა მისი ნაწლავი შეამოწმა.	աղիք	Բժիշկը նրա աղիքը ստուգեց։
3725:长短	长短	长短	სიგრძე; სიგრძე-სიმოკლე	ამ ორ თოკს განსხვავებული სიგრძე აქვს.	երկարություն; կարճություն	Այս երկու պարանների երկարությունը տարբեր է։
3726:常规	常规	常规	ჩვეულებრივი; რუტინული	ეს საავადმყოფოს რუტინული შემოწმებაა.	սովորական; ընթացիկ	Սա հիվանդանոցի սովորական հետազոտություն է։
3727:常年	常年	常年	მთელი წლის განმავლობაში	აქ კლიმატი მთელი წლის განმავლობაში რბილია.	ամբողջ տարին	Այստեղ կլիման ամբողջ տարին մեղմ է։
3728:长寿	长寿	长寿	ხანგრძლივი სიცოცხლე	ჯანსაღი ცხოვრების ჩვევები ხანგრძლივ სიცოცხლეს უწყობს ხელს.	երկարակեցություն	Առողջ ապրելակերպի սովորությունները նպաստում են երկարակեցությանը։
3729:常温	常温	常温	ოთახის ტემპერატურა	ეს წამალი ოთახის ტემპერატურაზე შეიძლება შეინახოს.	սենյակային ջերմաստիճան	Այս դեղը կարելի է պահել սենյակային ջերմաստիճանում։
3730:场次	场次	场次	სეანსი; ჩვენების დრო	დღევანდელ წარმოდგენას სამი სეანსი აქვს.	ցուցադրման ժամ; սեանս	Այսօրվա ներկայացումը երեք սեանս ունի։
3731:场地	场地	场地	ადგილი; მოედანი	სკოლამ შეჯიბრის ადგილი უზრუნველყო.	վայր; խաղադաշտ	Դպրոցը մրցույթի վայր տրամադրեց։
3732:场馆	场馆	场馆	დარბაზი; სპორტული არენა	ახალ არენას ოცი ათასი ადამიანი ეტევა.	մարզադահլիճ; վայր	Նոր մարզադահլիճը կարող է քսան հազար մարդ տեղավորել։
3734:厂家	厂家	厂家	მწარმოებელი; ქარხანა	ეს მწარმოებელი გაყიდვის შემდგომ მომსახურებას იძლევა.	արտադրող; գործարան	Այս արտադրողը վաճառքից հետո սպասարկում է տրամադրում։
3735:场景	场景	场景	სცენა; სიტუაცია	ფილმის ეს სცენა ძალიან ამაღელვებელია.	տեսարան; իրավիճակ	Ֆիլմի այս տեսարանը շատ հուզիչ է։
3737:厂商	厂商	厂商	მწარმოებელი; მომწოდებელი	პრეზენტაციას ბევრი მომწოდებელი დაესწრო.	արտադրող; մատակարար	Շատ մատակարարներ մասնակցեցին շնորհանդեսին։
3746:炒股	炒股	炒股	აქციებით ვაჭრობა	მან ახლახან დაიწყო აქციებით ვაჭრობის სწავლა.	բաժնետոմսերով առևտուր անել	Նա վերջերս սկսել է սովորել բաժնետոմսերով առևտուր անել։
3748:撤回	撤回	撤回	უკან გაწვევა; გაუქმება	კომპანიამ ეს განაცხადი უკან გაიწვია.	հետ վերցնել; չեղարկել	Ընկերությունը հետ վերցրեց այս դիմումը։
3752:撑	撑	撑	დაჭერა; გაშლა	ეს ქოლგა აღარ იშლება.	պահել; բացել	Այս անձրևանոցը այլևս չի բացվում։
3755:称作	称作	称作	ეწოდება; უწოდებენ	ხალხი ამ ადგილს ქალაქის ბაღს უწოდებს.	անվանել; կոչել	Մարդիկ այս վայրը անվանում են քաղաքի այգի։
3756:成	成	成	მეათედი; წილი	წელს შემოსავალი სამი მეათედით გაიზარდა.	տասներորդ մաս; բաժին	Այս տարի եկամուտը երեք տասներորդով աճեց։
3763:成千上万	成千上万	成千上万	ათასობით	ათასობით ადამიანი შეუერთდა მსვლელობას.	հազարավոր	Հազարավոր մարդիկ մասնակցեցին երթին։
3766:诚信	诚信	诚信	პატიოსნება; სანდოობა	ბიზნესში ყველაზე მნიშვნელოვანი პატიოსნებაა.	ազնվություն; վստահելիություն	Բիզնեսում ամենակարևորը ազնվությունն է։
3768:城镇	城镇	城镇	დაბა; ქალაქური დასახლება	ეს დაბა ზღვისპირასთან ახლოსაა.	ավան; քաղաքային բնակավայր	Այս ավանը ծովափին մոտ է։
3770:持有	持有	持有	ფლობა	მას ამ კომპანიის აქციები აქვს.	ունենալ; տիրապետել	Նա այս ընկերության բաժնետոմսեր ունի։
3771:尺	尺	尺	ჩი; ჩინური ფუტი	ეს ნაჭერი სამი ჩი სიგრძისაა.	չի; չինական ֆուտ	Այս կտորը երեք չի երկարություն ունի։
3772:尺寸	尺寸	尺寸	ზომა; განზომილება	გთხოვთ, ყუთის ზომები დაადასტუროთ.	չափ; չափսեր	Խնդրում եմ հաստատեք տուփի չափսերը։
3778:重建	重建	重建	ხელახლა აშენება; აღდგენა	მიწისძვრის შემდეგ სოფელმა აღდგენა დაიწყო.	վերակառուցել; վերականգնել	Երկրաշարժից հետո գյուղը սկսեց վերակառուցվել։
3780:抽奖	抽奖	抽奖	ლატარია; პრიზების გათამაშება	ბილეთის მყიდველებს პრიზების გათამაშებაში მონაწილეობა შეუძლიათ.	վիճակահանություն; մրցանակային խաղարկություն	Տոմս գնողները կարող են մասնակցել վիճակահանությանը։
3782:愁	愁	愁	წუხილი; დარდი	ის სამუშაოს გამო დარდობს.	անհանգստանալ; մտահոգվել	Նա աշխատանքի հարցով անհանգստանում է։
3785:出场	出场	出场	სცენაზე გამოსვლა; გამოჩენა	მთავარი გმირი ბოლოს გამოჩნდა.	բեմ դուրս գալ; հայտնվել	Գլխավոր հերոսը վերջինը հայտնվեց։
3786:初等	初等	初等	დაწყებითი; საწყისი	ეს წიგნი დაწყებით მათემატიკას აცნობს.	տարրական; սկզբնական	Այս գիրքը ներկայացնում է տարրական մաթեմատիկա։
3787:出境	出境	出境	ქვეყნის დატოვება; საზღვრის გადაკვეთა	ქვეყნიდან გასვლის პროცედურებისთვის პასპორტია საჭირო.	երկրից դուրս գալ; սահմանը հատել	Երկրից դուրս գալու ձևակերպումների համար անձնագիր է պետք։
3788:出力	出力	出力	ძალისხმევის გაწევა; დახმარება შრომით	ამ პროექტში ყველა მზად არის ძალისხმევა გაიღოს.	ջանք գործադրել; աշխատանքով աջակցել	Այս նախագծում բոլորը պատրաստ են ջանք գործադրել։
3789:出名	出名	出名	ცნობილი; სახელგანთქმული	ეს პატარა მაღაზია თავისი პურით არის ცნობილი.	հայտնի; ճանաչված	Այս փոքր խանութը իր հացով հայտնի է։
3790:出入	出入	出入	შესვლა-გასვლა; წვდომა	საცხოვრებელ უბანში შესვლა-გასვლას ბარათის გატარება სჭირდება.	մուտք ու ելք; մուտքի իրավունք	Բնակելի թաղամաս մուտք ու ելքի համար պետք է քարտ անցկացնել։
3792:出游	出游	出游	მოგზაურობა; გასეირნება	არდადეგებზე ბევრი ოჯახი მოგზაურობას ირჩევს.	ճամփորդության գնալ	Արձակուրդին շատ ընտանիքներ ընտրում են ճամփորդության գնալ։
3793:出于	出于	出于	გამო; გამომდინარე	მან უსაფრთხოების მოსაზრებით გეგმა გააუქმა.	ելնելով; պատճառով	Նա անվտանգության նկատառումներից ելնելով չեղարկեց ծրագիրը։
3797:处罚	处罚	处罚	დასჯა; ჯარიმა	აკრძალულ ადგილას პარკირებისთვის დაისჯებით.	պատժել; տուգանք	Կանոնների խախտմամբ կայանելը կպատժվի։
3799:处处	处处	处处	ყველგან	ამ ქალაქში ყველგან მწვანე ხეებია.	ամենուր	Այս քաղաքում ամենուր կանաչ ծառեր կան։
3800:穿过	穿过	穿过	გავლა; გადაკვეთა	ჩვენ მშვიდ პატარა ბილიკზე გავიარეთ.	անցնել; հատել	Մենք անցանք մի հանգիստ փոքր արահետով։
3801:传承	传承	传承	გადაცემა თაობიდან თაობას; მემკვიდრეობით მიღება	ეს ხელობა რამდენიმე თაობაა გადაეცემა.	փոխանցել; ժառանգել	Այս արհեստը մի քանի սերունդ փոխանցվել է։
3804:传染病	传染病	传染病	ინფექციური დაავადება	ექიმმა ყველას ინფექციური დაავადებების პრევენცია შეახსენა.	վարակիչ հիվանդություն	Բժիշկը բոլորին հիշեցրեց կանխել վարակիչ հիվանդությունները։
3806:传输	传输	传输	გადაცემა; გადატანა	სისტემა მონაცემებს გადასცემს.	փոխանցել; տեղափոխել	Համակարգը տվյալներ է փոխանցում։
3808:船只	船只	船只	გემები; ნავები	პორტში ბევრი გემია გაჩერებული.	նավեր	Նավահանգստում շատ նավեր են կանգնած։
3810:窗口	窗口	窗口	ფანჯარა; მომსახურების სარკმელი	გთხოვთ, პროცედურები მესამე სარკმელთან გააკეთოთ.	պատուհան; սպասարկման կետ	Խնդրում եմ գնացեք երրորդ պատուհան՝ ձևակերպումները կատարելու համար։
3812:创办	创办	创办	დაარსება	დამთავრების შემდეგ მან კომპანია დააარსა.	հիմնել	Ավարտելուց հետո նա ընկերություն հիմնեց։
3813:创建	创建	创建	შექმნა; დაარსება	გუნდი ახალ მონაცემთა ბაზას ქმნის.	ստեղծել; հիմնել	Թիմը նոր տվյալների բազա է ստեղծում։
3815:创意	创意	创意	შემოქმედებითი იდეა; კრეატიულობა	ეს რეკლამა ძალიან კრეატიულია.	ստեղծագործական գաղափար; ստեղծարարություն	Այս գովազդը շատ ստեղծարար է։
3817:纯	纯	纯	სუფთა; წმინდა	ეს ბოთლი წვენი სუფთა ვაშლის წვენია.	մաքուր; զուտ	Այս շշի հյութը զուտ խնձորի հյութ է։
3818:瓷器	瓷器	瓷器	ფაიფური	მუზეუმმა ძველი ფაიფური გამოფინა.	ճենապակյա իրեր	Թանգարանը ցուցադրեց հին ճենապակյա իրեր։
3819:此刻	此刻	此刻	ამ მომენტში	ამ მომენტში მხოლოდ მშვიდად დასვენება მინდა.	այս պահին	Այս պահին ես միայն ուզում եմ հանգիստ հանգստանալ։
3821:次数	次数	次数	რაოდენობა; ჯერების რაოდენობა	გთხოვთ, ყოველდღიური ვარჯიშის რაოდენობა ჩაიწეროთ.	անգամների քանակ	Խնդրում եմ գրանցեք ամեն օր պարապելու անգամների քանակը։
3822:匆匆	匆匆	匆匆	აჩქარებით; ნაჩქარევად	მან საუზმე ნაჩქარევად დაამთავრა და გარეთ გავიდა.	շտապելով	Նա շտապ նախաճաշեց ու դուրս եկավ։
3824:从未	从未	从未	არასოდეს	მას თავისი ოცნება არასოდეს დაუთმია.	երբեք	Նա երբեք չի հրաժարվել իր երազանքից։
3825:从业	从业	从业	პროფესიულად მუშაობა	ის ფინანსურ სფეროში მრავალი წელია მუშაობს.	մասնագիտական ոլորտում աշխատել	Նա ֆինանսական ոլորտում աշխատում է արդեն երկար տարիներ։
3827:脆	脆	脆	ხრაშუნა; მტვრევადი	ეს ორცხობილა სურნელოვანი და ხრაშუნაა.	խրթխրթան; փխրուն	Այս թխվածքաբլիթը բուրավետ ու խրթխրթան է։
3829:村庄	村庄	村庄	სოფელი	მთის ძირში მშვიდი სოფელია.	գյուղ	Սարի ստորոտում խաղաղ գյուղ կա։
3830:存储	存储	存储	შენახვა	ეს ფოტოები ღრუბელში შეიძლება შეინახოს.	պահել; պահեստավորում	Այս լուսանկարները կարելի է պահել ամպում։
3831:寸	寸	寸	ცუნი; ჩინური სიგრძის ერთეული	ეს ფოტო ორი ცუნის ზომისაა.	ցուն; չինական չափման միավոր	Այս լուսանկարը երկու ցունի չափի է։
3837:打动	打动	打动	გულის შეძვრა; ემოციურად შეხება	მისმა გულწრფელობამ ყველა შეძრა.	հուզել; սրտին դիպչել	Նրա անկեղծությունը հուզեց բոլորին։
3840:打卡	打卡	打卡	მოსვლის აღნიშვნა; რეგისტრაცია	თანამშრომლები ყოველ დილით ცხრა საათზე რეგისტრაციას გადიან.	ներկայությունը գրանցել	Աշխատակիցները ամեն առավոտ ժամը իննին գրանցվում են։
3841:打雷	打雷	打雷	ქუხილი	გარეთ ქუხილი დაიწყო.	որոտալ	Դրսում սկսեց որոտալ։
3842:打造	打造	打造	შექმნა; აშენება	მათ ახალი ბრენდის შექმნა სურთ.	ստեղծել; կառուցել	Նրանք ուզում են նոր ապրանքանիշ ստեղծել։
3845:大吃一惊	大吃一惊	大吃一惊	ძალიან გაოცება	ფასის გაგების შემდეგ ის ძალიან გაოცდა.	շատ զարմանալ	Գինը լսելուց հետո նա շատ զարմացավ։
3846:大地	大地	大地	მიწა; დედამიწა	გაზაფხულის წვიმამ მიწა დაატენიანა.	հող; երկիր	Գարնան անձրևը թրջեց հողը։
3847:大都	大都	大都	უმეტესად	აქაური ტურისტების უმეტესობა ქვეყნის შიგნიდანაა.	մեծ մասամբ	Այստեղի զբոսաշրջիկները մեծ մասամբ երկրի ներսից են գալիս։
3849:大幅	大幅	大幅	მნიშვნელოვნად; მკვეთრად	წელს ხარჯები მნიშვნელოვნად შემცირდა.	զգալիորեն; մեծ չափով	Այս տարի ծախսերը զգալիորեն նվազեցին։
3851:大使	大使	大使	ელჩი	ელჩი მისასალმებელ ვახშამს დაესწრო.	դեսպան	Դեսպանը մասնակցեց ողջույնի ընթրիքին։
3852:大师	大师	大师	ოსტატი; დიდი სპეციალისტი	ამ ოსტატმა ბევრი რამ მასწავლა.	վարպետ; մեծ մասնագետ	Այս վարպետը ինձ շատ բան սովորեցրեց։
3853:大洋洲	大洋洲	大洋洲	ოკეანია	ავსტრალია ოკეანიაში მდებარეობს.	Օվկիանիա	Ավստրալիան գտնվում է Օվկիանիայում։
3856:待	待	待	დარჩენა	გთხოვთ, უსაფრთხო ადგილას დარჩით.	մնալ	Խնդրում եմ մնացեք անվտանգ վայրում։
3864:担忧	担忧	担忧	შეშფოთება; დარდი	მშობლები ბავშვის უსაფრთხოებაზე დარდობენ.	անհանգստանալ; մտահոգվել	Ծնողները անհանգստանում են երեխայի անվտանգության համար։
3870:当今	当今	当今	დღეს; თანამედროვე დრო	დღევანდელი საზოგადოება სწრაფად იცვლება.	ներկայիս; այսօրվա	Այսօրվա հասարակությունը շատ արագ է փոխվում։
3872:当下	当下	当下	ამჟამად; ახლა	ამჟამად ყველაზე მნიშვნელოვანი პრობლემის მოგვარებაა.	այս պահին; ներկայումս	Այս պահին ամենակարևորը խնդիրը լուծելն է։
3875:当天	当天	当天	იმავე დღეს	შეკვეთა იმავე დღეს გაიგზავნა.	նույն օրը	Պատվերը ուղարկվեց նույն օրը։
3876:岛	岛	岛	კუნძული	ამ კუნძულზე მანქანები არ არის.	կղզի	Այս կղզում մեքենաներ չկան։
3878:倒车	倒车	倒车	უკუსვლით სვლა	უკუსვლით სვლისას უკან მხარეს ყურადღება მიაქციეთ.	հետընթաց վարել	Հետընթաց վարելիս ուշադրություն դարձրեք հետևին։
3879:导师	导师	导师	ხელმძღვანელი; მენტორი	ჩემმა ხელმძღვანელმა ბევრი რჩევა მომცა.	գիտական ղեկավար; մենտոր	Իմ գիտական ղեկավարը ինձ շատ խորհուրդներ տվեց։
3881:倒是	倒是	倒是	კი; სინამდვილეში	ეს მაღაზია დიდი არ არის, მაგრამ გემო კი ძალიან კარგია.	բայց; իրականում	Այս խանութը մեծ չէ, բայց համն իրականում շատ լավն է։
3882:得了	得了	得了	დაავადება დაემართა; შეეყარა	მას გრიპი დაემართა და დასვენება სჭირდება.	հիվանդանալ; վարակվել	Նա գրիպով հիվանդացել է և հանգստի կարիք ունի։
3883:得以	得以	得以	შესაძლებელი გახდა	ყველას დახმარებით პროექტის დასრულება შესაძლებელი გახდა.	հնարավորություն ստանալ; կարողանալ	Բոլորի օգնությամբ նախագիծը հնարավոր եղավ ավարտել։
3884:得知	得知	得知	გაგება; ინფორმაციის მიღება	ახლახან გავიგე, რომ შეხვედრის დრო შეიცვალა.	իմանալ; տեղեկանալ	Ես հենց նոր իմացա, որ հանդիպման ժամը փոխվել է։
