source_headword	LO	example_LO
accusation	ຂໍ້ກ່າວຫາ	ຂໍ້ກ່າວຫາດັ່ງກ່າວເຮັດໃຫ້ຄະນະກຳມະການຕົກໃຈ.
accused	ຜູ້ຖືກກ່າວຫາ	ຜູ້ຖືກກ່າວຫາໄດ້ມາປະກົດຕົວຢູ່ສານ.
acquisition	ການໄດ້ມາ	ການຊື້ກິດຈະການດັ່ງກ່າວເຮັດໃຫ້ບໍລິສັດຂະຫຍາຍຕົວຢ່າງໄວວາ.
acre	ເອເຄີ	ຟາມດັ່ງກ່າວກວມເອົາເນື້ອທີ່ໜຶ່ງເອເຄີ.
activation	ການເປີດນຳໃຊ້	ການເປີດນຳໃຊ້ບັດໃຊ້ເວລາພຽງສອງສາມນາທີ.
activist	ນັກເຄື່ອນໄຫວ	ນັກເຄື່ອນໄຫວໄດ້ກ່າວຄຳປາໄສໃນການໂຮມຊຸມນຸມ.
acute	ຮຸນແຮງ	ລາວຮູ້ສຶກເຈັບປວດຢ່າງຮຸນແຮງຫຼັງຈາກແລ່ນ.
adaptation	ການດັດແປງ	ການດັດແປງໄດ້ປ່ຽນແປງຕອນຈົບຂອງນິຍາຍ.
adhere	ປະຕິບັດຕາມ	ພະນັກງານຕ້ອງປະຕິບັດຕາມກົດລະບຽບຄວາມປອດໄພ.
adjacent	ຕິດກັນ	ໂຮງແຮມຢູ່ຕິດກັບສະຖານີ.
adjustment	ການປັບປ່ຽນ	ການປັບປ່ຽນເລັກນ້ອຍແກ້ໄຂບັນຫາໄດ້.
administer	ຄຸ້ມຄອງ	ພະຍາບານໃຫ້ວັກຊີນຢ່າງລະມັດລະວັງ.
administrative	ບໍລິຫານ	ພະນັກງານບໍລິຫານຈັດການແບບຟອມ.
administrator	ຜູ້ບໍລິຫານ	ຜູ້ບໍລິຫານໄດ້ຕັ້ງລະຫັດຜ່ານຂອງຂ້ອຍຄືນໃໝ່.
admission	ການເຂົ້າຊົມ	ການເຂົ້າຊົມຫໍພິພິທະພັນແມ່ນຟຣີ.
adolescent	ໄວລຸ້ນ	ໄວລຸ້ນຕ້ອງການການສະໜັບສະໜູນເພີ່ມເຕີມ.
adoption	ການຮັບລ້ຽງລູກ	ການຮັບລ້ຽງລູກໄດ້ໃຫ້ເດັກມີບ້ານທີ່ໝັ້ນຄົງ.
adverse	ທີ່ເປັນຜົນຮ້າຍ	ຢາດັ່ງກ່າວເຮັດໃຫ້ເກີດຜົນຂ້າງຄຽງທີ່ບໍ່ດີ.
advocate	ຜູ້ສະໜັບສະໜູນ	ຜູ້ສະໜັບສະໜູນໄດ້ປົກປ້ອງສິດຂອງຜູ້ເຊົ່າ.
aesthetic	ຄວາມສວຍງາມ	ຫ້ອງນີ້ມີສະໄຕລ໌ຄວາມງາມທີ່ສະຫງົບ.
affection	ຄວາມຮັກແພງ	ລາວສະແດງຄວາມຮັກແພງຕໍ່ຄອບຄົວຂອງນາງ.
aftermath	ຜົນຕາມມາ	ຜົນຕາມມາຫຼັງຈາກພະຍຸແມ່ນມີຄວາມຫຍຸ້ງຍາກຫຼາຍ.
aggression	ຄວາມກ້າວລ້າວ	ຄູສັງເກດເຫັນຄວາມກ້າວລ້າວໃນຊ່ວງເວລາພັກຜ່ອນ.
agricultural	ທາງດ້ານກະສິກຳ	ການສົ່ງອອກກະສິກຳເພີ່ມຂຶ້ນໃນປີນີ້.
aide	ຜູ້ຊ່ວຍ	ຜູ້ຊ່ວຍໄດ້ຈັດຕາຕະລາງເວລາຂອງລັດຖະມົນຕີ.
albeit	ເຖິງແມ່ນວ່າ	ແຜນການໄດ້ຮັບຜົນ, ເຖິງແມ່ນວ່າຈະຊ້າກໍຕາມ.
alert	ເຕືອນ	ກະລຸນາແຈ້ງເຕືອນພະນັກງານທັນທີ.
align	ຈັດລຽງ	ລູກສອນລຽງກົງກັບເສັ້ນທາງ.
alignment	ການຕັ້ງສູນ	ການຕັ້ງສູນລໍ້ເຮັດໃຫ້ການຄວບຄຸມລົດດີຂຶ້ນ.
alike	ຄືກັນ	ຝາແຝດແຕ່ງຕົວຄືກັນໃນທ້າຍອາທິດ.
allegation	ຂໍ້ກ່າວຫາ	ຂໍ້ກ່າວຫາດັ່ງກ່າວປະກົດຢູ່ໃນໜັງສືພິມ.
allege	ກ່າວຫາ	ພວກເຂົາອ້າງວ່າເງິນທຶນສູນຫາຍໄປ.
allegedly	ຖືກກ່າວຫາວ່າ	ຄົນຂັບລົດຖືກກ່າວຫາວ່າບໍ່ສົນໃຈຄຳເຕືອນ.
alliance	ພັນທະມິດ	ພັກການເມືອງຕ່າງໆໄດ້ສ້າງພັນທະມິດຊົ່ວຄາວ.
allocate	ຈັດສັນ	ເມືອງຈະຈັດສັນເງິນສຳລັບໂຮງຮຽນ.
allocation	ການຈັດສັນ	ການຈັດສັນບ່ອນນັ່ງແມ່ນບໍ່ຍຸຕິທຳ.
allowance	ເງິນອຸດໜູນ	ເງິນອຸດໜູນຂອງລາວກວມເອົາຄ່າອາຫານທ່ຽງແລະຄ່າເດີນທາງ.
ally	ພັນທະມິດ	ການາດາກາຍເປັນພັນທະມິດທີ່ໃກ້ຊິດ.
aluminium	ອາລູມິນຽມ	ໂຄງສ້າງແມ່ນເຮັດຈາກອາລູມິນຽມ.
amateur	ມືສະໝັກຫຼິ້ນ	ນັກຖ່າຍຮູບມືສະໝັກຫຼິ້ນເປັນຄົນຖ່າຍຮູບນີ້.
ambassador	ເອກອັກຄະລັດຖະທູດ	ທ່ານທູດໄດ້ພົບປະກັບນັກຮຽນທ້ອງຖິ່ນ.
amend	ແກ້ໄຂ	ລັດຖະສະພາໄດ້ລົງຄະແນນສຽງເພື່ອແກ້ໄຂກົດໝາຍ.
amendment	ການແກ້ໄຂ	ການແກ້ໄຂດັ່ງກ່າວໄດ້ປ່ຽນແປງໜຶ່ງຫຍໍ້ໜ້າ.
amid	ທ່າມກາງ	ຄຳປາໄສເກີດຂຶ້ນທ່າມກາງຄວາມເຄັ່ງຕຶງທີ່ເພີ່ມຂຶ້ນ.
analogy	ການປຽບທຽບ	ຄູໄດ້ໃຊ້ການປຽບທຽບທີ່ງ່າຍດາຍ.
anchor	ສະໝໍ	ເຮືອໄດ້ຖິ້ມສະໝໍຢູ່ໃກ້ກັບເກາະ.
angel	ເທວະດາ	ເດັກນ້ອຍໃສ່ຊຸດເທວະດາ.
anonymous	ບໍ່ລະບຸຊື່	ຄຳຮ້ອງຮຽນດັ່ງກ່າວບໍ່ໄດ້ລະບຸຊື່.
apparatus	ອຸປະກອນ	ອຸປະກອນໃນຫ້ອງທົດລອງຕ້ອງການການທຳຄວາມສະອາດ.
appealing	ໜ້າສົນໃຈ	ຂໍ້ສະເໜີດັ່ງກ່າວເບິ່ງຄືໜ້າສົນໃຈສຳລັບນັກຮຽນ.
appetite	ຄວາມຢາກອາຫານ	ການອອກກຳລັງກາຍເຮັດໃຫ້ລາວມີຄວາມຢາກອາຫານເພີ່ມຂຶ້ນ.
applaud	ຕົບມື	ຜູ້ຊົມເລີ່ມຕົບມືຢ່າງດັງ.
applicable	ໃຊ້ໄດ້	ສ່ວນຫຼຸດແມ່ນສາມາດໃຊ້ໄດ້ໃນມື້ນີ້.
appoint	ແຕ່ງຕັ້ງ	ຄະນະກຳມະການຈະແຕ່ງຕັ້ງຜູ້ອຳນວຍການ.
appreciation	ຄວາມຊາບຊຶ້ງ	ລາວໄດ້ສະແດງຄວາມຊາບຊຶ້ງສຳລັບການຊ່ວຍເຫຼືອຂອງພວກເຂົາ.
arbitrary	ຕາມໃຈຊອບ	ກຳນົດເວລາເບິ່ງຄືວ່າຕັ້ງຂຶ້ນຕາມໃຈຊອບສຳລັບພະນັກງານ.
architectural	ທາງດ້ານສະຖາປັດຕະຍະກຳ	ເມືອງປົກປັກຮັກສາມໍລະດົກທາງດ້ານສະຖາປັດຕະຍະກຳຂອງຕົນ.
archive	ບ່ອນເກັບເອກະສານ	ຄັງເກັບຂໍ້ມູນໄດ້ເກັບຮັກສາຮູບພາບເກົ່າໆ.
arena	ສະໜາມ	ການໂຕ້ວາທີໄດ້ກ້າວເຂົ້າສູ່ເວທີສາທາລະນະ.
arguably	ອາດເວົ້າໄດ້ວ່າ	ອາດເວົ້າໄດ້ວ່ານີ້ຄືນິຍາຍທີ່ດີທີ່ສຸດຂອງລາວ.
arm	ປະກອບອາວຸດ	ກອງຍາມຈະປະກອບອາວຸດໃຫ້ຂະບວນລົດ.
array	ລາຍການທີ່ຫຼາກຫຼາຍ	ຮ້ານດັ່ງກ່າວມີເຄື່ອງມືຫຼາກຫຼາຍຊະນິດໃຫ້ເລືອກ.
articulate	ສື່ສານໄດ້ຢ່າງຊັດເຈນ	ລາວສາມາດສື່ສານແນວຄວາມຄິດທີ່ຊັບຊ້ອນໄດ້ຢ່າງຊັດເຈນ.
ash	ຂີ້ເທົ່າ	ຂີ້ເທົ່າໄດ້ປົກຄຸມລົດຫຼັງຈາກໄຟໄໝ້.
aspiration	ຄວາມມຸ່ງມາດປາດຖະໜາ	ຄວາມປາດຖະໜາຂອງນາງຄືການເປັນແພດຜ່າຕັດ.
aspire	ມຸ່ງຫວັງ	ນັກຮຽນຫຼາຍຄົນມຸ່ງຫວັງທີ່ຈະໄປຮຽນຕໍ່ຕ່າງປະເທດ.
assassination	ການລອບສັງຫານ	ການລອບສັງຫານໄດ້ປ່ຽນແປງການເມືອງຂອງປະເທດ.
assault	ການທຳຮ້າຍຮ່າງກາຍ	ການທຳຮ້າຍຮ່າງກາຍເກີດຂຶ້ນໃກ້ກັບສະຖານີ.
assemble	ປະກອບ	ຄົນງານປະກອບເຄື່ອງເຟີນີເຈີດ້ວຍມື.
assembly	ການຊຸມນຸມ	ການລວມແຖວຂອງໂຮງຮຽນເລີ່ມຕົ້ນເວລາເກົ້າໂມງ.
assert	ຢືນຢັນ	ລາວພະຍາຍາມຢືນຢັນອຳນາດຂອງລາວ.
assertion	ຂໍ້ຢືນຢັນ	ຂໍ້ຢືນຢັນຂອງນາງເຮັດໃຫ້ຄະນະກຳມະການປະຫຼາດໃຈ.
assurance	ຄວາມເຊື່ອໝັ້ນ	ຜູ້ຈັດການໄດ້ໃຫ້ການຮັບປະກັນການສະໜັບສະໜູນ.
asylum	ບ່ອນລີ້ໄພ	ຄອບຄົວໄດ້ຮ້ອງຂໍບ່ອນລີ້ໄພຢູ່ຊາຍແດນ.
atrocity	ຄວາມໂຫດຮ້າຍ	ຮູບເງົາໄດ້ອະທິບາຍເຖິງຄວາມໂຫດຮ້າຍໃນຍາມສົງຄາມ.
attain	ບັນລຸ	ມີນັກແລ່ນໜ້ອຍຄົນທີ່ສາມາດບັນລຸຄວາມໄວນັ້ນໄດ້.
attendance	ການເຂົ້າຮ່ວມ	ການເຂົ້າຮ່ວມດີຂຶ້ນຫຼັງຈາກການປະກາດ.
attorney	ທະນາຍຄວາມ	ທະນາຍຄວາມໄດ້ສອບສວນພະຍານ.
attribute	ຖືວ່າເປັນຜົນມາຈາກ	ນັກວິທະຍາສາດຖືວ່າການເພີ່ມຂຶ້ນແມ່ນມາຈາກມົນລະພິດ.
audit	ການກວດສອບບັນຊີ	ການກວດສອບບັນຊີພົບເຫັນຂໍ້ຜິດພາດຫຼາຍຢ່າງ.
authentic	ແທ້ຈິງ	ຮ້ານອາຫານດັ່ງກ່າວບໍລິການອາຫານທ້ອງຖິ່ນຕົ້ນຕຳຮັບ.
authorize	ອະນຸຍາດ	ມີພຽງຜູ້ຈັດການເທົ່ານັ້ນທີ່ສາມາດອະນຸຍາດການຄືນເງິນໄດ້.
auto	ລົດໃຫຍ່	ອຸດສາຫະກຳລົດໃຫຍ່ໄດ້ປ່ຽນແປງຢ່າງໄວວາ.
autonomy	ການປົກຄອງຕົນເອງ	ພາກພື້ນຕ້ອງການການປົກຄອງຕົນເອງຫຼາຍຂຶ້ນ.
availability	ຄວາມພ້ອມ	ຄວາມພ້ອມຂອງບ່ອນນັ່ງແມ່ນມີຈຳກັດ.
await	ລໍຖ້າ	ຫຼາຍຂໍ້ຄວາມລໍຖ້າການຕອບກັບຂອງທ່ານ.
backdrop	ສາກຫຼັງ	ພູເຂົາປະກອບເປັນສາກຫຼັງທີ່ໜ້າປະທັບໃຈ.
backing	ການສະໜັບສະໜູນ	ຂໍ້ສະເໜີໄດ້ຮັບການສະໜັບສະໜູນຈາກຜູ້ມີສິດເລືອກຕັ້ງ.
backup	ສຳຮອງ	ລະບົບສ້າງການສຳຮອງຂໍ້ມູນທຸກໆມື້.
bail	ເງິນປະກັນຕົວ	ຜູ້ພິພາກສາໄດ້ກຳນົດເງິນປະກັນຕົວໃນຕອນທ່ຽງ.
ballot	ບັດເລືອກຕັ້ງ	ຜູ້ມີສິດເລືອກຕັ້ງແຕ່ລະຄົນໄດ້ຮັບບັດເລືອກຕັ້ງ.
banner	ປ້າຍ	ປ້າຍໄດ້ຖືກແຂວນຢູ່ເທິງທາງເຂົ້າ.
bare	ເປົ່າຫວ່າງ	ຫ້ອງມີຝາເປົ່າຫວ່າງ.
barrel	ຖັງ	ຖັງເຕັມໄປດ້ວຍນ້ຳ.
bass1	ສຽງເບສ	ສຽງເບສດັງເລິກແລະອົບອຸ່ນ.
battlefield	ສະໜາມຮົບ	ສະໜາມຮົບເກົ່າໄດ້ກາຍເປັນອະນຸສອນສະຖານ.
bay	ອ່າວ	ໝູ່ບ້ານຕັ້ງຢູ່ຂ້າງອ່າວທີ່ງຽບສະຫງົບ.
beam	ຂາງ	ຂາງເຫຼັກຮອງຮັບຫຼັງຄາ.
beast	ສັດຮ້າຍ	ເລື່ອງເລົ່າອະທິບາຍເຖິງສັດຮ້າຍທີ່ດຸຮ້າຍ.
behalf	ຕາງໜ້າ	ລາວເວົ້າຕາງໜ້າໃຫ້ທີມຂອງລາວ.
beloved	ເປັນທີ່ຮັກ	ຄູທີ່ຮັກແພງໄດ້ອອກບຳນານໃນມື້ນີ້.
bench	ຕັ່ງຍາວ	ພວກເຂົານັ່ງຢູ່ເທິງຕັ່ງຍາວໄມ້.
benchmark	ມາດຕະຖານ	ການທົດສອບໄດ້ກາຍເປັນມາດຕະຖານຂອງອຸດສາຫະກຳ.
beneath	ຢູ່ລຸ່ມ	ເອກະສານຢູ່ລຸ່ມແຟ້ມ.
beneficiary	ຜູ້ຮັບຜົນປະໂຫຍດ	ລູກຊາຍຂອງນາງແມ່ນຜູ້ຮັບຜົນປະໂຫຍດຫຼັກ.
betray	ທໍລະຍົດ	ຢ່າທໍລະຍົດຄວາມໄວ້ວາງໃຈຂອງໝູ່ເຈົ້າ.
bind	ຜູກມັດ	ຂໍ້ຕົກລົງຈະຜູກມັດທັງສອງບໍລິສັດ.
biography	ຊີວະປະຫວັດ	ຊີວະປະຫວັດຂອງລາວຂາຍໄດ້ຫຼາຍສະບັບ.
bishop	ອະທິການບໍດີ	ອະທິການບໍດີໄດ້ໄປຢ້ຽມຢາມໂບດໃນໝູ່ບ້ານ.
bizarre	ແປກປະຫຼາດ	ຮູບເງົາມີຕອນຈົບທີ່ແປກປະຫຼາດ.
blade	ໃບມີດ	ໃບມີດຕັດເຊືອກ.
blast	ການລະເບີດ	ການລະເບີດເຮັດໃຫ້ປ່ອງຢ້ຽມໃກ້ຄຽງແຕກ.
bleed	ເລືອດອອກ	ບາດແຜເລີ່ມມີເລືອດອອກຫຼາຍ.
blend	ປັ່ນ	ປັ່ນນ້ຳຊອດຈົນກ້ຽງ.
bless	ອວຍພອນ	ນັກບວດຈະອວຍພອນໃຫ້ເຮືອນ.
blessing	ພອນ	ການມີການສະໜັບສະໜູນແມ່ນພອນ.
boast	ໂອ້ອວດ	ລາວມັກໂອ້ອວດເລື່ອງເງິນ.
bonus	ເງິນໂບນັດ	ພະນັກງານໄດ້ຮັບເງິນໂບນັດວັນພັກ.
boom	ການຂະຫຍາຍຕົວ	ເມືອງໄດ້ປະສົບກັບການຂະຫຍາຍຕົວຂອງການກໍ່ສ້າງ.
bounce	ກະດອນ	ໝາກບານສາມາດກະດອນໄດ້ສູງຫຼາຍ.
boundary	ຊາຍແດນ	ແມ່ນ້ຳເປັນເຄື່ອງໝາຍຊາຍແດນ.
bow1	ກົ້ມ	ນັກສະແດງໄດ້ກົ້ມຫົວລົງຢ່າງເລິກເຊິ່ງ.
breach	ການລະເມີດ	ການລະເມີດໄດ້ເປີດເຜີຍຂໍ້ມູນສ່ວນຕົວ.
breakdown	ການແຍກຍ່ອຍ	ບົດລາຍງານປະກອບມີການແຍກຍ່ອຍຄ່າໃຊ້ຈ່າຍ.
breakthrough	ການຄົ້ນພົບ	ການຄົ້ນພົບແມ່ນການບຸກເບີກທີ່ສຳຄັນ.
breed	ປະສົມພັນ	ນົກເຫຼົ່ານີ້ປະສົມພັນໃນລະດູໃບໄມ້ປົ່ງ.
broadband	ບຣອດແບນ	ຫ້ອງການຕ້ອງການບຣອດແບນທີ່ໄວກວ່າ.
browser	ບຣາວເຊີ	ອັບເດດບຣາວເຊີຂອງທ່ານກ່ອນເຂົ້າສູ່ລະບົບ.
brutal	ໂຫດຮ້າຍ	ການໂຈມຕີແມ່ນໂຫດຮ້າຍແລະກະທັນຫັນ.
buck	ໂດລາ	ປີ້ລາຄາສິບໂດລາ.
buddy	ໝູ່	ໝູ່ຂອງລາວລໍຖ້າຢູ່ຂ້າງນອກ.
buffer	ກັນຊົນ	ຕົ້ນໄມ້ສ້າງເປັນກັນຊົນສຽງດັງ.
bulk	ຈຳນວນຫຼາຍ	ພວກເຂົາຊື້ເຂົ້າເປັນຈຳນວນຫຼາຍ.
burden	ພາລະ	ໜີ້ສິນກາຍເປັນພາລະທີ່ໜັກໜ່ວງ.
bureaucracy	ລະບົບລາຊະການ	ລະບົບລາຊະການເຮັດໃຫ້ການອະນຸຍາດຊັກຊ້າ.
burial	ການຝັງສົບ	ການຝັງສົບເກີດຂຶ້ນໃນຕອນອາລຸນ.
burst	ແຕກ	ທໍ່ອາດຈະແຕກພາຍໃຕ້ຄວາມດັນ.
cabinet	ຄະນະລັດຖະມົນຕີ	ຄະນະລັດຖະມົນຕີໄດ້ອະນຸມັດແຜນການ.
calculation	ການຄຳນວນ	ການຄຳນວນໃຊ້ເວລາຫຼາຍນາທີ.
canvas	ຜ້າໃບ	ນັກສິລະປິນໄດ້ແຕ້ມໃສ່ຜ້າໃບຂະໜາດໃຫຍ່.
capability	ຄວາມສາມາດ	ອຸປະກອນມີຄວາມສາມາດໄຮ້ສາຍ.
capitalism	ທຶນນິຍົມ	ທຶນນິຍົມໄດ້ສ້າງເສດຖະກິດສະໄໝໃໝ່.
capitalist	ນາຍທຶນ	ລະບົບທຶນນິຍົມໃຫ້ລາງວັນແກ່ການລົງທຶນສ່ວນຕົວ.
cargo	ສິນຄ້າ	ກຳປັ່ນບັນທຸກສິນຄ້າທາງການແພດ.
carriage	ຕູ້ລົດໄຟ	ຕູ້ລົດໄຟເກືອບຈະເປົ່າຫວ່າງ.
carve	ແກະສະຫຼັກ	ລາວຈະແກະສະຫຼັກໄມ້ຢ່າງລະມັດລະວັງ.
casino	ກາຊີໂນ	ກາຊີໂນໄດ້ເປີດຢູ່ໃກ້ກັບໂຮງແຮມ.
casualty	ຜູ້ເສຍຊີວິດ	ອຸບັດຕິເຫດເຮັດໃຫ້ມີຜູ້ເສຍຊີວິດໜຶ່ງຄົນ.
catalogue	ແຄັດຕາລັອກ	ແຄັດຕາລັອກລາຍງານທຸກຜະລິດຕະພັນ.
cater	ຈັດລ້ຽງ	ຮ້ານອາຫານສາມາດຈັດລ້ຽງສຳລັບງານໃຫຍ່ໄດ້.
cattle	ງົວຄວາຍ	ງົວຄວາຍກິນຫຍ້າຢູ່ໃກ້ແມ່ນ້ຳ.
caution	ຄວາມລະມັດລະວັງ	ໃຊ້ຄວາມລະມັດລະວັງໃນຖະໜົນທີ່ມີນ້ຳກ້ອນ.
cautious	ລະມັດລະວັງ	ນັກລົງທຶນຍັງຄົງລະມັດລະວັງໃນອາທິດນີ້.
cease	ຢຸດ	ໂຮງງານຈະຢຸດການຜະລິດໃນໄວໆນີ້.
cemetery	ສຸສານ	ສຸສານເບິ່ງເຫັນທະເລ.
chamber	ຫ້ອງ	ຫ້ອງງຽບສະຫງົບໃນລະຫວ່າງການລົງຄະແນນສຽງ.
chaos	ຄວາມວຸ່ນວາຍ	ຄວາມຊັກຊ້າເຮັດໃຫ້ເກີດຄວາມວຸ່ນວາຍຢູ່ສະໜາມບິນ.
characterize	ພັນລະນາ	ຜູ້ຊ່ຽວຊານພັນລະນາແຜນການນີ້ວ່າມີຄວາມສ່ຽງ.
charm	ສະເໜ່	ເມືອງມີສະເໜ່ແບບໂລກເກົ່າ.
charter	ກົດບັດ	ກົດບັດປົກປ້ອງສິດທິພື້ນຖານ.
chronic	ຊຳເຮື້ອ	ລາວທົນທຸກຈາກອາການປວດຫຼັງຊຳເຮື້ອ.
chunk	ຕ່ອນ	ຕັດເນີຍແຂງເປັນຕ່ອນ.
circulate	ໝູນວຽນ	ກະລຸນາແຈກຢາຍວາລະປະຊຸມໃນມື້ນີ້.
circulation	ການໝູນວຽນ	ຍອດຂາຍໜັງສືພິມໄດ້ຫຼຸດລົງຢ່າງໄວວາ.
citizenship	ສັນຊາດ	ນາງໄດ້ສະໝັກຂໍສັນຊາດຝຣັ່ງ.
civic	ພົນລະເມືອງ	ຜູ້ນຳພົນລະເມືອງເຂົ້າຮ່ວມການປະຊຸມ.
civilian	ພົນລະເຮືອນ	ເຮືອນຂອງພົນລະເຮືອນຫຼາຍຫຼັງໄດ້ຮັບຄວາມເສຍຫາຍ.
clarity	ຄວາມຊັດເຈນ	ແຜນວາດໄດ້ເພີ່ມຄວາມຊັດເຈນໃຫ້ກັບບົດລາຍງານ.
clash	ການປະທະກັນ	ການປະທະກັນໄດ້ເລີ່ມຕົ້ນຫຼັງຈາກການເດີນຂະບວນ.
classification	ການຈັດປະເພດ	ການຈັດປະເພດແມ່ນຂຶ້ນກັບຂະໜາດ.
cling	ຕິດ	ເຄື່ອງນຸ່ງປຽກຕິດກັບຜິວໜັງ.
clinical	ທາງຄລີນິກ	ການທົດລອງທາງຄລີນິກເລີ່ມຕົ້ນໃນເດືອນໜ້າ.
closure	ການປິດ	ຄອບຄົວຕ້ອງການການປິດຄະດີ.
cluster	ກຸ່ມ	ມີກຸ່ມເຮືອນຕັ້ງຢູ່ໃກ້ໆ.
coalition	ແນວໂຮມ	ແນວໂຮມສູນເສຍສຽງສ່ວນຫຼາຍ.
coastal	ແຄມຝັ່ງທະເລ	ໝູ່ບ້ານແຄມຝັ່ງທະເລກຽມພ້ອມສຳລັບນ້ຳຖ້ວມ.
cocktail	ຄັອກເທວ	ລາວສັ່ງຄັອກເທວໝາກໄມ້.
cognitive	ສະຕິປັນຍາ	ທັກສະທາງສະຕິປັນຍາປັບປຸງຂຶ້ນດ້ວຍການຝຶກຝົນ.
coincide	ກົງກັນ	ງານບຸນຈະກົງກັບການຮັບໃບປະກາດສະນີຍະບັດ.
collaborate	ຮ່ວມມື	ທີມງານຮ່ວມມືກັນດ້ານຊອບແວ.
collaboration	ການຮ່ວມມື	ການຮ່ວມມືຂອງພວກເຂົາເຮັດໃຫ້ເກີດຜົນໄດ້ຮັບທີ່ແຂງແກ່ນ.
collective	ລວມໝູ່	ການຕັດສິນໃຈແມ່ນຄວາມພະຍາຍາມລວມໝູ່.
collision	ການຕຳກັນ	ການຕຳກັນໄດ້ຕັນທາງຫຼວງ.
colonial	ອານານິຄົມ	ອາຄານມີສະຖາປັດຕະຍະກຳແບບອານານິຄົມ.
columnist	ນັກຂຽນບົດຄວາມ	ນັກຂຽນບົດຄວາມໄດ້ວິຈານນະໂຍບາຍ.
combat	ການຕໍ່ສູ້	ທະຫານໄດ້ຝຶກຊ້ອມສຳລັບການຕໍ່ສູ້.
commence	ເລີ່ມຕົ້ນ	ພິທີຈະເລີ່ມຕົ້ນໃນຕອນທ່ຽງ.
commentary	ຄຳບັນຍາຍ	ຄຳບັນຍາຍການແຂ່ງຂັນແມ່ນມີຊີວິດຊີວາ.
commentator	ນັກບັນຍາຍ	ນັກບັນຍາຍໄດ້ອະທິບາຍການຕັດສິນໃຈ.
commerce	ການຄ້າ	ການຄ້າທາງອອນລາຍໄດ້ເຕີບໂຕຢ່າງໄວວາ.
commissioner	ກຳມະການ	ກຳມະການໄດ້ປະກາດກົດລະບຽບໃໝ່.
commodity	ສິນຄ້າ	ເຂົ້າສາລີແມ່ນສິນຄ້າທີ່ສຳຄັນ.
communist	ກອມມູນິດ	ພັກກອມມູນິດໄດ້ຈັດກອງປະຊຸມ.
companion	ເພື່ອນຮ່ວມທາງ	ໝາຂອງລາວແມ່ນເພື່ອນທີ່ຊື່ສັດ.
comparable	ທຽບເທົ່າກັນ	ສອງເມືອງມີຂະໜາດທຽບເທົ່າກັນ.
compassion	ຄວາມເມດຕາ	ພະຍາບານໄດ້ສະແດງຄວາມເມດຕາຢ່າງຫຼວງຫຼາຍ.
compel	ບັງຄັບ	ຫຼັກຖານອາດຈະບັງຄັບໃຫ້ມີການຕອບສະໜອງ.
