source_headword	HI	example_HI
descend	नीचे आना	रास्ता तेज़ी से नीचे उतरने लगा।
descent	उतार	विमान ने नीचे आना शुरू किया।
designate	नामित करना	शहर एक नए पार्क को नामित करेगा।
desirable	वांछनीय	कक्षाओं में अच्छी रोशनी वांछनीय है।
desktop	डेस्कटॉप	फ़ाइल मेरे डेस्कटॉप पर है।
destructive	विनाशकारी	तूफान में विनाशकारी शक्ति थी।
detain	हिरासत में लेना	पुलिस संदिग्धों को रात भर हिरासत में रख सकती है।
detection	पता लगाना	जल्दी पता लगने से कैंसर के इलाज में सुधार होता है।
detention	हिरासत	छात्रों ने हिरासत की शर्तों के खिलाफ विरोध प्रदर्शन किया।
deteriorate	बिगड़ना	उनका स्वास्थ्य बिगड़ने लगा।
devastate	तबाह करना	भूकंप तटीय शहरों को तबाह कर सकता है।
devil	शैतान	बच्चे ने एक मुस्कुराता हुआ शैतान बनाया।
devise	योजना बनाना	इंजीनियर सुरक्षित परिवहन प्रणाली तैयार करते हैं।
diagnose	निदान करना	डॉक्टर रक्त परीक्षण से बीमारी का निदान करते हैं।
diagnosis	निदान	निदान ने उनके लक्षणों की व्याख्या की।
dictate	निर्धारित करना	अनुबंध भुगतान की शर्तें निर्धारित करेगा।
dictator	तानाशाह	तानाशाह ने मीडिया को नियंत्रित किया।
differentiate	अंतर करना	क्या आप तथ्य और राय के बीच अंतर कर सकते हैं?
dignity	गरिमा	हर कोई काम पर गरिमा का हकदार है।
dilemma	दुविधा	प्रबंधक को एक गंभीर दुविधा का सामना करना पड़ा।
dimension	आयाम	समस्या का एक राजनीतिक आयाम है।
diminish	कम होना	दर्द धीरे-धीरे कम होना चाहिए।
dip	गिरना	तापमान शून्य से नीचे गिर सकता है।
diplomat	राजनयिक	राजनयिक ने विदेशी नेताओं से मुलाकात की।
diplomatic	राजनयिक	राजनयिक वार्ता रात भर जारी रही।
directory	निर्देशिका	निर्देशिका में उसका नंबर खोजें।
disastrous	विनाशकारी	विनाशकारी बाढ़ ने कई पुलों को नष्ट कर दिया।
discard	फेंकना	उपयोगी रिकॉर्ड को न फेंके।
discharge	छुट्टी देना	अस्पताल उसे कल छुट्टी दे देगा।
disclose	खुलासा करना	अधिकारियों ने आंकड़ों का खुलासा करने से इनकार कर दिया।
disclosure	खुलासा	खुलासे ने बोर्ड को चौंका दिया।
discourse	बातचीत	सार्वजनिक बातचीत अधिक विनम्र हो गई।
discretion	विवेक	संवेदनशील मामलों में अपने विवेक का प्रयोग करें।
discrimination	भेदभाव	कानून काम पर रखने में भेदभाव पर प्रतिबंध लगाता है।
dismissal	बर्ख़ास्तगी	उनकी बर्ख़ास्तगी से जनता में गुस्सा फैल गया।
displace	विस्थापित करना	युद्ध हजारों लोगों को विस्थापित कर सकता है।
disposal	निपटान	कचरा निपटान एक स्थानीय समस्या बनी हुई है।
dispose	निपटाना	कंपनी को रसायनों का सुरक्षित रूप से निपटान करना चाहिए।
dispute	विवाद	विवाद महीनों तक चला।
disrupt	बाधित करना	शोर एकाग्रता को बाधित कर सकता है।
disruption	व्यवधान	हड़ताल के कारण बड़ा व्यवधान उत्पन्न हुआ।
dissolve	घुलना	चीनी गर्म चाय में घुल जाएगी।
distinction	अंतर	उनके बीच का अंतर महत्वपूर्ण है।
distinctive	विशिष्ट	उसकी एक विशिष्ट आवाज़ है।
distort	विकृत करना	दर्पण आपके प्रतिबिंब को विकृत कर सकता है।
distress	व्यथा	कॉल के कारण गंभीर व्यथा हुई।
disturbing	परेशान करने वाला	वृत्तचित्र में परेशान करने वाले दृश्य दिखाए गए।
divert	मोड़ना	पुलिस को यातायात को मोड़ना पड़ा।
divine	दिव्य	चैपल में एक दिव्य वातावरण है।
doctrine	सिद्धांत	पार्टी ने पुराने सिद्धांत को खारिज कर दिया।
documentation	दस्तावेज़ीकरण	लॉन्च से पहले दस्तावेज़ीकरण पूरा करें।
domain	डोमेन	वेबसाइट एक सुरक्षित डोमेन का उपयोग करती है。
dominance	प्रभुत्व	टीम का प्रभुत्व एक दशक तक रहा।
donor	दाता	दाता ने आज रक्तदान किया।
dose	खुराक	नाश्ते के बाद एक खुराक लें।
drain	बहना	पानी बहकर नदी में चला जाएगा।
drift	उड़ना	धुआं सड़क के पार उड़ने लगा।
driving	मुख्य	देरी के पीछे बारिश मुख्य कारक थी।
drown	डूबना	कभी भी वहां न तैरें जहां लहरें आपको डुबो सकती हैं।
dual	दोहरा	डिवाइस का दोहरा कार्य है।
dub	नाम देना	आलोचकों ने शहर को सांस्कृतिक राजधानी का नाम दिया है।
dumb	बेवकूफ	वह एक बेवकूफी भरी गलती थी।
duo	जोड़ी	कॉमेडी जोड़ी ने यूरोप का दौरा किया।
eager	उत्सुक	छात्र शुरुआत करने के लिए उत्सुक थे।
earnings	कमाई	कंपनी की कमाई में भारी वृद्धि हुई।
ease	कम करना	नई सड़क से ट्रैफिक कम होगा।
echo	गूंजना	उसकी आवाज़ हॉल में गूंज उठी।
ecological	पारिस्थितिक	पारिस्थितिक प्रभाव अनिश्चित बना हुआ है।
educator	शिक्षक	शिक्षक ने एक नया पाठ्यक्रम तैयार किया।
effectiveness	प्रभावशीलता	अध्ययन ने वैक्सीन की प्रभावशीलता को मापा।
efficiency	दक्षता	बेहतर सॉफ्टवेयर ने दक्षता में सुधार किया।
ego	अहंकार	उसके अहंकार के कारण काम पर समस्याएं हुईं।
elaborate	विस्तृत	विस्तृत पोशाक में हफ्तों लग गए।
electoral	चुनावी	पिछले साल चुनावी व्यवस्था बदल गई।
elevate	बढ़ाना	यह पुरस्कार उसकी प्रतिष्ठा को बढ़ाएगा।
eligible	योग्य	केवल निवासी ही छूट के लिए योग्य हैं।
elite	कुलीन	कुलीन वर्ग ने एक निजी अकादमी में प्रशिक्षण लिया।
embark	शुरू करना	वे एक लंबी यात्रा शुरू करेंगे।
embarrassment	शर्मिंदगी	वह अपनी शर्मिंदगी छिपाने के लिए हंसा।
embassy	दूतावास	दूतावास ने नई यात्रा सलाह जारी की।
embed	शामिल करना	पत्रकार यूनिट में शामिल होगा।
embody	साकार करना	मूर्ति साहस को साकार करती प्रतीत होती है।
emergence	उद्भव	फोन के उद्भव ने दैनिक जीवन को बदल दिया।
empirical	अनुभवजन्य	पेपर अनुभवजन्य साक्ष्य पर निर्भर करता है।
empower	सशक्त बनाना	शिक्षा स्थानीय समुदायों को सशक्त बना सकती है।
enact	लागू करना	संसद ने सुधार लागू करने के लिए मतदान किया।
encompass	शामिल करना	पाठ्यक्रम में आधुनिक इतिहास शामिल होगा।
encouragement	प्रोत्साहन	उसके प्रोत्साहन ने उसे जारी रखने में मदद की।
encouraging	उत्साहजनक	प्रारंभिक परिणाम उत्साहजनक लग रहे हैं।
endeavour	प्रयास	बचाव एक कठिन प्रयास था।
endless	अंतहीन	रेगिस्तान अंतहीन लग रहा था।
endorse	समर्थन करना	यूनियन ने उम्मीदवार का समर्थन करने से इनकार कर दिया।
endorsement	समर्थन	उनके समर्थन ने उनके अभियान को बढ़ावा दिया।
endure	सहना	पौधे कठोर सर्दियों को सहन कर सकते हैं।
enforce	लागू करना	पुलिस गति सीमा लागू करती है।
enforcement	प्रवर्तन	सख्त प्रवर्तन ने अवैध डंपिंग को कम कर दिया।
engagement	जुड़ाव	इस सेमेस्टर में छात्रों के जुड़ाव में सुधार हुआ।
engaging	आकर्षक	वक्ता ने एक आकर्षक भाषण दिया।
enquire	पूछताछ करना	कृपया फ्रंट डेस्क पर पूछताछ करें।
enrich	समृद्ध करना	यात्रा आपकी समझ को समृद्ध कर सकती है।
enrol	नामांकन करना	छात्रों को सितंबर से पहले नामांकन करना होगा।
ensue	उत्पन्न होना	घोषणा के बाद अराजकता उत्पन्न हो सकती है।
enterprise	उद्यम	यह उद्यम स्थानीय कलाकारों को रोजगार देता है।
enthusiast	उत्साही	हर साइकिलिंग उत्साही इस मार्ग को जानता है।
entitle	हकदार बनाना	यह टिकट आपको प्रवेश का हकदार बनाएगा।
entity	इकाई	कंपनी एक अलग कानूनी इकाई है।
epidemic	महामारी	महामारी कई क्षेत्रों में फैल गई।
equality	समानता	आंदोलन ने समानता के लिए संघर्ष किया।
equation	समीकरण	समीकरण में दो अज्ञात शामिल हैं।
erect	खड़ा करना	मजदूर एक नई बाड़ खड़ी करेंगे।
escalate	बढ़ना	संघर्ष तेजी से बढ़ सकता है।
essence	सार	यह कविता बचपन के सार को दर्शाती है।
establishment	प्रतिष्ठान	प्रतिष्ठान ने सुधार का विरोध किया।
eternal	अनंत	उन्होंने अनंत मित्रता का वादा किया।
evacuate	खाली करना	अग्निशामकों ने निवासियों को सुरक्षित रूप से बाहर निकलने में मदद की।
evoke	जगाना	यह गाना मजबूत यादें जगा सकता है।
evolutionary	विकासवादी	जीवाश्म एक विकासवादी परिवर्तन दिखाता है।
exaggerate	बढ़ा-चढ़ाकर बताना	अपने अनुभव को बढ़ा-चढ़ाकर न बताएं।
excellence	उत्कृष्टता	स्कूल शैक्षणिक उत्कृष्टता को पुरस्कृत करता है।
exceptional	असाधारण	उसने असाधारण कौशल दिखाया।
excess	अतिरिक्त	अतिरिक्त पानी ने तहखाने में बाढ़ ला दी।
exclusion	बहिष्करण	सामाजिक बहिष्करण युवाओं को नुकसान पहुंचाता है।
exclusive	विशेष	क्लब विशेष पहुँच प्रदान करता है।
exclusively	विशेष रूप से	इस कमरे का उपयोग विशेष रूप से कर्मचारियों द्वारा किया जाता है।
execute	निष्पादित करना	टीम योजना को सावधानी से निष्पादित करेगी।
execution	निष्पादन	रणनीति के निष्पादन में महीनों लग गए।
exert	डालना	आपको अधिक दबाव डालना होगा।
exile	निर्वासन	लेखक निर्वासन में रहता था।
expenditure	व्यय	पिछले वर्ष सार्वजनिक व्यय में वृद्धि हुई।
experimental	प्रायोगिक	इलाज अभी भी प्रायोगिक है।
expire	समाप्त होना	मेरा पासपोर्ट जल्द ही समाप्त हो जाएगा।
explicit	स्पष्ट	निर्देश स्पष्ट थे।
explicitly	स्पष्ट रूप से	नियम स्पष्ट रूप से धूम्रपान को मना करते हैं।
exploitation	शोषण	रिपोर्ट ने श्रमिकों के शोषण को उजागर किया।
explosive	विस्फोटक	विस्फोटक उपकरण को सुरक्षित रूप से हटा दिया गया।
extremist	चरमपंथी	चरमपंथी समूह ने समर्थन खो दिया।
facilitate	सुविधाजनक बनाना	ऐप दूरस्थ शिक्षा को सुविधाजनक बनाएगा।
faction	गुट	एक गुट ने नेता का विरोध किया।
faculty	संकाय	संकाय ने प्रस्ताव को मंजूरी दे दी।
fade	फीका पड़ना	धूप में पेंट फीका पड़ जाएगा।
fairness	निष्पक्षता	हर प्रतियोगिता में निष्पक्षता मायने रखती है।
fatal	घातक	दुर्घटना के कारण घातक चोटें आईं।
fate	भाग्य	किसी को उसका भाग्य नहीं पता था।
favourable	अनुकूल	समीक्षा अनुकूल थी।
feat	उपलब्धि	उस चोटी पर चढ़ना एक उपलब्धि थी।
feminist	नारीवादी	नारीवादी आंदोलन ने सार्वजनिक बहस को बदल दिया।
fibre	फाइबर	इस ब्रेड में अतिरिक्त फाइबर है।
fierce	भयंकर	भयंकर तूफान ने छतों को नुकसान पहुंचाया।
film-maker	फिल्म निर्माता	फिल्म निर्माता ने बाद में सवालों के जवाब दिए।
filter	फिल्टर	फिल्टर हवा से धूल हटाता है।
fine	जुर्माना	कंपनी ने जुर्माना भरा।
firearm	आग्नेयास्त्र	अधिकारी ने चोरी का आग्नेयास्त्र बरामद किया।
fit	फिट	नए जूते एकदम फिट हैं।
fixture	स्थायी वस्तु	लैंप एक स्थायी वस्तु है।
flaw	दोष	डिज़ाइन में एक गंभीर दोष है।
flawed	दोषपूर्ण	दोषपूर्ण अध्ययन ने गलत परिणाम दिए।
flee	भागना	परिवारों को लड़ाई से भागना पड़ा।
fleet	बेड़ा	एयरलाइन ने अपने बेड़े का नवीनीकरण किया।
flesh	मांस	कांटे ने उसके मांस को छेद दिया।
flexibility	लचीलापन	रिमोट का काम अधिक लचीलापन प्रदान करता है।
flourish	फलना-फूलना	छोटे व्यवसाय यहां फल-फूल सकते हैं।
fluid	तरल पदार्थ	व्यायाम के बाद खूब तरल पदार्थ पिएं।
footage	फुटेज	फुटेज में दुर्घटना दिखाई गई।
foreigner	विदेशी	फॉर्म में पूछा गया है कि क्या आप विदेशी हैं।
forge	बनाना	उन्होंने एक नया गठबंधन बनाने की कोशिश की।
formula	सूत्र	सूत्र ने समस्या को हल कर दिया।
formulate	तैयार करना	वैज्ञानिक एक नया सिद्धांत तैयार करते हैं।
forth	आगे	नदी नाव को आगे ले गई।
forthcoming	आगामी	आगामी रिपोर्ट सब कुछ स्पष्ट कर देगी।
foster	बढ़ावा देना	कार्यक्रम स्वतंत्रता को बढ़ावा देने में मदद करता है।
fragile	नाज़ुक	नाज़ुक फूलदान को सावधानी से संभालने की जरूरत है।
franchise	फ्रेंचाइजी	रेस्तरां एक वैश्विक फ्रेंचाइजी बन गया।
frankly	सच कहूं तो	सच कहूं तो, हमें और समय चाहिए।
frustrated	निराश	देरी के कारण कर्मचारी निराश महसूस कर रहे थे।
frustrating	निराशाजनक	धीमा कनेक्शन निराशाजनक था।
frustration	निराशा	बैठक के दौरान निराशा बढ़ गई।
functional	कार्यात्मक	पुरानी रसोई अभी भी कार्यात्मक है।
fundraising	धन उगाहना	धन उगाहना अगले सप्ताह शुरू होगा।
funeral	अंतिम संस्कार	अंतिम संस्कार शुक्रवार को हुआ।
gallon	गैलन	टैंक में एक गैलन आता है।
gambling	जुआ	जुए पर कानून द्वारा प्रतिबंध है।
gathering	सभा	सभा शांतिपूर्ण ढंग से समाप्त हुई।
gaze	टकटकी	उसने कुछ पल के लिए उसकी टकटकी को थामे रखा।
gear	गियर	चढ़ाई से पहले सुरक्षा गियर पैक करें।
generic	सामान्य	सामान्य संस्करण की कीमत कम है।
genocide	नरसंहार	नरसंहार ने गहरा राष्ट्रीय आघात छोड़ा।
glance	नज़र	उसने एक त्वरित नज़र डाली।
glimpse	झलक	मैंने समुद्र की एक झलक देखी।
glorious	शानदार	टीम ने शानदार जीत का आनंद लिया।
glory	गौरव	उसने ओलंपिक गौरव का सपना देखा।
governance	शासन	अच्छे शासन के लिए पारदर्शिता की आवश्यकता होती है।
grace	कृपा	उसने कृपा के साथ हार स्वीकार की।
grasp	समझना	वह अवधारणा को समझने में विफल रहा।
grave (for dead person)	कब्र	कब्र को फूलों से ढक दिया गया था।
grave (serious)	गंभीर	स्थिति अभी भी गंभीर बनी हुई है।
gravity	गुरुत्वाकर्षण	गुरुत्वाकर्षण वस्तुओं को पृथ्वी की ओर खींचता है।
grid	ग्रिड	मानचित्र एक साधारण ग्रिड का उपयोग करता है।
grief	दुख	दुख ने उसके पूरे परिवार को बदल दिया।
grin	मुस्कान	लड़के ने एक चौड़ी मुस्कान दी।
grind	पीसना	कर्मचारी हर सुबह बीन्स पीसते हैं।
grip	पकड़	रस्सी पर मजबूत पकड़ बनाए रखें।
gross	सकल	सकल आय में तेजी से वृद्धि हुई।
guerrilla	गुरिल्ला	गुरिल्ला लड़ाके पहाड़ियों में छिप गए।
guidance	मार्गदर्शन	गाइड व्यावहारिक मार्गदर्शन प्रदान करता है।
guilt	अपराधबोध	झूठ बोलने के बाद उसे अपराधबोध हुआ।
gut	आंत	कठिन विकल्पों में अपनी आंत पर भरोसा करें।
hail	जयकार करना	ग्रामीण डॉक्टर की एक नायक के रूप में जयकार करते हैं।
halfway	आधे रास्ते	हम पहाड़ी के आधे रास्ते पर रुक गए।
halt	पड़ाव	ट्रेन अचानक रुक गई।
handful	मुट्ठी भर	मुट्ठी भर स्वयंसेवक देर तक रुके।
handling	हैंडलिंग	उचित हैंडलिंग से नुकसान को रोका जा सकता है।
handy	काम का	यह उपकरण मरम्मत के लिए काम का है।
harassment	उत्पीड़न	कंपनी ने उत्पीड़न की शिकायतों की जांच की।
hardware	हार्डवेयर	स्टोर कंप्यूटर हार्डवेयर बेचता है।
harmony	सद्भाव	गाना बजानेवालों ने पूर्ण सद्भाव में गाया।
harsh	कठोर	जज ने कठोर सजा सुनाई।
harvest	फसल	फसल की कटाई सितंबर में शुरू होती है।
haunt	सताना	याद उसे सताती रही।
hazard	खतरा	बर्फ सड़क के लिए एक गंभीर खतरा है।
heighten	बढ़ाना	भाषण तनाव बढ़ा सकता है।
heritage	विरासत	महल स्थानीय विरासत का हिस्सा है।
hierarchy	पदानुक्रम	कार्यालय का पदानुक्रम स्पष्ट रूप से परिभाषित है।
high-profile	हाई-प्रोफाइल	हाई-प्रोफाइल मुकदमे ने पत्रकारों को आकर्षित किया।
hint	संकेत	उसने मुझे एक उपयोगी संकेत दिया।
homeland	मातृभूमि	वह अपनी मातृभूमि लौट आया।
hopeful	आशान्वित	डॉक्टर ठीक होने को लेकर आशान्वित हैं।
horizon	क्षितिज	सूरज क्षितिज के नीचे गायब हो गया।
horn	हॉर्न	कार के हॉर्न ने सबको जगा दिया।
hostage	बंधक	बंधक घर लौट आया।
hostile	शत्रुतापूर्ण	भीड़ शत्रुतापूर्ण हो गई।
hostility	शत्रुता	खुली शत्रुता ने वार्ता समाप्त कर दी।
humanitarian	मानवीय	मानवीय मिशन ने भोजन पहुँचाया।
humanity	मानवता	मानवता को साझी चुनौतियों का सामना करना पड़ता है।
humble	विनम्र	सफलता के बाद भी वह विनम्र रही।
hydrogen	हाइड्रोजन	हाइड्रोजन बहुत आसानी से जलती है।
identification	पहचान	प्रवेश द्वार पर पहचान आवश्यक है।
ideological	वैचारिक	विवाद की वैचारिक जड़ें थीं।
ideology	विचारधारा	उनकी विचारधारा ने हर भाषण को आकार दिया।
idiot	बेवकूफ	किसी को बेवकूफ मत कहो।
ignorance	अज्ञान	अज्ञानता भय फैला सकती है।
imagery	कल्पना	कविता ज्वलंत कल्पना का उपयोग करती है।
immense	अत्यधिक	इस परियोजना के लिए अत्यधिक प्रयास की आवश्यकता थी।
imminent	आसन्न	तूफान आसन्न लग रहा था।
implementation	कार्यान्वयन	कानून का कार्यान्वयन धीमा था।
imprison	जेल में डालना	शासन ने आलोचकों को जेल में डालने की कोशिश की।
imprisonment	कारावास	उनका कारावास पांच साल तक चला।
inability	असमर्थता	ध्यान केंद्रित करने में उसकी असमर्थता ने शिक्षकों को चिंतित कर दिया।
inadequate	अपर्याप्त	आश्रय में अपर्याप्त हीटिंग थी।
inappropriate	अनुचित	उसका मजाक अनुचित था।
incidence	प्रकोप	फ्लू का प्रकोप बढ़ गया।
inclined	इच्छुक	वह सहमत होने के लिए इच्छुक है।
inclusion	समावेशन	स्कूल समावेशन को बढ़ावा देता है।
