source_headword	SI	example_SI
anyway	කෙසේ වෙතත්	කෙසේ වෙතත් අපි දැන් ආරම්භ කළ හැකිය.
anywhere	ඕනෑම තැනක	ඔබ කැමති ඕනෑම තැනක ඉඳගන්න.
app	ඇප් එක	මෙම ඇප් එක ප්‍රයෝජනවත්ය.
appear	පෙනෙන්න	ඇගේ නම මෙහි පෙනෙනු ඇත.
appearance	පෙනුම	ඔහුගේ පෙනුම වෙනස්ය.
apply	අයදුම් කරන්න;යොදන්න	අද රැකියාවට අයදුම් කරන්න.
architect	වාස්තු විද්‍යාඥයා	වාස්තු විද්‍යාඥයාට සැලැස්මක් ඇත.
architecture	වාස්තු විද්‍යාව	මට නවීන වාස්තු විද්‍යාව කැමතිය.
argue	තර්ක කරන්න	ඔබේ සහෝදරිය සමඟ තර්ක නොකරන්න.
argument	තර්කය	තර්කය කෙටි විය.
army	හමුදාව	හමුදාව විශාලය.
arrange	සංවිධානය කරන්න	කරුණාකර රැස්වීම සංවිධානය කරන්න.
arrangement	සංවිධානය	සංවිධානය හොඳින් ක්‍රියා කරයි.
asleep	නිදාගෙන	ළදරුවා නිදාගෙන සිටී.
assistant	සහායකයා	සහායකයා මට උදව් කළේය.
athlete	ක්‍රීඩකයා	ක්‍රීඩකයා වේගයෙන් දුවයි.
attack	ප්‍රහාරය;පහර දෙන්න	බල්ලා ප්‍රහාරය කළ හැකිය.
attend	සහභාගී වෙන්න	මම අද පන්තියට සහභාගී වෙමි.
attention	අවධානය	කරුණාකර දැන් අවධානය දෙන්න.
attractive	ආකර්ෂණීය	උද්‍යානය ආකර්ෂණීයය.
audience	ප්‍රේක්ෂකයන්	ප්‍රේක්ෂකයන් නිහඬ විය.
author	කතුවරයා	කතුවරයා මෙම පොත ලිවීය.
available	ලබාගත හැකි	ආහාර දැන් ලබාගත හැකිය.
average	සාමාන්‍යය	සාමාන්‍ය ලකුණු හොඳ විය.
avoid	වළකින්න	කාර්යබහුල මාර්ගය වළකින්න.
award	සම්මානය	ඇය සම්මානයක් ජය ගත්තාය.
awful	ඉතා නරක	කාලගුණය ඉතා නරක විය.
background	පසුබිම	පින්තූරයට අඳුරු පසුබිමක් ඇත.
badly	නරක ලෙස	ඔහු අද නරක ලෙස ක්‍රීඩා කළේය.
bar	බාර් එක	අපි හෝටල් බාර් එකේ හමුවිය.
baseball	බේස්බෝල්	බේස්බෝල් මෙහි ජනප්‍රියය.
based	පදනම් වූ	චිත්‍රපටය පොතක් මත පදනම් වී ඇත.
basketball	බාස්කට්බෝල්	අපි පාසලෙන් පසු බාස්කට්බෝල් ක්‍රීඩා කරමු.
bean	බෝංචි	මෙම බෝංචි කොළ පාටය.
bear (animal)	වලහා	වලහා වනයේ ජීවත් වේ.
beat	පරාජය කරන්න;තට්ටු කරන්න	අපේ කණ්ඩායමට ඔවුන් පරාජය කළ හැකිය.
beef	හරක් මස්	මම රාත්‍රී ආහාරයට හරක් මස් කෑවෙමි.
behave	හැසිරෙන්න	කරුණාකර පන්තියේ හොඳින් හැසිරෙන්න.
behaviour	හැසිරීම	ඔහුගේ හැසිරීම විනීත විය.
belong	අයත් වන්න	මෙම සපත්තු මට අයත්ය.
belt	පටිය	ඔහුගේ පටිය කළුය.
benefit	ප්‍රයෝජනය	ව්‍යායාමයට සැබෑ ප්‍රයෝජනයක් ඇත.
billion	බිලියනය	බිලියනය ඉතා විශාල සංඛ්‍යාවකි.
bin	කුණු බඳුන	කඩදාසි කුණු බඳුනට දමන්න.
biology	ජීව විද්‍යාව	ජීව විද්‍යාව මගේ හොඳම පන්තියයි.
birth	උපත	ඇගේ උපත මැයි මාසයේ විය.
biscuit	බිස්කට්	ඇය බිස්කට් එකක් කයි.
bit	ටිකක්	මට තවත් ටිකක් කාලය අවශ්‍යය.
blank	හිස් තැන	හිස් තැනට ඔබේ නම ලියන්න.
blood	ලේ	ලේ රතුය.
blow	හමන්න;පිඹින්න	සුළඟ දැඩිව හමිය හැකිය.
board	පුවරුව	එය පුවරුවේ ලියන්න.
boil	තම්බන්න	මුලින්ම ජලය තම්බන්න.
bone	අස්ථිය	බල්ලාට අස්ථියක් ඇත.
borrow	ණයට ගන්න	මට ඔබේ පෑන ණයට ගත හැකිද?
boss	ලොක්කා	මගේ ලොක්කා මිත්‍රශීලීය.
bottom	පතුල	පතුලේ අත්සන් කරන්න.
bowl	බඳුන	බඳුන පිරී ඇත.
brain	මොළය	ඔබේ මොළයට විවේකය අවශ්‍යය.
bridge	පාලම	පාලම පැරණිය.
bright	දීප්තිමත්	කාමරය දීප්තිමත්ය.
brilliant	අතිවිශිෂ්ට	ඒ අදහස අතිවිශිෂ්ටය.
broken	කැඩුණු	පුටුව කැඩුණුය.
brush	මදින්න;බුරුසුව	දැන් ඔබේ දත් මදින්න.
burn	පුළුස්සන්න;දහන්න	පාන් පුළුස්සන්න එපා.
businessman	ව්‍යාපාරිකයා	ව්‍යාපාරිකයා ඉක්මනින් පැමිණියේය.
button	බොත්තම	රතු බොත්තම ඔබන්න.
camp	කඳවුරු බැඳෙන්න	අපි වැව අසල කඳවුරු බැඳෙමු.
camping	කඳවුරු බැඳීම	ගිම්හානයේ කඳවුරු බැඳීම විනෝදජනකය.
can2	ටින් එක	ටින් එක ප්‍රවේශමෙන් විවෘත කරන්න.
care	සැලකිල්ල;බලාගැනීම	ඔබේ සෞඛ්‍යය බලාගන්න.
careful	ප්‍රවේශම්	පඩිපෙළේ ප්‍රවේශම් වන්න.
carefully	ප්‍රවේශමෙන්	ප්‍රශ්නය ප්‍රවේශමෙන් කියවන්න.
carpet	කාපට්	කාපට් මෘදුය.
cartoon	කාටූනය	මෙම කාටූනය විනෝදජනකය.
case	නඩුව;ආවරණය	එය ආවරණය තුළ තබන්න.
cash	මුදල්	මම මුදලින් ගෙවුවෙමි.
castle	කොටුව	කොටුව ඉතා පැරණිය.
catch	අල්ලා ගන්න	දැන් පන්දුව අල්ලා ගන්න.
cause	හේතුව;හේතු වන්න	වැසි ගැටලු ඇති කළ හැකිය.
celebrate	සමරන්න	අපි මගේ උපන් දිනය සමරමු.
celebrity	ප්‍රසිද්ධ පුද්ගලයා	ප්‍රසිද්ධ පුද්ගලයා ඉතා කරුණාවන්ත විය.
certain	නිශ්චිත	මට මෙය ගැන නිශ්චිතය.
certainly	නියතයෙන්ම	මම නියතයෙන්ම උදව් කරමි.
chance	අවස්ථාව	ඔබට අවස්ථාවක් ඇත.
character	චරිතය	මෙම චරිතය ධෛර්යවන්තය.
charity	පුණ්‍යායතනය	පුණ්‍යායතනය ළමයින්ට උදව් කරයි.
chat	කතාබහ කරන්න	අපි පන්තියෙන් පසු කතාබහ කරමු.
chef	ප්‍රධාන අරක්කැමියා	ප්‍රධාන අරක්කැමියා සුප් සාදන ලදී.
chemistry	රසායන විද්‍යාව	රසායන විද්‍යාව මට අපහසුය.
chip	චිප්ස්	මෙම චිප්ස් ලුණු රසය.
choice	තේරීම	මෙම තේරීම වැදගත්ය.
church	දේවස්ථානය	දේවස්ථානය මෙහි අසලය.
cigarette	සිගරට්	සිගරට් සෞඛ්‍යයට නරකය.
circle	වෘත්තය	මෙහි වෘත්තයක් අඳින්න.
classical	ශාස්ත්‍රීය	මට ශාස්ත්‍රීය සංගීතය රසය.
clear	පැහැදිලි	පිළිතුර පැහැදිලිය.
clearly	පැහැදිලිව	කරුණාකර පැහැදිලිව කතා කරන්න.
clever	බුද්ධිමත්	ඇය බුද්ධිමත් දරුවෙකි.
climate	දේශගුණය	දේශගුණය වෙනස් වෙමින් පවතී.
close2	අසල	මගේ පාසල නිවස අසලය.
closed	වසා ඇති	කඩය වසා ඇත.
clothing	ඇඳුම්	උණුසුම් ඇඳුම් ප්‍රයෝජනවත්ය.
cloud	වලාකුළ	වලාකුළ හිරු ආවරණය කරයි.
coach	පුහුණුකරු	පුහුණුකරු කණ්ඩායමට උදව් කළේය.
coast	වෙරළ තීරය	අපි වෙරළ තීරය දිගේ රිය පැදවූවෙමු.
code	කේතය	කේතය මෙහි ඇතුළත් කරන්න.
colleague	සහකරු	මගේ සහකරු මට දුරකථන කළේය.
collect	එකතු කරන්න	මම පැරණි කාඩ් එකතු කරමි.
column	තීරුව	පළමු තීරුව කියවන්න.
comedy	විනෝදාත්මක නාට්‍යය	මෙම විනෝදාත්මක නාට්‍යය රසවත්ය.
comfortable	සුවපහසු	මෙම පුටුව සුවපහසුය.
comment	අදහස	පහළින් අදහසක් තබන්න.
communicate	සන්නිවේදනය කරන්න	අපි විද්‍යුත් තැපෑලෙන් සන්නිවේදනය කරමු.
community	ප්‍රජාව	අපේ ප්‍රජාව මිත්‍රශීලීය.
compete	තරඟ කරන්න	ඔවුන් සෑම වසරකම තරඟ කරයි.
competition	තරඟය	තරඟය හෙට ආරම්භ වේ.
complain	පැමිණිලි කරන්න	නැවත පැමිණිලි නොකරන්න.
completely	සම්පූර්ණයෙන්	මම ඔබට සම්පූර්ණයෙන් එකඟ වෙමි.
condition	තත්ත්වය	මෝටර් රථය හොඳ තත්ත්වයේ ඇත.
conference	සමුළුව	සමුළුව නවයට ආරම්භ වේ.
connect	සම්බන්ධ කරන්න	දුරකථනය පරිගණකයට සම්බන්ධ කරන්න.
connected	සම්බන්ධ වූ	අදහස් දෙක සම්බන්ධ වී ඇත.
consider	සලකා බලන්න	කරුණාකර මගේ අදහස සලකා බලන්න.
contain	අඩංගු වන්න	මෙම පෙට්ටියේ පොත් අඩංගුය.
context	සන්දර්භය	සන්දර්භය ඔබට තේරුම් ගැනීමට උදව් කරයි.
continent	මහද්වීපය	මහද්වීපයක් ඉතා විශාලය.
continue	දිගටම කරගෙන යන්න	කරුණාකර කියවීම දිගටම කරගෙන යන්න.
control	පාලනය කරන්න	වේගය ප්‍රවේශමෙන් පාලනය කරන්න.
cooker	උදුන	උදුන පිරිසිදුය.
copy	පිටපත	මට පිටපතක් සාදන්න.
corner	කෝණය	කෝණයේ ඉඳගන්න.
correctly	නිවැරදිව	පිළිතුර නිවැරදිව ලියන්න.
count	ගණන් කරන්න	පොත් ගණන් කරන්න.
couple	යුවළ	යුවළ ඉක්මනින් පැමිණියේය.
cover	ආවරණය කරන්න	බඳුන ආවරණය කරන්න.
crazy	පිස්සු;අමුතු	මෙම අදහස අමුතු ලෙස ඇසේ.
creative	නිර්මාණශීලී	ඇයට නිර්මාණශීලී අදහසක් ඇත.
credit	ණය;ක්‍රෙඩිට්	මම ක්‍රෙඩිට් කාඩ්පතෙන් ගෙවුවෙමි.
crime	අපරාධය	අපරාධය බරපතළ ගැටලුවකි.
criminal	අපරාධකරු	අපරාධකරු ඉක්මනින් පිටව ගියේය.
cross	හරහා යන්න	මාර්ගය ප්‍රවේශමෙන් හරහා යන්න.
crowd	ජනකාය	ජනකාය පිටත බලා සිටියේය.
crowded	ජනාකීර්ණ	දුම්රිය ජනාකීර්ණ විය.
cry	අඬන්න	දැන් අඬන්න එපා.
cupboard	කබඩ් එක	කෝප්ප කබඩ් එකේ ඇත.
curly	රැලි සහිත	ඇයට රැලි සහිත හිසකෙස් ඇත.
cycle	බයිසිකල් පදින්න	මම පාසලට බයිසිකල් පදිමි.
daily	දිනපතා	මම දිනපතා පුවත් කියවමි.
danger	අනතුර	ලකුණ අනතුර පෙන්වයි.
data	දත්ත	දත්ත ප්‍රයෝජනවත්ය.
dead	මියගිය	ශාකය මියගොස් ඇත.
deal	ගනුදෙනුව	මෙය හොඳ ගනුදෙනුවකි.
death	මරණය	මරණය අපහසු මාතෘකාවකි.
decision	තීරණය	අද තීරණයක් ගන්න.
deep	ගැඹුරු	ජලය ගැඹුරුය.
definitely	නිසැකවම	මට නිසැකවම තේ අවශ්‍යය.
degree	උපාධිය;අංශකය	මගේ උපාධිය ඉතිහාසය පිළිබඳය.
dentist	දන්ත වෛද්‍යවරයා	දන්ත වෛද්‍යවරයා මගේ දත් පරීක්ෂා කළේය.
department	දෙපාර්තමේන්තුව	සපත්තු දෙපාර්තමේන්තුව ඉහළ මහලේය.
depend	රඳා පවතින්න	එය කාලගුණය මත රඳා පවතී.
desert	කාන්තාරය	කාන්තාරය ඉතා වියළිය.
designer	නිර්මාණකරු	නිර්මාණකරු මෙම ඇඳුම සාදන ලදී.
destroy	විනාශ කරන්න	ගොනුව විනාශ නොකරන්න.
detective	රහස් පරීක්ෂකයා	රහස් පරීක්ෂකයා යතුර සොයා ගත්තේය.
develop	සංවර්ධනය කරන්න	ඔවුන් නව ඇප් එකක් සංවර්ධනය කරයි.
device	උපාංගය	මෙම උපාංගය ප්‍රයෝජනවත්ය.
diary	දිනපොත	ඇය තම දිනපොතේ ලියයි.
differently	වෙනස් ලෙස	අපි එය වෙනස් ලෙස කරමු.
digital	ඩිජිටල්	මෙය ඩිජිටල් කැමරාවකි.
direct	සෘජු	සෘජු දුම්රියක් ගන්න.
direction	දිශාව	මෙම දිශාවට ඇවිදින්න.
director	අධ්‍යක්ෂවරයා	අධ්‍යක්ෂවරයාට චිත්‍රපටය කැමති විය.
disagree	එකඟ නොවන්න	මම ඒ අදහසට එකඟ නොවෙමි.
disappear	අතුරුදහන් වන්න	හිරු ඉක්මනින් අතුරුදහන් වේ.
disaster	ආපදාව	කුණාටුව ආපදාවක් විය.
discover	සොයා ගන්න	ඔවුන් නව දූපතක් සොයා ගනී.
discovery	සොයාගැනීම	සොයාගැනීම විද්‍යාව වෙනස් කළේය.
discussion	සාකච්ඡාව	සාකච්ඡාව ඉක්මනින් අවසන් විය.
disease	රෝගය	මෙම රෝගය බරපතළය.
distance	දුර	දුර කෙටිය.
divorced	දික්කසාද වූ	ඇගේ දෙමව්පියන් දික්කසාද වී ඇත.
document	ලේඛනය	මෙම ලේඛනය දැන් සුරකින්න.
double	ද්විත්ව	මට ද්විත්ව කාමරයක් අවශ්‍යය.
download	බාගන්න	අද ඇප් එක බාගන්න.
drama	නාට්‍යය	නාට්‍යය අද රාත්‍රියේ ආරම්භ වේ.
drawing	ඇඳීම;චිත්‍රය	ඇගේ චිත්‍රය ලස්සනයි.
dream	සිහිනය	මට අමුතු සිහිනයක් තිබුණි.
driving	රිය පැදවීම	රාත්‍රියේ රිය පැදවීම අපහසුය.
drop	වැටෙන්න;වැටෙන්න දෙන්න	වීදුරුව වැටෙන්න දෙන්න එපා.
drug	ඖෂධය	ඖෂධය ඔහුට උදව් කළේය.
dry	වියළි	තුවාය වියළිය.
earn	උපයන්න	මම වැඩේදී මුදල් උපයමි.
earth	පෘථිවිය	පෘථිවිය වටකුරුය.
easily	පහසුවෙන්	ඇය පහසුවෙන් ඉගෙන ගනී.
education	අධ්‍යාපනය	අධ්‍යාපනය වැදගත්ය.
effect	බලපෑම	බලපෑම පැහැදිලි විය.
either	කවර එකක් හෝ	කවර පිළිතුරක් හෝ හරිය.
electric	විදුලි	මෙම මෝටර් රථය විදුලි එකකි.
electrical	විදුලි සම්බන්ධ	විදුලි පද්ධතිය ආරක්ෂිතය.
electricity	විදුලිය	මෙහි විදුලිය මිල අධිකය.
electronic	ඉලෙක්ට්‍රොනික	මෙම ඉලෙක්ට්‍රොනික ප්‍රවේශපත්‍රය ක්‍රියා කරයි.
employ	රැකියාවට ගන්න	ඔවුන් පුද්ගලයන් පස් දෙනෙකු රැකියාවට ගනී.
employee	සේවකයා	සේවකයා වෙහෙස මහන්සි වී වැඩ කරයි.
employer	සේවායෝජකයා	මගේ සේවායෝජකයා සාධාරණය.
empty	හිස්	කාමරය හිස්ය.
ending	අවසානය	අවසානය පුදුම සහගත විය.
energy	ශක්තිය	අද මට ශක්තිය නැත.
engine	එන්ජිම	එන්ජිමේ ශබ්දය විශාලය.
engineer	ඉංජිනේරුවා	ඉංජිනේරුවා පාලම අලුත්වැඩියා කළේය.
enormous	අතිවිශාල	ගොඩනැගිල්ල අතිවිශාලය.
enter	ඇතුළු වන්න	නිහඬව කාමරයට ඇතුළු වන්න.
environment	පරිසරය	පරිසරය ආරක්ෂා කරන්න.
equipment	උපකරණ	මෙම උපකරණ මිල අධිකය.
error	දෝෂය	මම දෝෂයක් සොයා ගත්තෙමි.
especially	විශේෂයෙන්	මට විශේෂයෙන් මෙම ගීතය කැමතිය.
essay	රචනය	අද රාත්‍රියේ රචනයක් ලියන්න.
everyday	දිනපතා;සාමාන්‍ය	මෙය දිනපතා ඉංග්‍රීසියයි.
everywhere	සෑම තැනකම	මල් සෑම තැනකම වැඩෙයි.
evidence	සාක්ෂිය	සාක්ෂිය පැහැදිලිය.
exact	නිශ්චිත	නිශ්චිත අංකය දෙන්න.
exactly	හරියටම	එය හරියටම හරිය.
excellent	විශිෂ්ට	ඔබේ වැඩ විශිෂ්ටය.
except	හැර	මාව හැර සියල්ලෝ පැමිණියහ.
exist	පවතින්න	මෙම ලිපිනය පවතිනවාද?
expect	බලාපොරොත්තු වන්න	මම හෙට වැසි බලාපොරොත්තු වෙමි.
experience	අත්දැකීම	මට ළමයින් සමඟ අත්දැකීම ඇත.
experiment	පරීක්ෂණය	පරීක්ෂණය සාර්ථක විය.
expert	විශේෂඥයා	උදව් සඳහා විශේෂඥයෙකුගෙන් අසන්න.
explanation	විස්තරය	ඇගේ විස්තරය පැහැදිලි විය.
express	ප්‍රකාශ කරන්න	කරුණාකර ඔබේ අදහස ප්‍රකාශ කරන්න.
expression	ප්‍රකාශනය	මෙම ප්‍රකාශනය සාමාන්‍යය.
extreme	අතිශය	උණුසුම අතිශය විය.
extremely	ඉතාමත්	එය ඉතාමත් සීතලය.
factor	සාධකය	වියදම එක් සාධකයකි.
factory	කර්මාන්තශාලාව	කර්මාන්තශාලාව පහට වසා දමයි.
fail	අසමත් වන්න	මම අසමත් නොවෙමි.
fair	සාධාරණ	මිල සාධාරණය.
fan	විදුලි පංකාව	විදුලි පංකාව ක්‍රියාත්මක කරන්න.
farming	ගොවිතැන	ගොවිතැන අමාරු වැඩකි.
fashion	විලාසිතා	විලාසිතා සෑම වසරකම වෙනස් වේ.
fear	බිය	බිය මිනිසුන් නවතා දැමිය හැකිය.
feature	විශේෂාංගය	මෙම දුරකථනයට ප්‍රයෝජනවත් විශේෂාංගයක් ඇත.
feed	ආහාර දෙන්න	දැන් බළලාට ආහාර දෙන්න.
female	ගැහැණු	ගැහැණු ක්‍රීඩිකාව ජය ගත්තාය.
fiction	කල්පිත සාහිත්‍යය	ඇය රාත්‍රියේ කල්පිත සාහිත්‍යය කියවයි.
field	ක්ෂේත්‍රය;පිට්ටනිය	පිට්ටනිය කොළ පාටය.
fight	සටන් කරන්න	ඔවුන් වැඩියෙන් සටන් කරයි.
figure	රූපය;අංකය	රූපය බලන්න.
finally	අවසානයේ	අපි අවසානයේ නිවසට පැමිණියෙමු.
finger	ඇඟිල්ල	මගේ ඇඟිල්ල රිදෙයි.
firstly	පළමුව	පළමුව ප්‍රශ්නය කියවන්න.
fishing	මාළු ඇල්ලීම	මාළු ඇල්ලීම මෙහි ජනප්‍රියය.
fit	ගැළපෙන්න	මෙම සපත්තු හොඳින් ගැළපේ.
fix	අලුත්වැඩියා කරන්න	කැඩුණු පුටුව අලුත්වැඩියා කරන්න.
flu	ඉන්ෆ්ලුවෙන්සා	මට ඉන්ෆ්ලුවෙන්සා ඇත.
flying	පියාසර කිරීම	පියාසර කිරීම වේගවත්ය.
focus	අවධානය යොමු කරන්න	මෙම කාර්යයට අවධානය යොමු කරන්න.
following	පහත සඳහන්	පහත සඳහන් වාක්‍යය කියවන්න.
foreign	විදේශීය	ඇය විදේශීය භාෂාවක් කතා කරයි.
forest	වනය	වනය නිහඬය.
fork	ගෑරුප්පුව	ගෑරුප්පුවක් භාවිතා කරන්න.
formal	නිල	මෙම ලිපිය නිලය.
fortunately	වාසනාවකට	වාසනාවකට කිසිවෙකුට තුවාල නොවීය.
forward	ඉදිරියට	සෙමින් ඉදිරියට යන්න.
fresh	නැවුම්	පාන් නැවුම්ය.
