source_headword	MY	example_MY
defect	ချို့ယွင်းချက်	စစ်ဆေးရေးမှူးများသည် ဆိုးရွားသော ချို့ယွင်းချက်တစ်ခုကို တွေ့ရှိခဲ့သည်။
defensive	ခုခံကာကွယ်သော	သူ၏ ခုခံကာကွယ်သောလေသံက လူတိုင်းကို အံ့အားသင့်စေခဲ့သည်။
deficiency	ချို့တဲ့မှု	သံဓာတ်ချို့တဲ့မှုသည် ကျန်းမာရေးကို ထိခိုက်စေနိုင်သည်။
deficit	လိုငွေပြမှု	ဘတ်ဂျက်လိုငွေပြမှုက တာဝန်ရှိသူများကို စိုးရိမ်ပူပန်စေခဲ့သည်။
defy	ဖီဆန်သည်	ဆန္ဒပြသူများသည် ပိတ်ပင်မှုကို ဖီဆန်ခဲ့ကြသည်။
delegate	ကိုယ်စားလှယ်	ကိုယ်စားလှယ်တစ်ဦးစီသည် မဲကတ်တစ်ကတ်စီ ရရှိခဲ့သည်။
delegation	ကိုယ်စားလှယ်အဖွဲ့	ကိုယ်စားလှယ်အဖွဲ့သည် မွန်းမတည့်မီ ရောက်ရှိလာသည်။
delicate	ကျိုးပဲ့လွယ်သော	ကျိုးပဲ့လွယ်သော ဖန်ခွက်သည် အလွယ်တကူ ကွဲသွားခဲ့သည်။
demon	နတ်ဆိုး	ပုံပြင်သည် ရှေးဟောင်းနတ်ဆိုးတစ်ကောင်အကြောင်း ဖော်ပြထားသည်။
denial	ငြင်းဆိုခြင်း	သူ၏ ငြင်းဆိုမှုက ကျူးလွန်ခံရသူများကို ဒေါသထွက်စေခဲ့သည်။
denounce	ပြစ်တင်ရှုတ်ချသည်	ခေါင်းဆောင်များသည် ကျောင်းများရှိ အကြမ်းဖက်မှုကို ပြစ်တင်ရှုတ်ချကြသည်။
dense	ထူထပ်သော	ထူထပ်သော တောအုပ်သည် နေရောင်ခြည်ကို ကာကွယ်ထားသည်။
density	သိပ်သည်းဆ	မြို့ထဲတွင် လူဦးရေသိပ်သည်းဆ မြင့်မားသည်။
dependence	မှီခိုမှု	နိုင်ငံ၏ ရေနံအပေါ် မှီခိုမှု ကျဆင်းသွားသည်။
depict	ပုံဖော်ပြသသည်	နံရံဆေးရေးပန်းချီက ကျေးရွာလူနေမှုဘဝကို ပုံဖော်ပြသသည်။
deploy	တပ်ဖြန့်သည်	တပ်မတော်သည် ဝန်ထမ်းအင်အား အပိုကို နေရာချထားမည်။
deployment	တပ်ဖြန့်ချထားမှု	တပ်ဖွဲ့များ တပ်ဖြန့်ချထားမှုသည် တနင်္လာနေ့တွင် စတင်ခဲ့သည်။
deprive	ဆုံးရှုံးစေသည်	အိပ်ရေးပျက်ခြင်းက ကျောင်းသားများ၏ အာရုံစိုက်မှုကို ဆုံးရှုံးစေနိုင်သည်။
deputy	ဒုတိယ	ဒုတိယအကြီးအကဲသည် သဘောတူညီချက်ကို လက်မှတ်ရေးထိုးခဲ့သည်။
descend	ဆင်းသက်သည်	လမ်းသည် မတ်စောက်စွာ ဆင်းသက်လာခဲ့သည်။
descent	ဆင်းသက်ခြင်း	လေယာဉ်သည် ၎င်း၏ ဆင်းသက်မှုကို စတင်ခဲ့သည်။
designate	သတ်မှတ်သည်	မြို့တော်သည် ပန်းခြံအသစ်တစ်ခုကို သတ်မှတ်မည်ဖြစ်သည်။
desirable	လိုလားဖွယ်ကောင်းသော	စာသင်ခန်းများတွင် ကောင်းမွန်သောအလင်းရောင်ရှိရန် လိုလားဖွယ်ကောင်းသည်။
desktop	ဒက်စ်တော့	ဖိုင်သည် ကျွန်ုပ်၏ ဒက်စ်တော့ပေါ်တွင် ရှိသည်။
destructive	ဖျက်ဆီးတတ်သော	မုန်တိုင်းသည် ဖျက်ဆီးတတ်သော အင်အားရှိခဲ့သည်။
detain	ဖမ်းဆီးထိန်းသိမ်းသည်	ရဲတပ်ဖွဲ့သည် သံသယရှိသူများကို ညအိပ် ဖမ်းဆီးထိန်းသိမ်းထားနိုင်သည်။
detection	ရှာဖွေဖော်ထုတ်ခြင်း	စောစီးစွာ ရှာဖွေဖော်ထုတ်နိုင်ခြင်းသည် ကင်ဆာကုသမှုကို တိုးတက်ကောင်းမွန်စေသည်။
detention	အချုပ်ချခံရခြင်း	ကျောင်းသားများသည် အချုပ်ချခံရသည့် အခြေအနေများကို ဆန္ဒပြခဲ့ကြသည်။
deteriorate	ယိုယွင်းလာသည်	သူ၏ကျန်းမာရေးသည် ယိုယွင်းလာခဲ့သည်။
devastate	ဖျက်ဆီးသည်	ငလျင်သည် ကမ်းရိုးတန်းမြို့များကို ဖျက်ဆီးနိုင်သည်။
devil	နတ်ဆိုး	ကလေးသည် ပြုံးနေသော နတ်ဆိုးပုံကို ဆွဲခဲ့သည်။
devise	တီထွင်ဖန်တီးသည်	အင်ဂျင်နီယာများသည် ပိုမိုလုံခြုံသော သယ်ယူပို့ဆောင်ရေးစနစ်များကို တီထွင်ကြသည်။
diagnose	ရောဂါရှာဖွေသည်	ဆရာဝန်များသည် သွေးစစ်ခြင်းဖြင့် ရောဂါကို ရှာဖွေကြသည်။
diagnosis	ရောဂါရှာဖွေတွေ့ရှိချက်	ရောဂါရှာဖွေတွေ့ရှိချက်က သူမ၏ လက္ခဏာများကို ရှင်းပြခဲ့သည်။
dictate	ပြဋ္ဌာန်းသည်	စာချုပ်သည် ငွေပေးချေမှု စည်းကမ်းချက်များကို ပြဋ္ဌာန်းမည်ဖြစ်သည်။
dictator	အာဏာရှင်	အာဏာရှင်သည် မီဒီယာကို ထိန်းချုပ်ထားသည်။
differentiate	ခွဲခြားသိမြင်သည်	သင်သည် အချက်အလက်နှင့် ထင်မြင်ချက်ကို ခွဲခြားနိုင်သလား။
dignity	ဂုဏ်သိက္ခာ	အလုပ်ခွင်တွင် လူတိုင်းသည် ဂုဏ်သိက္ခာနှင့် ထိုက်တန်သည်။
dilemma	အကျပ်အတည်း	မန်နေဂျာသည် ကြီးမားသော အကျပ်အတည်းတစ်ခုနှင့် ရင်ဆိုင်ခဲ့ရသည်။
dimension	အတိုင်းအတာ	ပြဿနာတွင် နိုင်ငံရေးဆိုင်ရာ အတိုင်းအတာတစ်ခုရှိသည်။
diminish	လျော့ကျသည်	နာကျင်မှုသည် ဖြည်းဖြည်းချင်း လျော့ကျသွားသင့်သည်။
dip	ကျဆင်းသည်	အပူချိန်သည် ရေခဲမှတ်အောက်သို့ ကျဆင်းနိုင်သည်။
diplomat	သံတမန်	သံတမန်သည် နိုင်ငံခြားခေါင်းဆောင်များနှင့် တွေ့ဆုံခဲ့သည်။
diplomatic	သံတမန်ရေးရာ	သံတမန်ရေးရာ ဆွေးနွေးပွဲများကို တစ်ညလုံး ဆက်လက်ပြုလုပ်ခဲ့သည်။
directory	လမ်းညွှန်စာအုပ်	သူ၏ဖုန်းနံပါတ်အတွက် လမ်းညွှန်စာအုပ်တွင် ရှာပါ။
disastrous	ပျက်စီးဆုံးရှုံးမှုများသော	ပျက်စီးဆုံးရှုံးမှုများသော ရေလွှမ်းမိုးမှုသည် တံတားအများအပြားကို ဖျက်ဆီးခဲ့သည်။
discard	စွန့်ပစ်သည်	အသုံးဝင်သော မှတ်တမ်းများကို မစွန့်ပစ်ပါနှင့်။
discharge	ဆေးရုံဆင်းခွင့်ပြုသည်	ဆေးရုံက သူ့ကို မနက်ဖြန် ဆေးရုံဆင်းခွင့်ပြုမည်။
disclose	ထုတ်ဖော်ပြောဆိုသည်	တာဝန်ရှိသူများက ကိန်းဂဏန်းများကို မထုတ်ဖော်ခဲ့ကြပါ။
disclosure	ထုတ်ဖော်မှု	ထိုထုတ်ဖော်မှုက ဘုတ်အဖွဲ့ကို အံ့အားသင့်စေခဲ့သည်။
discourse	ဆွေးနွေးမှု	ပြည်သူ့ရေးရာ ဆွေးနွေးမှုသည် ပိုမိုယဉ်ကျေးလာခဲ့သည်။
discretion	ချင့်ချိန်နိုင်စွမ်း	အကဲဆတ်သော အမှုကိစ္စများတွင် သင်၏ ချင့်ချိန်နိုင်စွမ်းကို အသုံးပြုပါ။
discrimination	ခွဲခြားဆက်ဆံခြင်း	ဥပဒေသည် အလုပ်ခန့်ထားမှုတွင် ခွဲခြားဆက်ဆံခြင်းကို တားမြစ်ထားသည်။
dismissal	ထုတ်ပယ်ခြင်း	သူ့ကို ထုတ်ပယ်ခြင်းက လူထု၏ဒေါသကို ဖြစ်ပေါ်စေခဲ့သည်။
displace	နေရာရွှေ့ပြောင်းစေသည်	စစ်ပွဲသည် လူထောင်ပေါင်းများစွာကို နေရာရွှေ့ပြောင်းစေနိုင်သည်။
disposal	စွန့်ပစ်ခြင်း	အမှိုက်စွန့်ပစ်ခြင်းသည် ဒေသတွင်းပြဿနာတစ်ရပ်အဖြစ် ရှိနေဆဲဖြစ်သည်။
dispose	စွန့်ပစ်သည်	ကုမ္ပဏီသည် ဓာတုပစ္စည်းများကို ဘေးကင်းစွာ စွန့်ပစ်ရမည်။
dispute	အငြင်းပွားမှု	အငြင်းပွားမှုသည် လပေါင်းများစွာ ကြာမြင့်ခဲ့သည်။
disrupt	နှောင့်ယှက်သည်	ဆူညံသံသည် အာရုံစိုက်မှုကို နှောင့်ယှက်နိုင်သည်။
disruption	အနှောင့်အယှက်	သပိတ်မှောက်မှုက ကြီးမားသော အနှောင့်အယှက်ဖြစ်စေခဲ့သည်။
dissolve	ပျော်ဝင်သည်	သကြားသည် လက်ဖက်ရည်ပူပူတွင် ပျော်ဝင်သွားမည်ဖြစ်သည်။
distinction	ကွဲပြားချက်	၎င်းတို့ကြားရှိ ကွဲပြားချက်သည် အရေးကြီးသည်။
distinctive	ထူးခြားသော	သူမတွင် ထူးခြားသော အသံရှိသည်။
distort	ပုံပျက်စေသည်	မှန်သည် သင့်ရောင်ပြန်ဟပ်မှုကို ပုံပျက်စေနိုင်သည်။
distress	စိတ်ဆင်းရဲမှု	ဖုန်းခေါ်ဆိုမှုသည် ပြင်းထန်သော စိတ်ဆင်းရဲမှုကို ဖြစ်စေခဲ့သည်။
disturbing	စိတ်အနှောင့်အယှက်ဖြစ်စေသော	မှတ်တမ်းရုပ်ရှင်သည် စိတ်အနှောင့်အယှက်ဖြစ်စေသော မြင်ကွင်းများကို ပြသခဲ့သည်။
divert	လမ်းလွှဲပေးသည်	ရဲတပ်ဖွဲ့သည် ယာဉ်ကြောကို လမ်းလွှဲပေးခဲ့ရသည်။
divine	မြင့်မြတ်သော	ဘုရားကျောင်းတွင် မြင့်မြတ်သော လေထုရှိသည်။
doctrine	အယူဝါဒ	ပါတီသည် အယူဝါဒဟောင်းကို ပယ်ချခဲ့သည်။
documentation	စာရွက်စာတမ်း	မစတင်မီ စာရွက်စာတမ်းများကို အပြီးသတ်ပါ။
domain	ဒိုမိန်း	ဝဘ်ဆိုက်သည် လုံခြုံသော ဒိုမိန်းကို အသုံးပြုသည်။
dominance	လွှမ်းမိုးမှု	အသင်း၏ လွှမ်းမိုးမှုသည် ဆယ်စုနှစ်တစ်ခုကြာမြင့်ခဲ့သည်။
donor	အလှူရှင်	အလှူရှင်သည် ယနေ့ သွေးလှူဒါန်းခဲ့သည်။
dose	ဆေးပမာဏ	နံနက်စာစားပြီးနောက် ဆေးတစ်ကြိမ်သောက်ပါ။
drain	ရေစစ်သွားသည်	ရေများသည် မြစ်ထဲသို့ စီးဆင်းသွားလိမ့်မည်။
drift	လွင့်မျောသည်	မီးခိုးများသည် လမ်းတစ်လျှောက် လွင့်မျောလာခဲ့သည်။
driving	တွန်းအားပေးသော	မိုးရွာသွန်းမှုသည် နှောင့်နှေးရခြင်း၏ အဓိက အကြောင်းရင်းဖြစ်သည်။
drown	ရေနစ်သည်	ရေစီးသန်ပြီး ရေနစ်နိုင်သော နေရာများတွင် ရေမကူးပါနှင့်။
dual	နှစ်ဆ	စက်တွင် လုပ်ဆောင်ချက် နှစ်ခုပါဝင်သည်။
dub	အမည်ပေးသည်	ဝေဖန်သူများက ထိုမြို့ကို ယဉ်ကျေးမှုမြို့တော်ဟု အမည်ပေးခဲ့ကြသည်။
dumb	အ သော	အဲဒါက မိုက်မဲတဲ့ အမှားတစ်ခုပါ။
duo	အတွဲ	ဟာသ အတွဲသည် ဥရောပသို့ ခရီးလှည့်လည်ခဲ့သည်။
eager	စိတ်အားထက်သန်သော	ကျောင်းသားများသည် စတင်ရန် စိတ်အားထက်သန်နေကြသည်။
earnings	ဝင်ငွေ	ကုမ္ပဏီ၏ ဝင်ငွေသည် သိသိသာသာ တက်လာခဲ့သည်။
ease	သက်သာစေသည်	လမ်းသစ်သည် ယာဉ်ကြောပိတ်ဆို့မှုကို သက်သာစေလိမ့်မည်။
echo	ပဲ့တင်သံ	သူမ၏ အသံသည် ခန်းမထဲတွင် ပဲ့တင်ထပ်နေသည်။
ecological	ဂေဟစနစ်ဆိုင်ရာ	ဂေဟစနစ်အပေါ် သက်ရောက်မှုမှာ မသေချာသေးပါ။
educator	ပညာရေးမှူး	ပညာရေးမှူးသည် သင်ရိုးညွှန်းတမ်းအသစ်တစ်ခုကို ရေးဆွဲခဲ့သည်။
effectiveness	ထိရောက်မှု	လေ့လာမှုက ကာကွယ်ဆေး၏ ထိရောက်မှုကို တိုင်းတာခဲ့သည်။
efficiency	စွမ်းဆောင်ရည်	ပိုကောင်းသော ဆော့ဖ်ဝဲလ်သည် စွမ်းဆောင်ရည်ကို တိုးတက်စေခဲ့သည်။
ego	အတ္တ	သူ၏ အတ္တသည် လုပ်ငန်းခွင်တွင် ပြဿနာများ ဖြစ်စေခဲ့သည်။
elaborate	အသေးစိတ်ဖော်ပြသည်	အသေးစိတ်ကျသော ဝတ်စုံကို ပြုလုပ်ရန် ရက်သတ္တပတ်များစွာ ကြာခဲ့သည်။
electoral	ရွေးကောက်ပွဲဆိုင်ရာ	ရွေးကောက်ပွဲစနစ်သည် ပြီးခဲ့သည့်နှစ်က ပြောင်းလဲခဲ့သည်။
elevate	မြှင့်တင်သည်	ထိုဆုသည် သူမ၏ ပရိုဖိုင်ကို မြှင့်တင်ပေးလိမ့်မည်။
eligible	အရည်အချင်းပြည့်မီသော	ဒေသခံများသာ လျှော့စျေးများအတွက် အရည်အချင်းပြည့်မီသည်။
elite	အထက်တန်းလွှာ	အထက်တန်းလွှာများသည် ပုဂ္ဂလိကကျောင်းတွင် လေ့ကျင့်ခဲ့ကြသည်။
embark	စတင်သည်	သူတို့သည် ခရီးရှည်တစ်ခုကို စတင်ကြတော့မည်။
embarrassment	ရှက်ရွံ့မှု	သူသည် ရှက်ရွံ့မှုကို ဖုံးကွယ်ရန် ရယ်မောခဲ့သည်။
embassy	သံရုံး	သံရုံးက ခရီးသွားလာရေး အကြံပြုချက်အသစ်ကို ထုတ်ပြန်ခဲ့သည်။
embed	ထည့်သွင်းသည်	သတင်းထောက်သည် တပ်ဖွဲ့နှင့်အတူ လိုက်ပါသွားမည်ဖြစ်သည်။
embody	ပုံဖော်သည်	ရုပ်တုသည် သတ္တိကို ပုံဖော်နေပုံရသည်။
emergence	ပေါ်ထွက်လာခြင်း	ဖုန်းများ ပေါ်ထွက်လာမှုသည် နေ့စဉ်ဘဝကို ပြောင်းလဲစေခဲ့သည်။
empirical	လက်တွေ့ကျသော	စာတမ်းသည် လက်တွေ့ အထောက်အထားများအပေါ် အခြေခံထားသည်။
empower	အခွင့်အာဏာပေးသည်	ပညာရေးသည် ဒေသခံလူထုကို အခွင့်အာဏာ ပေးနိုင်သည်။
enact	ပြဋ္ဌာန်းသည်	လွှတ်တော်က ပြုပြင်ပြောင်းလဲရေးကို ပြဋ္ဌာန်းမည်ဟု မဲပေးခဲ့သည်။
encompass	ပါဝင်သည်	သင်ရိုးညွှန်းတမ်းတွင် ခေတ်သစ်သမိုင်း ပါဝင်မည်ဖြစ်သည်။
encouragement	အားပေးမှု	သူမ၏ အားပေးမှုက သူ့ကို ဆက်လက်လုပ်ဆောင်ရန် ကူညီပေးခဲ့သည်။
encouraging	အားတက်စရာကောင်းသော	အစောပိုင်း ရလဒ်များသည် အားတက်စရာကောင်းပုံရသည်။
endeavour	ကြိုးပမ်းအားထုတ်မှု	ကယ်ဆယ်ရေးသည် ခက်ခဲသော ကြိုးပမ်းအားထုတ်မှုတစ်ခု ဖြစ်ခဲ့သည်။
endless	အဆုံးမရှိသော	သဲကန္တာရသည် အဆုံးမရှိပုံရသည်။
endorse	ထောက်ခံသည်	သမဂ္ဂသည် ကိုယ်စားလှယ်လောင်းကို မထောက်ခံခဲ့ပါ။
endorsement	ထောက်ခံချက်	သူ၏ ထောက်ခံမှုက သူမ၏ မဲဆွယ်စည်းရုံးရေးကို အားဖြည့်ပေးခဲ့သည်။
endure	ခံနိုင်ရည်ရှိသည်	အပင်များသည် ပြင်းထန်သော ဆောင်းရာသီကို ခံနိုင်ရည်ရှိသည်။
enforce	အသက်ဝင်စေသည်	ရဲတပ်ဖွဲ့က အမြန်နှုန်းကန့်သတ်ချက်ကို စောင့်ကြပ်အရေးယူသည်။
enforcement	အတည်ပြုပြဋ္ဌာန်းခြင်း	တင်းကျပ်သော စည်းမျဉ်းများကြောင့် တရားမဝင် စွန့်ပစ်မှုများ လျော့ကျသွားသည်။
engagement	ထိတွေ့ဆက်ဆံမှု	ဤစာသင်နှစ်တွင် ကျောင်းသားများ၏ ပါဝင်ပတ်သက်မှု တိုးတက်လာခဲ့သည်။
engaging	စွဲဆောင်မှုရှိသော	ဟောပြောသူသည် စွဲဆောင်မှုရှိသော စကားကို ပြောကြားခဲ့သည်။
enquire	စုံစမ်းမေးမြန်းသည်	ကျေးဇူးပြု၍ ဧည့်ကြိုကောင်တာတွင် စုံစမ်းပါ။
enrich	ဖွံ့ဖြိုးတိုးတက်စေသည်	ခရီးသွားခြင်းက သင့်နားလည်မှုကို တိုးတက်စေနိုင်သည်။
enrol	စာရင်းပေးသွင်းသည်	ကျောင်းသားများသည် စက်တင်ဘာလမတိုင်မီ စာရင်းပေးသွင်းရမည်။
ensue	ဆက်တိုက်ဖြစ်ပေါ်သည်	ကြေညာချက်အပြီးတွင် ကမောက်ကမဖြစ်မှုများ ဖြစ်ပေါ်နိုင်သည်။
enterprise	စီးပွားရေးလုပ်ငန်း	အဆိုပါ လုပ်ငန်းသည် ဒေသခံ အနုပညာရှင်များကို အလုပ်ခန့်ထားသည်။
enthusiast	ဝါသနာရှင်	စက်ဘီးစီး ဝါသနာရှင်တိုင်း ဤလမ်းကြောင်းကို သိကြသည်။
entitle	အခွင့်အရေးပေးသည်	လက်မှတ်သည် သင့်အား ဝင်ခွင့်ရရှိစေမည်ဖြစ်သည်။
entity	အဖွဲ့အစည်း	ကုမ္ပဏီသည် သီးခြား တရားဝင် အဖွဲ့အစည်းတစ်ခု ဖြစ်သည်။
epidemic	ကူးစက်ရောဂါ	ကူးစက်ရောဂါသည် ဒေသများစွာသို့ ပျံ့နှံ့သွားခဲ့သည်။
equality	တန်းတူညီမျှရေး	လှုပ်ရှားမှုသည် တန်းတူညီမျှရေးအတွက် တိုက်ပွဲဝင်ခဲ့သည်။
equation	ညီမျှခြင်း	ညီမျှခြင်းတွင် မသိသော အရာနှစ်ခု ပါဝင်သည်။
erect	တည်ဆောက်သည်	အလုပ်သမားများသည် ခြံစည်းရိုးအသစ်တစ်ခုကို တည်ဆောက်ကြမည်ဖြစ်သည်။
escalate	ပိုမိုဆိုးရွားလာသည်	ပဋိပက္ခသည် လျင်မြန်စွာ ပိုမိုဆိုးရွားလာနိုင်သည်။
essence	အနှစ်သာရ	ကဗျာသည် ကလေးဘဝ၏ အနှစ်သာရကို ဖမ်းဆုပ်ထားသည်။
establishment	တည်ထောင်ခြင်း	အဖွဲ့အစည်းက ပြုပြင်ပြောင်းလဲရေးကို ဆန့်ကျင်ခဲ့သည်။
eternal	ထာဝရ	သူတို့သည် ထာဝရ ခင်မင်ရင်းနှီးမှုအတွက် ကတိပြုခဲ့ကြသည်။
evacuate	ဘေးလွတ်ရာသို့ ရွှေ့ပြောင်းသည်	မီးသတ်သမားများသည် ဒေသခံများကို ဘေးကင်းစွာ ရွှေ့ပြောင်းရာတွင် ကူညီပေးခဲ့သည်။
evoke	လှုံ့ဆော်ပေးသည်	သီချင်းသည် ပြင်းထန်သော အမှတ်ရစရာများကို ဖော်ထုတ်ပေးနိုင်သည်။
evolutionary	ဆင့်ကဲဖြစ်စဉ်ဆိုင်ရာ	ကျောက်ဖြစ်ရုပ်ကြွင်းသည် ဆင့်ကဲပြောင်းလဲမှု တစ်ခုကို ပြသနေသည်။
exaggerate	ချဲ့ကားပြောဆိုသည်	သင့်အတွေ့အကြုံကို ချဲ့ကားမပြောပါနှင့်။
excellence	အထူးချွန်ဆုံးဖြစ်ခြင်း	ကျောင်းသည် ပညာရေးထူးချွန်မှုကို ဆုချီးမြှင့်သည်။
exceptional	ထူးခြားသော	သူမသည် ထူးခြားသော ကျွမ်းကျင်မှုကို ပြသခဲ့သည်။
excess	ပိုလျှံသော	ပိုလျှံနေသော ရေများသည် မြေအောက်ခန်းကို ရေလွှမ်းမိုးသွားသည်။
exclusion	ဖယ်ရှားခြင်း	လူမှုရေးအရ ဖယ်ဉ်ခံရခြင်းသည် လူငယ်များကို ထိခိုက်စေသည်။
exclusive	သီးသန့်	ကလပ်သည် သီးသန့် ဝင်ခွင့်ကို ပေးသည်။
exclusively	သီးသန့်အနေဖြင့်	ဤအခန်းကို ဝန်ထမ်းများ သီးသန့် အသုံးပြုသည်။
execute	အကောင်အထည်ဖော်သည်	အဖွဲ့သည် အစီအစဉ်ကို ဂရုတစိုက် အကောင်အထည်ဖော်မည်ဖြစ်သည်။
execution	ကွပ်မျက်ခြင်း	မဟာဗျူဟာကို အကောင်အထည်ဖော်ရန် လပေါင်းများစွာ ကြာခဲ့သည်။
exert	အသုံးပြုသည်	သင်သည် ဖိအားပိုပေးရမည်။
exile	ပြည်နှင်ဒဏ်	စာရေးဆရာသည် ပြည်နှင်ဒဏ်ခံရကာ နေထိုင်ခဲ့သည်။
expenditure	အသုံးစရိတ်	ပြီးခဲ့သည့်နှစ်က အများပြည်သူဆိုင်ရာ အသုံးစရိတ် တိုးလာခဲ့သည်။
experimental	စမ်းသပ်မှုဆိုင်ရာ	ကုသမှုသည် စမ်းသပ်ဆဲ အဆင့်တွင်သာ ရှိသေးသည်။
expire	သက်တမ်းကုန်ဆုံးသည်	ကျွန်တော့် နိုင်ငံကူးလက်မှတ်သည် မကြာမီ သက်တမ်းကုန်တော့မည်။
explicit	ရှင်းလင်းပြတ်သားသော	ညွှန်ကြားချက်များသည် ရှင်းလင်းပြတ်သားသည်။
explicitly	ရှင်းလင်းပြတ်သားစွာ	စည်းကမ်းချက်များက ဆေးလိပ်သောက်ခြင်းကို တားမြစ်ထားသည်။
exploitation	ခေါင်းပုံဖြတ်ခြင်း	အစီရင်ခံစာသည် အလုပ်သမားများကို ခေါင်းပုံဖြတ်မှုကို ဖော်ထုတ်ခဲ့သည်။
explosive	ပေါက်ကွဲနိုင်သော	ပေါက်ကွဲစေတတ်သော ပစ္စည်းကို ဘေးကင်းစွာ ဖယ်ရှားခဲ့သည်။
extremist	အစွန်းရောက်	အစွန်းရောက်အဖွဲ့သည် ထောက်ခံမှု ဆုံးရှုံးခဲ့သည်။
facilitate	ပိုမိုလွယ်ကူစေသည်	အက်ပ်သည် အဝေးသင်ပညာရေးကို ပိုမိုလွယ်ကူစေမည်ဖြစ်သည်။
