source_headword	ML	example_ML
readily	എളുപ്പത്തിൽ	അവൻ ഓഫർ എളുപ്പത്തിൽ സ്വീകരിച്ചു.
realization	തിരിച്ചറിവ്	ആ തിരിച്ചറിവ് അവളുടെ പദ്ധതികളെ മാറ്റിമറിച്ചു.
realm	മണ്ഡലം	ഈ ചോദ്യം മറ്റൊരു മണ്ഡലത്തിൽ പെട്ടതാണ്.
rear	പിൻഭാഗം	ഇന്ന് പിൻവാതിൽ ഉപയോഗിക്കുക.
reasoning	യുക്തിചിന്ത	അവന്റെ യുക്തി വ്യക്തമായിരുന്നു.
reassure	സമാശ്വസിപ്പിക്കുക	ഡോക്ടർ അവളെ സമാശ്വസിപ്പിക്കാൻ ശ്രമിച്ചു.
rebel	വിമതൻ	വിമത നേതാവ് പിടിയിലാകാതെ രക്ഷപ്പെട്ടു.
rebellion	കലാപം	ചർച്ചകൾക്ക് ശേഷം കലാപം അവസാനിച്ചു.
recipient	സ്വീകർത്താവ്	സ്വീകർത്താവ് ഫോമിൽ ഒപ്പിട്ടു.
reconstruction	പുനർനിർമ്മാണം	പ്രളയത്തിന് ശേഷം പുനർനിർമ്മാണം ആരംഭിച്ചു.
recount1	വിശദീകരിക്കുക	അവൾക്ക് സംഭവങ്ങൾ വ്യക്തമായി വിശദീകരിക്കാൻ കഴിയും.
referendum	ഹിതപരിശോധന	ഹിതപരിശോധന രാജ്യത്തെ ഭിന്നിപ്പിച്ചു.
reflection	ചിന്ത	ഉപന്യാസത്തിന് കൂടുതൽ ആഴത്തിലുള്ള ചിന്ത ആവശ്യമായിരുന്നു.
reform	പരിഷ്കാരം	പരിഷ്കാരം പൊതുസേവനങ്ങൾ മെച്ചപ്പെടുത്തി.
refuge	അഭയം	കുടുംബം വിദേശത്ത് അഭയം തേടി.
refusal	നിരസിക്കൽ	അവളുടെ നിരസിക്കൽ കമ്മിറ്റിയെ അത്ഭുതപ്പെടുത്തി.
regain	വീണ്ടെടുക്കുക	വിശ്വാസം വീണ്ടെടുക്കാൻ അവൻ കഠിനമായി പരിശ്രമിച്ചു.
regardless	പരിഗണിക്കാതെ	വിമർശനം പരിഗണിക്കാതെ അവർ തുടർന്നു.
regime	ഭരണകൂടം	ഭരണകൂടം സംസാരസ്വാതന്ത്ര്യം നിയന്ത്രിച്ചു.
regulator	റെഗുലേറ്റർ	റെഗുലേറ്റർ കമ്പനിക്ക് പിഴ ചുമത്തി.
regulatory	നിയന്ത്രണപരമായ	നിയന്ത്രണപരമായ അനുമതി ലഭിക്കാൻ മാസങ്ങളെടുത്തു.
rehabilitation	പുനരധിവാസം	വീണ്ടും നടക്കാൻ പുനരധിവാസം അവനെ സഹായിച്ചു.
reign	ഭരണം	രാജാവിന്റെ ഭരണം പതിറ്റാണ്ടുകൾ നീണ്ടുനിന്നു.
rejection	നിരസിക്കൽ	നിരസിക്കൽ അവളുടെ ആത്മവിശ്വാസത്തെ വ്രണപ്പെടുത്തി.
relevance	പ്രസക്തി	വിവരങ്ങൾക്ക് പരിമിതമായ പ്രസക്തിയേ ഉള്ളൂ.
reliability	വിശ്വാസ്യത	അടിയന്തര സംവിധാനങ്ങളിൽ വിശ്വാസ്യതയ്ക്ക് പ്രാധാന്യമുണ്ട്.
reluctant	മടിയുള്ള	അവന് സംസാരിക്കാൻ മടിയായിരുന്നു.
remainder	ബാക്കി	ബാക്കി തുക ചാരിറ്റിക്ക് നൽകി.
remains	അവശിഷ്ടങ്ങൾ	അവശിഷ്ടങ്ങൾ ശ്രദ്ധാപൂർവ്വം പരിശോധിച്ചു.
remedy	പരിഹാരം	നിയമം ഒരു പരിഹാരം നൽകുന്നു.
reminder	ഓർമ്മപ്പെടുത്തൽ	ഇമെയിൽ ഒരു ഉപകാരപ്രദമായ ഓർമ്മപ്പെടുത്തലായിരുന്നു.
removal	നീക്കംചെയ്യൽ	തടസ്സങ്ങൾ നീക്കം ചെയ്തത് വ്യാപാരത്തെ സഹായിച്ചു.
render	ആക്കുക	ആ തെറ്റ് കരാറിനെ അസാധുവാക്കി.
renew	പുതുക്കുക	നിങ്ങളുടെ പാസ്‌പോർട്ട് വേഗം പുതുക്കുക.
renowned	പ്രശസ്തനായ	ഗവേഷണത്തിന് അവർ പ്രശസ്തയാണ്.
rental	വാടക	വാടകയിൽ ഇൻഷുറൻസ് ഉൾപ്പെടുന്നു.
replacement	പകരംവെക്കൽ	പകരം വെക്കാനുള്ള ഭാഗം ഇന്ന് എത്തി.
reportedly	റിപ്പോർട്ടുകൾ പ്രകാരം	മന്ത്രി ഇന്നലെ രാജിവച്ചതായി റിപ്പോർട്ടുണ്ട്.
representation	പ്രാതിനിധ്യം	ന്യായമായ പ്രാതിനിധ്യം പ്രധാനമാണ്.
reproduce	പുനർനിർമ്മിക്കുക	ഈ സസ്യങ്ങൾ പെട്ടെന്ന് പെരുകുന്നു.
reproduction	പുനരുൽപാദനം	ഡിജിറ്റൽ പുനരുൽപാദനം പ്രവേശനക്ഷമത മെച്ചപ്പെടുത്തി.
republic	റിപ്പബ്ലിക്	റിപ്പബ്ലിക് തിരഞ്ഞെടുപ്പ് നടത്തി.
resemble	സാമ്യമുണ്ടായിരിക്കുക	രണ്ട് ഡിസൈനുകൾക്കും പരസ്പരം സാമ്യമുണ്ട്.
reside	താമസിക്കുക	അവർ അതിർത്തിക്കടുത്താണ് താമസിക്കുന്നത്.
residence	വസതി	അദ്ദേഹത്തിന്റെ ഔദ്യോഗിക വസതിക്ക് കാവലുണ്ട്.
residential	പാർപ്പിട	ആ പ്രദേശം കൂടുതലും പാർപ്പിട മേഖലയാണ്.
residue	അവശിഷ്ടം	ക്ലീനർ ഒട്ടിപ്പിടിക്കുന്ന ഒരു അവശിഷ്ടം അവശേഷിപ്പിച്ചു.
resignation	രാജി	അവളുടെ രാജി ബോർഡിനെ ഞെട്ടിച്ചു.
resistance	ചെറുത്തുനിൽപ്പ്	മാറ്റത്തോടുള്ള ചെറുത്തുനിൽപ്പ് ശക്തമായിരുന്നു.
respective	അതത്	അവർ അവരവരുടെ ഓഫീസുകളിലേക്ക് മടങ്ങി.
respectively	യഥാക്രമം	സ്കോറുകൾ യഥാക്രമം 80, 90 എന്നിങ്ങനെയായിരുന്നു.
restoration	പുനരുദ്ധാരണം	കെട്ടിടത്തിന്റെ പുനരുദ്ധാരണത്തിന് വർഷങ്ങളെടുത്തു.
restraint	സംയമനം	പോലീസ് സംയമനം പാലിച്ചു.
resume	പുനരാരംഭിക്കുക	അടുത്ത ആഴ്ച ക്ലാസുകൾ പുനരാരംഭിക്കും.
retreat	പിൻമാറ്റം	സൈന്യം പിന്മാറ്റം ആരംഭിച്ചു.
retrieve	തിരിച്ചെടുക്കുക	അവൾ ഫയൽ തിരിച്ചെടുത്തു.
revelation	വെളിപ്പെടുത്തൽ	ആ വെളിപ്പെടുത്തൽ അദ്ദേഹത്തിന്റെ പ്രശസ്തിയെ ബാധിച്ചു.
revenge	പ്രതികാരം	അപമാനത്തിന് അവന് പ്രതികാരം ചെയ്യണമായിരുന്നു.
reverse	തിരിച്ചാക്കുക	കോടതി വിധി തിരിച്ചാക്കി.
revival	പുനരുജ്ജീവനം	നഗരം ഒരു സാമ്പത്തിക പുനരുജ്ജീവനം കണ്ടു.
revive	പുനരുജ്ജീവിപ്പിക്കുക	പ്രാദേശിക പാരമ്പര്യങ്ങളെ പുനരുജ്ജീവിപ്പിക്കാൻ ഉത്സവം സഹായിച്ചു.
revolutionary	വിപ്ലവകരമായ	കണ്ടുപിടുത്തം വിപ്ലവകരമായിരുന്നു.
rhetoric	വാചാടോപം	അവന്റെ വാചാടോപം ആക്രമണാത്മകമായി തോന്നി.
rifle	റൈഫിൾ	റൈഫിൾ സുരക്ഷിതമായി സൂക്ഷിച്ചു.
riot	കലാപം	കലാപം മണിക്കൂറുകളോളം നീണ്ടുനിന്നു.
rip	കീറുക	കടലാസ് ശ്രദ്ധയോടെ കീറുക.
ritual	ആചാരം	ആചാരം വിളവെടുപ്പിനെ അടയാളപ്പെടുത്തുന്നു.
robust	കരുത്തുറ്റ	സിസ്റ്റം കരുത്തുറ്റതാണ്.
rock	കുലുക്കുക	സ്ഫോടനം ഗ്രാമത്തെ കുലുക്കി.
rod	കമ്പി	കർട്ടൻ ഒരു കമ്പിയിൽ തൂങ്ങിക്കിടക്കുന്നു.
rotate	കറക്കുക	ഹാൻഡിൽ പതുക്കെ കറക്കുക.
rotation	കറക്കം	വിളകൾ മാറ്റിമാറ്റി കൃഷിചെയ്യുന്നത് മണ്ണിനെ സംരക്ഷിക്കുന്നു.
ruling	വിധി	കോടതി വിധി പ്രസ്താവിച്ചു.
rumour	അഭ്യൂഹം	അഭ്യൂഹം അതിവേഗം പ്രചരിച്ചു.
sack	പുറത്താക്കുക	ബോർഡ് പരിശീലകനെ പുറത്താക്കിയേക്കാം.
sacred	പവിത്രമായ	ക്ഷേത്രം പവിത്രമാണ്.
sacrifice	ത്യാഗം	മാതാപിതാക്കൾ പലപ്പോഴും ത്യാഗങ്ങൾ സഹിക്കാറുണ്ട്.
saint	പുണ്യാളൻ	പള്ളി ഒരു പ്രാദേശിക പുണ്യാളനെ ആദരിക്കുന്നു.
sake	വേണ്ടി	അവൻ അവൾക്കു വേണ്ടി നിന്നു.
sanction	ഉപരോധം	ഉപരോധം അന്താരാഷ്ട്ര വ്യാപാരത്തെ ബാധിച്ചു.
say	അഭിപ്രായം	ഷെഡ്യൂൾ ചെയ്യുന്നതിൽ ജീവനക്കാർക്ക് അഭിപ്രായമുണ്ടായിരുന്നു.
scattered	ചിതറിക്കിടക്കുന്ന	ചിതറിക്കിടക്കുന്ന പേപ്പറുകൾ ഡെസ്കിൽ നിറഞ്ഞിരുന്നു.
sceptical	സംശയമുള്ള	അവൾക്ക് അവകാശവാദത്തിൽ സംശയമുണ്ടായിരുന്നു.
scope	വ്യാപ്തി	പദ്ധതിയുടെ വ്യാപ്തി വർദ്ധിച്ചു.
screw	സ്ക്രൂ	സ്ക്രൂ ശ്രദ്ധയോടെ മുറുക്കുക.
scrutiny	സൂക്ഷ്മപരിശോധന	ഇടപാട് പൊതുജനങ്ങളുടെ സൂക്ഷ്മപരിശോധന നേരിട്ടു.
seal	അടയ്ക്കുക	പോസ്റ്റ് ചെയ്യുന്നതിന് മുമ്പ് കവർ അടയ്ക്കുക.
secular	മതേതരമായ	സ്കൂൾ ഒരു മതേതര പാഠ്യപദ്ധതി പിന്തുടരുന്നു.
seemingly	ഒറ്റനോട്ടത്തിൽ	ഈ ജോലി ഒറ്റനോട്ടത്തിൽ ലളിതമായിരുന്നു.
segment	ഭാഗം	അവസാന ഭാഗം ചെറുതായിരുന്നു.
seize	പിടിച്ചെടുക്കുക	പോലീസ് രേഖകൾ പിടിച്ചെടുത്തു.
seldom	അപൂർവ്വമായി	അവൾ അപൂർവ്വമായി മാത്രമേ ക്ലാസ്സുകൾ ഒഴിവാക്കാറുള്ളൂ.
selective	തിരഞ്ഞെടുക്കുന്ന	പ്രോഗ്രാം വളരെ കർശനമായി തിരഞ്ഞെടുക്കുന്നതാണ്.
senator	സെനറ്റർ	സെനറ്റർ ബില്ലിനെ പിന്തുണച്ചു.
sensation	സെൻസേഷൻ	കണ്ടുപിടുത്തം ഒരു സെൻസേഷൻ സൃഷ്ടിച്ചു.
sensitivity	സംവേദനക്ഷമത	ഈ വിഷയത്തിന് സംവേദനക്ഷമത ആവശ്യമാണ്.
sentiment	വികാരം	പൊതുവികാരം വേഗത്തിൽ മാറിമറിഞ്ഞു.
separation	വേർപിരിയൽ	വേർപിരിയൽ ബുദ്ധിമുട്ടുള്ളതായിരുന്നു.
serial	സീരിയൽ	സീരിയൽ നമ്പർ കാണുന്നില്ല.
settlement	ഒത്തുതീർപ്പ്	ഒത്തുതീർപ്പ് തർക്കം അവസാനിപ്പിച്ചു.
set-up	സജ്ജീകരണം	സജ്ജീകരണത്തിന് രാവിലെ മുഴുവൻ സമയമെടുത്തു.
sexuality	ലൈംഗികത	കോഴ്സ് വ്യക്തിത്വത്തെയും ലൈംഗികതയെയും കുറിച്ച് ചർച്ചചെയ്യുന്നു.
shareholder	ഓഹരിയുടമ	ഒരു ഓഹരിയുടമ ബോർഡിനെ ചോദ്യം ചെയ്തു.
shatter	തകർക്കുക	വാർത്ത അവന്റെ ആത്മവിശ്വാസം തകർത്തു.
shed	ഉപേക്ഷിക്കുക	കമ്പനി ജോലികൾ വെട്ടിക്കുറയ്ക്കും.
sheer	കേവലമായ	അതിന്റെ ഭീമമായ വലുപ്പം എല്ലാവരെയും അത്ഭുതപ്പെടുത്തി.
shipping	ചരക്കുകടത്ത്	ചരക്കുകടത്ത് ചെലവുകൾ വർദ്ധിച്ചു.
shoot	ചിത്രീകരണം	ഫോട്ടോ ചിത്രീകരണം നേരത്തെ അവസാനിച്ചു.
shrink	ചുരുങ്ങുക	കുപ്പായം ചുരുങ്ങിയേക്കാം.
shrug	തോളുലുക്കുക	അവൾ ചെറുതായി ഒന്ന് തോളുലുക്കി.
sigh	നെടുവീർപ്പിടുക	അവൻ ആശ്വാസത്തോടെ നെടുവീർപ്പിട്ടു.
simulate	അനുകരിക്കുക	സോഫ്റ്റ്‌വെയറിന് ഗതാഗതം അനുകരിക്കാൻ കഴിയും.
simulation	സിമുലേഷൻ	സിമുലേഷൻ വെള്ളപ്പൊക്കം പ്രവചിച്ചു.
simultaneously	ഒരേസമയം	രണ്ട് അലാറങ്ങൾ ഒരേസമയം മുഴങ്ങി.
sin	പാപം	അഹങ്കാരം ഒരു പാപമായി കണക്കാക്കപ്പെടുന്നു.
situated	സ്ഥിതിചെയ്യുന്ന	ഹോട്ടൽ നഗരമധ്യത്തിലാണ് സ്ഥിതിചെയ്യുന്നത്.
sketch	രൂപരേഖ	അവൾ വേഗത്തിൽ ഒരു രൂപരേഖ വരച്ചു.
skip	ഒഴിവാക്കുക	പ്രഭാതഭക്ഷണം ഒഴിവാക്കരുത്.
slam	വലിച്ചടയ്ക്കുക	അവന് വാതിൽ വലിച്ചടയ്ക്കാൻ കഴിയും.
slap	അടിക്കുക	മേശപ്പുറത്ത് അടിക്കരുത്.
slavery	അടിമത്തം	അടിമത്തം ആ പ്രദേശത്തിന്റെ ചരിത്രത്തെ രൂപപ്പെടുത്തി.
slot	സമയം	ഓൺലൈനായി ഒരു സമയം ബുക്ക് ചെയ്യുക.
smash	തകർക്കുക	ഗ്ലാസ് തറയിൽ വീണ് തകർന്നു.
snap	ഒടിയുക	കാറ്റിൽ മരക്കൊമ്പ് ഒടിഞ്ഞു.
soak	കുതിർക്കുക	പയർ രാത്രി മുഴുവൻ വെള്ളത്തിൽ കുതിർക്കുക.
soar	കുതിച്ചുയരുക	ഇന്ധനവില കുതിച്ചുയർന്നേക്കാം.
socialist	സോഷ്യലിസ്റ്റ്	പാർട്ടി സോഷ്യലിസ്റ്റ് നയങ്ങളെ പിന്തുണയ്ക്കുന്നു.
sole	ഏക	രക്ഷപ്പെട്ട ഒരേയൊരു വ്യക്തി അവനായിരുന്നു.
solely	പൂർണ്ണമായും	തീരുമാനം പൂർണ്ണമായും അവന്റേതായിരുന്നു.
solicitor	അഭിഭാഷകൻ	അഭിഭാഷകൻ കരാർ തയ്യാറാക്കി.
solidarity	ഐക്യദാർഢ്യം	തൊഴിലാളികൾ ഐക്യദാർഢ്യം പ്രഖ്യാപിച്ചു.
solo	സോളോ	അവൾ ഒരു സോളോ ആൽബം പുറത്തിറക്കി.
sound	യുക്തിസഹമായ	ആ പദ്ധതി യുക്തിസഹവും പ്രായോഗികവുമാണ്.
sovereignty	പരമാധികാരം	കരാർ ദേശീയ പരമാധികാരത്തെ സംരക്ഷിച്ചു.
spam	സ്പാം	ഇൻബോക്സിൽ സ്പാം നിറഞ്ഞു.
span	കുറുകെയുള്ള	പാലം നദിക്ക് കുറുകെ കടക്കുന്നു.
spark	തിരികൊളുത്തുക	ഒരു ചെറിയ അഭിപ്രായം വിവാദത്തിന് തിരികൊളുത്തി.
specialized	പ്രത്യേകമായ	ക്ലിനിക്ക് പ്രത്യേക പരിചരണം നൽകുന്നു.
specification	സവിശേഷത	രൂപകൽപ്പന എല്ലാ സവിശേഷതകളും പാലിക്കുന്നു.
specimen	സാമ്പിൾ	സാമ്പിൾ സുരക്ഷിതമായി സൂക്ഷിച്ചു.
spectacle	കാഴ്ച	പരേഡ് അതിമനോഹരമായ ഒരു കാഴ്ചയായിരുന്നു.
spectrum	വൈവിധ്യം	അഭിപ്രായങ്ങൾ വലിയൊരു വൈവിധ്യം ഉൾക്കൊള്ളുന്നു.
spell	കാലയളവ്	വരണ്ട കാലയളവ് ആഴ്ചകളോളം നീണ്ടുനിന്നു.
sphere	മണ്ഡലം	രാഷ്ട്രീയം സാംസ്കാരിക മണ്ഡലത്തിലേക്ക് പ്രവേശിച്ചു.
spin	കറങ്ങുക	ചക്രങ്ങൾ കറങ്ങാൻ തുടങ്ങി.
spine	നട്ടെല്ല്	പരിക്ക് അവന്റെ നട്ടെല്ലിനെ ബാധിച്ചു.
spotlight	ശ്രദ്ധാകേന്ദ്രം	വിവാദം അവനെ ശ്രദ്ധാകേന്ദ്രമാക്കി.
spouse	പങ്കാളി	അവളുടെ പങ്കാളി ചടങ്ങിൽ പങ്കെടുത്തു.
spy	ചാരൻ	ചാരൻ കോഡ് ചെയ്ത സന്ദേശങ്ങൾ അയച്ചു.
squad	സംഘം	രക്ഷാപ്രവർത്തക സംഘം വേഗത്തിൽ എത്തി.
squeeze	ഞെരുക്കുക	ഹാൻഡിൽ പതുക്കെ ഞെരുക്കുക.
stab	കുത്തുക	റിപ്പോർട്ടിൽ ഒരു കുത്തേറ്റ മുറിവിനെക്കുറിച്ച് വിവരിക്കുന്നു.
stability	സ്ഥിരത	ആ നയം സ്ഥിരത കൊണ്ടുവന്നു.
stabilize	സ്ഥിരപ്പെടുത്തുക	അവനെ സ്ഥിരപ്പെടുത്താൻ മരുന്ന് സഹായിച്ചു.
stake	ഓഹരി	നിക്ഷേപകർക്ക് ഇവിടെ ഒരു ഓഹരിയുണ്ട്.
standing	സ്ഥാനം	പാർട്ടിയിൽ അവളുടെ സ്ഥാനം ഉയർന്നു.
stark	വ്യക്തമായ	ഫലങ്ങൾ വ്യക്തമായ വ്യത്യാസം കാണിച്ചു.
statistical	സ്റ്റാറ്റിസ്റ്റിക്കൽ	പഠനം സ്റ്റാറ്റിസ്റ്റിക്കൽ രീതികൾ ഉപയോഗിച്ചു.
steer	നയിക്കുക	അവൻ ചർച്ചയെ നയിക്കാൻ ശ്രമിച്ചു.
stem	തണ്ട്	കൊടുങ്കാറ്റിൽ തണ്ട് ഒടിഞ്ഞു.
stereotype	വാർപ്പുമാതൃക	സിനിമ ഒരു വാർപ്പുമാതൃകയെ ചോദ്യം ചെയ്തു.
stimulus	ഉത്തേജനം	പാക്കേജ് സാമ്പത്തിക ഉത്തേജനം നൽകി.
stir	ഇളക്കുക	സോസ് പതുക്കെ ഇളക്കുക.
storage	സംഭരണം	ഈ സൗകര്യം സുരക്ഷിതമായ സംഭരണം വാഗ്ദാനം ചെയ്യുന്നു.
straightforward	നേരായ	നിർദ്ദേശങ്ങൾ നേരായതായിരുന്നു.
strain	സമ്മർദ്ദം	നീണ്ട കാലതാമസം സമ്മർദ്ദമുണ്ടാക്കി.
strand	ഇഴ	ഒരു മുടിയിഴ താഴെ വീണു.
strategic	തന്ത്രപരമായ	കമ്പനി ഒരു തന്ത്രപരമായ നിക്ഷേപം നടത്തി.
strip (long narrow piece)	നാട	പേപ്പറിന്റെ ഒരു ഇടുങ്ങിയ നാട മുറിക്കുക.
strip (remove clothes/a layer)	ഇളക്കിമാറ്റുക	പഴയ പെയിന്റ് ശ്രദ്ധയോടെ ഇളക്കിമാറ്റുക.
strive	പരിശ്രമിക്കുക	അവർ മികവിനായി പരിശ്രമിക്കുന്നു.
structural	ഘടനാപരമായ	പാലത്തിന് ഘടനാപരമായ കേടുപാടുകൾ ഉണ്ട്.
stumble	കാലിടറുക	കോണിപ്പടിയിൽ അവന്റെ കാലിടറി.
stun	സ്തംഭിപ്പിക്കുക	ആ വാർത്തയ്ക്ക് ആളുകളെ സ്തംഭിപ്പിക്കാൻ കഴിയും.
submission	സമർപ്പിക്കൽ	സമർപ്പിക്കാനുള്ള സമയപരിധി കഴിഞ്ഞു.
subscriber	വരിക്കാരൻ	ഓരോ വരിക്കാരനും അപ്‌ഡേറ്റുകൾ ലഭിക്കുന്നു.
subscription	സബ്സ്ക്രിപ്ഷൻ	സബ്‌സ്‌ക്രിപ്‌ഷൻ സ്വയമേവ പുതുക്കപ്പെടുന്നു.
subsidy	സബ്സിഡി	സബ്സിഡി ഇന്ധനച്ചെലവ് കുറച്ചു.
substantial	ഗണ്യമായ	പദ്ധതിക്ക് ഗണ്യമായ ധനസഹായം ആവശ്യമാണ്.
substantially	ഗണ്യമായി	വില ഗണ്യമായി വർദ്ധിച്ചു.
substitute	പകരം	പാലിനെ പകരമായി ഉപയോഗിക്കുക.
substitution	പകരം വെക്കൽ	പകരം വെക്കൽ പാചകക്കുറിപ്പ് മാറ്റി.
subtle	സൂക്ഷ്മമായ	ആ പെയിന്റിംഗിൽ സൂക്ഷ്മമായ വിശദാംശങ്ങളുണ്ട്.
suburban	നഗരപ്രാന്തപ്രദേശം	അവർ ഒരു നഗരപ്രാന്തപ്രദേശത്തേക്ക് മാറി.
succession	തുടർച്ച	പ്രതിസന്ധിക്ക് പിന്നാലെ തുടർച്ചയായ പരാജയങ്ങളുണ്ടായി.
successive	തുടർച്ചയായ	തുടർച്ചയായി വന്ന സർക്കാരുകൾ ഈ വിഷയം അവഗണിച്ചു.
successor	പിൻഗാമി	പിൻഗാമി തിങ്കളാഴ്ച ചുമതലയേൽക്കും.
