part_of_speech	source_lemma	display_ES	display_ES_419	article_ES	article_ES_419	gender	number_policy	verb_infinitive	verb_group	meaning_note	semantic_scene	topic_domain	example_ES	example_ES_419
verb	maquillarse	maquillarse	maquillarse	not_applicable	not_applicable	not_applicable	not_applicable	maquillarse	-ar	to put on makeup	personal care	daily_routine_verbs	Me maquillo para la fiesta.	Me maquillo para la fiesta.
verb	bañarse	bañarse	bañarse	not_applicable	not_applicable	not_applicable	not_applicable	bañarse	-ar	to bathe	personal care	daily_routine_verbs	Me baño por la noche.	Me baño por la noche.
verb	acostarse	acostarse	acostarse	not_applicable	not_applicable	not_applicable	not_applicable	acostarse	irregular	to go to bed	daily routine	daily_routine_verbs	Me acuesto temprano.	Me acuesto temprano.
verb	despertarse	despertarse	despertarse	not_applicable	not_applicable	not_applicable	not_applicable	despertarse	irregular	to wake up	daily routine	daily_routine_verbs	Me despierto a las siete.	Me despierto a las siete.
verb	sonreír	sonreír	sonreír	not_applicable	not_applicable	not_applicable	not_applicable	sonreír	-ir	to smile	friendly action	daily_life_verbs	Sonrío cuando veo a mi amiga.	Sonrío cuando veo a mi amiga.
adjective	amargo	amargo	amargo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	bitter	bitter food	food_adjectives	El café está amargo.	El café está amargo.
adjective	ácido	ácido	ácido	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	acidic or sour	sour fruit	food_adjectives	El limón es ácido.	El limón es ácido.
adjective	fresco	fresco	fresco	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	fresh	fresh food	food_adjectives	El pescado está fresco.	El pescado está fresco.
adjective	maduro	maduro	maduro	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	ripe	ripe fruit	food_adjectives	El mango está maduro.	El mango está maduro.
adjective	crudo	crudo	crudo	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	raw	raw food	food_adjectives	La carne está cruda.	La carne está cruda.
adjective	cocido	cocido	cocido	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	cooked or boiled	cooked food	food_adjectives	El arroz está cocido.	El arroz está cocido.
adjective	útil	útil	útil	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	useful	useful object	adjectives_part005	El mapa es útil.	El mapa es útil.
adjective	normal	normal	normal	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	normal	ordinary situation	adjectives_part005	La situación es normal.	La situación es normal.
adjective	raro	raro	raro	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	strange or rare	strange sound	adjectives_part005	El ruido es raro.	El ruido es raro.
adjective	perfecto	perfecto	perfecto	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	perfect	perfect answer	adjectives_part005	La respuesta es perfecta.	La respuesta es perfecta.
adverb	tarde	tarde	tarde	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	late	late arrival	time_sequence_part005	Llego tarde a clase.	Llego tarde a clase.
adverb	jamás	jamás	jamás	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	never	strong negative time	time_sequence_part005	Jamás bebo café de noche.	Jamás bebo café de noche.
numeral	ciento	ciento	ciento	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	one hundred	counting more than one hundred	numbers_part005	Hay ciento veinte páginas.	Hay ciento veinte páginas.
numeral	doscientos	doscientos	doscientos	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	two hundred	counting money	numbers_part005	El curso cuesta doscientos euros.	El curso cuesta doscientos euros.
numeral	quinientos	quinientos	quinientos	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	five hundred	counting distance	numbers_part005	El viaje tiene quinientos kilómetros.	El viaje tiene quinientos kilómetros.
noun	millón	millón	millón	el	el	masculine	singular_default	not_applicable	not_applicable	million	large number	numbers_part005	La ciudad tiene un millón de personas.	La ciudad tiene un millón de personas.
noun	docena	docena	docena	la	la	feminine	singular_default	not_applicable	not_applicable	dozen	counting eggs	numbers_part005	Compro una docena de huevos.	Compro una docena de huevos.
noun	maestro	maestro	maestro	el	el	masculine	singular_default	not_applicable	not_applicable	male teacher	school teacher	people_school_part005	El maestro explica la tarea.	El maestro explica la tarea.
noun	maestra	maestra	maestra	la	la	feminine	singular_default	not_applicable	not_applicable	female teacher	school teacher	people_school_part005	La maestra escribe una nota.	La maestra escribe una nota.
noun	alumno	alumno	alumno	el	el	masculine	singular_default	not_applicable	not_applicable	male pupil	school learner	people_school_part005	El alumno repite la frase.	El alumno repite la frase.
noun	alumna	alumna	alumna	la	la	feminine	singular_default	not_applicable	not_applicable	female pupil	school learner	people_school_part005	La alumna prepara el examen.	La alumna prepara el examen.
noun	invitado	invitado	invitado	el	el	masculine	singular_default	not_applicable	not_applicable	male guest	guest at home	people_social_part005	El invitado trae flores.	El invitado trae flores.
noun	invitada	invitada	invitada	la	la	feminine	singular_default	not_applicable	not_applicable	female guest	guest at home	people_social_part005	La invitada toma café.	La invitada toma café.
noun	secretario	secretario	secretario	el	el	masculine	singular_default	not_applicable	not_applicable	male secretary	office role	people_work_part005	El secretario responde el correo.	El secretario responde el correo.
noun	piloto	piloto	piloto	not_applicable	not_applicable	common	singular_default	not_applicable	not_applicable	pilot	transport role	people_transport_part005	La piloto vuela hoy.	La piloto vuela hoy.
noun	guía	guía	guía	not_applicable	not_applicable	common	singular_default	not_applicable	not_applicable	guide	travel role	people_travel_part005	El guía muestra el museo.	El guía muestra el museo.
noun	repartidor	repartidor	repartidor	el	el	masculine	singular_default	not_applicable	not_applicable	male delivery worker	delivery role	people_services_part005	El repartidor trae el paquete.	El repartidor trae el paquete.
noun	repartidora	repartidora	repartidora	la	la	feminine	singular_default	not_applicable	not_applicable	female delivery worker	delivery role	people_services_part005	La repartidora llama a la puerta.	La repartidora llama a la puerta.
noun	mensajero	mensajero	mensajero	el	el	masculine	singular_default	not_applicable	not_applicable	male messenger	delivery role	people_services_part005	El mensajero deja una carta.	El mensajero deja una carta.
noun	mensajera	mensajera	mensajera	la	la	feminine	singular_default	not_applicable	not_applicable	female messenger	delivery role	people_services_part005	La mensajera espera abajo.	La mensajera espera abajo.
noun	guardia	guardia	guardia	not_applicable	not_applicable	common	singular_default	not_applicable	not_applicable	guard	security role	people_services_part005	El guardia mira la entrada.	El guardia mira la entrada.
noun	empresario	empresario	empresario	el	el	masculine	singular_default	not_applicable	not_applicable	businessman	business role	people_work_part005	El empresario visita la fábrica.	El empresario visita la fábrica.
noun	empresaria	empresaria	empresaria	la	la	feminine	singular_default	not_applicable	not_applicable	businesswoman	business role	people_work_part005	La empresaria lee el contrato.	La empresaria lee el contrato.
noun	administrativo	administrativo	administrativo	el	el	masculine	singular_default	not_applicable	not_applicable	male administrative worker	office role	people_work_part005	El administrativo revisa el formulario.	El administrativo revisa el formulario.
noun	administrativa	administrativa	administrativa	la	la	feminine	singular_default	not_applicable	not_applicable	female administrative worker	office role	people_work_part005	La administrativa guarda el archivo.	La administrativa guarda el archivo.
noun	frigorífico	frigorífico	frigorífico	el	el	masculine	singular_default	not_applicable	not_applicable	refrigerator	kitchen appliance	home_kitchen_part005	El frigorífico está lleno.	El frigorífico está lleno.
noun	aspiradora	aspiradora	aspiradora	la	la	feminine	singular_default	not_applicable	not_applicable	vacuum cleaner	cleaning appliance	home_objects_part005	La aspiradora está en el armario.	La aspiradora está en el armario.
noun	salón	salón	salón	el	el	masculine	singular_default	not_applicable	not_applicable	living room	home room	home_rooms_part005	El salón tiene un sofá.	El salón tiene un sofá.
noun	almuerzo	almuerzo	almuerzo	el	el	masculine	singular_default	not_applicable	not_applicable	lunch	midday meal	food_drink_shopping	El almuerzo empieza a la una.	El almuerzo empieza a la una.
noun	zapatilla	zapatilla	zapatilla	la	la	feminine	singular_default	not_applicable	not_applicable	sneaker or slipper	footwear	clothing_part005	La zapatilla está junto a la cama.	La zapatilla está junto a la cama.
noun	suéter	suéter	suéter	el	el	masculine	singular_default	not_applicable	not_applicable	sweater	warm clothing	clothing_part005	El suéter es verde.	El suéter es verde.
noun	bañador	bañador	bañador	el	el	masculine	singular_default	not_applicable	not_applicable	swimsuit	swim clothing	clothing_part005	El bañador está seco.	El bañador está seco.
noun	consulta	consulta	consulta	la	la	feminine	singular_default	not_applicable	not_applicable	consultation	doctor visit	health_part005	La consulta dura veinte minutos.	La consulta dura veinte minutos.
noun	gasolina	gasolina	gasolina	la	la	feminine	singular_default	not_applicable	not_applicable	gasoline	car fuel	transport_part005	La gasolina está cara.	La gasolina está cara.
noun	clima	clima	clima	el	el	masculine	singular_default	not_applicable	not_applicable	climate or weather	weather condition	weather_part005	El clima es seco.	El clima es seco.
noun	tierra	tierra	tierra	la	la	feminine	singular_default	not_applicable	not_applicable	earth or soil	ground material	nature_part005	La tierra está seca.	La tierra está seca.
noun	mundo	mundo	mundo	el	el	masculine	singular_default	not_applicable	not_applicable	world	general world	nature_part005	El mundo es grande.	El mundo es grande.
noun	elefante	elefante	elefante	el	el	masculine	singular_default	not_applicable	not_applicable	elephant	large animal	animals_part005	El elefante bebe agua.	El elefante bebe agua.
noun	león	león	león	el	el	masculine	singular_default	not_applicable	not_applicable	lion	wild animal	animals_part005	El león duerme bajo el sol.	El león duerme bajo el sol.
noun	tigre	tigre	tigre	el	el	masculine	singular_default	not_applicable	not_applicable	tiger	wild animal	animals_part005	El tigre camina despacio.	El tigre camina despacio.
noun	mono	mono	mono	el	el	masculine	singular_default	not_applicable	not_applicable	monkey	wild animal	animals_part005	El mono come fruta.	El mono come fruta.
noun	oso	oso	oso	el	el	masculine	singular_default	not_applicable	not_applicable	bear	wild animal	animals_part005	El oso vive en el bosque.	El oso vive en el bosque.
noun	lobo	lobo	lobo	el	el	masculine	singular_default	not_applicable	not_applicable	wolf	wild animal	animals_part005	El lobo corre de noche.	El lobo corre de noche.
noun	serpiente	serpiente	serpiente	la	la	feminine	singular_default	not_applicable	not_applicable	snake	small animal	animals_part005	La serpiente está en la piedra.	La serpiente está en la piedra.
noun	tortuga	tortuga	tortuga	la	la	feminine	singular_default	not_applicable	not_applicable	turtle	slow animal	animals_part005	La tortuga camina despacio.	La tortuga camina despacio.
noun	pato	pato	pato	el	el	masculine	singular_default	not_applicable	not_applicable	duck	water bird	animals_part005	El pato nada en el lago.	El pato nada en el lago.
noun	deporte	deporte	deporte	el	el	masculine	singular_default	not_applicable	not_applicable	sport	activity	leisure_part005	El deporte ayuda a la salud.	El deporte ayuda a la salud.
noun	fútbol	fútbol	fútbol	el	el	masculine	singular_default	not_applicable	not_applicable	football or soccer	sport	leisure_part005	El fútbol es popular.	El fútbol es popular.
noun	tenis	tenis	tenis	el	el	masculine	singular_default	not_applicable	not_applicable	tennis	sport	leisure_part005	El tenis empieza a las cinco.	El tenis empieza a las cinco.
noun	baloncesto	baloncesto	baloncesto	el	el	masculine	singular_default	not_applicable	not_applicable	basketball	sport	leisure_part005	El baloncesto es divertido.	El baloncesto es divertido.
noun	natación	natación	natación	la	la	feminine	singular_default	not_applicable	not_applicable	swimming	sport	leisure_part005	La natación es buena para la espalda.	La natación es buena para la espalda.
noun	gimnasio	gimnasio	gimnasio	el	el	masculine	singular_default	not_applicable	not_applicable	gym	exercise place	leisure_part005	El gimnasio abre temprano.	El gimnasio abre temprano.
noun	película	película	película	la	la	feminine	singular_default	not_applicable	not_applicable	movie	watching a movie	leisure_part005	La película empieza pronto.	La película empieza pronto.
noun	concierto	concierto	concierto	el	el	masculine	singular_default	not_applicable	not_applicable	concert	music event	leisure_part005	El concierto termina tarde.	El concierto termina tarde.
noun	canción	canción	canción	la	la	feminine	singular_default	not_applicable	not_applicable	song	music item	leisure_part005	La canción es bonita.	La canción es bonita.
noun	baile	baile	baile	el	el	masculine	singular_default	not_applicable	not_applicable	dance	social activity	leisure_part005	El baile empieza a las nueve.	El baile empieza a las nueve.
noun	música	música	música	la	la	feminine	singular_default	not_applicable	not_applicable	music	listening activity	leisure_part005	La música suena fuerte.	La música suena fuerte.
noun	guitarra	guitarra	guitarra	la	la	feminine	singular_default	not_applicable	not_applicable	guitar	musical instrument	leisure_part005	La guitarra está en el salón.	La guitarra está en el salón.
noun	juego	juego	juego	el	el	masculine	singular_default	not_applicable	not_applicable	game	play activity	leisure_part005	El juego es fácil.	El juego es fácil.
noun	revista	revista	revista	la	la	feminine	singular_default	not_applicable	not_applicable	magazine	reading item	leisure_part005	La revista tiene fotos.	La revista tiene fotos.
noun	curso	curso	curso	el	el	masculine	singular_default	not_applicable	not_applicable	course	learning course	study_admin_tech_part005	El curso dura tres meses.	El curso dura tres meses.
noun	respuesta	respuesta	respuesta	la	la	feminine	singular_default	not_applicable	not_applicable	answer	answer to question	study_admin_tech_part005	La respuesta está en el libro.	La respuesta está en el libro.
noun	nota	nota	nota	la	la	feminine	singular_default	not_applicable	not_applicable	note or grade	school note	study_admin_tech_part005	La nota está en la página.	La nota está en la página.
noun	prueba	prueba	prueba	la	la	feminine	singular_default	not_applicable	not_applicable	test or proof	small test	study_admin_tech_part005	La prueba dura diez minutos.	La prueba dura diez minutos.
noun	diccionario	diccionario	diccionario	el	el	masculine	singular_default	not_applicable	not_applicable	dictionary	learning tool	study_admin_tech_part005	El diccionario ayuda mucho.	El diccionario ayuda mucho.
noun	carta	carta	carta	la	la	feminine	singular_default	not_applicable	not_applicable	letter	paper message	study_admin_tech_part005	La carta está en el buzón.	La carta está en el buzón.
noun	paquete	paquete	paquete	el	el	masculine	singular_default	not_applicable	not_applicable	package	delivery item	study_admin_tech_part005	El paquete llega mañana.	El paquete llega mañana.
noun	efectivo	efectivo	efectivo	el	el	masculine	singular_default	not_applicable	not_applicable	cash	payment method	study_admin_tech_part005	Pago en efectivo.	Pago en efectivo.
noun	compra	compra	compra	la	la	feminine	singular_default	not_applicable	not_applicable	purchase	buying action	study_admin_tech_part005	La compra cuesta poco.	La compra cuesta poco.
noun	venta	venta	venta	la	la	feminine	singular_default	not_applicable	not_applicable	sale	selling action	study_admin_tech_part005	La venta empieza mañana.	La venta empieza mañana.
noun	imagen	imagen	imagen	la	la	feminine	singular_default	not_applicable	not_applicable	image	digital image	study_admin_tech_part005	La imagen se ve bien.	La imagen se ve bien.
noun	sonido	sonido	sonido	el	el	masculine	singular_default	not_applicable	not_applicable	sound	audio	study_admin_tech_part005	El sonido es fuerte.	El sonido es fuerte.
noun	red	red	red	la	la	feminine	singular_default	not_applicable	not_applicable	network	internet connection	study_admin_tech_part005	La red funciona bien.	La red funciona bien.
noun	sitio	sitio	sitio	el	el	masculine	singular_default	not_applicable	not_applicable	site or place	web place	study_admin_tech_part005	El sitio tiene información.	El sitio tiene información.
noun	enlace	enlace	enlace	el	el	masculine	singular_default	not_applicable	not_applicable	link	web link	study_admin_tech_part005	El enlace abre la página.	El enlace abre la página.
noun	programa	programa	programa	el	el	masculine	singular_default	not_applicable	not_applicable	program	show or software	study_admin_tech_part005	El programa empieza ahora.	El programa empieza ahora.
verb	parar	parar	parar	not_applicable	not_applicable	not_applicable	not_applicable	parar	-ar	to stop	stopping a car	actions_part005	Paro el coche en la señal.	Paro el auto en la señal.
verb	descansar	descansar	descansar	not_applicable	not_applicable	not_applicable	not_applicable	descansar	-ar	to rest	resting at home	actions_part005	Descanso después del trabajo.	Descanso después del trabajo.
verb	dolerse	dolerse	dolerse	not_applicable	not_applicable	not_applicable	not_applicable	dolerse	irregular	to hurt	body pain	actions_part005	Me duele la cabeza.	Me duele la cabeza.
adjective	nervioso	nervioso	nervioso	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	nervous	nervous person	adjectives_part005	El alumno está nervioso.	El alumno está nervioso.
adjective	serio	serio	serio	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	serious	serious person	adjectives_part005	La jefa es seria.	La jefa es seria.
adjective	divertido	divertido	divertido	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	fun	fun game	adjectives_part005	El juego es divertido.	El juego es divertido.
adjective	aburrido	aburrido	aburrido	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	boring	boring film	adjectives_part005	La película es aburrida.	La película es aburrida.
adjective	imposible	imposible	imposible	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	impossible	impossible task	adjectives_part005	La tarea parece imposible.	La tarea parece imposible.
adjective	elegante	elegante	elegante	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	elegant	elegant dress	adjectives_part005	El vestido es elegante.	El vestido es elegante.
adjective	famoso	famoso	famoso	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	famous	famous place	adjectives_part005	El teatro es famoso.	El teatro es famoso.
adjective	popular	popular	popular	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	popular	popular sport	adjectives_part005	El fútbol es popular.	El fútbol es popular.
noun	cafetera	cafetera	cafetera	la	la	feminine	singular_default	not_applicable	not_applicable	coffee maker	kitchen appliance	home_kitchen_part005	La cafetera prepara café.	La cafetera prepara café.
noun	tetera	tetera	tetera	la	la	feminine	singular_default	not_applicable	not_applicable	teapot	tea container	home_kitchen_part005	La tetera está caliente.	La tetera está caliente.
noun	bandeja	bandeja	bandeja	la	la	feminine	singular_default	not_applicable	not_applicable	tray	serving object	home_kitchen_part005	La bandeja tiene vasos.	La bandeja tiene vasos.
noun	bol	bol	bol	el	el	masculine	singular_default	not_applicable	not_applicable	bowl	food container	home_kitchen_part005	El bol tiene cereal.	El bol tiene cereal.
noun	recipiente	recipiente	recipiente	el	el	masculine	singular_default	not_applicable	not_applicable	container	storage object	home_kitchen_part005	El recipiente está cerrado.	El recipiente está cerrado.
noun	tijera	tijera	tijera	la	la	feminine	singular_default	not_applicable	not_applicable	scissors	cutting tool	home_tools_part005	La tijera corta papel.	La tijera corta papel.
noun	martillo	martillo	martillo	el	el	masculine	singular_default	not_applicable	not_applicable	hammer	tool	home_tools_part005	El martillo está en la caja.	El martillo está en la caja.
noun	clavo	clavo	clavo	el	el	masculine	singular_default	not_applicable	not_applicable	nail	small tool item	home_tools_part005	El clavo está en la pared.	El clavo está en la pared.
noun	tornillo	tornillo	tornillo	el	el	masculine	singular_default	not_applicable	not_applicable	screw	small tool item	home_tools_part005	El tornillo está en el cajón.	El tornillo está en el cajón.
noun	destornillador	destornillador	destornillador	el	el	masculine	singular_default	not_applicable	not_applicable	screwdriver	tool	home_tools_part005	El destornillador está en la mesa.	El destornillador está en la mesa.
noun	pegamento	pegamento	pegamento	el	el	masculine	singular_default	not_applicable	not_applicable	glue	repair item	home_tools_part005	El pegamento está abierto.	El pegamento está abierto.
noun	cuerda	cuerda	cuerda	la	la	feminine	singular_default	not_applicable	not_applicable	rope	useful object	home_tools_part005	La cuerda está en el garaje.	La cuerda está en el garaje.
noun	juguete	juguete	juguete	el	el	masculine	singular_default	not_applicable	not_applicable	toy	child object	home_objects_part005	El juguete está en el suelo.	El juguete está en el suelo.
noun	pelota	pelota	pelota	la	la	feminine	singular_default	not_applicable	not_applicable	ball	play object	leisure_part005	La pelota está en el jardín.	La pelota está en el jardín.
noun	sandalia	sandalia	sandalia	la	la	feminine	singular_default	not_applicable	not_applicable	sandal	footwear	clothing_part005	La sandalia es cómoda.	La sandalia es cómoda.
noun	corbata	corbata	corbata	la	la	feminine	singular_default	not_applicable	not_applicable	tie	formal clothing	clothing_part005	La corbata es roja.	La corbata es roja.
noun	pulsera	pulsera	pulsera	la	la	feminine	singular_default	not_applicable	not_applicable	bracelet	accessory	clothing_part005	La pulsera es de plata.	La pulsera es de plata.
noun	durazno	durazno	durazno	el	el	masculine	singular_default	not_applicable	not_applicable	peach	fruit food	food_drink_shopping	El durazno está maduro.	El durazno está maduro.
noun	quesería	quesería	quesería	la	la	feminine	singular_default	not_applicable	not_applicable	cheese shop	food shop	food_drink_shopping	La quesería abre temprano.	La quesería abre temprano.
noun	pescadería	pescadería	pescadería	la	la	feminine	singular_default	not_applicable	not_applicable	fish shop	food shop	food_drink_shopping	La pescadería tiene salmón.	La pescadería tiene salmón.
noun	frutería	frutería	frutería	la	la	feminine	singular_default	not_applicable	not_applicable	fruit shop	food shop	food_drink_shopping	La frutería vende mangos.	La frutería vende mangos.
noun	carrito	carrito	carrito	el	el	masculine	singular_default	not_applicable	not_applicable	shopping cart	shopping object	food_drink_shopping	El carrito está lleno.	El carrito está lleno.
noun	cesta	cesta	cesta	la	la	feminine	singular_default	not_applicable	not_applicable	basket	shopping object	food_drink_shopping	La cesta tiene fruta.	La cesta tiene fruta.
noun	fábrica	fábrica	fábrica	la	la	feminine	singular_default	not_applicable	not_applicable	factory	work place	places_part005	La fábrica produce ropa.	La fábrica produce ropa.
noun	empresa	empresa	empresa	la	la	feminine	singular_default	not_applicable	not_applicable	company	work organization	places_part005	La empresa busca empleados.	La empresa busca empleados.
