source_headword	HY	example_HY
rape	բռնաբարություն	Բռնաբարության դեպքերը մանրակրկիտ հետաքննություն են պահանջում։
ratio	հարաբերակցություն	Դասարանն ունի ուսուցիչների ցածր հարաբերակցություն։
rational	ռացիոնալ	Նրա որոշումը ռացիոնալ էր։
ray	շող	Ներս թափանցեց արևի մի շող։
readily	սիրով	Նա սիրով ընդունեց առաջարկը։
realization	գիտակցում	Գիտակցումը փոխեց նրա ծրագրերը։
realm	ոլորտ	Այս հարցը մեկ այլ ոլորտի է պատկանում։
rear	հետևի	Այսօր օգտագործեք հետևի մուտքը։
reasoning	տրամաբանություն	Նրա տրամաբանությունը պարզ էր։
reassure	հանգստացնել	Բժիշկը փորձեց հանգստացնել նրան։
rebel	ապստամբ	Ապստամբների առաջնորդը խուսափեց ձերբակալությունից։
rebellion	ապստամբություն	Ապստամբությունն ավարտվեց բանակցություններից հետո։
recipient	ստացող	Ստացողը ստորագրեց ձևաթուղթը։
reconstruction	վերակառուցում	Վերակառուցումը սկսվեց ջրհեղեղից հետո։
recount1	պատմել	Նա կարող է հստակ պատմել դեպքերը։
referendum	հանրաքվե	Հանրաքվեն պառակտեց երկիրը։
reflection	անդրադարձ	Էսսեն խորը անդրադարձի կարիք ուներ։
reform	բարեփոխում	Բարեփոխումը բարելավեց հանրային ծառայությունները։
refuge	ապաստան	Ընտանիքն ապաստան փնտրեց արտերկրում։
refusal	մերժում	Նրա մերժումը զարմացրեց հանձնաժողովին։
regain	վերականգնել	Նա շատ աշխատեց վստահությունը վերականգնելու համար։
regardless	անկախ ամեն ինչից	Նրանք շարունակեցին՝ անկախ քննադատությունից։
regime	ռեժիմ	Ռեժիմը սահմանափակեց խոսքի ազատությունը։
regulator	կարգավորող մարմին	Կարգավորող մարմինը տուգանեց ընկերությանը։
regulatory	կարգավորիչ	Կարգավորիչի հաստատումը ամիսներ տևեց։
rehabilitation	վերականգնում	Վերականգնումն օգնեց նրան նորից քայլել։
reign	կառավարում	Թագավորի կառավարումը տասնամյակներ տևեց։
rejection	մերժում	Մերժումը վնասեց նրա ինքնավստահությանը։
relevance	արդիականություն	Տվյալներն ունեն սահմանափակ արդիականություն։
reliability	հուսալիություն	Հուսալիությունը կարևոր է արտակարգ իրավիճակների համակարգերում։
reluctant	դժկամ	Նա դժկամությամբ էր խոսում։
remainder	մնացորդ	Մնացորդը գնաց բարեգործության։
remains	մնացորդներ	Մնացորդները մանրամասն ուսումնասիրվեցին։
remedy	միջոց	Օրենքը միջոց է տրամադրում։
reminder	հիշեցում	Էլեկտրոնային նամակն օգտակար հիշեցում էր։
removal	հեռացում	Խոչընդոտների հեռացումն օգնեց առևտրին։
render	դարձնել	Սխալը պայմանագիրն անվավեր դարձրեց։
renew	թարմացնել	Շուտով թարմացրեք ձեր անձնագիրը։
renowned	հայտնի	Նա հայտնի է իր հետազոտություններով։
rental	վարձակալություն	Վարձակալությունը ներառում է ապահովագրություն։
replacement	փոխարինող	Փոխարինող մասն այսօր հասավ։
reportedly	ըստ տեղեկությունների	Ըստ տեղեկությունների՝ նախարարը երեկ հրաժարական է տվել։
representation	ներկայացվածություն	Արդար ներկայացվածությունը մնում է կարևոր։
reproduce	բազմանալ	Այս բույսերն արագ են բազմանում։
reproduction	վերարտադրություն	Թվային վերարտադրությունը բարելավեց հասանելիությունը։
republic	հանրապետություն	Հանրապետությունում ընտրություններ անցկացվեցին։
resemble	նմանվել	Երկու դիզայններն իրար շատ նման են։
reside	բնակվել	Նրանք բնակվում են սահմանի մոտ։
residence	նստավայր	Նրա պաշտոնական նստավայրը հսկվում է։
residential	բնակելի	Տարածքը հիմնականում բնակելի է։
residue	մնացորդ	Մաքրող միջոցը կպչուն մնացորդ թողեց։
resignation	հրաժարական	Նրա հրաժարականը ցնցեց խորհրդին։
resistance	դիմադրություն	Փոփոխությունների նկատմամբ դիմադրությունն ուժեղ էր։
respective	համապատասխան	Նրանք վերադարձան իրենց համապատասխան գրասենյակներ։
respectively	համապատասխանաբար	Միավորները համապատասխանաբար 80 և 90 էին։
restoration	վերականգնում	Շենքի վերականգնումը տարիներ տևեց։
restraint	զսպվածություն	Ոստիկանությունը զսպվածություն ցուցաբերեց։
resume	վերսկսել	Դասերը կվերսկսվեն հաջորդ շաբաթ։
retreat	նահանջ	Բանակը սկսեց նահանջել։
retrieve	վերականգնել	Նա վերականգնեց ֆայլը։
revelation	բացահայտում	Բացահայտումը վնասեց նրա հեղինակությանը։
revenge	վրեժ	Նա վրեժ էր ուզում վիրավորանքի համար։
reverse	բեկանել	Դատարանը բեկանեց որոշումը։
revival	վերածնունդ	Քաղաքը տնտեսական վերածնունդ ապրեց։
revive	վերածնել	Փառատոնն օգնեց վերածնել տեղական ավանդույթները։
revolutionary	հեղափոխական	Գյուտը հեղափոխական էր։
rhetoric	հռետորաբանություն	Նրա հռետորաբանությունը ագրեսիվ էր հնչում։
rifle	հրացան	Հրացանն ապահով պահվում էր։
riot	անկարգություն	Անկարգությունը մի քանի ժամ տևեց։
rip	պատռել	Զգուշորեն պատռեք թուղթը։
ritual	ծես	Ծեսը նշանավորում է բերքահավաքը։
robust	ամուր	Համակարգը ամուր է։
rock	ցնցել	Պայթյունը ցնցեց գյուղը։
rod	ձող	Վարագույրը կախված է ձողից։
rotate	պտտել	Դանդաղ պտտեք բռնակը։
rotation	ցանքաշրջանառություն	Ցանքաշրջանառությունը պաշտպանում է հողը։
ruling	վճիռ	Դատարանը վճիռ կայացրեց։
rumour	լուր	Լուրն արագ տարածվեց։
sack	հեռացնել աշխատանքից	Խորհուրդը կարող է աշխատանքից ազատել մարզչին։
sacred	սուրբ	Տաճարը սուրբ է։
sacrifice	զոհողություն	Ծնողները հաճախ զոհողությունների են գնում։
saint	սուրբ	Եկեղեցին մեծարում է տեղի սրբին։
sake	հանուն	Նա մնաց հանուն նրա։
sanction	պատժամիջոց	Պատժամիջոցն ազդեց միջազգային առևտրի վրա։
say	ձայնի իրավունք	Աշխատակիցները ձայնի իրավունք ունեին ժամանակացույցը կազմելիս։
scattered	ցրված	Ցրված թղթերը ծածկել էին սեղանը։
sceptical	թերահավատ	Նա թերահավատորեն էր վերաբերվում պնդմանը։
scope	շրջանակ	Ծրագրի շրջանակն ընդլայնվեց։
screw	պտուտակ	Զգուշորեն սեղմեք պտուտակը։
scrutiny	զննում	Գործարքը արժանացավ հանրային զննման։
seal	կնքել	Կնքեք ծրարը ուղարկելուց առաջ։
secular	աշխարհիկ	Դպրոցը հետևում է աշխարհիկ ուսումնական ծրագրին։
seemingly	կարծես թե	Առաջադրանքը կարծես թե պարզ էր։
segment	հատված	Վերջին հատվածն ավելի կարճ էր։
seize	առգրավել	Ոստիկանությունն առգրավեց փաստաթղթերը։
seldom	հազվադեպ	Նա հազվադեպ է բաց թողնում դասը։
selective	ընտրողական	Ծրագիրը խիստ ընտրողական է։
senator	սենատոր	Սենատորն աջակցեց օրինագծին։
sensation	սենսացիա	Հայտնագործությունը սենսացիա առաջացրեց։
sensitivity	զգայունություն	Այս հարցը զգայունություն է պահանջում։
sentiment	տրամադրություն	Հանրային տրամադրությունն արագ փոխվեց։
separation	բաժանում	Բաժանումը դժվար էր։
serial	սերիական	Սերիական համարը բացակայում է։
settlement	համաձայնություն	Համաձայնությունն ավարտեց վեճը։
set-up	կարգավորում	Կարգավորումն ամբողջ առավոտ տևեց։
sexuality	սեռականություն	Դասընթացը քննարկում է ինքնություն և սեռականություն։
shareholder	բաժնետեր	Բաժնետերը հարց ուղղեց խորհրդին։
shatter	փշրել, կոտրել	Լուրը փշրեց նրա ինքնավստահությունը։
shed	կրճատել, ազատվել	Ընկերությունը կկրճատի աշխատատեղերը։
sheer	բացարձակ, զուտ	Բացարձակ չափը զարմացրեց բոլորին։
shipping	առաքում, բեռնափոխադրում	Առաքման ծախսերն աճեցին։
shoot	նկարահանում	Ֆոտոնկարահանումը շուտ ավարտվեց։
shrink	նստել, կրճատվել	Վերնաշապիկը կարող է նստել։
shrug	ուսերը թոթվել	Նա թեթևակի թոթվեց ուսերը։
sigh	հառաչել	Նա թեթևացած հառաչեց։
simulate	նմանակել, մոդելավորել	Ծրագիրը կարող է մոդելավորել երթևեկությունը։
simulation	մոդելավորում	Մոդելավորումը կանխատեսեց ջրհեղեղ։
simultaneously	միաժամանակ	Երկու զարթուցիչ հնչեց միաժամանակ։
sin	մեղք	Հպարտությունը համարվում է մեղք։
situated	տեղակայված, գտնվող	Հյուրանոցը տեղակայված է քաղաքի կենտրոնում։
sketch	էսքիզ, ուրվանկար	Նա արագ էսքիզ արեց։
skip	բաց թողնել	Բաց մի թողեք նախաճաշը։
slam	շրխկացնել	Նա կարող է շրխկացնել դուռը։
slap	ապտակել, խփել	Ձեռքով մի խփեք սեղանին։
slavery	ստրկություն	Ստրկությունը ձևավորեց տարածաշրջանի պատմությունը։
slot	ժամանակահատված, տեղ	Ամրագրեք ժամանակահատված առցանց։
smash	ջարդել, փշրել	Ապակին ջարդվեց հատակին։
snap	ճարճատել, կոտրվել	Ճյուղը կոտրվեց քամուց։
soak	թրջել	Լոբին թրջեք ամբողջ գիշեր։
soar	կտրուկ աճել	Վառելիքի գները կարող են կտրուկ աճել։
socialist	սոցիալիստական	Կուսակցությունը պաշտպանում է սոցիալիստական քաղաքականությունը։
sole	միակ	Նա միակ փրկվածն էր։
solely	միայն, բացառապես	Որոշումը միայն իրենն էր։
solicitor	փաստաբան, իրավաբան	Փաստաբանը նախապատրաստեց պայմանագիրը։
solidarity	համերաշխություն	Բանվորները համերաշխություն հայտնեցին։
solo	մենակատարային, սոլո	Նա թողարկեց սոլո ալբոմ։
sound	հիմնավոր, ողջամիտ	Ծրագիրը հիմնավոր է և գործնական։
sovereignty	ինքնիշխանություն	Պայմանագիրը պաշտպանում էր ազգային ինքնիշխանությունը։
spam	սպամ, անցանկալի փոստ	Սպամը լցրել էր մուտքային արկղը։
span	ձգվել, ընդգրկել	Կամուրջը ձգվում է գետի վրայով։
spark	բռնկել, առաջացնել	Փոքրիկ դիտողությունը բանավեճ առաջացրեց։
specialized	մասնագիտացված	Կլինիկան տրամադրում է մասնագիտացված խնամք։
specification	մասնագիր, բնութագիր	Դիզայնը համապատասխանում է բոլոր բնութագրերին։
specimen	նմուշ	Նմուշն ապահով պահպանվեց։
spectacle	տեսարան, ներկայացում	Շքերթը վառ տեսարան էր։
spectrum	սպեկտր	Կարծիքներն ընդգրկում են լայն սպեկտր։
spell	ժամանակահատված	Չորային ժամանակահատվածը տևեց շաբաթներ։
sphere	ոլորտ	Քաղաքականությունը մուտք գործեց մշակութային ոլորտ։
spin	պտտվել	Անիվներն սկսեցին պտտվել։
spine	ողնաշար	Վնասվածքն ազդել էր նրա ողնաշարի վրա։
spotlight	ուշադրության կենտրոն	Սկանդալը նրան հայտնեց ուշադրության կենտրոնում։
spouse	ամուսին, կին	Նրա ամուսինը ներկա էր արարողությանը։
spy	լրտես	Լրտեսը ծածկագրված հաղորդագրություններ էր ուղարկում։
squad	ջոկատ	Փրկարար ջոկատն արագ ժամանեց։
squeeze	սեղմել, ճզմել	Մեղմորեն սեղմեք բռնակը։
stab	դանակահարել, խոցել	Զեկույցում նկարագրված էր դանակի վերք։
stability	կայունություն	Քաղաքականությունը կայունություն բերեց։
stabilize	կայունացնել	Դեղամիջոցն օգնեց կայունացնել նրա վիճակը։
stake	մասնաբաժին, շահաբաժին	Ներդրողներն այստեղ մասնաբաժին ունեն։
standing	հեղինակություն, դիրք	Նրա հեղինակությունը կուսակցությունում բարձրացավ։
stark	կտրուկ, ակնհայտ	Արդյունքները կտրուկ հակադրություն ցույց տվեցին։
statistical	վիճակագրական	Ուսումնասիրությունն օգտագործել է վիճակագրական մեթոդներ։
steer	ղեկավարել, ուղղորդել	Նա փորձեց ուղղորդել բանավեճը։
stem	ցողուն	Ցողունը կոտրվեց փոթորկի ժամանակ։
stereotype	կարծրատիպ	Ֆիլմը մարտահրավեր նետեց կարծրատիպին։
stimulus	խթան	Փաթեթը տնտեսական խթան հանդիսացավ։
stir	խառնել	Դանդաղ խառնեք սոուսը։
storage	պահեստ, պահպանում	Հաստատությունն առաջարկում է անվտանգ պահպանում։
straightforward	պարզ, հասկանալի	Հրահանգները պարզ էին։
strain	լարվածություն	Երկարատև ձգձգումը լարվածություն առաջացրեց։
strand	թել, մազափունջ	Մազափունջն ընկավ։
strategic	ռազմավարական	Ընկերությունը ռազմավարական ներդրում կատարեց։
strip (long narrow piece)	շերտ	Կտրեք թղթի նեղ շերտ։
strip (remove clothes/a layer)	մաքրել, հանել	Զգուշորեն մաքրեք հին ներկը։
strive	ձգտել	Նրանք ձգտում են գերազանցության։
structural	կառուցվածքային	Կամուրջը կառուցվածքային վնասվածք ունի։
stumble	սայթաքել	Նա սայթաքեց աստիճանների վրա։
stun	ապշեցնել	Լուրը կարող է ապշեցնել մարդկանց։
submission	ներկայացում, հանձնում	Ներկայացման վերջնաժամկետն անցավ։
subscriber	բաժանորդ	Յուրաքանչյուր բաժանորդ ստանում է թարմացումներ։
subscription	բաժանորդագրություն	Բաժանորդագրությունն ինքնաբերաբար երկարաձգվում է։
subsidy	սուբսիդիա	Սուբսիդիան նվազեցրեց վառելիքի ծախսերը։
substantial	զգալի, էական	Նախագիծը զգալի ֆինանսավորման կարիք ունի։
substantially	զգալիորեն	Գինը զգալիորեն աճել է։
substitute	փոխարինող	Որպես փոխարինող օգտագործեք կաթ։
substitution	փոխարինում	Փոխարինումը փոխեց բաղադրատոմսը։
subtle	նուրբ, աննշան	Նկարն ունի նուրբ դետալներ։
suburban	արվարձանային	Նրանք տեղափոխվեցին արվարձանային շրջան։
succession	հաջորդականություն	Ճգնաժամին հաջորդեց ձախողումների հաջորդականություն։
successive	հաջորդական	Հաջորդական կառավարություններն անտեսեցին խնդիրը։
successor	իրավահաջորդ, փոխարինող	Իրավահաջորդը կսկսի աշխատել երկուշաբթի։
suck	ծծել, քաշել	Մեքենան կարող է փոշի քաշել։
sue	դատի տալ	Նա որոշեց դատի տալ ընկերությանը։
suicide	ինքնասպանություն	Ինքնասպանության կանխարգելումը պահանջում է կայուն ֆինանսավորում։
suite	լյուքս	Հյուրանոցի լյուքսի տեսարանը բացվում էր դեպի գետը։
summit	գագաթնաժողով	Առաջնորդները հանդիպեցին գագաթնաժողովում։
superb	հոյակապ, հիանալի	Կատարումը հոյակապ էր։
superior	գերազանց, ավելի լավ	Նոր մոդելն ավելի լավն է։
supervise	վերահսկել	Նա կվերահսկի վերապատրաստվողներին։
supervision	վերահսկողություն	Երեխաները մեծահասակների վերահսկողության կարիք ունեն։
supervisor	ղեկավար, վերահսկիչ	Նախ հարցրեք ձեր ղեկավարին։
supplement	հավելված	Զեկույցը ներառում է հավելված։
supportive	աջակցող	Նրա ընտանիքն աջակցող էր։
supposedly	ենթադրաբար	Ֆայլը ենթադրաբար ջնջվել է։
suppress	ճնշել	Ռեժիմը փորձեց ճնշել բողոքի ցույցերը։
supreme	գերագույն	Գերագույն դատարանը լսեց գործը։
surge	ալիք, կտրուկ աճ	Հանկարծակի ալիքը վնասեց սարքավորումը։
surgical	վիրաբուժական	Հիվանդը վիրաբուժական բուժման կարիք ունի։
surplus	ավելցուկ	Պահեստն ավելցուկ ունի։
surrender	հանձնվել	Զինվորները համաձայնեցին հանձնվել։
surveillance	հսկողություն, վերահսկողություն	Հսկողության տեսախցիկները ձայնագրեցին մուտքը։
suspension	կասեցում	Կասեցումը տևեց երկու շաբաթ։
suspicion	կասկած	Նրա պահվածքը կասկած առաջացրեց։
suspicious	կասկածելի	Ծանրոցը կասկածելի տեսք ուներ։
sustain	պահպանել, ապահովել	Նախագիծը կարող է պահպանել տեղական աշխատատեղերը։
swing	ճոճվել	Դուռն սկսեց ճոճվել։
sword	թուր	Թուրը կախված էր պատից։
symbolic	խորհրդանշական	Ժեստը խորհրդանշական էր։
syndrome	համախտանիշ	Համախտանիշն ազդում է հիշողության վրա։
synthesis	համադրում, սինթեզ	Գլուխն առաջարկում է սինթեզ։
systematic	համակարգված	Ուսումնասիրությունը համակարգված էր։
tactic	մարտավարություն	Մարտավարությունն արագ ձախողվեց։
tactical	մարտավարական	Թիմը մարտավարական փոփոխություն կատարեց։
taxpayer	հարկատու	Հարկատուների գումարներով ֆինանսավորվեց կամուրջը։
tempt	գայթակղել	Առաջարկը կարող է գայթակղել ներդրողներին։
tenant	վարձակալ	Վարձակալը վաղաժամկետ վճարեց վարձը։
tender	քնքուշ	Նա քնքուշ ժպտաց։
tenure	պաշտոնավարման ժամկետ	Նրա պաշտոնավարումը տևեց վեց տարի։
terminal	անբուժելի, վերջնական	Հիվանդն ուներ անբուժելի հիվանդություն։
terminate	խզել, դադարեցնել	Ընկերությունը կարող է խզել պայմանագիրը։
terrain	տեղանք	Տեղանքը բարդ էր։
terrific	հոյակապ, հիանալի	Տեսարանը հոյակապ էր։
testify	ցուցմունք տալ	Նա համաձայնեց ցուցմունք տալ։
testimony	ցուցմունք	Նրա ցուցմունքը մանրամասն էր։
texture	կառուցվածք, բնույթ	Գործվածքն ունի կոշտ կառուցվածք։
thankfully	բարեբախտաբար	Բարեբախտաբար, ոչ ոք չտուժեց։
theatrical	թատերական	Ելույթը թատերական էր հնչում։
theology	աստվածաբանություն	Նա համալսարանում աստվածաբանություն է ուսումնասիրել։
theoretical	տեսական	Մոդելը զուտ տեսական է։
thereafter	դրանից հետո	Դրանից հետո կանոնները փոխվեցին։
thereby	դրանով իսկ	Փոփոխությունը նվազեցրեց ծախսերը՝ դրանով իսկ փրկելով աշխատատեղերը։
thoughtful	մտածված, հոգատար	Նրա պատասխանը մտածված էր։
thought-provoking	մտածելու տեղիք տվող	Հոդվածը մտածելու տեղիք էր տալիս։
thread	թել	Թելը հեշտությամբ կտրվեց։
threshold	շեմ	Քվեարկությունը հատեց շեմը։
thrilled	հիացած	Նա հիացած էր լուրով։
thrive	բարգավաճել	Փոքր բիզնեսներն այստեղ կարող են բարգավաճել։
tide	մակընթացություն	Մակընթացությունն արագ բարձրացավ։
tighten	ձգել, ամրացնել	Ամուր ձգեք կափարիչը։
timber	փայտանյութ	Տունն օգտագործում է տեղական փայտանյութ։
timely	ժամանակին	Նախազգուշացումը ժամանակին էր։
tobacco	ծխախոտ	Ծխախոտի վաճառքը նվազել է։
tolerance	հանդուրժողականություն	Քաղաքականությունը խրախուսում է հանդուրժողականությունը։
tolerate	հանդուրժել	Մենք չենք կարող հանդուրժել բռնությունը։
toll	տուրք, վնաս, զոհեր	Փոթորիկը մեծ վնաս հասցրեց։
top	գերազանցել	Վաճառքը կարող է գերազանցել անցյալ տարվա ռեկորդը։
torture	խոշտանգում	Պայմանագիրը բացարձակապես արգելում է խոշտանգումները։
