source_headword	NE	example_NE
discuss	छलफल गर्नु	हामी योजना छलफल गर्छौँ।
dish	परिकार; थाल	यो परिकार तातो छ।
do1	गर्नु; सहायक क्रिया	तिमी के गर्छौ?
doctor	डाक्टर	डाक्टर व्यस्त छन्।
dog	कुकुर	कुकुर बाहिर दौडिन्छ।
dollar	डलर	यसको एक डलर पर्छ।
door	ढोका	कृपया ढोका बन्द गर।
down	तल	यहाँ तल बस।
downstairs	तल्लो तलामा	भान्सा तल्लो तलामा छ।
draw	चित्र कोर्नु	सानो घरको चित्र कोर।
dress	पोशाक; लुगा लगाउनु	उनी रातो पोशाक लगाउँछिन्।
drink	पिउनु; पेय	म पानी पिउँछु।
drive	चलाउनु	म काममा गाडी चलाएर जान्छु।
driver	चालक	चालक यहाँ रोकिन्छ।
during	को समयमा	म उडानको समयमा सुत्छु।
DVD	डीभीडी	यो डीभीडी पुरानो छ।
each	प्रत्येक	प्रत्येक बच्चासँग पुस्तक छ।
ear	कान	मेरो कान दुख्छ।
early	छिटो; बिहानै	म बिहानै उठ्छु।
east	पूर्व	सूर्य पूर्वमा उदाउँछ।
easy	सजिलो	यो परीक्षा सजिलो छ।
eat	खानु	हामी सँगै दिउँसोको खाना खान्छौँ।
egg	अन्डा	म एउटा अन्डा खान्छु।
eight	आठ	मसँग आठ कार्ड छन्।
eighteen	अठार	उनी अठार वर्षकी छिन्।
eighty	असी	मेरो हजुरबुबा असी वर्षका हुनुहुन्छ।
elephant	हात्ती	हात्ती ठूलो छ।
eleven	एघार	कक्षा एघार बजे सुरु हुन्छ।
else	अरू	तिमीलाई अरू के चाहिन्छ?
email	इमेल	मलाई इमेल पठाऊ।
end	अन्त; अन्त्य गर्नु	यो अन्त हो।
enjoy	रमाइलो मान्नु	म यो गीतको रमाइलो मान्छु।
enough	पर्याप्त	हामीसँग पर्याप्त समय छ।
euro	युरो	यसको एक युरो पर्छ।
even	समेत; पनि	मेरो भाइलाई समेत थाहा छ।
evening	साँझ	हामी आज साँझ भेट्छौँ।
event	कार्यक्रम	कार्यक्रम आज सुरु हुन्छ।
ever	कहिल्यै	के तिमी कहिल्यै पकाउँछौ?
every	हरेक	म हरेक दिन पढ्छु।
everybody	सबैजना	सबैजना यहाँ छन्।
everyone	सबै	सबैलाई संगीत मन पर्छ।
everything	सबै कुरा	सबै कुरा तयार छ।
exam	परीक्षा	परीक्षा छिट्टै सुरु हुन्छ।
example	उदाहरण	यो राम्रो उदाहरण हो।
excited	उत्साहित	म आज उत्साहित छु।
exciting	रोचक; उत्साहजनक	खेल उत्साहजनक छ।
exercise	व्यायाम; अभ्यास	म नास्ताअघि व्यायाम गर्छु।
expensive	महँगो	यो कोट महँगो छ।
explain	व्याख्या गर्नु	कृपया यो शब्द व्याख्या गर।
extra	अतिरिक्त	मलाई अतिरिक्त समय चाहिन्छ।
eye	आँखा	मेरो आँखा रातो छ।
face	अनुहार	आफ्नो अनुहार धु।
fact	तथ्य	यो तथ्य महत्त्वपूर्ण छ।
fall	झर्नु; खस्नु	शरद ऋतुमा पातहरू झर्छन्।
false	गलत	त्यो उत्तर गलत छ।
family	परिवार	मेरो परिवार सानो छ।
famous	प्रसिद्ध	उनी प्रसिद्ध गायिका हुन्।
fantastic	उत्कृष्ट	सङ्गीत कार्यक्रम उत्कृष्ट थियो।
far	टाढा	स्कूल टाढा छ।
farm	खेत; फार्म	उनीहरू फार्ममा बस्छन्।
farmer	किसान	किसानले खाना उब्जाउँछ।
fast	छिटो	यो रेल छिटो छ।
fat	मोटो	बिरालो मोटो छ।
father	बुबा	मेरो बुबा अग्लो हुनुहुन्छ।
favourite	मनपर्ने	यो मेरो मनपर्ने गीत हो।
February	फेब्रुअरी	यहाँ फेब्रुअरी चिसो हुन्छ।
feel	महसुस गर्नु	म खुसी महसुस गर्छु।
feeling	भावना	म त्यो भावना चिन्छु।
festival	चाड; उत्सव	चाड भोलि सुरु हुन्छ।
few	केही; थोरै	केही विद्यार्थी यहाँ छन्।
fifteen	पन्ध्र	म पन्ध्र वर्षको छु।
fifth	पाँचौँ	यो पाँचौँ पाठ हो।
fifty	पचास	मेरी आमा पचास वर्षकी हुनुहुन्छ।
fill	भर्नु	कपमा पानी भर।
film	चलचित्र	हामी चलचित्र हेर्छौँ।
final	अन्तिम	यो अन्तिम प्रश्न हो।
find	फेला पार्नु	म आफ्ना साँचाहरू फेला पार्छु।
fine	ठीक; राम्रो	म अहिले ठीक छु।
finish	सक्नु; पूरा गर्नु	आफ्नो गृहकार्य पूरा गर।
fire	आगो	आगो तातो छ।
first	पहिलो	उनी लाइनमा पहिलो छिन्।
fish	माछा	म बेलुकाको खानामा माछा खान्छु।
five	पाँच	मसँग पाँच पुस्तक छन्।
flat	फ्ल्याट	मेरो फ्ल्याट सानो छ।
flight	उडान	उडान ढिलो छ।
floor	भुइँ; तला	झोला भुइँमा छ।
flower	फूल	यो फूल पहेँलो छ।
fly	उड्नु	चराहरू आकाशमा उड्छन्।
follow	पछ्याउनु	कृपया मलाई पछ्याऊ।
food	खाना	खाना तयार छ।
foot	खुट्टा	मेरो खुट्टा दुख्छ।
football	फुटबल	हामी आज फुटबल खेल्छौँ।
for	का लागि	यो उपहार तिम्रो लागि हो।
forget	बिर्सनु	आफ्ना साँचाहरू नबिर्स।
form	फारम; बनाउनु	फारम भरा।
forty	चालीस	मेरो बुबा चालीस वर्षका हुनुहुन्छ।
four	चार	म चार चरा देख्छु।
fourteen	चौध	उनी चौध वर्षकी छिन्।
fourth	चौथो	यो चौथो तला हो।
free	निःशुल्क; खाली	टिकट निःशुल्क छ।
Friday	शुक्रबार	हामी शुक्रबार भेट्छौँ।
friend	साथी	मेरो साथी यहाँ छ।
friendly	मिलनसार	शिक्षक मिलनसार हुनुहुन्छ।
from	बाट; देखि	म यहाँबाट हुँ।
front	अगाडि	अगाडि उभ।
fruit	फलफूल	म हरेक दिन फलफूल खान्छु।
full	भरिएको	बोतल भरिएको छ।
fun	रमाइलो	यो खेल रमाइलो छ।
funny	हास्यास्पद; रमाइलो	चलचित्र हास्यास्पद छ।
future	भविष्य	आफ्नो भविष्यबारे सोच।
game	खेल	खेल अहिले सुरु हुन्छ।
garden	बगैँचा	बगैँचा सुन्दर छ।
geography	भूगोल	म स्कूलमा भूगोल पढ्छु।
get	पाउनु; पुग्नु	म छ बजे घर पुग्छु।
girl	केटी	केटी मुस्कुराउँछिन्।
girlfriend	प्रेमिका	उसकी प्रेमिका दयालु छिन्।
give	दिनु	मलाई पुस्तक देऊ।
glass	गिलास	म गिलासबाट पिउँछु।
go	जानु	हामी अहिले घर जान्छौँ।
good	राम्रो	यो कफी राम्रो छ।
goodbye	विदा	विदा, भोलि भेटौँला।
grandfather	हजुरबुबा	मेरो हजुरबुबा बूढा हुनुहुन्छ।
grandmother	हजुरआमा	मेरी हजुरआमाले सुप बनाउनुहुन्छ।
grandparent	हजुरबा वा हजुरआमा	एक जना हजुरबा वा हजुरआमा हामीसँग बस्नुहुन्छ।
great	उत्कृष्ट; महान	यो उत्कृष्ट विचार हो।
green	हरियो	ढोका हरियो छ।
grey	खैरो	आकाश खैरो छ।
group	समूह	सानो समूहमा काम गर।
grow	बढ्नु; उमार्नु	बिरुवाहरू बगैँचामा बढ्छन्।
guess	अनुमान गर्नु	उत्तर अनुमान गर।
guitar	गितार	उनी गितार बजाउँछन्।
gym	जिम	म जिम जान्छु।
hair	कपाल	उनको कपाल लामो छ।
half	आधा	केक आधा काट।
hand	हात	आफ्नो हात उठाऊ।
happen	हुनु	अब के हुन्छ?
happy	खुसी	म आज खुसी छु।
hard	कडा; गाह्रो	यो कुर्सी कडा छ।
hat	टोपी	मेरो टोपी कालो छ।
hate	घृणा गर्नु	मलाई चिसो चिया मन पर्दैन।
have	हुनु; राख्नु	मसँग कार छ।
have to modal	पर्नु; गर्नै पर्छ	मैले पढ्नै पर्छ।
he	ऊ	ऊ मेरो भाइ हो।
head	टाउको	मेरो टाउको दुख्छ।
health	स्वास्थ्य	राम्रो खानाले स्वास्थ्यलाई मद्दत गर्छ।
healthy	स्वस्थ	यो खाना स्वस्थ छ।
hear	सुन्नु	म संगीत सुन्छु।
hello	नमस्ते	नमस्ते, तिमीलाई भेटेर खुसी लाग्यो।
help	मद्दत गर्नु; मद्दत	कृपया मलाई मद्दत गर।
her	उनलाई; उनको	यो उनको झोला हो।
here	यहाँ	अहिले यहाँ आऊ।
hey	हे	हे, मलाई पर्ख।
hi	नमस्ते	नमस्ते, तिमीलाई कस्तो छ?
high	अग्लो; उच्च	भित्ता अग्लो छ।
him	उसलाई	म उसलाई चिन्छु।
his	उसको	उसको कोट नीलो छ।
history	इतिहास	म इतिहास पढ्छु।
hobby	शौक	पढ्नु मेरो शौक हो।
holiday	बिदा	हामी जुलाईमा बिदा लिन्छौँ।
home	घर	म घरमा छु।
homework	गृहकार्य	आज राति आफ्नो गृहकार्य गर।
hope	आशा गर्नु	म तिमी आउँछौ भन्ने आशा गर्छु।
horse	घोडा	घोडा छिटो दौडिन्छ।
hospital	अस्पताल	अस्पताल यहाँ नजिक छ।
hot	तातो	सुप तातो छ।
hotel	होटेल	होटेल सफा छ।
hour	घण्टा	एक घण्टा पर्ख।
house	घर	यो घर पुरानो छ।
how	कसरी	तिमीलाई कस्तो छ?
however	तर पनि	तर पनि, म यहाँ बस्न सक्छु।
hundred	सय	सय जना मानिस आए।
hungry	भोक लागेको	मलाई भोक लागेको छ।
husband	श्रीमान्	उनका श्रीमान् डाक्टर हुन्।
I	म	मलाई चिया मन पर्छ।
ice	बरफ	बरफ चिसो छ।
ice cream	आइसक्रिम	मलाई आइसक्रिम चाहिन्छ।
idea	विचार	त्यो राम्रो विचार हो।
if	यदि	मद्दत चाहियो भने मलाई फोन गर।
imagine	कल्पना गर्नु	सानो घरको कल्पना गर।
important	महत्त्वपूर्ण	यो पाठ महत्त्वपूर्ण छ।
improve	सुधार गर्नु	म सुधार गर्न चाहन्छु।
in	भित्र; मा	साँचाहरू मेरो झोलामा छन्।
include	समावेश गर्नु	कृपया आफ्नो नाम समावेश गर।
information	जानकारी	मलाई थप जानकारी चाहिन्छ।
interest	रुचि	उनलाई कलामा रुचि छ।
interested	रुचि भएको	मलाई संगीतमा रुचि छ।
interesting	रोचक	यो पुस्तक रोचक छ।
internet	इन्टरनेट	इन्टरनेट ढिलो छ।
interview	अन्तर्वार्ता	आज मेरो अन्तर्वार्ता छ।
into	भित्र	पुस्तकहरू झोलाभित्र राख।
introduce	परिचय गराउनु	कृपया आफ्नो साथीको परिचय गराऊ।
island	टापु	यो टापु सानो छ।
it	यो; त्यो	यो चिसो छ।
its	त्यसको	कुकुरलाई त्यसको ओछ्यान मन पर्छ।
jacket	ज्याकेट	मेरो ज्याकेट नयाँ छ।
January	जनवरी	जनवरी पहिलो महिना हो।
jeans	जिन्स	मेरो जिन्स नीलो छ।
job	काम; जागिर	मलाई नयाँ जागिर चाहिन्छ।
join	सामेल हुनु	आज हाम्रो कक्षामा सामेल होऊ।
journey	यात्रा	यात्रा लामो छ।
juice	रस	म सुन्तलाको रस पिउँछु।
July	जुलाई	हामी जुलाईमा यात्रा गर्छौँ।
June	जुन	स्कूल जुनमा सकिन्छ।
just	मात्र; भर्खर	मलाई पानी मात्र चाहिन्छ।
keep	राख्नु	यो साँचो राख।
key	साँचो	मैले मेरो साँचो हराएँ।
kilometre	किलोमिटर	एक किलोमिटर हिँड।
kind (type)	प्रकार; किसिम	तिमीलाई कस्तो प्रकारको संगीत मन पर्छ?
kitchen	भान्सा	भान्सा सफा छ।
know	थाहा हुनु; जान्नु	मलाई उत्तर थाहा छ।
land	जमिन	विमान जमिनमा छ।
language	भाषा	अंग्रेजी एउटा भाषा हो।
large	ठूलो	यो कोठा ठूलो छ।
last1 (final)	अन्तिम; पछिल्लो	यो अन्तिम पृष्ठ हो।
late	ढिलो	बस ढिलो छ।
later	पछि	पछि भेटौँला।
laugh	हाँस्नु; हाँसो	हामी सँगै हाँस्छौँ।
learn	सिक्नु	म अंग्रेजी सिक्छु।
leave	छोड्नु; निस्कनु	ढोका खुला छोड।
left	बायाँ	यहाँ बायाँ मोड।
leg	खुट्टा	मेरो खुट्टा दुख्छ।
lesson	पाठ	पाठ अहिले सुरु हुन्छ।
let	दिनु	मलाई तिमीलाई मद्दत गर्न देऊ।
letter	पत्र; अक्षर	म पत्र लेख्छु।
library	पुस्तकालय	पुस्तकालय नौ बजे खुल्छ।
lie1	पल्टिनु; सुत्नु	कृपया ओछ्यानमा पल्ट।
life	जीवन	सहरको जीवन व्यस्त छ।
like (similar)	जस्तै	यो खेल जस्तै छ।
like (find sb/sth pleasant)	मन पर्नु	मलाई यो गीत मन पर्छ।
line	लाइन; रेखा	लाइनमा उभ।
lion	सिंह	सिंह सुत्छ।
list	सूची	किनमेल सूची बनाऊ।
listen	सुन्नु	शिक्षकलाई सुन।
little	सानो; थोरै	मसँग थोरै पैसा छ।
live1	बस्नु	म स्कूल नजिक बस्छु।
local	स्थानीय	यो स्थानीय पसल हो।
long1	लामो	सडक लामो छ।
look	हेर्नु	चित्र हेर।
lose	हराउनु	आफ्नो टिकट नहराऊ।
lot	धेरै	मसँग धेरै गृहकार्य छ।
love	माया; माया गर्नु	म आफ्नो परिवारलाई माया गर्छु।
lunch	दिउँसोको खाना	दिउँसोको खाना तयार छ।
