"assignmentKey","videoType","supportLang","targetOrBundle","contentScope","file","sha256","CJK text","technical status","visual review","approval"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|ML","ordinary","JA","ML","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-ML.jpg","217597f4d9abd0d187e1ff052bc964b059c979e9cb13ad5d82efacaeb3214994","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|MS","ordinary","JA","MS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-MS.jpg","4d9cf221441c539704610250f2ee9b458fe81f3ba9ada5163ce5aaec4f741fa1","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|MY","ordinary","JA","MY","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-MY.jpg","2b76ab5e254506c1ffe8dfbd8e1e0c56f50b64aecdab4fc9af35ac3749d97ad6","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|NE","ordinary","JA","NE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-NE.jpg","d28a570c0b52fcd16fd32415be1780de143cd082931a9bac1d01ea53df5d5086","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|NL","ordinary","JA","NL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-NL.jpg","22a7a760c71b674b59375eef44f6275da96c3c6fb7fc9f7c6c9ad4d728e3cb90","yes","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|JA|slavic_core|93d499d62441|full","polyglot","JA","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-JA-slavic_core-93d499d62441-full.jpg","5d955e9c8e3bc0298c568c1f3b5d3631f8e2f8f3524ad50cc420937fe02ecd25","yes","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|SR","ordinary","MY","SR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-SR.jpg","ca325ea77aa45159a19db8b2021ebaa273cb8be1b492017187ac3f783aeb9cf8","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|SV","ordinary","MY","SV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-SV.jpg","202b6ef2a504cb9b8e552f3b294c3192fab58d0f3eb0be788de89217e1a69173","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|SW","ordinary","MY","SW","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-SW.jpg","21ac4fa71d9a735e9cbc3ae0b707281c4f836f6a23c0a06f743bd37a2348b8e5","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|TA","ordinary","MY","TA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-TA.jpg","30f151b27ff13e88a666a6e17444add61b4b574634f030861758846a7c1c0e95","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|TE","ordinary","MY","TE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-TE.jpg","cd33dcb709968022dbaffd811fba2ba3ae64b864b3745b3e42755d38781536bf","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|MY|slavic_core|93d499d62441|full","polyglot","MY","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-MY-slavic_core-93d499d62441-full.jpg","96028cac231d79e958e82f3bb0abcf7df671f02b8ea9516fd2840577573e2f5d","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|SV","ordinary","NE","SV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-SV.jpg","cfde860130220d3aebbacee7b88919c158f14bd8542b34b4f1e28d972ae53c94","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|SW","ordinary","NE","SW","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-SW.jpg","6df2304a7ab327593bf201121b952e155de91b7354ad965e3353bf355ec0eb1f","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|TA","ordinary","NE","TA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-TA.jpg","2e44a05176f5d90674ee99a080002cccb9b1e3f2271e5a6bac9d1a1dd8bbe16f","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|TE","ordinary","NE","TE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-TE.jpg","d1633dd7236953292b6d7f391e1cd9bfb3dfe9d94b79e1b889f31e0f4e48997f","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|TH","ordinary","NE","TH","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-TH.jpg","5b2d0cdb746c3554cfcc30c72522128a0bf9318e1e6a715903e8601755531882","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|NE|slavic_core|93d499d62441|full","polyglot","NE","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-NE-slavic_core-93d499d62441-full.jpg","1108332698a9643bee0c823d75fe37cffb633aabda0131955f1b01b7c8cf532a","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|LO","ordinary","PT-BR","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-LO.jpg","20b56edb6131c0af0291a8c2d8417d5de3b3d7da0f82f86c3aff1627572eb28b","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|LT","ordinary","PT-BR","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-LT.jpg","de861ad56fb5017a71d90bce55c4ec8a03b537beb1b44943d0688f725cfd054c","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|LV","ordinary","PT-BR","LV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-LV.jpg","414f43551d0b2826a6c410d60b65d4466672e692f1547a76124d19afc797c740","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|ML","ordinary","PT-BR","ML","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-ML.jpg","9865038c00218c31cc6f50fab1e4491fe7111c6bee12764ed6daf26c88b79c79","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|PT-BR|MS","ordinary","PT-BR","MS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-PT-BR-MS.jpg","714d31b7ef626215c17d4159b581fe6a755efc4a1b731121b3d585b483da3fab","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|PT-BR|slavic_core|93d499d62441|full","polyglot","PT-BR","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-PT-BR-slavic_core-93d499d62441-full.jpg","81407a5fd84b813cf7693d5dd0fa277510468aeb2bdd369f9121b473083ea43c","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|LT","ordinary","RU","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-LT.jpg","5789bb83e00b7ca8ee64a781a8bbb839f622decc9d88071813c3cb2683a96cee","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|LV","ordinary","RU","LV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-LV.jpg","890d9de70f797359d2d8f648e24fd41e67e387ae9cb0040be8b0b4368957d659","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|ML","ordinary","RU","ML","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-ML.jpg","e3af5f20371cdf535523ae8fd83b4c615f4086d30bb68de12ae92ed1347255dc","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|MS","ordinary","RU","MS","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-MS.jpg","be2b4a16655d41d04d545297d37a217f6fa3a61beaaa3e673345f19c676516d0","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|RU|MY","ordinary","RU","MY","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-RU-MY.jpg","bc1798ce7a4e6f0bfb2fae17c4097ae760c3a1cf24748df152b8225f84e76cee","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|RU|slavic_core|31c833f1eaec|full","polyglot","RU","slavic_core:PL,CS,SK,BG","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-RU-slavic_core-31c833f1eaec-full.jpg","f83d5fdea9f2c7011b87ce3a9b61edf792d7929fa134cbcb7a35907cde8a1c75","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|SL","ordinary","SR","SL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-SL.jpg","718c7a22ed8d42e2ea13d43b032bbf3b7f66ce3aadfcf5f8067ce52f227776a2","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|SV","ordinary","SR","SV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-SV.jpg","853f9ab5bad6d6a24aba5526b3ba11e6a0fc3f60817227a9503df3e43c78f5ea","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|SW","ordinary","SR","SW","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-SW.jpg","e5755d0a13d993f98e1248b81e92dac1a9dde7da41ffc434f43026451bd73553","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|TA","ordinary","SR","TA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-TA.jpg","ffd329434469a3b145a58dbbcf403ee063e7fb8bd58d9937b136433e8e3b621d","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SR|TE","ordinary","SR","TE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SR-TE.jpg","35376861446623d9149b2b449c70a09069229e8418c6bd46b973a76b22dd29c9","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|SR|slavic_core|93d499d62441|full","polyglot","SR","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-SR-slavic_core-93d499d62441-full.jpg","198f70de679909deebb7f258d890423ae06773524df4c7a430ae9cd5a8870fd9","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|SR","ordinary","SW","SR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-SR.jpg","2ffe53c57b41ad98605577fa4a5d371fe1b3931520b035ce9e386451b7e3cab2","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|SV","ordinary","SW","SV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-SV.jpg","3e02e4b90dd639ceede6d34dacd791f22d4e9975e2259b65d5cf58b5258afbe6","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|TA","ordinary","SW","TA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-TA.jpg","22bbe107983b621d67f07b85825302b86715601de022a62f0ed208519c5a6b6c","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|TE","ordinary","SW","TE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-TE.jpg","886078737fddd3c5919c7e9e1f2a6fe86db7f221bc9b51eb5d74e984e4ca3339","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|SW|TH","ordinary","SW","TH","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-SW-TH.jpg","0a3bf373a7a8eb85c894fc38596c28262972b78c8648cb8acacaa25bf58fcd66","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|SW|slavic_core|93d499d62441|full","polyglot","SW","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-SW-slavic_core-93d499d62441-full.jpg","a11651a89ab426454ed87d82935b33faa573de6c24bd60124ed22a3d67e6b932","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|SR","ordinary","TH","SR","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-SR.jpg","2601e9c76cd38c2af5680bc7f34a5d55b98bf1f9bcc8ece492cc8f6e28383c8b","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|SV","ordinary","TH","SV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-SV.jpg","c14d4b3f35f1737a237156d5ca81207f62c5f8012b7a9b54faec4cbc5e682831","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|SW","ordinary","TH","SW","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-SW.jpg","2267bfaf5e97a92b1515cda0b8bb03ff33aa007e8df4d24994f583e32f6c43dc","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|TA","ordinary","TH","TA","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-TA.jpg","be94e4bfa8c5d7bc61aef4eaee3bfec72abf4726e973c875d95c78f2b6b1e148","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TH|TE","ordinary","TH","TE","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TH-TE.jpg","d4e192233449a22449bde2f3ece995d69dcbf71c49fdb8f12a82fc567d10f37a","no","passed-render","PENDING","NOT APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|TH|slavic_core|93d499d62441|full","polyglot","TH","slavic_core:RU,PL,CS,SK","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-TH-slavic_core-93d499d62441-full.jpg","15ff33b90bbe11ba3b1e58b92718c70e72e5e464f3576dfdf14b55b243089676","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|KN","ordinary","TR","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-KN.jpg","6fe49d696980d171e3a48d48a64994d0b51965f211915d395b4f5397619494c5","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|KO","ordinary","TR","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-KO.jpg","7a348001a1ef77aae3795d7a1c3108058fbb5e6d5e86be9623584400adffdf0d","no","passed-render","PENDING","NOT APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|TR|LO","ordinary","TR","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-18-4a95b4a6c5c0-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-TR-LO.jpg","9096a55d6938d263359ca98c09d6745b6c70c36c03ba07d7da44b0d670c96677","no","passed-render","PENDING","NOT APPROVED"
